level,group,genre,measure,n_months,spearman_trend,p,first_month_value,last_full_month_value
creator,@LegalAFMTN,videos,F5_controlled,9,0.867,0.0025,-0.4477,-0.094
creator,@LegalAFMTN,videos,F6_controlled,9,0.667,0.0499,-0.0309,0.2627
creator,@LegalAFMTN,videos,F7_controlled,9,-0.95,0.0001,0.0447,-0.6853
creator,@LegalAFMTN,videos,F8_controlled,9,0.783,0.0125,-0.2005,0.0135
creator,@LegalAFMTN,videos,F9_controlled,9,-0.8,0.0096,2.0965,1.0612
creator,@LegalAFMTN,videos,F10_controlled,9,-0.783,0.0125,-0.6292,-0.8258
creator,@LegalAFMTN,videos,F11_controlled,9,0.783,0.0125,0.1285,0.9223
creator,@LegalAFMTN,videos,F12_controlled,9,-0.2,0.6059,-0.1565,-0.1435
creator,@LegalAFMTN,videos,curiosity_gap,9,0.033,0.9322,0.0291,0.021
creator,@LegalAFMTN,videos,outrage,9,0.7,0.0358,0.9094,0.9231
creator,@LegalAFMTN,videos,humor,9,-0.114,0.77,0.0,0.0
creator,@MeidasTouch,streams,F1_controlled,9,-0.083,0.8312,-0.1705,-0.4223
creator,@MeidasTouch,streams,F2_controlled,9,-0.433,0.244,0.2591,-0.0545
creator,@MeidasTouch,streams,F3_controlled,9,0.917,0.0005,2.548,3.2437
creator,@MeidasTouch,streams,F4_controlled,9,0.683,0.0424,0.0953,0.196
creator,@MeidasTouch,streams,F5_controlled,9,-0.467,0.2054,-0.3169,-0.3287
creator,@MeidasTouch,streams,F6_controlled,9,-0.5,0.1705,-0.2437,-0.7914
creator,@MeidasTouch,streams,F7_controlled,9,-0.3,0.4328,0.2444,0.1424
creator,@MeidasTouch,streams,F8_controlled,9,0.617,0.0769,-0.2407,-0.2877
creator,@MeidasTouch,streams,F9_controlled,9,-0.3,0.4328,2.274,2.0241
creator,@MeidasTouch,streams,F10_controlled,9,0.1,0.798,-0.6966,-0.6347
creator,@MeidasTouch,streams,F11_controlled,9,-0.667,0.0499,-0.0881,-0.4946
creator,@MeidasTouch,streams,F12_controlled,9,-0.617,0.0769,-0.1126,-0.5535
creator,@MeidasTouch,streams,curiosity_gap,9,0.237,0.5386,0.01,0.0
creator,@MeidasTouch,streams,outrage,9,-0.067,0.8647,0.87,0.9437
creator,@MeidasTouch,streams,humor,9,,,0.0,0.0
creator,@MeidasTouch,videos,F1_controlled,9,0.35,0.3558,-0.9876,-0.9981
creator,@MeidasTouch,videos,F2_controlled,9,0.217,0.5755,0.4276,0.0401
creator,@MeidasTouch,videos,F3_controlled,9,0.317,0.4064,-0.1561,0.0161
creator,@MeidasTouch,videos,F4_controlled,9,0.45,0.2242,-0.0399,0.6547
creator,@MeidasTouch,videos,F5_controlled,9,0.233,0.5457,-0.3878,-0.1956
creator,@MeidasTouch,videos,F6_controlled,9,0.25,0.5165,-0.533,-0.366
creator,@MeidasTouch,videos,F7_controlled,9,0.167,0.6682,0.5722,0.4529
creator,@MeidasTouch,videos,F8_controlled,9,0.8,0.0096,-0.2428,-0.0246
creator,@MeidasTouch,videos,F9_controlled,9,-0.633,0.0671,1.5048,0.9458
creator,@MeidasTouch,videos,F10_controlled,9,0.25,0.5165,-0.9483,-0.9589
creator,@MeidasTouch,videos,F11_controlled,9,-0.35,0.3558,0.1959,0.1215
creator,@MeidasTouch,videos,F12_controlled,9,-0.35,0.3558,-0.6032,-0.8072
creator,@MeidasTouch,videos,curiosity_gap,9,0.367,0.3317,0.0216,0.0401
creator,@MeidasTouch,videos,outrage,9,-0.6,0.0876,0.9664,0.9599
creator,@MeidasTouch,videos,humor,9,,,0.0,0.0
creator,@NBCNews,streams,F1_controlled,9,0.417,0.2646,-0.0954,-0.0849
creator,@NBCNews,streams,F2_controlled,9,-0.117,0.765,0.2515,0.1517
creator,@NBCNews,streams,F3_controlled,9,-0.85,0.0037,2.4684,1.3768
creator,@NBCNews,streams,F4_controlled,9,0.433,0.244,-0.0188,0.2084
creator,@NBCNews,streams,F5_controlled,9,0.133,0.7324,-0.2854,-0.2094
creator,@NBCNews,streams,F6_controlled,9,0.1,0.798,0.0269,-0.3836
creator,@NBCNews,streams,F7_controlled,9,-0.533,0.1392,1.0575,0.6689
creator,@NBCNews,streams,F8_controlled,9,-0.233,0.5457,-0.01,-0.0734
creator,@NBCNews,streams,F9_controlled,9,0.767,0.0159,-0.7118,-0.3362
creator,@NBCNews,streams,F10_controlled,9,0.533,0.1392,-0.4161,-0.3425
creator,@NBCNews,streams,F11_controlled,9,0.35,0.3558,-1.2511,-0.4439
creator,@NBCNews,streams,F12_controlled,9,0.5,0.1705,-0.5695,-0.358
creator,@NBCNews,streams,curiosity_gap,9,-0.548,0.1269,0.0784,0.0
creator,@NBCNews,streams,outrage,9,-0.602,0.086,0.0588,0.0
creator,@NBCNews,streams,humor,9,,,0.0,0.0
creator,@NBCNews,videos,F1_controlled,9,-0.55,0.125,0.8489,0.6235
creator,@NBCNews,videos,F2_controlled,9,-0.167,0.6682,-0.0016,-0.0247
creator,@NBCNews,videos,F3_controlled,9,-0.667,0.0499,-0.3069,-0.3247
creator,@NBCNews,videos,F4_controlled,9,0.1,0.798,-0.1206,-0.1069
creator,@NBCNews,videos,F5_controlled,9,-0.467,0.2054,-0.1066,-0.1089
creator,@NBCNews,videos,F6_controlled,9,0.833,0.0053,-0.5942,-0.2584
creator,@NBCNews,videos,F7_controlled,9,-0.467,0.2054,1.3836,1.113
creator,@NBCNews,videos,F8_controlled,9,0.4,0.2861,-0.1163,-0.1718
creator,@NBCNews,videos,F9_controlled,9,0.1,0.798,-0.5475,-0.4613
creator,@NBCNews,videos,F10_controlled,9,-0.267,0.4879,0.2497,0.1549
creator,@NBCNews,videos,F11_controlled,9,0.117,0.765,-0.6634,-0.6105
creator,@NBCNews,videos,F12_controlled,9,0.65,0.0581,-0.1081,-0.0427
creator,@NBCNews,videos,curiosity_gap,9,0.092,0.8138,0.0431,0.0285
creator,@NBCNews,videos,outrage,9,-0.55,0.125,0.2528,0.2185
creator,@NBCNews,videos,humor,9,-0.251,0.5147,0.0,0.0
creator,@NewsNation,streams,F1_controlled,8,0.333,0.4198,0.9967,1.138
creator,@NewsNation,streams,F2_controlled,8,0.19,0.6514,0.5476,0.4621
creator,@NewsNation,streams,F3_controlled,8,-0.476,0.2329,1.3068,1.0365
creator,@NewsNation,streams,F4_controlled,8,0.095,0.8225,0.0464,-0.0277
creator,@NewsNation,streams,F5_controlled,8,0.786,0.0208,-0.4597,1.8054
creator,@NewsNation,streams,F6_controlled,8,0.952,0.0003,-0.1973,1.6428
creator,@NewsNation,streams,F7_controlled,8,-0.857,0.0065,1.6179,0.2515
creator,@NewsNation,streams,F8_controlled,8,0.619,0.1017,-0.2499,-0.1549
creator,@NewsNation,streams,F9_controlled,8,0.69,0.058,-0.797,0.0554
creator,@NewsNation,streams,F10_controlled,8,0.524,0.1827,-1.1879,-1.187
creator,@NewsNation,streams,F11_controlled,8,0.81,0.0149,-1.12,0.7279
creator,@NewsNation,streams,F12_controlled,8,0.643,0.0856,0.5945,0.9253
creator,@NewsNation,streams,curiosity_gap,8,-0.082,0.8472,0.0244,0.0833
creator,@NewsNation,streams,outrage,8,0.5,0.207,0.122,0.2083
creator,@NewsNation,streams,humor,8,,,0.0,0.0
creator,@NewsNation,videos,F1_controlled,9,-0.567,0.1116,0.6649,0.5041
creator,@NewsNation,videos,F2_controlled,9,0.55,0.125,0.4684,0.4795
creator,@NewsNation,videos,F3_controlled,9,-0.733,0.0246,0.0099,-0.3418
creator,@NewsNation,videos,F4_controlled,9,-0.483,0.1875,-0.2164,-0.2029
creator,@NewsNation,videos,F5_controlled,9,0.983,0.0,-0.1034,0.2785
creator,@NewsNation,videos,F6_controlled,9,-0.183,0.6368,0.2434,-0.1716
creator,@NewsNation,videos,F7_controlled,9,0.3,0.4328,1.2873,1.3416
creator,@NewsNation,videos,F8_controlled,9,-0.717,0.0298,0.2437,-0.1408
creator,@NewsNation,videos,F9_controlled,9,0.633,0.0671,-0.8122,-0.4289
creator,@NewsNation,videos,F10_controlled,9,0.617,0.0769,0.2452,0.3799
creator,@NewsNation,videos,F11_controlled,9,-0.4,0.2861,0.0466,-0.0596
creator,@NewsNation,videos,F12_controlled,9,-0.783,0.0125,1.0563,0.3535
creator,@NewsNation,videos,curiosity_gap,9,-0.333,0.3807,0.0343,0.0212
creator,@NewsNation,videos,outrage,9,-0.567,0.1116,0.3167,0.2231
creator,@NewsNation,videos,humor,9,-0.42,0.2605,0.0,0.0
creator,@NewsmaxTV,streams,F1_controlled,9,-0.05,0.8984,-1.1466,-0.2028
creator,@NewsmaxTV,streams,F2_controlled,9,0.05,0.8984,0.5915,-0.7317
creator,@NewsmaxTV,streams,F3_controlled,9,-0.433,0.244,-0.0586,-0.4044
creator,@NewsmaxTV,streams,F4_controlled,9,-0.7,0.0358,-0.0726,-0.4866
creator,@NewsmaxTV,streams,F5_controlled,9,-0.233,0.5457,0.6069,-0.3691
creator,@NewsmaxTV,streams,F6_controlled,9,0.133,0.7324,1.4491,-0.2982
creator,@NewsmaxTV,streams,F7_controlled,9,-0.05,0.8984,-0.7773,-0.811
creator,@NewsmaxTV,streams,F8_controlled,9,0.15,0.7001,1.3734,0.4204
creator,@NewsmaxTV,streams,F9_controlled,9,-0.3,0.4328,-1.2057,-0.7365
creator,@NewsmaxTV,streams,F10_controlled,9,-0.283,0.46,-0.5124,-1.0141
creator,@NewsmaxTV,streams,F11_controlled,9,-0.583,0.0992,0.0198,-0.5379
creator,@NewsmaxTV,streams,F12_controlled,9,0.55,0.125,-0.1554,0.1745
creator,@NewsmaxTV,streams,curiosity_gap,9,0.046,0.9072,0.0,0.0222
creator,@NewsmaxTV,streams,outrage,9,-0.183,0.6368,0.3333,0.4889
creator,@NewsmaxTV,streams,humor,9,0.548,0.1269,0.0,0.0
creator,@NewsmaxTV,videos,F1_controlled,9,0.25,0.5165,0.7174,0.6799
creator,@NewsmaxTV,videos,F2_controlled,9,-0.25,0.5165,1.0326,0.8902
creator,@NewsmaxTV,videos,F3_controlled,9,-0.133,0.7324,0.476,0.4853
creator,@NewsmaxTV,videos,F4_controlled,9,-0.033,0.9322,-0.0422,-0.0805
creator,@NewsmaxTV,videos,F5_controlled,9,0.083,0.8312,-0.2286,-0.0748
creator,@NewsmaxTV,videos,F6_controlled,9,-0.033,0.9322,0.5942,0.5507
creator,@NewsmaxTV,videos,F7_controlled,9,0.117,0.765,0.5415,0.6464
creator,@NewsmaxTV,videos,F8_controlled,9,0.45,0.2242,-0.185,-0.2234
creator,@NewsmaxTV,videos,F9_controlled,9,0.367,0.3317,-0.3583,-0.3285
creator,@NewsmaxTV,videos,F10_controlled,9,0.3,0.4328,0.791,0.9682
creator,@NewsmaxTV,videos,F11_controlled,9,0.783,0.0125,-0.1619,0.1785
creator,@NewsmaxTV,videos,F12_controlled,9,0.25,0.5165,1.0138,1.0213
creator,@NewsmaxTV,videos,curiosity_gap,9,0.217,0.5755,0.0142,0.0128
creator,@NewsmaxTV,videos,outrage,9,-0.433,0.244,0.5142,0.4541
creator,@NewsmaxTV,videos,humor,9,-0.219,0.5711,0.0,0.0
creator,@RealAmericasVoice,streams,F1_controlled,9,-0.883,0.0016,0.783,-1.6648
creator,@RealAmericasVoice,streams,F2_controlled,9,0.867,0.0025,-1.7617,1.1799
creator,@RealAmericasVoice,streams,F3_controlled,9,-0.267,0.4879,-0.1191,-0.0328
creator,@RealAmericasVoice,streams,F4_controlled,9,-0.2,0.6059,-0.5017,-0.3851
creator,@RealAmericasVoice,streams,F5_controlled,9,-0.717,0.0298,-0.466,-0.8122
creator,@RealAmericasVoice,streams,F6_controlled,9,0.367,0.3317,0.0677,0.9772
creator,@RealAmericasVoice,streams,F7_controlled,9,0.833,0.0053,0.8704,1.6895
creator,@RealAmericasVoice,streams,F8_controlled,9,0.533,0.1392,-1.0762,0.5014
creator,@RealAmericasVoice,streams,F9_controlled,9,0.5,0.1705,2.5448,3.5
creator,@RealAmericasVoice,streams,F10_controlled,9,-0.25,0.5165,-0.4806,-0.9259
creator,@RealAmericasVoice,streams,F11_controlled,9,0.517,0.1544,-0.7635,0.412
creator,@RealAmericasVoice,streams,F12_controlled,9,0.75,0.0199,-0.2881,0.7011
creator,@RealAmericasVoice,streams,curiosity_gap,9,-0.186,0.631,0.0222,0.0111
creator,@RealAmericasVoice,streams,outrage,9,0.9,0.0009,0.2222,0.9151
creator,@RealAmericasVoice,streams,humor,9,,,0.0,0.0
creator,@RealAmericasVoice,videos,F1_controlled,9,-0.25,0.5165,0.0152,-0.3745
creator,@RealAmericasVoice,videos,F2_controlled,9,0.083,0.8312,-0.6373,0.3931
creator,@RealAmericasVoice,videos,F3_controlled,9,-0.333,0.3807,-0.2215,-0.1287
creator,@RealAmericasVoice,videos,F4_controlled,9,-0.75,0.0199,-0.4485,-0.776
creator,@RealAmericasVoice,videos,F5_controlled,9,-0.733,0.0246,-0.3023,-0.7747
creator,@RealAmericasVoice,videos,F6_controlled,9,-0.483,0.1875,0.7929,-0.2601
creator,@RealAmericasVoice,videos,F7_controlled,9,0.483,0.1875,-0.4278,-0.1382
creator,@RealAmericasVoice,videos,F8_controlled,9,0.267,0.4879,0.3999,0.3519
creator,@RealAmericasVoice,videos,F9_controlled,9,0.367,0.3317,-0.418,0.6534
creator,@RealAmericasVoice,videos,F10_controlled,9,-0.383,0.3085,1.5823,-0.1744
creator,@RealAmericasVoice,videos,F11_controlled,9,-0.533,0.1392,0.3332,-0.8372
creator,@RealAmericasVoice,videos,F12_controlled,9,0.317,0.4064,-0.2859,0.1532
creator,@RealAmericasVoice,videos,curiosity_gap,9,-0.746,0.021,0.0217,0.0
creator,@RealAmericasVoice,videos,outrage,9,0.667,0.0499,0.556,1.0
creator,@RealAmericasVoice,videos,humor,9,-0.137,0.7254,0.0,0.0
creator,@Reuters,streams,F1_controlled,9,-0.25,0.5165,0.5893,0.4592
creator,@Reuters,streams,F2_controlled,9,0.033,0.9322,0.1149,0.2015
creator,@Reuters,streams,F3_controlled,9,0.483,0.1875,3.4728,3.7419
creator,@Reuters,streams,F4_controlled,9,0.317,0.4064,-0.019,0.1144
creator,@Reuters,streams,F5_controlled,9,-0.35,0.3558,-0.4252,-0.4662
creator,@Reuters,streams,F6_controlled,9,0.2,0.6059,-0.5109,-0.6484
creator,@Reuters,streams,F7_controlled,9,-0.617,0.0769,0.9111,0.7093
creator,@Reuters,streams,F8_controlled,9,-0.417,0.2646,-0.293,-0.5203
creator,@Reuters,streams,F9_controlled,9,-0.467,0.2054,-0.0351,-0.3105
creator,@Reuters,streams,F10_controlled,9,0.317,0.4064,-0.8219,-0.8215
creator,@Reuters,streams,F11_controlled,9,-0.2,0.6059,-0.8467,-0.9564
creator,@Reuters,streams,F12_controlled,9,-0.6,0.0876,-0.6077,-0.8227
creator,@Reuters,streams,curiosity_gap,9,-0.033,0.9322,0.0442,0.0062
creator,@Reuters,streams,outrage,9,-0.667,0.0499,0.0952,0.0932
creator,@Reuters,streams,humor,9,-0.137,0.7254,0.0,0.0
creator,@Reuters,videos,F1_controlled,9,0.267,0.4879,0.3206,0.3933
creator,@Reuters,videos,F2_controlled,9,0.917,0.0005,0.2188,0.6028
creator,@Reuters,videos,F3_controlled,9,0.133,0.7324,-0.3191,-0.6
creator,@Reuters,videos,F4_controlled,9,-0.667,0.0499,-0.24,-0.3728
creator,@Reuters,videos,F5_controlled,9,0.95,0.0001,-0.6146,0.4084
creator,@Reuters,videos,F6_controlled,9,-0.467,0.2054,-0.7047,-0.7259
creator,@Reuters,videos,F7_controlled,9,-0.25,0.5165,1.8728,2.0414
creator,@Reuters,videos,F8_controlled,9,-0.5,0.1705,0.2243,-0.3113
creator,@Reuters,videos,F9_controlled,9,0.517,0.1544,-1.277,-0.2441
creator,@Reuters,videos,F10_controlled,9,-0.15,0.7001,-0.2988,-0.1708
creator,@Reuters,videos,F11_controlled,9,-0.417,0.2646,0.1149,-0.5389
creator,@Reuters,videos,F12_controlled,9,0.15,0.7001,0.6132,0.3782
creator,@Reuters,videos,curiosity_gap,9,0.767,0.0159,0.0139,0.03
creator,@Reuters,videos,outrage,9,-0.75,0.0199,0.2452,0.2217
creator,@Reuters,videos,humor,9,-0.114,0.77,0.0,0.0
creator,@SkyNews,streams,F1_controlled,9,-0.6,0.0876,0.6511,-0.1675
creator,@SkyNews,streams,F2_controlled,9,0.733,0.0246,-0.2494,0.4135
creator,@SkyNews,streams,F3_controlled,9,-0.2,0.6059,-0.595,-0.4833
creator,@SkyNews,streams,F4_controlled,9,0.117,0.765,-0.1714,-0.1192
creator,@SkyNews,streams,F5_controlled,9,-0.033,0.9322,-0.3593,-0.2827
creator,@SkyNews,streams,F6_controlled,9,-0.483,0.1875,0.2481,-0.167
creator,@SkyNews,streams,F7_controlled,9,0.717,0.0298,0.9138,1.4195
creator,@SkyNews,streams,F8_controlled,9,-0.35,0.3558,0.7689,-0.122
creator,@SkyNews,streams,F9_controlled,9,0.433,0.244,-0.4514,-0.2071
creator,@SkyNews,streams,F10_controlled,9,0.583,0.0992,-0.1568,0.171
creator,@SkyNews,streams,F11_controlled,9,-0.367,0.3317,-0.3956,-0.8743
creator,@SkyNews,streams,F12_controlled,9,-0.683,0.0424,0.3465,-0.1197
creator,@SkyNews,streams,curiosity_gap,9,-0.467,0.2054,0.1429,0.0123
creator,@SkyNews,streams,outrage,9,-0.45,0.2242,0.2381,0.1902
creator,@SkyNews,streams,humor,9,,,0.0,0.0
creator,@SkyNews,videos,F1_controlled,9,-0.65,0.0581,0.6279,-0.1148
creator,@SkyNews,videos,F2_controlled,9,0.3,0.4328,0.541,0.8557
creator,@SkyNews,videos,F3_controlled,9,0.333,0.3807,-0.4893,-0.4401
creator,@SkyNews,videos,F4_controlled,9,0.183,0.6368,-0.0282,0.0433
creator,@SkyNews,videos,F5_controlled,9,0.467,0.2054,0.6303,1.1916
creator,@SkyNews,videos,F6_controlled,9,0.067,0.8647,-0.617,-0.742
creator,@SkyNews,videos,F7_controlled,9,0.233,0.5457,1.0793,1.0942
creator,@SkyNews,videos,F8_controlled,9,-0.25,0.5165,-0.1785,-0.1291
creator,@SkyNews,videos,F9_controlled,9,-0.067,0.8647,-0.0933,-0.0673
creator,@SkyNews,videos,F10_controlled,9,-0.85,0.0037,1.2251,0.1657
creator,@SkyNews,videos,F11_controlled,9,0.467,0.2054,-0.4542,-0.2914
creator,@SkyNews,videos,F12_controlled,9,0.25,0.5165,0.1176,0.3702
creator,@SkyNews,videos,curiosity_gap,9,0.633,0.0671,0.0505,0.0779
creator,@SkyNews,videos,outrage,9,-0.533,0.1392,0.3664,0.263
creator,@SkyNews,videos,humor,9,,,0.0,0.0
creator,@TheDamageReport,streams,F1_controlled,9,0.883,0.0016,-1.2139,-0.3732
creator,@TheDamageReport,streams,F2_controlled,9,-0.3,0.4328,0.9626,0.0934
creator,@TheDamageReport,streams,F3_controlled,9,-0.1,0.798,-0.511,-0.2128
creator,@TheDamageReport,streams,F4_controlled,9,-0.567,0.1116,-0.0317,-0.0468
creator,@TheDamageReport,streams,F5_controlled,9,-0.683,0.0424,-0.1728,-0.5175
creator,@TheDamageReport,streams,F6_controlled,9,0.8,0.0096,2.0795,2.8163
creator,@TheDamageReport,streams,F7_controlled,9,-0.517,0.1544,-0.0827,-0.4306
creator,@TheDamageReport,streams,F8_controlled,9,0.217,0.5755,-0.1498,-0.1485
creator,@TheDamageReport,streams,F9_controlled,9,0.583,0.0992,-1.6496,-0.6861
creator,@TheDamageReport,streams,F10_controlled,9,-0.433,0.244,-0.385,0.0152
creator,@TheDamageReport,streams,F11_controlled,9,0.6,0.0876,0.3378,0.4138
creator,@TheDamageReport,streams,F12_controlled,9,-0.017,0.9661,0.5306,0.6844
creator,@TheDamageReport,streams,curiosity_gap,9,-0.251,0.5147,0.0,0.0
creator,@TheDamageReport,streams,outrage,9,0.217,0.5755,0.8636,0.5952
creator,@TheDamageReport,streams,humor,9,-0.274,0.4758,0.0,0.0
creator,@TheDamageReport,videos,F1_controlled,9,-0.033,0.9322,-1.2836,-1.2877
creator,@TheDamageReport,videos,F2_controlled,9,-0.283,0.46,-0.399,-0.5735
creator,@TheDamageReport,videos,F3_controlled,9,0.033,0.9322,-0.3072,-0.3182
creator,@TheDamageReport,videos,F4_controlled,9,-0.45,0.2242,-0.3399,-0.3989
creator,@TheDamageReport,videos,F5_controlled,9,0.05,0.8984,-0.4326,-0.3864
creator,@TheDamageReport,videos,F6_controlled,9,0.6,0.0876,0.085,0.1251
creator,@TheDamageReport,videos,F7_controlled,9,-0.167,0.6682,-0.2749,-0.3637
creator,@TheDamageReport,videos,F8_controlled,9,-0.7,0.0358,-0.3635,-0.4557
creator,@TheDamageReport,videos,F9_controlled,9,-0.5,0.1705,-1.3947,-1.7183
creator,@TheDamageReport,videos,F10_controlled,9,0.383,0.3085,-0.7408,-0.6446
creator,@TheDamageReport,videos,F11_controlled,9,-0.617,0.0769,0.3249,0.2496
creator,@TheDamageReport,videos,F12_controlled,9,-0.1,0.798,-0.6267,-0.5292
creator,@TheDamageReport,videos,curiosity_gap,9,-0.339,0.3721,0.0058,0.0
creator,@TheDamageReport,videos,outrage,9,-0.383,0.3085,0.6831,0.6836
creator,@TheDamageReport,videos,humor,9,-0.441,0.2351,0.0029,0.0027
creator,@TheYoungTurks,streams,F1_controlled,9,-0.067,0.8647,-0.5805,-0.5391
creator,@TheYoungTurks,streams,F2_controlled,9,0.4,0.2861,-1.1939,-0.5326
creator,@TheYoungTurks,streams,F3_controlled,9,-0.667,0.0499,0.248,-0.3017
creator,@TheYoungTurks,streams,F4_controlled,9,-0.833,0.0053,0.2241,-0.2521
creator,@TheYoungTurks,streams,F5_controlled,9,-0.45,0.2242,0.1229,-0.2869
creator,@TheYoungTurks,streams,F6_controlled,9,-0.333,0.3807,0.1379,0.3092
creator,@TheYoungTurks,streams,F7_controlled,9,-0.467,0.2054,-0.5311,-0.6926
creator,@TheYoungTurks,streams,F8_controlled,9,-0.05,0.8984,-0.4394,-0.3215
creator,@TheYoungTurks,streams,F9_controlled,9,0.0,1.0,0.1845,0.5414
creator,@TheYoungTurks,streams,F10_controlled,9,0.267,0.4879,-0.6687,-0.9723
creator,@TheYoungTurks,streams,F11_controlled,9,-0.283,0.46,0.4205,0.1983
creator,@TheYoungTurks,streams,F12_controlled,9,0.25,0.5165,-0.559,-0.4858
creator,@TheYoungTurks,streams,curiosity_gap,9,-0.271,0.4802,0.0222,0.0755
creator,@TheYoungTurks,streams,outrage,9,0.628,0.0704,0.5556,0.7736
creator,@TheYoungTurks,streams,humor,9,,,0.0,0.0
creator,@TheYoungTurks,videos,F1_controlled,9,-0.45,0.2242,-0.158,-0.2212
creator,@TheYoungTurks,videos,F2_controlled,9,0.1,0.798,-0.8469,-0.5993
creator,@TheYoungTurks,videos,F3_controlled,9,0.333,0.3807,-0.2519,-0.1957
creator,@TheYoungTurks,videos,F4_controlled,9,-0.067,0.8647,-0.2376,-0.2765
creator,@TheYoungTurks,videos,F5_controlled,9,-0.1,0.798,-0.1205,-0.0147
creator,@TheYoungTurks,videos,F6_controlled,9,-0.683,0.0424,-0.3267,-0.4997
creator,@TheYoungTurks,videos,F7_controlled,9,-0.133,0.7324,-0.5304,-0.6044
creator,@TheYoungTurks,videos,F8_controlled,9,-0.583,0.0992,-0.1986,-0.3967
creator,@TheYoungTurks,videos,F9_controlled,9,-0.1,0.798,0.0645,-0.0815
creator,@TheYoungTurks,videos,F10_controlled,9,0.0,1.0,-0.4548,-0.5184
creator,@TheYoungTurks,videos,F11_controlled,9,0.267,0.4879,-0.5076,-0.4491
creator,@TheYoungTurks,videos,F12_controlled,9,0.1,0.798,-0.4257,-0.451
creator,@TheYoungTurks,videos,curiosity_gap,9,-0.184,0.6354,0.0317,0.034
creator,@TheYoungTurks,videos,outrage,9,-0.433,0.244,0.5556,0.5185
creator,@TheYoungTurks,videos,humor,9,-0.479,0.1918,0.0032,0.0
creator,@TimesNowWorld,streams,F1_controlled,9,-0.033,0.9322,-0.5104,-1.2933
creator,@TimesNowWorld,streams,F2_controlled,9,0.35,0.3558,-0.1713,0.2029
creator,@TimesNowWorld,streams,F3_controlled,9,-0.317,0.4064,0.4716,0.4281
creator,@TimesNowWorld,streams,F4_controlled,9,-0.683,0.0424,-0.088,-0.1923
creator,@TimesNowWorld,streams,F5_controlled,9,0.017,0.9661,-0.7058,-0.6288
creator,@TimesNowWorld,streams,F6_controlled,9,0.4,0.2861,1.1615,1.1237
creator,@TimesNowWorld,streams,F7_controlled,9,-0.2,0.6059,-0.2785,-0.5671
creator,@TimesNowWorld,streams,F8_controlled,9,0.55,0.125,0.4061,0.7617
creator,@TimesNowWorld,streams,F9_controlled,9,0.117,0.765,0.7801,0.3061
creator,@TimesNowWorld,streams,F10_controlled,9,-0.383,0.3085,-0.1461,-0.0476
creator,@TimesNowWorld,streams,F11_controlled,9,0.15,0.7001,0.7667,0.6505
creator,@TimesNowWorld,streams,F12_controlled,9,-0.433,0.244,0.5242,0.7523
creator,@TimesNowWorld,streams,curiosity_gap,9,0.4,0.2861,0.0523,0.055
creator,@TimesNowWorld,streams,outrage,9,-0.567,0.1116,0.5234,0.5704
creator,@TimesNowWorld,streams,humor,9,,,0.0,0.0
creator,@TimesNowWorld,videos,F1_controlled,9,0.5,0.1705,-1.5038,-1.339
creator,@TimesNowWorld,videos,F2_controlled,9,0.667,0.0499,-0.8043,-0.5758
creator,@TimesNowWorld,videos,F3_controlled,9,0.333,0.3807,1.2128,1.3811
creator,@TimesNowWorld,videos,F4_controlled,9,0.117,0.765,-0.5408,-0.3697
creator,@TimesNowWorld,videos,F5_controlled,9,0.8,0.0096,-0.6929,-0.4658
creator,@TimesNowWorld,videos,F6_controlled,9,0.4,0.2861,0.1965,0.2619
creator,@TimesNowWorld,videos,F7_controlled,9,-0.35,0.3558,-0.5709,-0.8262
creator,@TimesNowWorld,videos,F8_controlled,9,0.4,0.2861,0.5378,0.8646
creator,@TimesNowWorld,videos,F9_controlled,9,-0.733,0.0246,0.5947,-0.1543
creator,@TimesNowWorld,videos,F10_controlled,9,-0.067,0.8647,0.0844,0.4396
creator,@TimesNowWorld,videos,F11_controlled,9,0.283,0.46,0.5845,0.4686
creator,@TimesNowWorld,videos,F12_controlled,9,-0.467,0.2054,0.1617,0.0935
creator,@TimesNowWorld,videos,curiosity_gap,9,0.183,0.6368,0.0339,0.0296
creator,@TimesNowWorld,videos,outrage,9,-0.733,0.0246,0.8063,0.7453
creator,@TimesNowWorld,videos,humor,9,-0.317,0.4061,0.0012,0.001
creator,@USATODAY,streams,F1_controlled,9,-0.333,0.3807,0.789,-0.3624
creator,@USATODAY,streams,F2_controlled,9,0.533,0.1392,0.5165,0.6109
creator,@USATODAY,streams,F3_controlled,9,0.233,0.5457,-0.1846,1.4969
creator,@USATODAY,streams,F4_controlled,9,-0.55,0.125,-0.1558,-0.2758
creator,@USATODAY,streams,F5_controlled,9,0.067,0.8647,-0.447,-0.3388
creator,@USATODAY,streams,F6_controlled,9,-0.133,0.7324,0.3586,-0.0979
creator,@USATODAY,streams,F7_controlled,9,0.767,0.0159,1.4105,1.6463
creator,@USATODAY,streams,F8_controlled,9,0.7,0.0358,-0.3576,1.9068
creator,@USATODAY,streams,F9_controlled,9,0.233,0.5457,-0.7254,0.0453
creator,@USATODAY,streams,F10_controlled,9,0.683,0.0424,-1.1045,-0.0707
creator,@USATODAY,streams,F11_controlled,9,0.05,0.8984,-0.8291,-1.2442
creator,@USATODAY,streams,F12_controlled,9,-0.433,0.244,0.3842,0.0721
creator,@USATODAY,streams,curiosity_gap,9,-0.025,0.9489,0.0617,0.0227
