genre,titles,kind,group,n_creators,n_style_clusters,largest_cluster_share,members
videos,political,style cluster spanning lanes,S4,24,5,0.333,@RebelNewsOnline (independent_digital_news); @thegrayzone7996 (independent_digital_news); @NewsmaxTV (right_tv_network); @ABCNews (us_legacy_tv); @CBSNews (us_legacy_tv); @CNN (us_legacy_tv); @FoxNews (us_legacy_tv); @FoxNewsChannelClips (us_legacy_tv); @NBCNews (us_legacy_tv); @NewsNation (us_legacy_tv); @msnow (us_legacy_tv); @NPR (us_press_print_digital); @POLITICO (us_press_print_digital); @TechCrunch (us_press_print_digital); @USATODAY (us_press_print_digital); @Vox (us_press_print_digital); @axios (us_press_print_digital); @thehill (us_press_print_digital); @ANINewsIndia (wire_international); @AssociatedPress (wire_international); @BBCNews (wire_international); @Reuters (wire_international); @SkyNews (wire_international); @aljazeeraenglish (wire_international)
videos,political,style cluster spanning lanes,S6,4,4,0.25,@thewarningwithsteveschmidt (centrist_heterodox); @CoreyGilShusterAskProject (explainer_geopolitics); @moreperfectunion (independent_digital_news); @TheEconomist (wire_international)
videos,political,style cluster spanning lanes,S7,2,2,0.5,@aaronparnas1 (left_commentary); @RSBN (right_tv_network)
videos,political,style cluster spanning lanes,S8,21,6,0.429,@DoubleDownNews (independent_digital_news); @StatusCoup (independent_digital_news); @LukeBeasley (left_commentary); @MeidasTouch (left_commentary); @SecularTalk (left_commentary); @briantylercohen (left_commentary); @harryjsisson (left_commentary); @katiephangnews (left_commentary); @LegalAFMTN (legal_institutional); @BlackConservativePerspective (right_commentary); @DrSteveTurleyTV (right_commentary); @JacksonHinkleOfficial (right_commentary); @TheOfficerTatum (right_commentary); @TheQuartering (right_commentary); @Timcast (right_commentary); @TimcastIRL (right_commentary); @TimcastNews (right_commentary); https://rumble.com/c/TheAlexJonesShowLive (right_commentary); @DailyDenims (streamer_reaction); @deanwithrs (streamer_reaction); @TimesNowWorld (wire_international)
videos,political,style cluster spanning lanes,S9,4,3,0.5,@PiersMorganUncensored (interview_podcast); @CashJordan (right_commentary); @jlptalk (right_commentary); @timesofindia (wire_international)
streams,all,lane split across style clusters,independent_digital_news,6,4,0.5,@BreakThroughNews (S0); @rolandsmartin (S0); @underthedesknews (S0); @RedactedNews (S2); @StatusCoup (S3); @RebelNewsOnline (S4)
streams,all,lane split across style clusters,left_commentary,18,6,0.333,@FarronBalanced (S0); @TheYoungTurks (S0); @TheMajorityReport (S0); @TheJoyReidShow (S0); @TheDonLemonShow (S0); @marclamonthillnetwork (S0); @PhillipScottPodcast (S1); @jimacosta (S1); @TheDamageReport (S2); @DannyHaiphongYT (S2); @NickCruseRBN (S2); @JamarlThomas (S2); @DueDissidence (S2); @thejimmydoreshow (S2); @MeidasTouch (S3); @LukeBeasley (S3); @PTLRadioShow (S4); @SabbySabs (S6)
streams,all,lane split across style clusters,legal_institutional,3,2,0.667,@RekietaLaw (S1); @VivaFrei (S1); @RobertGouveiaEsq (S2)
streams,all,lane split across style clusters,right_commentary,19,7,0.368,@OwenReport (S0); @ThePodcastoftheLotusEaters (S0); @MLChristiansen (S0); @JustPearlyThings (S0); @lizwheeler (S0); @CamHigby (S0); @AnthonyBrianLogan (S0); @MyronGainesX (S1); @RubinReport (S1); @bennyjohnson (S1); @FreshFitMiami (S1); @chicksonright (S2); @AfterPartyEmily (S2); @JacksonHinkleOfficial (S3); @TheOfficerTatum (S3); @jlptalk (S5); @TimcastIRL (S6); @ChadPrather1 (S7); @glennbeck (S7)
streams,all,lane split across style clusters,right_tv_network,4,3,0.5,@NewsmaxTV (S0); @RSBN (S0); @oann (S3); @RealAmericasVoice (S6)
streams,all,lane split across style clusters,streamer_reaction,6,4,0.5,@LIVESNEAKO (S0); @ModernDayDebate (S0); @hutch (S0); @deanwithrs (S1); @TheSerfTimes (S2); @Xanderhal (S6)
streams,all,lane split across style clusters,us_legacy_tv,7,3,0.429,@NewsNation (S0); @ABCNews (S3); @NBCNews (S3); @msnow (S3); @CBSNews (S4); @CNN (S4); @FoxNews (S4)
streams,all,lane split across style clusters,us_press_print_digital,4,2,0.5,@markets (S0); @nypost (S0); @USATODAY (S4); @thehill (S4)
streams,all,lane split across style clusters,wire_international,7,4,0.429,@Firstpost (S2); @TimesNowWorld (S2); @ANINewsIndia (S3); @AssociatedPress (S3); @Reuters (S3); @SkyNews (S4); @timesofindia (S8)
streams,all,style cluster spanning lanes,S0,29,10,0.241,@bulwarkmedia (centrist_heterodox); @thewarningwithsteveschmidt (centrist_heterodox); @franifio (humour_satire); @BreakThroughNews (independent_digital_news); @rolandsmartin (independent_digital_news); @underthedesknews (independent_digital_news); @PBDPodcast (interview_podcast); @judgingfreedom (interview_podcast); @FarronBalanced (left_commentary); @TheDonLemonShow (left_commentary); @TheJoyReidShow (left_commentary); @TheMajorityReport (left_commentary); @TheYoungTurks (left_commentary); @marclamonthillnetwork (left_commentary); @AnthonyBrianLogan (right_commentary); @CamHigby (right_commentary); @JustPearlyThings (right_commentary); @MLChristiansen (right_commentary); @OwenReport (right_commentary); @ThePodcastoftheLotusEaters (right_commentary); @lizwheeler (right_commentary); @NewsmaxTV (right_tv_network); @RSBN (right_tv_network); @LIVESNEAKO (streamer_reaction); @ModernDayDebate (streamer_reaction); @hutch (streamer_reaction); @NewsNation (us_legacy_tv); @markets (us_press_print_digital); @nypost (us_press_print_digital)
streams,all,style cluster spanning lanes,S1,9,4,0.444,@PhillipScottPodcast (left_commentary); @jimacosta (left_commentary); @RekietaLaw (legal_institutional); @VivaFrei (legal_institutional); @FreshFitMiami (right_commentary); @MyronGainesX (right_commentary); @RubinReport (right_commentary); @bennyjohnson (right_commentary); @deanwithrs (streamer_reaction)
streams,all,style cluster spanning lanes,S2,13,6,0.462,@RedactedNews (independent_digital_news); @DannyHaiphongYT (left_commentary); @DueDissidence (left_commentary); @JamarlThomas (left_commentary); @NickCruseRBN (left_commentary); @TheDamageReport (left_commentary); @thejimmydoreshow (left_commentary); @RobertGouveiaEsq (legal_institutional); @AfterPartyEmily (right_commentary); @chicksonright (right_commentary); @TheSerfTimes (streamer_reaction); @Firstpost (wire_international); @TimesNowWorld (wire_international)
streams,all,style cluster spanning lanes,S3,12,6,0.25,@StatusCoup (independent_digital_news); @LukeBeasley (left_commentary); @MeidasTouch (left_commentary); @JacksonHinkleOfficial (right_commentary); @TheOfficerTatum (right_commentary); @oann (right_tv_network); @ABCNews (us_legacy_tv); @NBCNews (us_legacy_tv); @msnow (us_legacy_tv); @ANINewsIndia (wire_international); @AssociatedPress (wire_international); @Reuters (wire_international)
streams,all,style cluster spanning lanes,S4,8,5,0.375,@RebelNewsOnline (independent_digital_news); @PTLRadioShow (left_commentary); @CBSNews (us_legacy_tv); @CNN (us_legacy_tv); @FoxNews (us_legacy_tv); @USATODAY (us_press_print_digital); @thehill (us_press_print_digital); @SkyNews (wire_international)
streams,all,style cluster spanning lanes,S6,4,4,0.25,@SabbySabs (left_commentary); @TimcastIRL (right_commentary); @RealAmericasVoice (right_tv_network); @Xanderhal (streamer_reaction)
streams,political,lane split across style clusters,independent_digital_news,6,2,0.833,@BreakThroughNews (S0); @RebelNewsOnline (S0); @StatusCoup (S0); @rolandsmartin (S0); @underthedesknews (S0); @RedactedNews (S1)
streams,political,lane split across style clusters,left_commentary,18,3,0.5,@TheYoungTurks (S0); @FarronBalanced (S0); @TheMajorityReport (S0); @LukeBeasley (S0); @MeidasTouch (S0); @TheJoyReidShow (S0); @PTLRadioShow (S0); @marclamonthillnetwork (S0); @TheDonLemonShow (S0); @DannyHaiphongYT (S1); @thejimmydoreshow (S1); @SabbySabs (S1); @NickCruseRBN (S1); @JamarlThomas (S1); @DueDissidence (S1); @TheDamageReport (S1); @jimacosta (S2); @PhillipScottPodcast (S2)
streams,political,lane split across style clusters,right_commentary,19,3,0.526,@OwenReport (S0); @ThePodcastoftheLotusEaters (S0); @TheOfficerTatum (S0); @RubinReport (S0); @MLChristiansen (S0); @JustPearlyThings (S0); @lizwheeler (S0); @CamHigby (S0); @AnthonyBrianLogan (S0); @JacksonHinkleOfficial (S0); @TimcastIRL (S1); @bennyjohnson (S1); @chicksonright (S1); @AfterPartyEmily (S1); @FreshFitMiami (S2); @MyronGainesX (S2); @jlptalk (S2); @ChadPrather1 (S2); @glennbeck (S2)
streams,political,lane split across style clusters,right_tv_network,4,2,0.75,@NewsmaxTV (S0); @RSBN (S0); @oann (S0); @RealAmericasVoice (S1)
streams,political,lane split across style clusters,streamer_reaction,5,2,0.6,@LIVESNEAKO (S0); @ModernDayDebate (S0); @deanwithrs (S0); @TheSerfTimes (S1); @Xanderhal (S1)
streams,political,lane split across style clusters,us_legacy_tv,7,1,1.0,@ABCNews (S0); @CBSNews (S0); @CNN (S0); @FoxNews (S0); @NBCNews (S0); @NewsNation (S0); @msnow (S0)
streams,political,lane split across style clusters,us_press_print_digital,4,1,1.0,@USATODAY (S0); @markets (S0); @nypost (S0); @thehill (S0)
streams,political,lane split across style clusters,wire_international,7,3,0.571,@ANINewsIndia (S0); @AssociatedPress (S0); @Reuters (S0); @SkyNews (S0); @Firstpost (S1); @TimesNowWorld (S1); @timesofindia (S2)
streams,political,style cluster spanning lanes,S0,50,11,0.2,@bulwarkmedia (centrist_heterodox); @thewarningwithsteveschmidt (centrist_heterodox); @franifio (humour_satire); @BreakThroughNews (independent_digital_news); @RebelNewsOnline (independent_digital_news); @StatusCoup (independent_digital_news); @rolandsmartin (independent_digital_news); @underthedesknews (independent_digital_news); @PBDPodcast (interview_podcast); @judgingfreedom (interview_podcast); @FarronBalanced (left_commentary); @LukeBeasley (left_commentary); @MeidasTouch (left_commentary); @PTLRadioShow (left_commentary); @TheDonLemonShow (left_commentary); @TheJoyReidShow (left_commentary); @TheMajorityReport (left_commentary); @TheYoungTurks (left_commentary); @marclamonthillnetwork (left_commentary); @AnthonyBrianLogan (right_commentary); @CamHigby (right_commentary); @JacksonHinkleOfficial (right_commentary); @JustPearlyThings (right_commentary); @MLChristiansen (right_commentary); @OwenReport (right_commentary); @RubinReport (right_commentary); @TheOfficerTatum (right_commentary); @ThePodcastoftheLotusEaters (right_commentary); @lizwheeler (right_commentary); @NewsmaxTV (right_tv_network); @RSBN (right_tv_network); @oann (right_tv_network); @LIVESNEAKO (streamer_reaction); @ModernDayDebate (streamer_reaction); @deanwithrs (streamer_reaction); @ABCNews (us_legacy_tv); @CBSNews (us_legacy_tv); @CNN (us_legacy_tv); @FoxNews (us_legacy_tv); @NBCNews (us_legacy_tv); @NewsNation (us_legacy_tv); @msnow (us_legacy_tv); @USATODAY (us_press_print_digital); @markets (us_press_print_digital); @nypost (us_press_print_digital); @thehill (us_press_print_digital); @ANINewsIndia (wire_international); @AssociatedPress (wire_international); @Reuters (wire_international); @SkyNews (wire_international)
streams,political,style cluster spanning lanes,S1,18,7,0.389,@RedactedNews (independent_digital_news); @DannyHaiphongYT (left_commentary); @DueDissidence (left_commentary); @JamarlThomas (left_commentary); @NickCruseRBN (left_commentary); @SabbySabs (left_commentary); @TheDamageReport (left_commentary); @thejimmydoreshow (left_commentary); @RobertGouveiaEsq (legal_institutional); @AfterPartyEmily (right_commentary); @TimcastIRL (right_commentary); @bennyjohnson (right_commentary); @chicksonright (right_commentary); @RealAmericasVoice (right_tv_network); @TheSerfTimes (streamer_reaction); @Xanderhal (streamer_reaction); @Firstpost (wire_international); @TimesNowWorld (wire_international)
streams,political,style cluster spanning lanes,S2,9,4,0.556,@PhillipScottPodcast (left_commentary); @jimacosta (left_commentary); @RekietaLaw (legal_institutional); @ChadPrather1 (right_commentary); @FreshFitMiami (right_commentary); @MyronGainesX (right_commentary); @glennbeck (right_commentary); @jlptalk (right_commentary); @timesofindia (wire_international)
