creator,genre,kind,template,n_titles,share
@60minutes,videos,leading,,12,0.0399
@60minutes,videos,leading,<ENT> | <ENT>,10,0.0332
@60minutes,videos,leading,<ENT> : the,6,0.0199
@60minutes,videos,leading,<ENT> 's <ENT>,6,0.0199
@60minutes,videos,leading,extended interview :,5,0.0166
@60minutes,videos,trailing,<ENT> on <ENT>,44,0.1462
@60minutes,videos,trailing,minutes full episodes,33,0.1096
@60minutes,videos,trailing,<ENT> | <ENT>,15,0.0498
@60minutes,videos,trailing,,12,0.0399
@60minutes,videos,trailing,| # minutes,7,0.0233
@ABCNews,streams,leading,live : <ENT>,291,0.532
@ABCNews,streams,leading,live : president,39,0.0713
@ABCNews,streams,leading,president <ENT> delivers,13,0.0238
@ABCNews,streams,leading,president <ENT> holds,8,0.0146
@ABCNews,streams,leading,president <ENT> meets,7,0.0128
@ABCNews,streams,trailing,<ENT> | <ENT>,216,0.3949
@ABCNews,streams,trailing,<ENT> : live,31,0.0567
@ABCNews,streams,trailing,live : <ENT>,23,0.042
@ABCNews,streams,trailing,<ENT> press briefing,8,0.0146
@ABCNews,streams,trailing,<ENT> # <ENT>,7,0.0128
@ABCNews,videos,leading,,366,0.0487
@ABCNews,videos,leading,good morning america,265,0.0352
@ABCNews,videos,leading,<ENT> <ENT> with,235,0.0312
@ABCNews,videos,leading,<ENT> to start,131,0.0174
@ABCNews,videos,leading,<ENT> and <ENT>,51,0.0068
@ABCNews,videos,trailing,,366,0.0487
@ABCNews,videos,trailing,<ENT> with <ENT>,285,0.0379
@ABCNews,videos,trailing,need to know,275,0.0366
@ABCNews,videos,trailing,america full broadcast,252,0.0335
@ABCNews,videos,trailing,start your day,131,0.0174
@ANINewsIndia,streams,leading,live : <ENT>,1437,0.1995
@ANINewsIndia,streams,leading,watch live :,720,0.1
@ANINewsIndia,streams,leading,watch : <ENT>,331,0.046
@ANINewsIndia,streams,leading,live : pm,215,0.0299
@ANINewsIndia,streams,leading,live : cm,94,0.0131
@ANINewsIndia,streams,trailing,<ENT> | <ENT>,1144,0.1588
@ANINewsIndia,streams,trailing,<ENT> # <ENT>,196,0.0272
@ANINewsIndia,streams,trailing,<ENT> in <ENT>,157,0.0218
@ANINewsIndia,streams,trailing,<ENT> i <ENT>,81,0.0112
@ANINewsIndia,streams,trailing,| pm modi,71,0.0099
@ANINewsIndia,videos,leading,watch : <ENT>,155,0.0133
@ANINewsIndia,videos,leading,<ENT> # <ENT>,148,0.0127
@ANINewsIndia,videos,leading,<ENT> president <ENT>,148,0.0127
@ANINewsIndia,videos,leading,watch ! <ENT>,140,0.012
@ANINewsIndia,videos,leading,must watch !,119,0.0102
@ANINewsIndia,videos,trailing,<ENT> in <ENT>,314,0.027
@ANINewsIndia,videos,trailing,<ENT> | <ENT>,136,0.0117
@ANINewsIndia,videos,trailing,<ENT> # <ENT>,130,0.0112
@ANINewsIndia,videos,trailing,<ENT> at <ENT>,112,0.0096
@ANINewsIndia,videos,trailing,with smita prakash,56,0.0048
@ActualJusticeWarrior,videos,leading,,35,0.0951
@ActualJusticeWarrior,videos,trailing,,35,0.0951
@ActualJusticeWarrior,videos,trailing,over for <ENT>,4,0.0109
@AfterPartyEmily,streams,leading,<ENT> # <ENT>,18,0.2535
@AfterPartyEmily,streams,leading,<ENT> 's <ENT>,4,0.0563
@AfterPartyEmily,streams,trailing,# w/ <ENT>,13,0.1831
@AfterPartyEmily,streams,trailing,# with <ENT>,5,0.0704
@AfterPartyEmily,videos,leading,the truth about,23,0.0585
@AfterPartyEmily,videos,leading,the <ENT> about,10,0.0254
@AfterPartyEmily,videos,leading,<ENT> and <ENT>,6,0.0153
@AfterPartyEmily,videos,leading,<ENT> on <ENT>,5,0.0127
@AfterPartyEmily,videos,leading,the real reason,5,0.0127
@AfterPartyEmily,videos,trailing,# with <ENT>,123,0.313
@AfterPartyEmily,videos,trailing,# w/ <ENT>,21,0.0534
@AfterPartyEmily,videos,trailing,<ENT> and <ENT>,8,0.0204
@AfterPartyEmily,videos,trailing,<ENT> and inez,5,0.0127
@AfterPartyEmily,videos,trailing,,4,0.0102
@AlexStein99,streams,trailing,<ENT> ? !,4,0.0976
@AlexStein99,videos,leading,protest chaos :,4,0.0488
@AlexStein99,videos,trailing,and <ENT> !,4,0.0488
@AnaEscobarShow,videos,trailing,the <ENT> brief,7,0.2188
@AndWeKnowOfficial-o9b,videos,leading,<ENT> # <ENT>,9,0.0489
@AndWeKnowOfficial-o9b,videos,trailing,# pray !,111,0.6033
@AndWeKnowOfficial-o9b,videos,trailing,# <ENT> !,15,0.0815
@AndWeKnowOfficial-o9b,videos,trailing,<ENT> # pray,6,0.0326
@AndWeKnowOfficial-o9b,videos,trailing,! pray !,5,0.0272
@AndWeKnowOfficial-o9b,videos,trailing,? pray !,4,0.0217
@AndrewKlavan,videos,leading,,17,0.0929
@AndrewKlavan,videos,leading,klavans on <ENT>,7,0.0383
@AndrewKlavan,videos,trailing,,17,0.0929
@AndrewKlavan,videos,trailing,w / <ENT>,11,0.0601
@AndrewKlavan,videos,trailing,klavans on <ENT>,4,0.0219
@AnthonyBrianLogan,streams,leading,<ENT> # <ENT>,16,0.3333
@AnthonyBrianLogan,streams,trailing,and more !,46,0.9583
@AnthonyBrianLogan,videos,leading,instagram abl live,17,0.073
@AnthonyBrianLogan,videos,leading,,9,0.0386
@AnthonyBrianLogan,videos,leading,<ENT> <ENT> !,4,0.0172
@AnthonyBrianLogan,videos,leading,<ENT> 's <ENT>,4,0.0172
@AnthonyBrianLogan,videos,leading,<ENT> mayor <ENT>,4,0.0172
@AnthonyBrianLogan,videos,trailing,me anything !,17,0.073
@AnthonyBrianLogan,videos,trailing,<ENT> <ENT> !,11,0.0472
@AnthonyBrianLogan,videos,trailing,,9,0.0386
@AnthonyBrianLogan,videos,trailing,in <ENT> !,8,0.0343
@AnthonyBrianLogan,videos,trailing,for <ENT> !,4,0.0172
@AsmonTV,videos,leading,what the f*ck,23,0.0279
@AsmonTV,videos,leading,this is the,17,0.0206
@AsmonTV,videos,leading,so i tried,17,0.0206
@AsmonTV,videos,leading,this is genuinely,9,0.0109
@AsmonTV,videos,leading,this is a,8,0.0097
@AsmonTV,videos,trailing,in <ENT> #,11,0.0133
@AsmonTV,videos,trailing,this game #,9,0.0109
@AsmonTV,videos,trailing,<ENT> ? ?,7,0.0085
@AsmonTV,videos,trailing,for this #,6,0.0073
@AsmonTV,videos,trailing,about this #,6,0.0073
@AssociatedPress,streams,leading,live : <ENT>,478,0.4353
@AssociatedPress,streams,leading,live : trump,91,0.0829
@AssociatedPress,streams,leading,live : pope,32,0.0291
@AssociatedPress,streams,leading,<ENT> vs <ENT>,28,0.0255
@AssociatedPress,streams,leading,live : outside,14,0.0128
@AssociatedPress,streams,trailing,<ENT> in <ENT>,37,0.0337
@AssociatedPress,streams,trailing,( full ),32,0.0291
@AssociatedPress,streams,trailing,<ENT> trial <ENT>,18,0.0164
@AssociatedPress,streams,trailing,of <ENT> <ENT>,16,0.0146
@AssociatedPress,streams,trailing,a press conference,13,0.0118
@AssociatedPress,videos,leading,<ENT> says <ENT>,170,0.0323
@AssociatedPress,videos,leading,<ENT> and <ENT>,120,0.0228
@AssociatedPress,videos,leading,<ENT> says he,112,0.0213
@AssociatedPress,videos,leading,<ENT> 's <ENT>,52,0.0099
@AssociatedPress,videos,leading,<ENT> says the,36,0.0068
@AssociatedPress,videos,trailing,<ENT> in <ENT>,103,0.0196
@AssociatedPress,videos,trailing,<ENT> # <ENT>,73,0.0139
@AssociatedPress,videos,trailing,# <ENT> says,45,0.0086
@AssociatedPress,videos,trailing,<ENT> and <ENT>,41,0.0078
@AssociatedPress,videos,trailing,| <ENT> interview,34,0.0065
@BBCNews,videos,leading,<ENT> and <ENT>,64,0.0272
@BBCNews,videos,leading,<ENT> says <ENT>,44,0.0187
@BBCNews,videos,leading,<ENT> - <ENT>,26,0.0111
@BBCNews,videos,leading,<ENT> president <ENT>,21,0.0089
@BBCNews,videos,leading,<ENT> says it,12,0.0051
@BBCNews,videos,trailing,? | <ENT>,272,0.1156
@BBCNews,videos,trailing,<ENT> | <ENT>,56,0.0238
@BBCNews,videos,trailing,the global story,47,0.02
@BBCNews,videos,trailing,| <ENT> americast,29,0.0123
@BBCNews,videos,trailing,<ENT> and <ENT>,20,0.0085
@BadEmpanadaLive,videos,leading,,27,0.0985
@BadEmpanadaLive,videos,leading,<ENT> is a,7,0.0255
@BadEmpanadaLive,videos,leading,<ENT> in <ENT>,5,0.0182
@BadEmpanadaLive,videos,leading,<ENT> is <ENT>,4,0.0146
@BadEmpanadaLive,videos,trailing,,27,0.0985
@BadFaithPodcast,videos,trailing,w/ <ENT> ),59,0.7662
@BelleRanch,videos,leading,let 's talk,768,0.9974
@BelleRanch,videos,trailing,and <ENT> #,43,0.0558
@BelleRanch,videos,trailing,the <ENT> #,27,0.0351
@BelleRanch,videos,trailing,in <ENT> #,26,0.0338
@BelleRanch,videos,trailing,for <ENT> #,14,0.0182
@BelleRanch,videos,trailing,on <ENT> #,10,0.013
@BenShapiro,videos,leading,,46,0.0909
@BenShapiro,videos,leading,<ENT> 's <ENT>,7,0.0138
@BenShapiro,videos,leading,<ENT> on <ENT>,6,0.0119
@BenShapiro,videos,leading,<ENT> and <ENT>,5,0.0099
@BenShapiro,videos,leading,<ENT> reacts to,5,0.0099
@BenShapiro,videos,trailing,,46,0.0909
@BenShapiro,videos,trailing,<ENT> 's <ENT>,4,0.0079
@BenShapiro,videos,trailing,<ENT> in <ENT>,4,0.0079
@BenShapiro,videos,trailing,<ENT> ? !,4,0.0079
@BlackConservativePerspective,videos,leading,woke <ENT> mayor,15,0.0126
@BlackConservativePerspective,videos,leading,<ENT> and <ENT>,13,0.0109
@BlackConservativePerspective,videos,leading,<ENT> after <ENT>,11,0.0092
@BlackConservativePerspective,videos,leading,<ENT> shuts down,10,0.0084
@BlackConservativePerspective,videos,leading,<ENT> down over,10,0.0084
@BlackConservativePerspective,videos,trailing,in <ENT> !,20,0.0168
@BlackConservativePerspective,videos,trailing,on <ENT> !,19,0.0159
@BlackConservativePerspective,videos,trailing,after <ENT> !,18,0.0151
@BlackConservativePerspective,videos,trailing,to <ENT> !,16,0.0134
@BlackConservativePerspective,videos,trailing,for <ENT> !,15,0.0126
@BlaireWhiteX,videos,leading,,4,0.4
@BlaireWhiteX,videos,trailing,,4,0.4
@BlazeTV,videos,leading,<ENT> 's <ENT>,12,0.0145
@BlazeTV,videos,leading,<ENT> in <ENT>,10,0.0121
@BlazeTV,videos,leading,the truth about,10,0.0121
@BlazeTV,videos,leading,""" <ENT> !",9,0.0109
@BlazeTV,videos,leading,must - see,8,0.0097
@BlazeTV,videos,trailing,! | <ENT>,22,0.0265
@BlazeTV,videos,trailing,<ENT> in <ENT>,16,0.0193
@BlazeTV,videos,trailing,<ENT> | <ENT>,10,0.0121
@BlazeTV,videos,trailing,in <ENT> !,10,0.0121
@BlazeTV,videos,trailing,| new <ENT>,9,0.0109
@BreakThroughNews,streams,leading,live : <ENT>,13,0.2321
@BreakThroughNews,streams,leading,bt live :,6,0.1071
@BreakThroughNews,streams,trailing,del pueblo summit,4,0.0714
@BreakThroughNews,streams,trailing,<ENT> | <ENT>,4,0.0714
@BreakThroughNews,videos,leading,<ENT> 's <ENT>,4,0.0171
@BreakThroughNews,videos,trailing,| w/ <ENT>,24,0.1026
@BreakThroughNews,videos,trailing,# w/ <ENT>,6,0.0256
@BreakThroughNews,videos,trailing,? w/ <ENT>,4,0.0171
@BrittanyVenti,videos,leading,,4,0.08
@BrittanyVenti,videos,trailing,,4,0.08
@CBSNews,streams,leading,<ENT> murder trial,13,0.0376
@CBSNews,streams,leading,<ENT> secretary <ENT>,13,0.0376
@CBSNews,streams,leading,<ENT> holds briefing,8,0.0231
@CBSNews,streams,leading,officials give update,8,0.0231
@CBSNews,streams,leading,<ENT> # <ENT>,7,0.0202
@CBSNews,streams,trailing,| full video,241,0.6965
@CBSNews,streams,trailing,| full coverage,46,0.1329
@CBSNews,streams,trailing,| full audio,4,0.0116
@CBSNews,videos,leading,<ENT> says <ENT>,123,0.0155
@CBSNews,videos,leading,watch : <ENT>,118,0.0148
@CBSNews,videos,leading,<ENT> # <ENT>,93,0.0117
@CBSNews,videos,leading,<ENT> and <ENT>,80,0.0101
@CBSNews,videos,leading,what we know,75,0.0094
@CBSNews,videos,trailing,| the takeout,170,0.0214
@CBSNews,videos,trailing,# sources say,79,0.0099
@CBSNews,videos,trailing,<ENT> and <ENT>,54,0.0068
@CBSNews,videos,trailing,| special report,52,0.0065
@CBSNews,videos,trailing,# <ENT> says,51,0.0064
@CNN,streams,leading,<ENT> press briefing,4,0.043
@CNN,videos,leading,<ENT> 's <ENT>,26,0.0159
@CNN,videos,leading,<ENT> war :,16,0.0098
@CNN,videos,leading,<ENT> of <ENT>,14,0.0085
@CNN,videos,leading,<ENT> # <ENT>,12,0.0073
@CNN,videos,leading,<ENT> says <ENT>,11,0.0067
@CNN,videos,trailing,| enten roundup,32,0.0195
@CNN,videos,trailing,? | <ENT>,20,0.0122
@CNN,videos,trailing,| the assignment,15,0.0092
@CNN,videos,trailing,experts on <ENT>,14,0.0085
@CNN,videos,trailing,<ENT> 's take,14,0.0085
@CamHigby,streams,leading,,7,0.1186
@CamHigby,streams,leading,🔴 live :,4,0.0678
@CamHigby,streams,leading,<ENT> in <ENT>,4,0.0678
@CamHigby,streams,trailing,on the ground,11,0.1864
@CamHigby,streams,trailing,,7,0.1186
@CamHigby,streams,trailing,evil and <ENT>,5,0.0847
@CamHigby,videos,leading,anti - ice,4,0.023
@CashJordan,videos,leading,trump just hit,11,0.0368
@CashJordan,videos,leading,he thought he,7,0.0234
@CashJordan,videos,leading,<ENT> 's <ENT>,7,0.0234
@CashJordan,videos,leading,“ no more,6,0.0201
@CashJordan,videos,leading,breaking : <ENT>,5,0.0167
@CashJordan,videos,trailing,# until today,13,0.0435
@CashJordan,videos,trailing,off the <ENT>,8,0.0268
@CashJordan,videos,trailing,wipes them out,4,0.0134
@ChadPrather1,streams,leading,,6,0.0316
@ChadPrather1,streams,leading,part <ENT> -,5,0.0263
@ChadPrather1,streams,trailing,# and <ENT>,6,0.0316
@ChadPrather1,streams,trailing,,6,0.0316
@ChadPrather1,videos,leading,,5,0.0329
@ChadPrather1,videos,leading,part <ENT> :,4,0.0263
@ChadPrather1,videos,trailing,,5,0.0329
@Channel5YouTube,videos,leading,,17,0.4048
@Channel5YouTube,videos,trailing,,17,0.4048
@Channel5YouTube,videos,trailing,ft # <ENT>,4,0.0952
@ClipsCandaceOwens,videos,leading,,11,0.0573
@ClipsCandaceOwens,videos,leading,<ENT> x <ENT>,7,0.0365
@ClipsCandaceOwens,videos,leading,responding to <ENT>,5,0.026
@ClipsCandaceOwens,videos,leading,<ENT> | <ENT>,4,0.0208
@ClipsCandaceOwens,videos,trailing,,11,0.0573
@ClipsCandaceOwens,videos,trailing,to <ENT> #,9,0.0469
@ClipsCandaceOwens,videos,trailing,<ENT> x <ENT>,7,0.0365
@ClipsCandaceOwens,videos,trailing,# <ENT> #,5,0.026
@ClipsCandaceOwens,videos,trailing,<ENT> | <ENT>,4,0.0208
@ClubRandomPodcast,videos,leading,<ENT> | <ENT>,34,0.1838
@ClubRandomPodcast,videos,leading,<ENT> on <ENT>,9,0.0486
@ClubRandomPodcast,videos,leading,<ENT> | club,7,0.0378
@ClubRandomPodcast,videos,leading,,6,0.0324
@ClubRandomPodcast,videos,leading,<ENT> : <ENT>,4,0.0216
@ClubRandomPodcast,videos,trailing,<ENT> with <ENT>,36,0.1946
@ClubRandomPodcast,videos,trailing,classics with <ENT>,7,0.0378
@ClubRandomPodcast,videos,trailing,,6,0.0324
@ClubRandomPodcast,videos,trailing,<ENT> | <ENT>,4,0.0216
@ColeHastings,videos,leading,,9,0.3
@ColeHastings,videos,leading,why gen z,6,0.2
@ColeHastings,videos,trailing,,9,0.3
@CoreyGilShusterAskProject,videos,leading,what do you,7,0.1429
@DailyDenims,videos,leading,,18,0.0837
@DailyDenims,videos,leading,denims reacts to,9,0.0419
@DailyDenims,videos,leading,<ENT> is <ENT>,5,0.0233
@DailyDenims,videos,leading,<ENT> in <ENT>,4,0.0186
@DailyDenims,videos,trailing,,18,0.0837
@DailyDenims,videos,trailing,<ENT> in <ENT>,5,0.0233
@DailyDenims,videos,trailing,( <ENT> ),5,0.0233
@DailyDenims,videos,trailing,""" <ENT> """,4,0.0186
@DailyDenims,videos,trailing,<ENT> is <ENT>,4,0.0186
@DannyHaiphongYT,streams,leading,<ENT> : <ENT>,43,0.1955
@DannyHaiphongYT,streams,leading,<ENT> 's <ENT>,17,0.0773
@DannyHaiphongYT,streams,leading,<ENT> # <ENT>,7,0.0318
@DannyHaiphongYT,streams,leading,<ENT> <ENT> #,6,0.0273
@DannyHaiphongYT,streams,leading,<ENT> : trump,4,0.0182
@DannyHaiphongYT,streams,trailing,<ENT> | <ENT>,44,0.2
@DannyHaiphongYT,streams,trailing,<ENT> # <ENT>,20,0.0909
@DannyHaiphongYT,streams,trailing,<ENT> & <ENT>,5,0.0227
@DannyHaiphongYT,streams,trailing,war | <ENT>,4,0.0182
@DannyHaiphongYT,videos,leading,<ENT> : <ENT>,8,0.1509
@DannyHaiphongYT,videos,leading,<ENT> : trump,4,0.0755
@DannyHaiphongYT,videos,trailing,<ENT> | <ENT>,5,0.0943
@DarkHorsePod,streams,trailing,<ENT> and <ENT>,33,0.9429
@DarkHorsePod,videos,trailing,<ENT> on <ENT>,13,0.2
@DarkHorsePod,videos,trailing,<ENT> on darkhorse,4,0.0615
@DemocracyDocket,videos,leading,breaking : <ENT>,4,0.0328
@DemocracyDocket,videos,leading,,4,0.0328
@DemocracyDocket,videos,leading,<ENT> : <ENT>,4,0.0328
@DemocracyDocket,videos,leading,<ENT> 's <ENT>,4,0.0328
@DemocracyDocket,videos,trailing,<ENT> | <ENT>,5,0.041
@DemocracyDocket,videos,trailing,| sen. <ENT>,5,0.041
@DemocracyDocket,videos,trailing,,4,0.0328
@DemocracyDocket,videos,trailing,| rep. <ENT>,4,0.0328
@DemocracyNow,videos,leading,,178,0.2321
@DemocracyNow,videos,leading,""" <ENT> """,80,0.1043
@DemocracyNow,videos,leading,“ <ENT> ”,18,0.0235
@DemocracyNow,videos,leading,report from <ENT>,13,0.0169
@DemocracyNow,videos,leading,<ENT> on <ENT>,12,0.0156
@DemocracyNow,videos,trailing,,178,0.2321
@DemocracyNow,videos,trailing,<ENT> in <ENT>,22,0.0287
@DemocracyNow,videos,trailing,<ENT> on <ENT>,15,0.0196
@DemocracyNow,videos,trailing,<ENT> # <ENT>,13,0.0169
@DemocracyNow,videos,trailing,""" <ENT> """,10,0.013
@DestinyDGGClips,videos,leading,destiny reacts to,5,0.0262
@DestinyDGGClips,videos,leading,there ’s no,4,0.0209
@DoubleDownNews,videos,leading,,4,0.0625
@DoubleDownNews,videos,trailing,than you think,6,0.0938
@DoubleDownNews,videos,trailing,,4,0.0625
@DoubleDownNews,videos,trailing,you to see,4,0.0625
@DrSteveTurleyTV,streams,trailing,! ! !,27,0.931
@DrSteveTurleyTV,videos,leading,you wo n’t,49,0.1175
@DrSteveTurleyTV,videos,leading,<ENT> as <ENT>,13,0.0312
@DrSteveTurleyTV,videos,leading,breaking ! <ENT>,11,0.0264
@DrSteveTurleyTV,videos,leading,<ENT> ’s socialist,6,0.0144
@DrSteveTurleyTV,videos,leading,<ENT> panic as,5,0.012
@DrSteveTurleyTV,videos,trailing,! ! !,373,0.8945
@DrSteveTurleyTV,videos,trailing,this happened #,30,0.0719
@DropSiteNews,streams,leading,<ENT> # <ENT>,6,0.1429
@DropSiteNews,streams,trailing,<ENT> and <ENT>,4,0.0952
@DropSiteNews,videos,leading,<ENT> # <ENT>,6,0.0303
@DropSiteNews,videos,leading,,5,0.0253
@DropSiteNews,videos,leading,<ENT> : <ENT>,5,0.0253
@DropSiteNews,videos,leading,<ENT> 's <ENT>,4,0.0202
@DropSiteNews,videos,leading,eyeing office :,4,0.0202
@DropSiteNews,videos,trailing,,5,0.0253
@DropSiteNews,videos,trailing,<ENT> and <ENT>,5,0.0253
@DropSiteNews,videos,trailing,<ENT> to <ENT>,4,0.0202
@DueDissidence,streams,leading,<ENT> # <ENT>,12,0.1143
@DueDissidence,streams,leading,<ENT> <ENT> #,5,0.0476
@DueDissidence,streams,trailing,- w/ <ENT>,6,0.0571
@DueDissidence,videos,leading,,15,0.0252
@DueDissidence,videos,leading,<ENT> # <ENT>,12,0.0201
@DueDissidence,videos,leading,<ENT> on <ENT>,9,0.0151
@DueDissidence,videos,leading,<ENT> at <ENT>,8,0.0134
@DueDissidence,videos,leading,report : <ENT>,7,0.0117
@DueDissidence,videos,trailing,- w/ <ENT>,32,0.0537
@DueDissidence,videos,trailing,,15,0.0252
@DueDissidence,videos,trailing,<ENT> in <ENT>,13,0.0218
@DueDissidence,videos,trailing,w/ rex jones,7,0.0117
@DueDissidence,videos,trailing,<ENT> at <ENT>,6,0.0101
@DylanBurnsLIVE,videos,leading,,9,0.0514
@DylanBurnsLIVE,videos,leading,<ENT> 's <ENT>,7,0.04
@DylanBurnsLIVE,videos,leading,<ENT> to <ENT>,4,0.0229
@DylanBurnsLIVE,videos,trailing,,9,0.0514
@EzraKleinShow,videos,leading,,5,0.0833
@EzraKleinShow,videos,trailing,,5,0.0833
@FarronBalanced,streams,leading,,18,0.1011
@FarronBalanced,streams,leading,<ENT> # <ENT>,5,0.0281
@FarronBalanced,streams,trailing,,18,0.1011
@FarronBalanced,videos,leading,,157,0.0921
@FarronBalanced,videos,leading,<ENT> after <ENT>,15,0.0088
@FarronBalanced,videos,leading,<ENT> 's <ENT>,11,0.0065
@FarronBalanced,videos,leading,trump admits he,11,0.0065
@FarronBalanced,videos,leading,<ENT> as <ENT>,11,0.0065
@FarronBalanced,videos,trailing,,157,0.0921
@FarronBalanced,videos,trailing,<ENT> ! !,8,0.0047
@FarronBalanced,videos,trailing,<ENT> is <ENT>,7,0.0041
@FarronBalanced,videos,trailing,<ENT> to <ENT>,6,0.0035
@FarronBalanced,videos,trailing,<ENT> in <ENT>,6,0.0035
@FinancialTimes,videos,trailing,| ft film,9,0.25
@FinancialTimes,videos,trailing,| ft tech,5,0.1389
@FinancialTimes,videos,trailing,| ft rethink,4,0.1111
@Firstpost,streams,leading,live : <ENT>,1471,0.1734
@Firstpost,streams,leading,<ENT> : <ENT>,566,0.0667
@Firstpost,streams,leading,<ENT> live :,403,0.0475
@Firstpost,streams,leading,live | <ENT>,258,0.0304
@Firstpost,streams,leading,live : trump,150,0.0177
@Firstpost,streams,trailing,<ENT> | <ENT>,724,0.0853
@Firstpost,streams,trailing,| <ENT> <ENT>,253,0.0298
@Firstpost,streams,trailing,with <ENT> sharma,248,0.0292
@Firstpost,streams,trailing,| firstpost live,200,0.0236
@Firstpost,streams,trailing,<ENT> | firstpost,170,0.02
@Firstpost,videos,leading,<ENT> 's <ENT>,397,0.0412
@Firstpost,videos,leading,<ENT> : <ENT>,337,0.035
@Firstpost,videos,leading,<ENT> # <ENT>,273,0.0283
@Firstpost,videos,leading,<ENT> in <ENT>,138,0.0143
@Firstpost,videos,leading,<ENT> to <ENT>,105,0.0109
@Firstpost,videos,trailing,| # k,1631,0.1692
@Firstpost,videos,trailing,| firstpost live,1172,0.1216
@Firstpost,videos,trailing,<ENT> | <ENT>,1125,0.1167
@Firstpost,videos,trailing,with <ENT> sharma,656,0.0681
@Firstpost,videos,trailing,with rupha ramani,464,0.0481
@FleccasTalks,videos,leading,,94,0.3264
@FleccasTalks,videos,trailing,,94,0.3264
@Forbes,videos,leading,,54,0.0452
@Forbes,videos,leading,<ENT> on <ENT>,14,0.0117
@Forbes,videos,leading,<ENT> # <ENT>,13,0.0109
@Forbes,videos,leading,the top #,9,0.0075
@Forbes,videos,leading,<ENT> and <ENT>,8,0.0067
@Forbes,videos,trailing,,54,0.0452
@Forbes,videos,trailing,<ENT> | <ENT>,18,0.0151
@Forbes,videos,trailing,<ENT> in <ENT>,11,0.0092
@Forbes,videos,trailing,world | <ENT>,9,0.0075
@Forbes,videos,trailing,bikes | <ENT>,8,0.0067
@Forthepeoplepodcast305,streams,leading,drive time call,6,0.1364
@Forthepeoplepodcast305,streams,leading,drive time w/,4,0.0909
@Forthepeoplepodcast305,videos,leading,,4,0.036
@Forthepeoplepodcast305,videos,trailing,,4,0.036
@Forthepeoplepodcast305,videos,trailing,<ENT> to <ENT>,4,0.036
@FoxNews,streams,leading,<ENT> # <ENT>,15,0.0251
@FoxNews,streams,leading,watch : <ENT>,14,0.0235
@FoxNews,streams,leading,watch : president,13,0.0218
@FoxNews,streams,leading,watch : trump,11,0.0184
@FoxNews,streams,leading,president <ENT> participates,11,0.0184
@FoxNews,streams,trailing,remarks at <ENT>,8,0.0134
@FoxNews,streams,trailing,<ENT> # <ENT>,6,0.0101
@FoxNews,streams,trailing,on <ENT> operations,6,0.0101
@FoxNews,streams,trailing,<ENT> at <ENT>,5,0.0084
@FoxNews,streams,trailing,<ENT> murder trial,4,0.0067
@FoxNews,videos,leading,<ENT> : this,363,0.047
@FoxNews,videos,leading,breaking : <ENT>,254,0.0329
@FoxNews,videos,leading,just in :,249,0.0322
@FoxNews,videos,leading,‘ the <ENT>,159,0.0206
@FoxNews,videos,leading,,149,0.0193
@FoxNews,videos,trailing,,149,0.0193
@FoxNews,videos,trailing,# <ENT> says,43,0.0056
@FoxNews,videos,trailing,<ENT> of hormuz,36,0.0047
@FoxNews,videos,trailing,patriot premium ),34,0.0044
@FoxNews,videos,trailing,<ENT> : <ENT>,31,0.004
@FoxNewsChannelClips,videos,leading,<ENT> : this,130,0.024
@FoxNewsChannelClips,videos,leading,<ENT> : <ENT>,90,0.0166
@FoxNewsChannelClips,videos,leading,‘ the <ENT>,78,0.0144
@FoxNewsChannelClips,videos,leading,' the <ENT>,51,0.0094
@FoxNewsChannelClips,videos,leading,<ENT> : the,31,0.0057
@FoxNewsChannelClips,videos,trailing,# <ENT> says,47,0.0087
@FoxNewsChannelClips,videos,trailing,# expert says,44,0.0081
@FoxNewsChannelClips,videos,trailing,<ENT> : <ENT>,39,0.0072
@FoxNewsChannelClips,videos,trailing,' : <ENT>,24,0.0044
@FoxNewsChannelClips,videos,trailing,’ : <ENT>,21,0.0039
@FreshFitMiami,streams,leading,,4,0.0548
@FreshFitMiami,streams,trailing,ft # <ENT>,4,0.0548
@FreshFitMiami,streams,trailing,,4,0.0548
@FreshFitMiami,videos,leading,fresh & fit,10,0.102
@FreshFitMiami,videos,trailing,dating standards !,4,0.0408
@GeopoliticalEconomyReport,videos,leading,the real reason,4,0.0597
@GlennKirschner2,videos,leading,,9,0.0369
@GlennKirschner2,videos,leading,<ENT> 's <ENT>,9,0.0369
@GlennKirschner2,videos,leading,<ENT> 's doj,8,0.0328
@GlennKirschner2,videos,leading,<ENT> in <ENT>,6,0.0246
@GlennKirschner2,videos,trailing,,9,0.0369
@GlennKirschner2,videos,trailing,'s <ENT> !,6,0.0246
@GlennKirschner2,videos,trailing,in <ENT> !,6,0.0246
@GlennKirschner2,videos,trailing,of <ENT> !,5,0.0205
@GlennKirschner2,videos,trailing,<ENT> <ENT> !,5,0.0205
@GrahamAllen,videos,leading,,8,0.0324
@GrahamAllen,videos,leading,<ENT> 's <ENT>,5,0.0202
@GrahamAllen,videos,leading,<ENT> to <ENT>,5,0.0202
@GrahamAllen,videos,trailing,,8,0.0324
@GrahamAllen,videos,trailing,<ENT> to <ENT>,4,0.0162
@GrahamAllen,videos,trailing,<ENT> ? !,4,0.0162
@HangOutwithSeanHannity,videos,leading,,11,0.0714
