term,n_titles,degree,strength,betweenness,community
matt,174,1,3.76536,0.00000,63
walsh,38,1,3.76536,0.00000,63
megyn,215,1,1.38712,0.00000,64
tucker,345,1,1.38712,0.00000,64
nightmare,131,1,3.88843,0.00000,65
worst,170,1,3.88843,0.00000,65
nolan,193,1,2.99689,0.00000,66
odyssey,82,1,2.99689,0.00000,66
notice,84,1,5.75249,0.00000,67
puts,91,1,5.75249,0.00000,67
political,418,1,3.03754,0.00000,68
violence,206,1,3.03754,0.00000,68
public,228,1,4.61779,0.00000,69
safety,123,1,4.61779,0.00000,69
