term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
crisis,food,24.00000,3.85860,6.21987,10.67512,0.00000,10.00000,2.63688
republicans,vote,38.00000,9.14599,4.15483,10.64502,0.00000,19.00000,2.05479
epstein files,names,22.00000,3.44016,6.39505,10.63721,0.00000,11.00000,2.67696
supreme court,voting,33.00000,7.74894,4.25865,10.63705,0.00000,18.00000,2.09039
russia,drone,54.00000,14.89230,3.62604,10.62438,0.00000,5.00000,1.85839
calls,impeachment,21.00000,3.08224,6.81324,10.61809,0.00000,11.00000,2.76834
attacks,israeli,94.00000,35.20656,2.66996,10.59707,0.00000,9.00000,1.41682
strike,drone,45.00000,11.02601,4.08126,10.58544,0.00000,5.00000,2.02901
lawsuit,kash patel,20.00000,2.93548,6.81320,10.57551,0.00000,9.00000,2.76833
election,special,20.00000,2.84913,7.01969,10.55337,0.00000,10.00000,2.81141
white house,karoline,20.00000,2.80123,7.13972,10.53344,0.00000,6.00000,2.83587
truth,leaks,29.00000,5.67210,5.11274,10.52071,0.00000,6.00000,2.35410
global,energy,25.00000,4.42164,5.65401,10.51027,0.00000,10.00000,2.49927
hit,drone,43.00000,10.37379,4.14506,10.49676,0.00000,5.00000,2.05139
