creator,genre,month_from,month_to,n_from,n_to,js_distance,group,organisation,clipper,partial_month,low_n
@Forbes,videos,2026-01,2026-02,107,163,0.5705,neutral,Forbes,False,False,False
@Forbes,videos,2026-02,2026-03,163,116,0.5793,neutral,Forbes,False,False,False
@Forbes,videos,2026-03,2026-04,116,138,0.5069,neutral,Forbes,False,False,False
@Forbes,videos,2026-04,2026-05,138,136,0.4965,neutral,Forbes,False,False,False
@Forbes,videos,2026-05,2026-06,136,165,0.4417,neutral,Forbes,False,False,False
@Forbes,videos,2026-06,2026-07,165,138,0.4317,neutral,Forbes,False,False,False
@Forbes,videos,2026-07,2026-08,138,175,0.4798,neutral,Forbes,False,False,False
@Forbes,videos,2026-08,2026-09,175,118,0.5326,neutral,Forbes,False,True,False
@Forthepeoplepodcast305,videos,2026-05,2026-06,18,23,0.8446,left,Niko House,False,False,False
@FoxNews,streams,2026-01,2026-02,93,122,0.7342,right,Fox News,False,False,False
@FoxNews,streams,2026-02,2026-03,122,77,0.711,right,Fox News,False,False,False
@FoxNews,streams,2026-03,2026-04,77,70,0.6288,right,Fox News,False,False,False
@FoxNews,streams,2026-04,2026-05,70,65,0.6359,right,Fox News,False,False,False
@FoxNews,streams,2026-05,2026-06,65,53,0.6642,right,Fox News,False,False,False
@FoxNews,streams,2026-06,2026-07,53,38,0.7525,right,Fox News,False,False,False
@FoxNews,streams,2026-07,2026-08,38,72,0.748,right,Fox News,False,False,False
@FoxNews,streams,2026-08,2026-09,72,55,0.6526,right,Fox News,False,True,False
@FoxNews,videos,2026-01,2026-02,892,973,0.5654,right,Fox News,False,False,False
@FoxNews,videos,2026-02,2026-03,973,879,0.534,right,Fox News,False,False,False
@FoxNews,videos,2026-03,2026-04,879,913,0.4581,right,Fox News,False,False,False
@FoxNews,videos,2026-04,2026-05,913,900,0.4469,right,Fox News,False,False,False
@FoxNews,videos,2026-05,2026-06,900,894,0.358,right,Fox News,False,False,False
@FoxNews,videos,2026-06,2026-07,894,852,0.4444,right,Fox News,False,False,False
@FoxNews,videos,2026-07,2026-08,852,1219,0.4293,right,Fox News,False,False,False
@FoxNews,videos,2026-08,2026-09,1219,688,0.4917,right,Fox News,False,True,False
@FoxNewsChannelClips,videos,2026-01,2026-02,610,659,0.5556,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-02,2026-03,659,617,0.5778,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-03,2026-04,617,654,0.4697,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-04,2026-05,654,646,0.5093,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-05,2026-06,646,642,0.4969,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-06,2026-07,642,620,0.5207,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-07,2026-08,620,859,0.5225,right,Fox News,True,False,False
@FoxNewsChannelClips,videos,2026-08,2026-09,859,441,0.5247,right,Fox News,True,True,False
@FreshFitMiami,videos,2026-06,2026-07,17,19,0.8675,right,Fresh & Fit,False,False,False
@FreshFitMiami,videos,2026-07,2026-08,19,26,0.3939,right,Fresh & Fit,False,False,False
@FreshFitMiami,videos,2026-08,2026-09,26,18,0.3447,right,Fresh & Fit,False,True,False
@GlennKirschner2,videos,2026-01,2026-02,29,31,0.5673,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-02,2026-03,31,33,0.6058,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-03,2026-04,33,32,0.6375,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-04,2026-05,32,27,0.6922,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-05,2026-06,27,24,0.6774,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-06,2026-07,24,25,0.7187,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-07,2026-08,25,43,0.6449,left,Glenn Kirschner,False,False,False
@GlennKirschner2,videos,2026-08,2026-09,43,18,0.676,left,Glenn Kirschner,False,True,False
@GrahamAllen,videos,2026-02,2026-03,34,28,0.7867,right,Graham Allen,False,False,False
@GrahamAllen,videos,2026-03,2026-04,28,43,0.7273,right,Graham Allen,False,False,False
@GrahamAllen,videos,2026-04,2026-05,43,41,0.6592,right,Graham Allen,False,False,False
@GrahamAllen,videos,2026-05,2026-06,41,36,0.6916,right,Graham Allen,False,False,False
@GrahamAllen,videos,2026-06,2026-07,36,39,0.8082,right,Graham Allen,False,False,False
@GrahamAllen,videos,2026-07,2026-08,39,18,0.7842,right,Graham Allen,False,False,False
@HangOutwithSeanHannity,videos,2026-04,2026-05,17,22,0.9739,right,Sean Hannity,False,False,False
@HangOutwithSeanHannity,videos,2026-05,2026-06,22,30,0.7627,right,Sean Hannity,False,False,False
@HangOutwithSeanHannity,videos,2026-06,2026-07,30,26,0.8895,right,Sean Hannity,False,False,False
@HangOutwithSeanHannity,videos,2026-07,2026-08,26,36,0.8779,right,Sean Hannity,False,False,False
@HangOutwithSeanHannity,videos,2026-08,2026-09,36,18,0.9457,right,Sean Hannity,False,True,False
@HasanAbi,videos,2026-01,2026-02,69,73,0.6373,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-02,2026-03,73,76,0.6838,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-03,2026-04,76,68,0.6524,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-04,2026-05,68,73,0.6816,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-05,2026-06,73,63,0.6973,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-06,2026-07,63,65,0.5519,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-07,2026-08,65,92,0.6836,left,HasanAbi,False,False,False
@HasanAbi,videos,2026-08,2026-09,92,49,0.7235,left,HasanAbi,False,True,False
@HasanAbiVODs3,videos,2026-01,2026-02,31,15,0.316,left,HasanAbi,True,False,False
@HasanAbiVODs3,videos,2026-06,2026-07,31,30,0.1811,left,HasanAbi,True,False,False
@HasanAbiVODs3,videos,2026-07,2026-08,30,41,0.1587,left,HasanAbi,True,False,False
@HasanAbiVODs3,videos,2026-08,2026-09,41,21,0.3301,left,HasanAbi,True,True,False
@HasanReactionsfanTwo,videos,2026-01,2026-02,33,39,0.7842,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-02,2026-03,39,36,0.8563,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-03,2026-04,36,39,0.6795,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-04,2026-05,39,37,0.8015,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-05,2026-06,37,36,0.7453,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-06,2026-07,36,46,0.6827,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-07,2026-08,46,50,0.6487,left,HasanAbi,True,False,False
@HasanReactionsfanTwo,videos,2026-08,2026-09,50,24,0.8223,left,HasanAbi,True,True,False
@HasanabiClips,videos,2026-02,2026-03,48,173,0.631,left,HasanAbi,True,False,False
@HasanabiClips,videos,2026-03,2026-04,173,183,0.4926,left,HasanAbi,True,False,False
@HasanabiClips,videos,2026-04,2026-05,183,62,0.4814,left,HasanAbi,True,False,False
@JackCocchiarellaShow,videos,2026-01,2026-02,143,216,0.3954,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-02,2026-03,216,94,0.4891,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-03,2026-04,94,188,0.5157,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-04,2026-05,188,173,0.4364,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-05,2026-06,173,178,0.5474,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-06,2026-07,178,171,0.4792,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-07,2026-08,171,256,0.4891,left,Jack Cocchiarella,False,False,False
@JackCocchiarellaShow,videos,2026-08,2026-09,256,105,0.4129,left,Jack Cocchiarella,False,True,False
@JacksonHinkleOfficial,videos,2026-01,2026-02,82,83,0.4842,neutral,Jackson Hinkle,False,False,False
@JacksonHinkleOfficial,videos,2026-02,2026-03,83,37,0.5086,neutral,Jackson Hinkle,False,False,False
@JacksonHinkleOfficial,videos,2026-03,2026-04,37,50,0.4117,neutral,Jackson Hinkle,False,False,False
@JacksonHinkleOfficial,videos,2026-04,2026-05,50,34,0.5334,neutral,Jackson Hinkle,False,False,False
@JacksonHinkleOfficial,videos,2026-05,2026-06,34,22,0.6849,neutral,Jackson Hinkle,False,False,False
@JacksonHinkleOfficial,videos,2026-08,2026-09,35,37,0.5527,neutral,Jackson Hinkle,False,True,False
@JamarlThomas,streams,2026-05,2026-06,48,53,0.6684,left,Jamarl Thomas,False,False,False
@JamarlThomas,streams,2026-06,2026-07,53,37,0.5208,left,Jamarl Thomas,False,False,False
@JamarlThomas,streams,2026-07,2026-08,37,50,0.4693,left,Jamarl Thomas,False,False,False
@JamarlThomas,streams,2026-08,2026-09,50,18,0.6384,left,Jamarl Thomas,False,True,False
@JamarlThomas,videos,2026-05,2026-06,46,46,0.4431,left,Jamarl Thomas,False,False,False
@JamarlThomas,videos,2026-06,2026-07,46,41,0.4986,left,Jamarl Thomas,False,False,False
@JamarlThomas,videos,2026-07,2026-08,41,66,0.4713,left,Jamarl Thomas,False,False,False
@JamarlThomas,videos,2026-08,2026-09,66,33,0.5606,left,Jamarl Thomas,False,True,False
@JesseKellyDC,videos,2026-01,2026-02,51,68,0.7586,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-02,2026-03,68,64,0.6984,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-03,2026-04,64,64,0.6731,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-04,2026-05,64,49,0.6406,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-05,2026-06,49,43,0.7186,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-06,2026-07,43,48,0.6994,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-07,2026-08,48,96,0.7326,right,Jesse Kelly,False,False,False
@JesseKellyDC,videos,2026-08,2026-09,96,21,0.6785,right,Jesse Kelly,False,True,False
@JillianMichaels,videos,2026-01,2026-02,37,34,0.8084,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-02,2026-03,34,48,0.7584,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-03,2026-04,48,57,0.8336,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-04,2026-05,57,64,0.8352,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-05,2026-06,64,73,0.7878,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-06,2026-07,73,58,0.7305,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-07,2026-08,58,65,0.8286,right,Jillian Michaels,False,False,False
@JillianMichaels,videos,2026-08,2026-09,65,21,0.9003,right,Jillian Michaels,False,True,False
@JustPearlyThings,streams,2026-03,2026-04,19,15,0.6491,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-01,2026-02,82,46,0.5338,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-02,2026-03,46,71,0.5634,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-03,2026-04,71,96,0.472,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-04,2026-05,96,64,0.4851,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-05,2026-06,64,105,0.532,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-06,2026-07,105,75,0.5465,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-07,2026-08,75,80,0.5286,right,Pearl,False,False,False
@JustPearlyThings,videos,2026-08,2026-09,80,50,0.579,right,Pearl,False,True,False
@KimIversen,videos,2026-01,2026-02,54,73,0.7558,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-02,2026-03,73,68,0.6787,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-03,2026-04,68,59,0.5838,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-04,2026-05,59,57,0.7533,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-05,2026-06,57,67,0.697,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-06,2026-07,67,54,0.6224,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-07,2026-08,54,74,0.5965,neutral,Kim Iversen,False,False,False
@KimIversen,videos,2026-08,2026-09,74,28,0.716,neutral,Kim Iversen,False,True,False
@LIVESNEAKO,streams,2026-02,2026-03,26,16,0.744,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-01,2026-02,27,93,0.6752,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-02,2026-03,93,78,0.6173,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-03,2026-04,78,41,0.6297,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-04,2026-05,41,16,0.8218,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-05,2026-06,16,35,0.7783,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-06,2026-07,35,43,0.6955,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-07,2026-08,43,85,0.6138,neutral,SNEAKO,False,False,False
@LIVESNEAKO,videos,2026-08,2026-09,85,61,0.5839,neutral,SNEAKO,False,True,False
@LegalAFMTN,videos,2026-01,2026-02,257,330,0.3723,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-02,2026-03,330,284,0.3735,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-03,2026-04,284,343,0.366,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-04,2026-05,343,315,0.3649,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-05,2026-06,315,330,0.3772,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-06,2026-07,330,290,0.3933,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-07,2026-08,290,381,0.3504,left,MeidasTouch Network,False,False,False
@LegalAFMTN,videos,2026-08,2026-09,381,205,0.4945,left,MeidasTouch Network,False,True,False
@LiberalHivemind,videos,2026-01,2026-02,81,83,0.582,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-02,2026-03,83,70,0.6291,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-03,2026-04,70,87,0.5384,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-04,2026-05,87,94,0.5203,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-05,2026-06,94,94,0.6454,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-06,2026-07,94,115,0.5648,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-07,2026-08,115,147,0.6028,right,Liberal Hivemind,False,False,False
@LiberalHivemind,videos,2026-08,2026-09,147,75,0.5788,right,Liberal Hivemind,False,True,False
@LukeBeasley,streams,2026-03,2026-04,19,22,0.6589,left,Luke Beasley,False,False,False
@LukeBeasley,streams,2026-04,2026-05,22,40,0.6662,left,Luke Beasley,False,False,False
@LukeBeasley,streams,2026-05,2026-06,40,41,0.5521,left,Luke Beasley,False,False,False
@LukeBeasley,streams,2026-06,2026-07,41,39,0.5724,left,Luke Beasley,False,False,False
@LukeBeasley,streams,2026-07,2026-08,39,50,0.6218,left,Luke Beasley,False,False,False
@LukeBeasley,streams,2026-08,2026-09,50,25,0.683,left,Luke Beasley,False,True,False
@LukeBeasley,videos,2026-01,2026-02,116,150,0.4717,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-02,2026-03,150,125,0.4848,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-03,2026-04,125,139,0.4371,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-04,2026-05,139,129,0.5008,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-05,2026-06,129,123,0.4978,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-06,2026-07,123,124,0.4199,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-07,2026-08,124,166,0.5054,left,Luke Beasley,False,False,False
@LukeBeasley,videos,2026-08,2026-09,166,90,0.5709,left,Luke Beasley,False,True,False
@MLChristiansen,videos,2026-06,2026-07,16,20,0.8158,right,Matt Christiansen,False,False,False
@MLChristiansen,videos,2026-07,2026-08,20,23,0.8385,right,Matt Christiansen,False,False,False
@MattWalsh,videos,2026-01,2026-02,41,46,0.7685,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-02,2026-03,46,36,0.8112,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-03,2026-04,36,37,0.7863,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-04,2026-05,37,37,0.8361,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-05,2026-06,37,32,0.834,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-06,2026-07,32,22,0.8501,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-07,2026-08,22,31,0.8234,right,Daily Wire,False,False,False
@MattWalsh,videos,2026-08,2026-09,31,15,0.8784,right,Daily Wire,False,True,False
@MegynKelly,videos,2026-01,2026-02,126,194,0.732,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-02,2026-03,194,177,0.677,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-03,2026-04,177,175,0.6085,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-04,2026-05,175,196,0.7234,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-05,2026-06,196,187,0.7073,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-06,2026-07,187,176,0.7435,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-07,2026-08,176,279,0.7133,right,Megyn Kelly,False,False,False
@MegynKelly,videos,2026-08,2026-09,279,141,0.6508,right,Megyn Kelly,False,True,False
@MeidasTouch,streams,2026-01,2026-02,81,94,0.5321,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-02,2026-03,94,63,0.6696,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-03,2026-04,63,68,0.4748,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-04,2026-05,68,52,0.4844,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-05,2026-06,52,59,0.5725,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-06,2026-07,59,65,0.4631,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-07,2026-08,65,99,0.5381,left,MeidasTouch Network,False,False,False
@MeidasTouch,streams,2026-08,2026-09,99,46,0.5993,left,MeidasTouch Network,False,True,False
@MeidasTouch,videos,2026-01,2026-02,394,418,0.3571,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-02,2026-03,418,346,0.4391,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-03,2026-04,346,385,0.3782,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-04,2026-05,385,407,0.4296,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-05,2026-06,407,406,0.3291,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-06,2026-07,406,390,0.3384,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-07,2026-08,390,518,0.3437,left,MeidasTouch Network,False,False,False
@MeidasTouch,videos,2026-08,2026-09,518,268,0.5142,left,MeidasTouch Network,False,True,False
@MichaelKnowles,videos,2026-01,2026-02,47,60,0.7497,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-02,2026-03,60,54,0.7806,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-03,2026-04,54,50,0.7816,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-04,2026-05,50,57,0.7286,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-05,2026-06,57,57,0.7476,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-06,2026-07,57,45,0.8467,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-07,2026-08,45,68,0.813,right,Daily Wire,False,False,False
@MichaelKnowles,videos,2026-08,2026-09,68,34,0.711,right,Daily Wire,False,True,False
@MikeFromPA,videos,2026-05,2026-06,19,16,0.7974,left,Mike from PA,False,False,False
@ModernDayDebate,streams,2026-04,2026-05,15,16,0.7662,left,Modern-Day Debate,False,False,True
@MrTariqNasheed,videos,2026-01,2026-02,65,48,0.5542,right,Tariq Nasheed,False,False,False
@MrTariqNasheed,videos,2026-02,2026-03,48,77,0.5939,right,Tariq Nasheed,False,False,False
@MrTariqNasheed,videos,2026-03,2026-04,77,83,0.5028,right,Tariq Nasheed,False,False,False
@MrTariqNasheed,videos,2026-04,2026-05,83,20,0.835,right,Tariq Nasheed,False,False,False
@MrTariqNasheed,videos,2026-08,2026-09,47,58,0.5889,right,Tariq Nasheed,False,True,False
@MyronGainesX,streams,2026-05,2026-06,40,42,0.7034,right,Myron Gaines,False,False,False
@MyronGainesX,streams,2026-06,2026-07,42,41,0.7538,right,Myron Gaines,False,False,False
@MyronGainesX,streams,2026-07,2026-08,41,73,0.6198,right,Myron Gaines,False,False,False
@MyronGainesX,streams,2026-08,2026-09,73,25,0.675,right,Myron Gaines,False,True,False
@MyronGainesX,videos,2026-01,2026-02,52,52,0.604,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-02,2026-03,52,47,0.6261,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-03,2026-04,47,43,0.613,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-04,2026-05,43,42,0.5285,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-05,2026-06,42,47,0.5187,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-06,2026-07,47,41,0.5448,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-07,2026-08,41,36,0.6048,right,Myron Gaines,False,False,False
@MyronGainesX,videos,2026-08,2026-09,36,29,0.5415,right,Myron Gaines,False,True,False
@NBCNews,streams,2026-01,2026-02,36,46,0.7017,neutral,NBC News,False,False,False
@NBCNews,streams,2026-02,2026-03,46,41,0.748,neutral,NBC News,False,False,False
@NBCNews,streams,2026-03,2026-04,41,50,0.6309,neutral,NBC News,False,False,False
@NBCNews,streams,2026-04,2026-05,50,52,0.5927,neutral,NBC News,False,False,False
@NBCNews,streams,2026-05,2026-06,52,38,0.547,neutral,NBC News,False,False,False
@NBCNews,streams,2026-06,2026-07,38,28,0.6467,neutral,NBC News,False,False,False
@NBCNews,streams,2026-07,2026-08,28,46,0.5045,neutral,NBC News,False,False,False
@NBCNews,streams,2026-08,2026-09,46,30,0.5861,neutral,NBC News,False,True,False
@NBCNews,videos,2026-01,2026-02,660,689,0.5254,neutral,NBC News,False,False,False
@NBCNews,videos,2026-02,2026-03,689,677,0.5405,neutral,NBC News,False,False,False
@NBCNews,videos,2026-03,2026-04,677,731,0.4639,neutral,NBC News,False,False,False
@NBCNews,videos,2026-04,2026-05,731,769,0.4524,neutral,NBC News,False,False,False
@NBCNews,videos,2026-05,2026-06,769,731,0.4345,neutral,NBC News,False,False,False
@NBCNews,videos,2026-06,2026-07,731,732,0.4471,neutral,NBC News,False,False,False
@NBCNews,videos,2026-07,2026-08,732,1002,0.4071,neutral,NBC News,False,False,False
@NBCNews,videos,2026-08,2026-09,1002,508,0.469,neutral,NBC News,False,True,False
@NPR,videos,2026-02,2026-03,17,18,0.4839,left,NPR,False,False,False
@NYTPodcasts,videos,2026-01,2026-02,52,49,0.791,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-02,2026-03,49,48,0.8627,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-03,2026-04,48,59,0.7674,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-04,2026-05,59,57,0.7109,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-05,2026-06,57,49,0.8009,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-06,2026-07,49,58,0.773,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-07,2026-08,58,72,0.7407,left,New York Times,False,False,False
@NYTPodcasts,videos,2026-08,2026-09,72,37,0.7946,left,New York Times,False,True,False
@NewsNation,streams,2026-01,2026-02,34,49,0.7699,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-02,2026-03,49,31,0.8457,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-03,2026-04,31,31,0.7096,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-04,2026-05,31,42,0.815,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-05,2026-06,42,27,0.8906,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-06,2026-07,27,31,0.8321,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-07,2026-08,31,39,0.8332,neutral,NewsNation,False,False,False
@NewsNation,streams,2026-08,2026-09,39,18,0.8648,neutral,NewsNation,False,True,False
@NewsNation,videos,2026-01,2026-02,911,1216,0.529,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-02,2026-03,1216,1108,0.5119,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-03,2026-04,1108,1120,0.4575,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-04,2026-05,1120,666,0.5341,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-05,2026-06,666,541,0.5204,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-06,2026-07,541,526,0.5311,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-07,2026-08,526,780,0.516,neutral,NewsNation,False,False,False
@NewsNation,videos,2026-08,2026-09,780,504,0.5187,neutral,NewsNation,False,True,False
@NewsmaxTV,streams,2026-01,2026-02,28,37,0.7161,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-02,2026-03,37,41,0.8597,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-03,2026-04,41,42,0.8183,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-04,2026-05,42,53,0.8263,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-05,2026-06,53,48,0.7803,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-06,2026-07,48,53,0.7372,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-07,2026-08,53,64,0.7916,right,Newsmax,False,False,False
@NewsmaxTV,streams,2026-08,2026-09,64,33,0.8371,right,Newsmax,False,True,False
@NewsmaxTV,videos,2026-01,2026-02,402,503,0.5783,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-02,2026-03,503,453,0.6064,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-03,2026-04,453,458,0.5204,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-04,2026-05,458,493,0.5718,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-05,2026-06,493,447,0.5239,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-06,2026-07,447,384,0.5656,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-07,2026-08,384,501,0.5412,right,Newsmax,False,False,False
@NewsmaxTV,videos,2026-08,2026-09,501,303,0.6036,right,Newsmax,False,True,False
@NovaraMedia,videos,2026-01,2026-02,41,76,0.6891,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-02,2026-03,76,80,0.6989,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-03,2026-04,80,73,0.6449,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-04,2026-05,73,61,0.7678,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-05,2026-06,61,69,0.6986,left,Novara Media,False,False,False
