creator,genre,n_videos,median_views,mean_views,gini,top10_share,top1_share,alpha,xmin,n_tail,lr_vs_lognormal,lr_p,powerlaw_like,zipf_views_all,zipf_views_head,group,organisation,clipper,subscribers,F1_controlled,F2_controlled,F3_controlled,F4_controlled,F5_controlled,F6_controlled,F7_controlled,F8_controlled,F9_controlled,F10_controlled,F11_controlled,F12_controlled,curiosity_gap,outrage,humor
@AsmonTV,videos,947,974000.0,1050386.4836325238,0.22978117109985505,0.19965497689792866,0.029556174827790042,2.9987470731170136,659000.0,802,-8.946461307350576,3.6706054516701516e-19,False,0.38795928365742377,0.19062449745013405,right,Asmongold,True,4690000.0,0.2777860500620662,1.0623403503991231,-0.1985540246620674,2.4531352580598593,0.0561104831292283,-0.6381327294458029,0.4593999900315968,0.2075397335168531,-0.7170425015577999,-0.1596249650303001,-1.299770192925551,-1.570913941472721,0.144,0.4925714285714285,0.0068571428571428
@AssociatedPress,streams,1332,31000.0,122537.21696696697,0.7468117536908322,0.6393412143039977,0.1789001126721487,1.7997713121037644,39000.0,601,-3.745976537906557,0.0001796933860899795,False,1.4627580801863833,0.5881603984248787,neutral,Associated Press,False,4650000.0,0.5795578874847678,0.3670627942961267,3.013159135878571,-0.0377688547026372,-0.2436798501692444,-0.2759776220738659,0.6316517405642051,0.3139924440944678,-0.7077170795638361,-0.8484650470392805,-0.6408476721855035,-0.7589365626976776,0.0243266724587315,0.101650738488271,0.0008688097306689
@AssociatedPress,videos,5567,9600.0,31003.238009700017,0.7189654553379671,0.6091600808936406,0.2292244505354401,2.3259954003314878,57000.0,667,-1.573155934748672,0.1156827158200237,False,1.2772071949962054,0.6848392436036106,neutral,Associated Press,False,4650000.0,0.7703620244524586,0.949340404716241,-0.7424323633902504,0.0217121933682706,-0.2038102540365227,-0.4106373181770939,1.3592259131449165,0.1278313410240087,0.0158771199189518,0.2411793150462071,-0.088592269996943,0.452082566326175,0.0125628140703517,0.2997128499641062,0.0014357501794687
@BBCNews,videos,2294,82000.0,187661.76983435047,0.6285389141053204,0.4875328719586542,0.13101163982670228,2.4438332106774787,241000.0,487,-2.431972932990948,0.015016829462980916,False,1.1587803540072887,0.5170976841942846,neutral,BBC,False,20100000.0,0.3849400379236809,0.5265030026135099,-0.523701806671941,-0.0752404615313477,1.2822122171989585,-0.3969357501523103,1.116765150549938,0.0105446242505099,-0.0895390677586832,-0.0987472973615226,-0.3892851649937515,0.6294541814865175,0.0565573770491803,0.3143442622950819,0.0
@BadEmpanadaLive,videos,290,25000.0,29606.206896551725,0.29186796804025245,0.2366698502178015,0.03983321297957092,2.8738814941198987,18000.0,229,-2.5610582603023713,0.010435385481478978,False,0.4991253605473179,0.2617797373726377,left,BadEmpanada,False,100000.0,0.1739445603507037,-0.4382348673473487,-0.5775352268527452,-0.2347125235598104,-0.1832313092500156,-0.7942972710914672,-0.778227177536614,-0.5494889147111754,0.1437688434968496,-0.3387248576985968,-0.7743957389428865,-0.5143946621624195,0.0503355704697986,0.697986577181208,0.0033557046979865
@BelleRanch,videos,822,74000.0,81690.99756690998,0.17706884213539426,0.18685033507073714,0.033641102010424424,2.9700877776425663,47000.0,814,-9.113435665260573,7.981355279755643e-20,False,0.3029226877266758,0.25509505258869414,left,Belle of the Ranch,False,877000.0,0.8294152981631314,-2.084076321487444,0.1220033189605682,11.48064523437884,-0.0287551505886878,-0.6518574003085666,0.7492131280864236,-0.1989535841952538,-0.5900144552760904,0.4838173379732812,0.0001556686402717,2.264810360753708,0.083941605839416,0.1995133819951338,0.0024330900243309
@BenShapiro,videos,525,107000.0,214740.95238095237,0.5358481346929,0.3291939790134736,0.05047055588571834,1.6716739684914543,36000.0,448,-6.5350180151017465,6.360188513855769e-11,False,1.0134206371070342,0.17258654509333093,right,Daily Wire,False,6980000.0,0.2876864583715667,-0.1171213228290587,-0.3427002638319855,-0.0684663898779896,0.6378265144003682,-0.7540673073565487,-0.9813180633855944,-0.3105600574244176,-0.1464954160986599,-0.6138490588609515,-0.9437505956648664,-0.1507575532648157,0.0380952380952381,0.6133333333333333,0.0057142857142857
@BlackConservativePerspective,videos,1271,130000.0,146769.4728560189,0.23318808389921605,0.2134080967492924,0.03860215284329702,2.9711728412628076,88000.0,1116,-7.460040983882372,8.649557124850273e-14,False,0.38833809832597693,0.2884146411996957,right,Black Conservative Perspective,False,1000000.0,-2.1627490767636632,0.3921371337888277,-0.2325771515765899,-0.3199298645931283,-0.7794755990364861,0.0642561840239703,0.0972273126353703,-0.2448638315814831,1.564469698176672,-0.5594895018600872,1.7511498299032222,-0.4012242062308546,0.011801730920535,0.992918961447679,0.001573564122738
@BlazeTV,videos,868,12000.0,28378.799539170508,0.6135526071980889,0.48143130147050284,0.12126109262942845,2.196711403151369,23000.0,281,-2.526385705872106,0.011524287983903246,False,1.087037156813974,0.4717294949641145,right,Blaze Media,False,2230000.0,-0.4771675553665512,0.5052186127085779,0.052034485029908,0.1897693116878629,1.2959739627024751,-0.0703456593691021,-1.029516701323831,-0.0845164887139699,-0.7175668118498514,1.021470576396767,0.4822013536970155,-0.7938497676656966,0.0472350230414746,0.7350230414746544,0.0
@BreakThroughNews,videos,242,12000.0,25827.01652892562,0.5977952912584814,0.4731095537410534,0.13087711023340604,2.204448824048542,17000.0,100,-1.1694154581441345,0.24223628476277992,False,1.0978859494441657,0.5578568776824802,left,BreakThrough News,False,1080000.0,-0.0871267155145081,0.0871575620077397,-0.2502821923148506,-0.0959821209142039,0.976031290214497,0.2620879596031744,-1.0743281249138767,-0.0620614456001308,-0.3213946183942994,0.7632300757626429,-0.717921115332265,0.619621310284284,0.012396694214876,0.6074380165289256,0.0
@CBSNews,streams,369,12000.0,45795.39295392954,0.7383473766092515,0.6244341213717194,0.23777258336538745,2.4432022341774875,109000.0,36,-0.21702467358315797,0.8281891164185322,False,1.3892527981648626,0.7705360448919312,neutral,CBS News,False,7080000.0,0.5578359162558497,1.4474502396283098,-0.2998943407031981,-0.2576963606577738,-0.3839943250228147,-0.2120390805917253,2.1624531691097433,0.2487599218106815,-0.6230938822867672,-0.8212377943607801,0.2505402483439104,0.2226211938458889,0.0081521739130434,0.1413043478260869,0.0
@CBSNews,videos,8322,13000.0,42113.34727229032,0.7052528789001362,0.5806362360633065,0.1902146207796017,2.285791853573315,61000.0,1369,-3.6645056880264435,0.00024781673284032454,False,1.3153142979914965,0.6156928033084729,neutral,CBS News,False,7080000.0,0.78791170677752,0.6547979909817209,-0.4874875770090827,-0.1283413966449611,0.2415223506964088,-0.4444969286708751,1.5243360049193522,0.0157626881051685,-0.4046238264875444,0.1404484820308789,0.2984757459617435,0.0951326835879011,0.0128574861812064,0.2500600817111271,0.0
@CNN,videos,1758,205000.0,350233.6177474403,0.5607662534096097,0.4017860985686947,0.09907250271921537,2.641943223686012,426000.0,450,-2.9616473975500166,0.003059979894865471,False,1.1209169880512677,0.4220868443782042,left,CNN,False,19800000.0,0.7102745659858493,0.5596059146942562,-0.3955863018485896,-0.0945936312814816,0.5221097602571232,-0.5784013673880608,1.489144370716588,0.1889658033333358,-0.1687519600459844,0.58114332376397,-0.3164493717971098,0.0551558203854139,0.0153671030165054,0.3597040409789414,0.0039840637450199
@CamHigby,videos,183,26000.0,50154.64480874317,0.5944870322247968,0.47688569778717194,0.1419652876894414,2.159022400562762,26000.0,92,-1.0785155178041026,0.2808037604386667,False,1.060704794718603,0.7580656714823136,right,Cam Higby,False,280000.0,-0.0062140369757292,1.120203585896277,-0.3627837467629482,0.2775652357739694,0.0619602899625962,-0.6604867054801873,-0.7882076608309068,-0.1404698079288754,-0.3788399969605435,-0.3723198518325307,-0.6537609138992114,-0.4531798263914151,0.0268817204301075,0.8118279569892473,0.0
@CashJordan,videos,301,570000.0,610465.1162790698,0.2534981535471331,0.20242721088435375,0.034829931972789115,2.9968392648382034,412000.0,222,-4.765349204306315,1.8852685002668796e-06,False,0.43355841529692246,0.18033978985401405,right,Cash Jordan,False,1750000.0,-0.2629583989143392,0.0429681219142776,-0.2516933641989426,0.6863755772715079,-0.9226742352682344,-0.129845301707402,-0.4867483443698728,0.9608252966885212,1.641153746697385,2.5505290708904624,-1.0971281363560763,-1.0494161448296584,0.0635451505016722,0.9832775919732442,0.0
@ChadPrather1,streams,202,2900.0,3181.1881188118814,0.168478612567139,0.2013694366635543,0.040149393090569564,2.909083446124268,1800.0,201,-5.15973710642295,2.472968501266317e-07,False,0.301547208187615,0.28006291067802336,right,Chad Prather,False,496000.0,0.5209917998740664,0.4188182738675994,-0.1923351063606486,0.0136112510303918,2.2227566799370506,-1.10958783803198,-0.741909059511209,-0.3825728934966365,-0.0251301748722795,-0.7477433136993754,-0.0039418788624026,0.2931060474563875,0.0099502487562189,0.208955223880597,0.0
@ChadPrather1,videos,160,2400.0,4410.0125,0.5192096075407949,0.44486835354775073,0.09637160892401099,2.3069829426477866,2100.0,98,-0.43796433463400913,0.6614121376669563,False,0.8791719486449139,0.528417384804226,right,Chad Prather,False,496000.0,0.2363495533350598,0.488749819131989,-0.2498917149869142,-0.206723518935376,0.5264840080212402,-0.5381574796661853,-0.7463036505561655,-0.2077237623514947,-0.2342270696613972,-0.0611297261253416,0.984379334872126,-0.1233471332355228,0.0375,0.5125,0.0
@ClubRandomPodcast,videos,197,33000.0,81437.56345177664,0.6180177100508829,0.4509698813204348,0.0771043183404807,2.5180858577458474,88000.0,63,-1.0766295217564659,0.28164580991339994,False,1.2663195392702367,0.4189585817381151,neutral,Bill Maher,False,890000.0,0.4263082231982905,-0.7679264211941556,-0.2015452846800334,-0.1845710207046773,0.3547342088373585,0.4530162877596964,-0.4336717570327938,-0.191744645365227,-0.5269306739379864,-0.3130963562124468,-0.7990954182962915,0.3786826271889892,0.015228426395939,0.1725888324873096,0.015228426395939
@DailyDenims,videos,215,4100.0,7667.59534883721,0.582539811047508,0.4525235466927262,0.14861698249291946,2.4534015777565683,7100.0,70,-0.7411078795274326,0.458628032399635,False,1.080812231143799,0.5852980025739806,left,Denims,True,11400.0,-0.2952334972037822,0.2154579844285459,0.9206002955262196,-0.4289664479118672,0.0883849494879372,-0.2218502078236058,-0.6678836991820761,-0.1734729890238051,-0.1660379537844755,0.4711963405053237,-0.6974663828216421,-0.7692886575496667,0.0046511627906976,0.6837209302325581,0.0
@DannyHaiphongYT,streams,226,226500.0,273190.26548672566,0.29267058091516474,0.24103917979948494,0.04530214930111271,2.9736182015866683,186000.0,152,-2.3922870543884827,0.016743741161258565,False,0.5080700207704383,0.24672741325069808,left,Danny Haiphong,False,683000.0,-2.0021584108219352,-0.5072103225874344,-0.3108156891673438,-0.0212216430649195,-0.9160470187733104,3.0863583709432696,-0.4796151444957913,0.8884932367984909,0.1875593427605197,-1.0681237508669834,-0.3753339708266588,0.1394128766025335,0.0088105726872246,0.9911894273127754,0.0
@DemocracyDocket,videos,129,80000.0,126655.03875968992,0.4744032322001607,0.35425528659301647,0.08617682161765156,2.1842908023795964,52000.0,98,-1.5621442446857328,0.11825401181723706,False,0.8815771356192029,0.3898315148759372,left,Democracy Docket,False,793000.0,0.6403655452193189,0.0845831466796588,0.0769842997480725,-0.361056866712369,0.233844560259174,0.1313809955785069,-0.820262846986142,0.0262616657395476,-0.911793972464913,-0.2484374362205997,-0.1922272009772787,0.4434341102716072,0.0077519379844961,0.8217054263565892,0.0
@DemocracyNow,videos,817,108000.0,194774.17380660956,0.5478727237400516,0.37709929900301953,0.07459914975444683,2.687557064667567,211000.0,276,-2.7758934222466483,0.005505025093224221,False,1.0520850738555538,0.3319315447271682,left,Democracy Now!,False,3390000.0,-0.1208160527277739,-0.5697046120119562,0.014068092888628,-0.2874137356911688,-0.1556930289954206,0.0236505300934325,-0.7237191612813009,0.282860203582964,-0.7068034189980783,2.187204357348768,0.4444426848434551,0.3188738944480072,0.0061425061425061,0.3746928746928747,0.0
@DestinyDGGClips,videos,209,17000.0,20818.18181818182,0.38182104097501646,0.2746495058607217,0.054470236727189154,2.852595110205396,17000.0,105,-2.308685290810487,0.020961051161667642,False,0.6840298420628989,0.232402585811098,right,Destiny,True,11800.0,-0.1125725788324115,0.988535620758162,-0.0662497715714255,1.0441552343834772,0.2820116925715829,-0.580553359569793,-0.9630090505901144,-0.2588607746242544,-0.1300146693324558,-0.2196989497195726,-0.4781130124498342,-0.3344664844398537,0.0861244019138756,0.6267942583732058,0.0
@DrSteveTurleyTV,videos,444,307000.0,369945.9459459459,0.34025361751289573,0.2600209429183713,0.06027177089421391,2.9793683840217495,278000.0,257,-2.2357928539778493,0.025365343258072808,False,0.5995200859151163,0.37341150412031765,right,Steve Turley,False,1670000.0,-0.7101513190745329,0.64636416462971,0.0523608620211136,0.5535855219888668,0.4349455552693693,-0.6225984839222383,-1.5842238156539572,-0.2008305018125686,0.8436394704126147,-1.315109502106969,1.6417551383606568,0.087755786657039,0.1153846153846153,0.9751131221719456,0.0
@DropSiteNews,videos,204,17000.0,33784.80392156863,0.5755319887418702,0.41990104612527385,0.09590690790905529,1.7920859956321018,8600.0,146,-3.030971840618797,0.002437679809852885,False,1.1171220706785931,0.318138385334196,left,Drop Site,False,219000.0,-0.0400460156918357,-0.6162981422575443,-0.2832880638582198,-0.4162174303914078,0.4077345206907674,0.200017842872916,-0.8235475521598997,-0.1409968282680691,-0.4524487107929159,0.3036539926765265,-0.4568105715363025,-0.2297566095572106,0.0147058823529411,0.4852941176470588,0.0
@DueDissidence,streams,112,27500.0,29056.25,0.1679994271315753,0.1782257321082875,0.03718157514672894,2.7151757100205645,16000.0,108,-6.429817132454377,1.2775754882243726e-10,False,0.3128924074311502,0.16132113922364544,left,Due Dissidence,False,134000.0,-1.0625796038075863,-0.5748799646742278,-0.357030828512181,-0.242416175220681,-0.9393818490719098,2.144403549867589,-0.2548737213022899,0.5059660283996186,1.392579041012795,0.5228182569740375,1.342937092569914,0.1462539997636796,0.0178571428571428,0.8571428571428571,0.0
@DueDissidence,videos,643,9900.0,14772.317262830482,0.43398295349999844,0.35889499505190237,0.09738277219800813,2.956019916361152,15000.0,199,-0.04249999988715962,0.9661001118417647,False,0.7008337746067071,0.4770840467028295,left,Due Dissidence,False,134000.0,-0.3925010597081685,-1.1480469916444114,-0.3706016267011191,-0.3493554530431183,-0.5255382522893428,0.0753912876693078,-0.3169786266343823,0.0153916895241816,1.094364651534096,-0.0735287748545093,0.0614166916234232,-0.5328776477701694,0.0077760497667185,0.7356143079315708,0.0062208398133748
@DylanBurnsLIVE,videos,190,2300.0,3475.415789473684,0.4160818956993607,0.3251409524646048,0.0681478475123764,2.518988938910134,2300.0,99,-1.3063542149675689,0.1914321282168131,False,0.7091224979721581,0.3874613537451542,left,Dylan Burns,False,45200.0,0.6214909278913445,-0.9524284535494768,-0.8987658739028488,-0.3915749788483788,-0.0797865895174167,-0.7077084656970531,-0.6163496146529105,-0.2272340657964059,-0.792496126737223,-0.9632770386892252,-1.240200343259639,-0.4037049464057874,0.031578947368421,0.5894736842105263,0.0
@FarronBalanced,streams,188,75000.0,94079.78723404255,0.3083491421154377,0.2478656640470402,0.039803245321422515,2.995421175341781,63000.0,131,-1.427427812865887,0.1534566187499633,False,0.5349587831761201,0.23554513644423142,left,Farron Balanced,False,1160000.0,-0.2495219426176964,-0.5983764754314205,-0.7695939978457448,-0.5202552100856399,-0.3982149583859236,0.0056968904168857,-0.3651400055689981,-0.19123746265743,-1.3896889729389756,-0.4484250243857453,-1.1544043563950452,-0.5059375385297137,0.0053191489361702,0.9680851063829788,0.0
@FarronBalanced,videos,1781,70000.0,100351.3756316676,0.43554231530458837,0.33167007785109925,0.06323093811861522,2.9567583696710336,121000.0,452,-2.682816799641095,0.007300497017998674,False,0.7311941868579167,0.3415026504162277,left,Farron Balanced,False,1160000.0,-0.3648328039810635,-0.2366398191669267,-0.6627827137207263,-0.3608098008862279,-0.4583509153285071,-0.1739425132987243,-0.3822193042802264,-0.2952820495967692,-0.6618002543930352,-0.3983222994060196,-0.6945795191222853,-0.1808619818948647,0.0039325842696629,0.907865168539326,0.0011235955056179
@Firstpost,streams,10365,3700.0,11358.404245055475,0.7063063171518902,0.6303073833605171,0.25796344274935856,2.108725203774542,9000.0,2404,-1.4734974345889924,0.14061695508171418,False,1.1154204040698226,0.7834616110568401,neutral,Network18,False,9720000.0,-0.7514061075045267,-0.7358185393821819,1.4787945069024522,0.0200006777503228,-0.3274446665212669,0.6714036566151158,-0.5520980352422684,0.5239340394020553,-1.2040696626252425,0.012578244272644,-0.1245638780654693,0.6513825481543292,0.0211699164345403,0.5111977715877437,0.0004456824512534
@Firstpost,videos,10136,14000.0,56725.102308602996,0.7482671647456581,0.6277401235371567,0.17399126758596184,2.819929637465754,259000.0,533,-3.1724582973193094,0.0015115426627119338,False,1.491038727885676,0.5463295958305293,neutral,Network18,False,9720000.0,-0.3510227114601866,-0.692701877449202,-0.1181439643073478,-0.1050330135831643,0.0755338281871732,0.5565554381842743,-0.1296588595555766,1.2631919570048598,-0.3937139206222584,0.186190046956068,0.2311048155152467,0.8793802526404499,0.0175785107643689,0.437191388504839,0.0006912897491605
@Forbes,videos,1269,5700.0,20466.36170212766,0.7339927793576,0.6096609428074967,0.19101477436326836,2.3260131636571657,39000.0,163,-1.4763646323049013,0.1398460319266509,False,1.4378787378000815,0.6372103515916726,neutral,Forbes,False,2180000.0,0.8043380276142905,0.0920405651360997,-0.3451984582219957,-0.3077568008657312,1.2610727075150243,-0.194911558527008,-0.8156350228698628,1.1434970523265735,-0.2758407522262746,-0.1057723769853252,0.5968650379252624,0.0845998614549678,0.0079617834394904,0.1950636942675159,0.000796178343949
@Forthepeoplepodcast305,videos,115,1000.0,1622.9391304347826,0.45773007687050077,0.36541325989348367,0.11358887257686001,2.382792639229763,851.0,74,-0.8822655364488872,0.37763322880877237,False,0.8068228191816473,0.4623272578264307,left,Niko House,False,54600.0,-0.2784484251945046,-0.3263432731771727,-0.49362179842188,-0.2473271747622279,-0.0489107505729383,-0.1383563608458028,-0.7044930144121411,-0.0307886145357715,-0.6793487331857665,-0.4229494551497539,-0.0533394760840273,-0.5548766728919069,0.0608695652173913,0.7565217391304347,0.0
@FoxNews,streams,655,51000.0,128592.82442748091,0.6323659688531187,0.5258683839042222,0.11872494161700996,1.9118932625676646,39000.0,408,-2.8810423185095457,0.003963624190311888,False,1.096832316737458,0.5116197977116477,right,Fox News,False,15500000.0,0.3790683930412011,0.401437695850641,-0.4966198799764665,-0.4640782170960499,-0.3839289762034876,-0.1088175147135523,1.577688376225643,-0.1346441245919694,-0.5032055605005629,-0.4432192382326976,-0.3371630921550338,-0.3037667977680908,0.0093023255813953,0.2031007751937984,0.0
@FoxNews,videos,8156,146000.0,277673.6880823933,0.5738344696357204,0.4134760767686198,0.09153503592915745,2.998886753622586,524000.0,1233,-4.028410565149926,5.615521499763235e-05,False,1.0622830110577504,0.38765807830248245,right,Fox News,False,15500000.0,0.4568311223797237,0.3915495845154544,0.5215173926191791,0.1538682262135859,-0.2270332780136165,-0.7434066171672882,0.9213415176527758,-0.2770994567116787,0.2462515160162345,0.9307064983307882,-0.2261906211519976,-0.1985564764445643,0.0119366626065773,0.5504263093788063,0.0046285018270401
@FoxNewsChannelClips,videos,5748,19000.0,61459.24095337509,0.7027172544908796,0.5564335220588527,0.14732735966360605,2.495268453644666,126000.0,763,-3.957505870241522,7.573642680169916e-05,False,1.3719504500463788,0.49986551737088863,right,Fox News,True,846000.0,0.5819285039390953,0.5069357421770143,0.1378491237528084,-0.1062251527258528,-0.3225281774911944,-0.6921247782629456,1.1543933519412366,-0.3794581945048778,0.4818943354596187,1.5196304633482431,0.208923019708841,-0.0394028818138559,0.0086986778009742,0.4384133611691023,0.0020876826722338
@FreshFitMiami,videos,111,21000.0,31605.405405405407,0.4946049178989148,0.34348098740094635,0.09463542557436862,2.2461381048246887,19000.0,62,-1.960681738190279,0.04991616066803044,False,0.9954808778616598,0.3768097575671197,right,Fresh & Fit,False,1590000.0,0.1876106719912428,0.3220247621212686,-0.3846408221977836,-0.2334375580495304,1.1079298688587016,-0.1546797684569252,-0.4625365392652775,0.1115120986288514,-0.7160725820262998,-0.3887767425683097,1.402520369372113,-0.4197064089396185,0.045045045045045,0.5855855855855856,0.0
@GlennKirschner2,videos,264,88500.0,152942.04545454544,0.513582456533775,0.3818291242226334,0.12247162348582227,2.94758610395021,204000.0,61,-0.46602993751187116,0.6411940717512246,False,0.9126439007329757,0.5442963634854812,left,Glenn Kirschner,False,1260000.0,0.1299370168577309,-0.8309762683022114,-0.5287294381274793,-0.2826647076859462,-0.161944666233381,-0.4871113921934862,-0.66157211247786,-0.1066469218511696,-1.0004139858662129,-0.0975670512696993,0.0213549247862535,-0.0325050401875778,0.0038167938931297,0.8244274809160306,0.0
@GrahamAllen,videos,247,6700.0,14789.404858299595,0.6085685121309892,0.441009443515067,0.0867783945340014,2.715139448514207,20000.0,63,-0.9385652984654301,0.347953976404739,False,1.2677616325106187,0.40214471616083486,right,Graham Allen,False,192000.0,-0.0016828696669745,0.0972688350900077,-0.4936750171696082,-0.0794961426702118,-0.0380908845986643,-0.7902334739417864,-0.4961468892520296,-0.0784847810532261,-0.8121960104067436,-0.4357962888846214,-0.2124674095812651,-0.2312105477156392,0.0769230769230769,0.7449392712550608,0.0
@HangOutwithSeanHannity,videos,154,24500.0,89133.11688311688,0.7203072926054022,0.5875496302772011,0.22584052744690927,2.9656201558187525,266000.0,14,0.7839984109840066,0.43304104269718213,False,1.4815827749872106,0.7449308053836385,right,Sean Hannity,False,178000.0,0.1552154122299533,0.3160067681171223,-0.2964096936389663,-0.2696325683037324,0.7334917975140618,0.4409948375120243,-1.0259150390307663,-0.2125129946843048,-0.554310189262871,0.4678343275432082,-0.8922035062658124,-0.4046958314695811,0.0194805194805194,0.3376623376623376,0.0
@HasanAbi,videos,635,190000.0,215338.58267716537,0.300081653900327,0.23368436448734825,0.043557115694017844,2.999314390127908,151000.0,431,-4.220637426024413,2.4361249035106006e-05,False,0.5136235097181037,0.2729655937633803,left,HasanAbi,False,1950000.0,0.6347944867832085,0.4106434344248189,-0.3827170944206077,0.3268719447824612,0.188196883794262,-0.594784322102678,0.0222796632952064,-0.356239037983948,1.698579896833527,-0.5121828026194576,-1.1084265162850016,-0.2582479591072079,0.071656050955414,0.6926751592356688,0.0047770700636942
@HasanAbiVODs3,videos,181,853.0,927.2154696132596,0.2230328925913994,0.2013990680824187,0.032176182474705946,2.9481790237468983,559.0,168,-4.541442137846879,5.587072091217576e-06,False,0.44303105875428517,0.21923775928322972,left,HasanAbi,True,10900.0,-0.1534208551126679,-0.6592848800691914,-0.3559824162054862,-0.1320973175379181,-0.4799603981845484,-0.1326588915038097,-0.3093315463902321,2.9844502401378414,-0.0145065702878334,-0.3996097368385881,-0.1304475038784033,0.1783768564439893,0.005524861878453,0.0607734806629834,0.0
@HasanReactionsfanTwo,videos,340,65500.0,72888.23529411765,0.2807075344059018,0.2194738116374788,0.04394318456944556,2.4833648366655803,36000.0,306,-5.024943478594031,5.035808261328051e-07,False,0.4796512313128058,0.2930273058990539,left,HasanAbi,True,254000.0,0.0097288776066722,-0.486965902705879,-0.4502696915740674,-0.2682212884131492,-0.2955303608444535,0.7005420080795455,-0.2568230990233414,0.1119150998189994,-0.2844147261958711,-0.5951571779483854,-0.5298562782902708,-0.4964345340355238,0.0147058823529411,0.7264705882352941,0.0
@HasanabiClips,videos,474,3900.0,7078.12447257384,0.5273109564368353,0.41817795424244963,0.09657138786497055,2.242990470171944,4200.0,227,-2.0156893741349595,0.043832467433916736,False,0.8975963341104112,0.4471483450819387,left,HasanAbi,True,112000.0,-0.0354456156035637,0.1888925000507416,-0.2074213617571331,-0.1084359505451459,-0.1116890088575392,0.1524897804328711,0.0135990415540764,0.0579950561459016,0.1661829902207553,-0.2158270451109906,0.6075258048220785,-0.5626760642197979,0.0147679324894514,0.7046413502109705,0.0063291139240506
@JackCocchiarellaShow,videos,1602,243000.0,296493.13358302123,0.32676913425948556,0.24756096020480775,0.040292053172541274,2.9709643007059956,231000.0,871,-5.941459028238367,2.8249634836831784e-09,False,0.5421593392758797,0.2194640823572534,left,Jack Cocchiarella,False,1610000.0,-0.5133249058319233,-0.0270309673732364,-0.5266628793845936,0.118110105611208,-0.2799106711278424,-0.0015633325209903,-0.509865308211817,-0.3088067536234202,-1.1783162847592463,-0.6953864730935869,-0.842587938378555,-0.3490040539571991,0.0249343832020997,0.937007874015748,0.0006561679790026
@JamarlThomas,streams,223,4400.0,4929.264573991031,0.2962880550790165,0.2344376861537118,0.05276439967759132,2.964097312102588,3200.0,172,-2.4528018804285066,0.014174838501503565,False,0.5451522339478703,0.3320857156280804,left,Jamarl Thomas,False,77900.0,-1.0669085099126838,-1.0401857799116687,-0.5901592257008171,0.0803096106003256,-0.5361944758193373,1.4450893805263216,-0.2402762812368152,0.5677612003044662,-0.7167943075942002,-0.6478883761177324,-0.9751557620080584,0.8065344918686663,0.0313901345291479,0.7847533632286996,0.0
@JamarlThomas,videos,274,4300.0,5749.259124087591,0.4265585228143446,0.3091480527164084,0.0710977041154779,2.4574483081821406,3700.0,158,-2.664763428491566,0.00770424992626329,False,0.7687030580069876,0.44965083917398757,left,Jamarl Thomas,False,77900.0,-0.3610293011177207,0.196501073941502,-0.2920196993039602,0.1073745585095684,0.3518354002702261,1.557919242086777,-1.1605928258437443,-0.1568899195468399,-0.1444990648778329,-0.078456633350623,-1.0222794653218177,0.5908897450049378,0.0145985401459854,0.6605839416058394,0.0
@JesseKellyDC,videos,505,4700.0,10064.180198019802,0.593347994146327,0.4879573887275154,0.1385169361549076,2.6530874065599415,20000.0,63,-0.655593271771558,0.5120858557404635,False,1.027068322006945,0.5723759030273523,right,Jesse Kelly,False,122000.0,0.0015963534468602,-0.4573970095485226,-0.6851508987937928,-0.5944357218593412,-0.3520302627469905,-0.3479487254541468,-0.4000109571315581,-0.4412887192307376,-0.6503022332775389,-0.462786459268151,-0.3206675279263926,-0.090971456072412,0.0277777777777777,0.7797619047619048,0.0
@JillianMichaels,videos,457,11000.0,38309.7943107221,0.7215485566111594,0.5926005975927221,0.17700908452432249,2.2857094022051947,57000.0,77,-0.8727348037765739,0.38280764281864155,False,1.4386464433177735,0.6694144100115825,right,Jillian Michaels,False,764000.0,0.1915693980569332,0.3328703240474878,-0.1869820034624994,-0.0235996177729795,0.9899644216317204,-0.4419428441121076,-1.0772559649510245,-0.2761855238598509,0.1530292980221037,-0.0104214662503255,0.1492143642163352,-0.1684050023210843,0.0350109409190372,0.6083150984682714,0.0021881838074398
@JustPearlyThings,videos,669,16000.0,31617.189835575486,0.5741867683814953,0.4502668790983316,0.10712985594674711,2.547312361552438,45000.0,130,-1.6619379201787736,0.09652522247310268,False,0.9982963160087145,0.46334780141817195,right,Pearl,False,2060000.0,0.2925439058496696,0.0661658472061584,-0.1517016855097789,-0.0223645366538622,-0.1644105804739265,-0.7637776810448051,-0.4593075044475032,-0.278023645853272,0.2567952113352634,-0.4628858708906783,-0.665875326249374,0.0783026581776401,0.0239162929745889,0.6053811659192825,0.0
@KimIversen,videos,534,32500.0,50232.77153558053,0.4812969628228952,0.3809978265975254,0.11333007757891166,2.8624654694985994,59000.0,133,-0.409886332427785,0.6818893318496638,False,0.8051213313033841,0.506846120766455,neutral,Kim Iversen,False,806000.0,0.3721662827901565,0.4373202270289145,-0.3841427522036074,0.022463772571113,0.4118657754563657,-0.6858037553231296,-1.1095362753238498,-0.3919112238375242,-0.1491451912663709,-0.3694791782483635,-0.8251861166538954,0.2721633763541107,0.0543071161048689,0.7097378277153558,0.0018726591760299
