creator,genre,all_caps,selective_caps,title_case,sentence_case,mixed_other,short_other,n_titles,caps_any,low_n,group,organisation,clipper
@FreshFitMiami,videos,0.0,0.5,0.5,0.0,0.0,0.0,98,0.5,False,right,Fresh & Fit,False
https://rumble.com/c/BannonsWarRoom,videos,0.05126498002663116,0.44163337771859745,0.38393253439857966,0.12228140257434532,0.0004438526409232135,0.0004438526409232135,4506,0.4928983577452286,False,right,War Room,False
@TheMichaelCohenShow,videos,0.006864988558352402,0.4805491990846682,0.5034324942791762,0.004576659038901602,0.0,0.004576659038901602,437,0.4874141876430206,False,left,MeidasTouch Network,False
@dineshdsouza,videos,0.4032258064516129,0.08064516129032258,0.45161290322580644,0.0,0.0,0.06451612903225806,62,0.48387096774193544,False,right,Dinesh D'Souza,False
@AfterPartyEmily,videos,0.0,0.48346055979643765,0.5165394402035624,0.0,0.0,0.0,393,0.48346055979643765,False,right,Emily Jashinsky,False
@RealAmericasVoice,videos,0.23428815733219324,0.24497648567764002,0.5091919623770842,0.006840530141085934,0.0,0.00470286447199658,2339,0.4792646430098333,False,right,Real America's Voice,False
@MegynKelly,videos,0.0,0.47077309868007544,0.5267127592708988,0.00251414204902577,0.0,0.0,1591,0.47077309868007544,False,right,Megyn Kelly,False
@RedactedNews,videos,0.007075471698113208,0.46226415094339623,0.38443396226415094,0.14622641509433962,0.0,0.0,424,0.46933962264150947,False,right,Redacted,False
@GlennKirschner2,videos,0.0,0.4672131147540984,0.5122950819672131,0.020491803278688523,0.0,0.0,244,0.4672131147540984,False,left,Glenn Kirschner,False
@HasanabiClips,videos,0.012658227848101266,0.45358649789029537,0.34810126582278483,0.1751054852320675,0.010548523206751054,0.0,474,0.46624472573839665,False,left,HasanAbi,True
@Xanderhal,videos,0.0,0.46366782006920415,0.5363321799307958,0.0,0.0,0.0,289,0.46366782006920415,False,left,Xanderhal,False
@Vaush,videos,0.29466357308584684,0.16241299303944315,0.3990719257540603,0.030162412993039442,0.08352668213457076,0.030162412993039442,431,0.45707656612529,False,left,Vaush,False
@marclamonthillnetwork,videos,0.0,0.45307443365695793,0.5436893203883495,0.003236245954692557,0.0,0.0,309,0.45307443365695793,False,left,Marc Lamont Hill,False
@ModernDayDebate,videos,0.022222222222222223,0.4222222222222222,0.5555555555555556,0.0,0.0,0.0,45,0.4444444444444444,True,left,Modern-Day Debate,False
@RekietaLaw,videos,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,18,0.4444444444444444,True,right,Rekieta Law,False
@MichaelKnowles,videos,0.0,0.44269662921348313,0.5528089887640449,0.0044943820224719105,0.0,0.0,445,0.44269662921348313,False,right,Daily Wire,False
@NickCruseRBN,videos,0.0,0.43478260869565216,0.5217391304347826,0.043478260869565216,0.0,0.0,23,0.43478260869565216,True,left,Revolutionary Blackout Network,False
@BadEmpanadaLive,videos,0.014598540145985401,0.4197080291970803,0.5583941605839416,0.0,0.0,0.0072992700729927005,274,0.43430656934306566,False,left,BadEmpanada,False
@LIVESNEAKO,videos,0.01694915254237288,0.4088983050847458,0.3008474576271186,0.24364406779661016,0.00211864406779661,0.02754237288135593,472,0.4258474576271187,False,neutral,SNEAKO,False
@JustPearlyThings,videos,0.00792393026941363,0.4120443740095087,0.5562599049128367,0.02377179080824089,0.0,0.0,631,0.41996830427892234,False,right,Pearl,False
@evanjmez,videos,0.0,0.4090909090909091,0.045454545454545456,0.5454545454545454,0.0,0.0,22,0.4090909090909091,True,left,Evan James,False
@destinyhqclips,videos,0.0,0.38578680203045684,0.5989847715736041,0.015228426395939087,0.0,0.0,197,0.38578680203045684,False,neutral,Destiny,True
@MattWalsh,videos,0.0,0.38267148014440433,0.6137184115523465,0.0036101083032490976,0.0,0.0,277,0.38267148014440433,False,right,Daily Wire,False
@TomiLahrenIsFearless,videos,0.0,0.3805309734513274,0.6194690265486725,0.0,0.0,0.0,113,0.3805309734513274,False,right,Tomi Lahren,False
@TheHumanistReport,videos,0.0,0.3698630136986301,0.6301369863013698,0.0,0.0,0.0,146,0.3698630136986301,False,left,Humanist Report,False
@Forthepeoplepodcast305,videos,0.0,0.36936936936936937,0.6126126126126126,0.018018018018018018,0.0,0.0,111,0.36936936936936937,False,left,Niko House,False
@SydneyWatson,videos,0.0,0.3684210526315789,0.0,0.631578947368421,0.0,0.0,57,0.3684210526315789,False,right,Sydney Watson,False
@JillianMichaels,videos,0.05491990846681922,0.2997711670480549,0.6407322654462243,0.004576659038901602,0.0,0.0,437,0.3546910755148741,False,right,Jillian Michaels,False
@KimIversen,videos,0.0,0.3425742574257426,0.6475247524752475,0.009900990099009901,0.0,0.0,505,0.3425742574257426,False,neutral,Kim Iversen,False
@BrittanyVenti,videos,0.0,0.34,0.5,0.0,0.16,0.0,50,0.34,False,neutral,Brittany Venti,False
@ChadPrather1,videos,0.0,0.3355263157894737,0.6513157894736842,0.013157894736842105,0.0,0.0,152,0.3355263157894737,False,right,Chad Prather,False
@TheAmalaEkpunobi,videos,0.0,0.3350253807106599,0.6598984771573604,0.0,0.0,0.005076142131979695,197,0.3350253807106599,False,right,Amala Ekpunobi,False
@SNEAKO,videos,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,3,0.3333333333333333,True,neutral,SNEAKO,False
@hutch,videos,0.0125,0.31875,0.575,0.0625,0.0,0.03125,160,0.33125,False,neutral,Hutch,False
@fastpoliticspodcast,videos,0.0,0.32608695652173914,0.6739130434782609,0.0,0.0,0.0,138,0.32608695652173914,False,left,Fast Politics,False
@underthedesknews,videos,0.02702702702702703,0.2702702702702703,0.5405405405405406,0.16216216216216217,0.0,0.0,74,0.2972972972972973,False,left,Under the Desk News,False
@RealDanBongino,videos,0.0,0.29699248120300753,0.6240601503759399,0.04887218045112782,0.0,0.03007518796992481,266,0.29699248120300753,False,right,Dan Bongino,False
@TheAdamCarollaShow1,videos,0.010752688172043012,0.28225806451612906,0.7016129032258065,0.005376344086021506,0.0,0.0,372,0.29301075268817206,False,right,Adam Carolla,False
@destiny,videos,0.003816793893129771,0.2862595419847328,0.5572519083969466,0.011450381679389313,0.08396946564885496,0.05725190839694656,262,0.2900763358778626,False,left,Destiny,False
@TheVaushPit,videos,0.125,0.16145833333333334,0.484375,0.013020833333333334,0.1875,0.028645833333333332,384,0.28645833333333337,False,left,Vaush,True
@GrahamAllen,videos,0.008097165991902834,0.2631578947368421,0.7206477732793523,0.004048582995951417,0.0,0.004048582995951417,247,0.27125506072874495,False,right,Graham Allen,False
@ClipsCandaceOwens,videos,0.0,0.265625,0.71875,0.015625,0.0,0.0,192,0.265625,False,neutral,Candace Owens,True
@OfficialFlagrant,videos,0.0,0.2647058823529412,0.7058823529411765,0.029411764705882353,0.0,0.0,34,0.2647058823529412,True,right,Flagrant,False
@zeteo,videos,0.0,0.26262626262626265,0.7323232323232324,0.005050505050505051,0.0,0.0,198,0.26262626262626265,False,left,Zeteo,False
@Tim_Black,videos,0.0,0.2572347266881029,0.7427652733118971,0.0,0.0,0.0,311,0.2572347266881029,False,right,Tim Black,False
@msnow,videos,0.00042562247286656737,0.2526069376463077,0.032347307937859116,0.71451372632475,0.00010640561821664184,0.0,9398,0.2530325601191743,False,left,MS NOW,False
@RileyGaines,videos,0.0,0.2517482517482518,0.7482517482517482,0.0,0.0,0.0,143,0.2517482517482518,False,right,Riley Gaines,False
@BenShapiro,videos,0.0,0.2490118577075099,0.7450592885375494,0.003952569169960474,0.0,0.001976284584980237,506,0.2490118577075099,False,right,Daily Wire,False
@RSBN,videos,0.0,0.24855119124275596,0.7417900837089504,0.009658725048293626,0.0,0.0,1553,0.24855119124275596,False,right,RSBN,False
@laurenchenclips,videos,0.0,0.23853211009174313,0.7522935779816514,0.009174311926605505,0.0,0.0,109,0.23853211009174313,False,right,Lauren Chen,True
@PoliticsJOE,videos,0.0,0.23384615384615384,0.09230769230769231,0.6738461538461539,0.0,0.0,325,0.23384615384615384,False,left,PoliticsJOE,False
@thomhartmann,videos,0.0,0.22631578947368422,0.7605263157894737,0.011842105263157895,0.0,0.0013157894736842105,760,0.22631578947368422,False,left,Thom Hartmann,False
@MarkDice,videos,0.06741573033707865,0.15730337078651685,0.7528089887640449,0.0,0.011235955056179775,0.011235955056179775,89,0.2247191011235955,False,right,Mark Dice,False
@RebelNewsOnline,videos,0.0015710919088766694,0.22152395915161036,0.09662215239591516,0.6771406127258445,0.0,0.003142183817753339,1273,0.22309505106048702,False,right,Rebel News,False
@Shoe0nHead,videos,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,9,0.2222222222222222,True,right,Shoe0nHead,False
@winston_marshall,videos,0.0,0.22115384615384615,0.6634615384615384,0.10576923076923077,0.009615384615384616,0.0,104,0.22115384615384615,False,right,Winston Marshall,False
@OwenReport,videos,0.0,0.21467391304347827,0.7282608695652174,0.057065217391304345,0.0,0.0,368,0.21467391304347827,False,left,Owen Shroyer,False
@notsoErudite,videos,0.0,0.21428571428571427,0.6904761904761905,0.09523809523809523,0.0,0.0,42,0.21428571428571427,True,left,notsoErudite,False
@oann,videos,0.09216589861751152,0.11923963133640553,0.7367511520737328,0.05069124423963134,0.000576036866359447,0.000576036866359447,1736,0.21140552995391704,False,right,OAN,False
@GeopoliticalEconomyReport,videos,0.0,0.208955223880597,0.0,0.7910447761194029,0.0,0.0,67,0.208955223880597,False,left,Geopolitical Economy Report,False
@clayandbuck,videos,0.0,0.20353982300884957,0.7964601769911505,0.0,0.0,0.0,565,0.20353982300884957,False,right,Clay & Buck,False
@PoliticsGirl,videos,0.0,0.2,0.6909090909090909,0.03636363636363636,0.0,0.07272727272727272,110,0.2,False,left,PoliticsGirl,False
@LeejaMiller,videos,0.0,0.19642857142857142,0.7678571428571429,0.017857142857142856,0.0,0.017857142857142856,56,0.19642857142857142,False,left,Leeja Miller,False
@XAVIAER,videos,0.0,0.19117647058823528,0.75,0.058823529411764705,0.0,0.0,68,0.19117647058823528,False,right,PragerU,False
@DropSiteNews,videos,0.0,0.18181818181818182,0.7777777777777778,0.04040404040404041,0.0,0.0,198,0.18181818181818182,False,left,Drop Site,False
@NBCNews,videos,0.0,0.18146404804414867,0.07807174160038954,0.7404642103554617,0.0,0.0,6161,0.18146404804414867,False,neutral,NBC News,False
@DemocracyDocket,videos,0.0,0.18032786885245902,0.8032786885245902,0.01639344262295082,0.0,0.0,122,0.18032786885245902,False,left,Democracy Docket,False
@AsmonTV,videos,0.04,0.12848484848484848,0.04606060606060606,0.7527272727272727,0.006060606060606061,0.02666666666666667,825,0.1684848484848485,False,right,Asmongold,True
@TheRealTabithaSpeaks,videos,0.0,0.16009280742459397,0.8236658932714617,0.009280742459396751,0.0,0.0069605568445475635,431,0.16009280742459397,False,left,Tabitha Speaks,False
@jimacosta,videos,0.0,0.15282392026578073,0.717607973421927,0.12956810631229235,0.0,0.0,301,0.15282392026578073,False,left,Jim Acosta,False
@RealAlexClark,videos,0.0,0.1506849315068493,0.8356164383561644,0.0136986301369863,0.0,0.0,73,0.1506849315068493,False,right,Turning Point USA,False
@marklevinshow,videos,0.00205761316872428,0.14609053497942387,0.8436213991769548,0.00823045267489712,0.0,0.0,486,0.14814814814814814,False,right,Mark Levin,False
@PBDPodcast,videos,0.0,0.14705882352941177,0.8529411764705882,0.0,0.0,0.0,34,0.14705882352941177,True,right,Valuetainment,False
@MrTariqNasheed,videos,0.002824858757062147,0.1440677966101695,0.844632768361582,0.0,0.0,0.00847457627118644,354,0.14689265536723164,False,right,Tariq Nasheed,False
@bbrettcooper,videos,0.0,0.14388489208633093,0.8561151079136691,0.0,0.0,0.0,139,0.14388489208633093,False,right,Brett Cooper,False
@Channel5YouTube,videos,0.0,0.14285714285714285,0.6904761904761905,0.0,0.0,0.16666666666666666,42,0.14285714285714285,True,left,Channel 5,False
@JackCocchiarellaShow,videos,0.002074688796680498,0.1396957123098202,0.8360995850622407,0.022130013831258646,0.0,0.0,1446,0.1417704011065007,False,left,Jack Cocchiarella,False
@rolandsmartin,videos,0.0,0.13896848137535817,0.8180515759312321,0.04297994269340974,0.0,0.0,698,0.13896848137535817,False,left,Black Star Network,False
@DarkHorsePod,videos,0.0,0.13846153846153847,0.8615384615384616,0.0,0.0,0.0,65,0.13846153846153847,False,right,DarkHorse,False
@HangOutwithSeanHannity,videos,0.0,0.13636363636363635,0.8571428571428571,0.006493506493506494,0.0,0.0,154,0.13636363636363635,False,right,Sean Hannity,False
@theisabelbrown,videos,0.0,0.13432835820895522,0.8582089552238806,0.007462686567164179,0.0,0.0,134,0.13432835820895522,False,right,Isabel Brown,False
@YaBoiHakim,videos,0.0,0.13333333333333333,0.7333333333333333,0.13333333333333333,0.0,0.0,15,0.13333333333333333,True,left,Hakim,False
@TheBrianKilmeadeShow,videos,0.0,0.1278409090909091,0.8693181818181818,0.002840909090909091,0.0,0.0,352,0.1278409090909091,False,right,Fox News,False
@RonPlacone,videos,0.0,0.12698412698412698,0.873015873015873,0.0,0.0,0.0,63,0.12698412698412698,False,left,Ron Placone,False
@Reuters,videos,0.0,0.12278645833333333,0.009635416666666667,0.8673177083333333,0.0,0.00026041666666666666,7680,0.12278645833333333,False,neutral,Reuters,False
@TheMajorityReport,videos,0.013157894736842105,0.10592105263157894,0.8651315789473685,0.004605263157894736,0.0,0.01118421052631579,1520,0.11907894736842105,False,left,Majority Report,False
@HasanAbiVODs3,videos,0.0,0.1165644171779141,0.2147239263803681,0.2147239263803681,0.0,0.4539877300613497,163,0.1165644171779141,False,left,HasanAbi,True
@joerogan,videos,0.0,0.11278195488721804,0.8872180451127819,0.0,0.0,0.0,133,0.11278195488721804,False,neutral,Joe Rogan,False
@RubinReport,videos,0.0,0.11275964391691394,0.8862512363996043,0.0009891196834817012,0.0,0.0,1011,0.11275964391691394,False,right,Rubin Report,False
@judgingfreedom,videos,0.0,0.11014492753623188,0.8753623188405797,0.014492753623188406,0.0,0.0,345,0.11014492753623188,False,left,Judging Freedom,False
https://rumble.com/c/russellbrand,videos,0.007722007722007722,0.10038610038610038,0.4980694980694981,0.3590733590733591,0.0,0.03474903474903475,259,0.1081081081081081,False,right,Russell Brand,False
@nypost,videos,0.0,0.10487077534791253,0.8790589794565937,0.016070245195493705,0.0,0.0,6036,0.10487077534791253,False,right,New York Post,False
@NewsmaxTV,videos,0.0,0.1047008547008547,0.08199786324786325,0.813301282051282,0.0,0.0,3744,0.1047008547008547,False,right,Newsmax,False
@bulwarkmedia,videos,0.0,0.1046242774566474,0.891907514450867,0.003468208092485549,0.0,0.0,1730,0.1046242774566474,False,left,The Bulwark,False
@BlaireWhiteX,videos,0.0,0.1,0.9,0.0,0.0,0.0,10,0.1,True,right,Blaire White,False
@AlexStein99,videos,0.024390243902439025,0.07317073170731707,0.8414634146341463,0.06097560975609756,0.0,0.0,82,0.0975609756097561,False,right,Alex Stein,False
@AndrewKlavan,videos,0.0,0.09289617486338798,0.907103825136612,0.0,0.0,0.0,183,0.09289617486338798,False,right,Daily Wire,False
@franifio,videos,0.0036900369003690036,0.08856088560885608,0.8929889298892989,0.014760147601476014,0.0,0.0,271,0.09225092250922509,False,left,Bitchuation Room,False
@Politicon,videos,0.0,0.09166666666666666,0.85,0.014583333333333334,0.004166666666666667,0.03958333333333333,480,0.09166666666666666,False,left,Politicon,False
@johnnyharris,videos,0.0,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0,11,0.09090909090909091,True,left,Johnny Harris,False
@SaltyCracker,videos,0.0,0.08587257617728532,0.9030470914127424,0.0110803324099723,0.0,0.0,361,0.08587257617728532,False,right,Salty Cracker,False
@BreakThroughNews,videos,0.0,0.08547008547008547,0.905982905982906,0.008547008547008548,0.0,0.0,234,0.08547008547008547,False,left,BreakThrough News,False
@ZubyMusic,videos,0.0,0.08461538461538462,0.9076923076923077,0.0,0.0,0.007692307692307693,130,0.08461538461538462,False,right,Zuby,False
@Semafor,videos,0.0,0.08053691275167785,0.8993288590604027,0.013422818791946308,0.006711409395973154,0.0,149,0.08053691275167785,False,neutral,Semafor,False
@TheJoyReidShow,videos,0.0,0.07692307692307693,0.8974358974358975,0.02564102564102564,0.0,0.0,234,0.07692307692307693,False,left,Joy Reid,False
@mikhaila,videos,0.0,0.07692307692307693,0.8846153846153846,0.038461538461538464,0.0,0.0,26,0.07692307692307693,True,right,Mikhaila Peterson,False
@TheLincolnProject,videos,0.0,0.07563025210084033,0.7142857142857143,0.01680672268907563,0.0,0.19327731092436976,119,0.07563025210084033,False,left,Lincoln Project,False
@ANINewsIndia,videos,0.0,0.07562591413576529,0.1275918437580659,0.7960939516475953,0.00034414522928675903,0.00034414522928675903,11623,0.07562591413576529,False,neutral,ANI,False
@JamarlThomas,videos,0.0,0.07346938775510205,0.926530612244898,0.0,0.0,0.0,245,0.07346938775510205,False,left,Jamarl Thomas,False
@RufoandLomez,videos,0.0,0.06756756756756757,0.9324324324324325,0.0,0.0,0.0,74,0.06756756756756757,False,right,Rufo & Lomez,False
@StevenCrowder,videos,0.0,0.06060606060606061,0.8787878787878788,0.04242424242424243,0.0,0.01818181818181818,165,0.06060606060606061,False,right,Louder with Crowder,False
@Styxhexenhammer666,videos,0.002631578947368421,0.05526315789473684,0.8973684210526316,0.018421052631578946,0.005263157894736842,0.021052631578947368,380,0.05789473684210526,False,right,Styxhexenhammer,False
@triggerpod,videos,0.0,0.055944055944055944,0.9440559440559441,0.0,0.0,0.0,143,0.055944055944055944,False,right,Triggernometry,False
@Unpacked,videos,0.0,0.05263157894736842,0.868421052631579,0.07894736842105263,0.0,0.0,38,0.05263157894736842,True,right,Unpacked,False
@revleftradio,videos,0.0,0.05263157894736842,0.9210526315789473,0.02631578947368421,0.0,0.0,38,0.05263157894736842,True,left,Rev Left Radio,False
@bushrakhanum,videos,0.0,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0,22,0.045454545454545456,True,neutral,Network18,False
@nationalreview,videos,0.0,0.04371584699453552,0.9508196721311475,0.00546448087431694,0.0,0.0,183,0.04371584699453552,False,right,National Review,False
@StosselTV,videos,0.0,0.0425531914893617,0.9574468085106383,0.0,0.0,0.0,47,0.0425531914893617,True,right,John Stossel,False
@ajplus,videos,0.0,0.04,0.94,0.02,0.0,0.0,50,0.04,False,left,Al Jazeera,False
@nousnetwork,videos,0.0,0.039473684210526314,0.9210526315789473,0.03289473684210526,0.006578947368421052,0.0,152,0.039473684210526314,False,left,nous,False
@ClubRandomPodcast,videos,0.0,0.03783783783783784,0.9459459459459459,0.005405405405405406,0.010810810810810811,0.0,185,0.03783783783783784,False,neutral,Bill Maher,False
@wethefifth,videos,0.0,0.037383177570093455,0.9439252336448598,0.018691588785046728,0.0,0.0,107,0.037383177570093455,False,neutral,The Fifth Column,False
@axios,videos,0.0,0.0364963503649635,0.41605839416058393,0.5474452554744526,0.0,0.0,137,0.0364963503649635,False,neutral,Axios,False
@TechCrunch,videos,0.0,0.03597122302158273,0.26618705035971224,0.6906474820143885,0.007194244604316547,0.0,139,0.03597122302158273,False,neutral,TechCrunch,False
@NickShirley,videos,0.0,0.034482758620689655,0.8620689655172413,0.10344827586206896,0.0,0.0,29,0.034482758620689655,True,right,Nick Shirley,False
@chriscuomo,videos,0.0,0.034482758620689655,0.9359605911330049,0.029556650246305417,0.0,0.0,203,0.034482758620689655,False,left,Chris Cuomo,False
@thewarningwithsteveschmidt,videos,0.0,0.03296703296703297,0.9487179487179487,0.018315018315018316,0.0,0.0,273,0.03296703296703297,False,left,Steve Schmidt,False
@turningpointusa,videos,0.0,0.03289473684210526,0.9605263157894737,0.0,0.0,0.006578947368421052,152,0.03289473684210526,False,right,Turning Point USA,False
@katmabu,videos,0.0,0.03225806451612903,0.8387096774193549,0.12903225806451613,0.0,0.0,31,0.03225806451612903,True,left,Kat Abughazaleh,False
@LegalEagle,videos,0.0,0.030927835051546393,0.9587628865979382,0.0,0.0,0.010309278350515464,97,0.030927835051546393,False,left,LegalEagle,False
@therationalnational,videos,0.0,0.02962962962962963,0.9555555555555556,0.014814814814814815,0.0,0.0,135,0.02962962962962963,False,left,Rational National,False
@chinainsights-r2w,videos,0.0,0.029411764705882353,0.8865546218487395,0.08403361344537816,0.0,0.0,238,0.029411764705882353,False,neutral,China Insights,False
@PerunAU,videos,0.0,0.02857142857142857,0.9428571428571428,0.02857142857142857,0.0,0.0,35,0.02857142857142857,True,left,Perun,False
@LeverNews,videos,0.0,0.028169014084507043,0.9577464788732394,0.014084507042253521,0.0,0.0,71,0.028169014084507043,False,left,The Lever,False
@PragerU,videos,0.0,0.026954177897574125,0.9595687331536388,0.01078167115902965,0.0,0.0026954177897574125,371,0.026954177897574125,False,right,PragerU,False
@NewsNation,videos,0.0005812263876780006,0.025283347863993024,0.06378959604766056,0.9102005231037489,0.0,0.00014530659691950015,6882,0.025864574251671026,False,neutral,NewsNation,False
@ThePodcastoftheLotusEaters,videos,0.0017006802721088435,0.023809523809523808,0.9285714285714286,0.01020408163265306,0.0,0.03571428571428571,588,0.02551020408163265,False,right,Lotus Eaters,False
@Firstpost,videos,0.0,0.02428141537822974,0.9705302480024904,0.004877036422123067,0.0003113001971567915,0.0,9637,0.02428141537822974,False,neutral,Network18,False
@USATODAY,videos,0.0,0.0234192037470726,0.00468384074941452,0.9714285714285714,0.000468384074941452,0.0,2135,0.0234192037470726,False,neutral,USA Today,False
@markets,videos,0.0,0.021004566210045664,0.938160469667319,0.013437703848662753,0.0003913894324853229,0.02700587084148728,7665,0.021004566210045664,False,neutral,Bloomberg,False
@Forbes,videos,0.0,0.01839464882943144,0.9782608695652174,0.0016722408026755853,0.0008361204013377926,0.0008361204013377926,1196,0.01839464882943144,False,neutral,Forbes,False
@POLITICO,videos,0.0,0.017482517482517484,0.08041958041958042,0.9020979020979021,0.0,0.0,286,0.017482517482517484,False,neutral,Politico,False
@MLChristiansen,videos,0.0,0.017241379310344827,0.9827586206896551,0.0,0.0,0.0,116,0.017241379310344827,False,right,Matt Christiansen,False
@DylanBurnsLIVE,videos,0.0,0.017142857142857144,0.9542857142857143,0.02857142857142857,0.0,0.0,175,0.017142857142857144,False,left,Dylan Burns,False
@60minutes,videos,0.0,0.016611295681063124,0.3920265780730897,0.5913621262458472,0.0,0.0,301,0.016611295681063124,False,neutral,CBS News,False
@X22Report-y5y,videos,0.0,0.0158311345646438,0.9815303430079155,0.0,0.002638522427440633,0.0,379,0.0158311345646438,False,right,X22 Report,False
@ZeihanonGeopolitics,videos,0.0,0.01485148514851485,0.9801980198019802,0.0049504950495049506,0.0,0.0,202,0.01485148514851485,False,neutral,Peter Zeihan,False
@moreperfectunion,videos,0.0,0.014705882352941176,0.9852941176470589,0.0,0.0,0.0,68,0.014705882352941176,False,left,More Perfect Union,False
@ABCNews,videos,0.0,0.014625714665602979,0.19611753756149447,0.7888578646456588,0.0,0.00039888312724371757,7521,0.014625714665602979,False,neutral,ABC News,False
@nytimes,videos,0.0,0.014492753623188406,0.9855072463768116,0.0,0.0,0.0,69,0.014492753623188406,False,left,New York Times,False
@NPR,videos,0.0,0.014285714285714285,0.02857142857142857,0.9428571428571428,0.0,0.014285714285714285,70,0.014285714285714285,False,left,NPR,False
@thegrayzone7996,videos,0.0,0.013888888888888888,0.020833333333333332,0.9652777777777778,0.0,0.0,144,0.013888888888888888,False,left,The Grayzone,False
@DemocracyNow,videos,0.0,0.01303780964797914,0.984354628422425,0.002607561929595828,0.0,0.0,767,0.01303780964797914,False,left,Democracy Now!,False
@SkyNews,videos,0.0,0.011430246189917937,0.01201641266119578,0.9762602579132473,0.00029308323563892143,0.0,3412,0.011430246189917937,False,left,Sky News,False
@BelleRanch,videos,0.0,0.01038961038961039,0.0,0.9883116883116884,0.0012987012987012987,0.0,770,0.01038961038961039,False,left,Belle of the Ranch,False
@PartOfTheProblem,videos,0.0,0.010309278350515464,0.9896907216494846,0.0,0.0,0.0,97,0.010309278350515464,False,right,Dave Smith,False
@morebridgetphetasy,videos,0.0,0.01,0.99,0.0,0.0,0.0,200,0.01,False,right,Bridget Phetasy,False
@CBSNews,videos,0.0,0.00980392156862745,0.011437908496732025,0.9786324786324786,0.00012569130216189038,0.0,7956,0.00980392156862745,False,neutral,CBS News,False
@samharrisorg,videos,0.0,0.009259259259259259,0.9722222222222222,0.018518518518518517,0.0,0.0,108,0.009259259259259259,False,left,Sam Harris,False
@TuckerCarlson,videos,0.0,0.008849557522123894,0.9823008849557522,0.008849557522123894,0.0,0.0,113,0.008849557522123894,False,neutral,Tucker Carlson Network,False
@BBCNews,videos,0.0,0.008503401360544218,0.055697278911564625,0.9357993197278912,0.0,0.0,2352,0.008503401360544218,False,neutral,BBC,False
@Vox,videos,0.0,0.007874015748031496,0.05511811023622047,0.937007874015748,0.0,0.0,127,0.007874015748031496,False,left,Vox,False
@TheEconomist,videos,0.0,0.007692307692307693,0.007692307692307693,0.9846153846153847,0.0,0.0,130,0.007692307692307693,False,left,The Economist,False
@aljazeeraenglish,videos,0.0,0.007225651061267499,0.04922474785488484,0.9430979978925185,0.0004516031913292187,0.0,6643,0.007225651061267499,False,left,Al Jazeera,False
@AssociatedPress,videos,0.0,0.007221588749524895,0.011972633979475485,0.9808057772709996,0.0,0.0,5262,0.007221588749524895,False,neutral,Associated Press,False
@TheDailyBeast,videos,0.0,0.006802721088435374,0.9931972789115646,0.0,0.0,0.0,294,0.006802721088435374,False,left,Daily Beast,False
@CNN,videos,0.0,0.006715506715506716,0.018315018315018316,0.974969474969475,0.0,0.0,1638,0.006715506715506716,False,left,CNN,False
@NYTPodcasts,videos,0.0,0.0022026431718061676,0.9933920704845814,0.0022026431718061676,0.0,0.0022026431718061676,454,0.0022026431718061676,False,left,New York Times,False
@CaspianReport,videos,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0,True,neutral,CaspianReport,False
@ColeHastings,videos,0.0,0.0,1.0,0.0,0.0,0.0,30,0.0,True,right,Cole Hastings,False
@ColemanHughesOfficial,videos,0.0,0.0,1.0,0.0,0.0,0.0,52,0.0,False,right,Coleman Hughes,False
@CoreyGilShusterAskProject,videos,0.0,0.0,0.08163265306122448,0.9183673469387755,0.0,0.0,49,0.0,True,neutral,Ask Project,False
@EzraKleinShow,videos,0.0,0.0,1.0,0.0,0.0,0.0,60,0.0,False,left,New York Times,False
@FinancialTimes,videos,0.0,0.0,0.0,1.0,0.0,0.0,36,0.0,True,neutral,Financial Times,False
@LastWeekTonight,videos,0.0,0.0,1.0,0.0,0.0,0.0,35,0.0,True,left,HBO,False
@Lunaoi,videos,0.0,0.0,1.0,0.0,0.0,0.0,8,0.0,True,left,Luna Oi,False
@MattBernstein1,videos,0.0,0.0,1.0,0.0,0.0,0.0,20,0.0,True,left,Matt Bernstein,False
@NYTOpinion,videos,0.0,0.0,1.0,0.0,0.0,0.0,27,0.0,True,left,New York Times,False
@PhillipScottPodcast,videos,0.0,0.0,1.0,0.0,0.0,0.0,3,0.0,True,right,Phillip Scott,False
@PrisonPlanetLive,videos,0.0,0.0,0.6818181818181818,0.3181818181818182,0.0,0.0,44,0.0,True,right,Paul Joseph Watson,False
@SecondThought,videos,0.0,0.0,0.8947368421052632,0.0,0.0,0.10526315789473684,19,0.0,True,left,Second Thought,False
@TheAtlantic,videos,0.0,0.0,0.9936305732484076,0.0,0.0,0.006369426751592357,157,0.0,False,left,The Atlantic,False
@TimDillonShow,videos,0.0,0.0,1.0,0.0,0.0,0.0,66,0.0,False,neutral,Tim Dillon,False
@UnHerd,videos,0.0,0.0,0.02631578947368421,0.9736842105263158,0.0,0.0,76,0.0,False,left,UnHerd,False
@cafedotcom,videos,0.0,0.0,1.0,0.0,0.0,0.0,52,0.0,False,left,CAFE,False
@doomscrollpodcast,videos,0.0,0.0,1.0,0.0,0.0,0.0,16,0.0,True,left,Doomscroll,False
