term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
report,bombshell,27.00000,6.17376,4.37335,9.07286,0.00000,14.00000,2.12874
charlie kirk,tyler robinson,58.00000,24.17453,2.39922,9.06121,0.00000,21.00000,1.26256
trump,union,79.00000,35.87828,2.20189,9.05944,0.00000,31.00000,1.13874
trump,strategy,84.00000,37.24230,2.25550,9.05376,0.00000,20.00000,1.17345
hearing,murder,35.00000,10.66851,3.28068,9.03804,0.00000,10.00000,1.71400
nancy guthrie,dna,23.00000,5.99564,3.83612,9.03298,0.00000,7.00000,1.93965
president,hosts,60.00000,26.10568,2.29835,9.02929,0.00000,7.00000,1.20060
president,address,35.00000,10.82806,3.23234,9.02455,0.00000,11.00000,1.69258
ice,arrests,39.00000,12.06590,3.23225,9.01386,0.00000,18.00000,1.69254
fraud,investigation,36.00000,9.71078,3.70722,8.99635,0.00000,13.00000,1.89034
president,signs,49.00000,18.82183,2.60336,8.99181,0.00000,7.00000,1.38037
act,voter,31.00000,7.74315,4.00354,8.97755,0.00000,11.00000,2.00128
hegseth,epic fury,21.00000,4.32482,4.85569,8.97692,0.00000,5.00000,2.27968
iran,issues,104.00000,48.94493,2.12484,8.97327,0.00000,12.00000,1.08735
debate,wilson,26.00000,6.71578,3.87148,8.95892,0.00000,14.00000,1.95289
secretary,leavitt,22.00000,4.39708,5.00333,8.95831,0.00000,8.00000,2.32289
senate,fauci,46.00000,15.55833,2.95661,8.94606,0.00000,15.00000,1.56395
iran,end,105.00000,50.10439,2.09562,8.94169,0.00000,24.00000,1.06738
iran,bases,31.00000,8.70026,3.56311,8.93164,0.00000,12.00000,1.83314
major,announces,26.00000,5.63970,4.61017,8.92232,0.00000,12.00000,2.20482
democrats,dhs,36.00000,9.69384,3.71370,8.91763,0.00000,10.00000,1.89286
minneapolis,agents,38.00000,10.89455,3.48798,8.91100,0.00000,10.00000,1.80239
stop,act,24.00000,5.16877,4.64327,8.90998,0.00000,13.00000,2.21514
race,pratt,20.00000,3.83995,5.20841,8.90994,0.00000,12.00000,2.38084
candace owens,andrew wilson,26.00000,7.37790,3.52404,8.90360,0.00000,15.00000,1.81723
owens,andrew wilson,26.00000,7.37790,3.52404,8.90360,0.00000,15.00000,1.81723
candace owens,wilson,26.00000,7.39261,3.51703,8.88231,0.00000,15.00000,1.81436
president,meeting,64.00000,27.19683,2.35322,8.87765,0.00000,7.00000,1.23463
gop,save,33.00000,8.61420,3.83088,8.87599,0.00000,13.00000,1.93768
shocking,moment,27.00000,6.04490,4.46657,8.85999,0.00000,6.00000,2.15917
case,anthony,36.00000,11.60873,3.10111,8.85986,0.00000,15.00000,1.63279
arrested,church,21.00000,4.27646,4.91060,8.85931,0.00000,17.00000,2.29590
president,xi,31.00000,8.24122,3.76158,8.85699,0.00000,8.00000,1.91134
murder,lindsay,28.00000,6.93602,4.03690,8.85601,0.00000,11.00000,2.01325
nancy guthrie,kidnapping,21.00000,5.71503,3.67452,8.85600,0.00000,9.00000,1.87756
graham,senator,24.00000,5.42684,4.42246,8.85491,0.00000,11.00000,2.14485
kirk,candace,70.00000,31.64762,2.21186,8.84755,0.00000,25.00000,1.14526
senate,dhs,27.00000,6.01924,4.48562,8.81987,0.00000,8.00000,2.16531
fbi,nancy,53.00000,21.51541,2.46335,8.81434,0.00000,9.00000,1.30062
case,sheriff,29.00000,7.43149,3.90231,8.77514,0.00000,5.00000,1.96433
trump,sotu,52.00000,20.03924,2.59491,8.76529,0.00000,25.00000,1.37568
nancy,kidnapping,21.00000,5.86726,3.57919,8.76428,0.00000,9.00000,1.83963
can't,stop,22.00000,4.51168,4.87623,8.76078,0.00000,14.00000,2.28577
murder,clancy,32.00000,8.67723,3.68781,8.75823,0.00000,11.00000,1.88277
ice,officers,26.00000,6.47624,4.01468,8.75652,0.00000,11.00000,2.00528
death,charlie kirk,28.00000,6.74945,4.14849,8.74522,0.00000,17.00000,2.05259
nancy,ransom,36.00000,12.08775,2.97822,8.72085,0.00000,6.00000,1.57445
hegseth,fury,21.00000,4.47905,4.68850,8.71534,0.00000,5.00000,2.22913
defense,karmelo anthony,28.00000,8.62657,3.24578,8.70279,0.00000,16.00000,1.69857
trump,honors,60.00000,24.07701,2.49200,8.67294,0.00000,9.00000,1.31731
massive,backlash,20.00000,3.79193,5.27436,8.67216,0.00000,7.00000,2.39900
death,kirk,32.00000,8.51254,3.75916,8.67189,0.00000,18.00000,1.91041
court,rules,20.00000,4.03353,4.95844,8.67072,0.00000,12.00000,2.30989
world,economic,29.00000,7.48603,3.87388,8.66641,0.00000,15.00000,1.95378
senate,michigan,21.00000,4.23327,4.96070,8.66641,0.00000,11.00000,2.31054
ice,tom homan,28.00000,7.10319,3.94189,8.66399,0.00000,10.00000,1.97889
nancy,dna,23.00000,6.31715,3.64088,8.65304,0.00000,7.00000,1.86429
trump,vows,65.00000,26.16074,2.48464,8.63734,0.00000,11.00000,1.31304
real,problem,27.00000,6.74172,4.00491,8.61071,0.00000,20.00000,2.00177
democrats,republicans,56.00000,20.62951,2.71456,8.59580,0.00000,14.00000,1.44072
california,race,25.00000,5.58211,4.47859,8.59302,0.00000,16.00000,2.16305
ice,funding,33.00000,9.24720,3.56865,8.58465,0.00000,12.00000,1.83538
hegseth,epic,21.00000,4.56481,4.60041,8.56622,0.00000,5.00000,2.20176
iran,threat,102.00000,49.64738,2.05449,8.55064,0.00000,20.00000,1.03878
attack,missile,21.00000,4.11605,5.10198,8.54579,0.00000,6.00000,2.35106
white,plot,24.00000,5.35216,4.48417,8.53992,0.00000,13.00000,2.16484
exposed,secret,30.00000,7.64270,3.92532,8.53812,0.00000,22.00000,1.97281
fraud,james,31.00000,7.95985,3.89455,8.53002,0.00000,13.00000,1.96146
nyc,terror,23.00000,5.23282,4.39534,8.48027,0.00000,15.00000,2.13597
defense,karmelo,29.00000,9.48530,3.05736,8.47290,0.00000,16.00000,1.61229
minnesota,church,37.00000,11.28041,3.28002,8.46171,0.00000,19.00000,1.71371
going,really,30.00000,7.87575,3.80916,8.45944,0.00000,17.00000,1.92947
trump,board of peace,34.00000,12.10968,2.80767,8.43618,0.00000,11.00000,1.48937
trump,touts,45.00000,15.50972,2.90141,8.43384,0.00000,6.00000,1.53675
democrats,virginia,34.00000,9.85349,3.45056,8.41829,0.00000,15.00000,1.78683
democrats,vote,35.00000,10.02116,3.49261,8.41606,0.00000,15.00000,1.80431
defense,anthony,28.00000,8.88940,3.14982,8.39351,0.00000,16.00000,1.65527
court,victory,31.00000,8.47764,3.65668,8.39338,0.00000,10.00000,1.87053
house,hosts,25.00000,5.80435,4.30712,8.38956,0.00000,8.00000,2.10672
gop,texas,30.00000,7.73321,3.87937,8.38304,0.00000,11.00000,1.95582
drops,truth,25.00000,6.05831,4.12657,8.36380,0.00000,14.00000,2.04494
america,love,30.00000,8.16299,3.67512,8.35890,0.00000,19.00000,1.87779
house,leavitt,31.00000,8.41670,3.68316,8.33700,0.00000,7.00000,1.88094
epstein,prince,20.00000,4.48935,4.45499,8.33622,0.00000,13.00000,2.15542
death,charlie,29.00000,7.59980,3.81589,8.33190,0.00000,17.00000,1.93202
karmelo,austin,33.00000,12.54834,2.62983,8.32977,0.00000,15.00000,1.39497
trump,attempt,63.00000,26.51374,2.37613,8.30524,0.00000,31.00000,1.24861
iran,ultimatum,29.00000,8.83439,3.28262,8.30125,0.00000,12.00000,1.71485
fight,dhs,25.00000,5.83434,4.28498,8.27860,0.00000,9.00000,2.09929
save,voter,29.00000,7.70626,3.76318,8.27564,0.00000,11.00000,1.91195
day,preliminary,26.00000,8.25126,3.15103,8.26029,0.00000,8.00000,1.65582
debate,candace,41.00000,16.59378,2.47081,8.25340,0.00000,19.00000,1.30498
arrested,anti-ice,22.00000,4.92321,4.46863,8.24636,0.00000,10.00000,2.15983
republicans,save,24.00000,5.75486,4.17039,8.20538,0.00000,10.00000,2.06018
federal,anti-ice,25.00000,6.13769,4.07319,8.19520,0.00000,8.00000,2.02616
strikes,iranian,62.00000,24.25424,2.55625,8.18112,0.00000,14.00000,1.35403
andrew,candace owens,31.00000,10.34363,2.99701,8.17868,0.00000,17.00000,1.58353
truth,dark,25.00000,6.64487,3.76230,8.17236,0.00000,9.00000,1.91162
charlie,owens,41.00000,15.38882,2.66427,8.16123,0.00000,20.00000,1.41374
jury,clancy trial,21.00000,4.74431,4.42636,8.13538,0.00000,9.00000,2.14612
president,roundtable,26.00000,8.23423,3.15755,8.13489,0.00000,5.00000,1.65881
white,people,74.00000,32.41359,2.28299,8.13312,0.00000,34.00000,1.19093
nancy guthrie,ransom,33.00000,11.31645,2.91611,8.13271,0.00000,6.00000,1.54404
plan,secret,22.00000,4.97207,4.42471,8.10926,0.00000,15.00000,2.14558
house,hearing,37.00000,11.36948,3.25433,8.10055,0.00000,13.00000,1.70236
don't,need,27.00000,6.75955,3.99435,8.09411,0.00000,13.00000,1.99796
andrew,owens,31.00000,10.43854,2.96976,8.08249,0.00000,17.00000,1.57035
fraud,newsom,41.00000,13.53679,3.02878,8.08180,0.00000,16.00000,1.59874
karmelo,supporters,20.00000,5.11820,3.90762,8.06265,0.00000,11.00000,1.96629
israel,targets,21.00000,4.66470,4.50190,8.05903,0.00000,5.00000,2.17053
democratic,socialist,21.00000,4.73023,4.43953,8.02777,0.00000,8.00000,2.15041
israel,netanyahu,27.00000,7.32406,3.68648,8.02349,0.00000,13.00000,1.88224
talks,vance,30.00000,8.05804,3.72299,8.02030,0.00000,11.00000,1.89646
america,anniversary,24.00000,6.01130,3.99248,8.01529,0.00000,11.00000,1.99728
ice,tom,31.00000,8.99100,3.44789,8.00686,0.00000,12.00000,1.78571
trump,lady,56.00000,25.53728,2.19287,7.99320,0.00000,7.00000,1.13282
host,cnn,32.00000,9.66615,3.31052,7.99220,0.00000,8.00000,1.72706
iran,hegseth,82.00000,38.52974,2.12823,7.98810,0.00000,12.00000,1.08965
guilty,anthony,33.00000,11.55451,2.85603,7.96949,0.00000,22.00000,1.51401
israel,strike,28.00000,7.80569,3.58713,7.96126,0.00000,11.00000,1.84283
iran,leverage,28.00000,8.23616,3.39964,7.94243,0.00000,10.00000,1.76538
minneapolis,agent,29.00000,8.33094,3.48100,7.94003,0.00000,12.00000,1.79950
war,russia,35.00000,10.98915,3.18496,7.93495,0.00000,16.00000,1.67128
iran,ships,44.00000,16.08485,2.73549,7.92930,0.00000,8.00000,1.45180
iranian,strike,32.00000,9.16546,3.49137,7.92152,0.00000,7.00000,1.80379
president,cabinet,25.00000,7.50369,3.33169,7.91995,0.00000,6.00000,1.73626
white,men,43.00000,15.57323,2.76115,7.91938,0.00000,16.00000,1.46527
ice,protests,57.00000,23.57873,2.41743,7.89044,0.00000,20.00000,1.27348
white house,event,43.00000,15.39544,2.79304,7.87986,0.00000,17.00000,1.48183
minneapolis,federal,39.00000,13.84430,2.81704,7.87039,0.00000,9.00000,1.49418
hormuz,navy,21.00000,4.65792,4.50845,7.86735,0.00000,9.00000,2.17263
iran,attacks,92.00000,45.38491,2.02711,7.86578,0.00000,24.00000,1.01942
daily,wire,22.00000,5.39878,4.07499,7.85913,0.00000,13.00000,2.02680
race,platner,21.00000,4.99987,4.20011,7.85761,0.00000,11.00000,2.07043
massive,scandal,23.00000,5.46182,4.21105,7.84859,0.00000,12.00000,2.07418
debate,andrew wilson,21.00000,5.71395,3.67521,7.82275,0.00000,12.00000,1.87783
senate,dem,26.00000,6.63188,3.92046,7.82042,0.00000,12.00000,1.97102
strike,massive,25.00000,6.18175,4.04416,7.80695,0.00000,6.00000,2.01584
iran,agreement,31.00000,10.00691,3.09786,7.79323,0.00000,10.00000,1.63127
rep,fraud,48.00000,17.40103,2.75846,7.78023,0.00000,13.00000,1.46386
police,car,20.00000,4.37460,4.57185,7.77263,0.00000,7.00000,2.19278
venezuela,maduro,63.00000,28.01642,2.24868,7.77118,0.00000,18.00000,1.16908
trump,netanyahu,80.00000,38.29094,2.08927,7.76209,0.00000,24.00000,1.06300
ice,protesters,52.00000,21.27412,2.44428,7.75698,0.00000,15.00000,1.28941
guilty,karmelo anthony,32.00000,11.39292,2.80876,7.74141,0.00000,22.00000,1.48993
democrat,candidate,20.00000,4.55765,4.38822,7.73669,0.00000,15.00000,2.13364
epstein,doj,26.00000,7.67564,3.38734,7.73621,0.00000,10.00000,1.76015
iran,launches,71.00000,32.25578,2.20116,7.69789,0.00000,15.00000,1.13826
jd,view,20.00000,4.69495,4.25990,7.67080,0.00000,12.00000,2.09082
charlie,candace owens,37.00000,14.21518,2.60285,7.67067,0.00000,19.00000,1.38009
democrat,virginia,24.00000,6.48574,3.70042,7.65861,0.00000,12.00000,1.88769
supreme court,victory,24.00000,6.26361,3.83166,7.65544,0.00000,10.00000,1.93797
nyc,socialist,20.00000,4.52843,4.41654,7.65267,0.00000,8.00000,2.14292
guthrie,suspect,40.00000,16.28158,2.45676,7.61928,0.00000,8.00000,1.29676
strait of hormuz,announces,20.00000,4.51733,4.42739,7.61605,0.00000,7.00000,2.14646
lindsay,lawyer,21.00000,5.92699,3.54312,7.60953,0.00000,6.00000,1.82502
texas,race,23.00000,5.62446,4.08928,7.60348,0.00000,11.00000,2.03185
democrats,illegals,22.00000,5.58381,3.93996,7.59162,0.00000,9.00000,1.97818
war,culture,23.00000,6.03804,3.80918,7.59063,0.00000,11.00000,1.92948
race,mayor,23.00000,5.74583,4.00290,7.58444,0.00000,13.00000,2.00105
iran,proposal,28.00000,8.49988,3.29416,7.57293,0.00000,6.00000,1.71991
white house,secretary,35.00000,11.42381,3.06378,7.55292,0.00000,10.00000,1.61531
doj,church,27.00000,8.23492,3.27872,7.50906,0.00000,14.00000,1.71313
trump,lake,30.00000,9.56191,3.13745,7.50835,0.00000,13.00000,1.64959
vance,view,21.00000,5.29308,3.96745,7.49728,0.00000,13.00000,1.98821
iran,hit,76.00000,36.62496,2.07509,7.44665,0.00000,18.00000,1.05317
democrats,platner,28.00000,8.45512,3.31160,7.44655,0.00000,15.00000,1.72753
gets,destroyed,24.00000,6.94885,3.45381,7.43812,0.00000,12.00000,1.78819
president,ceremony,44.00000,19.52329,2.25372,7.43500,0.00000,7.00000,1.17231
rep,act,24.00000,6.25454,3.83722,7.42384,0.00000,10.00000,1.94006
white house,shooting,34.00000,10.88024,3.12493,7.42000,0.00000,15.00000,1.64382
ice,raids,22.00000,6.34854,3.46536,7.40063,0.00000,13.00000,1.79301
epstein,andrew,25.00000,7.23694,3.45450,7.38324,0.00000,15.00000,1.78848
strait,announces,21.00000,5.09178,4.12430,7.37365,0.00000,7.00000,2.04415
court,win,29.00000,8.78836,3.29982,7.37337,0.00000,17.00000,1.72239
kirk,judge,24.00000,6.53733,3.67122,7.36507,0.00000,8.00000,1.87626
guilty,karmelo,32.00000,12.15050,2.63364,7.34054,0.00000,22.00000,1.39706
guthrie,expert,43.00000,18.05468,2.38165,7.33312,0.00000,7.00000,1.25196
guthrie,details,41.00000,17.38221,2.35873,7.32562,0.00000,8.00000,1.23801
massive,win,24.00000,6.34668,3.78151,7.32305,0.00000,14.00000,1.91896
trump,insurrection act,25.00000,7.89155,3.16795,7.31989,0.00000,15.00000,1.66355
ice,officer,22.00000,5.99328,3.67078,7.31614,0.00000,11.00000,1.87609
people,believe,20.00000,4.86534,4.11071,7.31416,0.00000,13.00000,2.03939
gop,dems,40.00000,13.91827,2.87392,7.28153,0.00000,9.00000,1.52302
trump,tariff,41.00000,17.23408,2.37901,7.27874,0.00000,17.00000,1.25036
charlie,candace,44.00000,19.33433,2.27574,7.27444,0.00000,22.00000,1.18634
epstein,released,23.00000,7.62126,3.01787,7.27423,0.00000,13.00000,1.59353
court,case,36.00000,12.15037,2.96287,7.27054,0.00000,16.00000,1.56700
election,arizona,23.00000,6.69133,3.43728,7.25847,0.00000,8.00000,1.78127
democrats,id,23.00000,6.16416,3.73124,7.24305,0.00000,13.00000,1.89966
trump,trade,65.00000,30.44330,2.13512,7.23278,0.00000,14.00000,1.09432
case,makes,22.00000,5.74558,3.82903,7.21336,0.00000,14.00000,1.93698
ice,protester,26.00000,8.70856,2.98557,7.21073,0.00000,11.00000,1.57801
supreme,victory,24.00000,6.68943,3.58775,7.20309,0.00000,10.00000,1.84308
lindsay clancy,lawyer,20.00000,5.84167,3.42368,7.20136,0.00000,6.00000,1.77555
iran,missiles,43.00000,17.31399,2.48354,7.19403,0.00000,15.00000,1.31240
ice,enforcement,24.00000,6.85159,3.50284,7.18924,0.00000,12.00000,1.80852
murder,tyler,27.00000,9.72709,2.77575,7.17370,0.00000,15.00000,1.47288
supreme court,win,24.00000,6.81647,3.52089,7.14667,0.00000,15.00000,1.81594
america,pass,26.00000,7.91810,3.28361,7.14273,0.00000,11.00000,1.71528
election,county,28.00000,8.90444,3.14450,7.13774,0.00000,7.00000,1.65283
trump,visit,42.00000,17.15416,2.44839,7.13122,0.00000,13.00000,1.29183
ice,clash,24.00000,6.75847,3.55110,7.12742,0.00000,8.00000,1.82826
people,don't,42.00000,15.40429,2.72651,7.12191,0.00000,14.00000,1.44706
trump,jinping,21.00000,5.98830,3.50684,7.11273,0.00000,9.00000,1.81017
trump,xi jinping,21.00000,5.98830,3.50684,7.11273,0.00000,9.00000,1.81017
charlie,preliminary,22.00000,6.78059,3.24456,7.09963,0.00000,6.00000,1.69802
judge,clancy,32.00000,11.28042,2.83677,7.09832,0.00000,12.00000,1.50425
white,event,43.00000,16.90082,2.54426,7.09174,0.00000,17.00000,1.34724
attack,fbi,27.00000,7.90985,3.41347,7.08927,0.00000,12.00000,1.77124
deal,announces,23.00000,6.19689,3.71154,7.06969,0.00000,10.00000,1.89202
case,fbi,43.00000,16.73684,2.56918,7.05638,0.00000,13.00000,1.36131
house,event,48.00000,19.86489,2.41632,7.05528,0.00000,17.00000,1.27281
iran,imminent,32.00000,12.46312,2.56757,7.05401,0.00000,11.00000,1.36041
minnesota,tom,22.00000,5.93347,3.70778,7.05305,0.00000,11.00000,1.89056
minneapolis,chaos,26.00000,7.84197,3.31549,7.05230,0.00000,14.00000,1.72922
karmelo anthony,austin,28.00000,11.28273,2.48167,7.04787,0.00000,14.00000,1.31131
charlie,year,24.00000,7.94135,3.02216,7.03898,0.00000,17.00000,1.59558
nancy guthrie,suspect,24.00000,7.56196,3.17378,7.02840,0.00000,8.00000,1.66620
ice,leftist,29.00000,9.64239,3.00755,7.02775,0.00000,16.00000,1.58859
war,world,65.00000,30.05749,2.16252,7.02413,0.00000,29.00000,1.11272
iran,collapse,55.00000,24.80039,2.21771,7.00089,0.00000,25.00000,1.14907
iran,unleashes,33.00000,11.62368,2.83903,6.98194,0.00000,8.00000,1.50540
anthony,austin,28.00000,11.39792,2.45659,6.94706,0.00000,14.00000,1.29666
case,defense,26.00000,7.63568,3.40507,6.94600,0.00000,8.00000,1.76768
iran,naval,25.00000,8.07936,3.09431,6.93129,0.00000,9.00000,1.62962
murder,robinson,29.00000,10.99725,2.63702,6.92110,0.00000,14.00000,1.39891
hegseth,operation,21.00000,5.93869,3.53614,6.91922,0.00000,6.00000,1.82217
iran,surrender,25.00000,8.26290,3.02557,6.91740,0.00000,13.00000,1.59721
iran,bessent,34.00000,11.99347,2.83488,6.90184,0.00000,10.00000,1.50329
murder,tyler robinson,26.00000,9.59067,2.71097,6.89098,0.00000,14.00000,1.43881
iran,missile,68.00000,33.61595,2.02285,6.88933,0.00000,16.00000,1.01639
judge,charlie kirk,20.00000,5.26359,3.79968,6.88458,0.00000,8.00000,1.92588
white,secretary,35.00000,12.51820,2.79593,6.86936,0.00000,10.00000,1.48333
kirk,evidence,31.00000,10.87262,2.85120,6.86570,0.00000,15.00000,1.51157
trump,backs,35.00000,13.30900,2.62980,6.85552,0.00000,11.00000,1.39495
iran,bombing,28.00000,9.81867,2.85171,6.84825,0.00000,12.00000,1.51183
epstein,bombshell,21.00000,6.12027,3.43122,6.84675,0.00000,12.00000,1.77872
trump,pushes,61.00000,29.21717,2.08781,6.84278,0.00000,16.00000,1.06199
court,major,40.00000,15.37924,2.60091,6.83567,0.00000,14.00000,1.37902
iran,updates,40.00000,16.43395,2.43399,6.82104,0.00000,13.00000,1.28332
says,needs,22.00000,6.20028,3.54823,6.81486,0.00000,9.00000,1.82710
hormuz,announces,21.00000,5.61501,3.73998,6.81191,0.00000,7.00000,1.90303
kirk,year,23.00000,7.72354,2.97791,6.76994,0.00000,17.00000,1.57430
iran,retaliation,23.00000,7.44812,3.08803,6.76866,0.00000,10.00000,1.62669
president,office,28.00000,10.29332,2.72021,6.76508,0.00000,9.00000,1.44372
court,appeal,22.00000,6.72274,3.27248,6.76452,0.00000,5.00000,1.71038
trump,moves,52.00000,24.40021,2.13113,6.74683,0.00000,20.00000,1.09162
kirk,defense,24.00000,7.09556,3.38240,6.74424,0.00000,13.00000,1.75805
nyc,city,20.00000,5.62760,3.55391,6.74196,0.00000,8.00000,1.82941
election,la,20.00000,5.61538,3.56165,6.73854,0.00000,13.00000,1.83255
trump,term,29.00000,10.67818,2.71582,6.73559,0.00000,13.00000,1.44139
charlie kirk,defense,21.00000,5.76651,3.64172,6.73165,0.00000,10.00000,1.86462
supreme,win,24.00000,7.35986,3.26093,6.72508,0.00000,15.00000,1.70528
senate,primary,24.00000,7.06016,3.39936,6.71713,0.00000,10.00000,1.76526
election,probe,20.00000,5.64214,3.54475,6.70751,0.00000,7.00000,1.82569
democrats,gop,48.00000,20.32320,2.36183,6.68004,0.00000,15.00000,1.23991
election,fulton,28.00000,9.70339,2.88559,6.67433,0.00000,7.00000,1.52887
plan,mamdani,27.00000,8.53968,3.16171,6.66998,0.00000,15.00000,1.66071
ice,woman,49.00000,21.99685,2.22759,6.63025,0.00000,22.00000,1.15548
china,threat,22.00000,6.26047,3.51411,6.62621,0.00000,8.00000,1.81316
iran,weapons,30.00000,10.99116,2.72947,6.62154,0.00000,12.00000,1.44862
vance,rubio,20.00000,5.44336,3.67420,6.61405,0.00000,8.00000,1.87743
investigation,nancy guthrie,23.00000,7.86212,2.92542,6.60866,0.00000,7.00000,1.54864
tim walz,somali,22.00000,6.69519,3.28594,6.60266,0.00000,11.00000,1.71631
deal,talks,30.00000,10.05830,2.98261,6.59766,0.00000,7.00000,1.57658
trump,union address,23.00000,7.96427,2.88790,6.57168,0.00000,17.00000,1.53002
says,regime,43.00000,17.31522,2.48336,6.56198,0.00000,6.00000,1.31230
iran,continue,37.00000,14.83772,2.49365,6.53271,0.00000,10.00000,1.31826
trump,roundtable,34.00000,14.24969,2.38602,6.52725,0.00000,5.00000,1.25460
democrats,voter,29.00000,9.86642,2.93926,6.52449,0.00000,15.00000,1.55545
cnn,reporter,21.00000,6.04066,3.47644,6.51467,0.00000,9.00000,1.79761
debate,andrew,23.00000,7.67284,2.99758,6.49675,0.00000,14.00000,1.58380
host,view,25.00000,8.22210,3.04059,6.49434,0.00000,5.00000,1.60435
court,trans,21.00000,6.18613,3.39469,6.49123,0.00000,8.00000,1.76328
charlie kirk,candace owens,31.00000,12.69803,2.44132,6.48897,0.00000,17.00000,1.28766
walz,somali,25.00000,8.25966,3.02676,6.48577,0.00000,11.00000,1.59777
iran,navy,57.00000,27.54843,2.06908,6.47957,0.00000,15.00000,1.04899
minnesota,nick,20.00000,5.85986,3.41305,6.46789,0.00000,13.00000,1.77106
guthrie,plea,21.00000,7.05655,2.97596,6.46590,0.00000,6.00000,1.57335
democrats,win,30.00000,10.36556,2.89420,6.44035,0.00000,15.00000,1.53316
republicans,act,21.00000,6.14466,3.41760,6.42574,0.00000,8.00000,1.77299
election,win,32.00000,11.89140,2.69102,6.42127,0.00000,13.00000,1.42815
fbi,search,20.00000,5.70308,3.50688,6.41268,0.00000,9.00000,1.81019
nancy,suspect,24.00000,8.28599,2.89645,6.41094,0.00000,8.00000,1.53429
israel,iranian,40.00000,15.95056,2.50775,6.40900,0.00000,9.00000,1.32639
tucker,megyn,29.00000,11.08751,2.61556,6.39794,0.00000,13.00000,1.38712
minneapolis,anti-ice,44.00000,21.14140,2.08122,6.38117,0.00000,13.00000,1.05743
america,future,41.00000,16.85171,2.43299,6.36527,0.00000,20.00000,1.28273
election,spencer pratt,24.00000,8.02947,2.98899,6.33585,0.00000,13.00000,1.57966
black,history,27.00000,10.54121,2.56138,6.33162,0.00000,17.00000,1.35692
democrats,panic,42.00000,18.13786,2.31560,6.32110,0.00000,10.00000,1.21139
china,warns,25.00000,7.90641,3.16199,6.31934,0.00000,7.00000,1.66083
charlie kirk,candace,36.00000,16.25367,2.21489,6.29623,0.00000,19.00000,1.14723
guthrie,agent,29.00000,11.76159,2.46565,6.29179,0.00000,6.00000,1.30197
greenland,davos,33.00000,13.29427,2.48227,6.28520,0.00000,11.00000,1.31166
year,charlie kirk,21.00000,7.31853,2.86943,6.28217,0.00000,16.00000,1.52076
military,operation,22.00000,6.57843,3.34426,6.27469,0.00000,9.00000,1.74169
iranian,leader,24.00000,7.51592,3.19322,6.26791,0.00000,5.00000,1.67501
iran,declares,36.00000,15.03745,2.39402,6.25117,0.00000,16.00000,1.25944
major,supreme court,31.00000,11.46394,2.70413,6.24685,0.00000,13.00000,1.43517
black,racism,38.00000,17.22333,2.20631,6.24568,0.00000,7.00000,1.14164
election,fulton county,23.00000,7.64298,3.00930,6.23937,0.00000,7.00000,1.58943
election,pratt,25.00000,8.75944,2.85406,6.20109,0.00000,14.00000,1.51302
goes,wrong,21.00000,6.37167,3.29584,6.19716,0.00000,9.00000,1.72065
trump,turkey,26.00000,9.76649,2.66216,6.17998,0.00000,9.00000,1.41260
protest,minnesota,22.00000,6.83885,3.21691,6.16925,0.00000,9.00000,1.68568
judge,charlie,20.00000,6.04651,3.30769,6.16640,0.00000,8.00000,1.72583
trump,medal of honor,33.00000,14.29287,2.30884,6.16502,0.00000,7.00000,1.20717
charlie kirk,owens,32.00000,13.69471,2.33667,6.14824,0.00000,18.00000,1.22445
war,canada,31.00000,11.65428,2.65997,6.14596,0.00000,15.00000,1.41141
election,spencer,24.00000,8.26843,2.90261,6.14031,0.00000,13.00000,1.53735
mamdani,socialist,30.00000,10.95913,2.73744,6.13912,0.00000,13.00000,1.45283
police,minneapolis,20.00000,6.04738,3.30722,6.13754,0.00000,13.00000,1.72562
democrats,midterms,27.00000,9.76656,2.76454,6.12129,0.00000,14.00000,1.46704
state,secretary,22.00000,6.85307,3.21024,6.12066,0.00000,9.00000,1.68268
major,supreme,33.00000,12.72120,2.59409,6.12008,0.00000,13.00000,1.37523
president,jd vance,27.00000,9.78439,2.75950,6.11689,0.00000,10.00000,1.46441
debate,owens,31.00000,14.05381,2.20581,6.10245,0.00000,16.00000,1.14131
iran,mou,25.00000,9.95058,2.51242,6.10035,0.00000,12.00000,1.32908
house,secretary,36.00000,14.51171,2.48075,6.08785,0.00000,10.00000,1.31078
ice,shot,25.00000,8.77950,2.84754,6.07070,0.00000,14.00000,1.50972
deal,big,22.00000,6.75197,3.25831,6.06610,0.00000,12.00000,1.70412
don't,country,23.00000,7.35616,3.12663,6.03008,0.00000,8.00000,1.64461
charlie,defense,21.00000,6.55606,3.20315,6.02589,0.00000,10.00000,1.67949
president,jd,27.00000,9.95305,2.71274,5.99934,0.00000,10.00000,1.43975
democrats,shutdown,20.00000,6.15652,3.24859,5.94473,0.00000,11.00000,1.69981
president,union,23.00000,8.65530,2.65733,5.94348,0.00000,11.00000,1.40998
trump,signing,23.00000,9.41456,2.44303,5.92412,0.00000,7.00000,1.28867
debate,candace owens,30.00000,13.82402,2.17014,5.91040,0.00000,16.00000,1.11779
shooting,update,23.00000,7.89116,2.91465,5.89018,0.00000,11.00000,1.54332
war,putin,22.00000,7.69648,2.85845,5.88029,0.00000,7.00000,1.51523
gop,dhs,25.00000,8.56542,2.91871,5.87327,0.00000,6.00000,1.54533
