creator,genre,predictor,coef_per_sd,se_hc3,p,n,r2,r2_adj,n_topic_dummies,group,organisation,clipper,subscribers
@LIVESNEAKO,videos,F5,-0.047395802457322694,0.02657744575463387,0.07453599117013342,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F6,0.026864664844523878,0.04007658547689039,0.5026454224736749,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F7,-0.03290716731234253,0.0307574464625616,0.2846676112286768,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F8,-5.907925076936715e-05,0.03877461922398838,0.9987842974410276,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F9,0.02105924691916644,0.03274901097793608,0.5201917476218806,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F10,0.0007168878663472711,0.031087383721228896,0.9816020841926008,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F11,-0.10936344407271781,0.04092651065388901,0.007535779343812758,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,F12,-0.02488475324392268,0.039433478347363146,0.5280035754842675,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,curiosity_gap,0.0013689943994742715,0.03667372176275457,0.9702226603388474,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,outrage,-0.04027316236284789,0.034538125197463916,0.2435944473146543,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LIVESNEAKO,videos,n_tokens,0.12263631324433483,0.0424561767035243,0.003870362900540812,479,0.1805634312714064,0.10572904143317863,17,neutral,SNEAKO,False,1010000.0
@LegalAFMTN,videos,F1,-0.07043242733479421,0.023330120732424162,0.0025365384886528787,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F2,0.01842945219939058,0.021178582583251934,0.38419499526464784,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F3,0.07686041721664524,0.023685407547223956,0.001174285148378475,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F4,0.0032457616453239885,0.025375441230490382,0.8982205415821937,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F5,-0.06349741312873786,0.020918308567977405,0.0024014150730864376,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F6,0.10653996302390975,0.02224551758033513,1.673826443459668e-06,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F7,-0.0016689344810869589,0.02314161286016054,0.9425077386986567,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F8,-0.02928140379761275,0.022223996192760984,0.18765165585264953,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F9,-0.013910265793598109,0.02436244877343051,0.5680189099253405,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F10,0.007036165050130258,0.021617154220702796,0.7448103365148726,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F11,0.020281602946788324,0.025385553799845407,0.4243236367468012,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,F12,-0.017415754005685832,0.021835195565183037,0.4251025972573853,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,curiosity_gap,0.009851467898497085,0.018564567615339252,0.5956546167449716,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,outrage,0.026334404526659916,0.025762843068486672,0.3066931140178156,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,humor,-0.000691497571832303,0.02378468296803756,0.9768061856851425,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalAFMTN,videos,n_tokens,0.23368045378683855,0.025101601314156133,1.285754741509906e-20,2468,0.25531202011087617,0.23164146951632436,52,left,MeidasTouch Network,False,1230000.0
@LegalEagle,videos,F1,-0.13438932388341554,0.08715977313252836,0.12310439409999759,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F2,0.04455215354933206,0.0969086630880908,0.6457075601021997,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F3,0.034703729642507675,0.06752388581705857,0.6072887241380744,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F4,-0.0022050572805509816,0.13257977407628738,0.9867302530735099,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F5,-0.0007829929618941578,0.10969288730085501,0.9943047110375107,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F6,0.11494805726160506,0.09483198584131321,0.22546519543203658,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F7,-0.07483950333378875,0.09441092650478576,0.42795286553115464,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F8,-0.06552860179037667,0.0811242631313866,0.4192311194212591,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F9,0.07516600639837934,0.10886097615164257,0.48989423329796855,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F10,-0.04466503741798222,0.09943939996140927,0.6533101721637293,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F11,0.15364317391502724,0.09430614355143106,0.10327157372914761,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,F12,-0.0019824634585275114,0.09142901144547026,0.9827007530480771,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,outrage,-0.05656910472476151,0.0883700014663454,0.5220820863526754,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,humor,0.16608625689053036,6.245940852536228,0.9787858950248196,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LegalEagle,videos,n_tokens,-0.027170437512435197,0.0937849363093999,0.7720380758947245,105,0.2960946583508206,0.04927070738292649,4,left,LegalEagle,False,3950000.0
@LiberalHivemind,videos,F1,0.01261277188774046,0.019212159396348908,0.511502827659092,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F2,0.01391458876192965,0.01926222795719165,0.47006277740297286,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F3,-0.0024700810356593217,0.019611112620011643,0.8997690251111475,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F4,0.017406195051572954,0.021689342027215956,0.42225051017749005,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F5,0.004893721427434543,0.019681277494729116,0.8036326377135247,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F6,0.036877995292797894,0.024649695478266287,0.13463197524376122,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F7,-0.009831877577691606,0.022491763839496852,0.6620153676929419,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F8,0.03451890017312731,0.019021356933785098,0.06956320486748394,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F9,-0.021799528308373284,0.019376239056268736,0.2605614931857575,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F10,-0.03337758034084515,0.020656350398255852,0.10612657489840809,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F11,0.04079578176280302,0.021639188648565923,0.059392966639580096,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,F12,-0.007198093982384163,0.021953731521895958,0.7430056857684673,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,curiosity_gap,0.025259209380192243,0.01866374839539828,0.1759331415600689,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,outrage,-0.017767473983630988,0.018539466868177763,0.3378815159635117,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LiberalHivemind,videos,n_tokens,-0.01279893220234854,0.021786248232182025,0.5568830094059292,846,0.22031769238388732,0.16179192120150743,36,right,Liberal Hivemind,False,1750000.0
@LukeBeasley,streams,F1,-0.005057040721599737,0.03919459300656706,0.8973387076892722,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F2,-0.07769090957241986,0.04036763469103779,0.054281404896994276,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F3,0.058132930993247456,0.03671609876766955,0.11335104409331002,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F4,0.0055465327733627,0.03901559998603101,0.8869521062443515,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F5,0.031910217036830835,0.0429804947467539,0.4578239130680405,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F6,0.01958469405447033,0.03497648978113501,0.5755211758220982,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F7,-0.043815622957069755,0.03862149528937531,0.256589904430206,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F8,-0.10497542759232906,0.037537135665052665,0.005164736931086719,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F9,-0.026301501322191556,0.04232916116574367,0.5343650571654226,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F10,0.01729655601702465,0.03744159531703626,0.6441093036148116,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F11,0.0020009230379249843,0.040420985148277994,0.960519175741018,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,F12,-0.050422881797963726,0.0307183392600376,0.10070225661059119,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,curiosity_gap,0.07378011811341245,0.03959329172141194,0.06239898573745087,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,outrage,0.011406889198351422,0.039685864869689544,0.7737834585901269,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,streams,n_tokens,-0.023024722603989578,0.045419873460447034,0.6122035311796747,155,0.4358464295287684,0.29935766247927686,8,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F1,-0.02261252116612289,0.03086351124102891,0.463764620133994,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F2,0.018777170556591005,0.028124498019750994,0.5043604510110025,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F3,-0.019717903589064056,0.03073472763630704,0.5211645807185704,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F4,0.009762275056100722,0.031756170196256664,0.7585286627347527,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F5,0.006142548429710765,0.027812158725258062,0.8252027020454356,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F6,0.0037319063612918785,0.030741690681233672,0.9033776921107679,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F7,0.007909880552587123,0.02969724976132462,0.7899692001096209,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F8,0.015277140762066647,0.030633105554377302,0.6179812907715507,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F9,-0.003806619658592976,0.03034709076191073,0.9001783375967889,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F10,0.013103159879505472,0.03113590185007939,0.6738736341609597,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F11,0.01788946892463611,0.0319241032525138,0.5752236895208203,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,F12,-0.00496022349160629,0.02769514365353468,0.8578585224659655,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,curiosity_gap,0.017931830566595502,0.027882585994609684,0.5201466600148262,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,outrage,0.03326843437183469,0.028981929323305265,0.2510087413019195,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,humor,0.012623878317606751,0.010658271745638362,0.23624654649789079,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@LukeBeasley,videos,n_tokens,0.17105601999722161,0.03447053173183808,6.96331038678006e-07,1060,0.18829915441838785,0.13434924927399072,42,left,Luke Beasley,False,1580000.0
@MLChristiansen,videos,F1,-0.017229665254740234,0.13629384409996512,0.8994029705998738,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F2,0.1869142375671614,0.10955221548946528,0.0879772242066946,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F3,-0.14138262505015425,0.10495776642270392,0.1779663826859731,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F4,0.0634169260644486,0.13629955278521844,0.641733738831896,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F5,0.02796255244036555,0.089850381067361,0.7556391594288919,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F6,-0.22554629735873044,0.09858240298865817,0.022143571286438565,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F7,0.06139878876704341,0.11735841673879759,0.6008536683389585,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F8,-0.08353695919999912,0.12121796711106726,0.4907309689659205,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F9,-0.11416880801171406,0.1466228416724942,0.43618217024991324,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F10,0.02374071928850141,0.08526804749451287,0.7806864622673504,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F11,-0.0021520558724474337,0.12942709922456935,0.9867337439696863,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,F12,0.062401561350377055,0.11568486573179251,0.5896040544732997,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,outrage,0.30677439538170753,0.09259490915113795,0.000922743903005727,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MLChristiansen,videos,n_tokens,0.09998484396305143,0.15278416490705615,0.5128419660582371,118,0.534158719808927,0.3944063357516051,5,right,Matt Christiansen,False,251000.0
@MattWalsh,videos,F1,-0.1287505638698394,0.05382553808289571,0.016756946898771226,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F2,0.12507922925277165,0.054666515071555,0.022135132047235648,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F3,0.01639502717667808,0.048495332614710625,0.7353071730282968,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F4,0.022448979747921705,0.08105324832677388,0.7818063480903475,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F5,0.01452735600719457,0.06777582431476702,0.8302786388698729,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F6,-0.022237409845414446,0.06021383503045643,0.7118986724742057,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F7,-0.07788734344251788,0.059076932513907554,0.18736799333151266,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F8,-0.03148673587494866,0.06044951390100229,0.6024527534344724,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F9,-0.0007188620693469872,0.05671964084233774,0.9898879191930433,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F10,-0.050317993557705054,0.05455635588609955,0.3563657432252184,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F11,-0.0004316277869637619,0.057430100314933175,0.9940033901528046,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,F12,-0.058207818374965914,0.05583588121650552,0.2971889532383015,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,curiosity_gap,-0.05484605001760029,0.06552543568733253,0.4025817564314915,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,outrage,-0.0009935915977341558,0.06026662301661893,0.9868461937342917,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MattWalsh,videos,n_tokens,0.02566782452774541,0.05800637416709915,0.6581273809242805,263,0.29634874009035683,0.16580710363653162,18,right,Daily Wire,False,3460000.0
@MegynKelly,videos,F1,-0.1683946504425143,0.0318064023418864,1.1943176535262265e-07,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F2,-0.013985940515662348,0.024362808408947785,0.5659209029322783,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F3,-0.011884875796378452,0.02588627032501209,0.646148789520014,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F4,0.044892131046793626,0.027936538047834636,0.1080691751398805,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F5,-0.08500405783917456,0.026075975668695944,0.001114668012888598,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F6,0.09839347360363854,0.027137023612684302,0.0002880660558005316,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F7,-0.00856889395555993,0.024735965962644706,0.7290313305363567,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F8,-0.10223525259198049,0.027708632988721334,0.00022455976730650746,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F9,-0.044614898564920624,0.026095995648535545,0.08733146745855565,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F10,0.014659246099243961,0.02599089329394842,0.5727441223142631,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F11,0.11837920465320197,0.03235319544767348,0.00025323607543836535,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,F12,-0.023264925572317522,0.025228487681586143,0.3564405064552254,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,curiosity_gap,0.05333535281077158,0.025597955943446007,0.0371985166708036,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,outrage,0.06908437910494213,0.024989123359750683,0.005699648965792623,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,humor,-0.0023410882764003244,0.025341287792133432,0.9263942446160848,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MegynKelly,videos,n_tokens,-0.07721890987459325,0.03439854450310602,0.024779001001017556,1647,0.37965313306122817,0.3343605326067677,88,right,Megyn Kelly,False,4150000.0
@MeidasTouch,streams,F1,-0.03752280545256337,0.044945205561546124,0.40379840370982545,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F2,0.009533390167608208,0.04743497501235878,0.8407157145607045,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F3,0.1433922951082076,0.05012628107739599,0.004228120977193661,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F4,0.09502026865872218,0.03941058159387899,0.015907347206127815,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F5,-0.023087164521700912,0.04188067644505313,0.58145508112968,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F6,-0.018555488303225565,0.04548795568556193,0.6833317404214498,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F7,0.09282249990720548,0.050579120094564244,0.06647694345011038,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F8,-0.026016454921260472,0.03562240766523376,0.465182628952279,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F9,-0.11057563120654566,0.05124431086379986,0.03094238732709974,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F10,-0.054595812201584604,0.03913239484143891,0.16296867314545105,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F11,0.133234590235512,0.04874424283402054,0.006269557009604639,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,F12,0.03062837830015728,0.04534138718140991,0.4993543517154926,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,curiosity_gap,-0.023247423640804316,0.010824079539285361,0.031733570981651076,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,outrage,0.10280655072504324,0.05049376805213727,0.04174789142776382,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,streams,n_tokens,-0.005016126264289045,0.048250051857646095,0.9172002551594519,627,0.3395134827910531,0.2895797942048097,21,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F1,-0.05140240165410039,0.014894838129128373,0.0005584697689335427,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F2,0.05556802832957927,0.014953801178973509,0.00020241747531253695,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F3,0.024962827999205794,0.015782420244851388,0.11372134479447313,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F4,0.03577954031107314,0.01923459701039929,0.06286206636097978,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F5,0.05559440250190613,0.017697049728117767,0.0016811332805408323,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F6,-0.012381510964226655,0.015934407361413647,0.4371411297347736,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F7,0.007987448875892561,0.016177339346543654,0.6214876574360186,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F8,0.09313345001946496,0.013097459612068166,1.1537004303539975e-12,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F9,-0.040973200327911935,0.021389219689092687,0.05541596351830181,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F10,-0.07491274644160147,0.016848010426947214,8.732724661937936e-06,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F11,0.05901003548600542,0.01779478334207957,0.0009126931107626059,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,F12,-0.020126928529209304,0.016191377160134485,0.21384401214380566,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,curiosity_gap,0.010434289050341595,0.012289580412132097,0.39586158413711947,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,outrage,0.037435503853026936,0.01677616872633115,0.025650065320210226,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MeidasTouch,videos,n_tokens,0.0019918391224408583,0.01599043546954147,0.9008684074483642,3406,0.17679815481271233,0.15623049883723228,60,left,MeidasTouch Network,False,6470000.0
@MichaelKnowles,videos,F1,-0.1642882712788271,0.050269692737810165,0.0010825773241485504,472,0.185309013996093,0.08855236482698292,26,right,Daily Wire,False,2610000.0
@MichaelKnowles,videos,F2,0.060841470126748044,0.044599589747853136,0.1725137306316482,472,0.185309013996093,0.08855236482698292,26,right,Daily Wire,False,2610000.0
