creator,genre,predictor,coef_per_sd,se_hc3,p,n,r2,r2_adj,n_topic_dummies,group,organisation,clipper,subscribers
@AndrewKlavan,videos,F1,0.11002612432058045,0.1039602256158017,0.2898966966907567,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F2,-0.012425755094308912,0.09123787073095824,0.8916704783595456,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F3,-0.16986256248044007,0.10189243115003827,0.09549902847197912,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F4,0.18124472636856348,0.07718257407084478,0.018861366515614705,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F5,-0.06158456940515711,0.08342574900813521,0.4603952426079334,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F6,-0.07038714115433806,0.11313827698102617,0.5338539206110433,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F7,-0.03713085294912871,0.08904030874919971,0.6766698298970651,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F8,-0.08431621453504463,0.13022738843522677,0.517338300808496,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F9,0.02104198959005199,0.08255375145717636,0.7988093336227128,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F10,0.08206034834472653,0.06226435330307615,0.18752552695050861,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F11,0.06228188005125335,0.11165485980319122,0.5769760741294082,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,F12,-0.056663136471468034,0.10182215161535213,0.5778750741515993,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,curiosity_gap,0.014829955860003574,0.10719340469671391,0.8899656666400678,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,outrage,-0.007628693396917519,0.09408070474856373,0.9353730068170502,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,humor,0.08573926020611368,0.09624220915158506,0.37299912064428453,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AndrewKlavan,videos,n_tokens,-0.2980631185262681,0.11286459396870441,0.00826882568496194,196,0.37452368975053896,0.24243552485313724,10,right,Daily Wire,False,813000.0
@AnthonyBrianLogan,videos,F1,0.0022982429254702064,0.06881647843503191,0.9733582453851759,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F2,-0.06804586280037965,0.05482251545225448,0.21453081973018406,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F3,-0.12588670024754248,0.08252119782394693,0.12713258225852933,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F4,-0.04536659677194281,0.052581834008466305,0.38825799791374693,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F5,-0.05228626258006952,0.04716404447357922,0.26760092166702076,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F6,0.045228067992209325,0.05559283792046578,0.41589748567678697,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F7,0.01717716464618535,0.05049046235997743,0.7337013044730774,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F8,-0.07415964105381734,0.05148822670240429,0.14977623542512472,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F9,-0.001327551789740422,0.05455253936037893,0.9805851652188377,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F10,0.06130547951958207,0.06387068621114465,0.3371370077460212,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F11,0.011910230008484735,0.07121896743477024,0.8671859638157926,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,F12,-0.054304587060711895,0.056787309113271595,0.33893062164717636,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,curiosity_gap,0.06338008476371995,0.0635460908971719,0.3185763950791499,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,outrage,0.07787685010810758,0.06181230125368651,0.20770817180566348,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AnthonyBrianLogan,videos,n_tokens,0.1698484789984292,0.07195070347316482,0.018244271486972427,248,0.5429690427028793,0.4624445407029104,14,right,Anthony Brian Logan,False,1080000.0
@AsmonTV,videos,F1,-0.0020547655646671326,0.018758911405512158,0.912777815929072,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F2,0.0025614257101181093,0.017038264001390583,0.8805013259186132,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F3,0.015931051551261205,0.018406045678325562,0.38674596523896687,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F4,0.0287011946086439,0.018192826013026735,0.11465510268767908,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F5,0.010356486913579155,0.018756406073455755,0.5808405728227654,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F6,-0.044528973308576913,0.020561066914076068,0.030334599934645254,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F7,0.04181451946856485,0.019862197391672567,0.03527117965919156,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
@AsmonTV,videos,F8,-0.010688704813011589,0.01988740940409274,0.5909492913192016,875,0.15431014552336275,0.10516594090486575,24,right,Asmongold,True,4690000.0
