left_creator,right_creator,distance,distance_percentile_all_pairs
@SMN,@HangOutwithSeanHannity,2.8394615188315258,13.511904761904761
@GlennKirschner2,@JillianMichaels,2.839637728307954,13.515873015873018
@FarronBalanced,@MrTariqNasheed,2.8405830855665575,13.527777777777777
@GlennKirschner2,@AndrewKlavan,2.840805916282536,13.535714285714286
@DemocracyDocket,@HangOutwithSeanHannity,2.84146767965286,13.543650793650794
@usefulidiots,@MichaelKnowles,2.8415452502507503,13.547619047619047
@Vaush,@Timcast,2.8419908216598184,13.555555555555557
@JackCocchiarellaShow,@MrTariqNasheed,2.8425097055660036,13.567460317460316
@DropSiteNews,@ZubyMusic,2.8436478224786486,13.583333333333334
@TheRealTabithaSpeaks,@AlexStein99,2.843822586047647,13.59126984126984
@rolandsmartin,@RedactedNews,2.8439304673926014,13.595238095238097
@SMN,@TomiLahrenIsFearless,2.8449170873310368,13.59920634920635
@Vaush,@JillianMichaels,2.845713286097076,13.607142857142856
@TheRealTabithaSpeaks,@nypost,2.846028215265058,13.61111111111111
@TheDonLemonShow,@ColemanHughesOfficial,2.8460549030031643,13.615079365079366
@TheDonLemonShow,@FreshFitMiami,2.8464231642637077,13.623015873015873
@rolandsmartin,@SaltyCracker,2.846827614456295,13.63888888888889
@breakingpoints,@TheOfficerTatum,2.8469938915973194,13.646825396825395
@DueDissidence,@TheAdamCarollaShow1,2.8475027154054127,13.654761904761905
@TheMajorityReport,@CamHigby,2.8484285018806372,13.662698412698413
@thomhartmann,@FreshFitMiami,2.849550185244633,13.694444444444445
https://rumble.com/c/GGreenwald,@HangOutwithSeanHannity,2.849792073251157,13.6984126984127
@OwenReport,@MyronGainesX,2.8499775849549227,13.702380952380953
@FarronBalanced,@ZubyMusic,2.85024085435892,13.710317460317462
@BadEmpanadaLive,@ActualJusticeWarrior,2.8518009128344532,13.730158730158731
@TheRealTabithaSpeaks,@MrTariqNasheed,2.8518085672461218,13.734126984126984
@underthedesknews,@MLChristiansen,2.8523583989199817,13.738095238095237
@thomhartmann,@JesseKellyDC,2.8526190268530085,13.742063492063492
@OwenReport,@ZubyMusic,2.8528357944071083,13.750000000000002
@TheAtlantic,@AlexStein99,2.8529301844430455,13.757936507936508
@underthedesknews,@JustPearlyThings,2.8530237906296896,13.761904761904761
@therationalnational,@RubinReport,2.853254524680859,13.765873015873014
@podsaveamerica,@RileyGaines,2.854376791838941,13.785714285714285
@samharrisorg,@marklevinshow,2.8544772428829157,13.789682539682541
@Politicon,@JesseKellyDC,2.8546475264677063,13.793650793650794
@NYTPodcasts,@marklevinshow,2.855345385508408,13.805555555555554
@therationalnational,@TheBrianKilmeadeShow,2.8554795487034537,13.80952380952381
@underthedesknews,@JillianMichaels,2.8558129425253633,13.821428571428571
https://rumble.com/c/GGreenwald,@chicksonright,2.8571476364529316,13.84126984126984
@judgingfreedom,@SaltyCracker,2.8572710802612358,13.84920634920635
@podsaveamerica,@ActualJusticeWarrior,2.857613687648572,13.853174603174603
@BreakThroughNews,@winston_marshall,2.8579322039333968,13.865079365079366
@samharrisorg,@ZubyMusic,2.8586782816973653,13.873015873015873
@DoubleDownNews,@DrSteveTurleyTV,2.8608038333021453,13.92063492063492
@SMN,@ThePodcastoftheLotusEaters,2.860905915981875,13.924603174603176
@Politicon,@morebridgetphetasy,2.8618666107563038,13.94047619047619
@rolandsmartin,@chicksonright,2.862404284752531,13.952380952380953
@rolandsmartin,@winston_marshall,2.862544772119866,13.960317460317459
@EzraKleinShow,@nationalreview,2.864322571540618,13.984126984126984
@TheAtlantic,@bbrettcooper,2.8646195576324316,14.000000000000002
@rolandsmartin,@MichaelKnowles,2.865327189181017,14.01984126984127
@dollemore,@MichaelKnowles,2.86581590807329,14.023809523809524
@EzraKleinShow,@MichaelKnowles,2.866341466396469,14.039682539682541
@TheMajorityReport,@ZubyMusic,2.8663757921188187,14.043650793650794
@Forthepeoplepodcast305,@morebridgetphetasy,2.8665298209083905,14.047619047619047
@Vaush,@Styxhexenhammer666,2.8666092346788044,14.0515873015873
@chriscuomo,@AlexStein99,2.867043223600102,14.055555555555554
@NYTPodcasts,@glennbeck,2.8673815920816645,14.05952380952381
@TheHumanistReport,@BlazeTV,2.867515283079913,14.063492063492063
@chriscuomo,@glennbeck,2.8680849720032646,14.071428571428571
@dollemore,@MLChristiansen,2.8691373110293004,14.087301587301587
@Forthepeoplepodcast305,@DarkHorsePod,2.8693615788671076,14.09126984126984
@DropSiteNews,@AndrewKlavan,2.8694605859827442,14.095238095238095
@adammockler,@GrahamAllen,2.8695857971389587,14.09920634920635
@rolandsmartin,@MegynKelly,2.8697580930937345,14.107142857142858
@usefulidiots,@fightbackpodcast,2.869861399302674,14.11904761904762
@TheRealTabithaSpeaks,@TheAmalaEkpunobi,2.8699756495506428,14.126984126984127
@deanwithrs,@ChadPrather1,2.8700539934204987,14.13095238095238
@usefulidiots,@nypost,2.870213941043843,14.134920634920633
@TheAtlantic,@lizwheeler,2.8707535310958874,14.142857142857142
@JamarlThomas,@TomiLahrenIsFearless,2.871276680525418,14.15079365079365
@PiscoLitty,@AnthonyBrianLogan,2.8718177265377816,14.166666666666666
@DemocracyNow,@TheBrianKilmeadeShow,2.87307844775114,14.178571428571429
@chriscuomo,@HangOutwithSeanHannity,2.873693022889759,14.19047619047619
@TheRealTabithaSpeaks,@AndrewKlavan,2.8759560004629154,14.218253968253968
@EzraKleinShow,@winston_marshall,2.876459437842871,14.222222222222221
@bulwarkmedia,@fightbackpodcast,2.876643504345878,14.226190476190476
@SMN,@lizwheeler,2.8766974163573087,14.23015873015873
@LeejaMiller,@CamHigby,2.8768747772958836,14.249999999999998
@fastpoliticspodcast,@TheAdamCarollaShow1,2.876916042569243,14.253968253968255
@adammockler,@SaltyCracker,2.8770138643763663,14.257936507936508
@thedavidpakmanshow,@FoxNews,2.877270414750584,14.265873015873016
@TheDonLemonShow,@glennbeck,2.8778989236844774,14.277777777777779
@TheRealTabithaSpeaks,@TomiLahrenIsFearless,2.878794085022822,14.293650793650794
@TheMajorityReport,@JillianMichaels,2.8789963128259966,14.305555555555555
@Politicon,@nypost,2.8791012239286586,14.30952380952381
@TheHumanistReport,@TomiLahrenIsFearless,2.8791514033096663,14.313492063492065
@DueDissidence,@winston_marshall,2.8793326149226615,14.317460317460318
@NYTPodcasts,@oann,2.8796107485210194,14.321428571428571
@OwenJonesTalks,@ThePodcastoftheLotusEaters,2.8821568499772763,14.345238095238095
@TheRealTabithaSpeaks,@DarkHorsePod,2.8837546005151307,14.376984126984127
@lovettorleaveitpodcast,@clayandbuck,2.885535421248253,14.404761904761903
@JackCocchiarellaShow,@ZubyMusic,2.886246437556368,14.40873015873016
@DropSiteNews,https://rumble.com/c/TheAlexJonesShowLive,2.8863708557361387,14.412698412698413
@TheRealTabithaSpeaks,@StevenCrowder,2.886784579152808,14.432539682539684
@destiny,@DarkHorsePod,2.8871421360135723,14.436507936507937
@LegalEagle,@bbrettcooper,2.8878275034853487,14.456349206349206
@Xanderhal,@AnthonyBrianLogan,2.888348516364559,14.464285714285715
@thomhartmann,@OfficialSaharTV,2.889092409237076,14.48015873015873
@DemocracyDocket,@fightbackpodcast,2.8894946707770006,14.488095238095239
@samharrisorg,@clayandbuck,2.889647061333218,14.492063492063492
@TheJoyReidShow,@ZubyMusic,2.8900906368686554,14.503968253968255
@DemocracyDocket,@RufoandLomez,2.890290529617432,14.511904761904763
@judgingfreedom,@bbrettcooper,2.8903483660211418,14.515873015873016
@bulwarkmedia,@MrTariqNasheed,2.890730451314453,14.519841269841269
@ponderingpolitics,https://rumble.com/c/nickjfuentes,2.890778847103703,14.523809523809526
@TheMajorityReport,@PartOfTheProblem,2.891331375866848,14.543650793650794
@MikeFromPA,@ColemanHughesOfficial,2.891763909390933,14.551587301587302
@Xanderhal,@RealAmericasVoice,2.8920511585011135,14.555555555555555
@samharrisorg,@fightbackpodcast,2.8927669673390137,14.563492063492065
@thomhartmann,@clayandbuck,2.8931744448478596,14.571428571428571
@BadEmpanadaLive,@theisabelbrown,2.89376977635434,14.579365079365077
@Vaush,@GrahamAllen,2.8939263285517116,14.587301587301587
@Politicon,@winston_marshall,2.8947015883017118,14.595238095238095
@lovettorleaveitpodcast,@SaltyCracker,2.896585676961166,14.623015873015873
@destiny,@clayandbuck,2.897119796221908,14.630952380952381
@LegalAFMTN,@AnthonyBrianLogan,2.8972940366677995,14.634920634920634
@TheLincolnProject,@clayandbuck,2.8982142103741593,14.646825396825397
https://rumble.com/c/GGreenwald,@theisabelbrown,2.899041498129929,14.666666666666666
@marclamonthillnetwork,@DarkHorsePod,2.899692115375527,14.674603174603174
@zeteo,@BenShapiro,2.900342830989463,14.69047619047619
@UnHerd,@theisabelbrown,2.9004667616219164,14.6984126984127
@destiny,@marklevinshow,2.90084936602938,14.706349206349206
@therationalnational,https://rumble.com/c/TheAlexJonesShowLive,2.90099848739228,14.71031746031746
@PoliticsJOE,@DarkHorsePod,2.9039935017083476,14.753968253968253
@StatusCoup,@lonerboxlive,2.904304792949889,14.75793650793651
@LeejaMiller,@ColemanHughesOfficial,2.9056933728285492,14.785714285714285
@TheSerfTimes,@AlexStein99,2.906871057925351,14.797619047619047
@Vaush,@LiberalHivemind,2.90691914419,14.801587301587302
@LegalEagle,@The_Crucible,2.9072783141548926,14.809523809523808
@RebelHQ,@RealAmericasVoice,2.9080730460008013,14.841269841269842
@DylanBurnsLIVE,@XAVIAER,2.908146175513668,14.845238095238095
@adammockler,@MyronGainesX,2.9104422757709747,14.869047619047619
@SabbySabs,@marklevinshow,2.9104572821913974,14.873015873015873
@RebelHQ,@The_Crucible,2.9122288062920627,14.912698412698413
@judgingfreedom,@triggerpod,2.9126798626480137,14.92857142857143
@NovaraMedia,https://rumble.com/c/nickjfuentes,2.9128261969286973,14.94047619047619
@deanwithrs,@Timcast,2.9137978427824756,14.956349206349206
@destiny,@JillianMichaels,2.9141516961167406,14.964285714285714
@rolandsmartin,@TheAdamCarollaShow1,2.9142148729639166,14.96825396825397
https://rumble.com/c/GGreenwald,@AnthonyBrianLogan,2.9142217549364435,14.972222222222223
@TheHumanistReport,@SaltyCracker,2.9144767305698576,14.98015873015873
@therationalnational,@triggerpod,2.914610898412919,14.984126984126982
@TheRealTabithaSpeaks,@X22Report-y5y,2.915499821903028,15.0
@TheAtlantic,@Styxhexenhammer666,2.915536990208811,15.003968253968253
@jimacosta,@HangOutwithSeanHannity,2.9156299397175403,15.011904761904763
@zeteo,@clayandbuck,2.9158049899836493,15.015873015873016
@JackCocchiarellaShow,@nypost,2.9162450965748055,15.019841269841269
@SMN,@SaltyCracker,2.916282062238025,15.023809523809522
@EzraKleinShow,@GrahamAllen,2.9169910904172154,15.04761904761905
@breakingpoints,@oann,2.9174012546994237,15.055555555555555
@TheMichaelCohenShow,@TimcastNews,2.917599966658202,15.059523809523808
@TheLincolnProject,@fightbackpodcast,2.9191106478404802,15.103174603174605
@podsaveamerica,@AndrewKlavan,2.9192791445157993,15.115079365079364
@TheYoungTurks,@AndrewKlavan,2.9201027335559346,15.130952380952381
@NovaraMedia,@bbrettcooper,2.9207325307781535,15.138888888888888
@underthedesknews,@BenShapiro,2.920749552767527,15.142857142857144
@NovaraMedia,@theisabelbrown,2.921828878665984,15.154761904761905
https://rumble.com/c/GGreenwald,@glennbeck,2.9224644822730275,15.162698412698413
@franifio,@JillianMichaels,2.9228452977033434,15.170634920634921
@TheHumanistReport,@MrTariqNasheed,2.9233745674078757,15.186507936507937
@zeteo,@bbrettcooper,2.923564641541932,15.194444444444443
@EzraKleinShow,@fightbackpodcast,2.9235969556115315,15.198412698412698
@TheDonLemonShow,@TheAmalaEkpunobi,2.925374245537979,15.222222222222223
@PTLRadioShow,@glennbeck,2.9262842230662653,15.234126984126984
@BadFaithPodcast,@MegynKelly,2.926550048197749,15.238095238095239
@RestPoliticsUS,@XAVIAER,2.927190592682825,15.25
@DemocracyDocket,@Tim_Black,2.9276460973987706,15.253968253968253
@samharrisorg,@lizwheeler,2.928129397565147,15.265873015873016
@BadEmpanadaLive,@The_Crucible,2.928689648783743,15.273809523809522
@OwenReport,@CamHigby,2.929599956842198,15.28968253968254
@RebelHQ,@winston_marshall,2.9296774616823464,15.293650793650793
@PTLRadioShow,@lizwheeler,2.930214998446762,15.309523809523808
@TheSerfTimes,@AnthonyBrianLogan,2.930251932091236,15.313492063492063
@JackCocchiarellaShow,@RufoandLomez,2.9308074803777107,15.321428571428571
@MeidasTouch,@MyronGainesX,2.931237489611335,15.329365079365079
@breakingpoints,@JesseKellyDC,2.9318139810559884,15.333333333333332
@NovaraMedia,@morebridgetphetasy,2.9335605843106523,15.36111111111111
@EzraKleinShow,@JesseKellyDC,2.93442449001735,15.376984126984128
@JackCocchiarellaShow,@The_Crucible,2.9348163797492823,15.380952380952381
@thedavidpakmanshow,@StevenCrowder,2.9349401672081044,15.384920634920634
@deanwithrs,@RebelNewsOnline,2.935970080754635,15.388888888888888
@TheRealTabithaSpeaks,@OfficialSaharTV,2.936528949867491,15.408730158730158
@judgingfreedom,@AfterPartyEmily,2.936616092357319,15.412698412698415
@briantylercohen,@FoxNews,2.936910026634696,15.420634920634921
@Forthepeoplepodcast305,@glennbeck,2.937345215450914,15.432539682539684
@JackCocchiarellaShow,@TheAdamCarollaShow1,2.9377015790259082,15.44047619047619
@EzraKleinShow,@glennbeck,2.9386074826238677,15.452380952380954
@PoliticsJOE,@RileyGaines,2.9397319711922463,15.464285714285714
@HasanAbi,@RebelNewsOnline,2.940177171307412,15.472222222222223
@nousnetwork,@ZubyMusic,2.940418552613089,15.476190476190476
@BadEmpanadaLive,@morebridgetphetasy,2.940901731045302,15.48015873015873
@TheMichaelCohenShow,@theisabelbrown,2.941996594200123,15.507936507936506
@DueDissidence,@chicksonright,2.9429280549081733,15.527777777777777
@BadEmpanadaLive,@ChadPrather1,2.943137328839932,15.531746031746033
@TheLincolnProject,@ZubyMusic,2.943178594673391,15.535714285714286
@PoliticsGirl,@BenShapiro,2.94356020953909,15.53968253968254
@rolandsmartin,@BlazeTV,2.943610073400843,15.543650793650793
@PoliticsJOE,@SaltyCracker,2.9438534727844936,15.54761904761905
@deanwithrs,@RubinReport,2.9439013452383165,15.551587301587302
@BadEmpanadaLive,@bbrettcooper,2.946167549295023,15.575396825396826
@thedavidpakmanshow,@MrTariqNasheed,2.9484593123537,15.619047619047619
https://rumble.com/c/GGreenwald,@RedactedNews,2.948482548830787,15.623015873015872
@FarronBalanced,@TomiLahrenIsFearless,2.9494031696517053,15.634920634920634
@Forthepeoplepodcast305,@StevenCrowder,2.949937576860067,15.642857142857142
@TheMajorityReport,@MLChristiansen,2.9504637973195336,15.654761904761905
@DemocracyNow,@oann,2.9506161090384633,15.662698412698411
@dollemore,@SaltyCracker,2.9514047975867808,15.674603174603174
@OwenJonesTalks,@RufoandLomez,2.951533227406048,15.682539682539682
@JackCocchiarellaShow,@clayandbuck,2.951984507549925,15.694444444444445
@TheJoyReidShow,@FreshFitMiami,2.9520247899018726,15.698412698412698
@DemocracyDocket,@theisabelbrown,2.9528396269950417,15.722222222222223
@therationalnational,@The_Crucible,2.9536949630768152,15.730158730158731
@destiny,@RufoandLomez,2.9540136713842466,15.742063492063494
@TheAtlantic,@ZubyMusic,2.9543236311820347,15.746031746031747
@judgingfreedom,@AnthonyBrianLogan,2.9544881889776438,15.75
@RebelHQ,@RileyGaines,2.9549145910610672,15.765873015873016
@aljazeeraenglish,@RebelNewsOnline,2.9556812406671686,15.78968253968254
@thomhartmann,@ThePodcastoftheLotusEaters,2.9559360659236593,15.797619047619046
@SMN,@nypost,2.9567582582678504,15.829365079365079
@TheDonLemonShow,@CamHigby,2.9568322185490477,15.833333333333332
https://rumble.com/c/GGreenwald,@BlazeTV,2.9570480070216787,15.837301587301585
@SMN,@RufoandLomez,2.9587610834036266,15.865079365079366
@TheMichaelCohenShow,https://rumble.com/c/russellbrand,2.959030325619545,15.873015873015872
@DropSiteNews,@StevenCrowder,2.9601650419821386,15.88888888888889
@TheSerfTimes,@lizwheeler,2.960242628750286,15.892857142857142
@OwenJonesTalks,@HangOutwithSeanHannity,2.9605591716225246,15.896825396825399
@RestPoliticsUS,@lizwheeler,2.9607062206777566,15.900793650793652
@TheDamageReport,@RubinReport,2.960925427017256,15.912698412698411
@adammockler,@RebelNewsOnline,2.961185442494315,15.916666666666668
@TheRealTabithaSpeaks,@AnthonyBrianLogan,2.9616701307822693,15.936507936507937
@chriscuomo,@CamHigby,2.961730610930073,15.940476190476192
@samharrisorg,@winston_marshall,2.9621882457400077,15.956349206349207
@TheRealTabithaSpeaks,@XAVIAER,2.962982860922071,15.96031746031746
@JackCocchiarellaShow,@winston_marshall,2.963776441796038,15.972222222222221
@TheSerfTimes,@oann,2.9638952223160557,15.980158730158731
@dollemore,@winston_marshall,2.96442076262118,15.988095238095237
@dollemore,@ChadPrather1,2.9648215799899935,15.996031746031747
@BreakThroughNews,@AlexStein99,2.965578952733325,16.01190476190476
@PoliticsJOE,@JustPearlyThings,2.9655850515497773,16.015873015873016
@MeidasTouch,@TheQuartering,2.966577171108795,16.01984126984127
@RonPlacone,@nypost,2.9669374337804864,16.023809523809522
@SMN,@marklevinshow,2.9672216509205267,16.03174603174603
@DemocracyNow,@RealAmericasVoice,2.9678395786225185,16.03968253968254
@breakingpoints,@AnthonyBrianLogan,2.967904217083437,16.043650793650794
@LegalAFMTN,@RealAmericasVoice,2.9685839873259456,16.055555555555557
@underthedesknews,@AlexStein99,2.9701662745019535,16.067460317460316
@TheLincolnProject,@MrTariqNasheed,2.970814963684121,16.07936507936508
@lovettorleaveitpodcast,@JesseKellyDC,2.9708654502281697,16.083333333333332
@MikeFromPA,@theisabelbrown,2.9709614347711217,16.087301587301585
@SecularTalk,https://rumble.com/c/TheAlexJonesShowLive,2.971326814780505,16.095238095238095
@thomhartmann,@lizwheeler,2.9714530824692633,16.1031746031746
@BreakThroughNews,@glennbeck,2.971588708183151,16.107142857142858
@deanwithrs,@JillianMichaels,2.9721186353937936,16.11904761904762
@TheMajorityReport,@bbrettcooper,2.9740586920437577,16.166666666666664
@DemocracyDocket,@MegynKelly,2.9741984807758697,16.17063492063492
@zeteo,@ZubyMusic,2.9745561897906296,16.18253968253968
@DemocracyNow,@VivaFrei,2.9745567814118443,16.186507936507937
@TheSerfTimes,https://rumble.com/c/nickjfuentes,2.974675742342941,16.19047619047619
@JackCocchiarellaShow,@ActualJusticeWarrior,2.97597902810613,16.210317460317462
@DemocracyDocket,@bbrettcooper,2.9759864579291913,16.214285714285715
@TheYoungTurks,@RobertGouveiaEsq,2.9760079652054494,16.22222222222222
@OwenJonesTalks,@glennbeck,2.9760427792008373,16.23015873015873
@TheHumanistReport,@MLChristiansen,2.9761184166865453,16.234126984126984
@DueDissidence,@lizwheeler,2.9761314456156867,16.238095238095237
@BadEmpanadaLive,@nypost,2.977281179701707,16.253968253968253
@TheRealTabithaSpeaks,@bbrettcooper,2.9772944576885885,16.257936507936506
@GlennKirschner2,@RubinReport,2.9773842060194764,16.26190476190476
@adammockler,@CamHigby,2.979389923918705,16.28174603174603
@destiny,@bbrettcooper,2.9795162128330106,16.28571428571429
@usefulidiots,@triggerpod,2.9797669433815694,16.293650793650794
@TheYoungTurks,@theisabelbrown,2.9799390617415598,16.297619047619047
@BreakThroughNews,@JustPearlyThings,2.980226493356918,16.305555555555557
@DemocracyNow,@MegynKelly,2.980353175594252,16.317460317460316
@podsaveamerica,https://rumble.com/c/TheAlexJonesShowLive,2.9806769481845232,16.325396825396826
@TheHumanistReport,@clayandbuck,2.9809105514009424,16.32936507936508
@BreakThroughNews,@ZubyMusic,2.9816741482917006,16.349206349206348
@thegrayzone7996,@RebelNewsOnline,2.98186837598724,16.357142857142858
@samharrisorg,https://rumble.com/c/TheAlexJonesShowLive,2.982730757214361,16.373015873015873
@TheMichaelCohenShow,@TheOfficerTatum,2.983189919543431,16.380952380952383
@StatusCoup,https://rumble.com/c/TheAlexJonesShowLive,2.983529595123337,16.384920634920636
@lovettorleaveitpodcast,@triggerpod,2.983742051497404,16.392857142857142
@LegalAFMTN,@DrSteveTurleyTV,2.9842467314760714,16.42063492063492
@DueDissidence,@MyronGainesX,2.984307835381103,16.424603174603174
@marclamonthillnetwork,@AnthonyBrianLogan,2.984536373852549,16.432539682539684
@underthedesknews,@JesseKellyDC,2.985328308391272,16.4484126984127
@Xanderhal,@theisabelbrown,2.985447743263107,16.456349206349206
@podsaveamerica,@TomiLahrenIsFearless,2.9860890967465314,16.47222222222222
@katiephangnews,@TheQuartering,2.98673399771416,16.488095238095237
@SecularTalk,@TimcastNews,2.9870721613347895,16.49206349206349
@samharrisorg,@glennbeck,2.9871429956095397,16.5
@BadEmpanadaLive,@HangOutwithSeanHannity,2.9883713288014966,16.52777777777778
@franifio,@clayandbuck,2.9884565792028135,16.53174603174603
@jimacosta,@RileyGaines,2.9886161489506775,16.543650793650794
@NYTPodcasts,@FreshFitMiami,2.9886462008849586,16.547619047619047
@ajplus,@JillianMichaels,2.9893687610578077,16.563492063492063
@TheJoyReidShow,@MyronGainesX,2.9895297461838433,16.57142857142857
@deanwithrs,@chicksonright,2.989534666304486,16.575396825396826
@thomhartmann,@TomiLahrenIsFearless,2.9899952345728247,16.57936507936508
@therationalnational,@MrTariqNasheed,2.9906115734550687,16.595238095238095
@lovettorleaveitpodcast,@AnthonyBrianLogan,2.990907039885221,16.599206349206348
@Politicon,@PragerU,2.991301633420885,16.615079365079367
@DueDissidence,@JesseKellyDC,2.9926516069747735,16.63888888888889
@SMN,@AnthonyBrianLogan,2.992656261422975,16.642857142857142
@destiny,@HangOutwithSeanHannity,2.9929048918154444,16.650793650793652
@DylanBurnsLIVE,@JustPearlyThings,2.9935046640560965,16.66269841269841
@Xanderhal,@LiberalHivemind,2.9940347597283896,16.674603174603174
@judgingfreedom,@CamHigby,2.994466705620208,16.686507936507937
@TheMichaelCohenShow,@RufoandLomez,2.994664380749344,16.694444444444446
@podsaveamerica,@FreshFitMiami,2.994756365189415,16.702380952380953
@TheYoungTurks,https://rumble.com/c/TheAlexJonesShowLive,2.9948954287308918,16.706349206349206
@GlennKirschner2,@MyronGainesX,2.9952249416403176,16.714285714285715
@BadEmpanadaLive,@RealAmericasVoice,2.995768591404659,16.726190476190474
@SMN,@RealAmericasVoice,2.996344983931788,16.738095238095237
@TheYoungTurks,@morebridgetphetasy,2.997661796722567,16.761904761904763
@zeteo,@Tim_Black,2.998249134378018,16.769841269841272
@SabbySabs,@TheOfficerTatum,2.998806944696125,16.77777777777778
@samharrisorg,@ChadPrather1,2.9993148493666384,16.793650793650794
@TheSerfTimes,@BenShapiro,2.9994849714260616,16.805555555555557
@PoliticsJOE,@JesseKellyDC,3.0011533377508135,16.837301587301585
@NovaraMedia,@MLChristiansen,3.0020635426711983,16.853174603174605
@UnHerd,@RealDanBongino,3.002082489132386,16.857142857142858
@marclamonthillnetwork,@fightbackpodcast,3.00211930722731,16.86111111111111
@DropSiteNews,@BlazeTV,3.0023845066510364,16.865079365079367
@thedavidpakmanshow,@LiberalHivemind,3.0027984363783093,16.876984126984127
@podsaveamerica,@HangOutwithSeanHannity,3.0030213909844705,16.88095238095238
@TheRealTabithaSpeaks,@fightbackpodcast,3.003131824530047,16.88888888888889
@MikeFromPA,@winston_marshall,3.0034250589204485,16.892857142857142
@destiny,@AndrewKlavan,3.003680200485076,16.896825396825395
@TheSerfTimes,@ActualJusticeWarrior,3.003950294810038,16.904761904761905
@FarronBalanced,@JillianMichaels,3.004182486846182,16.92063492063492
@usefulidiots,@AnthonyBrianLogan,3.0049666755618256,16.936507936507937
@GlennKirschner2,@StevenCrowder,3.0052826705917,16.944444444444446
@EzraKleinShow,@TheBrianKilmeadeShow,3.005360897371078,16.952380952380953
@breakingpoints,@nypost,3.0057159274390624,16.964285714285715
@jimacosta,@X22Report-y5y,3.006390458856495,16.96825396825397
@adammockler,@AnthonyBrianLogan,3.0079368770890165,16.988095238095237
@BreakThroughNews,@oann,3.0088250780545622,17.011904761904763
@SMN,@RebelNewsOnline,3.0095719958237273,17.02777777777778
@PTLRadioShow,@MarkDice,3.010097158987642,17.03174603174603
@OwenReport,@triggerpod,3.0102095886262585,17.035714285714285
@zeteo,@MichaelKnowles,3.0115744198240813,17.05952380952381
@bulwarkmedia,@SaltyCracker,3.011819817207799,17.063492063492063
@TheMichaelCohenShow,@MLChristiansen,3.0121161206383116,17.067460317460316
@TheJoyReidShow,@TheAmalaEkpunobi,3.012256033128462,17.075396825396822
@therationalnational,@TheAdamCarollaShow1,3.013476990934443,17.08730158730159
@cafedotcom,@AfterPartyEmily,3.013621472544585,17.091269841269842
@RebelHQ,@RobertGouveiaEsq,3.0137687519703955,17.095238095238095
@PoliticsGirl,@RealDanBongino,3.014235296644936,17.107142857142858
@GlennKirschner2,@TheAdamCarollaShow1,3.014529321874915,17.11904761904762
@Politicon,@bbrettcooper,3.014548921426598,17.123015873015873
@chriscuomo,@lizwheeler,3.01457996955215,17.126984126984127
@TheJoyReidShow,@CamHigby,3.015057753474684,17.134920634920636
@PoliticsJOE,@clayandbuck,3.015096587883539,17.13888888888889
@HasanAbi,@dineshdsouza,3.015143086259655,17.142857142857142
@TheDamageReport,@fightbackpodcast,3.016337486851165,17.16269841269841
@adammockler,@XAVIAER,3.016616466811614,17.166666666666668
@PoliticsJOE,@GrahamAllen,3.017473926001343,17.174603174603178
@DropSiteNews,https://rumble.com/c/nickjfuentes,3.017739657099451,17.17857142857143
@LeejaMiller,@MattWalsh,3.0177409666858783,17.182539682539684
@MikeFromPA,@morebridgetphetasy,3.0178679027776387,17.186507936507937
@Vox,@nationalreview,3.0178902838052237,17.194444444444446
@OwenJonesTalks,@TheAdamCarollaShow1,3.018058242160409,17.1984126984127
@underthedesknews,@turningpointusa,3.0184427429588823,17.202380952380953
@LegalAFMTN,@TimcastNews,3.018769314371444,17.21825396825397
@deanwithrs,https://rumble.com/c/TheAlexJonesShowLive,3.018846708230619,17.226190476190474
@rolandsmartin,@MyronGainesX,3.0191443236919437,17.238095238095237
@HasanAbi,@AlexStein99,3.0199178674036284,17.246031746031747
@Forthepeoplepodcast305,@AndrewKlavan,3.0205817885109347,17.261904761904763
@thedavidpakmanshow,@ChadPrather1,3.021841596087217,17.273809523809526
@RonPlacone,@PragerU,3.0233050300294684,17.293650793650794
@RonPlacone,@turningpointusa,3.0233160094920484,17.297619047619047
@therationalnational,@morebridgetphetasy,3.0235007428486935,17.3015873015873
@TheJoyReidShow,@bbrettcooper,3.023980082842546,17.317460317460316
@zeteo,@JustPearlyThings,3.0240094561895883,17.32936507936508
@EzraKleinShow,@TheAmalaEkpunobi,3.0247803422143957,17.36904761904762
@TheMichaelCohenShow,@DarkHorsePod,3.0265849787600216,17.392857142857142
@RestPoliticsUS,@morebridgetphetasy,3.027183829115864,17.40079365079365
@dollemore,@TheQuartering,3.0275252429850608,17.416666666666668
@lovettorleaveitpodcast,@nypost,3.029352326560852,17.432539682539684
@TheMajorityReport,@ActualJusticeWarrior,3.029434108871168,17.436507936507937
@FarronBalanced,@ChadPrather1,3.0297419014151994,17.44047619047619
@LegalAFMTN,@MyronGainesX,3.0316570687094773,17.476190476190474
@TheMichaelCohenShow,@FreshFitMiami,3.0320500523897183,17.484126984126984
@Forthepeoplepodcast305,@MarkDice,3.0326907350521353,17.496031746031747
@TheMajorityReport,@theisabelbrown,3.0327359380022445,17.5
@zeteo,@AlexStein99,3.032820575411191,17.503968253968257
@ajplus,@RileyGaines,3.033243021006239,17.50793650793651
@DropSiteNews,@MegynKelly,3.0339615552095265,17.51984126984127
@adammockler,@BenShapiro,3.0340617801080096,17.523809523809526
