creator,genre,caps_share,exclamations,power_words,emoji,vader_intensity,n_titles,caps_share_01,exclamations_01,power_words_01,emoji_01,vader_intensity_01,arousal_index,low_n,group,organisation,clipper,rank_in_genre,percentile_in_genre
@RobertGouveiaEsq,streams,0.25458372796035134,2.664935064935065,0.5688311688311688,0.36363636363636365,0.40863116883116885,385,0.24413143718555966,1.0,0.4859702141545955,1.0,1.0,0.746020330268031,False,right,Robert Gouveia,False,1.0,100.0
@LukeBeasley,streams,0.711320104917666,0.7276422764227642,1.0934959349593496,0.0,0.3580040650406504,246,0.7198199351018659,0.40718269017777164,0.956262624587445,0.0,1.0,0.6166530499734165,False,left,Luke Beasley,False,2.0,98.73417721518987
@SecularTalk,streams,1.0,0.0,2.0,0.0,0.486,1,1.0,0.0,1.0,0.0,1.0,0.6,True,left,Kyle Kulinski,False,,
@DrSteveTurleyTV,streams,0.29021730957214825,2.806451612903226,0.9032258064516129,0.0,0.29451612903225804,31,0.2812436221733517,1.0,0.7857106776183016,0.0,0.7898064298787859,0.5713521459340878,True,right,Steve Turley,False,,
@bennyjohnson,streams,0.1611425441900066,0.23214285714285715,1.0119047619047619,0.5535714285714286,0.26798214285714284,168,0.14681294320584562,0.12990525171473602,0.8831269541115068,1.0,0.6911277641178512,0.5701945826299879,False,right,Benny Johnson,False,3.0,97.46835443037975
@SabbySabs,streams,0.9954981507165973,0.02912621359223301,1.145631067961165,0.0,0.3049029126213592,103,1.0,0.0162987918506913,1.0,0.0,0.8284343970208403,0.5689466377743064,False,left,Sabby Sabs,False,4.0,96.20253164556962
@HasanabiClips,streams,0.7338417658730159,0.09375,0.0,3.625,0.4144375,32,0.7432761247353707,0.05246173626941262,0.0,1.0,1.0,0.5591475722009567,True,left,HasanAbi,True,,
@Vaush,streams,0.8888888888888888,0.0,1.0,0.0,0.407,1,0.9047568755023679,0.0,0.8724559132235585,0.0,1.0,0.5554425577451853,True,left,Vaush,False,,
@HasanAbi,streams,0.989010989010989,0.5714285714285714,0.2857142857142857,4.714285714285714,0.13642857142857143,7,1.0,0.3197667734516578,0.232193459946662,1.0,0.20188612439649167,0.5507692715589623,True,left,HasanAbi,False,,
@JacksonHinkleOfficial,streams,0.9652632689669727,0.0,0.7777777777777778,0.0,0.2937901234567901,81,0.9843003845625804,0.0,0.6732631499818574,0.0,0.787106448765908,0.48893399666206916,False,neutral,Jackson Hinkle,False,5.0,94.9367088607595
@RealAmericasVoice,streams,0.9684253617815053,0.026571613739468567,0.7666882696046662,0.0064808813998703824,0.2736079066753079,1543,0.987593687345331,0.014869258584028808,0.6633228759898865,0.020189661681839208,0.7120497192209749,0.4796050405644121,False,right,Real America's Voice,False,6.0,93.67088607594937
@deanwithrs,streams,0.4480024570250134,0.7819548872180451,0.6278195488721805,0.015037593984962405,0.32159774436090227,266,0.44557601077214926,0.43757558472332125,0.5388454770424388,0.04684608718056826,0.8905217031002579,0.47187297256374705,False,left,Dean Withers,False,7.0,92.40506329113924
@Timcast,streams,0.250041625041625,0.16666666666666666,1.5,0.0,0.4215,6,0.23940086124767654,0.09326530892340021,1.0,0.0,1.0,0.46653323403421537,True,right,Timcast,False,,
@MrReaganUSA,streams,0.55,0.0,1.0,0.0,0.3085,2,0.551805907177926,0.0,0.8724559132235585,0.0,0.8418117983960872,0.4532147237595144,True,right,Mr Reagan,False,,
@MeidasTouch,streams,0.5688798058380101,0.7400318979266348,0.5757575757575758,0.019138755980861243,0.26887719298245616,627,0.5714691241519352,0.4141158214397866,0.4921788197621291,0.0596222927752687,0.6944564140829254,0.446368494442409,False,left,MeidasTouch Network,False,8.0,91.13924050632912
@PragerU,streams,0.018206256109481917,0.6451612903225806,1.032258064516129,0.0,0.3314193548387097,31,0.0,0.3610270022841298,0.9013709917586441,0.0,0.9270478176153322,0.43788916233162123,True,right,PragerU,False,,
@thejimmydoreshow,streams,0.13919617679847857,1.6347826086956523,0.5739130434782609,0.0,0.24601739130434783,115,0.12395591874735577,0.9148110301356126,0.49052544109490553,0.0,0.6094418703099707,0.4277468520575689,False,neutral,Jimmy Dore,False,9.0,89.87341772151899
@RedactedNews,streams,0.20121381186507237,0.37857142857142856,1.0785714285714285,0.007142857142857143,0.27609285714285714,140,0.18854695453408213,0.21184548741172332,0.9428847830840171,0.022251891410769924,0.7212911349284175,0.41736405027380197,False,right,Redacted,False,10.0,88.60759493670885
@StatusCoup,streams,0.4310631777988466,0.03184713375796178,0.3630573248407643,0.11464968152866242,0.34556050955414014,157,0.42793384190318434,0.01782139660956692,0.30152124151167625,0.3571641169117211,0.9796381171062668,0.41681574280848316,False,left,Status Coup,False,11.0,87.34177215189874
@DannyHaiphongYT,streams,0.2601058884681585,0.08370044052863436,1.2555066079295154,0.0,0.289215859030837,227,0.24988273786957993,0.04683808465756663,1.0,0.0,0.77009497120608,0.41336315874664525,False,left,Danny Haiphong,False,12.0,86.07594936708861
@TimcastNews,streams,0.37402597402597404,0.0,0.375,0.5,0.184,8,0.3685298987165007,0.0,0.31222626660627406,1.0,0.37880206415727646,0.4119116458960102,True,right,Timcast,False,,
@Xanderhal,streams,0.9990740740740741,0.10185185185185185,0.3611111111111111,0.0,0.2663888888888889,108,1.0,0.05699546656430013,0.29977671890366775,0.0,0.6852025263956328,0.4083949423727201,False,left,Xanderhal,False,13.0,84.81012658227847
@TheYoungTurks,streams,0.22360439328553675,0.8504672897196262,0.6869158878504673,0.0,0.2851892523364486,428,0.2118666255318859,0.47591456702968704,0.5918175108059283,0.0,0.7551202073871803,0.40694378215093624,False,left,TYT Network,False,14.0,83.54430379746836
@RestPoliticsUS,streams,0.5955555555555556,0.2,0.4,0.0,0.3422,5,0.5992517750510477,0.11191837070808026,0.3346354524709655,0.0,0.9671405377041028,0.40258922718683926,True,left,The Rest Is Politics US,False,,
@BadEmpanadaLive,streams,1.0,0.0,0.0,0.0,0.42,1,1.0,0.0,0.0,0.0,1.0,0.4,True,left,BadEmpanada,False,,
@usefulidiots,streams,0.05448717948717949,0.0,0.16666666666666666,0.4166666666666667,0.28175,12,0.035731950340359,0.0,0.12548305106717927,1.0,0.7423297872242945,0.3807089577263666,True,left,Useful Idiots,False,,
@VivaFrei,streams,0.1766344311168972,1.9807692307692308,0.36538461538461536,0.0,0.1940769230769231,52,0.16294766072327813,1.0,0.3036073489660081,0.0,0.41627767440459457,0.37656653681877617,False,right,Viva Frei,False,15.0,82.27848101265823
@RubinReport,streams,0.024734256971099076,0.008771929824561403,1.0789473684210527,0.0,0.3140964912280702,114,0.0047444404017379935,0.0049087004696526425,0.943221763322584,0.0,0.8626248900923011,0.36309995885725516,False,right,Rubin Report,False,16.0,81.0126582278481
@NickCruseRBN,streams,0.10571088914892456,0.6796116504854369,0.6504854368932039,0.0,0.2840776699029126,103,0.08908117045070228,0.380305143182797,0.5591624409404947,0.0,0.7509862837957263,0.35590700767394406,False,left,Revolutionary Blackout Network,False,17.0,79.74683544303798
@LIVESNEAKO,streams,0.4899065306674002,0.10144927536231885,0.17391304347826086,0.2608695652173913,0.15894202898550724,69,0.48921887972932054,0.056770188040330564,0.1319784672598434,0.8126777732629017,0.2856126304224643,0.35525158774297216,False,neutral,SNEAKO,False,18.0,78.48101265822784
@LegalAFMTN,streams,0.4122415855749189,0.5111111111111111,0.5111111111111111,0.0,0.2541333333333333,45,0.4083312540974179,0.2860136140317606,0.434231834091816,0.0,0.6396246828556588,0.35364027701533063,True,left,MeidasTouch Network,False,,
@jimacosta,streams,0.24070085793334633,0.0875,0.325,0.2875,0.1697375,160,0.2296725021782206,0.048964287184785106,0.2674078948768913,0.8956386292834895,0.3257604871726899,0.3534887601392153,False,left,Jim Acosta,False,19.0,77.21518987341773
@DueDissidence,streams,0.3306718223113071,0.07142857142857142,0.7946428571428571,0.0,0.27404464285714286,112,0.32337678118955376,0.03997084668145723,0.6883804579064507,0.0,0.7136739208553837,0.3530804013265691,False,left,Due Dissidence,False,20.0,75.9493670886076
@TimcastIRL,streams,0.4820076276961303,0.032467532467532464,0.44805194805194803,0.01948051948051948,0.2951623376623376,154,0.48099221445991247,0.01816856667338965,0.37770765387322935,0.06068697657482707,0.7922096498472676,0.3459530122857252,False,right,Timcast,False,21.0,74.68354430379746
@chicksonright,streams,0.1126323151052037,0.07262569832402235,1.1396648044692737,0.0,0.23339106145251398,179,0.09628979862810945,0.040640749139805685,0.9976468957078678,0.0,0.5624851343331904,0.3394125155617947,False,right,Chicks on the Right,False,22.0,73.41772151898735
@MyronGainesX,streams,0.10260412589944402,0.8612244897959184,0.47346938775510206,0.0,0.26036326530612247,245,0.08584549311452834,0.48193420855928437,0.40049101909373197,0.0,0.6627935113459958,0.32621284642270815,False,right,Myron Gaines,False,23.0,72.15189873417721
@TheDonLemonShow,streams,0.10448197635697636,0.7675,0.4375,0.0025,0.2791925,400,0.08780126433950894,0.42948674759225797,0.3682492312680025,0.007788161993769475,0.7328185631655335,0.32522879367181445,False,left,Don Lemon,False,24.0,70.88607594936708
@dollemore,streams,0.3752164502164502,0.0,0.25,0.25,0.14925,4,0.3697697733124882,0.0,0.20018033728281717,0.7788161993769475,0.24956842347616262,0.3196669466896831,True,left,Jesse Dollemore,False,,
@timesofindia,streams,0.15892828077549542,0.03616557734204793,0.9503267973856209,0.0,0.23906928104575162,2295,0.14450679968240498,0.02023796245919534,0.8279304720283547,0.0,0.5836021700345121,0.3152554808408934,False,left,Times Group,False,25.0,69.62025316455697
@DemocracyNow,streams,0.0,1.0,0.0,0.0,0.374,1,0.0,0.5595918535404013,0.0,0.0,1.0,0.31191837070808026,True,left,Democracy Now!,False,,
@TheLincolnProject,streams,0.1752223966509681,0.10714285714285714,0.5357142857142857,0.0,0.3125714285714286,28,0.16147703436638813,0.05995627002218585,0.4562853185935758,0.0,0.8569532526999384,0.30693437513641764,True,left,Lincoln Project,False,,
@TheOfficerTatum,streams,0.3744464239688618,0.10824742268041238,0.4329896907216495,0.0,0.27263917525773196,194,0.3689677950870803,0.06057437589870323,0.3642063369109706,0.0,0.7084470519422552,0.3004391119678019,False,right,Officer Tatum,False,26.0,68.35443037974683
@BadFaithPodcast,streams,0.5,0.0,0.0,0.0,0.474,1,0.49973117414645085,0.0,0.0,0.0,1.0,0.29994623482929017,True,left,Bad Faith,False,,
@NovaraMedia,streams,0.09128787878787879,0.0,0.5,0.0,0.3815,4,0.07405968216946915,0.0,0.424272195929731,0.0,1.0,0.29966637561984,True,left,Novara Media,False,,
@TheSerfTimes,streams,0.14956813048617731,0.1650485436893204,0.6699029126213593,0.0,0.26596116504854367,103,0.1347582531333905,0.09235982048725071,0.5765676338451093,0.0,0.6836118412418509,0.2974595097415203,False,left,Serf Times,False,27.0,67.08860759493672
@ponderingpolitics,streams,0.6,0.0,0.5,0.0,0.2015,2,0.6038806402094009,0.0,0.424272195929731,0.0,0.44388375370891664,0.2944073179696097,True,left,Pondering Politics,False,,
@CamHigby,streams,0.1980464450803434,0.01694915254237288,0.2033898305084746,0.15254237288135594,0.2364406779661017,59,0.18524815893953167,0.009484607687125446,0.15840049923000277,0.4752098843655951,0.5738265169154114,0.28043393342753326,False,right,Cam Higby,False,28.0,65.82278481012658
@TimesNowWorld,streams,0.24065752019415126,0.06686626746506986,0.7697937458416501,0.0,0.20271889554224884,3006,0.2296273661542452,0.037417818550106674,0.6661065237576047,0.0,0.4484167697818604,0.2763136956487634,False,neutral,Times Group,False,29.0,64.55696202531645
@FarronBalanced,streams,0.0799159912191827,0.010638297872340425,0.5585106382978723,0.0,0.3049148936170213,188,0.06221592198539318,0.005953104824897886,0.476719226676881,0.0,0.8284789537888516,0.2746734414552047,False,left,Farron Balanced,False,30.0,63.29113924050633
@joerogan,streams,0.3333333333333333,0.0,0.0,0.0,0.565,1,0.32614873070820066,0.0,0.0,0.0,1.0,0.26522974614164013,True,neutral,Joe Rogan,False,,
@JamarlThomas,streams,0.06293554404211223,0.07623318385650224,0.6412556053811659,0.0,0.2655515695067264,223,0.04453087691537298,0.04265946865554628,0.5508891205463728,0.0,0.6820885743907489,0.26403360810160825,False,left,Jamarl Thomas,False,31.0,62.0253164556962
@AnthonyBrianLogan,streams,0.08985245523707061,1.0,0.2692307692307692,0.0,0.20340384615384616,52,0.0725646962055606,0.5595918535404013,0.217418172563349,0.0,0.45096406938541367,0.2601077583389449,False,right,Anthony Brian Logan,False,32.0,60.75949367088608
@fightbackpodcast,streams,0.1428661616161616,1.1666666666666667,0.16666666666666666,0.0,0.1834583333333333,24,0.127778188339564,0.6528571624638015,0.12548305106717927,0.0,0.37678763090924944,0.25658120655595884,True,right,Jake Shields,False,,
@BreakThroughNews,streams,0.11416366284787338,0.05263157894736842,0.631578947368421,0.0,0.24164912280701756,57,0.09788468912566697,0.029452202817915853,0.5422152794281067,0.0,0.5931964820687445,0.2525497306880868,False,left,BreakThrough News,False,33.0,59.49367088607595
@JackCocchiarellaShow,streams,0.028439153439153438,0.047619047619047616,0.42857142857142855,0.0,0.3140952380952381,21,0.00860307029140171,0.026647231120971487,0.3602459506020413,0.0,0.8626202297493327,0.25162329635274944,True,left,Jack Cocchiarella,False,,
@TheJoyReidShow,streams,0.08320745722531438,0.12142857142857143,0.21428571428571427,0.0,0.3388142857142857,140,0.06564396625642281,0.06795043935847729,0.16816721461897238,0.0,0.9545492230724792,0.2512621686612703,False,left,Joy Reid,False,34.0,58.22784810126582
@underthedesknews,streams,0.10494652051557422,0.6260869565217392,0.09565217391304348,0.0,0.2852086956521739,115,0.08828508460031524,0.3503531604774687,0.06182797237907044,0.0,0.7551925161779167,0.2511317467269542,False,left,Under the Desk News,False,35.0,56.9620253164557
@BlazeTV,streams,0.12097109239966383,0.2857142857142857,0.0,0.2857142857142857,0.1075,14,0.1049745906564682,0.1598833867258289,0.0,0.890075656430797,0.09430210697439277,0.2498471481574974,True,right,Blaze Media,False,,
@breakingpoints,streams,0.4145833333333333,0.0,0.25,0.0,0.24775,4,0.4107701718843476,0.0,0.20018033728281717,0.0,0.6158853618096796,0.24536717419536885,True,left,Breaking Points,False,,
@harryjsisson,streams,0.7619047619047619,0.0,0.3333333333333333,0.0,0.13,3,0.7725035852637011,0.0,0.27487762349845507,0.0,0.1779785649693586,0.24507195474630294,True,left,Harry Sisson,False,,
@StevenCrowder,streams,0.039141414141414144,0.0,0.375,0.125,0.2175,8,0.019749417669471168,0.0,0.31222626660627406,0.38940809968847373,0.5033870127275589,0.24495415933835557,True,right,Louder with Crowder,False,,
@adammockler,streams,0.38095238095238093,1.5,0.0,0.0,0.0,2,0.37574371454770067,0.8393877803106019,0.0,0.0,0.0,0.2430262989716605,True,left,Adam Mockler,False,,
@TheDamageReport,streams,0.06361432112734479,0.12546125461254612,0.6494464944649446,0.0,0.22308856088560886,271,0.045237819625400355,0.0702070960161389,0.5582311667813916,0.0,0.5241706118474238,0.23956933885407095,False,left,TYT Network,False,36.0,55.69620253164557
@Forthepeoplepodcast305,streams,0.07836367336367336,0.26666666666666666,0.6,0.0,0.2093777777777778,45,0.06059919122728036,0.14922449427744033,0.5139089393884965,0.0,0.47318084443406766,0.239382693865457,True,left,Niko House,False,,
@LeejaMiller,streams,0.2,0.0,0.0,1.0,0.0,1,0.18728277595760054,0.0,0.0,1.0,0.0,0.23745655519152012,True,left,Leeja Miller,False,,
@BenShapiro,streams,0.11017740429505135,0.0,0.29411764705882354,0.0,0.3111764705882353,17,0.09373302212701415,0.0,0.23972595939697844,0.0,0.8517654685628087,0.23704489001736023,True,right,Daily Wire,False,,
@BrittanyVenti,streams,0.07395572263993316,0.0,0.631578947368421,0.0,0.23973684210526314,19,0.056008334084187,0.0,0.5422152794281067,0.0,0.5860847986991917,0.2368616824422971,True,neutral,Brittany Venti,False,,
@PBDPodcast,streams,0.13353426234782168,0.01694915254237288,0.423728813559322,0.0,0.2705338983050848,118,0.11805906507805561,0.009484607687125446,0.35590518820694367,0.0,0.7006176244535463,0.23681329708513416,False,right,Valuetainment,False,37.0,54.43037974683544
@MichaelKnowles,streams,0.03125,0.25,0.0,0.0,0.36725,4,0.0115305519763722,0.13989796338510033,0.0,0.0,1.0,0.2302857030722945,True,right,Daily Wire,False,,
@AfterPartyEmily,streams,0.07920479096949685,0.05405405405405406,0.5945945945945946,0.0,0.22735135135135137,74,0.061475210722706994,0.03024820829948115,0.5090637100123471,0.0,0.5400237321740035,0.22816217224170776,False,right,Emily Jashinsky,False,38.0,53.16455696202531
@Tim_Black,streams,0.04610840548340548,0.4375,0.1875,0.0625,0.22012500000000002,16,0.02700550195280711,0.24482143592392555,0.14415737262108874,0.19470404984423687,0.513149266160305,0.22476752530047267,True,right,Tim Black,False,,
@ChadPrather1,streams,0.03366883173731286,0.11442786069651742,0.25870646766169153,0.0,0.30681592039801,201,0.014049752315744722,0.06403289866382701,0.207984531365048,0.0,0.8355487843482607,0.2243231933385761,False,right,Chad Prather,False,39.0,51.89873417721519
@NickShirley,streams,0.1786047286047286,0.0,0.38461538461538464,0.0,0.2503076923076923,13,0.16499971503670627,0.0,0.32084518424654,0.0,0.6253973010518423,0.22224844006701772,True,right,Nick Shirley,False,,
@glennbeck,streams,0.0817116439116439,0.256,0.304,0.0,0.25592,125,0.0640860846769365,0.14325551450634272,0.24858417875055056,0.0,0.6462692134460738,0.22043899827598074,False,right,Blaze Media,False,40.0,50.63291139240506
@TheBrianKilmeadeShow,streams,0.09545454545454546,0.0,0.0,0.0,0.392,2,0.07839924325542541,0.0,0.0,0.0,1.0,0.21567984865108508,True,right,Fox News,False,,
@Firstpost,streams,0.14424894245655823,0.0030083565459610028,0.5255710306406686,0.01604456824512535,0.20231565459610026,8975,0.12921834720165784,0.0016834518156647168,0.44719323506486935,0.04998307864525033,0.44691713537776034,0.2149990496210405,False,neutral,Network18,False,41.0,49.36708860759494
@TheRealTabithaSpeaks,streams,0.0,1.25,0.0,0.0,0.18125,4,0.0,0.6994898169255016,0.0,0.0,0.36857494151344733,0.21361295168778976,True,left,Tabitha Speaks,False,,
@RebelNewsOnline,streams,0.06679293640832103,0.010256410256410256,0.28205128205128205,0.03076923076923077,0.26515384615384613,195,0.04854833046873245,0.005739403626055397,0.22891006275037024,0.09585430146177815,0.6806094596604864,0.21193231159348452,False,right,Rebel News,False,42.0,48.10126582278481
@DylanBurnsLIVE,streams,0.20833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.18799999999999997,3,0.19596189812951303,0.18653061784680042,0.27487762349845507,0.0,0.393677878911937,0.2102096036773411,True,left,Dylan Burns,False,,
@DemocracyDocket,streams,0.0992063492063492,0.0,0.0,0.0,0.34225,4,0.08230672683065872,0.0,0.0,0.0,0.967326485388536,0.20992664244383893,True,left,Democracy Docket,False,,
@OwenReport,streams,0.030529918418219806,0.07303370786516854,0.47752808988764045,0.0,0.24158988764044945,178,0.010780590853730482,0.040869067955197846,0.40412910751203085,0.0,0.5929761892275374,0.2097509911096993,False,left,Owen Shroyer,False,43.0,46.835443037974684
@MattWalsh,streams,0.0625,0.0,0.0,0.0,0.4635,2,0.04407726012104411,0.0,0.0,0.0,1.0,0.20881545202420884,True,right,Daily Wire,False,,
@PTLRadioShow,streams,0.0951036042453953,0.0845771144278607,0.3383084577114428,0.0,0.25361691542288556,201,0.07803373985990066,0.04732866422978518,0.2793371629740156,0.0,0.6377041485627063,0.20848074312528153,False,left,Pushing the Limits,False,44.0,45.56962025316456
@rolandsmartin,streams,0.06491937574355987,0.02226027397260274,0.3356164383561644,0.0017123287671232876,0.26601712328767124,584,0.046597027040018245,0.012456667972645918,0.2769241244906644,0.0053343575299790915,0.6838199473416656,0.20502642487499462,False,left,Black Star Network,False,45.0,44.303797468354425
@AndrewKlavan,streams,0.041666666666666664,0.0,0.0,0.0,0.4896666666666667,3,0.022379454691262835,0.0,0.0,0.0,1.0,0.20447589093825255,True,right,Daily Wire,False,,
@lizwheeler,streams,0.14428024356595787,0.22857142857142856,0.4,0.0,0.19397142857142857,70,0.12925094713996935,0.12790670938066315,0.3346354524709655,0.0,0.4158853452242518,0.20153569084316994,False,right,Liz Wheeler,False,46.0,43.037974683544306
@SavSays,streams,0.0,0.0,0.0,0.0,0.592,1,0.0,0.0,0.0,0.0,1.0,0.2,True,right,Sav Says,False,,
@thedavidpakmanshow,streams,0.3844444444444445,0.0,0.0,0.0,0.23820000000000002,5,0.37938068002926406,0.0,0.0,0.0,0.5803693540829276,0.19195000682243832,True,left,David Pakman,False,,
@aaronparnas1,streams,0.22884920634920633,0.1,0.2,0.0,0.2232,10,0.21732907033369764,0.05595918535404013,0.15536196555343443,0.0,0.5245850487529503,0.1906470539988245,True,left,Aaron Parnas,False,,
@marclamonthillnetwork,streams,0.11629795884762771,0.2119205298013245,0.2913907284768212,0.0,0.21488079470198676,151,0.10010754701361399,0.11858900207478702,0.23728163838329958,0.0,0.49364630952314126,0.18992489939896837,False,left,Marc Lamont Hill,False,47.0,41.77215189873418
@DropSiteNews,streams,0.031239303332326586,0.0,0.46511627906976744,0.0,0.22716279069767442,43,0.01151941145410381,0.0,0.3930035644906267,0.0,0.5393224838354744,0.18876909195604097,True,left,Drop Site,False,,
@FreshFitMiami,streams,0.10312726489197077,0.5866666666666667,0.25333333333333335,0.0,0.16944,75,0.08639033958201206,0.32829388741036875,0.20316822873144272,0.0,0.324654098450312,0.1885013108348271,False,right,Fresh & Fit,False,48.0,40.50632911392405
@TheDailyBeast,streams,0.07665414650708768,0.0,0.5588235294117647,0.0,0.19088235294117648,34,0.058818728133943635,0.0,0.47699969208194604,0.0,0.4043972160145602,0.18804312724608999,True,left,Daily Beast,False,,
@SMN,streams,0.13122710622710623,0.75,0.125,0.0,0.166875,8,0.1156561742970918,0.41969389015530095,0.08813440795936031,0.0,0.31511498223888584,0.18771989093012778,True,left,Some More News,False,,
@NewsmaxTV,streams,0.04673990031132888,0.017543859649122806,0.39348370927318294,0.0,0.23274937343358398,399,0.027663200444304478,0.009817400939305285,0.3287944616691411,0.0,0.5600987263082183,0.18527475787219383,False,right,Newsmax,False,49.0,39.24050632911392
@Styxhexenhammer666,streams,0.14634737690293245,0.18518518518518517,0.37037037037037035,0.0,0.18466666666666665,27,0.13140385547323763,0.10362812102600023,0.3080764173720719,0.0,0.3812813666163865,0.18487795209753927,True,right,Styxhexenhammer,False,,
@jlptalk,streams,0.14514595536929603,0.03208556149732621,0.11764705882352941,0.0481283422459893,0.2188716577540107,187,0.13015258136079,0.017954818830173306,0.08154347094033344,0.14993253036133747,0.5084881443914232,0.17761430917681148,False,right,Jesse Lee Peterson,False,50.0,37.9746835443038
@EzraKleinShow,streams,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.8724559132235585,0.0,0.0,0.1744911826447117,True,left,New York Times,False,,
@KimIversen,streams,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.8724559132235585,0.0,0.0,0.1744911826447117,True,neutral,Kim Iversen,False,,
@chriscuomo,streams,0.8125,0.0,0.0,0.0,0.074,8,0.82519825559317,0.0,0.0,0.0,0.0,0.165039651118634,True,left,Chris Cuomo,False,,
@RonPlacone,streams,0.13277729215229214,0.10714285714285714,0.2857142857142857,0.0,0.19121428571428573,28,0.11727068466115592,0.05995627002218585,0.232193459946662,0.0,0.40563165862550365,0.1630104146511015,True,left,Ron Placone,False,,
@bulwarkmedia,streams,0.08559849020375336,0.02631578947368421,0.40789473684210525,0.0,0.18695175438596492,228,0.06813421433685607,0.014726101408957927,0.341712037480868,0.0,0.3897795020189943,0.16287037104913527,False,left,The Bulwark,False,51.0,36.708860759493675
@NPR,streams,0.16666666666666666,0.0,0.0,0.0,0.256,1,0.15256628726995047,0.0,0.0,0.0,0.6465667297411671,0.15982660340222352,True,left,NPR,False,,
@judgingfreedom,streams,0.07077098535132968,0.047345767575322814,0.2769010043041607,0.005738880918220947,0.20410616929698708,697,0.052691447202598794,0.026494305834767924,0.2242935214987692,0.017878133701622896,0.4535759766292325,0.15498667697339824,False,left,Judging Freedom,False,52.0,35.44303797468354
@RekietaLaw,streams,0.1681742770116799,0.16037735849056603,0.14150943396226415,0.0,0.1965754716981132,106,0.15413645539459156,0.08974586330364925,0.10293292692660934,0.0,0.4255696610156788,0.15447698132810578,False,right,Rekieta Law,False,53.0,34.177215189873415
@therationalnational,streams,0.25793650793650796,0.0,0.14285714285714285,0.0,0.1922857142857143,7,0.2476233396289923,0.0,0.10414096929128272,0.0,0.40961625186335926,0.15227611215672684,True,left,Rational National,False,,
@oann,streams,0.5856043299932505,0.0,0.05825242718446602,0.0,0.11990614886731392,309,0.5888876267611871,0.0,0.028304057349747416,0.0,0.1404400000666188,0.15152633683551067,False,right,OAN,False,54.0,32.91139240506329
@TheMajorityReport,streams,0.060593637132098664,0.015384615384615385,0.24102564102564103,0.005128205128205128,0.21345128205128203,195,0.042091793372902524,0.008609105439083097,0.19213601415190235,0.015975716910296357,0.4883300181778094,0.14942852961039874,False,left,Majority Report,False,55.0,31.645569620253166
@TheHumanistReport,streams,0.031746031746031744,0.05714285714285714,0.3142857142857143,0.0,0.2015142857142857,35,0.01204716639136699,0.03197667734516579,0.25780395807773787,0.0,0.4439368816187546,0.14915293668660506,True,left,Humanist Report,False,,
@wethefifth,streams,0.26785714285714285,0.5,0.0,0.0,0.136,2,0.2579556279288881,0.27979592677020065,0.0,0.0,0.2002922871013495,0.14760876836008766,True,neutral,The Fifth Column,False,,
@briantylercohen,streams,0.5005555555555555,0.0,0.2,0.0,0.10270000000000001,10,0.500309782291245,0.0,0.15536196555343443,0.0,0.07645112926880013,0.1464245754226959,True,left,Brian Tyler Cohen,False,,
@revleftradio,streams,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.11366666666666668,3,0.15256628726995047,0.18653061784680042,0.27487762349845507,0.0,0.11723565472116124,0.14624203666727345,True,left,Rev Left Radio,False,,
@Politicon,streams,0.1111111111111111,0.0,0.0,0.0,0.252,1,0.09470547279053375,0.0,0.0,0.0,0.6316909149865065,0.14527927755540807,True,left,Politicon,False,,
@thegrayzone7996,streams,0.013503086419753086,0.0,0.16666666666666666,0.0,0.23502777777777778,36,0.0,0.0,0.12548305106717927,0.0,0.5685720065483286,0.13881101152310157,True,left,The Grayzone,False,,
@MLChristiansen,streams,0.0473094005561538,0.0,0.12987012987012986,0.0,0.23554545454545456,77,0.028256331908516823,0.0,0.09249983377715733,0.0,0.5704972224730164,0.1382506776317381,False,right,Matt Christiansen,False,56.0,30.37974683544304
@hutch,streams,0.11332539682539683,0.08,0.32,0.0,0.1575,50,0.09701163953907052,0.0447673482832321,0.26292605770395305,0.0,0.2802497914076501,0.13699096738678115,False,neutral,Hutch,False,57.0,29.11392405063291
@dineshdsouza,streams,0.0,0.0,0.0,0.0,0.26,2,0.0,0.0,0.0,0.0,0.6614425444958277,0.13228850889916555,True,right,Dinesh D'Souza,False,,
@AnaEscobarShow,streams,0.22415398221849833,0.06451612903225806,0.25806451612903225,0.0,0.1346774193548387,31,0.21243901947110647,0.036102700228412984,0.2074091069165886,0.0,0.19537367093246974,0.13026489950971556,True,right,Ana Escobar,False,,
@JustPearlyThings,streams,0.059308284308284304,0.1875,0.13541666666666666,0.0,0.1886354166666667,96,0.040753105269874815,0.10492347253882524,0.09747156873631505,0.0,0.3960409640682765,0.12783782212265832,False,right,Pearl,False,58.0,27.848101265822784
@Forbes,streams,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,0.0,0.6242530076091762,0.12485060152183525,True,neutral,Forbes,False,,
@TheAtlantic,streams,0.0,0.2,0.2,0.0,0.1778,5,0.0,0.11191837070808026,0.15536196555343443,0.0,0.35574455128755267,0.12460497750981347,True,left,The Atlantic,False,,
