creator,genre,caps_share,exclamations,power_words,emoji,vader_intensity,n_titles,caps_share_01,exclamations_01,power_words_01,emoji_01,vader_intensity_01,arousal_index,low_n,group,organisation,clipper,rank_in_genre,percentile_in_genre
@Tim_Black,videos,0.04587498318277864,0.11246200607902736,0.40425531914893614,0.06382978723404255,0.2123677811550152,329,0.06073664219168853,0.10663266350261015,0.3700141163716721,0.4257611230416591,0.36598725240141394,0.2658263595018088,False,right,Tim Black,False,85.0,64.85355648535564
@The_Crucible,videos,0.10823197205940568,0.09292035398230089,0.6327433628318584,0.0,0.2281504424778761,226,0.1610469561254997,0.0881039311336443,0.6364327412787246,0.0,0.4382285798757265,0.264762441682719,False,right,The Crucible,False,86.0,64.43514644351464
@SavSays,videos,0.14447150072150072,0.0,0.4375,0.0,0.28125,16,0.21934352500088786,0.0,0.40877764209079154,0.0,0.6812790037063698,0.2618800341596098,True,right,Sav Says,False,,
@Forthepeoplepodcast305,videos,0.08648771518336736,0.0782608695652174,0.5304347826086957,0.0,0.25790434782608695,115,0.12606814664821278,0.07420430473119358,0.5171402355532483,0.0,0.5744199088239275,0.2583665191513164,False,left,Niko House,False,87.0,64.01673640167364
@YaBoiHakim,videos,0.060678904428904425,0.0625,0.4375,0.0,0.29381250000000003,16,0.08455090927550059,0.05926038225060598,0.40877764209079154,0.0,0.7387808190105803,0.25827395052549573,True,left,Hakim,False,,
@PerunAU,videos,0.013862376362376362,0.0,0.5945945945945946,0.0,0.28216216216216217,37,0.009239693768672983,0.0,0.59195101605649,0.0,0.6854542061084505,0.2573289831867227,True,left,Perun,False,,
@Xanderhal,videos,0.09281149581782493,0.1962025316455696,0.35443037974683544,0.0031645569620253164,0.2680253164556962,316,0.1362408703816508,0.18603259238164915,0.3119178955470678,0.021108410108605462,0.6207462028609024,0.2552091942559751,False,left,Xanderhal,False,88.0,63.59832635983263
@Lunaoi,videos,0.012345679012345678,0.0,0.5555555555555556,0.0,0.28744444444444445,9,0.006799864808599777,0.0,0.546431228977798,0.0,0.7096325798541618,0.2525727347281119,True,left,Luna Oi,False,,
@SecondThought,videos,0.013392857142857142,0.0,0.5,0.05,0.22425,20,0.008484403605430601,0.0,0.4816530704427361,0.3335128797159663,0.4203752447141322,0.24880511969565305,True,left,Second Thought,False,,
@JillianMichaels,videos,0.1364342996358056,0.18818380743982493,0.4551422319474836,0.00437636761487965,0.21892560175054707,457,0.2064145144989482,0.17842950979613528,0.4293486054549072,0.029191499318684137,0.39600409528160657,0.24787764487005629,False,right,Jillian Michaels,False,89.0,63.17991631799163
@DailyDenims,videos,0.055930400349005004,0.013953488372093023,0.6093023255813953,0.0,0.2482418604651163,215,0.07691224769879909,0.013230224874553893,0.6091003311884623,0.0,0.5301922022679233,0.2458870012059477,False,left,Denims,True,90.0,62.76150627615063
@DemocracyDocket,videos,0.07099803727710705,0.007751937984496124,0.4496124031007752,0.0,0.28424806201550384,129,0.10115073993082423,0.007350124930307718,0.4229007871202382,0.0,0.6950019098385944,0.24528071236399293,False,left,Democracy Docket,False,91.0,62.34309623430963
@GrahamAllen,videos,0.07434666098633709,0.1862348178137652,0.4251012145748988,0.0,0.25218623481781377,247,0.10653748970130543,0.17658154387225103,0.394320573308422,0.0,0.5482466249958418,0.24513724637556403,False,right,Graham Allen,False,92.0,61.92468619246861
@destiny,videos,0.1019178283223227,0.0149812734082397,0.4307116104868914,0.02247191011235955,0.24357677902621722,267,0.15088973474742567,0.014204735820369973,0.40086233339338934,0.14989342908582753,0.508838916593999,0.2449378299282023,False,left,Destiny,False,93.0,61.50627615062761
@OutKick,videos,0.12782193296899177,0.13725490196078433,0.45098039215686275,0.0,0.23474509803921567,51,0.19256026624827616,0.13014044729544844,0.4244958717353286,0.0,0.46841402593208714,0.24312212224222804,False,right,Fox Corporation,False,94.0,61.08786610878661
@glennbeck,videos,0.1219674739511696,0.15869565217391304,0.49782608695652175,0.0,0.2197,460,0.1831425148050134,0.15046984014936476,0.4791182729348424,0.0,0.39954871658405006,0.24245586889465415,False,right,Blaze Media,False,95.0,60.66945606694561
@JamarlThomas,videos,0.040820128776333155,0.040145985401459854,0.6058394160583942,0.0036496350364963502,0.23806204379562043,274,0.052605171420970924,0.03806506305148413,0.6050625549511387,0.02434400581868367,0.4835965455148828,0.24073466815143205,False,left,Jamarl Thomas,False,96.0,60.25104602510461
@RekietaLaw,videos,0.07863679530346196,0.16666666666666666,0.2777777777777778,0.0,0.2863888888888889,18,0.11343879664254415,0.15802768600161593,0.2225404363024888,0.0,0.704801028761713,0.2397615895416724,True,right,Rekieta Law,False,,
@evanjmez,videos,0.09259149940968124,0.0,0.4090909090909091,0.0,0.28231818181818186,22,0.13588697406364764,0.0,0.37565244738536224,0.0,0.6861683484721736,0.2395415539842367,True,left,Evan James,False,,
@destinyhqclips,videos,0.10627101325070867,0.0,0.5989847715736041,0.0,0.22871573604060916,197,0.15789246779539692,0.0,0.5970699925026687,0.0,0.44081607488364166,0.23915570703634143,False,neutral,Destiny,True,97.0,59.83263598326359
@HasanReactionsfanTwo,videos,0.17028595179330475,0.052941176470588235,0.4441176470588235,0.0,0.23238235294117648,340,0.26086983564691496,0.05019702967110154,0.4164938639162915,0.0,0.4575991298335098,0.23703197181356356,False,left,HasanAbi,True,98.0,59.41422594142259
@lonerboxlive,videos,0.16443405079768716,0.03409090909090909,0.4772727272727273,0.0,0.22929545454545455,88,0.2514561991555608,0.032323844863966895,0.45515291467839264,0.0,0.44346959658665086,0.23648051105691423,False,right,LonerBox,False,99.0,58.995815899581594
@LegalEagle,videos,0.051069538926681785,0.0380952380952381,0.26666666666666666,0.0,0.320647619047619,105,0.06909284294487975,0.03612061394322651,0.2095848045954764,0.0,0.861612107300545,0.23528207375682553,False,left,LegalEagle,False,100.0,58.57740585774059
@chinainsights-r2w,videos,0.017762900509938173,0.11151079136690648,0.5611510791366906,0.0,0.2351187050359712,278,0.015514255911537959,0.10573075394352723,0.552955647823056,0.0,0.47012412189418046,0.2288649559144603,False,neutral,China Insights,False,101.0,58.15899581589959
@BadEmpanadaLive,videos,0.14728444560659326,0.0738255033557047,0.22483221476510068,0.0,0.2732214765100671,298,0.22386855723200486,0.06999884077923929,0.16080554696034932,0.0,0.6445303728698617,0.21984066356829102,False,left,BadEmpanada,False,102.0,57.74058577405857
@lizwheeler,videos,0.15417854109714574,0.2441860465116279,0.29069767441860467,0.0,0.21851162790697676,86,0.23495871561529716,0.23152893530469312,0.23760512433389852,0.0,0.39410922980946694,0.21964040101267113,False,right,Liz Wheeler,False,103.0,57.32217573221757
@marklevinshow,videos,0.028852000584673854,0.02574257425742574,0.31485148514851485,0.0,0.29758019801980196,505,0.033352691182056964,0.02440823664975454,0.2657686331862825,0.0,0.7560265484160879,0.21591122188683637,False,right,Mark Levin,False,104.0,56.903765690376574
@laurenchenclips,videos,0.05354637717023038,0.027522935779816515,0.41284403669724773,0.0,0.25956880733944954,109,0.07307719860812689,0.02609631511953291,0.3800286198969052,0.0,0.5820385709945711,0.2122481409238272,False,right,Lauren Chen,True,105.0,56.48535564853556
@SMN,videos,0.11169479139022286,0.02030456852791878,0.2639593908629442,0.0,0.274005076142132,197,0.16661740621342142,0.019252103878369453,0.2064281024536663,0.0,0.6481171112830312,0.2080829447656977,False,left,Some More News,False,106.0,56.06694560669456
https://rumble.com/c/BannonsWarRoom,videos,0.13184137186985095,0.14691522414558367,0.27230359520639147,0.03994673768308921,0.17903528628495338,4506,0.1990261201204166,0.13930003746081193,0.21615750190622435,0.26645503039890783,0.21341579260863136,0.20687089649899842,False,right,War Room,False,107.0,55.64853556485355
@TheVaushPit,videos,0.19228375704802503,0.019851116625310174,0.3052109181141439,0.0,0.23248138957816378,403,0.29625651468174763,0.018822156149075845,0.2545276659513158,0.0,0.45805244616452623,0.2055317565893331,False,left,Vaush,True,108.0,55.23012552301255
@AfterPartyEmily,videos,0.06602015770774737,0.012195121951219513,0.4878048780487805,0.0,0.2315,410,0.09314309441549794,0.011563001414752387,0.4674334746667469,0.0,0.453560371954373,0.20513998849027404,False,right,Emily Jashinsky,False,109.0,54.811715481171554
@MichaelKnowles,videos,0.10612918449253195,0.036016949152542374,0.3622881355932203,0.0,0.2410720338983051,472,0.1576643155463251,0.034150050788484806,0.32108009271811244,0.0,0.4973740495906698,0.20205370172871842,False,right,Daily Wire,False,110.0,54.39330543933054
@TheBrianKilmeadeShow,videos,0.04100005896880897,0.056818181818181816,0.4346590909090909,0.0,0.24103125,352,0.05289461538577061,0.053873074773278164,0.4054651226202486,0.0,0.49718737112796535,0.20188403678145256,False,right,Fox News,False,111.0,53.97489539748954
@NovaraMedia,videos,0.10844607434351024,0.013675213675213675,0.38632478632478634,0.0,0.23480341880341882,585,0.1613913708850861,0.012966374236030026,0.34910699220945574,0.0,0.46868097517082224,0.19842914250027882,False,left,Novara Media,False,112.0,53.55648535564853
@FoxNews,videos,0.18239053450112416,0.03568818514007308,0.3029232643118149,0.0,0.22476065773447018,8210,0.2803418228825633,0.03383832789169803,0.25186024593906486,0.0,0.42271265738925023,0.19775061082051532,False,right,Fox News,False,113.0,53.13807531380753
@PartOfTheProblem,videos,0.024526121128062874,0.0,0.2524271844660194,0.0,0.29971844660194175,103,0.026393882969059368,0.0,0.19298147075736347,0.0,0.7658138658325808,0.19703784391180074,False,right,Dave Smith,False,114.0,52.719665271966534
@TheDailyBeast,videos,0.009173736891128196,0.0,0.46273291925465837,0.0,0.2515,322,0.0016973331486968423,0.0,0.4381993988788437,0.0,0.5451055505481406,0.19700045651513623,False,left,Daily Beast,False,115.0,52.30125523012552
@underthedesknews,videos,0.10982768342028834,0.22784810126582278,0.21518987341772153,0.0,0.23189873417721518,79,0.16361389064946427,0.21603784921739902,0.14956251086425457,0.0,0.45538548152760305,0.19691994645174418,False,left,Under the Desk News,False,116.0,51.88284518828452
@dineshdsouza,videos,0.3863181504485852,0.043478260869565216,0.11956521739130435,0.0,0.19653260869565217,92,0.6083891443453694,0.04122461373955198,0.03806350656133442,0.0,0.293505567858639,0.19623656650097895,False,right,Dinesh D'Souza,False,117.0,51.46443514644351
@fastpoliticspodcast,videos,0.10164856216580354,0.1793103448275862,0.36551724137931035,0.0,0.20553793103448276,145,0.15045658085114585,0.17001599321553165,0.32484525219579335,0.0,0.33472525994877356,0.19600861724224888,False,left,Fast Politics,False,118.0,51.04602510460251
@TheMajorityReport,videos,0.09875546903307918,0.015691007845503924,0.3403741701870851,0.0,0.24581713940856972,1657,0.14580261847080214,0.014877681965149119,0.2955282588643237,0.0,0.5190936261598421,0.19506043709202342,False,left,Majority Report,False,119.0,50.627615062761514
@therationalnational,videos,0.04271028267507141,0.035211267605633804,0.4647887323943662,0.007042253521126761,0.21922535211267605,142,0.05564575972360334,0.033386130845411824,0.4405964910895279,0.04697364503041779,0.39737613030333874,0.19479563139845993,False,left,Rational National,False,120.0,50.2092050209205
@PoliticsGirl,videos,0.1304532392894462,0.19827586206896552,0.11206896551724138,0.0,0.25448275862068964,116,0.19679310634873423,0.1879984540364052,0.02932282549963192,0.0,0.5587584090797972,0.1945745589929137,False,left,PoliticsGirl,False,121.0,49.7907949790795
@judgingfreedom,videos,0.03522635424043875,0.0028169014084507044,0.4422535211267606,0.0,0.24370422535211267,355,0.043606768998418324,0.002670890467632946,0.4143202803034747,0.0,0.5094222714272599,0.1940040422393572,False,left,Judging Freedom,False,122.0,49.37238493723849
@MattWalsh,videos,0.06191723815015556,0.03367003367003367,0.39730639730639733,0.0,0.23913804713804715,297,0.0865429497279235,0.0319247850508315,0.36191162587792486,0.0,0.48852169142238006,0.193780210415812,False,right,Daily Wire,False,123.0,48.95397489539749
@JustPearlyThings,videos,0.12109103685864436,0.23318385650224216,0.15396113602391628,0.0014947683109118087,0.23539312406576982,669,0.18173263787737048,0.22109703153589316,0.07816938342389804,0.009970489677607363,0.47138020884880255,0.19246995027271435,False,right,Pearl,False,124.0,48.53556485355649
https://rumble.com/c/GGreenwald,videos,0.13463605838605838,0.06578947368421052,0.3026315789473684,0.0,0.22451315789473683,76,0.20352178110144953,0.062379349737479974,0.25152013880501645,0.0,0.4215797865377343,0.18780021123633606,False,left,Glenn Greenwald,False,125.0,48.11715481171548
@SaltyCracker,videos,0.032919571097865676,0.002583979328165375,0.2997416020671835,0.0,0.27281136950904394,387,0.03989597177460528,0.002450041643435906,0.24815040595588533,0.0,0.6426532069373007,0.18662992526224542,False,right,Salty Cracker,False,126.0,47.69874476987448
@MLChristiansen,videos,0.03281246973918958,0.03389830508474576,0.3474576271186441,0.0,0.2534322033898305,118,0.039723683614046525,0.032141224271515105,0.3037876181939223,0.0,0.5539497457682164,0.18592045436954008,False,right,Matt Christiansen,False,127.0,47.28033472803347
@nypost,videos,0.04251083181029374,0.013959390862944163,0.4316307106598985,0.0,0.2319167195431472,6304,0.05532491390951501,0.013235821416379,0.4019340104942892,0.0,0.45546780520441904,0.18519251020492045,False,right,New York Post,False,128.0,46.86192468619247
@ColeHastings,videos,0.024739583333333332,0.0,0.21875,0.0,0.29275,32,0.026737268068459337,0.0,0.15371364285898556,0.0,0.7339174813977863,0.18287367846504626,True,right,Cole Hastings,False,,
@BrittanyVenti,videos,0.05717171717171717,0.10909090909090909,0.21818181818181817,0.01818181818181818,0.23232727272727274,55,0.07890908690512982,0.10343630356469408,0.15305113896487696,0.12127741080580592,0.4573470134325698,0.18280419073461532,False,neutral,Brittany Venti,False,129.0,46.44351464435147
@BenShapiro,videos,0.0785333978191121,0.05523809523809524,0.29333333333333333,0.0,0.24289333333333335,525,0.11327246670420121,0.05237489021767843,0.24067832069230607,0.0,0.5057106086932893,0.182407257261495,False,right,Daily Wire,False,130.0,46.02510460251046
@XAVIAER,videos,0.06310155024943757,0.08450704225352113,0.30985915492957744,0.0,0.23729577464788731,71,0.08844808852013863,0.08012671402898837,0.25994754193541175,0.0,0.48008913321587665,0.18172229554008307,False,right,PragerU,False,131.0,45.60669456066946
@oann,videos,0.144300657591007,0.004437049362174155,0.28286189683860236,0.007210205213533,0.2212279534109817,1803,0.21906869890100727,0.004207059860275966,0.2284685539720868,0.048093926082169294,0.40654255497861386,0.18127615875883063,False,right,OAN,False,132.0,45.18828451882845
@MegynKelly,videos,0.08319005707015695,0.008479709267110842,0.37310720775287703,0.0,0.22592610539067234,1651,0.12076338247435282,0.008040173000687911,0.33369520500620176,0.0,0.428047213080686,0.1781091947123857,False,right,Megyn Kelly,False,133.0,44.76987447698745
@DropSiteNews,videos,0.041803002280943455,0.004901960784313725,0.4264705882352941,0.0,0.22697058823529412,204,0.0541862668455712,0.004647873117694587,0.39591727238162483,0.0,0.43282808150813734,0.17751589877060558,False,left,Drop Site,False,134.0,44.35146443514644
@KimIversen,videos,0.0894739155975111,0.0599250936329588,0.31273408239700373,0.0,0.22742509363295882,534,0.1308718856742374,0.05681894328147989,0.26329972706612315,0.0,0.43490847039818964,0.17717980528400604,False,neutral,Kim Iversen,False,135.0,43.93305439330544
@AndrewKlavan,videos,0.04432302391486065,0.015306122448979591,0.21428571428571427,0.0,0.27732142857142855,196,0.05824008929229584,0.014512746673617792,0.14850825511956095,0.0,0.6632969150540226,0.17691160122789942,False,right,Daily Wire,False,136.0,43.51464435146444
@thomhartmann,videos,0.06391125526967364,0.08290816326530612,0.33163265306122447,0.0,0.22638265306122451,784,0.08975061717389324,0.07861071114876303,0.2853355899844364,0.0,0.43013694998254937,0.17676677365792842,False,left,Thom Hartmann,False,137.0,43.09623430962343
@clayandbuck,videos,0.055357842999586446,0.0981067125645439,0.36316695352839934,0.0,0.21759380378657486,581,0.07599120567127404,0.0930214606068032,0.32210480045362516,0.0,0.38990811115847396,0.17620511557803525,False,right,Clay & Buck,False,138.0,42.67782426778243
@TheLincolnProject,videos,0.04082823229164692,0.024390243902439025,0.22764227642276422,0.008130081300813009,0.25902439024390245,123,0.05261820710758338,0.023126002829504774,0.164082098112311,0.05422973653918152,0.5795466329825032,0.1747205355142168,False,left,Lincoln Project,False,139.0,42.25941422594142
@Shoe0nHead,videos,0.07222222222222223,0.1,0.5,0.0,0.1745,10,0.10312002001265283,0.09481661160096957,0.4816530704427361,0.0,0.19265661296213518,0.17444926300369873,True,right,Shoe0nHead,False,,
@bushrakhanum,videos,0.019045348590803136,0.0,0.2727272727272727,0.0,0.2716363636363636,22,0.017577260747289363,0.0,0.2166515127993013,0.0,0.6372749008141383,0.17430073487214578,True,neutral,Network18,False,,
@OwenReport,videos,0.0906237162036131,0.0,0.28350515463917525,0.0,0.24308505154639176,388,0.13272150769475496,0.0,0.22921859697620647,0.0,0.5065881525959948,0.17370565145339123,False,left,Owen Shroyer,False,140.0,41.84100418410041
@thehill,videos,0.1598705004156897,0.050129442221699225,0.29418686749823486,0.0,0.2053181925158861,4249,0.24411506258502133,0.047531038529081006,0.24167354737838959,0.0,0.3337194598523305,0.17340782166896446,False,neutral,The Hill,False,141.0,41.42259414225941
@thegrayzone7996,videos,0.04613134177650307,0.0,0.38064516129032255,0.0,0.23318709677419353,155,0.06114903239011529,0.0,0.34248451049321615,0.0,0.4612826507292987,0.17298323872252602,False,left,The Grayzone,False,142.0,41.00418410041841
@jimacosta,videos,0.06423412457992424,0.0670926517571885,0.4217252396166134,0.009584664536741214,0.18748242811501598,313,0.09026999956316972,0.0636149790294045,0.3903841633693742,0.06393218141520121,0.2520805479806296,0.17205637427155585,False,left,Jim Acosta,False,143.0,40.58577405857741
@winston_marshall,videos,0.053359879162631456,0.07339449541284404,0.3853211009174312,0.0,0.21295412844036696,109,0.07277718935451634,0.06959017365208776,0.34793668814559015,0.0,0.3686711157491888,0.1717950333802766,False,right,Winston Marshall,False,144.0,40.1673640167364
@aljazeeraenglish,videos,0.034544572502660735,0.00014285714285714287,0.331,0.0,0.2482784285714286,7000,0.04251002360735782,0.0001354523022870994,0.28459791217907804,0.0,0.5303595839590831,0.1715205944095612,False,left,Al Jazeera,False,145.0,39.74895397489539
@FoxNewsChannelClips,videos,0.16640650042997152,0.013048016701461378,0.2616562282533055,0.0,0.21645511482254698,5748,0.25462917215181197,0.012371687317454276,0.20374259906580067,0.0,0.38469603692973975,0.17108789909296132,False,right,Fox News,True,146.0,39.33054393305439
@DemocracyNow,videos,0.024146761921177907,0.013513513513513514,0.2764127764127764,0.0,0.2602616707616708,814,0.025783628339676904,0.012813055621752644,0.22094883535568133,0.0,0.5852099862809877,0.16895110111961972,False,left,Democracy Now!,False,147.0,38.912133891213394
@BreakThroughNews,videos,0.05203352662030348,0.0,0.47520661157024796,0.0,0.20212396694214876,242,0.07064355778723427,0.0,0.45274380960890687,0.0,0.3190986623215023,0.16849720594352868,False,left,BreakThrough News,False,148.0,38.49372384937239
@TheJoyReidShow,videos,0.04812143388824061,0.13445378151260504,0.20588235294117646,0.004201680672268907,0.2376218487394958,238,0.06435038588844658,0.12748451979962294,0.1387098781982911,0.02802629241310641,0.4815816587634316,0.16803054701257972,False,left,Joy Reid,False,149.0,38.07531380753138
@PoliticsJOE,videos,0.059699191336359474,0.0,0.3775811209439528,0.0,0.22332153392330384,339,0.08297489783478323,0.0,0.33891181844954676,0.0,0.41612541507366196,0.1676024262715984,False,left,PoliticsJOE,False,150.0,37.65690376569037
@AlexStein99,videos,0.049671592775041046,0.25287356321839083,0.3333333333333333,0.0,0.18522988505747123,87,0.06684404261215221,0.2397661442783139,0.28731859483755057,0.0,0.24177007515597537,0.16713977137679842,False,right,Alex Stein,False,151.0,37.238493723849366
@LIVESNEAKO,videos,0.12658801995962748,0.07306889352818371,0.2588726513569937,0.012526096033402923,0.19608559498956157,479,0.1905753371558655,0.06928144897774394,0.20049692932709193,0.08355228719397903,0.2914594703807427,0.1670730946070846,False,neutral,SNEAKO,False,152.0,36.82008368200837
@Styxhexenhammer666,videos,0.042073685495605834,0.10762331838565023,0.19282511210762332,0.0,0.2535044843049327,446,0.05462170028661045,0.10204478378579686,0.1234850458968561,0.0,0.554280594232314,0.1668864248403155,False,right,Styxhexenhammer,False,153.0,36.40167364016737
@TheAmalaEkpunobi,videos,0.07089154920908475,0.02843601895734597,0.3033175355450237,0.0,0.2302701421800948,211,0.10097943833775572,0.026962069649564806,0.252319968899176,0.0,0.44793099426596483,0.16563849423049226,False,right,Amala Ekpunobi,False,154.0,35.98326359832636
@StosselTV,videos,0.016896825396825396,0.02,0.26,0.0,0.26186,50,0.014121047739499891,0.018963322320193914,0.201811425571269,0.0,0.5925259530597121,0.165484349738135,False,right,John Stossel,False,155.0,35.56485355648535
@notsoErudite,videos,0.07193497716753532,0.023255813953488372,0.3488372093023256,0.0,0.21730232558139534,43,0.10265794443571011,0.022050374790923154,0.3053962204752423,0.0,0.3885739399410065,0.16373569592857642,True,left,notsoErudite,False,,
@RealDanBongino,videos,0.06390816785553627,0.041353383458646614,0.2932330827067669,0.0,0.2298233082706767,266,0.08974565061782722,0.03920987697784456,0.2405614277746488,0.0,0.4458857197639932,0.16308053502686276,False,right,Dan Bongino,False,156.0,35.146443514644346
@msnow,videos,0.08585492868287595,0.034517663731146876,0.3731146877214293,0.0,0.20193967000708574,9879,0.12505021724429377,0.032728479153690274,0.3337039267007987,0.0,0.31825508752977083,0.1619475421257107,False,left,MS NOW,False,157.0,34.72803347280335
@MrReaganUSA,videos,0.23913308913308914,0.15384615384615385,0.19230769230769232,0.0,0.16634615384615387,26,0.37162050023820276,0.1458717101553378,0.12288173086393211,0.0,0.15533434784313777,0.15914165782012207,True,right,Mr Reagan,False,,
@CaspianReport,videos,0.018714285714285715,0.0,0.32,0.0,0.24156,25,0.017044697811304802,0.0,0.27177183678913575,0.0,0.49960759678703803,0.15768482627749572,True,neutral,CaspianReport,False,,
@RebelNewsOnline,videos,0.06118426107161021,0.047128129602356406,0.28424153166421207,0.005891016200294551,0.21650736377025037,1358,0.08536384916229739,0.044685295599867836,0.2300772176342559,0.03929459554827291,0.3849351938921819,0.15687123036737521,False,right,Rebel News,False,158.0,34.30962343096235
@OfficialFlagrant,videos,0.054356833642547925,0.02857142857142857,0.3142857142857143,0.0,0.22365714285714286,35,0.07438093608218467,0.027090460457419877,0.26510894048267225,0.0,0.4176615840629598,0.1568483842170473,True,right,Flagrant,False,,
@HasanAbiVODs3,videos,0.07463419024192505,0.0055248618784530384,0.016574585635359115,0.09944751381215469,0.05015469613259668,181,0.10700002245685986,0.005238486828782849,0.0,0.6633405342417009,0.0,0.15511580870546873,False,left,HasanAbi,True,159.0,33.89121338912134
@TomiLahrenIsFearless,videos,0.06889579347206465,0.025423728813559324,0.3898305084745763,0.01694915254237288,0.17328813559322034,118,0.09776897407188528,0.024105918203636334,0.35319468826303724,0.11305521346303943,0.18710959578463154,0.15504687795724598,False,right,Tomi Lahren,False,160.0,33.47280334728033
@hutch,videos,0.11102626797071241,0.024691358024691357,0.2716049382716049,0.0,0.21305555555555555,162,0.1655419887615641,0.023411509037276436,0.21534286313192633,0.0,0.36913537391789836,0.15468634696973305,False,neutral,Hutch,False,161.0,33.054393305439326
@StevenCrowder,videos,0.03427715446946216,0.005917159763313609,0.28994082840236685,0.0,0.23808284023668638,169,0.0420798426870638,0.005610450390589915,0.2367226366918218,0.0,0.48369173621045763,0.15362093319598663,False,right,Louder with Crowder,False,162.0,32.63598326359833
@DylanBurnsLIVE,videos,0.027865686944634312,0.0,0.29473684210526313,0.0,0.23979999999999999,190,0.03176606179773384,0.0,0.24231482153950762,0.0,0.4915516210707864,0.15312650088160557,False,left,Dylan Burns,False,163.0,32.21757322175732
@RileyGaines,videos,0.06167542636074104,0.08391608391608392,0.3146853146853147,0.0,0.20459440559440562,143,0.08615396018647759,0.07956638735745698,0.26557487728732004,0.0,0.3304064997027923,0.1523403449068094,False,right,Riley Gaines,False,164.0,31.799163179916317
@AsmonTV,videos,0.0931219954648526,0.0,0.3177142857142857,0.0,0.2099782857142857,875,0.13674035436301024,0.0,0.2691066782665504,0.0,0.3550499130578852,0.15217938913748916,False,right,Asmongold,True,165.0,31.380753138075313
@marclamonthillnetwork,videos,0.07093677108469794,0.14330218068535824,0.3426791277258567,0.0,0.18009345794392523,321,0.10105218432214585,0.13587427207615577,0.29821585515186005,0.0,0.2182593182838034,0.150680325966793,False,left,Marc Lamont Hill,False,166.0,30.962343096234306
@MichaelMaliceofficial,videos,0.13467552649370831,0.01818181818181818,0.12727272727272726,0.0,0.23729090909090908,55,0.20358527131064758,0.01723938392744901,0.04705051590750305,0.0,0.48006686230175016,0.14958840668946996,False,right,Michael Malice,False,167.0,30.543933054393307
@nationalreview,videos,0.028043128978607883,0.0,0.2094240837696335,0.0,0.2562303664921466,191,0.032051503196582634,0.0,0.1428395606179886,0.0,0.5667576628150173,0.14832974532591772,False,right,National Review,False,168.0,30.125523012552303
@ZubyMusic,videos,0.02386454472785408,0.0,0.31654676258992803,0.0,0.2249496402877698,139,0.0253296408112566,0.0,0.2677453383017765,0.0,0.4235776794688962,0.14333053171638585,False,right,Zuby,False,169.0,29.707112970711297
@theisabelbrown,videos,0.0396685465834402,0.04964539007092199,0.2553191489361702,0.0,0.22158156028368794,141,0.050752683458182575,0.04707207668133241,0.19635352115001695,0.0,0.4081611051943077,0.14046787729676793,False,right,Isabel Brown,False,170.0,29.288702928870293
@HangOutwithSeanHannity,videos,0.03916366822210978,0.01948051948051948,0.3181818181818182,0.0,0.21177922077922076,154,0.04994051295675502,0.01847076849369537,0.2696518243279883,0.0,0.3632932591656481,0.14027127298881736,False,right,Sean Hannity,False,171.0,28.870292887029287
@X22Report-y5y,videos,0.05240217948285119,0.0,0.44050632911392407,0.0,0.17812911392405065,395,0.07123658969979059,0.0,0.4122830424418978,0.0,0.2092680070778525,0.13855752784390818,False,right,X22 Report,False,172.0,28.451882845188287
@UnHerd,videos,0.01988429910116657,0.0,0.27710843373493976,0.0,0.2295301204819277,83,0.018926835038568693,0.0,0.2217599765611025,0.0,0.44454372333986625,0.13704610698790748,False,left,UnHerd,False,173.0,28.03347280334728
@SkyNews,videos,0.02542548489512127,0.0013598041881968997,0.2638020125101985,0.0,0.22777699211313573,3677,0.027840640797485203,0.0012893202556563718,0.2062445982157517,0.0,0.4365192008589232,0.13437875202556332,False,left,Sky News,False,174.0,27.615062761506277
@ANINewsIndia,videos,0.06734330604605043,0.09031680104243016,0.2946494014170535,0.0003257594266634091,0.18419105790373808,12279,0.09527157155314128,0.08563533045482144,0.24221286509776893,0.002172899289622714,0.2370150942901475,0.13246155213710037,False,neutral,ANI,False,175.0,27.19665271966527
@moreperfectunion,videos,0.007997128067550603,0.0,0.39436619718309857,0.0,0.1986056338028169,71,0.0,0.0,0.3584833323831115,0.0,0.30299434054187696,0.1322955345849977,False,left,More Perfect Union,False,176.0,26.778242677824267
@thewarningwithsteveschmidt,videos,0.026647108178250046,0.0034602076124567475,0.20761245674740483,0.0,0.23658131487889272,289,0.029805800072285147,0.0032808516124902968,0.14072719109384665,0.0,0.4768188658583431,0.13012654172739305,False,left,Steve Schmidt,False,177.0,26.359832635983267
@bulwarkmedia,videos,0.04195405815468956,0.029572836801752465,0.3411829134720701,0.0,0.19094523548740416,1826,0.05442926225618983,0.028039961809706224,0.2964712590774443,0.0,0.2679307139476842,0.12937423941820492,False,left,The Bulwark,False,178.0,25.94142259414226
@bbrettcooper,videos,0.04756312064004371,0.06293706293706294,0.1958041958041958,0.013986013986013986,0.19775524475524475,143,0.06345225757582325,0.05967479051809274,0.12695867790460033,0.09329031600446609,0.29910188968016815,0.1284955863366301,False,right,Brett Cooper,False,179.0,25.523012552301257
@zeteo,videos,0.06566957774125107,0.014563106796116505,0.3300970873786408,0.0,0.18711650485436893,206,0.09257913539291386,0.01380824440790819,0.2835451098743431,0.0,0.2504056224682522,0.12806762242868347,False,left,Zeteo,False,180.0,25.10460251046025
