title_key_raw,n_creators,n_organisations,n_titles,example,creators,groups,n_groups,within_group,same_organisation_only
tyt hour 1 april 17 2026,2,1,2,"TYT Hour 1: April 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 2 2026,2,1,2,"TYT Hour 1: April 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 20 2026,2,1,2,"TYT Hour 1: April 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 21 2026,2,1,2,"TYT Hour 1: April 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 22 2026,2,1,2,"TYT Hour 1: April 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 23 2026,2,1,2,"TYT Hour 1: April 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 24 2026,2,1,2,"TYT Hour 1: April 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 27 2026,2,1,2,"TYT Hour 1: April 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 28 2026,2,1,2,"TYT Hour 1: April 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 29 2026,2,1,2,"TYT Hour 1: April 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 3 2026,2,1,2,"TYT Hour 1: April 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 30 2026,2,1,2,"TYT Hour 1: April 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 6 2026,2,1,2,"TYT Hour 1: April 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 7 2026,2,1,2,"TYT Hour 1: April 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 8 2026,2,1,2,"TYT Hour 1: April 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 april 9 2026,2,1,2,"TYT Hour 1: April 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 10 2026,2,1,2,"TYT Hour 1: August 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 11 2026,2,1,2,"TYT Hour 1: August 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 12 2026,2,1,2,"TYT Hour 1: August 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 13 2026,2,1,2,"TYT Hour 1: August 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 14 2026,2,1,2,"TYT Hour 1: August 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 17 2026,2,1,2,"TYT Hour 1: August 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 18 2026,2,1,2,"TYT Hour 1: August 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 19 2026,2,1,2,"TYT Hour 1: August 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 20 2026,2,1,2,"TYT Hour 1: August 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 21 2026,2,1,2,"TYT Hour 1: August 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 24 2026,2,1,2,"TYT Hour 1: August 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 25 2026,2,1,2,"TYT Hour 1: August 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 26 2026,2,1,2,"TYT Hour 1: August 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 27 2026,2,1,2,"TYT Hour 1: August 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 28 2026,2,1,2,"TYT Hour 1: August 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 3 2026,2,1,2,"TYT Hour 1: August 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 31 2026,2,1,2,"TYT Hour 1: August 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 4 2026,2,1,2,"TYT Hour 1: August 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 5 2026,2,1,2,"TYT Hour 1: August 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 6 2026,2,1,2,"TYT Hour 1: August 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 august 7 2026,2,1,2,"TYT Hour 1: August 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 december 31 2025,2,1,2,"TYT Hour 1: December 31, 2025",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 10 2026,2,1,2,"TYT Hour 1: February 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 11 2026,2,1,2,"TYT Hour 1: February 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 12 2026,2,1,2,"TYT Hour 1: February 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 13 2026,2,1,2,"TYT Hour 1: February 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 16 2026,2,1,2,"TYT Hour 1: February 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 17 2026,2,1,2,"TYT Hour 1: February 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 18 2026,2,1,2,"TYT Hour 1: February 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 19 2026,2,1,2,"TYT Hour 1: February 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 2 2026,2,1,2,"TYT Hour 1: February 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 20 2026,2,1,2,"TYT Hour 1: February 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 23 2026,2,1,2,"TYT Hour 1: February 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 24 2026,2,1,2,"TYT Hour 1: February 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 25 2026,2,1,2,"TYT Hour 1: February 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 26 2026,2,1,2,"TYT Hour 1: February 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 27 2026,2,1,2,"TYT Hour 1: February 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 3 2026,2,1,2,"TYT Hour 1: February 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 4 2026,2,1,2,"TYT Hour 1: February 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 5 2026,2,1,2,"TYT Hour 1: February 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 6 2026,2,1,2,"TYT Hour 1: February 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 february 9 2026,2,1,2,"TYT Hour 1: February 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 12 2026,2,1,2,"TYT Hour 1: January 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 13 2026,2,1,2,"TYT Hour 1: January 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 14 2026,2,1,2,"TYT Hour 1: January 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 15 2026,2,1,2,"TYT Hour 1: January 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 16 2026,2,1,2,"TYT Hour 1: January 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 2 2026,2,1,2,"TYT Hour 1: January 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 20 2026,2,1,2,"TYT Hour 1: January 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 21 2026,2,1,2,"TYT Hour 1: January 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 22 2026,2,1,2,"TYT Hour 1: January 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 23 2026,2,1,2,"TYT Hour 1: January 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 26 2026,2,1,2,"TYT Hour 1: January 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 27 2026,2,1,2,"TYT Hour 1: January 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 28 2026,2,1,2,"TYT Hour 1: January 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 29 2026,2,1,2,"TYT Hour 1: January 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 30 2026,2,1,2,"TYT Hour 1: January 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 5 2026,2,1,2,"TYT Hour 1: January 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 6 2026,2,1,2,"TYT Hour 1: January 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 7 2026,2,1,2,"TYT Hour 1: January 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 8 2026,2,1,2,"TYT Hour 1: January 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 january 9 2026,2,1,2,"TYT Hour 1: January 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 1 2026,2,1,2,"TYT Hour 1: July 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 10 2026,2,1,2,"TYT Hour 1: July 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 13 2026,2,1,2,"TYT Hour 1: July 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 14 2026,2,1,2,"TYT Hour 1: July 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 15 2026,2,1,2,"TYT Hour 1: July 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 16 2026,2,1,2,"TYT Hour 1: July 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 2 2026,2,1,2,"TYT Hour 1: July 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 20 2026,2,1,2,"TYT Hour 1: July 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 21 2026,2,1,2,"TYT Hour 1: July 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 22 2026,2,1,2,"TYT Hour 1: July 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 23 2026,2,1,2,"TYT Hour 1: July 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 24 2026,2,1,2,"TYT Hour 1: July 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 27 2026,2,1,2,"TYT Hour 1: July 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 28 2026,2,1,2,"TYT Hour 1: July 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 29 2026,2,1,2,"TYT Hour 1: July 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 30 2026,2,1,2,"TYT Hour 1: July 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 31 2026,2,1,2,"TYT Hour 1: July 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 6 2026,2,1,2,"TYT Hour 1: July 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 7 2026,2,1,2,"TYT Hour 1: July 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 8 2026,2,1,2,"TYT Hour 1: July 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 july 9 2026,2,1,2,"TYT Hour 1: July 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 1 2026,2,1,2,"TYT Hour 1: June 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 10 2026,2,1,2,"TYT Hour 1: June 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 11 2026,2,1,2,"TYT Hour 1: June 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 12 2026,2,1,2,"TYT Hour 1: June 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 15 2026,2,1,2,"TYT Hour 1: June 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 16 2026,2,1,2,"TYT Hour 1: June 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 17 2026,2,1,2,"TYT Hour 1: June 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 18 2026,2,1,2,"TYT Hour 1: June 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 2 2026,2,1,2,"TYT Hour 1: June 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 22 2026,2,1,2,"TYT Hour 1: June 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 23 2026,2,1,2,"TYT Hour 1: June 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 24 2026,2,1,2,"TYT Hour 1: June 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 25 2026,2,1,2,"TYT Hour 1: June 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 26 2026,2,1,2,"TYT Hour 1: June 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 29 2026,2,1,2,"TYT Hour 1: June 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 3 2026,2,1,2,"TYT Hour 1: June 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 30 2026,2,1,2,"TYT Hour 1: June 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 4 2026,2,1,2,"TYT Hour 1: June 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 5 2026,2,1,2,"TYT Hour 1: June 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 8 2026,2,1,2,"TYT Hour 1: June 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 june 9 2026,2,1,2,"TYT Hour 1: June 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 10 2026,2,1,2,"TYT Hour 1: March 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 11 2026,2,1,2,"TYT Hour 1: March 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 12 2026,2,1,2,"TYT Hour 1: March 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 13 2026,2,1,2,"TYT Hour 1: March 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 16 2026,2,1,2,"TYT Hour 1: March 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 17 2026,2,1,2,"TYT Hour 1: March 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 18 2026,2,1,2,"TYT Hour 1: March 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 19 2026,2,1,2,"TYT Hour 1: March 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 2 2026,2,1,2,"TYT Hour 1: March 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 20 2026,2,1,2,"TYT Hour 1: March 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 23 2026,2,1,2,"TYT Hour 1: March 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 24 2026,2,1,2,"TYT Hour 1: March 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 25 2026,2,1,2,"TYT Hour 1: March 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 26 2026,2,1,2,"TYT Hour 1: March 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 27 2026,2,1,2,"TYT Hour 1: March 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 3 2026,2,1,2,"TYT Hour 1: March 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 30 2026,2,1,2,"TYT Hour 1: March 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 31 2026,2,1,2,"TYT Hour 1: March 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 4 2026,2,1,2,"TYT Hour 1: March 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 5 2026,2,1,2,"TYT Hour 1: March 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 6 2026,2,1,2,"TYT Hour 1: March 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 march 9 2026,2,1,2,"TYT Hour 1: March 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 1 2026,2,1,2,"TYT Hour 1: May 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 11 2026,2,1,2,"TYT Hour 1: May 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 12 2026,2,1,2,"TYT Hour 1: May 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 13 2026,2,1,2,"TYT Hour 1: May 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 14 2026,2,1,2,"TYT Hour 1: May 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 15 2026,2,1,2,"TYT Hour 1: May 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 18 2026,2,1,2,"TYT Hour 1: May 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 19 2026,2,1,2,"TYT Hour 1: May 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 20 2026,2,1,2,"TYT Hour 1: May 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 21 2026,2,1,2,"TYT Hour 1: May 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 22 2026,2,1,2,"TYT Hour 1: May 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 26 2026,2,1,2,"TYT Hour 1: May 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 27 2026,2,1,2,"TYT Hour 1: May 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 28 2026,2,1,2,"TYT Hour 1: May 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 29 2026,2,1,2,"TYT Hour 1: May 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 4 2026,2,1,2,"TYT Hour 1: May 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 5 2026,2,1,2,"TYT Hour 1: May 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 6 2026,2,1,2,"TYT Hour 1: May 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 7 2026,2,1,2,"TYT Hour 1: May 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 may 8 2026,2,1,2,"TYT Hour 1: May 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 1 2026,2,1,2,"TYT Hour 1: September 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 10 2026,2,1,2,"TYT Hour 1: September 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 11 2026,2,1,2,"TYT Hour 1: September 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 2 2026,2,1,2,"TYT Hour 1: September 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 3 2026,2,1,2,"TYT Hour 1: September 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 4 2026,2,1,2,"TYT Hour 1: September 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 8 2026,2,1,2,"TYT Hour 1: September 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 1 september 9 2026,2,1,2,"TYT Hour 1: September 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 1 2026,2,1,2,"TYT Hour 2: April 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 10 2026,2,1,2,"TYT Hour 2: April 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 13 2026,2,1,2,"TYT Hour 2: April 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 14 2026,2,1,2,"TYT Hour 2: April 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 15 2026,2,1,2,"TYT Hour 2: April 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 16 2026,2,1,2,"TYT Hour 2: April 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 17 2026,2,1,2,"TYT Hour 2: April 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 2 2026,2,1,2,"TYT Hour 2: April 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 20 2026,2,1,2,"TYT Hour 2: April 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 21 2026,2,1,2,"TYT Hour 2: April 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 22 2026,2,1,2,"TYT Hour 2: April 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 23 2026,2,1,2,"TYT Hour 2: April 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 24 2026,2,1,2,"TYT Hour 2: April 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 27 2026,2,1,2,"TYT Hour 2: April 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 28 2026,2,1,2,"TYT Hour 2: April 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 29 2026,2,1,2,"TYT Hour 2: April 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 3 2026,2,1,2,"TYT Hour 2: April 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 30 2026,2,1,2,"TYT Hour 2: April 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 6 2026,2,1,2,"TYT Hour 2: April 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 7 2026,2,1,2,"TYT Hour 2: April 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 8 2026,2,1,2,"TYT Hour 2: April 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 april 9 2026,2,1,2,"TYT Hour 2: April 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 10 2026,2,1,2,"TYT Hour 2: August 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 11 2026,2,1,2,"TYT Hour 2: August 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 12 2026,2,1,2,"TYT Hour 2: August 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 13 2026,2,1,2,"TYT Hour 2: August 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 17 2026,2,1,2,"TYT Hour 2: August 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 18 2026,2,1,2,"TYT Hour 2: August 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 19 2026,2,1,2,"TYT Hour 2: August 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 20 2026,2,1,2,"TYT Hour 2: August 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 21 2026,2,1,2,"TYT Hour 2: August 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 24 2026,2,1,2,"TYT Hour 2: August 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 25 2026,2,1,2,"TYT Hour 2: August 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 26 2026,2,1,2,"TYT Hour 2: August 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 27 2026,2,1,2,"TYT Hour 2: August 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 28 2026,2,1,2,"TYT Hour 2: August 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 3 2026,2,1,2,"TYT Hour 2: August 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 31 2026,2,1,2,"TYT Hour 2: August 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 4 2026,2,1,2,"TYT Hour 2: August 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 5 2026,2,1,2,"TYT Hour 2: August 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 august 6 2026,2,1,2,"TYT Hour 2: August 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
