creator,rank,word,z,log_odds,count_creator,count_rest,n_titles_creator,group
@RobertGouveiaEsq,4,appeal,26.52,4.458,46,153,1023,right
@RobertGouveiaEsq,5,crushed,26.37,4.318,47,180,1023,right
@RobertGouveiaEsq,6,criminal,25.11,3.403,60,575,1023,right
@RobertGouveiaEsq,7,court,24.43,2.279,118,3520,1023,right
@RobertGouveiaEsq,8,supreme,23.0,2.424,93,2391,1023,right
@RobertGouveiaEsq,9,busted,20.74,3.686,36,259,1023,right
@RobertGouveiaEsq,10,county,17.97,3.525,29,245,1023,right
@RonPlacone,1,comedy,10.77,4.493,6,122,91,left
@RonPlacone,2,punk,9.63,6.518,3,8,91,left
@RonPlacone,3,lefty,8.32,4.989,3,37,91,left
@RonPlacone,4,amidst,7.87,4.669,3,51,91,left
@RonPlacone,5,rfk,7.41,3.012,6,545,91,left
@RonPlacone,6,fascism,7.4,4.354,3,70,91,left
@RonPlacone,7,youtube,6.6,3.843,3,117,91,left
@RonPlacone,8,fetterman,6.31,3.144,4,317,91,left
@RonPlacone,9,ron,5.62,3.242,3,215,91,left
@RonPlacone,10,local,5.31,3.056,3,260,91,left
@RubinReport,1,host,47.95,3.948,179,833,1123,right
@RubinReport,2,look,38.33,3.885,117,576,1123,right
@RubinReport,3,humiliated,28.08,3.505,73,523,1123,right
@RubinReport,4,zohran,25.58,3.323,66,567,1123,right
@RubinReport,5,rubin,25.39,4.636,43,99,1123,right
@RubinReport,6,viral,25.37,2.863,84,1147,1123,right
@RubinReport,7,dave,24.3,3.772,49,268,1123,right
@RubinReport,8,quiet,23.89,4.347,40,123,1123,right
@RubinReport,9,listen,23.73,4.554,38,95,1123,right
@RubinReport,10,goes,22.96,2.339,100,2314,1123,right
@RufoandLomez,1,left,8.57,2.818,9,1333,74,right
@RufoandLomez,2,right,8.17,2.678,9,1540,74,right
@RufoandLomez,3,splc,6.33,3.658,3,187,74,right
@RufoandLomez,4,spencer,5.21,2.981,3,373,74,right
@RufoandLomez,5,pratt,5.18,2.958,3,382,74,right
@RufoandLomez,6,california,5.09,2.213,5,1388,74,right
@RufoandLomez,7,michael,4.99,2.442,4,871,74,right
@RufoandLomez,8,interview,4.06,1.954,4,1464,74,right
@RufoandLomez,9,scott,3.9,2.189,3,853,74,right
@RufoandLomez,10,fraud,2.78,1.509,3,1795,74,right
@SMN,1,early,22.7,4.494,27,432,198,left
@SMN,2,release,16.61,3.756,20,669,198,left
@SMN,3,access,9.27,3.529,7,292,198,left
@SMN,4,patreon,9.14,5.949,3,11,198,left
@SMN,5,normal,7.77,3.94,4,110,198,left
@SMN,6,loser,7.53,3.813,4,125,198,left
@SMN,7,hate,7.25,2.953,6,448,198,left
@SMN,8,pathetic,7.15,3.606,4,154,198,left
@SMN,9,ad-free,7.02,4.132,3,68,198,left
@SMN,10,started,6.79,3.414,4,187,198,left
@SabbySabs,1,joins,20.83,3.487,38,556,685,left
@SabbySabs,2,mohammad,19.68,4.621,22,103,685,left
@SabbySabs,3,marandi,19.16,4.427,22,125,685,left
@SabbySabs,4,erika,18.8,3.619,29,371,685,left
@SabbySabs,5,kirk,18.24,2.662,48,1612,685,left
@SabbySabs,6,reveal,17.09,3.135,31,645,685,left
@SabbySabs,7,breaking,16.67,1.949,73,5060,685,left
@SabbySabs,8,wilkerson,16.17,4.581,15,73,685,left
@SabbySabs,9,owens,15.36,3.071,26,576,685,left
@SabbySabs,10,larry,15.16,3.605,19,246,685,left
@SaltyCracker,1,lefty,20.51,6.491,19,21,361,right
@SaltyCracker,2,man,18.95,2.912,43,1731,361,right
@SaltyCracker,3,antifa,16.18,4.402,15,134,361,right
@SaltyCracker,4,woman,14.39,2.785,27,1229,361,right
@SaltyCracker,5,streamer,13.72,4.63,10,71,361,right
@SaltyCracker,6,dude,13.09,5.141,8,34,361,right
@SaltyCracker,7,migrant,11.85,3.34,13,337,361,right
@SaltyCracker,8,black,11.71,2.247,27,2120,361,right
@SaltyCracker,9,lib,11.01,4.035,8,103,361,right
@SaltyCracker,10,dumb,10.93,3.739,9,156,361,right
@SavSays,1,trial,3.73,2.029,3,1672,17,right
@SecretScholars,1,leftist,21.78,4.934,21,258,107,right
@SecretScholars,2,wilson,17.21,4.557,15,268,107,right
@SecretScholars,3,confronts,13.9,4.267,11,262,107,right
@SecretScholars,4,exposes,12.62,2.96,18,1616,107,right
@SecretScholars,5,andrew,12.15,3.246,14,937,107,right
@SecretScholars,6,spectacularly,11.01,4.619,6,100,107,right
@SecretScholars,7,kisin,10.72,5.924,4,18,107,right
@SecretScholars,8,professor,10.7,3.817,8,299,107,right
@SecretScholars,9,konstantin,10.58,5.77,4,21,107,right
@SecretScholars,10,student,10.53,3.334,10,610,107,right
@SecularTalk,1,kyle,47.52,5.398,158,152,1375,left
@SecularTalk,2,kulinski,37.38,6.568,141,42,1375,left
@SecularTalk,3,maga,30.43,2.344,176,3607,1375,left
@SecularTalk,4,completely,26.99,3.524,68,423,1375,left
@SecularTalk,5,cked,24.22,4.942,40,60,1375,left
@SecularTalk,6,ck,24.14,4.25,43,129,1375,left
@SecularTalk,7,panics,20.8,2.556,70,1148,1375,left
@SecularTalk,8,spectacularly,19.18,4.273,27,79,1375,left
@SecularTalk,9,trump,17.06,0.683,614,68617,1375,left
@SecularTalk,10,rogan,16.87,2.978,35,375,1375,left
@Semafor,1,ceo,29.91,4.168,54,1017,179,neutral
@Semafor,2,economy,28.15,3.936,53,1260,179,neutral
@Semafor,3,semafor,24.16,9.522,78,7,179,neutral
@Semafor,4,world,15.46,2.015,57,9545,179,neutral
@Semafor,5,signal,13.37,4.358,10,152,179,neutral
@Semafor,6,mixed,12.52,4.293,9,146,179,neutral
@Semafor,7,business,11.94,3.333,13,555,179,neutral
@Semafor,8,co-founder,11.19,4.791,6,59,179,neutral
@Semafor,9,future,11.12,2.869,15,1026,179,neutral
@Semafor,10,chairman,10.73,3.857,8,201,179,neutral
@Shoe0nHead,1,cult,7.87,4.571,3,129,9,right
@SkyNews,1,uk,52.33,2.502,532,2449,5280,left
@SkyNews,2,sky,49.57,4.737,333,163,5280,left
@SkyNews,3,starmer,47.98,2.854,370,1193,5280,left
@SkyNews,4,burnham,39.01,3.407,202,373,5280,left
@SkyNews,5,mandelson,35.82,3.686,162,226,5280,left
@SkyNews,6,analysis,35.66,3.43,168,303,5280,left
@SkyNews,7,wrap,34.78,5.011,178,66,5280,left
@SkyNews,8,labour,27.96,3.325,106,212,5280,left
@SkyNews,9,farage,26.6,3.456,93,163,5280,left
@SkyNews,10,reform,26.12,3.053,101,265,5280,left
@StatusCoup,1,ice,48.49,3.003,271,6071,641,left
@StatusCoup,2,protesters,30.56,3.495,82,1081,641,left
@StatusCoup,3,breaking,18.62,2.011,86,5047,641,left
@StatusCoup,4,accuser,18.34,4.728,19,72,641,left
@StatusCoup,5,delaney,17.8,4.702,18,70,641,left
@StatusCoup,6,cops,17.7,3.789,24,233,641,left
@StatusCoup,7,prison,17.31,3.189,31,550,641,left
@StatusCoup,8,ck,15.73,3.914,18,154,641,left
@StatusCoup,9,protest,14.74,2.233,44,2048,641,left
@StatusCoup,10,cking,14.28,4.555,12,54,641,left
@StevenCrowder,1,crowder,9.91,5.182,4,42,173,right
@StevenCrowder,2,dumbest,8.31,4.214,4,111,173,right
@StevenCrowder,3,bullsh,8.04,4.782,3,47,173,right
@StevenCrowder,4,islam,7.6,3.399,5,316,173,right
@StevenCrowder,5,ck,7.55,3.803,4,168,173,right
@StevenCrowder,6,ruin,7.46,4.385,3,70,173,right
@StevenCrowder,7,cked,6.95,4.061,3,97,173,right
@StevenCrowder,8,exclusive,5.99,2.648,5,681,173,right
@StevenCrowder,9,lying,5.6,2.776,4,477,173,right
@StevenCrowder,10,tucker,5.35,2.35,5,927,173,right
@StosselTV,1,classic,8.63,5.128,3,47,47,right
@StosselTV,2,government,7.87,2.735,8,1431,47,right
@StosselTV,3,politicians,6.83,3.956,3,153,47,right
@StosselTV,4,socialism,6.0,3.449,3,256,47,right
@StosselTV,5,climate,5.79,3.323,3,291,47,right
@StosselTV,6,freedom,5.44,2.67,4,762,47,right
@StosselTV,7,doesn't,5.32,2.605,4,816,47,right
@StosselTV,8,don't,4.26,2.048,4,1474,47,right
@StosselTV,9,lies,4.0,2.238,3,900,47,right
@StosselTV,10,energy,3.48,1.919,3,1271,47,right
@Styxhexenhammer666,1,food,12.01,3.126,15,579,396,right
@Styxhexenhammer666,2,lol,10.27,4.944,5,31,396,right
@Styxhexenhammer666,3,leftists,10.08,3.632,8,185,396,right
@Styxhexenhammer666,4,trumps,8.89,4.103,5,72,396,right
@Styxhexenhammer666,5,retarded,8.62,7.459,4,2,396,right
@Styxhexenhammer666,6,jacob,8.55,3.926,5,86,396,right
@Styxhexenhammer666,7,wednesday,7.94,4.095,4,58,396,right
@Styxhexenhammer666,8,weed,7.82,4.822,3,21,396,right
@Styxhexenhammer666,9,junior,7.77,4.775,3,22,396,right
@Styxhexenhammer666,10,frey,7.69,3.492,5,133,396,right
@SydneyWatson,1,odyssey,10.25,4.645,5,148,57,right
@SydneyWatson,2,supergirl,9.2,5.514,3,37,57,right
@SydneyWatson,3,hollywood,7.3,3.636,4,328,57,right
@SydneyWatson,4,gone,7.08,3.523,4,368,57,right
@SydneyWatson,5,worse,6.56,2.882,5,891,57,right
@SydneyWatson,6,far,5.22,2.97,3,487,57,right
@SydneyWatson,7,worst,4.73,2.672,3,664,57,right
@SydneyWatson,8,women,4.38,2.095,4,1643,57,right
@SydneyWatson,9,getting,4.16,2.321,3,964,57,right
@SydneyWatson,10,finally,3.86,2.14,3,1172,57,right
@TechCrunch,1,build,31.09,5.381,38,271,139,neutral
@TechCrunch,2,mode,30.43,5.698,34,176,139,neutral
@TechCrunch,3,startup,17.45,5.381,12,84,139,neutral
@TechCrunch,4,ai,15.03,2.553,34,4188,139,neutral
@TechCrunch,5,startups,12.86,5.782,6,28,139,neutral
@TechCrunch,6,hiring,12.13,4.749,7,92,139,neutral
@TechCrunch,7,equity,11.92,5.126,6,54,139,neutral
@TechCrunch,8,founder,11.62,4.187,8,185,139,neutral
@TechCrunch,9,vc,10.48,5.763,4,19,139,neutral
@TechCrunch,10,openai,9.33,3.548,7,308,139,neutral
@TheAdamCarollaShow1,1,adam,48.06,5.386,106,319,372,right
@TheAdamCarollaShow1,2,carolla,35.97,6.644,64,54,372,right
@TheAdamCarollaShow1,3,drew,27.81,6.033,35,54,372,right
@TheAdamCarollaShow1,4,dr,16.27,2.731,36,1522,372,right
@TheAdamCarollaShow1,5,vlog,15.57,6.024,11,17,372,right
@TheAdamCarollaShow1,6,newsom,15.03,3.044,25,769,372,right
@TheAdamCarollaShow1,7,la,14.39,3.19,21,557,372,right
@TheAdamCarollaShow1,8,california,11.89,2.432,24,1369,372,right
@TheAdamCarollaShow1,9,hollywood,11.57,3.265,13,319,372,right
@TheAdamCarollaShow1,10,malibu,10.99,7.439,8,3,372,right
@TheAmalaEkpunobi,1,woke,22.3,4.146,30,706,209,right
@TheAmalaEkpunobi,2,tiktoks,14.25,6.397,7,17,209,right
@TheAmalaEkpunobi,3,trans,13.78,3.87,13,399,209,right
@TheAmalaEkpunobi,4,leftist,11.52,3.89,9,270,209,right
@TheAmalaEkpunobi,5,clip,10.32,3.958,7,196,209,right
@TheAmalaEkpunobi,6,women,9.64,2.555,14,1633,209,right
@TheAmalaEkpunobi,7,mic,9.61,4.407,5,89,209,right
@TheAmalaEkpunobi,8,viral,9.37,2.688,12,1219,209,right
@TheAmalaEkpunobi,9,backfired,8.84,4.015,5,132,209,right
@TheAmalaEkpunobi,10,deaf,8.5,5.203,3,24,209,right
@TheAtlantic,1,atlantic,10.07,4.604,5,99,162,left
@TheAtlantic,2,conversation,9.7,3.997,6,219,162,left
@TheAtlantic,3,reads,9.07,4.644,4,76,162,left
@TheAtlantic,4,ai,5.96,1.725,11,4211,162,left
@TheAtlantic,5,broke,5.51,3.171,3,252,162,left
@TheAtlantic,6,actually,5.2,2.562,4,628,162,left
@TheAtlantic,7,internet,4.41,2.506,3,499,162,left
@TheAtlantic,8,american,3.29,1.389,5,2759,162,left
@TheAtlantic,9,washington,3.22,1.793,3,1059,162,left
@TheAtlantic,10,history,3.15,1.749,3,1111,162,left
@TheBrianKilmeadeShow,1,kilmeade,20.5,6.392,18,24,354,right
@TheBrianKilmeadeShow,2,iran,14.48,1.182,142,37930,354,right
@TheBrianKilmeadeShow,3,rove,12.68,5.444,7,24,354,right
@TheBrianKilmeadeShow,4,karl,12.25,5.067,7,35,354,right
@TheBrianKilmeadeShow,5,tyrus,12.17,5.012,7,37,354,right
@TheBrianKilmeadeShow,6,brian,11.15,2.801,16,781,354,right
@TheBrianKilmeadeShow,7,thiessen,9.1,4.926,4,23,354,right
@TheBrianKilmeadeShow,8,regime,8.94,2.386,14,1040,354,right
@TheBrianKilmeadeShow,9,finish,8.49,3.53,6,140,354,right
@TheBrianKilmeadeShow,10,socialists,8.43,3.226,7,222,354,right
@TheDailyBeast,1,wolff,34.4,7.454,60,33,328,left
@TheDailyBeast,2,clip,28.93,5.313,36,167,328,left
@TheDailyBeast,3,beast,27.15,6.556,30,40,328,left
@TheDailyBeast,4,trump,27.04,1.537,295,68936,328,left
@TheDailyBeast,5,know,25.16,3.505,53,1518,328,left
@TheDailyBeast,6,daily,19.66,3.652,30,734,328,left
@TheDailyBeast,7,melania,18.3,3.443,29,875,328,left
@TheDailyBeast,8,head,15.28,3.666,18,432,328,left
@TheDailyBeast,9,goons,14.91,5.114,10,56,328,left
@TheDailyBeast,10,livestream,13.61,5.304,8,37,328,left
@TheDamageReport,1,tyt,61.32,4.48,356,395,3274,left
@TheDamageReport,2,hour,60.37,4.079,351,582,3274,left
@TheDamageReport,3,rashad,41.63,4.529,165,173,3274,left
@TheDamageReport,4,richey,41.59,4.558,165,168,3274,left
@TheDamageReport,5,indisputable,41.58,4.57,165,166,3274,left
@TheDamageReport,6,damage,39.64,3.411,177,568,3274,left
@TheDamageReport,7,bonus,35.31,3.885,124,247,3274,left
@TheDamageReport,8,disastrous,31.6,4.14,96,148,3274,left
@TheDamageReport,9,revealed,31.49,2.858,143,797,3274,left
@TheDamageReport,10,dr,30.84,2.491,172,1386,3274,left
@TheDonLemonShow,1,donald,48.68,3.812,178,1884,725,left
@TheDonLemonShow,2,don,37.36,4.273,88,576,725,left
@TheDonLemonShow,3,wells,35.41,4.536,73,366,725,left
@TheDonLemonShow,4,nolan,34.83,4.42,73,411,725,left
@TheDonLemonShow,5,lemon,25.17,3.799,48,501,725,left
@TheDonLemonShow,6,maga,24.4,2.511,96,3687,725,left
@TheDonLemonShow,7,dl,18.21,6.647,20,12,725,left
@TheDonLemonShow,8,hughley,17.36,6.135,16,16,725,left
@TheDonLemonShow,9,welch,14.13,4.772,11,43,725,left
@TheDonLemonShow,10,jennifer,13.16,4.257,11,72,725,left
@TheEconomist,1,ai,9.56,2.2,18,4204,130,left
@TheEconomist,2,humans,7.17,4.195,3,90,130,left
@TheEconomist,3,winner,7.05,4.12,3,97,130,left
@TheEconomist,4,america,6.55,1.508,17,8352,130,left
@TheEconomist,5,billionaires,5.76,3.32,3,218,130,left
@TheEconomist,6,dollar,4.9,2.802,3,370,130,left
@TheEconomist,7,economy,4.78,2.082,5,1308,130,left
@TheEconomist,8,donald,4.65,1.83,6,2056,130,left
@TheEconomist,9,elon,4.47,2.182,4,940,130,left
@TheEconomist,10,britain,4.41,2.504,3,503,130,left
@TheHumanistReport,1,fascists,10.38,6.696,4,6,180,left
@TheHumanistReport,2,mafia,9.82,4.555,5,64,180,left
@TheHumanistReport,3,socialists,9.55,3.653,7,222,180,left
@TheHumanistReport,4,leftist,9.06,3.452,7,272,180,left
@TheHumanistReport,5,embarrassingly,9.03,6.59,3,5,180,left
@TheHumanistReport,6,literally,7.43,3.767,4,113,180,left
@TheHumanistReport,7,right-wing,7.33,3.715,4,119,180,left
@TheHumanistReport,8,fascist,7.12,4.214,3,54,180,left
@TheHumanistReport,9,goons,6.89,4.061,3,63,180,left
@TheHumanistReport,10,jubilee,6.79,4.0,3,67,180,left
@TheJoyReidShow,1,joy,34.26,5.596,49,159,369,left
@TheJoyReidShow,2,reid,28.06,6.013,32,68,369,left
@TheJoyReidShow,3,nationalism,13.8,4.966,9,54,369,left
@TheJoyReidShow,4,countering,13.32,6.89,8,7,369,left
@TheJoyReidShow,5,wells,13.07,3.424,15,424,369,left
@TheJoyReidShow,6,nolan,12.72,3.324,15,469,369,left
@TheJoyReidShow,7,benefits,11.61,4.264,8,97,369,left
@TheJoyReidShow,8,black,10.44,2.212,22,2125,369,left
@TheJoyReidShow,9,rula,9.89,6.196,4,7,369,left
@TheJoyReidShow,10,christian,9.78,3.12,10,383,369,left
@TheLincolnProject,1,cked,8.55,4.351,4,96,147,left
@TheLincolnProject,2,ck,7.54,3.795,4,168,147,left
@TheLincolnProject,3,epstein,7.44,1.795,16,5335,147,left
@TheLincolnProject,4,lincoln,6.08,3.025,4,367,147,left
@TheLincolnProject,5,bondi,5.71,2.288,6,1178,147,left
@TheLincolnProject,6,era,5.47,3.15,3,242,147,left
@TheLincolnProject,7,maga,4.95,1.579,9,3774,147,left
@TheLincolnProject,8,america,4.62,1.199,13,8356,147,left
@TheLincolnProject,9,talarico,4.49,2.558,3,444,147,left
@TheLincolnProject,10,wild,4.44,2.528,3,458,147,left
@TheMajorityReport,1,corporate,17.11,3.747,25,125,1703,left
@TheMajorityReport,2,dem,16.52,2.293,54,1162,1703,left
@TheMajorityReport,3,rubin,16.31,3.712,23,119,1703,left
@TheMajorityReport,4,zohran,15.62,2.609,38,595,1703,left
@TheMajorityReport,5,aipac,15.52,3.376,24,174,1703,left
@TheMajorityReport,6,fox,15.43,2.094,56,1472,1703,left
@TheMajorityReport,7,bs,14.61,3.954,17,69,1703,left
@TheMajorityReport,8,republican,14.36,2.13,47,1191,1703,left
@TheMajorityReport,9,pbd,14.04,4.112,15,52,1703,left
@TheMajorityReport,10,weirdo,14.0,5.508,14,12,1703,left
@TheMichaelCohenShow,1,cohen,23.83,5.19,26,111,437,left
@TheMichaelCohenShow,2,mea,23.22,4.47,30,264,437,left
@TheMichaelCohenShow,3,culpa,17.47,8.433,30,5,437,left
@TheMichaelCohenShow,4,trump,16.24,1.042,228,69003,437,left
@TheMichaelCohenShow,5,yikes,13.84,5.072,9,43,437,left
@TheMichaelCohenShow,6,michael,12.85,2.893,20,855,437,left
@TheMichaelCohenShow,7,rails,9.99,3.607,8,166,437,left
@TheMichaelCohenShow,8,tv,9.6,2.784,12,571,437,left
@TheMichaelCohenShow,9,panics,9.36,2.335,16,1202,437,left
@TheMichaelCohenShow,10,loses,9.27,2.313,16,1229,437,left
@TheOfficerTatum,1,nolan,40.13,4.537,98,386,791,right
@TheOfficerTatum,2,wells,39.88,4.621,95,344,791,right
@TheOfficerTatum,3,tatum,31.1,6.477,64,36,791,right
@TheOfficerTatum,4,officer,25.47,3.637,54,520,791,right
@TheOfficerTatum,5,clarity,24.34,5.632,33,43,791,right
@TheOfficerTatum,6,karmelo,21.36,3.527,40,429,791,right
@TheOfficerTatum,7,black,20.79,2.518,70,2077,791,right
@TheOfficerTatum,8,anthony,17.7,3.122,34,547,791,right
@TheOfficerTatum,9,tyler,16.24,3.043,30,522,791,right
@TheOfficerTatum,10,robinson,16.17,2.975,31,578,791,right
@ThePodcastoftheLotusEaters,1,breakfast,35.94,6.543,57,64,767,right
@ThePodcastoftheLotusEaters,2,britain,29.05,4.402,48,458,767,right
@ThePodcastoftheLotusEaters,3,restore,25.53,5.612,28,79,767,right
@ThePodcastoftheLotusEaters,4,beau,22.92,8.639,58,8,767,right
@ThePodcastoftheLotusEaters,5,makerfield,19.42,5.834,16,36,767,right
@ThePodcastoftheLotusEaters,6,burnham,19.04,3.681,28,547,767,right
@ThePodcastoftheLotusEaters,7,labour,14.5,3.711,16,302,767,right
@ThePodcastoftheLotusEaters,8,starmer,14.45,2.692,29,1534,767,right
@ThePodcastoftheLotusEaters,9,papers,12.52,5.33,7,26,767,right
@ThePodcastoftheLotusEaters,10,farage,11.53,3.544,11,245,767,right
@TheQuartering,1,woke,31.02,4.082,63,673,637,right
@TheQuartering,2,karen,20.93,4.346,26,211,637,right
@TheQuartering,3,quartering,17.54,5.896,14,24,637,right
@TheQuartering,4,ice,17.29,2.016,73,6269,637,right
@TheQuartering,5,fatigue,17.19,5.246,14,46,637,right
@TheQuartering,6,finds,16.7,3.662,22,354,637,right
@TheQuartering,7,meltdown,15.49,3.08,26,752,637,right
@TheQuartering,8,walmart,14.9,4.644,12,72,637,right
@TheQuartering,9,lindsay,13.56,2.677,26,1129,637,right
@TheQuartering,10,fired,13.19,2.908,21,721,637,right
@TheRealTabithaSpeaks,1,black,15.45,2.545,37,2110,434,left
@TheRealTabithaSpeaks,2,y'all,14.25,6.28,9,12,434,left
@TheRealTabithaSpeaks,3,dear,10.8,4.281,7,69,434,left
@TheRealTabithaSpeaks,4,kasparian,9.8,4.171,6,66,434,left
@TheRealTabithaSpeaks,5,donald,9.72,2.062,22,2040,434,left
@TheRealTabithaSpeaks,6,piker,9.66,2.937,11,419,434,left
@TheRealTabithaSpeaks,7,slays,9.59,6.007,4,7,434,left
@TheRealTabithaSpeaks,8,tea,9.52,4.031,6,76,434,left
@TheRealTabithaSpeaks,9,hasan,9.12,2.439,14,883,434,left
@TheRealTabithaSpeaks,10,georgians,8.98,6.854,4,3,434,left
@TheSerfTimes,1,hasan,19.57,3.413,34,863,331,left
@TheSerfTimes,2,tony,17.14,4.534,16,131,331,left
@TheSerfTimes,3,klein,17.01,4.944,14,76,331,left
@TheSerfTimes,4,rogan,16.65,3.722,21,389,331,left
@TheSerfTimes,5,hinchcliffe,16.24,7.194,14,8,331,left
@TheSerfTimes,6,ana,15.75,4.431,14,127,331,left
@TheSerfTimes,7,ethan,15.75,4.945,12,65,331,left
@TheSerfTimes,8,quartering,15.22,5.604,10,28,331,left
@TheSerfTimes,9,joe,13.84,2.781,25,1196,331,left
@TheSerfTimes,10,tim,13.41,2.877,22,954,331,left
@TheVaushPit,1,situation,13.48,3.655,14,389,384,left
@TheVaushPit,2,wtf,13.38,4.379,10,134,384,left
@TheVaushPit,3,crashing,10.34,4.37,6,81,384,left
@TheVaushPit,4,lmao,10.17,5.87,4,12,384,left
@TheVaushPit,5,they're,9.48,2.736,12,843,384,left
@TheVaushPit,6,hasan,9.33,2.688,12,885,384,left
@TheVaushPit,7,hate,9.2,3.081,9,445,384,left
@TheVaushPit,8,genuinely,9.11,4.801,4,35,384,left
@TheVaushPit,9,going,9.03,2.313,15,1623,384,left
@TheVaushPit,10,insane,9.0,2.484,13,1180,384,left
@TheYoungTurks,1,tyt,69.23,5.052,383,368,3109,left
@TheYoungTurks,2,hour,66.78,4.509,352,581,3109,left
@TheYoungTurks,3,indisputable,45.53,5.004,166,165,3109,left
@TheYoungTurks,4,rashad,45.5,4.95,165,173,3109,left
@TheYoungTurks,5,richey,45.44,4.98,165,168,3109,left
@TheYoungTurks,6,damage,44.37,3.825,176,569,3109,left
@TheYoungTurks,7,bonus,39.7,4.342,127,244,3109,left
@TheYoungTurks,8,cenk,35.86,5.203,106,86,3109,left
@TheYoungTurks,9,dr,35.19,2.879,167,1391,3109,left
@TheYoungTurks,10,report,33.61,2.426,206,2709,3109,left
@The_Crucible,1,debate,20.84,3.396,38,1892,223,right
@The_Crucible,2,tiktok,18.06,4.669,16,218,223,right
@The_Crucible,3,feminist,17.88,5.635,12,62,223,right
@The_Crucible,4,argument,16.37,4.703,13,171,223,right
@The_Crucible,5,owens,15.97,3.807,18,584,223,right
@The_Crucible,6,candace,15.58,3.601,19,759,223,right
@The_Crucible,7,hater,14.23,6.511,7,15,223,right
@The_Crucible,8,gets,13.53,2.634,26,2786,223,right
@The_Crucible,9,heated,13.32,3.731,13,454,223,right
@The_Crucible,10,rachel,12.77,4.363,9,166,223,right
@TimDillonShow,1,ray,24.79,6.538,18,71,66,neutral
@TimDillonShow,2,dillon,16.98,6.108,9,54,66,neutral
@TimDillonShow,3,tim,9.81,3.245,9,967,66,neutral
@TimDillonShow,4,bonus,6.82,3.394,4,367,66,neutral
@TimDillonShow,5,summer,6.39,3.687,3,204,66,neutral
@TimDillonShow,6,reaction,6.15,3.041,4,527,66,neutral
@TimDillonShow,7,melania,4.02,2.252,3,901,66,neutral
@TimDillonShow,8,graham,3.06,1.664,3,1715,66,neutral
@TimDillonShow,9,epstein,1.53,0.744,3,5348,66,neutral
@TimDillonShow,10,ice,1.32,0.626,3,6339,66,neutral
@Tim_Black,1,black,47.55,4.096,144,2003,327,right
@Tim_Black,2,tim,20.25,3.429,36,940,327,right
@Tim_Black,3,roland,18.11,4.497,18,160,327,right
@Tim_Black,4,martin,16.92,4.279,17,188,327,right
@Tim_Black,5,fba,15.46,4.782,12,80,327,right
@Tim_Black,6,crockett,15.17,3.902,16,258,327,right
@Tim_Black,7,karmelo,14.45,3.464,18,451,327,right
@Tim_Black,8,anthony,13.6,3.244,18,563,327,right
@Tim_Black,9,godfrey,13.46,7.37,10,5,327,right
@Tim_Black,10,said,12.71,3.114,17,606,327,right
@Timcast,1,democrats,12.47,2.632,22,2749,179,right
@Timcast,2,culture,8.15,3.334,6,362,179,right
@Timcast,3,cooked,7.73,3.907,4,135,179,right
@Timcast,4,leftists,7.11,3.574,4,189,179,right
@Timcast,5,begun,6.41,3.73,3,121,179,right
@Timcast,6,leftist,6.41,3.204,4,275,179,right
@Timcast,7,renee,6.3,3.148,4,291,179,right
@Timcast,8,backfired,6.25,3.629,3,134,179,right
@Timcast,9,islam,6.14,3.064,4,317,179,right
@Timcast,10,draft,6.02,3.491,3,154,179,right
@TimcastIRL,1,irl,32.35,6.251,59,49,973,right
@TimcastIRL,2,timcast,19.87,8.462,66,6,973,right
@TimcastIRL,3,leftists,16.54,3.902,20,173,973,right
@TimcastIRL,4,they're,15.68,2.818,32,823,973,right
@TimcastIRL,5,democrat,15.62,2.597,37,1189,973,right
@TimcastIRL,6,pool,14.15,2.88,25,603,973,right
@TimcastIRL,7,tim,13.32,2.544,28,948,973,right
@TimcastIRL,8,cooked,13.01,3.787,13,126,973,right
@TimcastIRL,9,leftist,12.69,3.261,16,263,973,right
@TimcastIRL,10,begun,12.6,3.824,12,112,973,right
@TimcastNews,1,got,17.5,3.17,31,1187,527,right
@TimcastNews,2,proves,15.66,4.028,16,257,527,right
@TimcastNews,3,democrat,13.16,2.813,22,1204,527,right
@TimcastNews,4,actually,13.15,3.221,17,615,527,right
@TimcastNews,5,dude,11.36,5.006,6,36,527,right
@TimcastNews,6,cheating,11.3,4.469,7,72,527,right
@TimcastNews,7,insane,10.64,2.58,17,1176,527,right
@TimcastNews,8,liberals,10.47,3.352,10,316,527,right
@TimcastNews,9,democrats,10.32,2.089,24,2747,527,right
@TimcastNews,10,epic,10.13,3.075,11,460,527,right
@TimesNowWorld,1,world,118.0,2.464,3778,5824,11316,neutral
@TimesNowWorld,2,russia,88.64,2.549,2073,2896,11316,neutral
@TimesNowWorld,3,times,81.72,4.339,1875,437,11316,neutral
@TimesNowWorld,4,ukraine,70.08,2.288,1457,2630,11316,neutral
@TimesNowWorld,5,putin,60.1,2.122,1179,2508,11316,neutral
@TimesNowWorld,6,nato,53.85,2.105,957,2067,11316,neutral
@TimesNowWorld,7,eu,51.82,2.641,690,870,11316,neutral
@TimesNowWorld,8,us-iran,50.74,2.32,753,1310,11316,neutral
@TimesNowWorld,9,kyiv,43.7,2.655,489,607,11316,neutral
@TimesNowWorld,10,zelensky,43.34,2.704,474,560,11316,neutral
@TomiLahrenIsFearless,1,lahren,27.18,8.201,35,16,113,right
