creator,rank,word,z,log_odds,count_creator,count_rest,n_titles_creator,group
@MegynKelly,4,guthrie,30.85,2.613,152,1622,1604,right
@MegynKelly,5,nancy,26.65,2.633,112,1169,1604,right
@MegynKelly,6,mk,24.59,5.579,55,30,1604,right
@MegynKelly,7,lively,19.7,4.768,31,38,1604,right
@MegynKelly,8,truth,19.4,2.11,89,1567,1604,right
@MegynKelly,9,confidential,18.95,5.943,37,14,1604,right
@MegynKelly,10,maureen,18.66,4.902,28,30,1604,right
@MeidasTouch,1,trump,86.98,1.587,3133,66098,3901,left
@MeidasTouch,2,panics,53.32,3.484,316,902,3901,left
@MeidasTouch,3,gets,43.33,2.527,333,2479,3901,left
@MeidasTouch,4,loses,41.14,3.024,226,1019,3901,left
@MeidasTouch,5,hell,38.8,3.423,171,516,3901,left
@MeidasTouch,6,loose,37.76,4.788,143,110,3901,left
@MeidasTouch,7,collapses,35.75,3.227,156,572,3901,left
@MeidasTouch,8,furious,32.49,3.265,127,448,3901,left
@MeidasTouch,9,disaster,32.18,2.657,169,1097,3901,left
@MeidasTouch,10,breaks,28.64,2.342,166,1477,3901,left
@MichaelKnowles,1,knowles,35.94,6.301,58,74,448,right
@MichaelKnowles,2,michael,33.69,4.14,72,803,448,right
@MichaelKnowles,3,libs,15.13,4.443,13,105,448,right
@MichaelKnowles,4,mins,14.3,5.894,9,17,448,right
@MichaelKnowles,5,reacts,13.77,2.438,32,1954,448,right
@MichaelKnowles,6,viral,13.28,2.669,25,1206,448,right
@MichaelKnowles,7,trans,11.77,3.19,14,398,448,right
@MichaelKnowles,8,explained,10.37,2.693,15,704,448,right
@MichaelKnowles,9,lib,9.83,3.834,7,104,448,right
@MichaelKnowles,10,lgbtq,9.79,4.179,6,63,448,right
@MichaelMaliceofficial,1,malice,21.17,7.288,13,24,54,right
@MichaelMaliceofficial,2,michael,14.19,3.797,14,861,54,right
@MichaelMaliceofficial,3,welcome,14.1,4.291,11,409,54,right
@MichaelMaliceofficial,4,punches,9.5,5.811,3,24,54,right
@MichaelMaliceofficial,5,foster,8.35,4.931,3,58,54,right
@MichaelMaliceofficial,6,dei,7.06,4.099,3,134,54,right
@MichaelMaliceofficial,7,explains,4.79,2.328,4,1106,54,right
@MichaelMaliceofficial,8,race,4.44,2.145,4,1345,54,right
@MichaelMaliceofficial,9,future,3.8,2.117,3,1038,54,right
@MichaelMaliceofficial,10,epstein,2.18,0.956,4,5347,54,right
@MikeFromPA,1,mike,25.79,4.3,37,1043,125,left
@MikeFromPA,2,hasan,21.93,4.197,28,869,125,left
@MikeFromPA,3,ethan,15.76,5.587,9,68,125,left
@MikeFromPA,4,jealous,14.97,6.719,7,17,125,left
@MikeFromPA,5,klein,14.28,5.281,8,82,125,left
@MikeFromPA,6,sewer,9.76,6.504,3,9,125,left
@MikeFromPA,7,larkin,9.27,5.757,3,19,125,left
@MikeFromPA,8,china,8.62,2.031,17,4809,125,left
@MikeFromPA,9,socialism,8.21,3.687,5,254,125,left
@MikeFromPA,10,right,7.63,2.503,9,1540,125,left
@ModernDayDebate,1,debate,35.84,4.131,78,1852,152,left
@ModernDayDebate,2,evolution,20.02,6.28,14,37,152,left
@ModernDayDebate,3,jake,18.81,4.576,18,263,152,left
@ModernDayDebate,4,feminism,18.13,5.824,12,50,152,left
@ModernDayDebate,5,wilson,18.05,4.507,17,266,152,left
@ModernDayDebate,6,flat,18.05,5.766,12,53,152,left
@ModernDayDebate,7,globe,16.65,5.915,10,38,152,left
@ModernDayDebate,8,christianity,15.78,4.996,11,105,152,left
@ModernDayDebate,9,quran,15.77,5.891,9,35,152,left
@ModernDayDebate,10,islam,15.29,4.169,14,307,152,left
@MrReaganUSA,1,black,3.41,1.829,3,2144,24,right
@MrReaganUSA,2,maga-man,0.71,16.65,8,0,24,right
@MrTariqNasheed,1,fba,31.09,8.167,74,18,370,right
@MrTariqNasheed,2,fbas,29.28,8.026,61,17,370,right
@MrTariqNasheed,3,black,23.92,3.171,58,2089,370,right
@MrTariqNasheed,4,refugee,20.88,5.36,19,75,370,right
@MrTariqNasheed,5,african,20.62,4.524,23,210,370,right
@MrTariqNasheed,6,caller,19.54,4.126,24,327,370,right
@MrTariqNasheed,7,nigerian,17.52,5.558,13,42,370,right
@MrTariqNasheed,8,tariq,16.9,8.302,24,5,370,right
@MrTariqNasheed,9,haitian,15.66,4.847,12,79,370,right
@MrTariqNasheed,10,reparations,15.49,4.774,12,85,370,right
@MyronGainesX,1,myron,46.71,7.469,193,49,605,right
@MyronGainesX,2,women,21.37,2.803,60,1587,605,right
@MyronGainesX,3,men,19.57,3.049,43,885,605,right
@MyronGainesX,4,dating,19.24,4.358,23,127,605,right
@MyronGainesX,5,modern,19.13,3.879,27,241,605,right
@MyronGainesX,6,truth,16.27,2.476,44,1612,605,right
@MyronGainesX,7,ryad,16.21,7.114,20,7,605,right
@MyronGainesX,8,vd,15.12,4.01,16,125,605,right
@MyronGainesX,9,cooked,14.48,3.953,15,124,605,right
@MyronGainesX,10,exposes,13.97,2.312,37,1597,605,right
@NBCNews,1,morning,57.79,2.863,542,1635,6511,neutral
@NBCNews,2,nbc,51.55,6.092,669,80,6511,neutral
@NBCNews,3,tom,40.75,3.185,239,519,6511,neutral
@NBCNews,4,headlines,37.03,3.624,179,250,6511,neutral
@NBCNews,5,meet,35.92,2.494,255,1105,6511,neutral
@NBCNews,6,jackson,35.74,3.118,188,436,6511,neutral
@NBCNews,7,today,30.42,2.54,178,736,6511,neutral
@NBCNews,8,scenes,27.92,3.495,104,165,6511,neutral
@NBCNews,9,stay,27.69,2.933,121,337,6511,neutral
@NBCNews,10,streaming,27.24,5.004,114,40,6511,neutral
@NPR,1,newsmakers,14.28,9.14,13,3,71,left
@NPR,2,methods,12.52,7.33,5,7,71,left
@NPR,3,ilia,11.38,6.568,4,12,71,left
@NPR,4,malinin,11.38,6.568,4,12,71,left
@NPR,5,curious,9.78,6.366,3,11,71,left
@NPR,6,npr,9.68,6.199,3,13,71,left
@NPR,7,chloe,9.53,5.992,3,16,71,left
@NPR,8,olympics,9.33,3.828,6,282,71,left
@NPR,9,sport,8.64,5.183,3,36,71,left
@NPR,10,sources,8.1,3.63,5,287,71,left
@NYTOpinion,1,opinion,16.42,6.196,8,57,27,left
@NYTOpinion,2,nyt,13.69,4.92,8,205,27,left
@NYTOpinion,3,op-docs,0.5,16.542,4,0,27,left
@NYTOpinion,4,trump,-0.32,-0.073,3,69228,27,left
@NYTPodcasts,1,serial,14.44,4.67,11,72,454,left
@NYTPodcasts,2,productions,12.05,7.845,11,3,454,left
@NYTPodcasts,3,opinions,11.05,4.937,6,30,454,left
@NYTPodcasts,4,guide,10.19,4.388,6,52,454,left
@NYTPodcasts,5,cease-fire,10.18,5.02,5,23,454,left
@NYTPodcasts,6,books,9.74,4.15,6,66,454,left
@NYTPodcasts,7,best,9.24,2.682,12,579,454,left
@NYTPodcasts,8,idiot,9.12,3.841,6,90,454,left
@NYTPodcasts,9,chapter,8.99,4.206,5,52,454,left
@NYTPodcasts,10,writing,7.69,3.983,4,52,454,left
@NewsNation,1,newsnation,79.09,4.997,1266,312,7164,neutral
@NewsNation,2,morning,72.58,3.177,867,1310,7164,neutral
@NewsNation,3,jesse,59.69,3.827,553,434,7164,neutral
@NewsNation,4,reports,55.91,3.237,509,720,7164,neutral
@NewsNation,5,tonight,53.03,3.197,462,680,7164,neutral
@NewsNation,6,katie,52.27,4.491,471,190,7164,neutral
@NewsNation,7,guthrie,50.12,2.646,499,1275,7164,neutral
@NewsNation,8,balance,49.78,3.546,387,401,7164,neutral
@NewsNation,9,america,46.66,1.579,988,7381,7164,neutral
@NewsNation,10,elizabeth,45.38,4.783,389,117,7164,neutral
@NewsmaxTV,1,report,55.04,2.654,524,2391,4127,right
@NewsmaxTV,2,national,51.58,2.911,403,1417,4127,right
@NewsmaxTV,3,wake,50.7,5.339,381,118,4127,right
@NewsmaxTV,4,rob,43.65,4.915,246,116,4127,right
@NewsmaxTV,5,agenda,41.13,3.426,213,445,4127,right
@NewsmaxTV,6,nation,39.31,2.86,240,884,4127,right
@NewsmaxTV,7,america,38.32,1.618,603,7766,4127,right
@NewsmaxTV,8,greg,38.0,3.901,168,218,4127,right
@NewsmaxTV,9,daily,35.18,2.992,181,583,4127,right
@NewsmaxTV,10,right,34.9,2.457,238,1311,4127,right
@NickCruseRBN,1,zionist,15.58,4.683,12,138,122,left
@NickCruseRBN,2,nick,15.16,3.612,18,609,122,left
@NickCruseRBN,3,joins,14.72,3.608,17,577,122,left
@NickCruseRBN,4,jamarl,14.41,7.003,8,9,122,left
@NickCruseRBN,5,kshama,12.64,5.821,6,22,122,left
@NickCruseRBN,6,nato,11.95,2.369,25,2999,122,left
@NickCruseRBN,7,sawant,11.36,4.87,6,57,122,left
@NickCruseRBN,8,meltdown,11.02,3.061,13,765,122,left
@NickCruseRBN,9,rathbone,10.45,8.372,7,2,122,left
@NickCruseRBN,10,cruse,8.6,5.384,3,17,122,left
@NickShirley,1,irl,12.43,5.213,6,102,41,right
@NickShirley,2,fraud,10.82,3.081,12,1786,41,right
@NickShirley,3,investigated,9.46,4.807,4,102,41,right
@NickShirley,4,shirley,9.42,4.236,5,227,41,right
@NickShirley,5,confronting,8.9,5.29,3,47,41,right
@NickShirley,6,california,7.55,2.8,7,1386,41,right
@NickShirley,7,nick,7.33,3.246,5,622,41,right
@NickShirley,8,dollar,7.11,3.536,4,369,41,right
@NickShirley,9,billion,6.07,2.652,5,1152,41,right
@NickShirley,10,nyc,5.88,2.563,5,1266,41,right
@NovaraMedia,1,meets,22.9,3.27,51,1142,569,left
@NovaraMedia,2,aaron,22.31,4.814,26,123,569,left
@NovaraMedia,3,labour,20.92,4.071,29,289,569,left
@NovaraMedia,4,burnham,19.97,3.574,33,542,569,left
@NovaraMedia,5,ash,17.88,5.517,15,35,569,left
@NovaraMedia,6,richard,17.34,4.344,18,136,569,left
@NovaraMedia,7,sarkar,17.32,6.433,15,14,569,left
@NovaraMedia,8,starmer,15.68,2.631,36,1527,569,left
@NovaraMedia,9,reform,15.33,3.519,20,346,569,left
@NovaraMedia,10,polanski,13.62,5.193,9,29,569,left
@OfficialFlagrant,1,flagrant,13.06,7.645,5,7,34,right
@OfficialFlagrant,2,stories,7.7,3.855,4,251,34,right
@OfficialFlagrant,3,knicks,5.84,3.351,3,314,34,right
@OfficialFlagrant,4,reaction,5.01,2.847,3,528,34,right
@OfficialFlagrant,5,epstein,3.69,1.374,6,5345,34,right
@OfficialFlagrant,6,files,2.95,1.587,3,2070,34,right
@OfficialFlagrant,7,trump,-1.07,-0.248,3,69228,34,right
@OfficialSaharTV,1,muslim,51.31,5.032,149,343,833,right
@OfficialSaharTV,2,islam,38.51,4.851,86,235,833,right
@OfficialSaharTV,3,muslims,30.87,4.589,58,205,833,right
@OfficialSaharTV,4,tommy,29.53,5.231,49,91,833,right
@OfficialSaharTV,5,islamist,27.39,5.872,44,43,833,right
@OfficialSaharTV,6,palestinian,26.81,4.107,50,286,833,right
@OfficialSaharTV,7,pro,26.26,4.865,40,107,833,right
@OfficialSaharTV,8,thought,25.32,3.902,48,337,833,right
@OfficialSaharTV,9,islamists,25.06,6.144,39,29,833,right
@OfficialSaharTV,10,robinson,23.32,3.438,50,559,833,right
@OutKick,1,travis,13.22,5.14,7,112,47,right
@OutKick,2,clay,12.86,4.977,7,132,47,right
@OutKick,3,fade,11.8,6.808,4,12,47,right
@OutKick,4,espn,9.07,5.45,3,35,47,right
@OutKick,5,football,8.74,3.919,5,273,47,right
@OutKick,6,stewart,8.63,4.358,4,140,47,right
@OutKick,7,outkick,7.8,9.002,3,1,47,right
@OutKick,8,nfl,7.66,3.837,4,237,47,right
@OutKick,9,college,6.76,3.363,4,384,47,right
@OutKick,10,indiana,6.57,3.796,3,185,47,right
@OwenJonesTalks,1,labour,17.27,4.296,17,301,226,left
@OwenJonesTalks,2,farage,14.93,4.24,13,243,226,left
@OwenJonesTalks,3,polanski,13.56,5.673,7,31,226,left
@OwenJonesTalks,4,zack,13.49,5.611,7,33,226,left
@OwenJonesTalks,5,israel,12.88,2.054,38,6625,226,left
@OwenJonesTalks,6,trita,11.96,4.702,7,82,226,left
@OwenJonesTalks,7,nigel,11.89,4.317,8,138,226,left
@OwenJonesTalks,8,parsi,11.86,4.655,7,86,226,left
@OwenJonesTalks,9,starmer,11.64,2.733,18,1545,226,left
@OwenJonesTalks,10,greens,11.47,5.679,5,22,226,left
@OwenReport,1,owen,27.03,6.014,36,46,535,left
@OwenReport,2,shroyer,22.12,7.085,32,14,535,left
@OwenReport,3,maga,17.16,2.183,62,3721,535,left
@OwenReport,4,israel,13.75,1.682,66,6597,535,left
@OwenReport,5,cult,13.07,3.953,12,120,535,left
@OwenReport,6,bongino,11.66,3.637,11,151,535,left
@OwenReport,7,americans,10.75,2.03,28,1949,535,left
@OwenReport,8,pro-israel,10.36,4.14,7,58,535,left
@OwenReport,9,influencers,10.04,3.437,9,151,535,left
@OwenReport,10,midterms,10.02,2.308,19,996,535,left
@PBDPodcast,1,pbd,18.02,5.74,12,55,145,right
@PBDPodcast,2,wire,7.59,3.845,4,122,145,right
@PBDPodcast,3,opens,6.88,2.798,6,529,145,right
@PBDPodcast,4,newsom,6.83,2.561,7,787,145,right
@PBDPodcast,5,extends,5.69,3.297,3,159,145,right
@PBDPodcast,6,tucker,5.6,2.252,6,926,145,right
@PBDPodcast,7,escape,5.19,2.995,3,216,145,right
@PBDPodcast,8,tate,4.92,2.828,3,256,145,right
@PBDPodcast,9,ipo,4.72,2.713,3,288,145,right
@PBDPodcast,10,mamdani,4.65,1.709,7,1909,145,right
@POLITICO,1,energy,16.3,3.154,27,1247,286,neutral
@POLITICO,2,conversation,10.23,3.673,8,217,286,neutral
@POLITICO,3,pod,9.27,4.275,5,74,286,neutral
@POLITICO,4,kemp,8.76,5.762,3,10,286,neutral
@POLITICO,5,politico,8.09,4.974,3,22,286,neutral
@POLITICO,6,test,7.13,2.693,7,511,286,neutral
@POLITICO,7,primary,6.76,2.233,9,1051,286,neutral
@POLITICO,8,iowa,6.73,3.397,4,143,286,neutral
@POLITICO,9,thinks,6.69,3.004,5,266,286,neutral
@POLITICO,10,nebraska,6.61,3.894,3,65,286,neutral
@PTLRadioShow,1,maga,82.05,3.576,631,3152,1769,left
@PTLRadioShow,2,brian,77.83,5.717,504,293,1769,left
@PTLRadioShow,3,shapiro,68.07,5.008,343,400,1769,left
@PTLRadioShow,4,caller,51.07,6.175,258,93,1769,left
@PTLRadioShow,5,supporter,30.0,4.672,67,107,1769,left
@PTLRadioShow,6,debate,27.4,2.502,128,1802,1769,left
@PTLRadioShow,7,gets,24.56,2.161,135,2677,1769,left
@PTLRadioShow,8,heated,23.04,3.207,59,408,1769,left
@PTLRadioShow,9,ron,21.96,3.735,43,175,1769,left
@PTLRadioShow,10,viral,21.22,2.464,79,1152,1769,left
@PartOfTheProblem,1,hawks,11.45,6.18,4,24,97,right
@PartOfTheProblem,2,response,9.45,3.314,8,867,97,right
@PartOfTheProblem,3,pathetic,6.96,4.036,3,155,97,right
@PartOfTheProblem,4,term,5.31,3.029,3,433,97,right
@PartOfTheProblem,5,massie,5.3,3.018,3,438,97,right
@PartOfTheProblem,6,coming,4.28,2.401,3,835,97,right
@PartOfTheProblem,7,war,4.27,0.991,14,20150,97,right
@PartOfTheProblem,8,trump,0.56,0.109,11,69220,97,right
@PartOfTheProblem,9,iran,-0.44,-0.129,3,38069,97,right
@PerunAU,1,economics,10.5,5.456,4,48,35,left
@PerunAU,2,ukraine,8.46,2.27,13,4074,35,left
@PerunAU,3,arms,8.3,3.709,5,349,35,left
@PerunAU,4,exports,7.33,4.265,3,119,35,left
@PerunAU,5,ballistic,6.82,3.393,4,385,35,left
@PerunAU,6,strategic,5.61,3.212,3,347,35,left
@PerunAU,7,naval,5.47,3.129,3,378,35,left
@PerunAU,8,navy,5.28,2.58,4,892,35,left
@PerunAU,9,race,4.54,2.194,4,1345,35,left
@PerunAU,10,campaign,4.34,2.441,3,774,35,left
@PhillipScottPodcast,1,black,27.96,3.617,61,2086,150,right
@PhillipScottPodcast,2,fbas,21.31,5.841,17,61,150,right
@PhillipScottPodcast,3,woman,20.98,3.583,35,1221,150,right
@PhillipScottPodcast,4,anti-black,20.38,6.999,16,18,150,right
@PhillipScottPodcast,5,folks,16.48,6.016,10,30,150,right
@PhillipScottPodcast,6,latina,16.0,7.432,11,8,150,right
@PhillipScottPodcast,7,asian,11.76,4.268,8,138,150,right
@PhillipScottPodcast,8,sista,11.27,8.722,10,2,150,right
@PhillipScottPodcast,9,fba,10.56,4.452,6,86,150,right
@PhillipScottPodcast,10,americans,10.48,2.452,18,1959,150,right
@PiersMorganUncensored,1,piers,27.68,4.91,36,267,173,neutral
@PiersMorganUncensored,2,morgan,25.82,4.647,34,328,173,neutral
@PiersMorganUncensored,3,plus,15.53,3.976,16,300,173,neutral
@PiersMorganUncensored,4,simon,13.37,5.955,7,18,173,neutral
@PiersMorganUncensored,5,feat,12.9,5.38,7,32,173,neutral
@PiersMorganUncensored,6,debate,12.52,2.549,24,1906,173,neutral
@PiersMorganUncensored,7,terry,10.25,4.872,5,38,173,neutral
@PiersMorganUncensored,8,you're,10.13,3.228,10,397,173,neutral
@PiersMorganUncensored,9,mehdi,10.08,3.894,7,142,173,neutral
@PiersMorganUncensored,10,jiang,8.9,4.093,5,83,173,neutral
@PiscoLitty,1,debate,17.45,3.553,24,1906,54,left
@PiscoLitty,2,maga,7.93,2.214,12,3771,54,left
@PiscoLitty,3,lawyer,4.75,2.693,3,562,54,left
@PiscoLitty,4,democratic,3.89,2.171,3,976,54,left
@PiscoLitty,5,immigration,3.81,2.124,3,1027,54,left
@PiscoLitty,6,republican,3.53,1.954,3,1235,54,left
@PiscoLitty,7,breaking,2.24,0.984,4,5129,54,left
@PiscoLitty,8,court,2.01,1.027,3,3635,54,left
@PiscoLitty,9,war,1.08,0.332,6,20158,54,left
@PiscoLitty,10,trump,0.32,0.06,12,69219,54,left
@Politicon,1,politics,35.01,4.28,73,782,481,left
@Politicon,2,carville,34.1,6.277,50,72,481,left
@Politicon,3,room,32.59,4.425,60,553,481,left
@Politicon,4,james,29.04,3.969,57,829,481,left
@Politicon,5,hunt,22.81,4.689,27,189,481,left
@Politicon,6,al,20.54,4.1,27,341,481,left
@Politicon,7,lines,20.36,4.251,25,271,481,left
@Politicon,8,party,13.52,2.558,28,1669,481,left
@Politicon,9,dnc,13.13,4.108,11,137,481,left
@Politicon,10,slush,10.68,3.641,9,179,481,left
@PoliticsGirl,1,conversation,23.81,5.571,20,205,110,left
@PoliticsGirl,2,kings,6.13,3.528,3,236,110,left
@PoliticsGirl,3,don't,6.1,2.43,6,1472,110,left
@PoliticsGirl,4,save,4.7,2.281,4,1147,110,left
@PoliticsGirl,5,we're,4.19,2.356,3,793,110,left
@PoliticsGirl,6,money,4.1,2.301,3,841,110,left
@PoliticsGirl,7,people,3.97,1.675,5,2782,110,left
@PoliticsGirl,8,country,3.84,2.142,3,997,110,left
@PoliticsGirl,9,america,3.59,1.141,8,8361,110,left
@PoliticsGirl,10,stop,3.31,1.815,3,1423,110,left
@PoliticsJOE,1,keir,31.6,4.472,55,528,325,left
@PoliticsJOE,2,pmqs,31.14,6.139,40,72,325,left
@PoliticsJOE,3,starmer,30.18,3.682,70,1493,325,left
@PoliticsJOE,4,mps,23.88,4.612,30,248,325,left
@PoliticsJOE,5,interview,21.75,3.281,45,1423,325,left
@PoliticsJOE,6,labour,21.63,4.346,27,291,325,left
@PoliticsJOE,7,mandelson,20.18,4.09,26,362,325,left
@PoliticsJOE,8,kemi,19.16,5.38,16,61,325,left
@PoliticsJOE,9,badenoch,18.72,4.889,17,106,325,left
@PoliticsJOE,10,select,17.08,4.926,14,84,325,left
@PragerU,1,parent,29.9,6.669,44,37,402,right
@PragerU,2,dennis,29.45,6.097,39,58,402,right
@PragerU,3,minute,28.58,5.272,38,129,402,right
@PragerU,4,videos,25.05,4.347,37,317,402,right
@PragerU,5,brief,25.04,4.273,38,351,402,right
@PragerU,6,alert,24.71,3.848,44,623,402,right
@PragerU,7,victor,24.05,5.254,27,93,402,right
@PragerU,8,hanson,24.04,5.59,26,64,402,right
@PragerU,9,liberty,20.52,4.919,21,101,402,right
@PragerU,10,prager,20.42,7.52,28,10,402,right
@PrisonPlanetLive,1,cking,10.68,5.498,4,62,44,right
@PrisonPlanetLive,2,noticing,10.57,6.768,3,13,44,right
@PrisonPlanetLive,3,cked,8.16,4.765,3,97,44,right
@PrisonPlanetLive,4,got,6.42,2.799,5,1213,44,right
@PrisonPlanetLive,5,king,5.66,2.757,4,1013,44,right
@PrisonPlanetLive,6,shock,3.73,2.034,3,1664,44,right
@RSBN,1,president,74.68,2.929,731,5775,1868,right
@RSBN,2,event,46.57,3.51,217,928,1868,right
@RSBN,3,delivers,36.75,3.192,155,908,1868,right
@RSBN,4,matthew,35.19,5.413,109,69,1868,right
@RSBN,5,speech,30.9,2.415,176,2247,1868,right
@RSBN,6,replay,30.62,7.85,287,16,1868,right
@RSBN,7,cpac,30.28,4.827,74,84,1868,right
@RSBN,8,speaks,28.73,2.366,158,2117,1868,right
@RSBN,9,remarks,28.09,2.894,106,834,1868,right
@RSBN,10,press,25.94,2.119,158,2711,1868,right
@RealAlexClark,1,dr,14.15,3.236,19,1539,73,right
@RealAlexClark,2,md,11.76,5.6,5,37,73,right
@RealAlexClark,3,skin,11.55,5.45,5,43,73,right
@RealAlexClark,4,phd,9.58,6.133,3,13,73,right
@RealAlexClark,5,kids,7.24,2.934,6,654,73,right
@RealAlexClark,6,sick,5.54,3.19,3,251,73,right
@RealAlexClark,7,baby,5.29,3.035,3,294,73,right
@RealAlexClark,8,parents,4.89,2.798,3,375,73,right
@RealAlexClark,9,isn't,4.27,2.419,3,555,73,right
@RealAlexClark,10,food,4.17,2.359,3,591,73,right
@RealAmericasVoice,1,steve,51.66,3.509,323,658,3874,right
@RealAmericasVoice,2,room,48.62,3.96,267,346,3874,right
@RealAmericasVoice,3,bannon,47.66,3.48,277,580,3874,right
@RealAmericasVoice,4,stein,38.15,5.262,202,71,3874,right
@RealAmericasVoice,5,alex,36.09,2.665,222,1049,3874,right
@RealAmericasVoice,6,posobiec,35.76,4.236,144,141,3874,right
@RealAmericasVoice,7,bolling,35.19,5.083,162,68,3874,right
@RealAmericasVoice,8,charlie,33.78,2.537,210,1127,3874,right
@RealAmericasVoice,9,events,33.07,4.136,123,133,3874,right
@RealAmericasVoice,10,voice,32.5,4.045,119,141,3874,right
@RealDanBongino,1,bongino,12.13,4.388,8,154,266,right
@RealDanBongino,2,simple,6.01,3.484,3,143,266,right
@RealDanBongino,3,thing,5.93,2.956,4,326,266,right
@RealDanBongino,4,dan,5.68,2.824,4,373,266,right
@RealDanBongino,5,happened,5.57,2.461,5,677,266,right
@RealDanBongino,6,i've,5.55,3.204,3,190,266,right
@RealDanBongino,7,anymore,5.52,3.188,3,193,266,right
@RealDanBongino,8,truth,5.23,1.93,7,1649,266,right
@RealDanBongino,9,happen,5.18,2.982,3,238,266,right
@RealDanBongino,10,want,5.15,2.058,6,1235,266,right
@RebelHQ,1,gets,30.5,2.638,140,2672,1190,left
@RebelHQ,2,fox,30.16,3.006,108,1420,1190,left
@RebelHQ,3,terrified,28.09,4.137,57,240,1190,left
@RebelHQ,4,republicans,24.83,2.562,98,2009,1190,left
@RebelHQ,5,maga,23.83,2.186,122,3661,1190,left
@RebelHQ,6,host,23.8,2.963,69,943,1190,left
@RebelHQ,7,stewart,20.66,4.237,30,114,1190,left
@RebelHQ,8,stooge,19.51,4.877,24,48,1190,left
@RebelHQ,9,backfires,18.38,2.754,47,790,1190,left
@RebelHQ,10,humiliated,17.63,2.916,39,557,1190,left
@RebelNewsOnline,1,canada,41.63,3.221,186,1610,1460,right
@RebelNewsOnline,2,carney,39.79,3.97,125,508,1460,right
@RebelNewsOnline,3,toronto,34.68,5.671,88,65,1460,right
@RebelNewsOnline,4,ezra,32.85,6.943,130,27,1460,right
@RebelNewsOnline,5,roundtable,31.3,4.384,70,187,1460,right
@RebelNewsOnline,6,rebel,30.48,4.874,63,103,1460,right
@RebelNewsOnline,7,alberta,29.46,7.128,116,20,1460,right
@RebelNewsOnline,8,liberals,25.51,3.771,55,271,1460,right
@RebelNewsOnline,9,canadians,24.7,5.593,44,35,1460,right
@RebelNewsOnline,10,independence,24.39,3.632,53,300,1460,right
@RedactedNews,1,redacted,38.31,8.054,172,26,560,right
@RedactedNews,2,clayton,33.91,5.649,58,95,560,right
@RedactedNews,3,morris,27.93,7.223,59,20,560,right
@RedactedNews,4,col,14.92,3.656,18,215,560,right
@RedactedNews,5,coming,14.05,2.739,27,811,560,right
@RedactedNews,6,macgregor,13.13,4.004,12,101,560,right
@RedactedNews,7,they're,12.6,2.598,24,831,560,right
@RedactedNews,8,cia,11.85,2.612,21,716,560,right
@RedactedNews,9,hiding,11.77,3.103,15,312,560,right
@RedactedNews,10,tide,11.41,4.9,7,24,560,right
@RekietaLaw,1,richins,22.35,6.574,17,36,121,right
@RekietaLaw,2,kouri,21.68,6.513,16,36,121,right
@RekietaLaw,3,trial,16.78,3.233,27,1648,121,right
@RekietaLaw,4,member,15.12,4.109,14,350,121,right
@RekietaLaw,5,fitzsimmons,14.63,8.012,10,5,121,right
@RekietaLaw,6,utah,14.54,4.765,10,129,121,right
@RekietaLaw,7,fat,13.76,5.123,8,72,121,right
@RekietaLaw,8,stream,13.69,4.438,10,179,121,right
@RekietaLaw,9,tyler,12.91,3.606,13,539,121,right
@RekietaLaw,10,day,12.7,2.415,27,3796,121,right
@RestPoliticsUS,1,trump,17.41,1.33,156,69075,213,left
@RestPoliticsUS,2,exclusive,13.33,3.463,15,671,213,left
@RestPoliticsUS,3,members,12.99,3.37,15,737,213,left
@RestPoliticsUS,4,panicking,9.85,4.096,6,141,213,left
@RestPoliticsUS,5,hugely,9.23,6.735,3,5,213,left
@RestPoliticsUS,6,played,9.07,4.134,5,113,213,left
@RestPoliticsUS,7,bluff,8.35,4.268,4,79,213,left
@RestPoliticsUS,8,think,7.97,2.807,8,693,213,left
@RestPoliticsUS,9,reason,7.92,2.992,7,502,213,left
@RestPoliticsUS,10,meltdown,6.86,2.571,7,771,213,left
@Reuters,1,market,33.81,2.539,247,627,9581,neutral
@Reuters,2,bid,31.79,2.784,196,389,9581,neutral
@Reuters,3,fans,27.33,2.234,193,664,9581,neutral
@Reuters,4,reuters,26.79,8.032,1063,11,9581,neutral
@Reuters,5,weekly,25.39,3.487,107,105,9581,neutral
@Reuters,6,wall,22.6,2.306,126,403,9581,neutral
@Reuters,7,talk,21.66,1.623,206,1307,9581,neutral
@Reuters,8,street,20.27,2.109,116,452,9581,neutral
@Reuters,9,says,19.41,0.76,693,10473,9581,neutral
@Reuters,10,cup,19.08,1.29,243,2152,9581,neutral
@RileyGaines,1,riley,21.7,6.062,16,64,143,right
@RileyGaines,2,vlog,15.6,6.525,8,20,143,right
@RileyGaines,3,wnba,14.13,4.139,12,329,143,right
@RileyGaines,4,shirley,11.47,4.115,8,224,143,right
@RileyGaines,5,motherhood,10.7,5.881,4,19,143,right
@RileyGaines,6,gaines,10.69,4.973,5,59,143,right
@RileyGaines,7,nick,10.53,3.334,10,617,143,right
@RileyGaines,8,xaviaer,9.54,6.457,3,8,143,right
@RileyGaines,9,women,8.97,2.56,12,1635,143,right
@RileyGaines,10,cunningham,8.61,4.398,4,84,143,right
@RobertGouveiaEsq,1,election,36.13,2.846,170,2888,1023,right
@RobertGouveiaEsq,2,judge,30.33,3.062,105,1424,1023,right
@RobertGouveiaEsq,3,fulton,27.58,4.792,47,112,1023,right
