organisation,genre,n_channels,channels,n_unique,F1_controlled,F1_raw,F2_controlled,F2_raw,F3_controlled,F3_raw,F4_controlled,F4_raw,F5_controlled,F5_raw,F6_controlled,F6_raw,F7_controlled,F7_raw,F8_controlled,F8_raw,F9_controlled,F9_raw,F10_controlled,F10_raw,F11_controlled,F11_raw,F12_controlled,F12_raw
Democracy Docket,streams,1,@DemocracyDocket,4,1.6197321496289028,1.1574976210847112,-0.777623958592857,-1.219517367392792,-0.211260939084258,-0.1625280722002229,-1.2611158467826042,-1.443177364244303,-0.3183064004598724,-0.9257919033917298,0.5047438294922564,0.2662042723052811,-0.157872368785037,0.2221667500358725,-0.4022867076670784,-0.5916549333819019,-1.9046977174709023,-1.2209918488782523,-0.3836415723780829,-0.6660790937513923,-0.1837258903722293,0.7481805328567881,0.8063788221765374,0.3499742999838129
Democracy Docket,videos,1,@DemocracyDocket,122,0.6633439016792032,0.4729040969179671,0.1563519180356724,0.1362517406698536,0.0726094013277642,0.0574584627245382,-0.3373820954399642,-0.428510717977438,0.19768843781931117,-0.1140927583809101,0.0339585568067662,-0.2492713640946516,-0.9161990951013366,-0.5947072132968645,0.0246698096409287,-0.0342435176594283,-0.9603537828425822,-0.8180190861836082,-0.2104625808453425,-0.1800535126367548,-0.1304552340196086,0.4791467249440683,0.4403461354398836,0.472722079580176
Democracy Now!,streams,1,@DemocracyNow,1,-0.2889347300329974,1.5854704278572591,-1.9032423947889312,-2.6480520580249745,-1.2532682680886968,-0.4236848449835234,-0.2842053974506697,-0.5414313761306172,0.0654021727487008,-0.3733857184704825,-0.2890904177928974,-1.0572388334396534,1.9583446653302103,2.67013731850989,-0.7690615034365109,0.8877578699374109,-0.8854543319420326,-0.9773892941863604,0.255481539616379,0.3535598501015569,-1.1514356135342492,0.0445099660686649,-2.6459085618142133,-2.926500294740901
Democracy Now!,videos,1,@DemocracyNow,767,-0.1777401458138056,0.089616792807176,-0.6601557906296374,-1.2923873708097944,0.0222488147528199,0.11171128082014328,-0.2544963932158839,-0.4867744025202074,-0.1766978750412342,-0.3410941054515468,0.3451882910918781,-0.2734860451375813,-0.634413937104844,-0.3059824442625712,0.20840203943796043,0.3323681776835166,-0.65859431523002,-0.8343166515203291,2.1091210479649076,2.4264018804297316,0.3655706665766384,0.5211326077090784,0.2254804418345347,0.3073318472672811
Destiny,videos,1,@destiny,262,0.1902656384700986,0.3535626423670464,-0.6421876724635115,-0.1563278749778347,-0.4593554949098776,-0.6536735213208131,-0.0384839336287196,0.3416577306744765,-0.3162019695134432,-0.3892344116224346,-0.6190143414690238,-1.030287955402098,-0.2712903426682602,-0.3212300844028068,-0.181932968211857,-0.518595921122507,-0.3046135437878151,0.1259228892752061,-0.3508779040033722,-0.5048357006736705,-1.0430576269038196,-1.3657880358673695,-0.1134081466126494,-0.5994625278374252
Dinesh D'Souza,streams,1,@dineshdsouza,2,-1.1625083546637838,-0.3037043393499725,-1.7789159881920305,-2.142528691345382,-0.0127003837816037,-0.0608884390119679,-0.8689289366968785,-1.0393197461517705,2.132150866436121,2.3901363707769314,0.0384981315757336,0.8162954870651398,-0.1999407903650281,-0.4959106095260134,-0.6323462263283867,-0.790048694390712,-1.412955708123212,-1.027542571540551,-0.841733466463374,-0.8426458428923191,-2.3468889555489283,-2.388528662025306,1.1080015490020547,0.7525972896148174
Dinesh D'Souza,videos,1,@dineshdsouza,62,0.7564982828733876,1.2091906542746949,-1.4348654093222857,-1.3283031004547738,-0.3771203910468024,-0.3426365737449505,0.0488131706363367,0.0458029789995826,0.3646395742183011,0.5375233081242238,-1.3124565983374898,-1.5058227374598636,-0.3687645084332554,-0.1942361175712511,-0.1760118725692315,-0.1318771491488949,1.998983180299544,1.9050608527996038,-0.9865415122725714,-0.7511256594949567,-0.7433845588427593,-0.3791167087347901,-0.643401351127205,-0.5626984593743588
Don Lemon,streams,1,@TheDonLemonShow,377,-0.1366405238652216,-0.2902959345865862,-0.4909672367314076,-0.6756570162000233,-0.175772931277216,-0.1350316730449024,-0.2252019960267801,-0.2565953632163517,0.23665650420521073,0.0070573857733663,0.0863785505161634,0.1909617596485396,-0.7711993397323286,-0.667543210437595,-0.5510669632621545,-0.47698193664879895,-0.4580411274301241,-0.5292481751911638,-0.8614451601040372,-0.7408355628586719,-0.2282985249948416,-0.0862325231339897,-0.0438227181762394,-0.0759619134105669
Don Lemon,videos,1,@TheDonLemonShow,348,0.22831937098288246,0.0229531231265451,-0.392199541451357,-0.3653662194317468,-0.3981135823734877,-0.42981234919890493,-0.2051456106433673,-0.23733113887966012,0.5795428147572701,0.375338991730311,0.1282990619428471,0.37249344771164283,-0.8091348628423072,-0.7074486480140628,-0.3606272415251892,-0.4890630117015409,-0.3587294920496984,-0.3494073837242003,-0.662448417091947,-0.5350153663405868,-0.1839487856107926,-0.0448644903013055,0.11058086935596678,0.023932746946935504
Doomscroll,videos,1,@doomscrollpodcast,16,0.348332951489778,1.0980908786867287,-2.776953319976169,-2.850302802864329,0.0723834885080781,0.0145326157006757,-0.4708669684693887,-0.5937724806495731,-0.0857740659499525,0.1256150957954482,0.892975248988465,0.8340658990838556,0.0243795701707442,0.1358717759249255,-0.3886408041319295,-0.521752413845212,-0.6284428680922685,-0.4603652500033295,-0.9272836948139972,-0.5860590468341994,-1.8067328415310928,-1.3435717345910885,-0.1316330423057263,-0.4470835490322732
Double Down News,videos,1,@DoubleDownNews,64,-1.6346031287012062,-1.804942084340739,0.3928053774758732,0.5809034973568505,0.2733930600985418,0.2378396686236036,0.0312929992521204,0.0589951324928363,0.6177115646470566,0.5774948146059027,-0.8877710725343155,-0.9164193810397584,-1.3645757716620397,-1.03491655940196,0.0740205184516007,-0.1321048323854776,1.5286912522341043,1.560355435917752,-0.0459689255164081,0.3776999607454629,0.4726596372720156,0.4482512200213304,0.1015392026440319,0.3656375973007722
Drop Site,streams,1,@DropSiteNews,42,0.0702639153287688,-0.3900639341059553,-2.164825867835919,-2.119702466551821,-0.0771732582882182,0.0415179782626301,-0.0861505396772454,-0.2213082678980087,0.0185450418420871,-0.0950511558034726,-0.7990903886239322,-0.8804033807155369,-1.2847166533016263,-0.5841232727990125,-0.4045186071377508,-0.4089252441509262,-0.6007536829511648,-0.77635716814651,-1.09137440477758,-0.3619958584646609,-0.6962470866100017,-0.5185782120186034,-0.4444446956585957,0.743207176096527
Drop Site,videos,1,@DropSiteNews,198,-0.0722837006407721,-0.4196770393743327,-0.6909649421589573,-0.6275399139497826,-0.2616861167799468,-0.1877962130772534,-0.3707375970128195,-0.48147773474542466,0.3322987115655494,0.2529734501362735,0.1142217741835495,0.023093323973696,-0.7995761365569619,-0.2007281162773277,-0.1102487799209736,-0.1063082776459685,-0.4839868171764527,-0.6320042448784194,0.3109715659168975,0.8960405006515887,-0.5031325998534767,-0.3300564183360874,-0.2858681275518638,0.6102640926434411
Due Dissidence,streams,1,@DueDissidence,105,-1.0651446017351036,-1.311733080503353,-0.5502205208445157,-0.7904659589055993,-0.4017734414001515,-0.4288578161666148,-0.2698423318736969,-0.3750490609969256,-0.9649855126154246,-1.2489429977826534,2.119692502794136,2.8533618950975344,-0.3462602327271231,-0.12491926055814559,0.5226644729170747,0.6524286775363624,1.5692479380710287,1.7084729998248656,0.308863279404258,0.4547789966954736,1.5095109410657177,1.8489196776283991,0.3131589043252286,0.5607103715121823
Due Dissidence,videos,1,@DueDissidence,596,-0.391970346172846,-0.5373200343405226,-1.196789339703442,-1.1840244418508288,-0.400361726210491,-0.4295086046756106,-0.3391265891273543,-0.43131300494637564,-0.5270356208165333,-0.7038961384896896,0.1237070650928755,0.4891362414259381,-0.2775588951555228,-0.04394561369196,0.0514889666394453,0.0239811203356839,1.2089528907989424,1.2558501056627636,-0.1246056878604465,0.1677024556799422,-0.0512162600020146,0.0442771344501365,-0.456640644087832,-0.2757141942885868
Dylan Burns,streams,1,@DylanBurnsLIVE,3,0.3280960903006749,0.08886542663524928,-1.8272283660903164,-1.8365002539721729,-0.7194049944168205,-0.19363814817602779,-0.018636026111169,-0.0796515283392447,-0.0721308663565984,-0.3430861141116928,-0.7854905947707694,-0.5858836735178518,0.1419634124055495,0.5432649436241878,-0.6848640829948417,-0.3533407857730892,-2.314383498957874,-2.336258254207822,-1.4843356081731145,-0.4968396701747817,-1.5272792317189368,-0.9489834018236841,-2.1188583572739432,-1.2114710604880596
Dylan Burns,videos,1,@DylanBurnsLIVE,175,0.5980101280112703,0.1523737346717683,-0.9778007758123924,-0.9372888645511296,-0.8768137461890976,-0.7097373627590483,-0.3746528472520811,-0.46259096515807757,-0.0368953668096044,-0.24122595271595532,-0.6835648994735751,-0.530686484035157,-0.6201956234979602,-0.24186679985890652,-0.2761864540600509,-0.24393533886588542,-0.8454177518148921,-0.8068757364564557,-1.0116718539862295,-0.4721611561721041,-1.186823197022337,-0.928399261992732,-0.3320401762170963,0.2535687466303168
Emily Jashinsky,streams,1,@AfterPartyEmily,71,-0.664452773926801,-0.5880583824379897,-0.5239497969749854,-0.6352643817513185,-0.5472404554410408,-0.6187433935688372,0.1116512842745649,0.0319934486164279,-0.447149669512061,-0.5951082778654163,2.560017934965058,3.240962965020329,-0.549872980486854,-0.4480200376712148,0.1882155879404741,0.2566526752632282,-0.8809037036828044,-0.8791525516768104,0.4883169882037743,0.6630585949916186,1.730006421802635,2.0139343450804503,-0.1789665962916428,-0.342051994061521
Emily Jashinsky,videos,1,@AfterPartyEmily,393,-0.2645439351904033,-0.1662939537476553,0.4727820028104738,0.5513418939189781,-0.12005977899403608,-0.1735160315043702,0.0387376817525117,-0.0274043299954169,2.1720289120325353,2.1111771133809034,1.1314341887161687,1.477624100689247,-0.7175471127749118,-0.5942548155015459,-0.1209354796145743,-0.19260922976117556,-0.9631275579105312,-1.021392441754354,-0.08371684053422321,0.2148170029364326,1.0247712657995869,1.2546414797788754,-0.4683988507952751,-0.6316672807472038
Evan James,videos,1,@evanjmez,22,0.777476942568827,0.6822327028132521,0.2063967078604099,0.10301162051201268,-0.6334186099664157,-0.823171595865804,-0.3920727495597287,-0.5081958595877146,0.3910466106105785,0.3128675484405473,-1.062386971238629,-0.6779513300932402,1.1455988891015676,1.1305727546943698,-0.540701592047609,-0.7092359619803379,-0.346494907965396,-0.2750348953672803,-0.2651576562237332,-0.1639916404874893,-0.1440522374209875,-0.2922794154238139,-1.7450949116067884,-1.89713396004478
Farron Balanced,streams,1,@FarronBalanced,178,-0.277947401569136,-0.8455992862700539,-0.7370753520321184,-0.536195263413016,-0.7110345683809046,-0.785394295610749,-0.519695337679507,-0.3657107443667967,-0.4794755095666245,-0.7898125262635121,-0.0261962318053878,-0.030253498974924898,-0.2960656389418701,-0.0843948796641752,-0.22686600645632876,-0.549356501524542,-1.4287506352858,-1.0252686211429272,-0.4863322056233655,-0.7123783653693276,-1.0232722555632083,-1.0548301373779372,-0.41408170062943606,-0.527469308526892
Farron Balanced,videos,1,@FarronBalanced,1705,-0.3536801963562704,-0.7984720901110022,-0.269808842464293,-0.1156736993424399,-0.6455594995915378,-0.6983824209412549,-0.3267111510008293,-0.2309465006467565,-0.4682246393505158,-0.7702563151541343,-0.16340082500467168,-0.17943382538211466,-0.3724901233912895,-0.1333776675562676,-0.3119452851684403,-0.505961990740816,-0.6676792514820513,-0.3943958979028579,-0.4353956956770189,-0.5129483546035579,-0.7324207161344817,-0.6718156860937842,-0.1741040947115613,-0.20991996546776037
Fast Politics,videos,1,@fastpoliticspodcast,138,0.2041169994091636,-0.1523557865398374,-0.7618580408300212,-0.6427206905046765,-0.3858639001295054,-0.4322059919039958,-0.3677019183701248,-0.2883545728814872,1.34946277252297,1.131693546396923,1.7406077807712528,1.7599104096520497,-0.8295601638802175,-0.6447548096682925,-0.3728598217636169,-0.5438933029566341,-0.3717695383622534,-0.1380953175650115,-0.4693170910747796,-0.48151807147802456,-1.060920341381684,-0.8822111012019319,0.4147312149422303,0.4070862756464822
Financial Times,videos,1,@FinancialTimes,36,0.6391679247741595,1.1929947406739827,-1.0794645640308071,-0.9397430941917627,0.1674923028466547,0.212803259900532,-0.4188715777534216,-0.6396396713475844,1.7957753090496904,2.114474918437426,-0.955421777959875,-1.363735651716146,1.531471295065898,1.9983318862873576,-0.4108816128261357,-0.23298734255096554,1.728998889635063,1.8857656117849169,-0.1252774229070972,0.1785093614471997,-0.4240228328390266,0.0777653313084796,0.4670139748000066,1.0490276471507576
Flagrant,videos,1,@OfficialFlagrant,34,-0.0324138050931288,0.5355823333393173,0.3567124844058231,0.3114251662037115,-0.623222225669065,-0.6929802308181575,-0.4239870610944358,-0.4961727441617038,-0.1052766772613528,-0.2162093686216492,-0.5238637712441059,-0.1695169331848111,-0.6046765629180229,-0.5395069328861365,0.0784894222664601,0.0677558246845127,-0.5857225195512455,-0.7243941330465495,-0.4299845943236521,-0.2097275373373282,0.9925134644291959,1.3260186413056223,-0.5504878352689644,-0.9184927194253828
Fleccas Talks,videos,1,@FleccasTalks,288,0.505050926394667,0.9218062906258344,-2.1827353448276545,-2.211664253912851,-0.3955071164751076,-0.4123287786440991,-0.6525901980434025,-0.5450388367401029,-0.4689257593537906,-0.4739639566624525,-0.7491694349444964,-1.2231311857700105,0.9584195483212176,1.0926900179393588,0.6519329071072618,0.8638428024571867,2.660772823720326,2.7467331862310536,-0.3826547102908579,-0.4342369964050624,-1.1540112089567285,-1.422833982293048,-0.46537155302317423,-0.6881045820944155
Forbes,streams,1,@Forbes,3,2.3071403640296797,3.828279500804541,-4.986134250299464,-5.310497085810654,-1.5771875410900174,-1.6166830739991829,0.1864753436896035,-0.0830947957481017,-1.1380063924364756,-0.2208832475084259,-2.112216341966571,-2.4601464008055585,-0.5720524252939356,-0.3099817095452044,3.5833129804359785,4.628516049486216,0.6934828516272796,-0.0008630392619666001,-0.286882126234371,-0.499345028137752,-0.6411966652518111,0.1460949735363715,-0.9335167055313796,-1.0982741707380343
Forbes,videos,1,@Forbes,1196,0.7306436993293367,1.41951376180296,0.1105621654984711,0.0910882151920377,-0.3692233419773206,-0.3669851558891764,-0.2623758654614458,-0.449987879993589,1.2949029988921192,1.559888706883801,-0.2587906827994967,-0.5150294348105244,-0.8200305367080247,-0.4752021253526146,1.1713785042825922,1.5696452643541117,-0.2913086790436051,-0.4519227780168634,-0.0723852491229064,0.0472736054489904,0.3634546363757766,0.8441113961668384,-0.0804371572456907,0.0672423713068676
Fox Corporation,videos,1,@OutKick,47,-0.1366676631468477,0.3047343372617288,0.6302897142776394,0.6968748029616131,-0.5251287251752468,-0.49815941562213073,-0.6398514934867593,-0.8169083720219411,0.3506468724577297,0.2265271185923768,0.2530004208738368,0.5274143783469349,-0.9563663179826292,-0.768912481527058,-0.39599329901288893,-0.4552919643601756,-0.2767051751381174,-0.4788227068557388,0.1088661482767474,0.32445253991139,-0.3024678814943706,0.2445101910759812,0.5677804515526198,0.2870371184075798
Fox News,streams,2,@FoxNews; @TheBrianKilmeadeShow,599,0.46673168561708267,0.6736079838504555,0.2691885529001515,0.185049656248755,-0.5177038681014354,0.08062992427828096,-0.43100976924812534,-0.6140854579929833,-0.40835326824087204,-0.8514684406882137,-0.07713998284755791,0.3889367389686742,1.6120274373321546,2.288853190140337,-0.10511330083196126,-0.04200627571087498,-0.49645982666292665,-0.6750478247184287,-0.43291654722708195,-0.23740115925869304,-0.35280847489212547,0.028852609398707867,-0.1960185524605256,0.007283656793229294
Fox News,videos,2,@FoxNews; @TheBrianKilmeadeShow,8079,0.4429411084297775,0.20423240428855374,0.30722532983431955,0.4353217354619163,0.49459547917849195,0.5934928502768018,0.18644690041810597,0.14799660028913275,-0.15704461214204615,-0.3218598139442831,-0.69416657314564,-0.617791966106035,0.8483046773855752,1.2752303340631976,-0.2187564061419177,-0.18528659714011655,0.22248196993243413,0.13147390249623536,0.9519201418940891,1.4087448375692289,-0.3513575041566711,-0.1781799410070022,-0.24917081965591886,0.2534663848068663
Fresh & Fit,streams,1,@FreshFitMiami,73,0.8678975958384376,1.246315150741608,-0.219882081435319,-0.0090187129923425,-0.2652858008496353,-0.453737834939936,0.6677318074198028,0.6330783552138541,0.054107844933786,0.3835026044227088,-0.0900075734395175,-0.3699593050662739,-0.9781889843284662,-0.9514301395102762,0.3859051334850566,0.2588755605194464,-0.2160446730348622,-0.3882683667853819,-0.2052967933271252,-0.1389579988884401,0.4652302779324032,0.4957830185348862,0.091635022558698,-0.1618215075310288
Fresh & Fit,videos,1,@FreshFitMiami,98,0.1478252911196739,0.5210624534901414,0.4314563094130854,0.7963186352173548,-0.3939287229457346,-0.7475397960195924,-0.2681532401030826,-0.1884587381535226,1.096633522563474,1.5998622799954028,-0.0721872496710088,-0.2815225045382228,-0.3869152870396793,-0.5498965996916969,0.0098703911668621,-0.1253627877479076,-0.6785263560374042,-0.9300839030269856,-0.3963804697897413,-0.4148973344548956,1.2584698572815254,1.3495599844836892,-0.5303155102370816,-1.0299028021956942
Geopolitical Economy Report,videos,1,@GeopoliticalEconomyReport,67,-0.4272081104208315,-0.8534792340663925,1.0569553703305563,1.1404763685287969,-0.3229143458342814,-0.1846194127793388,0.165287962674565,0.0870203835701197,1.5722825313091804,1.5007866340947702,-1.712247534839433,-1.9567662446137626,0.694995660268989,1.3109990464572292,-0.7738411263340881,-0.6070850606487793,-0.6428334123532492,-0.8591802421647673,-0.905689743632902,-0.3334982252274466,0.1084137979922754,0.4148877336250963,0.6591340828127829,1.8623341741763104
Glenn Greenwald,videos,1,https://rumble.com/c/GGreenwald,76,-0.0569041230773867,-0.2564340203554564,0.141500748620055,0.1727279873494688,-0.0049214218830126,-0.0458947596828701,-0.4524675258814408,-0.5130032782034911,0.9445843970252179,0.8518573187907087,0.2934472832349206,0.5363812225347552,-0.6983578495083145,-0.4747288713451018,-0.0728932008070986,-0.1398891501405388,-0.47232913295501444,-0.4253300770814978,-0.0886027178397069,0.3276285552818931,0.6655753443588168,0.7648123709440394,0.2213116921738833,0.4593287720381836
Glenn Kirschner,videos,1,@GlennKirschner2,244,0.1954384456624341,-0.2033545808243449,-0.9142505240349778,-1.013611367310533,-0.5716520283170046,-0.4828884363152435,-0.275081517942486,-0.3625779230388008,-0.1588074997578493,-0.5708283786476526,-0.5496457984933679,-0.5267748140982178,-0.6626987164825526,-0.3348486710321142,-0.1578443595244314,-0.2435075771033023,-1.0544680550384404,-0.8109011770074489,-0.0977203605206212,-0.1015970110740444,0.0245661087379853,0.4185121594767599,-0.0981468747567567,-0.2599227439198392
Graham Allen,videos,1,@GrahamAllen,247,-0.0816555295433018,-0.1326975932789026,0.0460168268710484,0.1138520742278979,-0.5038144564644254,-0.6246987322279427,-0.0843360759773341,-0.1095909891625939,-0.04605134731286,-0.1878263804479613,-0.7169937647236863,-0.2131634654097085,-0.5295180185692306,-0.5386296008342862,-0.0650646090671175,-0.1920980988168264,-0.7786304629018056,-0.697916248523267,-0.4475632266006065,-0.3395373420010603,-0.2271886615237952,-0.221910852975905,-0.2700375784255725,-0.5015520503632617
HBO,videos,1,@LastWeekTonight,35,1.7231830069827287,2.366272381587967,-2.9420282503791495,-3.105603688332512,0.5706329078935742,0.5316612132566955,-0.5432454255222675,-0.6959757443271591,-0.423641542993533,-0.4800113919110161,1.231672835383422,1.7427934914159118,1.396238863271007,1.5153758074676855,-0.2412827302813117,-0.2019768133670538,-0.5687576275432541,-0.5693696433093525,-0.848993566444731,-0.6015213361804124,-0.5061956895867538,-0.033308426842118,0.2157638150874643,-0.1420762774155436
Hakim,videos,1,@YaBoiHakim,15,-0.022972665708625297,0.1504555578950203,-0.0742061232466041,0.0438303561414392,-0.6536128578473891,-0.5917463126593071,0.0041793793638956,-0.0783006887228772,2.0257337433479408,2.138435569395474,-0.7094001697219289,-1.0470249815197588,-1.4332910196920234,-0.951601172146385,-0.6173315679010307,-0.5548364310830297,-0.1001774254245187,-0.3367067317447055,-0.4725371999525016,-0.1565492088441732,-0.7912458864527762,-0.3631680056794987,-0.7585035043566895,-0.1499743689880218
Harry Sisson,streams,1,@harryjsisson,3,0.8275757670551119,0.6045902814099584,-0.3466186276179155,-0.4163643305736402,-0.6445144348189321,0.0437543012232832,-0.0977795003750661,0.0628656311856315,-0.4405483764787423,-1.022848925530287,-2.0309858446566555,-2.129694104133488,1.2480152975003589,1.7836584955699948,-0.7657860775656836,-1.1558059522078228,3.47468805871747,3.8977701104327327,-0.2070824898975477,-0.821090008425999,-2.5131031310894874,-2.352446035893283,0.8317138312285616,0.481908370375224
Harry Sisson,videos,1,@harryjsisson,632,-0.7283706847558855,-1.1681373481587516,-0.6178469262655495,-0.2020418318966564,0.1756799719141356,0.0948793554465422,1.5362060315289086,1.9522245693935725,-0.3499824370485984,-0.6255512878073449,-0.1578034310936825,-0.5502147713150747,-0.5172681467156403,-0.4137330896556154,-0.1268669464113254,-0.5360282890805463,1.4458550795821767,2.0003491450910103,-0.7461447828200283,-1.0379075984270902,-0.6170619777012464,-0.8153991645772051,-0.6636999915707236,-0.9656672447827596
HasanAbi,streams,1,@HasanAbi,7,0.7813300689261371,0.708778420080176,-0.1117521352117564,-0.4452248632245778,-0.2485956545353025,-0.1649762106036222,0.3467340159500069,0.2014109443260423,-0.6864100831640128,-0.9103946496748032,2.7174035885095966,2.8115409814364947,1.9202696702322932,2.0904026708520607,0.013228311921256,0.2960482357963485,4.3285925712075635,4.195166424336434,-0.5089032216216179,-0.3209474859713878,1.6615837709961048,1.5806276758259885,1.5410244765833891,1.675732555861108
HasanAbi,videos,1,@HasanAbi,591,0.6320660792783338,0.8703521378540474,0.4008604746687382,1.0521585319672375,-0.3756012030256819,-0.47466620645936436,0.3267091964658821,0.9177101660988056,0.2211303304268517,0.1548623795999359,-0.5798821388501693,-1.1874923942655713,0.007422732553350899,-0.0244216620985434,-0.3228018358213356,-0.6182083493452895,1.659880471080951,2.1336823385040526,-0.5036141406154246,-0.6400437734413237,-1.0942868238252772,-1.5016021575698004,-0.276794940682213,-0.5287095609709469
Humanist Report,streams,1,@TheHumanistReport,34,-0.0908895133838252,-0.0466549414582046,-1.2384380994467492,-1.2929960486450656,-0.6289765525498819,-0.6658047428468703,0.0059844268182505,-0.0680074656616401,-0.6200478118174687,-0.7165150031138084,0.5585952985120952,1.0186410448745042,-0.6378794869149673,-0.4892290186530162,0.3996852382780751,0.2639339340302007,-1.1760855810590929,-1.081391977602303,-0.446761947680172,-0.2351177239198659,-0.267013831342889,-0.0779469671134877,-0.1265741236807656,-0.2969965929882237
Humanist Report,videos,1,@TheHumanistReport,146,0.2543028748954548,0.1543017233078126,0.7556513247536729,0.8741490234208465,-0.2064763614439641,-0.2883939002429052,-0.0266485166539664,-0.05674867137955119,0.0821613061534718,-0.071402733695087,-0.399076346493483,-0.3304188924668025,-0.3127311899207188,-0.1406309195676757,-0.2105282988222136,-0.3687034546512458,-1.171822866076391,-1.0640175516924124,-0.1749931431852318,-0.0376377298573408,0.7943216790923692,0.9547808782136176,-0.7749350466476114,-0.8104420373379713
Hutch,streams,1,@hutch,50,0.767235269304766,0.9467395015411988,-1.1229604391622967,-1.0959210528479888,-0.2073558832894421,-0.4726333384219906,0.1235300595609961,0.1212149980322165,-0.2569977851260939,-0.3634320418076416,0.0876592030192916,0.4068772168754062,-0.20059085717364622,-0.2161544749006473,-0.0176021639159708,-0.3270398125274496,-0.4601893283644058,-0.16840226667904626,-0.9223778611449515,-1.0170455342231164,-0.6513273409485625,-0.7656227853291321,0.0770682298083531,-0.4737839173610226
Hutch,videos,1,@hutch,160,0.6636291201835411,0.9281863801875702,-0.3480865407935339,0.0199383569523748,-0.3172286881130262,-0.5067649086452569,-0.0383904987622641,0.274417072646922,0.1832715963388557,0.0942088351652621,-0.6507863603153654,-0.7516473483385826,-0.4332569808298577,-0.5445248068518574,-0.1436761081035233,-0.4724658836419893,-0.1935684469434739,0.1852492572655731,-0.52914752062727,-0.6660704674569636,-0.5959184580488062,-0.9070461634298612,-0.0595669073171604,-0.6529022396921174
InfoWars,videos,1,https://rumble.com/c/TheAlexJonesShowLive,513,0.2785508451389997,0.3579666744869005,-0.4942093703527321,-0.6142608664243193,0.5604969835547643,0.5588420473674579,-0.3617647508961755,-0.4671595737833431,-0.0936981359464743,-0.1338268858518203,-0.3791470013122304,-0.0044268653186734,-0.4423785358922316,-0.3377581016217262,-0.0111396767052716,-0.0365439330034886,0.514345579716552,0.7287884645524129,0.0498206330428668,0.2132492452913706,0.1802189580564642,0.0843064201721368,-0.1156853731520741,0.0143840861845555
Isabel Brown,videos,1,@theisabelbrown,134,0.5515263831514364,0.8441604046625605,0.2863933293506204,0.4520789454150319,-0.3183279503426247,-0.3734053335639142,0.0859098649264646,-0.0162371519783221,1.6527443992679496,1.8676200191528605,-0.6906592696943022,-0.9079515639023062,-0.9059261157349888,-0.6338217288807666,-0.5457994822505997,-0.591975141363524,-0.1067922426019075,-0.3078714740922704,-0.6568280739912008,-0.3891861587371236,-0.1463769089279477,0.0679153036786036,0.1906567514579351,0.0724206837122428
Jack Cocchiarella,streams,1,@JackCocchiarellaShow,21,-0.1170905278221224,-0.3992398223898149,-0.3524109216987848,0.0860511957316189,-0.5077819158966621,-0.5801018516384024,0.0572330776969716,0.4935645808804547,-0.3862098654882302,-0.6214703592758527,0.1919791908302805,-0.44272850872550035,-0.6438285396589246,-0.42583316053182213,-0.4984118900453532,-0.8666227573776155,-1.352195106347152,-0.8181169179440486,-0.552543721169488,-0.9576071212473641,-0.9926089043510796,-1.1499351555117128,-0.1832474260651364,-0.5518953814047971
Jack Cocchiarella,videos,1,@JackCocchiarellaShow,1446,-0.5411120264099443,-1.1237138788108372,-0.0576364176951966,0.1240233424230287,-0.5015973394815484,-0.5730455775360889,0.05926589535139589,0.2745620410723087,-0.352456805985699,-0.7067180968793346,-0.081901422877322,0.0260118427627043,-0.5427278678668398,-0.4219287370396993,-0.3306008369013707,-0.698810021651719,-1.3223306205569063,-0.875915658610831,-0.7507956832616274,-1.000968273242837,-0.8198203247581336,-0.912904433170177,-0.3093791634817592,-0.5855535286079271
Jackson Hinkle,streams,1,@JacksonHinkleOfficial,76,-0.4639370433453724,-1.087167966218578,0.3687500672048012,0.3116157916444686,3.7666554668989094,3.8350076554974835,-0.4850859604414694,-0.5475568788933266,-0.6666145658385915,-0.9867948839151632,-0.11794314860589672,0.2272583971615404,0.4562778912316213,0.9108037421850304,0.127469235175238,0.2237164128682973,4.761182076607063,4.7728486516368624,-0.6671530551199438,-0.1730059407991919,-1.021968408909843,-1.008156001752195,-0.5607784148629962,0.4136052993929959
Jackson Hinkle,videos,1,@JacksonHinkleOfficial,343,0.051416677856657406,-0.3586793218262871,-0.0931123917460367,0.0640624824368556,-0.7884545900929781,-0.7568321640737476,-0.2792644925553686,-0.1819313986180347,-0.566685556602197,-0.7654902775381404,-0.4312454952378172,-0.3352588301126217,0.5300782840109394,0.8458305919351036,0.05695954264257821,0.0423781015138543,3.2662350217753584,3.3877205199123313,-0.21987319045975082,0.193792675877692,-1.1894086039148548,-1.2689881283531468,-0.5672585000514095,0.0909330468024161
Jake Shields,streams,1,@fightbackpodcast,24,-0.12300037336471452,0.1747393340220326,-1.5175061721888392,-1.9620585680185787,0.0661529938809208,0.0509938863204261,-0.0141997053017051,-0.21162333942007186,-0.18807399758335883,-0.383444120803609,1.9787450344119009,3.0104568301369947,-0.818007655846115,-1.0382655504833802,-0.3557116350929343,-0.42780616133512844,0.0130824261033462,0.414627559346817,-0.7271421053427813,-0.8062329321018504,-0.3016876265081094,-0.675212201681798,-0.0027407978721236,-0.1767855783385325
