model,word,log_odds_right_vs_left,z,count_right,count_left,rtd_contribution,rank_right,rank_left,n_right_titles,n_left_titles,rtd_total
label_claude_code_opus,fraud,1.942,5.98,67,10,0.00055,8.5,347.0,2556,3033,0.4924
label_claude_code_opus,women,1.461,5.7,72,18,0.00052,7.0,128.5,2556,3033,0.4924
label_claude_code_opus,democrats,1.109,5.65,94,34,0.00053,4.0,38.5,2556,3033,0.4924
label_claude_code_opus,woke,2.53,5.28,52,4,0.00052,13.0,1066.0,2556,3033,0.4924
label_claude_code_opus,left,1.201,4.99,67,22,0.00045,8.5,89.0,2556,3033,0.4924
label_claude_code_opus,charlie,1.517,4.87,51,12,0.00043,14.5,270.0,2556,3033,0.4924
label_claude_code_opus,california,1.882,4.82,44,7,0.00042,20.0,568.0,2556,3033,0.4924
label_claude_code_opus,america,0.648,4.28,115,67,0.00052,2.0,10.0,2556,3033,0.4924
label_claude_code_opus,kirk,1.131,4.21,51,18,0.00038,14.5,128.5,2556,3033,0.4924
label_claude_code_opus,democrat,1.309,4.09,41,12,0.00036,23.0,270.0,2556,3033,0.4924
label_claude_code_opus,trans,1.869,4.04,31,5,0.00036,34.5,849.0,2556,3033,0.4924
label_claude_code_opus,black,0.757,3.9,75,39,0.00039,6.0,28.5,2556,3033,0.4924
label_claude_code_opus,leftist,1.98,3.88,28,4,0.00034,45.0,1066.0,2556,3033,0.4924
label_claude_code_opus,pray,3.257,3.84,33,1,0.00043,31.0,4022.5,2556,3033,0.4924
label_claude_code_opus,liberal,1.604,3.68,28,6,0.00032,45.0,692.5,2556,3033,0.4924
label_claude_code_opus,newsom,1.492,3.64,29,7,0.00032,40.5,568.0,2556,3033,0.4924
label_claude_code_opus,islam,3.14,3.61,28,1,0.00038,45.0,4022.5,2556,3033,0.4924
label_claude_code_opus,biden,1.365,3.51,29,8,0.00031,40.5,473.5,2556,3033,0.4924
label_claude_code_opus,somali,2.384,3.46,22,2,0.0003,75.0,2064.5,2556,3033,0.4924
label_claude_code_opus,levin,1.98,3.36,21,3,0.00027,84.0,1411.0,2556,3033,0.4924
label_claude_code_opus,nick,1.388,3.35,26,7,0.00028,53.0,568.0,2556,3033,0.4924
label_claude_code_opus,gavin,1.59,3.32,23,5,0.00028,67.0,849.0,2556,3033,0.4924
label_claude_code_opus,muslim,1.59,3.32,23,5,0.00028,67.0,849.0,2556,3033,0.4924
label_claude_code_opus,mamdani,0.891,3.28,42,19,0.00029,22.0,114.5,2556,3033,0.4924
label_claude_code_opus,fauci,1.459,3.28,24,6,0.00028,61.0,692.5,2556,3033,0.4924
label_claude_code_opus,leftists,1.714,3.25,21,4,0.00026,84.0,1066.0,2556,3033,0.4924
label_claude_code_opus,men,1.219,3.25,28,9,0.00028,45.0,404.5,2556,3033,0.4924
label_claude_code_opus,race,1.549,3.22,22,5,0.00026,75.0,849.0,2556,3033,0.4924
label_claude_code_opus,mayor,1.418,3.18,23,6,0.00027,67.0,692.5,2556,3033,0.4924
label_claude_code_opus,myron,2.883,3.16,20,1,0.0003,94.0,4022.5,2556,3033,0.4924
label_claude_code_opus,karmelo,2.207,3.13,18,2,0.00025,119.0,2064.5,2556,3033,0.4924
label_claude_code_opus,student,1.62,3.04,19,4,0.00023,107.5,1066.0,2556,3033,0.4924
label_claude_code_opus,shirley,2.156,3.04,17,2,0.00024,131.0,2064.5,2556,3033,0.4924
label_claude_code_opus,people,0.674,3.0,53,30,0.00031,12.0,50.5,2556,3033,0.4924
label_claude_code_opus,liberals,2.101,2.95,16,2,0.00023,145.0,2064.5,2556,3033,0.4924
label_claude_code_opus,jlp,4.451,2.93,33,0,0.00045,31.0,6984.0,2556,3033,0.4924
label_claude_code_opus,deep,1.57,2.93,18,4,0.00022,119.0,1066.0,2556,3033,0.4924
label_claude_code_opus,modern,1.729,2.85,16,3,0.00022,145.0,1411.0,2556,3033,0.4924
label_claude_code_opus,view,2.043,2.85,15,2,0.00022,157.5,2064.5,2556,3033,0.4924
label_claude_code_opus,nyc,1.285,2.83,20,6,0.00023,94.0,692.5,2556,3033,0.4924
label_claude_code_opus,media,0.692,2.82,45,25,0.00028,17.5,72.0,2556,3033,0.4924
label_claude_code_opus,dei,2.649,2.81,15,1,0.00025,157.5,4022.5,2556,3033,0.4924
label_claude_code_opus,viral,1.071,2.8,24,9,0.00024,61.0,404.5,2556,3033,0.4924
label_claude_code_opus,anthony,1.358,2.76,18,5,0.00021,119.0,849.0,2556,3033,0.4924
label_claude_code_opus,ilhan,2.591,2.73,14,1,0.00024,177.5,4022.5,2556,3033,0.4924
label_claude_code_opus,pratt,2.591,2.73,14,1,0.00024,177.5,4022.5,2556,3033,0.4924
label_claude_code_opus,racism,2.591,2.73,14,1,0.00024,177.5,4022.5,2556,3033,0.4924
label_claude_code_opus,lib,2.591,2.73,14,1,0.00024,177.5,4022.5,2556,3033,0.4924
label_claude_code_opus,illegal,0.826,2.67,31,15,0.00026,34.5,177.5,2556,3033,0.4924
label_claude_code_opus,omar,2.528,2.64,13,1,0.00022,206.5,4022.5,2556,3033,0.4924
label_claude_code_opus,sports,2.528,2.64,13,1,0.00022,206.5,4022.5,2556,3033,0.4924
label_claude_code_opus,spencer,2.528,2.64,13,1,0.00022,206.5,4022.5,2556,3033,0.4924
label_claude_code_opus,hollywood,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,culture,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,best,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,covid,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,wife,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,banned,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,chinese,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,anti-ice,1.912,2.63,13,2,0.0002,206.5,2064.5,2556,3033,0.4924
label_claude_code_opus,mark,0.866,2.62,28,13,0.00024,45.0,235.5,2556,3033,0.4924
label_claude_code_opus,fbi,0.866,2.62,28,13,0.00024,45.0,235.5,2556,3033,0.4924
label_claude_code_opus,warning,1.604,2.6,14,3,0.0002,177.5,1411.0,2556,3033,0.4924
label_claude_code_opus,minnesota,0.739,2.57,34,18,0.00026,28.0,128.5,2556,3033,0.4924
label_claude_code_opus,abortion,2.459,2.54,12,1,0.00021,236.5,4022.5,2556,3033,0.4924
label_claude_code_opus,immigrant,2.459,2.54,12,1,0.00021,236.5,4022.5,2556,3033,0.4924
label_claude_code_opus,dems,0.83,2.5,27,13,0.00023,50.0,235.5,2556,3033,0.4924
label_claude_code_opus,jack,1.838,2.5,12,2,0.00019,236.5,2064.5,2556,3033,0.4924
label_claude_code_opus,canada,0.83,2.5,27,13,0.00023,50.0,235.5,2556,3033,0.4924
label_claude_code_opus,wnba,1.838,2.5,12,2,0.00019,236.5,2064.5,2556,3033,0.4924
label_claude_code_opus,mass,0.929,2.5,23,10,0.00022,67.0,347.0,2556,3033,0.4924
label_claude_code_opus,tim,1.009,2.46,20,8,0.0002,94.0,473.5,2556,3033,0.4924
label_claude_code_opus,kids,1.009,2.46,20,8,0.0002,94.0,473.5,2556,3033,0.4924
label_claude_code_opus,free,0.878,2.45,24,11,0.00022,61.0,303.5,2556,3033,0.4924
label_claude_code_opus,city,1.757,2.37,11,2,0.00018,266.5,2064.5,2556,3033,0.4924
label_claude_code_opus,year,1.757,2.37,11,2,0.00018,266.5,2064.5,2556,3033,0.4924
label_claude_code_opus,they're,0.886,2.36,22,10,0.00021,75.0,347.0,2556,3033,0.4924
label_claude_code_opus,ds,4.45,2.34,21,0,0.00033,84.0,6984.0,2556,3033,0.4924
label_claude_code_opus,need,1.184,2.34,15,5,0.00018,157.5,849.0,2556,3033,0.4924
label_claude_code_opus,nation,2.3,2.33,10,1,0.00019,312.0,4022.5,2556,3033,0.4924
label_claude_code_opus,muslims,2.3,2.33,10,1,0.00019,312.0,4022.5,2556,3033,0.4924
label_claude_code_opus,governor,2.3,2.33,10,1,0.00019,312.0,4022.5,2556,3033,0.4924
label_claude_code_opus,gaines,2.3,2.33,10,1,0.00019,312.0,4022.5,2556,3033,0.4924
label_claude_code_opus,problem,0.96,2.32,19,8,0.00018,107.5,473.5,2556,3033,0.4924
label_claude_code_opus,warns,1.261,2.26,13,4,0.00017,206.5,1066.0,2556,3033,0.4924
label_claude_code_opus,freedom,1.261,2.26,13,4,0.00017,206.5,1066.0,2556,3033,0.4924
label_claude_code_opus,britain,1.668,2.23,10,2,0.00016,312.0,2064.5,2556,3033,0.4924
label_claude_code_opus,glenn,1.668,2.23,10,2,0.00016,312.0,2064.5,2556,3033,0.4924
label_claude_code_opus,walz,4.45,2.23,19,0,0.0003,107.5,6984.0,2556,3033,0.4924
label_claude_code_opus,happened,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,gen,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,brown,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,amfest,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,la,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,arrests,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,saved,2.206,2.22,9,1,0.00017,372.5,4022.5,2556,3033,0.4924
label_claude_code_opus,police,0.907,2.17,18,8,0.00017,119.0,473.5,2556,3033,0.4924
label_claude_code_opus,truth,0.493,2.11,44,30,0.00021,20.0,50.5,2556,3033,0.4924
label_claude_code_opus,swalwell,4.45,2.11,17,0,0.00028,131.0,6984.0,2556,3033,0.4924
label_claude_code_opus,eric,1.184,2.1,12,4,0.00015,236.5,1066.0,2556,3033,0.4924
label_claude_code_opus,mom,1.184,2.1,12,4,0.00015,236.5,1066.0,2556,3033,0.4924
label_claude_code_opus,chicago,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,boy,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,trapped,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,western,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,ayatollah,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,allegations,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,gold,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,daycare,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,tour,2.101,2.08,8,1,0.00016,437.5,4022.5,2556,3033,0.4924
label_claude_code_opus,riley,1.569,2.07,9,2,0.00015,372.5,2064.5,2556,3033,0.4924
label_claude_code_opus,crockett,1.569,2.07,9,2,0.00015,372.5,2064.5,2556,3033,0.4924
label_claude_code_opus,church,1.569,2.07,9,2,0.00015,372.5,2064.5,2556,3033,0.4924
label_claude_code_opus,great,1.047,2.03,13,5,0.00015,206.5,849.0,2556,3033,0.4924
label_claude_code_opus,aoc,0.852,2.02,17,8,0.00016,131.0,473.5,2556,3033,0.4924
label_claude_code_opus,make,0.709,2.01,22,12,0.00019,75.0,270.0,2556,3033,0.4924
label_claude_code_opus,pride,1.285,2.0,10,3,0.00014,312.0,1411.0,2556,3033,0.4924
label_claude_code_opus,radical,1.285,2.0,10,3,0.00014,312.0,1411.0,2556,3033,0.4924
label_claude_code_opus,believe,1.285,2.0,10,3,0.00014,312.0,1411.0,2556,3033,0.4924
label_claude_code_opus,conservatives,1.285,2.0,10,3,0.00014,312.0,1411.0,2556,3033,0.4924
label_claude_code_opus,hammer,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,word,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,street,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,austin,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,force,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,clark,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,alex,0.644,1.94,24,14,0.00019,61.0,200.5,2556,3033,0.4924
label_claude_code_opus,gang,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,students,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,christianity,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,shooter,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,happening,1.979,1.94,7,1,0.00015,518.5,4022.5,2556,3033,0.4924
label_claude_code_opus,violent,1.101,1.92,11,4,0.00014,266.5,1066.0,2556,3033,0.4924
label_claude_code_opus,conservative,1.101,1.92,11,4,0.00014,266.5,1066.0,2556,3033,0.4924
label_claude_code_opus,tomi,4.45,1.91,14,0,0.00025,177.5,6984.0,2556,3033,0.4924
label_claude_code_opus,million,0.86,1.91,15,7,0.00015,157.5,568.0,2556,3033,0.4924
label_claude_code_opus,splc,4.45,1.91,14,0,0.00025,177.5,6984.0,2556,3033,0.4924
label_claude_code_opus,cb,4.45,1.91,14,0,0.00025,177.5,6984.0,2556,3033,0.4924
label_claude_code_opus,saving,1.458,1.9,8,2,0.00013,437.5,2064.5,2556,3033,0.4924
label_claude_code_opus,ready,1.458,1.9,8,2,0.00013,437.5,2064.5,2556,3033,0.4924
label_claude_code_opus,narrative,1.458,1.9,8,2,0.00013,437.5,2064.5,2556,3033,0.4924
label_claude_code_opus,maher,1.458,1.9,8,2,0.00013,437.5,2064.5,2556,3033,0.4924
label_claude_code_opus,facts,1.458,1.9,8,2,0.00013,437.5,2064.5,2556,3033,0.4924
label_claude_code_opus,jewish,0.97,1.86,12,5,0.00014,236.5,849.0,2556,3033,0.4924
label_claude_code_opus,agenda,0.97,1.86,12,5,0.00014,236.5,849.0,2556,3033,0.4924
label_claude_code_opus,american,0.475,1.85,36,25,0.00022,25.0,72.0,2556,3033,0.4924
label_claude_code_opus,lahren,4.45,1.84,13,0,0.00024,206.5,6984.0,2556,3033,0.4924
label_claude_code_opus,economic,0.738,1.82,17,9,0.00015,131.0,404.5,2556,3033,0.4924
label_claude_code_opus,didn't,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,team,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,attacked,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,immigrants,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,anti-israel,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,i'm,1.184,1.81,9,3,0.00013,372.5,1411.0,2556,3033,0.4924
label_claude_code_opus,james,0.871,1.8,13,6,0.00014,206.5,692.5,2556,3033,0.4924
label_claude_code_opus,communist,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,bans,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,youtuber,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,pro,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,county,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,minute,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,maha,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,cooper,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,university,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,double,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,canadian,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,science,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,marriage,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,kamala,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,minutes,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,leverage,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,pain,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,politicians,1.837,1.77,6,1,0.00013,635.0,4022.5,2556,3033,0.4924
label_claude_code_opus,islamic,4.45,1.77,12,0,0.00023,236.5,6984.0,2556,3033,0.4924
label_claude_code_opus,debate,0.459,1.75,34,24,0.00021,28.0,79.0,2556,3033,0.4924
label_claude_code_opus,british,1.009,1.74,10,4,0.00013,312.0,1066.0,2556,3033,0.4924
label_claude_code_opus,politics,1.009,1.74,10,4,0.00013,312.0,1066.0,2556,3033,0.4924
label_claude_code_opus,evil,1.009,1.74,10,4,0.00013,312.0,1066.0,2556,3033,0.4924
label_claude_code_opus,college,1.009,1.74,10,4,0.00013,312.0,1066.0,2556,3033,0.4924
label_claude_code_opus,starmer,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,look,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,son,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,hidden,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,virginia,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,mob,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,needs,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,robinson,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,fires,1.331,1.7,7,2,0.00012,518.5,2064.5,2556,3033,0.4924
label_claude_code_opus,antifa,4.45,1.69,11,0,0.00022,266.5,6984.0,2556,3033,0.4924
label_claude_code_opus,piker,0.586,1.69,21,13,0.00016,84.0,235.5,2556,3033,0.4924
label_claude_code_opus,migrant,4.45,1.69,11,0,0.00022,266.5,6984.0,2556,3033,0.4924
label_claude_code_opus,iranian,0.886,1.67,11,5,0.00013,266.5,849.0,2556,3033,0.4924
label_claude_code_opus,changed,0.886,1.67,11,5,0.00013,266.5,849.0,2556,3033,0.4924
label_claude_code_opus,tried,0.886,1.67,11,5,0.00013,266.5,849.0,2556,3033,0.4924
label_claude_code_opus,candace,0.56,1.66,22,14,0.00016,75.0,200.5,2556,3033,0.4924
label_claude_code_opus,explains,0.636,1.62,17,10,0.00014,131.0,347.0,2556,3033,0.4924
label_claude_code_opus,west,0.636,1.62,17,10,0.00014,131.0,347.0,2556,3033,0.4924
label_claude_code_opus,obama,0.636,1.62,17,10,0.00014,131.0,347.0,2556,3033,0.4924
label_claude_code_opus,uk,0.514,1.62,24,16,0.00016,61.0,158.0,2556,3033,0.4924
label_claude_code_opus,operation,0.793,1.61,12,6,0.00012,236.5,692.5,2556,3033,0.4924
label_claude_code_opus,andrew,1.071,1.61,8,3,0.00011,437.5,1411.0,2556,3033,0.4924
label_claude_code_opus,ukraine,1.071,1.61,8,3,0.00011,437.5,1411.0,2556,3033,0.4924
label_claude_code_opus,lives,1.071,1.61,8,3,0.00011,437.5,1411.0,2556,3033,0.4924
label_claude_code_opus,brief,4.45,1.61,10,0,0.00021,312.0,6984.0,2556,3033,0.4924
label_claude_code_opus,report,0.599,1.59,18,11,0.00014,119.0,303.5,2556,3033,0.4924
label_claude_code_opus,blocked,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,ca,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,celebrate,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,parents,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,appeal,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,terrorist,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,rigging,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,zelensky,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,dream,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,id,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,hoax,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,nfl,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,enforcement,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,understand,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,protestors,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,strong,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,refuse,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,heather,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,insanity,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,sets,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,keir,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,second,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,debating,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,zero,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,storm,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,sophie,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,erased,1.668,1.57,5,1,0.00012,796.0,4022.5,2556,3033,0.4924
label_claude_code_opus,protesters,0.722,1.56,13,7,0.00012,206.5,568.0,2556,3033,0.4924
label_claude_code_opus,elites,0.907,1.54,9,4,0.00011,372.5,1066.0,2556,3033,0.4924
label_claude_code_opus,tiktok,0.907,1.54,9,4,0.00011,372.5,1066.0,2556,3033,0.4924
label_claude_code_opus,sick,0.907,1.54,9,4,0.00011,372.5,1066.0,2556,3033,0.4924
label_claude_code_opus,woman,0.539,1.53,20,13,0.00014,94.0,235.5,2556,3033,0.4924
label_claude_code_opus,henry,4.45,1.53,9,0,0.00019,372.5,6984.0,2556,3033,0.4924
label_claude_code_opus,finds,4.45,1.53,9,0,0.00019,372.5,6984.0,2556,3033,0.4924
label_claude_code_opus,act,0.514,1.51,21,14,0.00014,84.0,200.5,2556,3033,0.4924
label_claude_code_opus,wrong,0.514,1.51,21,14,0.00014,84.0,200.5,2556,3033,0.4924
label_claude_code_opus,bring,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,we're,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,davis,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,food,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,business,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,jasmine,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,cop,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,finished,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,pass,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,society,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,father,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,allowed,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,deranged,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,built,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,faith,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,watching,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,launches,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,roy,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,simple,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,lefty,1.184,1.48,6,2,0.0001,635.0,2064.5,2556,3033,0.4924
label_claude_code_opus,gone,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,videos,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,talarico,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,child,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,said,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,citizenship,0.793,1.47,10,5,0.00011,312.0,849.0,2556,3033,0.4924
label_claude_code_opus,hasan,0.35,1.45,38,30,0.00017,24.0,50.5,2556,3033,0.4924
label_claude_code_opus,owens,0.577,1.45,16,10,0.00012,145.0,347.0,2556,3033,0.4924
label_claude_code_opus,gender,4.45,1.44,8,0,0.00018,437.5,6984.0,2556,3033,0.4924
label_claude_code_opus,seattle,4.45,1.44,8,0,0.00018,437.5,6984.0,2556,3033,0.4924
label_claude_code_opus,islamist,4.45,1.44,8,0,0.00018,437.5,6984.0,2556,3033,0.4924
label_claude_code_opus,americans,0.425,1.43,26,19,0.00015,53.0,114.5,2556,3033,0.4924
label_claude_code_opus,don't,0.412,1.42,27,20,0.00014,50.0,102.5,2556,3033,0.4924
label_claude_code_opus,washington,0.942,1.39,7,3,0.0001,518.5,1411.0,2556,3033,0.4924
label_claude_code_opus,progressive,0.942,1.39,7,3,0.0001,518.5,1411.0,2556,3033,0.4924
label_claude_code_opus,seen,0.942,1.39,7,3,0.0001,518.5,1411.0,2556,3033,0.4924
label_claude_code_opus,crackdown,0.942,1.39,7,3,0.0001,518.5,1411.0,2556,3033,0.4924
