term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,npmi,log_or,weight,co_left,co_neutral,co_right
khamenei,protesters,25.00000,8.03987,3.10950,6.23340,0.00000,9.00000,0.17618,1.69534,1.63668,4,20,1
attack,church,24.00000,7.76823,3.08951,6.23309,0.00000,17.00000,0.11961,1.17748,1.62738,4,4,16
hearing,erupts,36.00000,13.67982,2.63161,6.23276,0.00000,12.00000,0.14965,1.38690,1.39595,19,10,7
ahead,fifa,34.00000,12.72719,2.67145,6.23112,0.00000,13.00000,0.15927,1.48505,1.41762,3,27,4
white,panics,52.00000,23.75610,2.18891,6.22917,0.00000,13.00000,0.11724,1.05109,1.13021,50,1,1
plan,leaks,24.00000,7.76937,3.08906,6.22827,0.00000,10.00000,0.19570,1.90722,1.62717,22,1,1
ahead,primary,26.00000,8.40463,3.09353,6.22601,0.00000,14.00000,0.13381,1.28681,1.62925,5,16,5
biden,candace,22.00000,7.77905,2.82811,6.22473,0.00000,14.00000,0.23276,2.26745,1.49984,9,4,9
amid,scrutiny,20.00000,5.64086,3.54556,6.22364,0.00000,10.00000,0.17692,1.80285,1.82601,7,12,1
shooting,charlie kirk,27.00000,9.14823,2.95139,6.22333,0.00000,13.00000,0.08077,0.78111,1.56139,10,11,6
mamdani,ny,21.00000,6.32012,3.32272,6.22258,0.00000,13.00000,0.21851,2.15402,1.73237,8,3,10
hit,aviv,30.00000,10.59201,2.83232,6.21541,0.00000,9.00000,0.24508,2.34177,1.50199,14,14,2
hit,tel aviv,30.00000,10.59201,2.83232,6.21541,0.00000,9.00000,0.24508,2.34177,1.50199,14,14,2
election,stunning,23.00000,7.10219,3.23844,6.21474,0.00000,16.00000,0.15891,1.55816,1.69530,15,5,3
ice,dhs funding,34.00000,13.07754,2.59988,6.21369,0.00000,15.00000,0.19950,1.93572,1.37844,10,15,9
hit,tel,30.00000,10.60329,2.82931,6.20825,0.00000,9.00000,0.24478,2.33877,1.50045,14,14,2
holds,key,45.00000,18.90545,2.38027,6.20548,0.00000,8.00000,0.16730,1.51439,1.25112,1,40,4
calls,allies,31.00000,10.88995,2.84666,6.20498,0.00000,17.00000,0.12299,1.16363,1.50927,8,22,1
trade,cut,22.00000,6.56984,3.34863,6.20416,0.00000,13.00000,0.18539,1.81820,1.74357,4,13,5
minnesota,officers,21.00000,6.15306,3.41294,6.20388,0.00000,12.00000,0.21839,2.15488,1.77101,5,14,2
russian,soldiers,24.00000,7.64676,3.13858,6.20262,0.00000,10.00000,0.21009,2.03851,1.65011,7,17,0
troops,invasion,27.00000,9.12867,2.95771,6.20191,0.00000,8.00000,0.22454,2.14664,1.56448,15,10,2
suspect,search,25.00000,7.99379,3.12743,6.20126,0.00000,11.00000,0.24275,2.33337,1.64498,0,21,4
iran,tension,39.00000,16.17356,2.34951,6.19990,0.00000,18.00000,0.11010,1.26425,1.23236,6,26,6
texas,voters,33.00000,12.31009,2.68073,6.19878,0.00000,19.00000,0.18843,1.76091,1.42262,11,14,8
america,hate,39.00000,16.13839,2.41660,6.19330,0.00000,19.00000,0.13138,1.24619,1.27298,4,9,26
hormuz,remain,24.00000,7.56760,3.17141,6.19296,0.00000,12.00000,0.16693,1.65596,1.66513,6,18,0
jd,force,23.00000,7.00390,3.28389,6.19113,0.00000,7.00000,0.13250,1.29067,1.71540,0,17,6
uk,political,34.00000,12.73669,2.66945,6.19005,0.00000,14.00000,0.10589,0.99212,1.41654,14,18,2
going,think,26.00000,8.55633,3.03869,6.18681,0.00000,14.00000,0.20314,1.94906,1.60345,8,5,13
texas,john,34.00000,12.77988,2.66043,6.18662,0.00000,16.00000,0.18790,1.75016,1.41166,3,18,13
day,jury,29.00000,10.54970,2.74889,6.18641,0.00000,10.00000,0.15981,1.53185,1.45885,1,24,4
conference,mayor,28.00000,9.61408,2.91239,6.18480,0.00000,11.00000,0.12478,1.19151,1.54221,4,21,3
talks,trip,25.00000,8.03638,3.11085,6.18286,0.00000,14.00000,0.14230,1.39184,1.63731,5,14,6
bombshell,claim,20.00000,5.63908,3.54668,6.18214,0.00000,9.00000,0.14746,1.45824,1.82647,14,3,3
plan,burnham,24.00000,7.94475,3.02086,6.18196,0.00000,11.00000,0.16451,1.60020,1.59496,12,8,4
meeting,addresses,47.00000,20.11292,2.33681,6.18190,0.00000,10.00000,0.21222,1.91216,1.22454,3,43,1
prices,market,28.00000,9.45662,2.96089,6.18176,0.00000,17.00000,0.18687,1.77791,1.56603,3,20,5
exposed,fake,27.00000,9.27609,2.91071,6.18131,0.00000,19.00000,0.18585,1.78013,1.54137,6,5,16
military,orders,36.00000,13.72289,2.62335,6.18129,0.00000,15.00000,0.15093,1.41116,1.39141,23,10,3
attack,soldiers,40.00000,16.05489,2.49145,6.18047,0.00000,12.00000,0.17774,1.65709,1.31699,17,21,2
missile,kuwait,40.00000,16.30067,2.45389,6.18027,0.00000,7.00000,0.27801,2.56525,1.29507,19,18,3
strikes,site,29.00000,10.04928,2.88578,6.18013,0.00000,11.00000,0.16595,1.60852,1.52896,3,24,2
guthrie,photos,22.00000,8.62993,2.54927,6.17633,0.00000,10.00000,0.32607,3.24956,1.35008,1,12,9
minister,labour,21.00000,6.26689,3.35094,6.17444,0.00000,12.00000,0.23361,2.30979,1.74457,11,9,1
deadly,lebanon,35.00000,13.25993,2.63953,6.17324,0.00000,9.00000,0.12564,1.16880,1.40028,16,16,3
hormuz,signals,42.00000,17.68170,2.37534,6.17215,0.00000,10.00000,0.19467,1.81696,1.24813,9,32,1
deal,fails,25.00000,8.26317,3.02547,6.17102,0.00000,12.00000,0.13772,1.35288,1.59716,8,15,2
speech,stage,21.00000,6.15422,3.41229,6.17033,0.00000,15.00000,0.15542,1.53366,1.77074,13,4,4
graham,washington,21.00000,6.21285,3.38009,6.16974,0.00000,13.00000,0.12658,1.24699,1.75706,2,12,7
red,beijing,20.00000,5.74646,3.48040,6.16885,0.00000,5.00000,0.20083,1.98118,1.79925,4,16,0
bombshell,cia,25.00000,7.62022,3.14952,6.16871,0.00000,9.00000,0.18757,1.80772,1.65513,11,3,10
hits,gas,30.00000,10.44829,2.87128,6.16723,0.00000,21.00000,0.14650,1.38511,1.52170,12,15,3
strikes,launch,49.00000,21.45512,2.28384,6.16703,0.00000,17.00000,0.14519,1.31791,1.19146,8,38,3
case,killing,27.00000,9.00689,2.99770,6.16612,0.00000,12.00000,0.12398,1.19068,1.58386,2,21,4
carlson,megyn kelly,23.00000,7.53064,3.05419,6.16550,0.00000,14.00000,0.37171,3.61894,1.61079,6,6,11
bombshell,covid,20.00000,5.82782,3.43181,6.16499,0.00000,8.00000,0.20668,2.04326,1.77897,11,0,9
president,signing,28.00000,11.02146,2.54050,6.16372,0.00000,11.00000,0.20992,2.09784,1.34511,2,12,14
russian,jets,26.00000,8.50667,3.05643,6.16208,0.00000,6.00000,0.23885,2.30258,1.61185,13,13,0
says,thing,33.00000,11.89107,2.69109,6.16127,0.00000,18.00000,0.10327,1.01497,1.42819,6,16,10
venezuela,change,38.00000,16.32915,2.32713,6.16053,0.00000,22.00000,0.15607,1.44128,1.21855,17,13,8
women,wnba,22.00000,7.21803,3.04792,6.15953,0.00000,13.00000,0.25782,2.53027,1.60783,1,0,21
putin,board,22.00000,6.72813,3.26986,6.15863,0.00000,13.00000,0.12333,1.21898,1.70923,7,13,2
dems,voter,24.00000,7.58618,3.16365,6.15703,0.00000,15.00000,0.19481,1.88651,1.66159,6,4,14
deadly,missing,32.00000,11.54501,2.77176,6.15693,0.00000,15.00000,0.15517,1.45602,1.47080,5,23,4
court,venezuelan,20.00000,5.75138,3.47743,6.15634,0.00000,14.00000,0.14901,1.49067,1.79802,7,12,1
europe,rubio,41.00000,16.91639,2.42369,6.15322,0.00000,22.00000,0.14149,1.29250,1.27720,9,26,6
epstein,guard,26.00000,9.02856,2.87975,6.15167,0.00000,20.00000,0.11983,1.17241,1.52594,12,4,10
interview,viral,29.00000,10.33056,2.80721,6.15136,0.00000,18.00000,0.16482,1.56176,1.48913,13,2,14
global,surge,24.00000,7.50941,3.19599,6.14918,0.00000,8.00000,0.14419,1.40026,1.67626,4,20,0
white,allen,24.00000,7.81655,3.07041,6.14874,0.00000,12.00000,0.21687,2.16284,1.61843,1,18,5
shooting,frey,22.00000,6.91545,3.18128,6.14392,0.00000,12.00000,0.28187,2.84880,1.66961,5,9,8
deal,bad,36.00000,14.05074,2.56214,6.14357,0.00000,22.00000,0.06411,0.60431,1.35735,15,15,6
security,dhs,36.00000,13.83158,2.60274,6.14243,0.00000,17.00000,0.13221,1.22613,1.38003,4,15,17
visit,marco rubio,24.00000,7.62419,3.14788,6.14033,0.00000,5.00000,0.22426,2.16777,1.65438,0,24,0
dead,update,25.00000,8.05490,3.10370,6.13953,0.00000,15.00000,0.10576,1.02413,1.63399,4,13,8
state,ahead,56.00000,25.83231,2.16783,6.13933,0.00000,25.00000,0.11572,1.02339,1.11625,19,28,9
military,ships,37.00000,14.37181,2.57449,6.13692,0.00000,13.00000,0.16797,1.56801,1.36428,16,13,8
elections,key,22.00000,6.59861,3.33403,6.13462,0.00000,16.00000,0.14821,1.44851,1.73727,7,13,2
strait,opening,25.00000,8.05827,3.10240,6.12993,0.00000,18.00000,0.14568,1.41285,1.63339,7,12,6
missile,bases,54.00000,25.16378,2.14594,6.12883,0.00000,11.00000,0.28538,2.54715,1.10161,30,20,4
venezuela,tanker,41.00000,18.09334,2.26603,6.12703,0.00000,18.00000,0.25369,2.34692,1.18016,11,24,6
ahead,clash,28.00000,9.46056,2.95966,6.12147,0.00000,9.00000,0.14790,1.40954,1.56543,2,26,0
gets,brutal,56.00000,25.88944,2.12442,6.11810,0.00000,21.00000,0.22296,1.98150,1.08707,42,2,11
epstein,answers,24.00000,7.93843,3.02327,6.11787,0.00000,18.00000,0.12529,1.23811,1.59611,10,7,7
strikes,multiple,31.00000,11.23949,2.75813,6.11780,0.00000,16.00000,0.15840,1.52127,1.46369,10,15,6
ahead,rally,34.00000,12.70984,2.67509,6.11762,0.00000,13.00000,0.15743,1.46791,1.41959,2,30,2
amid,controversy,24.00000,7.60505,3.15580,6.11497,0.00000,14.00000,0.13356,1.32202,1.65801,8,12,4
ahead,meet,36.00000,13.73804,2.62046,6.11394,0.00000,7.00000,0.16618,1.53971,1.38982,2,33,1
strikes,plant,26.00000,8.64158,3.00871,6.11032,0.00000,16.00000,0.18014,1.77394,1.58914,5,14,7
middle,expert,22.00000,6.62873,3.31889,6.10283,0.00000,8.00000,0.14201,1.38951,1.73070,5,13,4
years,mark,25.00000,8.33146,3.00067,6.09976,0.00000,13.00000,0.13406,1.29364,1.58529,5,17,3
protesters,storm,23.00000,7.27820,3.16012,6.09910,0.00000,9.00000,0.19249,1.86805,1.65998,5,9,9
state,declares,24.00000,7.62889,3.14593,6.09897,0.00000,11.00000,0.12859,1.25382,1.65349,4,17,3
republicans,clinton,20.00000,5.87473,3.40441,6.09824,0.00000,10.00000,0.14813,1.46762,1.76740,6,12,2
speech,historic,36.00000,14.13311,2.54721,6.09813,0.00000,18.00000,0.14896,1.38211,1.34892,11,17,8
bombshell,epstein files,43.00000,19.15565,2.24477,6.09713,0.00000,19.00000,0.18575,1.68673,1.16657,36,4,3
global,rising,24.00000,7.61063,3.15348,6.09636,0.00000,9.00000,0.16922,1.64341,1.65695,1,22,1
host,melania,23.00000,7.23109,3.18071,6.09618,0.00000,13.00000,0.20970,2.03392,1.66935,4,13,6
talks,israel-lebanon,22.00000,6.96652,3.15796,6.09493,0.00000,10.00000,0.27634,2.84572,1.65899,9,12,1
russia,plant,35.00000,14.06666,2.48815,6.09418,0.00000,9.00000,0.22297,2.13959,1.31508,9,24,2
indian,prime,25.00000,8.09050,3.09004,6.09357,0.00000,5.00000,0.18861,1.81420,1.62763,0,24,1
president,honors,32.00000,12.90852,2.47898,6.09333,0.00000,14.00000,0.18344,1.78601,1.30975,0,9,23
visit,marco,24.00000,7.68359,3.12354,6.09327,0.00000,5.00000,0.22099,2.13597,1.64318,0,24,0
guthrie,timeline,20.00000,7.36423,2.71583,6.09274,0.00000,10.00000,0.29890,2.99145,1.44139,1,10,9
launches,drones,31.00000,11.09718,2.79350,6.09024,0.00000,14.00000,0.18639,1.75309,1.48208,8,20,3
ice,whistleblower,24.00000,8.08605,2.96807,6.09018,0.00000,17.00000,0.15152,1.51293,1.56953,18,6,0
pm,praises,33.00000,12.74748,2.58875,6.08894,0.00000,5.00000,0.20584,1.97109,1.37225,2,31,0
war,fuels,38.00000,16.03667,2.36957,6.08792,0.00000,15.00000,0.12440,1.27834,1.24462,12,24,2
case,details,49.00000,21.75354,2.25251,6.08767,0.00000,20.00000,0.14085,1.26320,1.17153,4,26,19
hit,ukrainian,33.00000,12.24047,2.69597,6.08729,0.00000,8.00000,0.19176,1.80065,1.43081,7,24,2
house,bessent,38.00000,15.13982,2.50994,6.08667,0.00000,18.00000,0.12819,1.20313,1.32765,10,24,4
israel,bomb,53.00000,24.47749,2.16525,6.08666,0.00000,14.00000,0.11855,1.07224,1.11454,28,21,4
visit,welcome,23.00000,7.18497,3.20113,6.08558,0.00000,8.00000,0.26496,2.57902,1.67858,2,19,2
case,suspect,42.00000,17.66563,2.37750,6.08489,0.00000,16.00000,0.18698,1.70942,1.24944,2,26,14
fraud,targets,23.00000,7.18985,3.19896,6.08082,0.00000,17.00000,0.11475,1.12053,1.67760,2,5,16
hormuz,vows,61.00000,29.59195,2.06137,6.08056,0.00000,17.00000,0.16531,1.46642,1.04360,16,38,7
nato,meets,45.00000,19.51041,2.30646,6.08033,0.00000,18.00000,0.14978,1.35769,1.20568,4,34,7
dead,mass,25.00000,8.09735,3.08743,6.07958,0.00000,15.00000,0.13883,1.33986,1.62641,3,13,9
hit,claims,61.00000,29.11114,2.09542,6.07541,0.00000,10.00000,0.13477,1.17923,1.06724,7,51,3
irgc,aircraft,33.00000,12.43544,2.65370,6.07519,0.00000,5.00000,0.33034,3.09685,1.40801,28,5,0
launches,uae,27.00000,9.09957,2.96717,6.07502,0.00000,9.00000,0.18361,1.75329,1.56909,8,18,1
death,alex,29.00000,10.56711,2.74436,6.07268,0.00000,17.00000,0.13548,1.28691,1.45647,5,16,8
woman,killing,21.00000,6.32142,3.32204,6.07077,0.00000,15.00000,0.17243,1.69139,1.73207,3,11,7
ai,chinese,40.00000,16.70639,2.39429,6.06551,0.00000,19.00000,0.13822,1.27743,1.25960,6,26,8
happened,won't believe,25.00000,8.40505,2.85542,6.06036,0.00000,8.00000,0.44604,4.37276,1.51371,1,1,22
iranian,gulf,65.00000,32.12869,2.02311,6.05883,0.00000,13.00000,0.20092,1.75216,1.01658,32,26,7
greenland,lawmakers,20.00000,6.00864,3.32854,6.05873,0.00000,11.00000,0.17234,1.70509,1.73489,5,15,0
holds,pentagon,26.00000,8.59311,3.02568,6.05578,0.00000,12.00000,0.09818,0.94870,1.59726,5,20,1
speaks,clinton,21.00000,6.34539,3.30949,6.05568,0.00000,16.00000,0.14472,1.42746,1.72661,6,11,4
pm,nation,45.00000,19.76573,2.27667,6.05330,0.00000,6.00000,0.10734,0.97880,1.18692,5,39,1
case,verdict,21.00000,6.55671,3.20283,6.05186,0.00000,12.00000,0.22458,2.23263,1.67935,3,15,3
national,walz,30.00000,11.16792,2.68627,6.05063,0.00000,13.00000,0.21186,2.00424,1.42560,4,1,25
congress,smith,20.00000,5.85426,3.41632,6.05018,0.00000,13.00000,0.12974,1.28751,1.77244,8,5,7
alleged,suspect,22.00000,6.69067,3.28816,6.05001,0.00000,12.00000,0.21674,2.11177,1.71728,1,8,13
rep,epstein files,41.00000,17.45425,2.34900,6.04987,0.00000,12.00000,0.16597,1.51545,1.23205,29,8,4
day,best,21.00000,6.38990,3.28644,6.04973,0.00000,16.00000,0.11306,1.12482,1.71653,6,9,6
major,lawsuit,36.00000,14.60650,2.46466,6.04802,0.00000,13.00000,0.19588,1.82313,1.30139,30,0,6
savannah guthrie,ransom,21.00000,6.63479,3.16513,6.04652,0.00000,13.00000,0.49215,4.87950,1.66227,0,10,11
alex pretti,border patrol,20.00000,6.29052,3.17939,6.04308,0.00000,11.00000,0.41516,4.11206,1.66875,4,13,3
attack,confirms,39.00000,15.79938,2.46845,6.04174,0.00000,9.00000,0.16279,1.51861,1.30361,18,17,4
iranian,confirms,26.00000,8.66311,3.00123,6.04021,0.00000,11.00000,0.16327,1.57728,1.58555,8,14,4
california,pratt,31.00000,12.26007,2.52853,6.04019,0.00000,20.00000,0.30663,2.90554,1.33830,1,6,24
speaks,defense,29.00000,10.16852,2.85194,6.03824,0.00000,15.00000,0.13025,1.23851,1.51194,1,21,7
end,funding,27.00000,9.18759,2.93875,6.03739,0.00000,13.00000,0.14788,1.41592,1.55520,0,21,6
drops,tim,22.00000,6.94451,3.16797,6.03700,0.00000,16.00000,0.14335,1.40262,1.66356,4,4,14
deal,buy,21.00000,6.43249,3.26468,6.03601,0.00000,12.00000,0.16533,1.66424,1.70694,4,16,1
says,longer,29.00000,10.47967,2.76726,6.03546,0.00000,14.00000,0.12510,1.25704,1.46846,8,16,5
peace,point,24.00000,7.80303,3.07573,6.03483,0.00000,13.00000,0.14555,1.41509,1.62093,6,14,4
shooting,gun,22.00000,6.86829,3.20313,6.03356,0.00000,14.00000,0.18391,1.81750,1.67948,5,14,3
alex pretti,patrol,20.00000,6.30302,3.17308,6.03034,0.00000,11.00000,0.40242,3.98041,1.66588,4,13,3
oil,high,39.00000,15.76962,2.47311,6.02746,0.00000,19.00000,0.12851,1.18835,1.30633,8,23,8
mamdani,th,35.00000,13.70134,2.55450,6.02663,0.00000,21.00000,0.12886,1.19856,1.35304,10,12,13
woman,agents,24.00000,7.80687,3.07421,6.02040,0.00000,16.00000,0.18214,1.76024,1.62022,11,7,6
house,probe,47.00000,20.60754,2.28072,6.02024,0.00000,12.00000,0.12526,1.14557,1.18949,16,29,2
hearing,threats,24.00000,7.70650,3.11425,6.01908,0.00000,13.00000,0.13341,1.29503,1.63889,6,13,5
killed,kuwait,25.00000,8.17037,3.05984,6.01540,0.00000,12.00000,0.18935,1.83333,1.61345,8,16,1
house,scrambles,26.00000,9.05977,2.86983,6.01187,0.00000,7.00000,0.17561,1.74002,1.52097,26,0,0
host,question,28.00000,10.15719,2.75667,6.01116,0.00000,11.00000,0.24720,2.34882,1.46293,11,0,17
ceasefire,announcement,23.00000,7.63292,3.01326,6.01086,0.00000,11.00000,0.12422,1.21412,1.59133,3,16,4
white house,jd vance,54.00000,25.20070,2.14280,6.00880,0.00000,24.00000,0.12237,1.08866,1.09950,13,24,17
white house,briefs,20.00000,5.78793,3.45547,6.00784,0.00000,5.00000,0.13006,1.30036,1.78888,7,13,0
military,east,65.00000,32.13966,2.02242,6.00771,0.00000,22.00000,0.12517,1.09080,1.01608,19,36,10
epstein,latest,58.00000,28.51493,2.03402,6.00290,0.00000,32.00000,0.11096,0.98542,1.02434,22,24,12
dead,search,22.00000,6.71105,3.27817,6.00131,0.00000,12.00000,0.14777,1.44631,1.71289,3,17,2
military,ready,41.00000,16.97210,2.41573,5.99806,0.00000,17.00000,0.15250,1.40442,1.27246,18,11,12
oil,million,36.00000,14.26525,2.52362,5.99645,0.00000,19.00000,0.12180,1.13676,1.33549,8,26,2
house,pam bondi,42.00000,17.88203,2.34873,5.99459,0.00000,23.00000,0.12613,1.16943,1.23188,16,18,8
investigation,walz,20.00000,5.98023,3.34435,5.99324,0.00000,13.00000,0.20867,2.05550,1.74173,2,8,10
details,mission,26.00000,8.77776,2.96203,5.99109,0.00000,13.00000,0.17408,1.66938,1.56659,4,15,7
china,carney,37.00000,14.85193,2.49126,5.98907,0.00000,11.00000,0.14701,1.37642,1.31688,12,12,13
tech,future,22.00000,7.45163,2.95237,5.98900,0.00000,10.00000,0.17623,1.71928,1.56188,2,19,1
goes,pratt,20.00000,6.13169,3.26175,5.98798,0.00000,9.00000,0.19021,1.88972,1.70564,2,1,17
know,outbreak,23.00000,7.39281,3.11113,5.98742,0.00000,8.00000,0.21090,2.05112,1.63744,1,19,3
meets,japan,21.00000,6.25731,3.35607,5.98502,0.00000,7.00000,0.18764,1.83936,1.74677,0,21,0
says,border czar,21.00000,6.49180,3.23485,5.98398,0.00000,11.00000,0.15716,1.66631,1.69370,2,18,1
billion,spacex,25.00000,8.58644,2.91157,5.98345,0.00000,6.00000,0.25172,2.42307,1.54180,1,23,1
greenland,starmer,41.00000,18.14120,2.26005,5.98088,0.00000,13.00000,0.15497,1.41519,1.17635,15,25,1
president,von,22.00000,7.02733,3.13064,5.97810,0.00000,5.00000,0.18641,1.90121,1.64646,1,21,0
white house,allen,22.00000,7.05326,3.11913,5.97680,0.00000,10.00000,0.22729,2.27435,1.64114,0,17,5
right,wrong,24.00000,6.98834,3.14810,5.97609,0.00000,22.00000,0.17796,1.72146,1.65448,9,5,8
federal,probe,23.00000,7.37254,3.11968,5.97041,0.00000,16.00000,0.19411,1.88497,1.64140,7,10,6
dhs,pay,20.00000,5.99216,3.33769,5.96918,0.00000,12.00000,0.17664,1.74296,1.73885,2,13,5
secret,details,30.00000,10.83515,2.76877,5.96706,0.00000,14.00000,0.11243,1.06548,1.46924,18,7,5
world,kicks,21.00000,6.89028,3.04777,5.96426,0.00000,12.00000,0.13087,1.34877,1.60775,3,16,2
strike,footage,33.00000,12.50004,2.63999,5.96175,0.00000,8.00000,0.16532,1.55186,1.40053,4,16,13
kelly,tucker carlson,23.00000,7.79493,2.95063,5.96066,0.00000,14.00000,0.29827,2.89509,1.56103,6,6,11
canada,threatens,33.00000,12.54553,2.63042,5.96025,0.00000,22.00000,0.12211,1.14371,1.39529,11,18,4
donald,office,24.00000,7.85608,3.05496,5.95979,0.00000,9.00000,0.15034,1.45839,1.61115,8,16,0
press,blanche,30.00000,11.11543,2.69895,5.95845,0.00000,14.00000,0.10939,1.03859,1.43240,8,14,8
house,pam,42.00000,17.96834,2.33745,5.95798,0.00000,23.00000,0.12461,1.15513,1.22493,16,18,8
reveals,data,26.00000,8.89654,2.92248,5.95540,0.00000,16.00000,0.13295,1.27859,1.54720,9,9,8
death,good,25.00000,8.48177,2.94750,5.95375,0.00000,19.00000,0.12835,1.24053,1.55949,12,7,6
update,ii,24.00000,8.34764,2.87506,5.95258,0.00000,11.00000,0.16383,1.58486,1.52359,4,16,4
says,stay,41.00000,17.50024,2.34283,5.95024,0.00000,22.00000,0.12330,1.18616,1.22825,7,30,4
gets,called,26.00000,8.96976,2.89863,5.95019,0.00000,21.00000,0.17864,1.72623,1.53537,18,1,7
khamenei,us-israel,25.00000,8.52023,2.93419,5.94982,0.00000,5.00000,0.31906,3.09137,1.55296,3,22,0
meeting,leaders,56.00000,26.42017,2.11959,5.94909,0.00000,19.00000,0.18135,1.60094,1.08379,11,38,7
war,begun,27.00000,10.66908,2.53068,5.94711,0.00000,17.00000,0.12907,1.39056,1.33952,11,7,9
economic,ties,20.00000,5.85884,3.41364,5.94347,0.00000,9.00000,0.16145,1.59326,1.77131,1,19,0
election,probe,31.00000,11.77398,2.63292,5.93967,0.00000,13.00000,0.14562,1.37860,1.39667,7,4,20
attack,largest,22.00000,6.86190,3.20611,5.93942,0.00000,12.00000,0.16102,1.60711,1.68082,7,9,6
amid,cuba,48.00000,21.41531,2.24139,5.93585,0.00000,18.00000,0.10285,0.93478,1.16439,19,27,2
hegseth,faces,36.00000,14.21178,2.53311,5.93447,0.00000,21.00000,0.10142,0.94303,1.34091,17,12,7
prices,conflict,37.00000,14.84692,2.49210,5.93064,0.00000,16.00000,0.17858,1.64802,1.31736,11,19,7
court,defeat,26.00000,9.21104,2.82270,5.92938,0.00000,16.00000,0.15642,1.51801,1.49708,18,5,3
killed,gaza,48.00000,21.72820,2.20911,5.92648,0.00000,12.00000,0.17045,1.53154,1.14347,27,21,0
th,delhi,45.00000,19.88895,2.26256,5.92634,0.00000,5.00000,0.21165,1.91318,1.17796,1,44,0
jesse,service,20.00000,6.27254,3.18850,5.92513,0.00000,5.00000,0.21092,2.07644,1.67288,1,19,0
military,iraq,31.00000,11.47508,2.70151,5.92352,0.00000,15.00000,0.16961,1.61671,1.43376,8,21,2
iranian,negotiations,25.00000,8.28850,3.01623,5.92351,0.00000,14.00000,0.14837,1.43908,1.59274,4,11,10
killed,alex,20.00000,6.05579,3.30263,5.92070,0.00000,15.00000,0.07651,0.76743,1.72361,11,6,3
major,faces,50.00000,22.77352,2.19553,5.92064,0.00000,21.00000,0.13297,1.18967,1.13457,21,19,10
family,arrest,23.00000,7.36304,3.12371,5.91968,0.00000,16.00000,0.16141,1.56897,1.64326,6,16,1
us-iran,fresh,25.00000,8.74843,2.85766,5.91786,0.00000,6.00000,0.19741,1.90791,1.51483,3,22,0
press conference,ii,26.00000,9.56355,2.71866,5.91695,0.00000,9.00000,0.18270,1.75065,1.44289,1,24,1
billion,musk,24.00000,8.00694,2.99740,5.91589,0.00000,6.00000,0.18368,1.77475,1.58371,1,21,2
russia,arms,52.00000,25.09176,2.07239,5.91439,0.00000,13.00000,0.25220,2.32753,1.05130,11,36,5
white,defends,30.00000,11.02811,2.72032,5.91403,0.00000,17.00000,0.11076,1.05992,1.44378,9,14,7
israeli,targets,41.00000,17.27115,2.37390,5.91255,0.00000,16.00000,0.16241,1.48433,1.24726,16,22,3
candace,alex jones,25.00000,9.36419,2.66974,5.91029,0.00000,17.00000,0.38343,3.72225,1.41670,6,6,13
people,floods,23.00000,7.57502,3.03630,5.90973,0.00000,9.00000,0.15341,1.50143,1.60231,9,12,2
war,veterans,26.00000,9.39647,2.76700,5.90944,0.00000,19.00000,0.09689,1.02760,1.46832,12,10,4
addresses,union,27.00000,9.56939,2.82150,5.90934,0.00000,7.00000,0.22170,2.11410,1.49646,0,26,1
venezuela,missing,25.00000,8.66735,2.88439,5.90341,0.00000,13.00000,0.08504,0.82831,1.52827,6,16,3
fifa,city,20.00000,6.05034,3.30560,5.90310,0.00000,11.00000,0.16223,1.60045,1.72491,2,16,2
speaks,attorney,23.00000,7.33602,3.13522,5.90281,0.00000,13.00000,0.14158,1.38194,1.64857,7,10,6
california,katie,22.00000,7.10303,3.09727,5.90277,0.00000,9.00000,0.20738,2.02431,1.63100,1,12,9
guthrie,armed,20.00000,7.71916,2.59096,5.90132,0.00000,9.00000,0.23387,2.31756,1.37348,6,7,7
russian,kremlin,30.00000,11.09756,2.70330,5.89895,0.00000,6.00000,0.30937,2.96861,1.43472,4,25,1
