term,n_titles,degree,strength,betweenness,community
university,284,3,10.20932,0.00002,5
empire,289,3,10.20303,0.00000,5
door,191,2,9.94955,0.00001,5
captures,323,4,9.86851,0.00006,5
aftermath,208,3,9.80398,0.00000,5
bomber,107,2,9.31742,0.00000,5
collapses,720,3,9.06160,0.00005,5
jets,421,5,9.05706,0.00005,5
days,794,3,8.89774,0.00002,5
splc,187,3,8.86374,0.00016,5
buildings,150,2,8.82194,0.00001,5
suspects,142,3,8.78916,0.00003,5
centers,370,3,8.78435,0.00006,5
cam,782,3,8.67196,0.00005,5
multiple,411,4,8.67090,0.00004,5
combat,248,2,8.63425,0.00000,5
tonight,906,2,8.57389,0.00000,5
education,264,3,8.47967,0.00003,5
aerial,146,2,8.37122,0.00000,5
twin,130,2,8.35269,0.00000,5
stunned,482,4,8.24891,0.00019,5
devastating,481,3,8.09480,0.00004,5
driver,238,2,7.97401,0.00000,5
indonesia,255,2,7.89872,0.00000,5
bombing,365,3,7.63281,0.00014,5
come,533,3,7.49984,0.00029,5
tunnel,134,2,7.18826,0.00000,5
scientists,207,2,7.16714,0.00000,5
displaced,145,2,7.06042,0.00000,5
confirmed,234,2,6.78506,0.00002,5
rodriguez,100,2,6.00028,0.00003,5
pulled,151,1,5.93523,0.00000,5
language,127,1,5.80928,0.00000,5
flash floods,124,2,5.72648,0.00000,5
passenger,108,1,5.68370,0.00000,5
service members,129,2,5.67208,0.00033,5
nepal floods,144,2,5.28236,0.00000,5
angel,112,1,5.23919,0.00000,5
tops,106,1,5.21201,0.00000,5
reports,1221,3,5.14915,0.00005,5
film,293,1,5.10481,0.00000,5
leave,633,2,5.06376,0.00004,5
feared,215,1,4.75983,0.00000,5
western,316,2,4.68973,0.00014,5
cave,105,1,4.49000,0.00000,5
tantrum,110,1,4.14539,0.00000,5
choice,176,1,4.11168,0.00000,5
protect,331,1,4.00941,0.00000,5
op,263,1,3.95870,0.00000,5
wounded,121,1,3.86543,0.00000,5
chase,142,1,3.68753,0.00000,5
pilots,111,1,3.55588,0.00000,5
cause,218,1,3.33784,0.00000,5
shah,515,1,3.31230,0.00000,5
teacher,139,1,3.23919,0.00000,5
tragedy,229,1,3.23174,0.00000,5
involved,186,1,2.89303,0.00000,5
civilians,166,1,2.80191,0.00000,5
kyle,301,1,2.80173,0.00000,5
toronto,152,1,2.71440,0.00000,5
regime change,273,2,2.70886,0.00011,5
aren't,229,1,2.27495,0.00000,5
insane,1182,1,1.82309,0.00000,5
maduro capture,236,1,1.19946,0.00000,5
talks,4199,74,152.09072,0.01794,6
deal,4895,81,151.85878,0.03289,6
iran,35757,110,136.49394,0.02929,6
peace,2470,51,113.08134,0.00832,6
says,11117,67,106.37485,0.02896,6
vance,2745,44,87.59878,0.01058,6
leader,1900,30,84.20078,0.00495,6
funeral,544,22,76.98955,0.00356,6
ceasefire,2359,34,70.62156,0.00470,6
pakistan,1594,28,69.12606,0.00359,6
khamenei,1161,24,60.29111,0.00272,6
tehran,1620,33,60.25091,0.00536,6
supreme leader,511,17,59.20478,0.00151,6
plan,2512,27,56.63568,0.00732,6
delivers,1062,22,54.92339,0.00196,6
rejects,809,20,51.86191,0.00359,6
jd,1525,21,47.66875,0.00171,6
jd vance,1483,20,46.90465,0.00159,6
kushner,268,12,46.54165,0.00137,6
witkoff,139,10,41.05026,0.00078,6
us-iran,2043,24,40.42539,0.00175,6
ali,332,11,37.25665,0.00064,6
machado,124,9,34.63701,0.00055,6
going,1596,15,34.45412,0.00292,6
late,323,9,32.96422,0.00013,6
ali khamenei,129,8,32.65892,0.00008,6
ayatollah,232,8,32.39591,0.00008,6
resort,184,8,29.67092,0.00254,6
son,524,9,28.90338,0.00035,6
khamenei funeral,152,8,28.22352,0.00011,6
warner,147,6,27.38819,0.00079,6
remarks,939,12,27.33800,0.00057,6
envoys,119,7,25.96599,0.00002,6
steve,975,7,25.49758,0.00034,6
negotiations,607,13,25.14492,0.00163,6
proposal,334,9,25.09589,0.00081,6
bros,161,5,24.78408,0.00258,6
iranians,435,8,24.41244,0.00038,6
vice,270,7,24.19300,0.00001,6
housing,322,7,23.90523,0.00095,6
wedding,247,6,23.56558,0.00343,6
airstrikes,203,7,22.30042,0.00009,6
venezuelan,374,8,21.33350,0.00101,6
opposition,433,6,21.27017,0.00015,6
medal,242,6,21.21337,0.00020,6
nobel,130,5,20.79604,0.00003,6
switzerland,231,7,20.38838,0.00010,6
trip,439,7,20.30795,0.00250,6
away,812,5,19.15638,0.00275,6
agreement,356,9,18.65259,0.00045,6
islamabad,251,6,17.78731,0.00003,6
bid,583,6,16.94927,0.00035,6
sign,375,4,16.39269,0.00004,6
afghanistan,224,4,15.89272,0.00007,6
regime,1041,7,15.86066,0.00029,6
farewell,121,4,15.84931,0.00001,6
delivers remarks,295,6,15.73084,0.00012,6
worst,645,5,15.21090,0.00016,6
jared,191,3,15.05470,0.00003,6
prize,140,4,14.97890,0.00002,6
possible,546,5,14.86186,0.00013,6
held,353,3,13.94285,0.00073,6
progress,248,6,13.69813,0.00016,6
soon,452,6,13.60638,0.00064,6
signals,420,6,13.46800,0.00012,6
ready,787,8,13.44325,0.00088,6
mojtaba khamenei,186,3,13.05933,0.00001,6
mojtaba,318,3,12.98018,0.00001,6
fragile,165,4,11.80955,0.00008,6
coming,824,5,11.59956,0.00066,6
we're,777,4,11.36396,0.00049,6
fm,465,4,11.34206,0.00004,6
araghchi,214,4,11.25727,0.00003,6
jared kushner,120,2,11.22890,0.00000,6
cancels,194,4,11.09488,0.00016,6
paramount,102,2,11.02907,0.00000,6
signed,125,5,10.97027,0.00042,6
russia-ukraine,155,4,10.77012,0.00012,6
netflix,164,2,10.68489,0.00000,6
way,825,4,10.33010,0.00026,6
hostage,177,2,9.97263,0.00036,6
mixed,155,3,9.60483,0.00036,6
truce,250,4,9.29025,0.00001,6
taliban,114,2,9.01056,0.00000,6
walk,226,2,8.51230,0.00048,6
vp,358,2,7.96626,0.00000,6
pauses,111,3,7.84086,0.00021,6
view,410,4,7.74371,0.00008,6
retaliates,107,3,7.53096,0.00000,6
lose,517,3,7.46151,0.00042,6
reached,161,3,7.41625,0.00006,6
unveils,550,3,7.22092,0.00023,6
fail,340,3,7.16303,0.00000,6
geneva,135,2,6.79370,0.00000,6
loud,112,2,6.57189,0.00000,6
hospital,381,2,6.51851,0.00001,6
extends,161,3,6.43983,0.00015,6
rogan,406,3,6.38673,0.00000,6
quiet,160,2,6.37184,0.00000,6
heads,353,3,6.35995,0.00006,6
reach,339,3,6.33595,0.00000,6
framework,116,2,6.25843,0.00000,6
direct,305,3,6.09431,0.00011,6
delegation,149,2,6.00246,0.00000,6
agreed,106,3,5.95390,0.00032,6
nightmare,611,2,5.79613,0.00000,6
messages,127,1,5.50779,0.00000,6
us-israel,306,4,5.50236,0.00007,6
met,198,2,5.42522,0.00036,6
ryan,296,1,5.42390,0.00000,6
envoy,373,3,5.36570,0.00007,6
israel-lebanon,107,2,5.20035,0.00001,6
bipartisan,125,1,5.14477,0.00000,6
merger,100,1,5.12226,0.00000,6
holding,182,1,5.00038,0.00000,6
prepared,126,3,4.79400,0.00033,6
iran-us,193,3,4.70719,0.00011,6
swift,145,1,4.68534,0.00000,6
taylor swift,118,1,4.68164,0.00000,6
road,259,1,4.60526,0.00000,6
happen,239,2,4.58899,0.00010,6
resume,169,2,4.55734,0.00000,6
luxury,136,1,4.52635,0.00000,6
taylor,391,1,4.49892,0.00000,6
offer,265,1,4.42387,0.00000,6
he'll,137,2,4.35110,0.00018,6
hopes,234,2,4.32623,0.00002,6
walks,183,1,4.14767,0.00000,6
gala,124,1,4.10383,0.00000,6
minds,108,1,3.88164,0.00000,6
closer,155,2,3.83053,0.00007,6
hints,170,2,3.64828,0.00006,6
runs,384,1,3.63052,0.00000,6
gonna,135,1,3.59091,0.00000,6
extend,105,1,3.54851,0.00000,6
extended,133,1,3.52344,0.00000,6
khan,193,1,3.49730,0.00000,6
close,677,2,3.38379,0.00000,6
saw,204,1,3.23536,0.00000,6
accuses,478,2,3.14602,0.00001,6
begging,129,1,3.07895,0.00000,6
jail,312,1,2.96488,0.00000,6
edge,264,2,2.83562,0.00000,6
chance,196,2,2.82713,0.00006,6
i'm,548,1,2.69289,0.00000,6
insists,112,2,2.68085,0.00008,6
potential,454,1,2.61584,0.00000,6
you're,387,1,2.56128,0.00000,6
crucial,197,1,2.51054,0.00000,6
hasn't,101,1,2.50656,0.00000,6
tiktok,234,1,2.37814,0.00000,6
terms,176,1,2.25266,0.00000,6
rush,217,1,2.06336,0.00000,6
destroy,487,1,2.04561,0.00000,6
failed,469,1,1.88941,0.00000,6
economist,159,1,1.83198,0.00000,6
joe rogan,329,1,1.80891,0.00000,6
weeks,315,1,1.75271,0.00000,6
diplomacy,289,1,1.72531,0.00000,6
fails,393,1,1.59716,0.00000,6
likely,278,1,1.56074,0.00000,6
longer,230,1,1.46846,0.00000,6
lot,282,1,1.44722,0.00000,6
leverage,139,1,1.40891,0.00000,6
barron,111,1,1.32472,0.00000,6
believes,101,1,1.30047,0.00000,6
o'reilly,142,1,1.28311,0.00000,6
tensions escalate,100,1,1.28003,0.00000,6
mou,197,1,1.24951,0.00000,6
taken,259,1,1.23311,0.00000,6
complete,287,1,1.20220,0.00000,6
clock,111,1,1.19383,0.00000,6
locked,126,1,1.15140,0.00000,6
attacking,227,1,1.01196,0.00000,6
we'll,152,1,1.00126,0.00000,6
court,3583,94,217.96054,0.02737,7
supreme,2469,61,168.70487,0.00708,7
case,2611,72,151.98400,0.01282,7
trial,1639,57,148.53533,0.00965,7
supreme court,1927,56,144.02952,0.00926,7
murder,1502,57,139.61341,0.01107,7
day,3605,52,112.85217,0.01149,7
kirk,1612,40,90.35510,0.00633,7
defense,1074,35,88.56645,0.00506,7
judge,1521,37,87.29166,0.00311,7
charges,658,27,82.89350,0.00264,7
killing,913,29,80.87993,0.00287,7
guilty,617,24,76.38298,0.00155,7
charlie,1310,32,73.27517,0.00329,7
charlie kirk,1150,31,71.69741,0.00324,7
mangione,313,19,66.03222,0.00110,7
luigi mangione,232,17,61.31104,0.00085,7
clancy,1316,26,59.97368,0.00255,7
luigi,248,16,57.62751,0.00040,7
lindsay,1147,24,54.13992,0.00138,7
ceo,1062,19,53.30236,0.00130,7
maduro,1467,26,53.07299,0.00431,7
alleged,915,20,52.49365,0.00171,7
lindsay clancy,1102,22,51.58272,0.00107,7
arguments,190,15,51.51656,0.00020,7
sports,1284,18,51.24525,0.00141,7
tariff,712,17,42.66681,0.00200,7
ruling,743,15,42.25151,0.00033,7
jury,516,17,42.13956,0.00047,7
evidence,716,19,41.92621,0.00074,7
pleads,364,13,41.26033,0.00049,7
voting,675,17,41.25697,0.00174,7
expert,989,20,40.76230,0.00347,7
mail,152,10,40.48131,0.00042,7
women,1607,19,40.00444,0.00286,7
order,970,14,39.59615,0.00103,7
scotus,767,15,37.12369,0.00033,7
construction,169,8,33.70100,0.00026,7
accused,654,11,33.63093,0.00022,7
classified,125,6,33.42658,0.00007,7
transgender,176,8,33.01904,0.00002,7
murder trial,347,11,31.86598,0.00004,7
citizenship,580,11,31.12981,0.00042,7
death penalty,133,7,30.95512,0.00023,7
trans,408,11,30.80486,0.00111,7
penalty,149,7,30.66110,0.00023,7
tyler,547,14,30.57838,0.00079,7
ballroom,499,10,30.51216,0.00092,7
cook,141,7,29.96059,0.00019,7
anthony,577,13,29.73835,0.00071,7
birthright,502,10,28.92930,0.00015,7
mail-in,183,8,28.57364,0.00020,7
robinson,602,14,28.22272,0.00029,7
birthright citizenship,444,10,27.78859,0.00077,7
virginia,522,11,27.70144,0.00075,7
declares,681,11,27.20536,0.00132,7
tyler robinson,431,13,26.98825,0.00009,7
clancy trial,361,10,26.73144,0.00004,7
verdict,265,12,26.07288,0.00004,7
tupac,188,8,25.99733,0.00017,7
face,1657,11,25.83401,0.00140,7
mistrial,173,10,25.71803,0.00004,7
harry,300,7,25.67492,0.00036,7
threats,940,12,25.55613,0.00165,7
candace,774,16,25.50826,0.00245,7
athletes,179,7,25.47453,0.00001,7
map,323,8,25.41832,0.00014,7
killer,350,7,24.98614,0.00005,7
decision,550,8,24.55734,0.00010,7
site,355,9,24.52316,0.00043,7
law,1044,9,24.34232,0.00107,7
pleads guilty,131,6,23.07693,0.00000,7
ballots,195,7,22.68483,0.00020,7
preliminary,112,10,21.67600,0.00001,7
st,482,8,21.58056,0.00083,7
beach,276,5,21.15925,0.00010,7
mental,305,6,20.73580,0.00080,7
athlete,106,5,20.56446,0.00000,7
legal,799,8,20.53591,0.00066,7
hears,117,5,20.16718,0.00000,7
meghan,153,5,19.91922,0.00007,7
daily,759,5,19.79883,0.00036,7
prince harry,131,5,19.75859,0.00015,7
owens,599,12,19.11440,0.00061,7
candace owens,566,12,19.04750,0.00061,7
tate,252,5,18.57142,0.00043,7
voting rights,181,6,18.53230,0.00007,7
congressional,334,6,18.18429,0.00009,7
lawyer,562,10,18.05658,0.00315,7
bans,256,5,17.91295,0.00001,7
closing,378,6,17.70324,0.00000,7
tpusa,247,8,17.42865,0.00083,7
karmelo anthony,418,8,17.38423,0.00012,7
rules,532,6,17.23079,0.00010,7
karmelo,462,8,16.88202,0.00012,7
stabbing,168,5,16.64947,0.00012,7
abortion,155,4,16.39595,0.00010,7
erika,395,9,16.33628,0.00026,7
vd,141,4,15.91859,0.00022,7
lisa,111,4,15.26166,0.00000,7
soldier,242,4,15.01276,0.00004,7
college,385,4,14.94979,0.00003,7
shapiro,737,7,14.63259,0.00047,7
weighs,480,6,13.64120,0.00065,7
ballot,202,4,12.91896,0.00002,7
jurors,108,5,12.90058,0.00000,7
limits,143,4,12.37700,0.00003,7
prosecutors,192,4,12.20443,0.00001,7
davis,325,4,12.15524,0.00235,7
blocks,396,5,11.67445,0.00034,7
allows,125,3,11.60132,0.00000,7
begins,703,5,11.56360,0.00029,7
john bolton,116,2,11.46612,0.00000,7
erika kirk,344,6,10.97689,0.00023,7
bolton,165,2,10.89052,0.00000,7
patrick,238,3,10.79194,0.00001,7
justices,108,3,10.52532,0.00000,7
wilson,281,6,10.27203,0.00006,7
rule,298,4,9.85794,0.00003,7
facing,334,3,9.77931,0.00005,7
assassin,114,3,9.54466,0.00000,7
conspiracy,308,4,9.42009,0.00036,7
singer,117,2,9.38123,0.00000,7
utah,137,3,9.13990,0.00000,7
access,298,2,8.79062,0.00001,7
cohen,131,3,8.30060,0.00008,7
appears,252,2,7.43385,0.00000,7
information,175,2,7.24887,0.00004,7
brian,794,3,7.19319,0.00001,7
dropped,195,2,6.95378,0.00000,7
sharia,129,2,6.82848,0.00001,7
andrew wilson,141,4,6.75707,0.00000,7
visits,441,3,6.63110,0.00003,7
early,459,2,6.40445,0.00001,7
appeal,198,3,6.20157,0.00000,7
project,456,2,5.73818,0.00001,7
nowak,117,2,5.61669,0.00000,7
henry nowak,115,2,5.57724,0.00000,7
henry,214,2,5.37453,0.00000,7
company,288,2,5.01688,0.00000,7
captured,259,3,4.90549,0.00003,7
witness,266,2,4.68566,0.00000,7
breakdown,178,1,4.35196,0.00000,7
ben shapiro,268,3,4.33653,0.00000,7
prosecution,138,2,4.21438,0.00000,7
appear,107,1,4.14008,0.00000,7
decline,202,1,4.00662,0.00000,7
brothers,146,1,3.95697,0.00000,7
self,103,1,3.72547,0.00000,7
josh,181,1,3.51703,0.00000,7
victor,119,1,3.25992,0.00000,7
twist,137,1,3.24162,0.00000,7
theory,176,1,3.08793,0.00000,7
single,203,1,2.88906,0.00000,7
explains,1109,1,2.84135,0.00000,7
appeals,117,1,2.82920,0.00000,7
alabama,116,1,2.74936,0.00000,7
wire,124,1,2.55779,0.00000,7
challenge,286,1,2.53799,0.00000,7
decisions,116,1,2.43218,0.00000,7
blocked,266,1,2.31771,0.00000,7
losses,215,1,2.11370,0.00000,7
humiliates,435,1,1.86184,0.00000,7
amid,5348,68,130.62367,0.01802,8
crisis,2784,47,110.12154,0.01427,8
war,18953,73,105.85314,0.02316,8
prices,1619,33,96.34381,0.00736,8
cuba,1022,32,84.11908,0.00598,8
global,2242,41,76.93345,0.00877,8
energy,1233,33,76.29070,0.00538,8
gas,1159,24,73.19791,0.00328,8
fuel,680,20,60.91231,0.00151,8
memorial,487,15,54.08052,0.00123,8
uss,394,14,53.33602,0.00283,8
lincoln,362,13,53.27221,0.00277,8
tensions,1335,22,52.65887,0.00219,8
economic,1288,22,51.85393,0.00500,8
east,1682,20,45.53727,0.00144,8
middle east,1471,20,43.39797,0.00169,8
high,940,14,42.32862,0.00207,8
middle,1615,18,42.03602,0.00120,8
council,390,11,39.57233,0.00120,8
pool,616,10,35.29174,0.00148,8
gas prices,493,11,34.84810,0.00029,8
reflecting pool,401,8,29.72407,0.00104,8
reflecting,416,8,29.52656,0.00104,8
pressure,845,11,27.88776,0.00536,8
rising,610,8,27.43469,0.00003,8
costs,421,8,26.57557,0.00013,8
aircraft,527,9,26.38403,0.00009,8
conflict,1289,13,26.09753,0.00068,8
market,860,9,25.76454,0.00099,8
carrier,163,6,25.10638,0.00002,8
escalates,577,12,24.53265,0.00086,8
indictment,256,7,24.25559,0.00012,8
conditions,229,5,23.88090,0.00235,8
castro,167,6,21.50202,0.00037,8
heated,464,7,21.50046,0.00267,8
supply,396,9,21.43226,0.00014,8
india,4503,15,20.67400,0.00119,8
job,626,5,19.66100,0.00060,8
water,536,5,19.35273,0.00018,8
pirro,196,5,19.07820,0.00001,8
cuts,527,5,18.14219,0.00035,8
higher,291,5,17.61809,0.00001,8
tear,161,5,17.45069,0.00004,8
member,342,4,17.18841,0.00008,8
rise,866,6,17.11662,0.00005,8
uss abraham,103,3,16.37169,0.00000,8
abraham lincoln,116,3,16.31932,0.00000,8
impact,670,9,15.84968,0.00092,8
warfare,222,4,15.38692,0.00249,8
spike,134,4,15.18472,0.00000,8
deployment,175,3,15.06508,0.00036,8
soar,160,4,14.81274,0.00000,8
stock,332,4,14.71951,0.00010,8
puts,378,3,13.54944,0.00242,8
markets,655,5,13.45314,0.00053,8
growth,351,6,13.27198,0.00017,8
cuban,204,4,12.64550,0.00007,8
marines,143,3,12.58350,0.00000,8
exchange,304,3,12.56340,0.00062,8
jeanine,126,3,12.45237,0.00000,8
jeanine pirro,124,3,12.41461,0.00000,8
career,332,4,12.39177,0.00009,8
sailors,144,3,11.20185,0.00000,8
labor,195,3,11.02591,0.00026,8
deepens,319,4,10.99314,0.00003,8
escalating,191,4,10.43917,0.00010,8
ongoing,244,5,10.39476,0.00019,8
farmers,317,3,9.76547,0.00003,8
rift,192,3,9.71017,0.00004,8
risk,593,3,9.52982,0.00045,8
uss lincoln,173,3,9.38069,0.00008,8
change,988,4,9.27373,0.00015,8
strategic,347,3,9.25836,0.00037,8
class,225,3,9.18118,0.00042,8
systems,159,2,9.12882,0.00001,8
shortage,193,3,9.12151,0.00005,8
doing,492,3,8.50845,0.00078,8
regional,218,3,8.26035,0.00000,8
explode,306,2,8.16457,0.00001,8
forever,269,3,8.08147,0.00006,8
prediction,199,2,7.91710,0.00001,8
changed,352,3,7.50089,0.00018,8
supplies,119,2,7.29014,0.00000,8
finish,145,3,7.28917,0.00022,8
drought,114,2,7.12488,0.00000,8
chris,394,2,7.07622,0.00036,8
infrastructure,241,3,7.04953,0.00003,8
human,498,2,6.48883,0.00003,8
field,137,2,6.44638,0.00003,8
bond,239,2,6.37668,0.00000,8
ending,268,2,6.26491,0.00003,8
d-day,122,2,6.23485,0.00000,8
ends,787,3,6.08893,0.00011,8
partnership,134,1,5.93445,0.00000,8
modern,265,1,5.76086,0.00000,8
notice,174,1,5.75846,0.00000,8
troop,125,1,5.73786,0.00000,8
stakes,100,1,5.64517,0.00000,8
drives,122,2,5.26128,0.00000,8
havana,101,1,5.07607,0.00000,8
ended,174,2,5.03414,0.00003,8
abraham,162,1,4.92380,0.00000,8
trigger,243,2,4.71024,0.00000,8
actually,622,2,4.46486,0.00036,8
diesel,103,1,4.43825,0.00000,8
tension,114,2,4.26493,0.00004,8
culture,364,2,4.22629,0.00036,8
lower,213,1,4.15786,0.00000,8
mental health,136,1,4.10165,0.00000,8
humanitarian,103,1,3.87714,0.00000,8
beef,126,1,3.86066,0.00000,8
affordability,242,1,3.85314,0.00000,8
working,383,1,3.74789,0.00000,8
crimes,378,2,3.39789,0.00037,8
grows,378,1,3.15476,0.00000,8
cuomo,592,1,3.15290,0.00000,8
turmoil,123,1,3.01347,0.00000,8
uncertainty,154,1,2.87032,0.00000,8
cancel,184,1,2.75314,0.00000,8
financial,318,1,2.74134,0.00000,8
climate,292,1,2.36053,0.00000,8
dispute,165,1,2.25481,0.00000,8
said,611,1,2.11407,0.00000,8
machine,198,1,1.89701,0.00000,8
row,665,1,1.79195,0.00000,8
rages,271,1,1.62476,0.00000,8
words,196,1,1.52276,0.00000,8
veterans,155,1,1.46832,0.00000,8
goals,104,1,1.42003,0.00000,8
quick,130,1,1.41561,0.00000,8
quickly,112,1,1.36880,0.00000,8
begun,120,1,1.33952,0.00000,8
fuels,184,1,1.24462,0.00000,8
months,309,1,1.14868,0.00000,8
discusses,312,1,1.01352,0.00000,8
cup,2268,50,131.85351,0.00456,9
world cup,2200,49,129.39680,0.00431,9
world,8861,63,120.99042,0.01298,9
spain,1045,34,95.75808,0.00727,9
fans,853,29,87.32528,0.00166,9
fifa,1137,31,84.68070,0.00331,9
canada,1752,34,81.89414,0.01094,9
america,7795,34,64.10363,0.00844,9
tariffs,1221,26,63.88553,0.00378,9
event,1132,27,63.86893,0.00287,9
major,2549,31,62.30367,0.00428,9
victory,980,27,60.81616,0.00570,9
team,1011,20,58.46269,0.00181,9
american,2731,21,49.90277,0.00285,9
final,1057,17,43.46427,0.00277,9
usa,909,13,38.64983,0.00045,9
argentina,350,10,35.41052,0.00006,9
gold,603,11,34.85921,0.00136,9
total,671,11,31.94696,0.00205,9
history,1102,11,30.50342,0.00070,9
worse,875,11,30.34726,0.00280,9
england,329,9,27.80571,0.00021,9
hockey,195,8,27.51107,0.00040,9
stage,562,9,27.06901,0.00093,9
soccer,211,8,27.06638,0.00034,9
celebrate,335,8,25.57010,0.00024,9
morocco,153,8,25.19853,0.00005,9
madrid,141,7,25.11571,0.00030,9
champions,132,7,24.18206,0.00064,9
men,912,9,23.97383,0.00030,9
football,278,7,23.39818,0.00012,9
italy,349,7,22.74371,0.00051,9
ontario,168,7,22.71824,0.00054,9
ford,180,5,21.72192,0.00013,9
real,1582,8,21.39170,0.00027,9
stadium,130,6,21.30931,0.00000,9
point,691,8,21.16114,0.00059,9
got,1193,8,19.61049,0.00081,9
match,353,7,19.48222,0.00048,9
biggest,983,9,19.12221,0.00166,9
round,289,6,18.66909,0.00037,9
arrive,394,7,18.58648,0.00020,9
premier,116,4,18.42577,0.00004,9
loss,547,8,18.17276,0.00019,9
retaliatory,127,5,18.14410,0.00011,9
norway,237,6,17.62443,0.00004,9
messi,176,5,16.56031,0.00000,9
jewish,277,4,16.04537,0.00025,9
league,140,3,15.83966,0.00001,9
huge,1256,7,15.65006,0.00023,9
getting,954,5,15.48591,0.00017,9
seen,466,4,15.37234,0.00042,9
eclipse,130,4,15.27358,0.00005,9
great,666,6,15.01228,0.00057,9
play,352,5,14.96477,0.00011,9
jersey,228,5,14.71465,0.00043,9
boycott,179,4,14.63503,0.00000,9
problem,642,6,14.60018,0.00023,9
caught,1311,6,14.47615,0.00041,9
egypt,188,5,14.17546,0.00000,9
portugal,106,5,14.06200,0.00000,9
fair,296,4,13.61447,0.00002,9
infantino,112,4,13.57474,0.00000,9
suffers,308,4,13.54769,0.00038,9
month,329,4,13.35216,0.00002,9
react,576,5,13.12747,0.00132,9
brazil,219,4,12.96817,0.00002,9
players,214,4,12.03492,0.00031,9
solar,125,3,11.47488,0.00002,9
doug,119,3,11.17884,0.00000,9
experts,356,3,11.01423,0.00235,9
olympics,287,3,10.68454,0.00003,9
we've,212,3,10.13228,0.00034,9
olympic,229,3,10.02837,0.00000,9
belgium,140,4,9.75429,0.00000,9
turning point,159,3,9.68175,0.00004,9
things,342,3,9.63685,0.00008,9
lie,474,4,9.40111,0.00005,9
group,661,4,9.31525,0.00010,9
fan,179,3,8.88757,0.00000,9
lula,101,2,8.83811,0.00002,9
escalation,517,5,8.77288,0.00025,9
turning,461,3,8.68576,0.00004,9
community,348,3,8.64741,0.00000,9
lake,253,4,8.48733,0.00055,9
entry,121,2,8.25853,0.00036,9
australia,345,4,8.14898,0.00020,9
lake ontario,109,3,8.12441,0.00015,9
latin,113,2,7.48734,0.00003,9
beat,283,3,7.43506,0.00000,9
indiana,188,2,7.40408,0.00001,9
hiding,323,3,7.17518,0.00033,9
zealand,124,3,7.12413,0.00000,9
role,437,2,6.64462,0.00001,9
denied,111,1,6.54354,0.00000,9
landslide,145,2,6.36111,0.00000,9
breakthrough,173,2,6.01297,0.00002,9
shift,343,2,5.86882,0.00000,9
started,189,2,5.78110,0.00023,9
struck,217,2,5.59957,0.00000,9
centre,262,1,5.30373,0.00000,9
failure,382,2,5.22088,0.00005,9
netherlands,124,2,4.88549,0.00000,9
greatest,182,2,4.87529,0.00002,9
warn,258,1,4.77479,0.00000,9
citizen,177,2,4.75971,0.00004,9
rome,113,1,4.47588,0.00000,9
destruction,285,1,4.19048,0.00000,9
humiliation,273,1,3.94737,0.00000,9
dream,261,1,3.88367,0.00000,9
silver,130,1,3.82474,0.00000,9
i've,191,1,3.68987,0.00000,9
bridge,223,1,3.38829,0.00000,9
th birthday,111,1,3.06084,0.00000,9
citizens,282,1,3.03293,0.00000,9
thought,383,1,2.85688,0.00000,9
beats,146,1,2.47033,0.00000,9
squad,199,1,2.42862,0.00000,9
democracy,305,1,2.11531,0.00000,9
divided,153,1,1.95208,0.00000,9
celebrating,113,1,1.92054,0.00000,9
champion,140,1,1.79918,0.00000,9
kicks,190,1,1.60775,0.00000,9
place,297,1,1.56910,0.00000,9
shocks,463,1,1.55034,0.00000,9
communism,130,1,1.48616,0.00000,9
health,1209,28,81.19317,0.00576,10
makes,1828,24,67.24553,0.00544,10
emergency,964,21,64.93347,0.00424,10
outbreak,566,19,62.65183,0.00414,10
americans,1957,27,57.64609,0.00366,10
ebola,468,15,52.88773,0.00395,10
dr,1220,17,49.86157,0.00244,10
details,1542,22,43.55494,0.00425,10
warns,2881,23,40.95200,0.00431,10
don't,1451,18,40.58549,0.00414,10
big,3448,17,40.53375,0.00466,10
can't,1472,13,39.47661,0.00575,10
reveals,1976,17,35.69608,0.00513,10
poll,489,8,30.26277,0.00076,10
facility,373,10,30.12705,0.00109,10
claim,811,12,29.40639,0.00067,10
africa,1635,10,28.92199,0.00059,10
like,1322,10,26.94573,0.00330,10
doesn't,815,10,25.66195,0.00270,10
make,1217,10,25.18386,0.00100,10
want,1211,12,24.43971,0.00174,10
hantavirus,436,8,24.41933,0.00040,10
support,1058,12,24.05473,0.00172,10
response,871,10,23.50261,0.00128,10
shocking,1457,11,23.39949,0.00054,10
cruise,373,7,23.29750,0.00053,10
announcement,842,11,23.27962,0.00167,10
reveal,669,10,22.54435,0.00129,10
cases,324,7,22.03145,0.00051,10
care,532,7,21.63662,0.00101,10
know,1554,9,21.33435,0.00093,10
invasion,611,8,20.90747,0.00094,10
ground,733,5,20.84577,0.00170,10
congo,249,4,19.84933,0.00002,10
wrong,827,8,19.58263,0.00319,10
really,1101,9,18.40989,0.00138,10
far,483,6,18.12530,0.00103,10
mcconnell,402,6,17.75476,0.00031,10
ebola outbreak,189,4,17.16322,0.00001,10
finds,372,4,17.02780,0.00040,10
right,1524,7,16.08393,0.00317,10
kenya,213,4,15.89869,0.00003,10
denies,385,5,15.00676,0.00044,10
passengers,177,4,14.57769,0.00002,10
shock,1640,6,14.13301,0.00031,10
think,687,6,13.69793,0.00038,10
