term,n_titles,degree,strength,betweenness,community
air,667,5,12.18662,0.01460,18
base,396,4,8.89944,0.00578,18
host,505,4,7.57317,0.01504,18
fox,1178,2,5.93278,0.00246,18
jordan,171,2,4.56458,0.00000,18
scott jennings,84,1,3.24791,0.00000,18
panel,140,1,3.24089,0.00000,18
jennings,89,1,3.19628,0.00000,18
defence,267,1,3.07977,0.00000,18
hosts,154,1,3.06981,0.00000,18
scott,309,1,2.71116,0.00000,18
artemis,126,6,18.09311,0.00002,19
artemis ii,110,6,17.36478,0.00002,19
nasa,84,5,15.46838,0.00000,19
mission,178,4,13.74003,0.00000,19
ii,116,4,11.48781,0.00000,19
moon,82,4,11.03968,0.00000,19
earth,97,3,9.13324,0.00000,19
ii crew,31,2,6.09040,0.00000,19
crew,121,2,5.86421,0.00000,19
bad,594,5,14.00608,0.00002,20
bad bunny,82,4,11.79945,0.00000,20
bunny,85,4,11.79789,0.00000,20
halftime,47,3,8.96446,0.00000,20
super bowl,48,3,8.74446,0.00000,20
super,95,3,8.63358,0.00000,20
bowl,55,3,8.51596,0.00000,20
really,430,2,5.38085,0.00000,20
happened,215,1,2.63588,0.00000,20
center,365,5,15.48457,0.00500,21
obama,378,4,11.17887,0.00116,21
racist,324,3,7.88597,0.00488,21
detention,114,2,7.58265,0.00252,21
post,415,2,6.31285,0.00082,21
opening,79,2,6.15237,0.00000,21
presidential,139,2,5.98943,0.00000,21
washington,256,1,3.16936,0.00000,21
billion,260,4,11.18487,0.00574,22
fund,343,4,8.77760,0.01306,22
jan,135,2,6.39941,0.00246,22
rioters,55,1,3.65878,0.00000,22
dollar,86,1,3.57985,0.00000,22
slush fund,161,1,2.54080,0.00000,22
slush,163,1,2.53832,0.00000,22
rev,67,3,8.04317,0.00001,23
jesse,138,2,7.20657,0.00001,23
watters,27,1,4.54963,0.00000,23
jesse jackson,85,1,2.76368,0.00000,23
jackson,134,1,2.62254,0.00000,23
hell breaks,213,2,8.64715,0.00000,24
loose,225,2,8.47732,0.00000,24
breaks loose,215,2,8.47711,0.00000,24
hell,445,2,8.30728,0.00000,24
cohen,100,3,7.98864,0.00000,25
tyler,128,2,5.78141,0.00000,25
brian,576,2,5.74615,0.00000,25
michael,413,1,2.16731,0.00000,25
cbs,189,3,8.73944,0.00000,26
colbert,110,2,6.23558,0.00000,26
stephen,289,2,5.52748,0.00000,26
weiss,73,1,3.21262,0.00000,26
dark,257,2,8.17008,0.00001,27
money,321,2,7.67211,0.00000,27
past,178,1,4.70124,0.00000,27
taxpayer,59,1,4.20327,0.00000,27
reform,189,3,7.46410,0.00001,28
farage,153,1,2.60526,0.00000,28
nigel,80,1,2.42942,0.00000,28
nigel farage,79,1,2.42942,0.00000,28
greene,105,2,8.66486,0.00000,29
marjorie,148,2,8.66307,0.00000,29
marjorie taylor,60,2,8.54471,0.00000,29
taylor greene,59,2,8.54292,0.00000,29
panic,644,3,9.23886,0.00113,30
sparks,251,2,7.24504,0.00027,30
outrage,98,2,5.75564,0.00078,30
mode,108,1,4.05665,0.00000,30
sam,150,2,6.82952,0.00000,31
altman,28,1,4.34974,0.00000,31
harris,105,1,2.47978,0.00000,31
apart,430,2,7.97243,0.00000,32
fall,168,1,4.05097,0.00000,32
falling,108,1,3.92146,0.00000,32
dnc,76,2,6.97093,0.00000,33
chair,120,1,3.68707,0.00000,33
autopsy,55,1,3.28386,0.00000,33
joe,602,2,7.15520,0.00000,34
morning,93,1,4.24871,0.00000,34
biden,244,1,2.90650,0.00000,34
throws,161,2,8.42139,0.00000,35
bus,141,1,4.38797,0.00000,35
tantrum,92,1,4.03341,0.00000,35
message,362,2,6.44993,0.00000,36
sends,285,1,4.18574,0.00000,36
chilling,259,1,2.26420,0.00000,36
rises,76,2,11.36524,0.00000,37
death toll,62,1,5.81711,0.00000,37
toll,106,1,5.54813,0.00000,37
right,516,2,6.00460,0.00000,38
wing,90,1,3.21522,0.00000,38
far,168,1,2.78937,0.00000,38
law,342,2,7.61485,0.00000,39
international,121,1,3.87671,0.00000,39
rule,113,1,3.73813,0.00000,39
like,461,2,7.52928,0.00000,40
looks,137,1,3.89063,0.00000,40
look,146,1,3.63864,0.00000,40
trial,187,2,6.41121,0.00000,41
lindsay,62,1,3.23416,0.00000,41
lindsay clancy,50,1,3.17705,0.00000,41
marandi,111,2,5.76431,0.00000,42
mohammad,97,1,3.22654,0.00000,42
prof,217,1,2.53777,0.00000,42
abuse,135,1,4.42736,0.00000,43
sex,95,1,4.42736,0.00000,43
aircraft,281,1,4.66196,0.00000,44
carrier,51,1,4.66196,0.00000,44
alarm,208,1,4.65280,0.00000,45
sound,55,1,4.65280,0.00000,45
assault,196,1,4.19033,0.00000,46
sexual,79,1,4.19033,0.00000,46
away,355,1,3.68522,0.00000,47
runs,228,1,3.68522,0.00000,47
bezos,61,1,3.80818,0.00000,48
jeff,59,1,3.80818,0.00000,48
boebert,64,1,4.89863,0.00000,49
lauren,44,1,4.89863,0.00000,49
brothers,37,1,3.70418,0.00000,50
tate,91,1,3.70418,0.00000,50
brutal,451,1,3.40602,0.00000,51
reality,314,1,3.40602,0.00000,51
calls,881,1,3.58025,0.00000,52
grow,113,1,3.58025,0.00000,52
cameras,76,1,3.32320,0.00000,53
flock,39,1,3.32320,0.00000,53
career,150,1,2.91701,0.00000,54
ends,305,1,2.91701,0.00000,54
carville,85,1,2.48603,0.00000,55
james,294,1,2.48603,0.00000,55
chuck,58,1,5.08084,0.00000,56
schumer,127,1,5.08084,0.00000,56
clip,94,1,3.10340,0.00000,57
viral,388,1,3.10340,0.00000,57
congo,56,1,3.76780,0.00000,58
ebola,113,1,3.76780,0.00000,58
daily,185,1,3.15335,0.00000,59
wire,38,1,3.15335,0.00000,59
day,852,1,3.77413,0.00000,60
memorial,73,1,3.77413,0.00000,60
decline,114,1,3.93450,0.00000,61
mental,152,1,3.93450,0.00000,61
desantis,64,1,4.21977,0.00000,62
florida,196,1,4.21977,0.00000,62
destroys,358,1,3.60536,0.00000,63
jon,183,1,3.60536,0.00000,63
dome,55,1,5.45785,0.00000,64
iron,51,1,5.45785,0.00000,64
elizabeth,34,1,4.77441,0.00000,65
warren,66,1,4.77441,0.00000,65
extreme,66,1,4.07980,0.00000,66
heat,90,1,4.07980,0.00000,66
false,75,1,3.23161,0.00000,67
flag,85,1,3.23161,0.00000,67
fetterman,120,1,3.66399,0.00000,68
john,336,1,3.66399,0.00000,68
fleet,66,1,4.54510,0.00000,69
shadow,97,1,4.54510,0.00000,69
flips,120,1,5.21707,0.00000,70
script,48,1,5.21707,0.00000,70
going,573,1,3.19840,0.00000,71
we're,226,1,3.19840,0.00000,71
grand,83,1,4.88854,0.00000,72
jury,75,1,4.88854,0.00000,72
hall,93,1,4.46507,0.00000,73
town,115,1,4.46507,0.00000,73
i've,76,1,3.66663,0.00000,74
seen,111,1,3.66663,0.00000,74
images,90,1,4.85991,0.00000,75
satellite,57,1,4.85991,0.00000,75
india,222,1,3.23939,0.00000,76
modi,56,1,3.23939,0.00000,76
insider,129,1,4.32480,0.00000,77
trading,60,1,4.32480,0.00000,77
jeffries,173,1,3.30113,0.00000,78
kushner,103,1,3.30113,0.00000,78
jones,201,1,4.01186,0.00000,79
van,62,1,4.01186,0.00000,79
josh,72,1,3.02494,0.00000,80
shapiro,513,1,3.02494,0.00000,80
kid,80,1,4.18449,0.00000,81
rock,158,1,4.18449,0.00000,81
late,75,1,4.71616,0.00000,82
night,166,1,4.71616,0.00000,82
leaves,265,1,4.02185,0.00000,83
stunned,333,1,4.02185,0.00000,83
loud,49,1,3.74252,0.00000,84
quiet,56,1,3.74252,0.00000,84
mace,61,1,4.34654,0.00000,85
nancy,100,1,4.34654,0.00000,85
market,125,1,3.63158,0.00000,86
stock,91,1,3.63158,0.00000,86
matt,133,1,3.16584,0.00000,87
walsh,41,1,3.16584,0.00000,87
old,108,1,3.93513,0.00000,88
year,285,1,3.93513,0.00000,88
real,454,1,2.98908,0.00000,89
time,636,1,2.98908,0.00000,89
redistricting,139,1,3.00075,0.00000,90
virginia,122,1,3.00075,0.00000,90
rick,64,1,2.06105,0.00000,91
wilson,115,1,2.06105,0.00000,91
room,169,1,4.60070,0.00000,92
situation,138,1,4.60070,0.00000,92
second,161,1,5.07333,0.00000,93
term,234,1,5.07333,0.00000,93
