group,genre,month,n_creators,n_titles,F1_controlled,F2_controlled,F3_controlled,F4_controlled,F5_controlled,F6_controlled,F7_controlled,F8_controlled,F9_controlled,F10_controlled,F11_controlled,F12_controlled,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,curiosity_gap,outrage,humor,question,breaking_live,episode_show,interview_guest,reaction,confrontation,listicle,howto_explainer,partial_month
left,videos,2026-02,72,8685,-0.07780799598844129,-0.2127335533235569,-0.2701462164429166,0.012184909521450743,0.28145585674423707,-0.12955744062540567,-0.2931172191956768,-0.24169570378246386,0.035374979474540456,-0.17701930636865634,-0.23651329336296664,0.03703496818674389,-0.23768067176814311,-0.16650332469199552,-0.24305924980260324,0.04789053042325898,0.06818734085165823,-0.039719853266362196,-0.0631578638947222,-0.32028355881027615,0.18631544718621607,-0.05316158856865622,-0.09593092520135571,-0.03441263537177536,0.03133726536342104,0.6992594174894068,0.0015632992858870217,0.12343434603485529,0.03621088863393182,0.01762616556154715,0.08392722988104796,0.035705933644811685,0.07880493720579784,0.0001321147154480488,0.05620360861270192,False
left,videos,2026-03,78,10228,-0.2290650387625977,-0.1329974545230007,-0.24183549370891966,-0.012234734227835851,0.27503086925698017,-0.2535637788233265,-0.34843088689001533,-0.30694994955258925,-0.02332537033849665,-0.29843065636275906,-0.3619594997043927,-0.12265663900945481,-0.5145108439018841,-0.052560600021679095,-0.22467546792824492,0.09373456226088075,0.1301369155610252,-0.30920938167681616,-0.1167094110501795,-0.3693489088453334,0.07946784798325794,-0.04942317344240797,-0.2925408569428949,0.2371890988336438,0.03207000195858718,0.7038040904814508,0.0014419838911463386,0.1270957461054119,0.0340459279682961,0.0227548249024286,0.1014450536024172,0.03355498410586295,0.0755217018234687,5.80113702285648e-05,0.0622825809260139,False
left,videos,2026-04,78,9928,-0.08077056203480061,-0.13601125196639824,-0.22337366539764134,0.026623492681945693,0.2670422324504589,-0.17314988054325897,-0.31712725691289706,-0.2656354361738157,0.10568218584544944,-0.17188106878350953,-0.2767430537807419,-0.07649371193698311,-0.3034216650810127,-0.04680330196925142,-0.21087387068040883,0.08849169007176541,0.08574576628614884,-0.1612955238777289,-0.07331047559185129,-0.3345646827831826,0.2379283617908086,-0.007714819903231273,-0.18427053654882375,0.1063186670493393,0.035817607632075144,0.6906133156920585,0.0019883700255782584,0.13215064172144067,0.03809697027960939,0.020866649872988665,0.09618958538365581,0.03474443119116129,0.06975890113962095,0.00015873015873015873,0.06409836516930802,False
left,videos,2026-05,81,9480,0.004218606677180723,-0.0563914803132676,-0.1768068134546328,0.024710692381605455,0.33574240469752126,-0.13788414916819514,-0.316014533940021,-0.20875196944063934,0.05287500767891098,-0.182477110297008,-0.3293375626145107,0.013238959714750595,-0.10645380646765762,-0.013177657921268113,-0.21182276391705732,0.07807790083050474,0.1725307912160432,-0.19271828953044556,-0.08390898820859513,-0.08397951629848528,0.14148744459955034,-0.06010332988589623,-0.23091673450283365,0.1363047732236973,0.038292006174437336,0.6674683012976983,0.003578367865285993,0.14534895913265083,0.0361158678686537,0.026767032267588076,0.09312640610971488,0.02263474106865073,0.07357081671927583,0.0012680149371749807,0.06677228401709089,False
left,videos,2026-06,81,9631,-0.031273046136923034,-0.17061612871694903,-0.1842123652492434,0.005110170453067155,0.28789861853154336,-0.03633754921405349,-0.3868406607839269,-0.12324988145535355,0.018781816645814603,-0.2457596067975147,-0.3164280788529373,-0.09175839586210484,-0.15365433163475267,-0.11452502217849944,-0.2130965188421328,0.07546110349708833,0.10733586554761057,-0.08267144066176892,-0.16212912733272108,-0.04081355732088113,0.13996648123242458,-0.12683027906082406,-0.23341816168123147,0.010739441348600077,0.03483748451852057,0.6821703620093912,0.0026200433111515605,0.13098268311364641,0.03935491508162001,0.027971925860923678,0.10020518297591866,0.029871763912638318,0.08495233220277391,0.0011717010061723491,0.06861640470173198,False
left,videos,2026-07,80,9971,-0.045554384245068705,-0.10269511024564722,-0.276233376569044,0.021763909708060407,0.28635441200327355,-0.18606154226459765,-0.31571716292650426,-0.15606254198425382,-0.13544993307382527,-0.25803967719331117,-0.3515458220753949,-0.03826310582159949,-0.13132416974354028,-0.05199738061212411,-0.2773228081638743,0.06909017895644357,0.11712396022799292,-0.138076978491196,-0.0927849724159642,-0.06254573124873354,-0.023411396745061264,-0.12417413347188574,-0.23878447025704616,0.05407458171718611,0.03648432358768526,0.6637836739979867,0.0012523166505039656,0.12459966920270793,0.029526294867781484,0.027004044815097116,0.069045242884513,0.02658362914923587,0.07978651702978097,0.0005729100224988586,0.06682480743451898,False
left,videos,2026-08,78,9599,-0.016379621965713437,-0.09588576424589126,-0.21999211945593808,0.053217691129517165,0.4020168551119422,-0.15981180076584292,-0.3828117385038529,-0.15617475719441765,-0.07123584380801064,-0.1687645616515816,-0.3046833759513373,-0.0598888633356757,-0.1026260513415356,-0.07262749481548138,-0.2563098143632295,0.12160207348431114,0.21846061391743957,-0.13494738384370186,-0.18901988571091916,-0.07907233123998143,0.054454737543197386,-0.08751654449097497,-0.2307707657725463,-0.038162728113197465,0.04047264221614301,0.6540037476203164,0.002055219779089748,0.14101887400856616,0.022130123223929748,0.028064783008517447,0.09028176579239229,0.02716684992338,0.07794119094869965,0.00035440917374434294,0.08365774898135389,False
left,videos,2026-09,51,3964,-0.1141949604271376,-0.04018479328308089,-0.14768908919515183,0.27870199111191446,0.10848004584108731,-0.05260456197406549,-0.2738897291452798,-0.0006936371237448877,0.03831643564422363,-0.14229338536266856,-0.28977042007377046,-0.18846129833489933,-0.2661271839994926,0.04149012464042379,-0.1788867189422674,0.37840445995140065,-0.06886136283257353,-0.10012334069077006,-0.054005886905933796,0.08384646175083604,0.18635349275895963,-0.028113394051300138,-0.23294545735474653,-0.11116447177306406,0.04192207219270724,0.6973720216755438,0.0007301995544226399,0.1090299472667891,0.026973311566971483,0.020961354581869547,0.08256955807679173,0.03383771171210798,0.07692593044656504,0.0002463252826166232,0.05922105507596686,True
neutral,streams,2026-01,13,2853,0.19539457561940538,0.34220367126400786,1.634341389216189,-0.16481990803770344,-0.4151357249365627,0.13543794509133006,0.6877894028325493,0.0106759170988415,0.0785958413217433,-0.6696979387696419,-0.48070636199145506,0.0907117457861038,0.44894584702462265,0.2219071785850381,2.2513826263678784,-0.23611259995151765,-0.8191454570325853,0.3721738957060868,1.2379733852575066,0.08119366039209243,-0.000944419351486549,-0.5053218169023811,-0.2684013272469187,0.3186575047770495,0.054777546576368505,0.23385139876111796,0.0,0.013808580832964974,0.6343561200628364,0.0004472271914132379,0.09022340501120157,0.00873112090761698,0.04872593249383055,0.0001892326615573848,0.008318654820706754,False
neutral,streams,2026-02,12,2649,0.37402372405771583,0.2734720708187752,1.4737919629863168,-0.1330518615603544,-0.41124289008809384,0.021249690149536718,0.5123293677796384,0.005707859639126064,-0.3328155054071209,-0.6808117921978374,-0.314068248369838,-0.07131761450297741,0.838036437130368,0.15925434629728663,2.14115551577896,-0.31436160706794214,-0.8467147575546458,0.45946042168518963,1.168809712292374,0.18564868899774709,-0.5092167251215126,-0.4592001832441957,0.10525080106297037,0.06823294021002291,0.022172522905868065,0.19052702256579093,0.0,0.033235883227264625,0.5960831509806469,0.0,0.06199237009269553,0.021232018205566156,0.04796540854719617,0.0,0.008210223810579599,False
neutral,streams,2026-03,11,2771,-0.16370631647691003,-0.005063501598326894,1.5422525116955157,-0.0317362965286171,-0.31258179759380655,-0.01416524892888049,0.5424271729344766,-0.11253916860190115,-0.6819149447707923,-0.7648600931272785,-0.3909680221671757,0.2460790139886984,-0.057283503978410574,-0.1592336516037763,2.299862332554839,-0.1542786359339402,-0.7755026340384713,0.2630524267429499,1.254382783262925,0.05236950638358479,-0.8971166905427527,-0.5620492795223788,-0.1331952426503958,0.8087277591701909,0.029246615878329586,0.24451048818464016,0.0,0.018470315564271707,0.6798240886970254,0.0,0.10112670960638694,0.012509992410909098,0.028774548232762733,0.002143800877978093,0.0031634518903356323,False
neutral,streams,2026-04,12,3063,0.18091458690013348,0.013266080439142439,1.4182560236318542,-0.06806564851083022,-0.43562649974532114,0.11622579321429878,0.5799121534598374,0.027616806215663342,-0.2825461040810428,-0.6785015074355103,-0.34417309425072556,0.15429307500901634,0.5474426863365952,-0.07044964252364831,2.1143002558191157,-0.2056243147418275,-0.7898255554190491,0.3143916469018744,1.2489307803055014,0.18867877265107538,-0.430426879303099,-0.5234296210506402,0.00023222930854825455,0.5522613881013748,0.022813236310849246,0.17552780750253016,0.0005231972462911541,0.041094805591902206,0.6021840566259085,0.0,0.08082490323583477,0.006023678044206674,0.04629675191496438,0.00019794140934283454,0.0050504733431594295,False
neutral,streams,2026-05,11,3061,0.328151475342184,0.5661584583453712,1.5491276288617029,-0.06928865372040646,-0.1315430003225628,0.22998753130160565,0.604964069642365,0.06811823655159398,-0.231325416916657,-0.6642271548824625,-0.16952342555112665,0.0369054337996746,0.6351312082838042,0.37662234806831146,2.2712937300479314,-0.1964387765125153,-0.5254035883235194,0.5039486337072292,1.1555623293922033,0.29783527479989674,-0.35382103773658796,-0.5208593459762113,0.08149509365165403,0.40273857759273174,0.030875865986378346,0.1914575901499467,0.0,0.08046651671032756,0.6580413489493392,0.0,0.11433493940870244,0.01474444625452357,0.05502622745115651,6.146659290675518e-05,0.012618949208798629,False
neutral,streams,2026-06,11,2987,0.34987921339668215,0.5030385716232456,1.2928438032729233,-0.05507287616063157,-0.16137221971880852,0.26012847535306405,0.4933858753649936,0.23196770755105714,-0.12640333336190637,-0.5013468225895722,0.004327029373873455,0.04054387196044252,0.8625534641686451,0.3401949287918427,2.0910325559647784,-0.22044115639167908,-0.5898319740121906,0.5387868746406258,1.099438376515109,0.43974491703514784,-0.28769304493821307,-0.45423527578202505,0.3581858198809222,0.3335843951179862,0.02060014413080683,0.15704279693805184,8.512087163772558e-05,0.056297376626759425,0.6258046487421315,0.0,0.11023045199026188,0.013969752153650249,0.07775623128650767,0.0,0.02838973426598484,False
neutral,streams,2026-07,12,3024,0.178638532508635,0.3397594574306066,1.1233579280696129,-0.0679443315118259,-0.10699466391995412,0.28320096670307815,0.6083826801050801,0.20928516078359896,-0.23723292641046245,-0.5682646941041276,-0.29907052408538215,0.14112352381695706,0.6157996171396799,0.19637934029023277,1.8781760731859969,-0.21945245849621717,-0.5096451268943712,0.635461418338349,1.1875773283708468,0.4504153070436292,-0.36489627818562637,-0.5325218417168653,0.02772979823134626,0.30236711303831926,0.024707624656246697,0.1965148971317127,0.0007778706679440498,0.06049867034241737,0.6103520303249887,0.0,0.10840072742298568,0.00768992358150163,0.0993444856894128,0.00016388069485414618,0.006328525954568526,False
neutral,streams,2026-08,12,2470,-0.055763447539733724,0.14669090589315134,1.2883628708813584,-0.05783651033554491,-0.18403742353845262,0.1471406446724566,0.4340003928803076,0.3897477583170143,-0.24248939225183064,-0.45260054885848255,-0.5269957015613713,0.16445475008918106,0.20405012431453107,0.046329905853815585,1.8343549693950063,-0.2048130995369202,-0.5206814976725435,0.3697724573222119,1.0388897126513104,0.5985618200176961,-0.38367294769318144,-0.38387016509338445,-0.46675498856555536,0.2467068263629905,0.02933817288311801,0.2117496334136151,0.0,0.06051222524345601,0.5728182069546924,0.000286368843069874,0.1570826228745795,0.01803553630291006,0.08021303392154659,0.00010521885521885523,0.010635242676170295,False
neutral,streams,2026-09,10,1165,0.2385563536694632,0.36053838431090784,1.2934191658032348,-0.1327925986988972,-0.4221337709709118,0.14900209002886045,0.5325004136710405,0.4865958421107132,-0.21611777712678096,-0.46453611569152986,-0.3782643028817443,-0.06543007705669646,0.8064509010130008,0.2164040183278205,2.114688756810174,-0.25390911406874095,-0.8231377761462522,0.4472546725711101,1.137345481299352,1.030319423929076,-0.3369122848387763,-0.3482087990596416,-0.09651491216701558,0.1323644762701261,0.023370462442846997,0.1452822840022575,0.0,0.018162122172902133,0.656804460918129,0.0,0.05969711934776543,0.006076253469085159,0.022039461971991994,0.0005847953216374269,0.0008060342596905243,True
neutral,videos,2026-01,25,10922,0.3149995294100239,-0.27026242973948755,-0.34838005435548103,-0.1980076522235549,-0.0865176182623288,-0.03143284768055272,0.36309446649137167,0.1658535233747748,-0.19178982573372022,0.04600989607519283,-0.25160984031404143,0.1509305398268566,0.4370295172884669,-0.3699871505698227,-0.18066548203320132,-0.2941612447857767,-0.26704912395766056,0.1348528787302873,0.813866980945353,0.2706918685724053,-0.28512846361421734,0.3581919432901612,-0.08767916508258483,0.48929122311591045,0.0361656678903366,0.37921125265368316,0.002162496865953511,0.09285566589408878,0.01173618317096558,0.0588607856487873,0.12170116988198144,0.017496202247433378,0.04413318893078291,0.0014657318896740506,0.03434756229308801,False
neutral,videos,2026-02,27,10374,0.42855405164013083,-0.21792327042842943,-0.37311822958573765,-0.13911066801685243,0.07037861820072411,-0.10578357366294518,0.2542436640313391,0.15853580298721212,-0.10256426632879306,0.19595193613202766,-0.1777030313818034,0.10220346606570994,0.6491762584377067,-0.23979784364416773,-0.21473245265155108,-0.23690347229660857,-0.08397226929618047,0.1297051762605851,0.6694085857828775,0.25670404565480026,-0.15834045410919198,0.4911535695714561,0.039000626807723204,0.30030191928501526,0.026314156859822753,0.3884632294357697,0.0008592782263961827,0.126413875192403,0.011470893363484284,0.05719596531475497,0.10511199297194593,0.020285215286159113,0.06841254080386658,0.0018626541687779706,0.04358907028539371,False
neutral,videos,2026-03,30,11884,0.1597169763272256,-0.2772283586547679,-0.3404831195237056,-0.03118742563002862,0.17446182058346038,-0.004360091429072425,0.07072862078802382,0.25315919540230314,-0.20242763184436713,0.1755157281485018,-0.26523928141921094,0.11690302878633504,0.04414548561740828,-0.270327876798717,-0.22911556738470948,-0.09972293610499958,0.05256730037485628,0.059189348417204815,0.4958141858050873,0.3500711933786486,-0.30247318684490404,0.5523065754067537,-0.1639870720047005,0.7164120138865789,0.030776190967276587,0.4491052647104163,0.00027496934400678363,0.12350334106118017,0.011941941839714148,0.05766414764577597,0.12413638247928029,0.023457092019741173,0.0694476993709234,0.001456992947211941,0.06062054709320597,False
neutral,videos,2026-04,31,11198,0.35423038430158393,-0.23076601438367086,-0.3119662483569702,-0.0008326387664453501,0.11922070506640928,0.02301350371866228,0.038839273231607095,0.09867579402721016,-0.23984035211496751,-0.011328586958071468,-0.11742127592476427,-0.053842536091832906,0.4448403253377064,-0.25357879089294577,-0.1756135436959452,-0.0856232786131713,0.011556880421463196,0.13649080240296413,0.44703079536939266,0.21657719249753057,-0.3239892898982316,0.28281291755980204,0.040216988981016485,0.34663637464579916,0.027063047488972845,0.3833255167197793,0.0013817928913907411,0.12608816248358623,0.015862877130358083,0.0819356831081481,0.11839536195474862,0.02402948090935695,0.06766539511687426,0.0006667249312277752,0.0602365800091202,False
neutral,videos,2026-05,31,10913,0.3716445801866215,-0.1821593748855875,-0.3254794787323198,-0.07012783792097382,0.177364791497715,-0.05546733384202546,0.11991412023723154,0.16096044037885637,-0.17751277370930507,0.07575588565751772,-0.23028671820017238,-0.09530089517727608,0.5308273909310254,-0.19048292972805542,-0.23988938812837218,-0.1530075093266928,0.10060352008631596,0.03562526530445962,0.47464673359342574,0.3005030434344413,-0.22916893088908363,0.32754702946870606,-0.08515768525710685,0.16015958389460735,0.03869928155003125,0.35842882125834075,0.0022967420371250917,0.129822607837145,0.013265028248830848,0.045977492748534354,0.10945543281108366,0.021139472245637062,0.08175421228959016,0.0004160117398062153,0.05075346624327655,False
neutral,videos,2026-06,26,11083,0.594374689990033,-0.15516089057425492,-0.3506954610016995,-0.05125437907649449,0.2701267128632083,-0.09698337476051117,0.12220238518210881,-0.008470984984497538,-0.3035974292065756,0.14125518595619088,-0.04321246422510765,0.06648765785928644,0.7216529829187874,-0.19465669938393926,-0.22151476690316635,-0.18771656297608222,0.12351274368014507,0.0715854995271323,0.5656331217574518,0.1556023123070009,-0.4068561691305328,0.39545309617388547,0.13617912005225943,0.3391582429911242,0.03014124380194637,0.3489506197737626,0.0003040160258977851,0.13907549368060412,0.01661771389196475,0.05685551251745321,0.1154551446840732,0.019483106485632364,0.0765360008706744,0.0005315220839634328,0.058107859884149744,False
neutral,videos,2026-07,29,11353,0.3678321066906728,-0.16711405063502519,-0.37451824242688353,-0.15358305203108608,0.30537342866617184,-0.05045793592627846,0.20851901500252878,0.1200580301906653,-0.35029462789122545,0.018689343973872986,-0.2805179782053794,-0.07696620027579126,0.48372895747449574,-0.20400776952131877,-0.2504141934699524,-0.2826506885642765,0.18420648991631378,0.13239103457853474,0.6175287667823618,0.2692165212449045,-0.4120470298458476,0.2761958135926291,-0.11729925536383357,0.194544515747,0.026488037492858815,0.3951540592028191,0.002406441085229616,0.13345786414274388,0.02254105311016433,0.05030346402159845,0.1039433007431937,0.009132424037119644,0.08350970376352031,0.001843807355742542,0.06675297629565509,False
neutral,videos,2026-08,28,10481,0.24884901694571693,-0.058684931676820776,-0.3745733862716419,-0.08315668731768915,0.2699536371468992,-0.22119854473516595,0.21894067034073036,0.230095105160286,-0.21404784663334722,0.012111918639162913,-0.3287134454354419,-0.03349686571983448,0.3830692577937121,-0.08511325212666306,-0.28475754306188694,-0.20237862845104004,0.1621711557453359,-0.09043724869487121,0.6494465866766609,0.4050450856590745,-0.3107855435818327,0.21064099785169352,-0.21330411303045765,0.15371086033896275,0.03385779019243869,0.38050212912879616,0.000857107112107999,0.1358230087854999,0.014325776891887756,0.052250904528262344,0.09880910827940455,0.013951624396093392,0.08773543326786527,0.003447848916526543,0.06610782022373224,False
neutral,videos,2026-09,21,5091,0.37814208583751907,0.07680016201389392,-0.40612203873059743,-0.13350743855549477,0.1981225715058982,-0.25130292680051897,0.3964279790346476,0.30459841664662335,-0.15091820697250943,0.0713444035791233,-0.23335211896369118,0.17459923885494305,0.4317015305846647,0.13881831091393784,-0.22786059868416797,-0.2640047185473645,0.07185044355440419,-0.2269811334223115,0.974623613539728,0.8235451924863303,-0.28999253579184275,0.4290789272634057,0.010111031861883885,0.5283025230056039,0.04086610240399805,0.3450727528979751,0.0,0.12773270441676154,0.015558582422227043,0.018591743263485186,0.07492119692832944,0.019160836840284624,0.09244224897377307,0.0012473360589201437,0.06026171860648963,True
right,streams,2026-01,17,507,-0.572689032587517,-0.1553149973217806,0.10835874589904669,-0.12380897095615022,-0.14776090905522063,0.32155850740226266,-0.1532336840972364,0.3626090876720444,0.10379462849004661,-0.5327596810854631,0.03786598321042972,-0.12092487791043291,-0.48050659429953746,-0.24781362963885525,0.3962165504526636,-0.16259242345957467,-0.3336349088301904,0.4667725093481075,0.13662034172422016,0.47831024178962994,0.11037497006650755,-0.3124182573241774,0.20724972812767525,-0.036102049236024884,0.031641528295117224,0.5611263588276741,0.0,0.10100431260110788,0.21557425559557272,0.13056516724336795,0.10510674518830578,0.013418543541218993,0.08752070909424935,0.0,0.03042930033429124,False
right,streams,2026-02,17,460,-0.013782879593255654,-0.5955994526220064,0.29767233369065904,-0.04987345792319413,-0.2807096349244103,0.11217427818797698,-0.260410313850921,0.6046210037287167,0.3518922421792562,-0.46825752300181245,0.09359911649869339,-0.20307928323141777,0.36706647881098226,-0.6782593130624545,0.555081019291905,-0.11798211085979705,-0.4431739236518568,0.34866714075043437,0.06396189316939846,0.6364557441191808,0.29799162780409305,-0.33062206446977943,0.30297791027057963,-0.3482854036049597,0.020210639842765138,0.4894171751841286,0.0,0.11592632475843806,0.19678787658297364,0.20870459865589366,0.1521904032138851,0.010508652832899604,0.07784030202892998,0.0024509803921568627,0.02334648493543759,False
right,streams,2026-03,18,558,-0.14555550417650334,-0.36691832522434353,0.10878079925370883,-0.036150690047509045,0.03469855448922152,0.01533322305009948,-0.1840011177796914,0.5453861152038599,0.16588742632553688,-0.43966149118991243,0.05632616046964445,-0.28457046034388805,0.09123431654579232,-0.528597908246117,0.3742907303538867,-0.09117499127482868,-0.10716088404813601,0.26969495610456606,0.10422308586142025,0.5584943256640712,0.10617302531983165,-0.27101532383875326,0.24226383031143792,-0.14257460584452353,0.041543048783386945,0.5368726199100595,0.0,0.1425206167959791,0.1516449894710764,0.24185886130330575,0.1835361824613032,0.016437869028448737,0.07203799421190725,0.0,0.040572390572390565,False
