group,genre,month,n_creators,n_titles,F1_controlled,F2_controlled,F3_controlled,F4_controlled,F5_controlled,F6_controlled,F7_controlled,F8_controlled,F9_controlled,F10_controlled,F11_controlled,F12_controlled,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,curiosity_gap,outrage,humor,question,breaking_live,episode_show,interview_guest,reaction,confrontation,listicle,howto_explainer,partial_month
right,streams,2026-04,18,673,-0.26945773507881327,-0.613789318832209,0.27175692907095866,0.03741937023767164,-0.0614234814593997,0.09874013163477945,-0.379240836367383,0.5027395830937044,0.08875902134368865,-0.38585628592528926,0.06584632888092151,-0.3029481463045925,-0.18219346283715138,-0.6503274851321402,0.5295108922526092,-0.023698595249274017,-0.23241804457311904,0.29040634543811095,0.007619184901122483,0.5404301578200685,0.06250073226079247,-0.14085067799106554,0.3484291261811709,-0.055101418601716454,0.0362049690221332,0.5387107542775893,0.0032679738562091504,0.10187426114975866,0.18833682602394192,0.16027639579878386,0.12945089139228735,0.02482265231963432,0.0716400291711237,0.0008291873963515755,0.04143170067665239,False
right,streams,2026-05,14,684,-0.2966595817424493,-0.5462863036107554,0.19631713704000678,-0.21756914587579454,-0.20650687877933688,0.24041968697641056,-0.006047501446170909,0.19022828160449942,0.3247210701581908,-0.4772622952509185,0.17241218181756127,-0.03340383089803612,-0.0808364493737022,-0.5823502413581257,0.3801478169331896,-0.28110607256452486,-0.3256927770800651,0.376550514259583,0.3636117175707597,0.24506238601461397,0.28629711063745705,-0.2580049840206711,0.504044215230678,0.10219369919760445,0.0245375343119704,0.6052091058482035,0.0,0.09645955548211187,0.17122683081329695,0.173992673992674,0.10707406002518784,0.008473564864542307,0.08256381776118617,0.0013426423200859291,0.03208873415640333,False
right,streams,2026-06,18,760,-0.19911605071700986,-0.23724894274130393,0.20296294518548563,-0.18031885090326064,-0.190271994729525,0.12622941547827837,-0.09985006943003384,-0.08047723952366677,0.30954106562762757,-0.34570262221868947,0.303010335323747,-0.25003933070167345,0.005682162692484437,-0.30146781503137426,0.37482518968964273,-0.26399986977962947,-0.3367297739199262,0.4152411294693492,0.2248140434687558,-0.037249275963874784,0.28058648042795387,-0.1686819361764017,0.6089041272480219,-0.2184711265032918,0.034797266855609126,0.5930197091882626,0.004940711462450593,0.1250971725010791,0.17720149030925095,0.2587283087283087,0.10483708008769008,0.024716554894208004,0.08526276354914701,0.0007964954201513341,0.03820074041848235,False
right,streams,2026-07,18,833,-0.3721936133348506,-0.4324754165042815,0.25572558329967104,-0.036863069493062256,0.017304348631826588,-0.004909671894413948,-0.02699092309973756,0.048931374279192655,0.10741754301239964,-0.45473647669271383,0.12516523900110302,-0.23056648539774363,-0.15114180891704945,-0.46411917881473397,0.53716132360184,-0.11857983230005296,-0.14313597193298142,0.40996004781816425,0.2615011960571492,0.11900165945921468,0.09166453917748887,-0.28424078506794365,0.42410249638226993,-0.17495111016881598,0.04944626560068839,0.5424655731485423,0.0,0.13045780731937653,0.23351832597988123,0.2553750597228858,0.07195566467019134,0.01566646931464523,0.06309146628242399,0.0007432181345224824,0.03820496742785598,False
right,streams,2026-08,18,751,-0.18769511647571974,-0.33920614829421064,0.14572555911807075,-0.06855711976724432,-0.18285839189183128,0.18783881966795102,-0.16101331810028274,0.09389557836830972,0.18736542462690278,-0.23776617955949206,0.35906104529946997,0.10686082038852805,0.07798675376537041,-0.41876452053367536,0.39224708176983974,-0.13669905381713737,-0.2851689946075778,0.30230033732459644,0.04423622841619221,0.1392255435041809,0.18150735044949848,-0.15662040776011404,0.4755500589779489,0.047514906254293755,0.030099198072152125,0.5447131552830298,0.0012626262626262627,0.09935680794056753,0.17494619846181003,0.26623031077054066,0.0714931730150122,0.021938381392095495,0.10262614590055819,0.0006150061500615005,0.042579079654078485,False
right,streams,2026-09,7,233,-0.42020057114138337,-0.13376057823516677,0.5730616435060625,-0.15506098907538818,-0.5963698267814285,0.185207729760909,0.10081102078526737,0.3983396548298669,0.5493765760864177,-0.4871808906310889,-0.0024143427096875924,-0.2457782945300709,-0.18069706010174938,-0.295962389084483,0.9042056110680868,-0.32317391253831457,-0.8732800452736581,0.5383837931497054,0.515991171043619,1.0685353465107328,0.49290214199090904,-0.3378055569583806,0.25261526255468253,-0.22472989867835888,0.0,0.44560748132176703,0.006802721088435374,0.026785714285714284,0.3168335311192454,0.2653061224489796,0.06777963027963028,0.044642857142857144,0.03337846194989052,0.002574002574002574,0.026785714285714284,True
right,videos,2026-01,69,7535,0.10772392461372779,0.13909990503916,-0.20581649019776496,-0.003290650079567017,0.3803972398555459,-0.05721971265181129,-0.5516754339125967,-0.1284006741600451,-0.08965265214088274,-0.16014402855368812,0.07792266581428026,-0.22703218550056373,0.044258930523838204,0.30497493429971395,-0.20050731436883468,0.02739067742559456,0.3115895331217854,-0.14685964779546334,-0.32332531496542133,-0.21656163355328473,-0.11028785467335223,0.10897598923657208,0.1543717127126452,-0.24923028877181655,0.04877323756909225,0.6358539947654508,0.0032300111550991593,0.15176475690844038,0.026255956515267014,0.06320654883758417,0.08000209937552247,0.02156472135968812,0.09015150704470895,0.0009774970099217363,0.09163099218104888,False
right,videos,2026-02,70,7168,0.017604774674251606,0.10928189401816499,-0.17897062380394943,0.04732107022594405,0.18273472320597733,-0.1912938310459333,-0.592052271509894,-0.14801931057614925,0.02609701609766135,-0.10564767598885173,0.01798908226520017,-0.3084030537030925,0.1443283700372172,0.32509682493456254,-0.2119364348842179,0.07816237278907254,0.12722781188997173,-0.2186991733815881,-0.4036621779029327,-0.22839150271189002,0.0041795685998808575,0.1282316998788543,0.1788309334630206,-0.44473589169556027,0.04445905368202131,0.6219066422629251,0.004123070934578639,0.1512404688670718,0.02755586882415775,0.08093474030063726,0.07593992667811883,0.028410622187998103,0.08394953402776556,0.0011988662840224037,0.07555984620758267,False
right,videos,2026-03,72,8056,-0.06530491652037711,0.16564754751169244,-0.19217442836677798,0.02083057399784338,0.2789415480067892,-0.1959045514606839,-0.6203087235249801,-0.1377997697112091,-0.004207139254024178,-0.15057116433319614,-0.0048827530062514925,-0.2621565589198609,-0.011328456776293667,0.4026247310980763,-0.21282857732876592,0.11128834568405718,0.2749000519688709,-0.35156246888617576,-0.44197355286272894,-0.2102299653683327,-0.02666490202099395,0.11740957494973207,0.08408090509890856,-0.17008058432713705,0.05477117258588653,0.6533936100689351,0.0032475782706031515,0.14531137149883458,0.029238760867905698,0.07638171152632517,0.07301029305866286,0.017520924544192473,0.08117606516195215,0.0009141094055571484,0.09372751789922469,False
right,videos,2026-04,72,7359,0.07120325071467304,0.042716437825606364,-0.19661654245832544,0.07031336273107275,0.26856708060631834,-0.19596845809221472,-0.5759013506570481,-0.12559585170518311,-0.0005019958142758123,-0.13639151940154473,-0.04222412720670094,-0.32581685669491434,0.15145138163556196,0.27070642897091785,-0.21886267066926415,0.14841184745595917,0.23649786323495167,-0.3135371299938787,-0.3969605908348115,-0.17811042152095782,0.021221867805512426,0.06777105914374053,0.06827103337011471,-0.330487380734224,0.06039517512101791,0.6481827620733434,0.002790009901425945,0.14585337633327597,0.02526086499542978,0.06591081611290497,0.08219859982150832,0.024545812834040878,0.07040615229343102,0.0009280447495550471,0.08349934855734578,False
right,videos,2026-05,72,7378,0.02273941140905083,0.040602425665964476,-0.20166121798902814,0.04204034787404454,0.18002758840630384,-0.16748653096878283,-0.5471842967178753,-0.09706281419813412,0.05426350115237628,-0.04606090258539041,-0.06296383388133026,-0.2799178866317643,0.16864090432990203,0.2491049409649459,-0.2650482610093008,0.09683913210395197,0.1743678083308966,-0.22011111180091764,-0.4020440621400436,-0.15051754656275582,0.072003634027089,0.1459114584311889,0.04985225045993103,-0.35511782668977593,0.05046585100361187,0.6332540858077899,0.002085049485104679,0.13470735621598456,0.02232189505882317,0.08016841825055541,0.08234755055685686,0.02138359078605727,0.08365873895478795,0.0010065720351187955,0.09252940915379695,False
right,videos,2026-06,75,7430,0.0894044606833543,0.045852919191954736,-0.229335047333068,0.005535269333303159,0.20828054274930458,-0.1426393583921284,-0.5632549002710796,-0.10051091234691895,0.14941676370654208,-0.17541864088860656,-0.06169647995329157,-0.21968394573986827,0.19192345705004557,0.27679300217546104,-0.27769561850506785,0.06643772967395725,0.1833758923210556,-0.25088538152751294,-0.38719688823696413,-0.1408076689657574,0.14319453108708802,0.017988265473313756,0.02648526584569849,-0.29554797670328975,0.05219219246583748,0.6458812939561185,0.0028467154805198024,0.14494790819248296,0.026533143444740073,0.07540112800028485,0.07102703484848065,0.023440583798599438,0.07241400460578284,0.0018119980439735151,0.07827260721098639,False
right,videos,2026-07,71,7447,0.061324458919837906,0.14849255387063157,-0.17082821289966185,0.060934713518889884,0.13997980439164756,-0.2282639480126955,-0.5137628915517393,-0.09877693718287513,-0.0027525226396179457,-0.13481483042569595,-0.010151554541789148,-0.2829590022902526,0.20700022631875,0.34994979032760365,-0.21969751795187256,0.09270502619808278,0.13207344022189402,-0.222912995116842,-0.3783178997166812,-0.16078234699061172,-0.003927917080109736,0.08659864139939644,0.1398914196945333,-0.3941433498813565,0.049918440841727335,0.6133610861338291,0.002037878167090073,0.12737754766285916,0.025502622601557168,0.06558215336151102,0.07367948632554502,0.02179101379886777,0.08354756226698072,0.0025751146842859763,0.0863542902223636,False
right,videos,2026-08,73,7287,0.03836872428674235,0.22370570214816765,-0.1997092422489126,0.003150617573493767,0.1464767183918145,-0.11890122014901508,-0.5953754761270909,-0.0709267568355261,0.03303474718292238,-0.16245091946225573,0.0754470816099867,-0.21172760105385016,0.1468194624231739,0.43644434008950883,-0.27628576543393835,0.014821026094014554,0.14398681715535058,-0.16149595793675647,-0.4250496090347899,-0.10416694709105917,-0.0006318612005680727,0.030828478063797966,0.1802964261498517,-0.32592256469743325,0.04702121732086428,0.6300962783230306,0.0014890582865682118,0.12873503338927783,0.018475699047208062,0.07780173886099805,0.06595596154136284,0.020240164952732207,0.08240887024972392,0.0003718479848024164,0.08482314724357876,False
right,videos,2026-09,47,2950,-0.05022025381003786,0.2757544746357509,-0.23091431333561827,0.07644843431135091,0.18291913271784657,-0.06004409827793714,-0.6366663098052909,0.11101049657160879,0.06623893736655409,-0.028946732765320584,-0.04965592792523762,-0.17098645092256134,0.006681571843109873,0.5134402833224099,-0.2723262451874376,0.09191787411645837,0.14340219288058856,-0.0434525831478374,-0.3639984445429121,0.2748364430604414,-0.0016840456821142474,0.19618466448151664,0.0070180847002419625,-0.21928414924822492,0.053999039386705604,0.597733629798294,0.0018978276607056002,0.11711965783498327,0.01955850413422746,0.05123049170705134,0.06481933887067745,0.023764406297691918,0.08233796291047724,0.0019418585816238054,0.08948360049948702,True
ALL (mean of creators),streams,2026-01,51,4680,-0.22425272815394126,-0.13749839608789283,0.5606384923932151,-0.16634842113049678,-0.27066927062041524,0.3603129102944723,0.06267153939661334,0.1735194442529063,-0.03411849363977346,-0.5645551802352011,-0.10838983203543233,-0.02441913023837784,-0.24225325896294622,-0.2001070821440731,0.8982042440505309,-0.22017532321501193,-0.5415380194369867,0.47556499192653806,0.4559935272131949,0.2319343377232486,-0.06523787748066773,-0.31856084885715763,0.05907476368378882,0.14265488285244715,0.033821608471947436,0.5175296562326087,0.0,0.0741987393830874,0.3247674013083637,0.07095703712548668,0.10629447567834156,0.015263456201587972,0.09941841061103514,4.8235776475411815e-05,0.023276322382994413,False
ALL (mean of creators),streams,2026-02,47,4156,0.0661931668216882,-0.22651877774387025,0.6133294447330974,-0.08980863117591088,-0.2757432564261678,0.20538799036045338,-0.022641275371510863,0.167816488481092,0.05490338072189524,-0.503314206252813,0.027082492137705288,-0.13593292198790768,0.2428618045292029,-0.29492418964870476,0.9554985628546167,-0.183200246142983,-0.5604736755199382,0.5015629182813833,0.37293284649798636,0.21462090428878966,0.02683653625164226,-0.31940475923552847,0.2816633113102236,-0.1315555380254327,0.02486359581580366,0.4836703356444359,7.518231711901361e-05,0.08572183490700848,0.3092765775633318,0.10416110127740197,0.12483439296067668,0.019019528365062013,0.08310352050668783,0.0008865248226950354,0.01805761705529031,False
ALL (mean of creators),streams,2026-03,51,4472,-0.34498916071749974,-0.23722654831100057,0.4961283835219217,-0.061424741629547835,-0.10525125305516599,0.27207722281208335,-0.12852411748588072,0.13693728537332245,-0.10905426873092978,-0.46878367957776496,-0.0629821922995042,-0.02864773209180457,-0.3886822995380684,-0.3256526905587049,0.8185902387700725,-0.12023257211111585,-0.3535525996309749,0.48041177098165155,0.26311290284609634,0.17045622605941377,-0.17069493892141918,-0.22460917182868226,0.1321109188774866,0.37024722916345026,0.025646913747419686,0.5253015352915721,0.001591545709192768,0.09675858814131938,0.28003240580927147,0.11316444459466375,0.1654236693213723,0.013432382584612348,0.09851678556499206,0.0004623884246619416,0.02462450094923897,False
ALL (mean of creators),streams,2026-04,55,5005,-0.21194737455415383,-0.35594921001857655,0.5065526883242776,-0.08981286035159358,-0.22974912399010128,0.31337121176587984,-0.10253548854863095,0.10556626653958158,-0.05748775917323348,-0.42445958036038123,-0.07101724869740535,-0.0838253407839226,-0.1968555925015857,-0.38429686302380855,0.8210915924182189,-0.13123059147199706,-0.4759614670879383,0.47971182591704004,0.3065891904041275,0.14553512626658896,-0.054561069095635385,-0.22323330737663247,0.16007169164924917,0.2332663547285745,0.027856471729646993,0.5126137996876399,0.0011836708430410646,0.08775159157179113,0.28183006784669884,0.08601303598383005,0.13413664812980933,0.015691719829032603,0.09118011234099402,0.0003145576372080432,0.027549353767437713,False
ALL (mean of creators),streams,2026-05,49,4847,-0.14476008798508277,-0.19062540607819922,0.5543765049306584,-0.11600739442197613,-0.2005882949905267,0.3900968087526866,0.020581340227617338,0.07790404143370373,-0.06587497290232978,-0.4492593417899348,-0.09138986622327938,0.02281523008485605,-0.03444249126215744,-0.255826560595958,0.8397575045499666,-0.17164431562282328,-0.4221801055427208,0.5190330136123035,0.39322738333565427,0.18779457108370665,-0.08641419639631323,-0.25327874444236825,0.15397196395369658,0.2720077547768914,0.029934003949774225,0.5026599492632299,0.0014546244029526706,0.09499517832014678,0.29445724729818956,0.08755580792054955,0.14118382039600094,0.011684403609634658,0.09940752025438594,0.0003974107143505574,0.029191495805486144,False
ALL (mean of creators),streams,2026-06,54,5025,-0.06136147416267052,-0.11938567832401056,0.44097612401757935,-0.12819614457487263,-0.1817631260417523,0.4048030280903691,0.023144839919242252,0.044742285469688246,0.07701164371181918,-0.34743092764934563,0.13353905889396683,-0.1129092420091176,0.027278819234594544,-0.16971948679807805,0.717589339319983,-0.2120024261469337,-0.438974413403952,0.6101248135194803,0.41817189493036233,0.10285437650218104,0.04860196383747311,-0.19200325393350928,0.3941974117877465,0.057734109516019254,0.025263273139702266,0.5322629148014955,0.0017306178759779012,0.10632453044062756,0.2784460905239647,0.12018380595616368,0.11883066364298724,0.018203912795419646,0.11008313733848203,0.00026549847338377806,0.02880287766953853,False
ALL (mean of creators),streams,2026-07,54,5102,-0.24006997957986853,-0.2004726841730273,0.41670285342948726,-0.06525819186493195,-0.13854742675226228,0.30905134596463213,0.029967615643930072,0.10830718576999132,-0.007820725723755554,-0.3988623230228435,-0.095854637313636,-0.04346923853461542,-0.14644478519906978,-0.2508557762318358,0.7363412889334963,-0.14222210003669927,-0.38425216022818914,0.5875049816815285,0.3995787698834462,0.2103959655552785,-0.03157027471749863,-0.24292277405706345,0.19868096824137926,0.09221738892744408,0.032840518753436236,0.5159173581742061,0.0001728601484320111,0.10860531708580551,0.3002989455432395,0.11632487044715996,0.11359473671690387,0.013895916525549216,0.09396215724702284,0.00028415731036397107,0.02874736665224363,False
ALL (mean of creators),streams,2026-08,51,4204,-0.15095822943130613,-0.2018976830106125,0.3949961214352422,-0.040453154550007135,-0.22742538737398899,0.34327130364435315,-0.09868709733905878,0.06809659056960712,-0.019421147237958524,-0.34785702103680144,-0.03919395248520728,0.043290590691885296,-0.06773145973687283,-0.2853299435116482,0.6655635018363594,-0.11191748424801136,-0.4477441809559848,0.4780630197683647,0.23594265058332337,0.2337416404158645,-0.010521319805665603,-0.23819671352571992,0.05941411486144668,0.12142031125669822,0.029911524084209534,0.5083751894458803,0.00044563279857397507,0.08905494865196636,0.2614532109585471,0.13882180087211882,0.11508666721277837,0.021041485522671186,0.09778292451831287,0.00024181837183790732,0.029791999346545518,False
ALL (mean of creators),streams,2026-09,26,1679,-0.18216733417841324,-0.14046140534004514,0.8112997468494473,-0.07207098083197148,-0.48969644857082045,0.2954951531744998,0.2149632607788724,0.37698911357390585,0.13304057892824425,-0.38228161382483006,-0.08801239189679379,-0.1229659190405625,0.008153301564262165,-0.22193508282044003,1.2330600740441398,-0.17572751912137718,-0.7952056759434143,0.5533851970335488,0.6805690662740249,0.8153972105340073,0.06472692812184262,-0.1914765130757368,0.14931810534847445,0.060612096789913014,0.013497923220723646,0.4370043662865842,0.0018315018315018315,0.04222660326854781,0.42868066671841704,0.08937728937728937,0.08181512105409634,0.022320509298521488,0.05888640922518072,0.0009179219705535495,0.011984449851240723,True
ALL (mean of creators),videos,2026-01,170,27890,0.08528845289938582,-0.05140668588043902,-0.25031654981019924,-0.029315082697960453,0.28380751847859886,-0.10990193138667685,-0.29753365970251444,-0.0690288186672828,-0.017496956004118974,-0.12493607839993202,-0.1284208731084712,-0.09301642362301102,-0.031665034921402005,0.009167761660326568,-0.20723496772564554,-0.016639272895324846,0.13168291872306537,-0.13992805658696553,-0.011701186289854174,-0.06882092223006923,0.0011347606311503395,0.11033787986324789,-0.0329139424750373,-0.010715639850276631,0.04093093169674704,0.6275469537814068,0.0033796220782118993,0.12866407491245044,0.029258324599143456,0.05204568552198604,0.0903791177034957,0.025285587733434024,0.07860687392683363,0.0007360340447871863,0.06922417228058524,False
ALL (mean of creators),videos,2026-02,169,26227,0.04261016514978326,-0.08018350035261622,-0.24883232810048148,0.0025668660645297076,0.2068430473456984,-0.15133053483517192,-0.32948828318896545,-0.13895251912433798,0.009494405077667424,-0.08786997101892384,-0.12170238586318508,-0.09563433411832394,0.062235127296550195,0.02540826384143888,-0.2256425600548791,0.014929529785214739,0.06833245031136415,-0.08678539534232808,-0.08715791028099168,-0.19004030882539988,0.05581118188432564,0.10893331948524183,0.03943287367883053,-0.15089390736545344,0.035969817154574084,0.617565977588212,0.0025110829947755453,0.13542769446981945,0.028673425563007154,0.05017045446730406,0.0840034273913983,0.030220541942678134,0.07927551161222149,0.000850441194975343,0.06220564468846719,False
ALL (mean of creators),videos,2026-03,180,30168,-0.09876398735073892,-0.03757793773108463,-0.23841233854119395,-0.002167392837929621,0.2598336326446505,-0.1889661399792271,-0.38732210359766134,-0.14593835345688844,-0.04552845482235273,-0.16029579546572373,-0.20300876464427256,-0.13852999567431895,-0.22012850079843252,0.09321898629671674,-0.22067672826453075,0.06851315923583794,0.17511390092646867,-0.2647508282115565,-0.1447278016326548,-0.18579798108386944,-0.02664209115646982,0.1175982173893083,-0.12046652130314113,0.15415171141148734,0.040934835044288485,0.641190094021272,0.0019697192184058047,0.13378326208874236,0.028439063440042947,0.05002380000921179,0.09385303753105932,0.02545837826684113,0.0767711134167712,0.0006336141805238942,0.07458355007649689,False
ALL (mean of creators),videos,2026-04,181,28485,0.054186033845807266,-0.08114387058469172,-0.22790326329879299,0.039300457149553575,0.2423313027174,-0.14862984005378524,-0.35909837467587635,-0.14753323607451543,0.004265281114658601,-0.13026574009792918,-0.15616660169860788,-0.17179249630920074,0.005677677828234083,0.04408432494266936,-0.20801267434161994,0.08250653704651077,0.1330070674933784,-0.17085364280403448,-0.11293604961226328,-0.17793426872471688,0.0554846337836176,0.07207160635497868,-0.0453638717665662,-0.0262790484474911,0.04409491975786359,0.6211054613899141,0.0022033654946457745,0.1365631281064056,0.029182846146528052,0.04924410843411527,0.09442730976613789,0.02885236500083751,0.06965781493171586,0.0005517604818617503,0.07115447270506987,False
ALL (mean of creators),videos,2026-05,184,27771,0.07336916710917697,-0.039626499341730674,-0.21158056209639783,0.015513631273320975,0.24812733522925146,-0.13558224816021175,-0.3330277656819268,-0.10275901356093964,0.014602998478121866,-0.0855902090479495,-0.2084164504099809,-0.11976119484286842,0.10855997775399166,0.05958257954501994,-0.2373787483800589,0.0464863841827606,0.16113144245108613,-0.16496629498474952,-0.11429212922599538,-0.045239183838195904,0.05185058589648039,0.08582181086857553,-0.09649337882926524,-0.05197200972723673,0.04312430163282852,0.6020136958819728,0.0027780997998183704,0.1385690009796038,0.02686835661581508,0.0508997717549956,0.0916596790876315,0.021893240232454248,0.07889698880425744,0.0010221671759441271,0.07415233651086583,False
ALL (mean of creators),videos,2026-06,182,28144,0.1078349437027564,-0.07920395956926865,-0.22659017649018132,-0.0027667299411685783,0.25255012825107837,-0.08880692917319369,-0.38681840125875944,-0.09748244194230492,0.026560721246871824,-0.1614851174856221,-0.17242546402987685,-0.12186838951087454,0.1137979998474007,0.03528502298197088,-0.2409196338108526,0.0341458707221583,0.14098202400615054,-0.1299536665959413,-0.1509107954177416,-0.053960512062863474,0.06317920007672605,0.007459603335674741,-0.07351548921095394,-0.06856092959198296,0.04131825835048672,0.6196132554043264,0.0023825911314044176,0.1378936993535016,0.030823046379987964,0.05164315340774706,0.09035978679379869,0.025737458409039026,0.07858310591481284,0.0013441055438517754,0.07109438834424266,False
ALL (mean of creators),videos,2026-07,180,28771,0.06320453854295836,-0.013994138684737041,-0.25049167928766186,0.008964271819913987,0.23168193612993246,-0.18086079906628483,-0.3093749272178916,-0.08898046123997304,-0.11772204423424686,-0.16485020089137215,-0.205441375035859,-0.1410175413129658,0.10121790142171337,0.08205788526762046,-0.2502575557684529,0.02173556226786303,0.13382844045315004,-0.12796467183229976,-0.09097241353596118,-0.04784403344516602,-0.07833976509901262,0.02346806364329184,-0.06984525126557223,-0.10009122415299125,0.04017282374483538,0.6006155486234587,0.0017481192965298406,0.12712254155788447,0.02681377963515468,0.04597476072500782,0.07649565934126308,0.02188162560408306,0.08186988718044554,0.001567424209448593,0.07451653062846296,False
ALL (mean of creators),videos,2026-08,179,27367,0.04743619460383586,0.04026954502059071,-0.23590064143765233,0.011466970648447414,0.27714422894663193,-0.15272999320222624,-0.37537087481026654,-0.06098671154005571,-0.05105139094081127,-0.13789619669090206,-0.1534169990998193,-0.11768356680038622,0.07507780989092656,0.13302972721441358,-0.26890635532258234,0.027375949944191107,0.1792835636802809,-0.13881197671870593,-0.15412105093879805,-0.013578584222970863,-0.025143304802030097,0.007386236693902918,-0.06039662450375559,-0.12550355266062052,0.042108564707656594,0.6014713980311296,0.0016369128314385687,0.13519650198927063,0.0194189798596959,0.05213187339837186,0.08169507238072299,0.02227481462940618,0.08129526566328853,0.0008454111067339572,0.08138778288039863,False
ALL (mean of creators),videos,2026-09,119,12005,-0.0020446311619150923,0.10524234666163815,-0.22616537049638108,0.12607749369475413,0.15369962669964793,-0.09060728355085113,-0.298879875525465,0.09729987054734213,0.015950301913115535,-0.05982543376726534,-0.18497911373517628,-0.11748996128139869,-0.03523294424428572,0.24506616976476953,-0.22443385514481284,0.15188797018067499,0.0398053182820916,-0.1001274418911443,0.00508293074466217,0.2898145497087926,0.028025501949738425,0.1411559126600546,-0.0952776191183289,-0.04102008480651393,0.046505619188968,0.5958485841750424,0.0010625048515018306,0.1155255295932979,0.022030410210848776,0.032498225230587804,0.07420925650700114,0.027269142579453818,0.08180162973123094,0.0010926386553536946,0.0713571354881217,True
