genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_js,nn2_js,nn3_js,nn4_js,nn5_js
videos,all,@TimcastNews,right,@TimcastIRL,@LiberalHivemind,@TheQuartering,@HasanAbi,@Timcast,right,right,right,left,right,0.36,0.428,0.487,0.488,0.493
videos,all,@TimesNowWorld,neutral,@timesofindia,@JamarlThomas,@BBCNews,@aljazeeraenglish,@AssociatedPress,left,left,neutral,left,neutral,0.403,0.496,0.508,0.52,0.539
videos,all,@TomiLahrenIsFearless,right,@AfterPartyEmily,@MegynKelly,@NewsmaxTV,@TheAdamCarollaShow1,@clayandbuck,right,right,right,right,right,0.603,0.659,0.674,0.676,0.679
videos,all,@TuckerCarlson,neutral,@fightbackpodcast,@KimIversen,@RedactedNews,@TheYoungTurks,@thejimmydoreshow,right,neutral,right,left,neutral,0.579,0.581,0.597,0.612,0.615
videos,all,@USATODAY,neutral,@CBSNews,@NewsNation,@AssociatedPress,@thehill,@nypost,neutral,neutral,neutral,neutral,right,0.312,0.397,0.418,0.419,0.423
videos,all,@UnHerd,left,@TheEconomist,@NovaraMedia,@BBCNews,@RedactedNews,@SkyNews,left,left,neutral,right,left,0.615,0.632,0.668,0.669,0.671
videos,all,@Vaush,left,@TheMajorityReport,@HasanAbi,@TheVaushPit,@TimcastIRL,@SecularTalk,left,left,left,right,left,0.483,0.484,0.484,0.524,0.542
videos,all,@VivaFrei,right,@MegynKelly,@RealAmericasVoice,@NewsmaxTV,@bennyjohnson,@BlazeTV,right,right,right,right,right,0.6,0.607,0.618,0.633,0.636
videos,all,@Vox,left,@TheAtlantic,@TheVaushPit,@morebridgetphetasy,@samharrisorg,@NYTPodcasts,left,left,right,left,left,0.613,0.617,0.618,0.627,0.634
videos,all,@X22Report-y5y,right,@thomhartmann,@AndWeKnowOfficial-o9b,@markets,@BelleRanch,@RedactedNews,left,right,neutral,left,right,0.704,0.708,0.709,0.753,0.762
videos,all,@XAVIAER,right,@MichaelKnowles,@BenShapiro,@CamHigby,@ActualJusticeWarrior,@TheAmalaEkpunobi,right,right,right,right,right,0.67,0.671,0.678,0.678,0.679
videos,all,@Xanderhal,left,@TimcastIRL,@MichaelKnowles,@TheSerfTimes,@MattWalsh,@TheVaushPit,right,right,left,right,left,0.607,0.622,0.623,0.632,0.637
videos,all,@ZeihanonGeopolitics,neutral,@JamarlThomas,@TimesNowWorld,@aljazeeraenglish,@Firstpost,@Reuters,left,neutral,left,neutral,neutral,0.526,0.57,0.596,0.607,0.614
videos,all,@ZubyMusic,right,@morebridgetphetasy,@PragerU,@DarkHorsePod,@JustPearlyThings,@ThePodcastoftheLotusEaters,right,right,right,right,right,0.633,0.633,0.641,0.65,0.661
videos,all,@aaronparnas1,left,@MeidasTouch,@katiephangnews,@briantylercohen,@FarronBalanced,@TheDamageReport,left,left,left,left,left,0.453,0.471,0.475,0.478,0.512
videos,all,@adammockler,left,@JackCocchiarellaShow,@harryjsisson,@thedavidpakmanshow,@LukeBeasley,@FarronBalanced,left,left,left,left,left,0.35,0.353,0.424,0.448,0.502
videos,all,@ajplus,left,@BadEmpanadaLive,@zeteo,@BreakThroughNews,@thegrayzone7996,@DropSiteNews,left,left,left,left,left,0.643,0.688,0.691,0.692,0.706
videos,all,@aljazeeraenglish,left,@BBCNews,@Reuters,@Firstpost,@AssociatedPress,@timesofindia,neutral,neutral,neutral,neutral,left,0.418,0.428,0.429,0.442,0.471
videos,all,@axios,neutral,@Semafor,@TechCrunch,@Forbes,@TheAtlantic,@samharrisorg,neutral,neutral,neutral,left,left,0.61,0.652,0.666,0.717,0.72
videos,all,@bbrettcooper,right,@MichaelKnowles,@SydneyWatson,@theisabelbrown,@BenShapiro,@MattWalsh,right,right,right,right,right,0.608,0.636,0.641,0.641,0.65
videos,all,@bennyjohnson,right,@NewsmaxTV,@RealAmericasVoice,@BlazeTV,@thehill,@FoxNews,right,right,right,neutral,right,0.462,0.478,0.479,0.491,0.507
videos,all,@breakingpoints,left,@TheYoungTurks,@DueDissidence,@thehill,@CNN,@thejimmydoreshow,left,left,neutral,left,neutral,0.403,0.444,0.452,0.457,0.47
videos,all,@briantylercohen,left,@LegalAFMTN,@katiephangnews,@FarronBalanced,@aaronparnas1,@MeidasTouch,left,left,left,left,left,0.452,0.457,0.471,0.475,0.497
videos,all,@bulwarkmedia,left,@msnow,@Politicon,@podsaveamerica,@dollemore,@FarronBalanced,left,left,left,left,left,0.416,0.496,0.513,0.515,0.516
videos,all,@cafedotcom,left,@msnow,@JesseKellyDC,@thomhartmann,@DemocracyDocket,@katiephangnews,left,right,left,left,left,0.656,0.656,0.664,0.678,0.686
videos,all,@chicksonright,right,@GrahamAllen,@BenShapiro,@RubinReport,@AfterPartyEmily,@thejimmydoreshow,right,right,right,right,neutral,0.547,0.615,0.644,0.648,0.653
videos,all,@chinainsights-r2w,neutral,@GeopoliticalEconomyReport,@markets,@JamarlThomas,@Reuters,@TheEconomist,left,neutral,left,neutral,left,0.672,0.737,0.753,0.764,0.77
videos,all,@chriscuomo,left,@OwenReport,@thomhartmann,@TheMajorityReport,@TheYoungTurks,@msnow,left,left,left,left,left,0.578,0.595,0.599,0.604,0.605
videos,all,@clayandbuck,right,@FoxNewsChannelClips,@NewsmaxTV,@oann,@thehill,@RealAmericasVoice,right,right,right,neutral,right,0.407,0.421,0.459,0.466,0.483
videos,all,@deanwithrs,left,@PiscoLitty,@PTLRadioShow,@The_Crucible,@RebelHQ,@destiny,left,left,right,left,left,0.735,0.746,0.857,0.863,0.864
videos,all,@destiny,left,@hutch,@HasanAbi,@destinyhqclips,@DailyDenims,@TheVaushPit,neutral,left,neutral,left,left,0.533,0.558,0.567,0.584,0.59
videos,all,@destinyhqclips,neutral,@destiny,@DestinyDGGClips,@DailyDenims,@hutch,@lonerboxlive,left,right,left,neutral,right,0.567,0.57,0.596,0.637,0.705
videos,all,@dineshdsouza,right,@fightbackpodcast,@PragerU,@newdiscourses,@TuckerCarlson,@EzraKleinShow,right,right,right,neutral,left,0.678,0.693,0.709,0.71,0.71
videos,all,@dollemore,left,@TheDamageReport,@RebelHQ,@FarronBalanced,@SecularTalk,@podsaveamerica,left,left,left,left,left,0.37,0.39,0.392,0.475,0.479
videos,all,@fastpoliticspodcast,left,@FarronBalanced,@TheDailyBeast,@TheDamageReport,@thedavidpakmanshow,@MeidasTouch,left,left,left,left,left,0.533,0.578,0.583,0.585,0.586
videos,all,@fightbackpodcast,right,https://rumble.com/c/TheAlexJonesShowLive,@TuckerCarlson,@KimIversen,@OwenReport,@thejimmydoreshow,right,neutral,neutral,left,neutral,0.529,0.579,0.603,0.612,0.62
videos,all,@franifio,left,@TheMajorityReport,@DueDissidence,@TheYoungTurks,@clayandbuck,@JillianMichaels,left,left,left,right,right,0.54,0.55,0.568,0.577,0.595
videos,all,@glennbeck,right,@BlazeTV,@NewsmaxTV,@RealAmericasVoice,@FoxNewsChannelClips,@FoxNews,right,right,right,right,right,0.45,0.481,0.498,0.515,0.52
videos,all,@harryjsisson,left,@adammockler,@JackCocchiarellaShow,@thedavidpakmanshow,@LukeBeasley,@FarronBalanced,left,left,left,left,left,0.353,0.395,0.439,0.517,0.529
videos,all,@hutch,neutral,@destiny,@DestinyDGGClips,@destinyhqclips,@MikeFromPA,@DailyDenims,left,right,neutral,left,left,0.533,0.559,0.637,0.666,0.666
videos,all,@jimacosta,left,@msnow,@dollemore,@TheDamageReport,@thomhartmann,@FarronBalanced,left,left,left,left,left,0.497,0.512,0.538,0.539,0.539
videos,all,@jlptalk,right,@MattWalsh,@MichaelKnowles,@Tim_Black,@TheAmalaEkpunobi,@ActualJusticeWarrior,right,right,right,right,right,0.612,0.622,0.641,0.642,0.649
videos,all,@joerogan,neutral,@FleccasTalks,@PartOfTheProblem,@TomiLahrenIsFearless,@TheAdamCarollaShow1,@triggerpod,right,right,right,right,right,0.882,0.91,0.911,0.918,0.919
videos,all,@judgingfreedom,left,@JamarlThomas,@timesofindia,@TimesNowWorld,@thegrayzone7996,@ZeihanonGeopolitics,left,left,neutral,left,neutral,0.483,0.592,0.602,0.619,0.626
videos,all,@katiephangnews,left,@LegalAFMTN,@briantylercohen,@GlennKirschner2,@aaronparnas1,@FarronBalanced,left,left,left,left,left,0.408,0.457,0.468,0.471,0.544
videos,all,@laurenchenclips,right,@AfterPartyEmily,@MichaelKnowles,@TheAmalaEkpunobi,@bbrettcooper,@BenShapiro,right,right,right,right,right,0.616,0.634,0.674,0.676,0.676
videos,all,@lizwheeler,right,@BlazeTV,@JillianMichaels,@VivaFrei,@NewsmaxTV,@thejimmydoreshow,right,right,right,right,neutral,0.694,0.716,0.716,0.731,0.732
videos,all,@lonerboxlive,right,@HasanabiClips,@DestinyDGGClips,@HasanReactionsfanTwo,@hutch,@zeteo,left,right,left,neutral,left,0.619,0.666,0.68,0.688,0.69
videos,all,@lovettorleaveitpodcast,left,@dollemore,@AfterPartyEmily,@podsaveamerica,@DueDissidence,@SMN,left,right,left,left,left,0.699,0.7,0.703,0.711,0.713
videos,all,@marclamonthillnetwork,left,@SabbySabs,@Tim_Black,@TheJoyReidShow,@DueDissidence,@zeteo,left,right,left,left,left,0.712,0.722,0.726,0.731,0.749
videos,all,@markets,neutral,@Reuters,@CNN,@Forbes,@CBSNews,@Firstpost,neutral,left,neutral,neutral,neutral,0.445,0.551,0.552,0.555,0.56
videos,all,@marklevinshow,right,@NewsmaxTV,@TheBrianKilmeadeShow,https://rumble.com/c/BannonsWarRoom,@JillianMichaels,@FoxNewsChannelClips,right,right,right,right,right,0.542,0.542,0.565,0.572,0.575
videos,all,@morebridgetphetasy,right,@PragerU,@MattWalsh,@samharrisorg,@Vox,@AndrewKlavan,right,right,left,left,right,0.598,0.605,0.614,0.618,0.629
videos,all,@moreperfectunion,left,@Forbes,@Vox,@LeverNews,@wsj,@Semafor,neutral,left,left,neutral,neutral,0.635,0.764,0.766,0.772,0.778
videos,all,@msnow,left,@thehill,@bulwarkmedia,@CNN,@RealAmericasVoice,@thomhartmann,neutral,left,left,right,left,0.372,0.416,0.419,0.439,0.449
videos,all,@nationalreview,right,@MichaelKnowles,@BenShapiro,@AfterPartyEmily,@BlazeTV,@franifio,right,right,right,right,left,0.591,0.592,0.597,0.621,0.623
videos,all,@newdiscourses,right,@morebridgetphetasy,@PragerU,@AndrewKlavan,@EzraKleinShow,@marklevinshow,right,right,right,left,right,0.656,0.664,0.676,0.696,0.708
videos,all,@newyorker,neutral,@RonPlacone,@nytimes,@AndrewKlavan,@TheAdamCarollaShow1,@marklevinshow,left,left,right,right,right,0.757,0.783,0.788,0.797,0.802
videos,all,@nousnetwork,left,@ANINewsIndia,@OfficialSaharTV,@Firstpost,@winston_marshall,@marklevinshow,neutral,right,neutral,right,right,0.608,0.713,0.745,0.773,0.79
videos,all,@nypost,right,@AssociatedPress,@CBSNews,@USATODAY,@NewsNation,@ABCNews,neutral,neutral,neutral,neutral,neutral,0.314,0.395,0.423,0.451,0.453
videos,all,@nytimes,left,@AssociatedPress,@Reuters,@NYTPodcasts,@nypost,@BBCNews,neutral,neutral,left,right,neutral,0.721,0.733,0.756,0.759,0.759
videos,all,@oann,right,@NewsmaxTV,@FoxNewsChannelClips,@RealAmericasVoice,@CBSNews,@thehill,right,right,right,neutral,neutral,0.354,0.378,0.379,0.393,0.409
videos,all,@podsaveamerica,left,@FarronBalanced,@SecularTalk,@TheDamageReport,@dollemore,@msnow,left,left,left,left,left,0.472,0.475,0.479,0.479,0.487
videos,all,@ponderingpolitics,left,@LukeBeasley,@JackCocchiarellaShow,@adammockler,@thedavidpakmanshow,@MeidasTouch,left,left,left,left,left,0.439,0.505,0.532,0.535,0.538
videos,all,@rolandsmartin,left,@Tim_Black,@TheRealTabithaSpeaks,@BlackConservativePerspective,@TheJoyReidShow,@TheDonLemonShow,right,left,right,left,left,0.538,0.586,0.595,0.604,0.639
videos,all,@samharrisorg,left,@morebridgetphetasy,@EzraKleinShow,@ColemanHughesOfficial,@Vox,@TheAtlantic,right,left,right,left,left,0.614,0.624,0.627,0.627,0.643
videos,all,@thedavidpakmanshow,left,@adammockler,@FarronBalanced,@harryjsisson,@JackCocchiarellaShow,@TheMichaelCohenShow,left,left,left,left,left,0.424,0.438,0.439,0.455,0.477
videos,all,@thegrayzone7996,left,@DropSiteNews,@BreakThroughNews,@aljazeeraenglish,@Forthepeoplepodcast305,@usefulidiots,left,left,left,left,left,0.51,0.555,0.566,0.588,0.591
videos,all,@thehill,neutral,@CBSNews,@msnow,@NewsmaxTV,@oann,@FoxNewsChannelClips,neutral,left,right,right,right,0.368,0.372,0.388,0.409,0.41
videos,all,@theisabelbrown,right,@MichaelKnowles,@bbrettcooper,@MattWalsh,@turningpointusa,@RileyGaines,right,right,right,right,right,0.6,0.641,0.649,0.653,0.658
videos,all,@thejimmydoreshow,neutral,@TheYoungTurks,@DueDissidence,@KimIversen,@SabbySabs,@breakingpoints,left,left,neutral,left,left,0.408,0.418,0.437,0.454,0.47
videos,all,@therationalnational,left,@TheMajorityReport,@SecularTalk,@HasanReactionsfanTwo,@DueDissidence,@podsaveamerica,left,left,left,left,left,0.648,0.666,0.673,0.677,0.681
videos,all,@thewarningwithsteveschmidt,left,@thedavidpakmanshow,@FarronBalanced,@adammockler,@harryjsisson,@TheMichaelCohenShow,left,left,left,left,left,0.528,0.564,0.59,0.599,0.608
videos,all,@thomhartmann,left,@msnow,@CNN,@TheMajorityReport,@SecularTalk,@RealAmericasVoice,left,left,left,left,right,0.449,0.525,0.528,0.528,0.529
videos,all,@timesofindia,left,@TimesNowWorld,@aljazeeraenglish,@AssociatedPress,@Firstpost,@BBCNews,neutral,left,neutral,neutral,neutral,0.403,0.471,0.489,0.497,0.5
videos,all,@triggerpod,right,@60minutes,@ThePodcastoftheLotusEaters,@AndrewKlavan,@winston_marshall,@PragerU,neutral,right,right,right,right,0.665,0.683,0.687,0.687,0.689
videos,all,@turningpointusa,right,@theisabelbrown,@ChadPrather1,@PragerU,@jlptalk,@MichaelKnowles,right,right,right,right,right,0.653,0.675,0.695,0.706,0.729
videos,all,@underthedesknews,left,@franifio,@JillianMichaels,@NYTPodcasts,@RealAmericasVoice,https://rumble.com/c/BannonsWarRoom,left,right,left,right,right,0.704,0.712,0.714,0.722,0.724
videos,all,@usefulidiots,left,@TheYoungTurks,@DueDissidence,@thegrayzone7996,@DropSiteNews,@breakingpoints,left,left,left,left,left,0.574,0.585,0.591,0.592,0.594
videos,all,@wethefifth,neutral,@DueDissidence,@samharrisorg,@breakingpoints,@NewsmaxTV,@KimIversen,left,left,left,right,neutral,0.65,0.664,0.672,0.679,0.682
videos,all,@winston_marshall,right,@ThePodcastoftheLotusEaters,@PragerU,@ZubyMusic,@NovaraMedia,@AndrewKlavan,right,right,right,left,right,0.604,0.666,0.669,0.677,0.678
videos,all,@wsj,neutral,@Reuters,@markets,@Forbes,@BBCNews,@Firstpost,neutral,neutral,neutral,neutral,neutral,0.602,0.624,0.648,0.649,0.654
videos,all,@zeteo,left,@TheYoungTurks,@TheMajorityReport,@DueDissidence,@OwenReport,@DropSiteNews,left,left,left,left,left,0.581,0.605,0.606,0.616,0.62
videos,all,https://rumble.com/c/BannonsWarRoom,right,@oann,@RealAmericasVoice,@NewsmaxTV,@FoxNewsChannelClips,@BlazeTV,right,right,right,right,right,0.462,0.464,0.476,0.502,0.537
videos,all,https://rumble.com/c/GGreenwald,left,@TheYoungTurks,@DueDissidence,@OwenJonesTalks,@thejimmydoreshow,@usefulidiots,left,left,left,neutral,left,0.61,0.619,0.631,0.636,0.641
videos,all,https://rumble.com/c/TheAlexJonesShowLive,right,@fightbackpodcast,@RedactedNews,@thejimmydoreshow,@KimIversen,@OwenReport,right,right,neutral,neutral,left,0.529,0.568,0.59,0.598,0.619
videos,all,https://rumble.com/c/nickjfuentes,right,@TheYoungTurks,@DueDissidence,@thejimmydoreshow,@KimIversen,@SabbySabs,left,left,neutral,neutral,left,0.551,0.554,0.572,0.575,0.578
videos,all,https://rumble.com/c/russellbrand,right,@TimcastIRL,@ThePodcastoftheLotusEaters,@RealDanBongino,@TimcastNews,@AsmonTV,right,right,right,right,right,0.587,0.588,0.597,0.605,0.611
videos,political,@60minutes,neutral,@NYTPodcasts,@ABCNews,@PragerU,@FoxNewsChannelClips,@CBSNews,left,neutral,right,right,neutral,0.625,0.643,0.655,0.658,0.663
videos,political,@ABCNews,neutral,@NBCNews,@CBSNews,@NewsNation,@USATODAY,@AssociatedPress,neutral,neutral,neutral,neutral,neutral,0.355,0.372,0.389,0.441,0.45
videos,political,@ANINewsIndia,neutral,@Firstpost,@nousnetwork,@aljazeeraenglish,@timesofindia,@AssociatedPress,neutral,left,left,left,neutral,0.435,0.597,0.631,0.631,0.634
videos,political,@ActualJusticeWarrior,right,@MattWalsh,@SaltyCracker,@TheOfficerTatum,@BlackConservativePerspective,@MichaelKnowles,right,right,right,right,right,0.529,0.566,0.572,0.586,0.613
videos,political,@AfterPartyEmily,right,@MegynKelly,@BlazeTV,@NewsmaxTV,@clayandbuck,@bennyjohnson,right,right,right,right,right,0.492,0.525,0.525,0.526,0.532
videos,political,@AlexStein99,right,@jlptalk,@TheAdamCarollaShow1,@SaltyCracker,@PragerU,@ActualJusticeWarrior,right,right,right,right,right,0.706,0.708,0.71,0.716,0.721
videos,political,@AndWeKnowOfficial-o9b,right,@X22Report-y5y,@thomhartmann,@PoliticsGirl,https://rumble.com/c/BannonsWarRoom,@JesseKellyDC,right,left,left,right,right,0.701,0.713,0.717,0.721,0.723
videos,political,@AndrewKlavan,right,@BenShapiro,@marklevinshow,@PragerU,@morebridgetphetasy,@MichaelKnowles,right,right,right,right,right,0.593,0.624,0.625,0.631,0.631
videos,political,@AnthonyBrianLogan,right,@ABCNews,@NewsmaxTV,@NBCNews,@NewsNation,@TheOfficerTatum,neutral,right,neutral,neutral,right,0.568,0.595,0.597,0.6,0.61
videos,political,@AsmonTV,right,@TimcastNews,@LiberalHivemind,@TimcastIRL,@HasanAbi,https://rumble.com/c/russellbrand,right,right,right,left,right,0.457,0.467,0.468,0.543,0.547
videos,political,@AssociatedPress,neutral,@nypost,@Reuters,@CBSNews,@BBCNews,@USATODAY,right,neutral,neutral,neutral,neutral,0.329,0.346,0.374,0.39,0.424
videos,political,@BBCNews,neutral,@SkyNews,@AssociatedPress,@Reuters,@aljazeeraenglish,@timesofindia,left,neutral,neutral,left,left,0.278,0.39,0.408,0.413,0.471
videos,political,@BadEmpanadaLive,left,@KimIversen,@thegrayzone7996,@BreakThroughNews,@franifio,@DueDissidence,neutral,left,left,left,left,0.606,0.61,0.62,0.62,0.621
videos,political,@BadFaithPodcast,left,@BadEmpanadaLive,@DueDissidence,@samharrisorg,@zeteo,@nationalreview,left,left,left,left,right,0.664,0.676,0.689,0.698,0.699
videos,political,@BelleRanch,left,@msnow,@thomhartmann,@CNN,@thehill,@oann,left,left,left,neutral,right,0.68,0.685,0.703,0.705,0.712
videos,political,@BenShapiro,right,@MichaelKnowles,@FoxNewsChannelClips,@NewsmaxTV,@JillianMichaels,@RealAmericasVoice,right,right,right,right,right,0.479,0.48,0.483,0.507,0.514
videos,political,@BlackConservativePerspective,right,@RubinReport,@TheOfficerTatum,@ActualJusticeWarrior,@bennyjohnson,@rolandsmartin,right,right,right,right,left,0.55,0.56,0.586,0.589,0.592
videos,political,@BlazeTV,right,@NewsmaxTV,@glennbeck,@RealAmericasVoice,@FoxNewsChannelClips,@bennyjohnson,right,right,right,right,right,0.393,0.44,0.461,0.466,0.472
videos,political,@BreakThroughNews,left,@aljazeeraenglish,@DemocracyNow,@DropSiteNews,@thegrayzone7996,@JamarlThomas,left,left,left,left,left,0.521,0.521,0.55,0.551,0.591
videos,political,@CBSNews,neutral,@NewsNation,@USATODAY,@thehill,@CNN,@oann,neutral,neutral,neutral,left,right,0.289,0.326,0.336,0.35,0.369
videos,political,@CNN,left,@CBSNews,@msnow,@thehill,@FoxNews,@breakingpoints,neutral,left,neutral,right,left,0.35,0.395,0.399,0.429,0.431
videos,political,@CamHigby,right,@XAVIAER,@OfficialSaharTV,@SaltyCracker,@MichaelKnowles,@RealAmericasVoice,right,right,right,right,right,0.671,0.677,0.687,0.691,0.708
videos,political,@CashJordan,right,@DrSteveTurleyTV,@FoxNews,@nypost,@RealAmericasVoice,@CNN,right,right,right,right,left,0.642,0.672,0.704,0.704,0.707
videos,political,@ChadPrather1,right,@PragerU,@BlazeTV,@theisabelbrown,@MichaelKnowles,@AfterPartyEmily,right,right,right,right,right,0.625,0.663,0.664,0.668,0.672
videos,political,@ClipsCandaceOwens,neutral,@GrahamAllen,@thejimmydoreshow,@JacksonHinkleOfficial,@SabbySabs,@HasanAbi,right,neutral,neutral,left,left,0.644,0.652,0.682,0.683,0.688
videos,political,@ClubRandomPodcast,neutral,@TheAdamCarollaShow1,@bbrettcooper,@RubinReport,@MichaelKnowles,@AfterPartyEmily,right,right,right,right,right,0.81,0.818,0.827,0.842,0.847
videos,political,@DailyDenims,left,@TheMajorityReport,@TheVaushPit,@destinyhqclips,@TheSerfTimes,@HasanReactionsfanTwo,left,left,neutral,left,left,0.588,0.598,0.604,0.621,0.622
videos,political,@DannyHaiphongYT,left,@timesofindia,@aljazeeraenglish,@JacksonHinkleOfficial,@GeopoliticalEconomyReport,@BBCNews,left,left,neutral,left,neutral,0.545,0.64,0.659,0.68,0.682
videos,political,@DarkHorsePod,right,@morebridgetphetasy,@ZubyMusic,@fightbackpodcast,@PragerU,@FleccasTalks,right,right,right,right,right,0.659,0.662,0.668,0.681,0.69
videos,political,@DemocracyDocket,left,@katiephangnews,@LegalAFMTN,@RobertGouveiaEsq,@GlennKirschner2,@JesseKellyDC,left,left,right,left,right,0.567,0.597,0.599,0.601,0.616
videos,political,@DemocracyNow,left,@BreakThroughNews,@AssociatedPress,@NYTPodcasts,@CBSNews,@breakingpoints,left,neutral,left,neutral,left,0.521,0.534,0.539,0.542,0.55
videos,political,@DestinyDGGClips,right,@hutch,@DailyDenims,@destinyhqclips,@destiny,@HasanabiClips,neutral,left,neutral,left,left,0.592,0.63,0.632,0.648,0.662
videos,political,@DoubleDownNews,left,@OwenJonesTalks,https://rumble.com/c/GGreenwald,@zeteo,@thegrayzone7996,@usefulidiots,left,left,left,left,left,0.578,0.678,0.688,0.689,0.69
videos,political,@DrSteveTurleyTV,right,@glennbeck,@NewsmaxTV,@RealAmericasVoice,@FoxNews,@bennyjohnson,right,right,right,right,right,0.549,0.554,0.569,0.575,0.577
videos,political,@DropSiteNews,left,@thegrayzone7996,@aljazeeraenglish,@BreakThroughNews,@breakingpoints,@KimIversen,left,left,left,left,neutral,0.5,0.504,0.55,0.579,0.581
videos,political,@DueDissidence,left,@TheYoungTurks,@thejimmydoreshow,@breakingpoints,@SabbySabs,@SecularTalk,left,neutral,left,left,left,0.366,0.412,0.443,0.473,0.487
videos,political,@DylanBurnsLIVE,left,@TimesNowWorld,@timesofindia,@JamarlThomas,@CNN,@ZeihanonGeopolitics,neutral,left,left,left,neutral,0.573,0.617,0.639,0.646,0.646
videos,political,@EzraKleinShow,left,@samharrisorg,@chriscuomo,@marklevinshow,@wethefifth,@Vaush,left,left,right,neutral,left,0.628,0.648,0.66,0.668,0.672
videos,political,@FarronBalanced,left,@TheDamageReport,@dollemore,@thedavidpakmanshow,@MeidasTouch,@JackCocchiarellaShow,left,left,left,left,left,0.387,0.391,0.435,0.443,0.444
videos,political,@Firstpost,neutral,@aljazeeraenglish,@ANINewsIndia,@Reuters,@BBCNews,@AssociatedPress,left,neutral,neutral,neutral,neutral,0.431,0.435,0.441,0.474,0.488
videos,political,@FleccasTalks,right,@TimcastIRL,@ThePodcastoftheLotusEaters,@SaltyCracker,@TimcastNews,@TheQuartering,right,right,right,right,right,0.632,0.646,0.652,0.654,0.654
videos,political,@Forbes,neutral,@markets,@Reuters,@Semafor,@TechCrunch,@NYTPodcasts,neutral,neutral,neutral,neutral,left,0.554,0.607,0.625,0.63,0.635
videos,political,@Forthepeoplepodcast305,left,@KimIversen,@TheYoungTurks,@thejimmydoreshow,@breakingpoints,@thegrayzone7996,neutral,left,neutral,left,left,0.529,0.572,0.572,0.582,0.589
videos,political,@FoxNews,right,@FoxNewsChannelClips,@NewsmaxTV,@NewsNation,@thehill,@CBSNews,right,right,neutral,neutral,neutral,0.355,0.372,0.386,0.402,0.405
videos,political,@FoxNewsChannelClips,right,@NewsmaxTV,@NewsNation,@FoxNews,@oann,@CBSNews,right,neutral,right,right,neutral,0.293,0.328,0.355,0.368,0.375
videos,political,@FreshFitMiami,right,@JustPearlyThings,@ZubyMusic,@MyronGainesX,@bbrettcooper,@TheAmalaEkpunobi,right,right,right,right,right,0.569,0.689,0.697,0.788,0.817
videos,political,@GeopoliticalEconomyReport,left,@JamarlThomas,@TheEconomist,@markets,@ZeihanonGeopolitics,@BreakThroughNews,left,left,neutral,neutral,left,0.58,0.622,0.626,0.628,0.643
videos,political,@GlennKirschner2,left,@LegalAFMTN,@katiephangnews,@briantylercohen,@LegalEagle,@DemocracyDocket,left,left,left,left,left,0.432,0.463,0.516,0.579,0.601
videos,political,@GrahamAllen,right,@chicksonright,@thejimmydoreshow,@TheOfficerTatum,@ClipsCandaceOwens,@RealAmericasVoice,right,neutral,right,neutral,right,0.539,0.641,0.644,0.644,0.649
videos,political,@HangOutwithSeanHannity,right,@FoxNewsChannelClips,@MegynKelly,@NewsmaxTV,@clayandbuck,@NewsNation,right,right,right,right,neutral,0.634,0.659,0.664,0.675,0.68
videos,political,@HasanAbi,left,@TimcastIRL,@Vaush,@TimcastNews,@LiberalHivemind,@TheVaushPit,right,left,right,right,left,0.453,0.467,0.469,0.473,0.497
videos,political,@HasanAbiVODs3,left,@Vaush,@Vox,@Timcast,@HasanReactionsfanTwo,@PoliticsGirl,left,left,right,left,left,0.95,0.95,0.953,0.955,0.957
videos,political,@HasanReactionsfanTwo,left,@SecularTalk,@TheMajorityReport,@podsaveamerica,@TheHumanistReport,@Vaush,left,left,left,left,left,0.513,0.533,0.56,0.56,0.575
videos,political,@HasanabiClips,left,@lonerboxlive,@HasanReactionsfanTwo,@DestinyDGGClips,@TheYoungTurks,@DailyDenims,right,left,right,left,left,0.595,0.61,0.662,0.696,0.697
videos,political,@JackCocchiarellaShow,left,@adammockler,@harryjsisson,@FarronBalanced,@thedavidpakmanshow,@LukeBeasley,left,left,left,left,left,0.346,0.392,0.444,0.449,0.47
videos,political,@JacksonHinkleOfficial,neutral,@timesofindia,@JamarlThomas,https://rumble.com/c/nickjfuentes,@SabbySabs,@DannyHaiphongYT,left,left,right,left,left,0.605,0.645,0.659,0.659,0.659
videos,political,@JamarlThomas,left,@TimesNowWorld,@judgingfreedom,@ZeihanonGeopolitics,@timesofindia,@aljazeeraenglish,neutral,left,neutral,left,left,0.472,0.478,0.513,0.515,0.55
videos,political,@JesseKellyDC,right,@NewsmaxTV,@RobertGouveiaEsq,@BlazeTV,@RealAmericasVoice,@FoxNewsChannelClips,right,right,right,right,right,0.583,0.586,0.594,0.599,0.607
videos,political,@JillianMichaels,right,@NewsmaxTV,@RealAmericasVoice,@FoxNewsChannelClips,@BenShapiro,@BlazeTV,right,right,right,right,right,0.476,0.496,0.501,0.507,0.512
videos,political,@JustPearlyThings,right,@FreshFitMiami,@bbrettcooper,@ZubyMusic,@MyronGainesX,@jlptalk,right,right,right,right,right,0.569,0.652,0.656,0.658,0.664
videos,political,@KimIversen,neutral,@thejimmydoreshow,@TheYoungTurks,@RedactedNews,@breakingpoints,@DueDissidence,neutral,left,right,left,left,0.43,0.48,0.483,0.487,0.497
