genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_js,nn2_js,nn3_js,nn4_js,nn5_js
streams,all,@DannyHaiphongYT,left,@JacksonHinkleOfficial,@JamarlThomas,@Firstpost,@TimesNowWorld,@RedactedNews,neutral,left,neutral,neutral,right,0.524,0.557,0.63,0.691,0.702
streams,all,@DueDissidence,left,@NickCruseRBN,@TheYoungTurks,@TheMajorityReport,@SabbySabs,@thejimmydoreshow,left,left,left,left,neutral,0.607,0.645,0.658,0.68,0.683
streams,all,@FarronBalanced,left,@deanwithrs,@LukeBeasley,@MeidasTouch,@bulwarkmedia,@TheDonLemonShow,left,left,left,left,left,0.518,0.563,0.697,0.709,0.719
streams,all,@Firstpost,neutral,@TimesNowWorld,@timesofindia,@Reuters,@SkyNews,@AssociatedPress,neutral,left,neutral,left,neutral,0.411,0.511,0.52,0.544,0.553
streams,all,@FoxNews,right,@USATODAY,@msnow,@CBSNews,@thehill,@oann,neutral,left,neutral,neutral,right,0.378,0.42,0.425,0.434,0.504
streams,all,@FreshFitMiami,right,@JustPearlyThings,@MyronGainesX,@ModernDayDebate,@TheOfficerTatum,@NewsmaxTV,right,right,left,right,right,0.708,0.736,0.83,0.845,0.868
streams,all,@JacksonHinkleOfficial,neutral,@DannyHaiphongYT,@JamarlThomas,@Firstpost,@TheYoungTurks,@TimesNowWorld,left,left,neutral,left,neutral,0.524,0.704,0.742,0.744,0.765
streams,all,@JamarlThomas,left,@DannyHaiphongYT,@judgingfreedom,@RedactedNews,@NickCruseRBN,@TimesNowWorld,left,left,right,left,neutral,0.557,0.592,0.595,0.604,0.623
streams,all,@JustPearlyThings,right,@FreshFitMiami,@MyronGainesX,@ModernDayDebate,@marclamonthillnetwork,@rolandsmartin,right,right,left,left,left,0.708,0.757,0.789,0.822,0.824
streams,all,@LIVESNEAKO,neutral,@TheJoyReidShow,@underthedesknews,@marclamonthillnetwork,@franifio,@Reuters,left,left,left,left,neutral,0.805,0.821,0.828,0.829,0.846
streams,all,@LukeBeasley,left,@deanwithrs,@FarronBalanced,@bulwarkmedia,@TheDamageReport,@MeidasTouch,left,left,left,left,left,0.542,0.563,0.736,0.761,0.765
streams,all,@MLChristiansen,right,@MyronGainesX,@DueDissidence,@RealAmericasVoice,@TimcastIRL,@TheMajorityReport,right,left,right,right,left,0.685,0.694,0.704,0.716,0.718
streams,all,@MeidasTouch,left,@deanwithrs,@jimacosta,@bulwarkmedia,@FarronBalanced,@PTLRadioShow,left,left,left,left,left,0.64,0.65,0.69,0.697,0.701
streams,all,@ModernDayDebate,left,@ChadPrather1,@JustPearlyThings,@MyronGainesX,@jlptalk,@FreshFitMiami,right,right,right,right,right,0.729,0.789,0.825,0.828,0.83
streams,all,@MyronGainesX,right,@RealAmericasVoice,@MLChristiansen,@DueDissidence,@chicksonright,@NickCruseRBN,right,right,left,right,left,0.683,0.685,0.687,0.7,0.709
streams,all,@NBCNews,neutral,@oann,@FoxNews,@USATODAY,@thehill,@msnow,right,right,neutral,neutral,left,0.598,0.6,0.602,0.608,0.615
streams,all,@NewsNation,neutral,@FoxNews,@CBSNews,@USATODAY,@thehill,@msnow,right,neutral,neutral,neutral,left,0.529,0.54,0.573,0.586,0.611
streams,all,@NewsmaxTV,right,@RealAmericasVoice,@TimcastIRL,@NewsNation,@glennbeck,@TheJoyReidShow,right,right,neutral,right,left,0.521,0.665,0.667,0.683,0.692
streams,all,@NickCruseRBN,left,@JamarlThomas,@DueDissidence,@TheMajorityReport,@RedactedNews,@judgingfreedom,left,left,left,right,left,0.604,0.607,0.633,0.654,0.668
streams,all,@OwenReport,left,@TheYoungTurks,@bulwarkmedia,@RedactedNews,@PTLRadioShow,@PBDPodcast,left,left,right,left,right,0.646,0.668,0.671,0.674,0.675
streams,all,@PBDPodcast,right,@RealAmericasVoice,@OwenReport,@timesofindia,@TheMajorityReport,@TimcastIRL,right,left,left,left,right,0.668,0.675,0.677,0.678,0.693
streams,all,@PTLRadioShow,left,@timesofindia,@bulwarkmedia,@OwenReport,@TheDonLemonShow,@deanwithrs,left,left,left,left,left,0.574,0.583,0.674,0.674,0.68
streams,all,@PhillipScottPodcast,right,@rolandsmartin,@marclamonthillnetwork,@JustPearlyThings,@TheOfficerTatum,@TheJoyReidShow,left,left,right,right,left,0.708,0.754,0.825,0.844,0.858
streams,all,@RSBN,right,@oann,@msnow,@FoxNews,@ABCNews,@thehill,right,left,right,neutral,neutral,0.478,0.582,0.591,0.593,0.595
streams,all,@RealAmericasVoice,right,@NewsmaxTV,@timesofindia,@NewsNation,@TheMajorityReport,@RobertGouveiaEsq,right,left,neutral,left,right,0.521,0.602,0.627,0.653,0.655
streams,all,@RebelNewsOnline,right,@TheSerfTimes,@NewsmaxTV,@RealAmericasVoice,@SkyNews,@Reuters,left,right,right,left,neutral,0.783,0.863,0.867,0.872,0.883
streams,all,@RedactedNews,right,@JamarlThomas,@NickCruseRBN,@TimesNowWorld,@OwenReport,@judgingfreedom,left,left,neutral,left,left,0.595,0.654,0.654,0.671,0.672
streams,all,@RekietaLaw,right,@TheOfficerTatum,@MLChristiansen,@MyronGainesX,@TimcastIRL,@RobertGouveiaEsq,right,right,right,right,right,0.737,0.767,0.804,0.806,0.807
streams,all,@Reuters,neutral,@AssociatedPress,@TimesNowWorld,@SkyNews,@Firstpost,@USATODAY,neutral,neutral,left,neutral,neutral,0.321,0.462,0.5,0.52,0.551
streams,all,@RobertGouveiaEsq,right,@bennyjohnson,@TimcastIRL,@RealAmericasVoice,@jimacosta,@NewsmaxTV,right,right,right,left,right,0.644,0.652,0.655,0.691,0.708
streams,all,@RubinReport,right,@bennyjohnson,@PBDPodcast,@TimcastIRL,@PTLRadioShow,@NewsmaxTV,right,right,right,left,right,0.759,0.779,0.783,0.787,0.788
streams,all,@SabbySabs,left,@Xanderhal,@DueDissidence,@chicksonright,@MyronGainesX,@MLChristiansen,left,left,right,right,right,0.633,0.68,0.698,0.769,0.771
streams,all,@SkyNews,left,@TimesNowWorld,@Reuters,@Firstpost,@AssociatedPress,@timesofindia,neutral,neutral,neutral,neutral,left,0.499,0.5,0.544,0.568,0.592
streams,all,@StatusCoup,left,@CamHigby,@TheMajorityReport,@MeidasTouch,@MLChristiansen,@PTLRadioShow,right,left,left,right,left,0.673,0.746,0.748,0.767,0.783
streams,all,@TheDamageReport,left,@bulwarkmedia,@FarronBalanced,@timesofindia,@RealAmericasVoice,@TheMajorityReport,left,left,left,right,left,0.709,0.72,0.73,0.737,0.738
streams,all,@TheDonLemonShow,left,@TheJoyReidShow,@bulwarkmedia,@PTLRadioShow,@deanwithrs,@TheOfficerTatum,left,left,left,left,right,0.617,0.664,0.674,0.678,0.695
streams,all,@TheJoyReidShow,left,@TheDonLemonShow,@NewsmaxTV,@underthedesknews,@RealAmericasVoice,@rolandsmartin,left,right,left,right,left,0.617,0.692,0.698,0.702,0.705
streams,all,@TheMajorityReport,left,@NickCruseRBN,@RealAmericasVoice,@DueDissidence,@TheYoungTurks,@PBDPodcast,left,right,left,left,right,0.633,0.653,0.658,0.661,0.678
streams,all,@TheOfficerTatum,right,@TheDonLemonShow,@TimcastIRL,@RealAmericasVoice,@RekietaLaw,@rolandsmartin,left,right,right,right,left,0.695,0.708,0.736,0.737,0.741
streams,all,@ThePodcastoftheLotusEaters,right,@SkyNews,@TimesNowWorld,@Firstpost,@Reuters,@RedactedNews,left,neutral,neutral,neutral,right,0.626,0.79,0.82,0.822,0.828
streams,all,@TheSerfTimes,left,@MyronGainesX,@chicksonright,@RebelNewsOnline,@DueDissidence,@MLChristiansen,right,right,right,left,right,0.773,0.773,0.783,0.785,0.796
streams,all,@TheYoungTurks,left,@DueDissidence,@OwenReport,@thejimmydoreshow,@TheMajorityReport,@timesofindia,left,left,neutral,left,left,0.645,0.646,0.65,0.661,0.67
streams,all,@TimcastIRL,right,@bennyjohnson,@RobertGouveiaEsq,@RealAmericasVoice,@NewsmaxTV,@PBDPodcast,right,right,right,right,right,0.605,0.652,0.66,0.665,0.693
streams,all,@TimesNowWorld,neutral,@Firstpost,@timesofindia,@Reuters,@SkyNews,@AssociatedPress,neutral,left,neutral,left,neutral,0.411,0.453,0.462,0.499,0.52
streams,all,@USATODAY,neutral,@FoxNews,@CBSNews,@AssociatedPress,@msnow,@thehill,right,neutral,neutral,left,neutral,0.378,0.452,0.467,0.482,0.498
streams,all,@Xanderhal,left,@SabbySabs,@MyronGainesX,@chicksonright,@DueDissidence,@MLChristiansen,left,right,right,left,right,0.633,0.74,0.747,0.759,0.768
streams,all,@bennyjohnson,right,@TimcastIRL,@RobertGouveiaEsq,@RealAmericasVoice,@timesofindia,@NewsmaxTV,right,right,right,left,right,0.605,0.644,0.66,0.676,0.693
streams,all,@bulwarkmedia,left,@PTLRadioShow,@timesofindia,@jimacosta,@TheDonLemonShow,@OwenReport,left,left,left,left,left,0.583,0.642,0.654,0.664,0.668
streams,all,@chicksonright,right,@SabbySabs,@MyronGainesX,@DueDissidence,@Xanderhal,@MLChristiansen,left,right,left,left,right,0.698,0.7,0.735,0.747,0.749
streams,all,@deanwithrs,left,@FarronBalanced,@LukeBeasley,@MeidasTouch,@bulwarkmedia,@TheDonLemonShow,left,left,left,left,left,0.518,0.542,0.64,0.678,0.678
streams,all,@franifio,left,@TheMajorityReport,@NewsmaxTV,@RealAmericasVoice,@thewarningwithsteveschmidt,@underthedesknews,left,right,right,left,left,0.738,0.753,0.781,0.783,0.794
streams,all,@glennbeck,right,@RealAmericasVoice,@NewsmaxTV,@bennyjohnson,@PBDPodcast,@OwenReport,right,right,right,right,left,0.667,0.683,0.733,0.741,0.756
streams,all,@hutch,neutral,@franifio,@TheSerfTimes,@TheMajorityReport,@NewsmaxTV,@TheYoungTurks,left,left,left,right,left,0.856,0.856,0.868,0.876,0.888
streams,all,@jimacosta,left,@MeidasTouch,@bulwarkmedia,@RealAmericasVoice,@RobertGouveiaEsq,@PTLRadioShow,left,left,right,right,left,0.65,0.654,0.665,0.691,0.691
streams,all,@jlptalk,right,@ChadPrather1,@rolandsmartin,@underthedesknews,@marclamonthillnetwork,@TheJoyReidShow,right,left,left,left,left,0.69,0.794,0.797,0.816,0.823
streams,all,@judgingfreedom,left,@JamarlThomas,@NickCruseRBN,@RedactedNews,@TheYoungTurks,@thejimmydoreshow,left,left,right,left,neutral,0.592,0.668,0.672,0.681,0.709
streams,all,@lizwheeler,right,@TimcastIRL,@bennyjohnson,@TheOfficerTatum,@PBDPodcast,@NewsmaxTV,right,right,right,right,right,0.717,0.731,0.764,0.766,0.774
streams,all,@marclamonthillnetwork,left,@rolandsmartin,@DueDissidence,@TheMajorityReport,@TheJoyReidShow,@PhillipScottPodcast,left,left,left,left,right,0.644,0.718,0.743,0.751,0.754
streams,all,@markets,neutral,@TimesNowWorld,@Firstpost,@timesofindia,@JamarlThomas,@Reuters,neutral,neutral,left,left,neutral,0.724,0.733,0.765,0.768,0.77
streams,all,@msnow,left,@FoxNews,@thehill,@USATODAY,@CBSNews,@oann,right,neutral,neutral,neutral,right,0.42,0.453,0.482,0.522,0.538
streams,all,@nypost,right,@USATODAY,@FoxNews,@msnow,@oann,@AssociatedPress,neutral,right,left,right,neutral,0.53,0.584,0.601,0.609,0.624
streams,all,@oann,right,@RSBN,@FoxNews,@thehill,@msnow,@USATODAY,right,right,neutral,left,neutral,0.478,0.504,0.505,0.538,0.576
streams,all,@rolandsmartin,left,@marclamonthillnetwork,@TheJoyReidShow,@PhillipScottPodcast,@RealAmericasVoice,@NewsmaxTV,left,left,right,right,right,0.644,0.705,0.708,0.716,0.737
streams,all,@thehill,neutral,@FoxNews,@msnow,@USATODAY,@oann,@CBSNews,right,left,neutral,right,neutral,0.434,0.453,0.498,0.505,0.529
streams,all,@thejimmydoreshow,neutral,@TheYoungTurks,@DueDissidence,@PBDPodcast,@judgingfreedom,@timesofindia,left,left,right,left,left,0.65,0.683,0.706,0.709,0.713
streams,all,@thewarningwithsteveschmidt,left,@TheJoyReidShow,@TheMajorityReport,@franifio,@RealAmericasVoice,@jimacosta,left,left,left,right,left,0.777,0.778,0.783,0.787,0.796
streams,all,@timesofindia,left,@TimesNowWorld,@Firstpost,@FoxNews,@AssociatedPress,@Reuters,neutral,neutral,right,neutral,neutral,0.453,0.511,0.517,0.553,0.561
streams,all,@underthedesknews,left,@TheJoyReidShow,@RealAmericasVoice,@DueDissidence,@NewsmaxTV,@AfterPartyEmily,left,right,left,right,right,0.698,0.71,0.733,0.734,0.769
streams,political,@ABCNews,neutral,@RSBN,@FoxNews,@NBCNews,@oann,@msnow,right,right,neutral,right,left,0.589,0.631,0.632,0.644,0.644
streams,political,@ANINewsIndia,neutral,@Firstpost,@Reuters,@AssociatedPress,@TimesNowWorld,@timesofindia,neutral,neutral,neutral,neutral,left,0.587,0.716,0.72,0.724,0.762
streams,political,@AfterPartyEmily,right,@chicksonright,@underthedesknews,@Xanderhal,@DueDissidence,@TheMajorityReport,right,left,left,left,left,0.748,0.76,0.765,0.771,0.794
streams,political,@AssociatedPress,neutral,@Reuters,@USATODAY,@TimesNowWorld,@timesofindia,@FoxNews,neutral,neutral,neutral,left,right,0.325,0.471,0.527,0.54,0.542
streams,political,@BreakThroughNews,left,@timesofindia,@JamarlThomas,@TheMajorityReport,@NickCruseRBN,@RedactedNews,left,left,left,left,right,0.718,0.719,0.725,0.728,0.73
streams,political,@CBSNews,neutral,@FoxNews,@USATODAY,@msnow,@thehill,@NBCNews,right,neutral,left,neutral,neutral,0.42,0.456,0.506,0.511,0.539
streams,political,@CNN,left,@thehill,@FoxNews,@msnow,@oann,@USATODAY,neutral,right,left,right,neutral,0.58,0.617,0.624,0.625,0.627
streams,political,@CamHigby,right,@StatusCoup,@TheMajorityReport,@MLChristiansen,@BreakThroughNews,@TheOfficerTatum,left,left,right,left,right,0.672,0.758,0.762,0.809,0.818
streams,political,@ChadPrather1,right,@ModernDayDebate,@jlptalk,@underthedesknews,@JustPearlyThings,@TheJoyReidShow,left,right,left,right,left,0.687,0.716,0.823,0.858,0.871
streams,political,@DannyHaiphongYT,left,@JacksonHinkleOfficial,@JamarlThomas,@Firstpost,@TimesNowWorld,@RedactedNews,neutral,left,neutral,neutral,right,0.524,0.549,0.611,0.677,0.695
streams,political,@DueDissidence,left,@NickCruseRBN,@TheYoungTurks,@TheMajorityReport,@SabbySabs,@thejimmydoreshow,left,left,left,left,neutral,0.602,0.638,0.653,0.677,0.68
streams,political,@FarronBalanced,left,@deanwithrs,@LukeBeasley,@TheDonLemonShow,@MeidasTouch,@bulwarkmedia,left,left,left,left,left,0.516,0.563,0.679,0.696,0.708
streams,political,@Firstpost,neutral,@TimesNowWorld,@timesofindia,@Reuters,@SkyNews,@AssociatedPress,neutral,left,neutral,left,neutral,0.421,0.509,0.533,0.56,0.563
streams,political,@FoxNews,right,@USATODAY,@msnow,@CBSNews,@thehill,@NBCNews,neutral,left,neutral,neutral,neutral,0.378,0.415,0.42,0.429,0.481
streams,political,@FreshFitMiami,right,@JustPearlyThings,@MyronGainesX,@ModernDayDebate,@TheOfficerTatum,@jlptalk,right,right,left,right,right,0.679,0.725,0.815,0.839,0.848
streams,political,@JacksonHinkleOfficial,neutral,@DannyHaiphongYT,@JamarlThomas,@Firstpost,@TheYoungTurks,@TimesNowWorld,left,left,neutral,left,neutral,0.524,0.7,0.73,0.741,0.755
streams,political,@JamarlThomas,left,@DannyHaiphongYT,@RedactedNews,@judgingfreedom,@NickCruseRBN,@TimesNowWorld,left,right,left,left,neutral,0.549,0.578,0.584,0.595,0.6
streams,political,@JustPearlyThings,right,@FreshFitMiami,@MyronGainesX,@jlptalk,@ModernDayDebate,@PhillipScottPodcast,right,right,right,left,right,0.679,0.75,0.767,0.768,0.817
streams,political,@LIVESNEAKO,neutral,@TheJoyReidShow,@underthedesknews,@marclamonthillnetwork,@franifio,@Reuters,left,left,left,left,neutral,0.815,0.826,0.829,0.831,0.839
streams,political,@LukeBeasley,left,@deanwithrs,@FarronBalanced,@bulwarkmedia,@TheDonLemonShow,@TheDamageReport,left,left,left,left,left,0.541,0.563,0.735,0.745,0.761
streams,political,@MLChristiansen,right,@MyronGainesX,@DueDissidence,@RealAmericasVoice,@TimcastIRL,@TheMajorityReport,right,left,right,right,left,0.683,0.692,0.702,0.714,0.716
streams,political,@MeidasTouch,left,@deanwithrs,@jimacosta,@TheDonLemonShow,@bulwarkmedia,@FarronBalanced,left,left,left,left,left,0.638,0.649,0.676,0.688,0.696
streams,political,@ModernDayDebate,left,@jlptalk,@ChadPrather1,@JustPearlyThings,@FreshFitMiami,@MyronGainesX,right,right,right,right,right,0.685,0.687,0.768,0.815,0.822
streams,political,@MyronGainesX,right,@RealAmericasVoice,@DueDissidence,@MLChristiansen,@chicksonright,@NickCruseRBN,right,left,right,right,left,0.679,0.683,0.683,0.696,0.705
streams,political,@NBCNews,neutral,@oann,@USATODAY,@FoxNews,@thehill,@msnow,right,neutral,right,neutral,left,0.436,0.471,0.481,0.485,0.498
streams,political,@NewsNation,neutral,@FoxNews,@CBSNews,@USATODAY,@thehill,@timesofindia,right,neutral,neutral,neutral,left,0.532,0.56,0.577,0.59,0.608
streams,political,@NewsmaxTV,right,@RealAmericasVoice,@TimcastIRL,@NewsNation,@glennbeck,@bennyjohnson,right,right,neutral,right,right,0.515,0.657,0.657,0.673,0.688
streams,political,@NickCruseRBN,left,@JamarlThomas,@DueDissidence,@TheMajorityReport,@RedactedNews,@judgingfreedom,left,left,left,right,left,0.595,0.602,0.634,0.643,0.669
streams,political,@OwenReport,left,@TheYoungTurks,@bulwarkmedia,@RedactedNews,@PTLRadioShow,@PBDPodcast,left,left,right,left,right,0.639,0.665,0.668,0.67,0.671
streams,political,@PBDPodcast,right,@RealAmericasVoice,@timesofindia,@OwenReport,@TheMajorityReport,@TimcastIRL,right,left,left,left,right,0.665,0.67,0.671,0.679,0.69
streams,political,@PTLRadioShow,left,@timesofindia,@bulwarkmedia,@TheDonLemonShow,@OwenReport,@FoxNews,left,left,left,left,right,0.565,0.583,0.639,0.67,0.675
streams,political,@PhillipScottPodcast,right,@rolandsmartin,@marclamonthillnetwork,@jlptalk,@JustPearlyThings,@TheOfficerTatum,left,left,right,right,right,0.69,0.739,0.784,0.817,0.824
streams,political,@RSBN,right,@oann,@NBCNews,@msnow,@FoxNews,@ABCNews,right,neutral,left,right,neutral,0.475,0.523,0.579,0.583,0.589
streams,political,@RealAmericasVoice,right,@NewsmaxTV,@timesofindia,@NewsNation,@TheMajorityReport,@RobertGouveiaEsq,right,left,neutral,left,right,0.515,0.599,0.612,0.65,0.653
streams,political,@RebelNewsOnline,right,@TheSerfTimes,@NewsmaxTV,@RealAmericasVoice,@SkyNews,@Reuters,left,right,right,left,neutral,0.776,0.86,0.867,0.869,0.879
streams,political,@RedactedNews,right,@JamarlThomas,@NickCruseRBN,@TimesNowWorld,@judgingfreedom,@OwenReport,left,left,neutral,left,left,0.578,0.643,0.655,0.663,0.668
streams,political,@RekietaLaw,right,@TheOfficerTatum,@MLChristiansen,@TimcastIRL,@CBSNews,@TheDonLemonShow,right,right,right,neutral,left,0.708,0.761,0.8,0.8,0.803
streams,political,@Reuters,neutral,@AssociatedPress,@TimesNowWorld,@SkyNews,@Firstpost,@timesofindia,neutral,neutral,left,neutral,left,0.325,0.472,0.527,0.533,0.554
streams,political,@RobertGouveiaEsq,right,@bennyjohnson,@TimcastIRL,@RealAmericasVoice,@jimacosta,@NewsmaxTV,right,right,right,left,right,0.641,0.648,0.653,0.687,0.706
streams,political,@RubinReport,right,@bennyjohnson,@PBDPodcast,@TimcastIRL,@NewsmaxTV,@PTLRadioShow,right,right,right,right,left,0.759,0.777,0.782,0.784,0.786
streams,political,@SabbySabs,left,@Xanderhal,@DueDissidence,@chicksonright,@MyronGainesX,@MLChristiansen,left,left,right,right,right,0.616,0.677,0.696,0.767,0.771
streams,political,@SkyNews,left,@TimesNowWorld,@Reuters,@Firstpost,@AssociatedPress,@timesofindia,neutral,neutral,neutral,neutral,left,0.513,0.527,0.56,0.591,0.591
streams,political,@StatusCoup,left,@CamHigby,@TheMajorityReport,@MeidasTouch,@MLChristiansen,@PTLRadioShow,right,left,left,right,left,0.672,0.744,0.746,0.767,0.781
streams,political,@TheDamageReport,left,@bulwarkmedia,@TheDonLemonShow,@FarronBalanced,@timesofindia,@RealAmericasVoice,left,left,left,left,right,0.709,0.711,0.72,0.725,0.735
streams,political,@TheDonLemonShow,left,@TheJoyReidShow,@bulwarkmedia,@deanwithrs,@PTLRadioShow,@jimacosta,left,left,left,left,left,0.602,0.624,0.636,0.639,0.676
streams,political,@TheJoyReidShow,left,@TheDonLemonShow,@NewsmaxTV,@underthedesknews,@RealAmericasVoice,@jimacosta,left,right,left,right,left,0.602,0.688,0.691,0.693,0.707
streams,political,@TheMajorityReport,left,@NickCruseRBN,@RealAmericasVoice,@DueDissidence,@TheYoungTurks,@PBDPodcast,left,right,left,left,right,0.634,0.65,0.653,0.654,0.679
streams,political,@TheOfficerTatum,right,@TimcastIRL,@RekietaLaw,@RealAmericasVoice,@lizwheeler,@NewsmaxTV,right,right,right,right,right,0.671,0.708,0.713,0.735,0.737
streams,political,@ThePodcastoftheLotusEaters,right,@SkyNews,@TimesNowWorld,@Reuters,@Firstpost,@timesofindia,left,neutral,neutral,neutral,left,0.613,0.792,0.823,0.825,0.828
streams,political,@TheSerfTimes,left,@chicksonright,@RebelNewsOnline,@MyronGainesX,@DueDissidence,@MLChristiansen,right,right,right,left,right,0.766,0.776,0.776,0.779,0.791
streams,political,@TheYoungTurks,left,@DueDissidence,@OwenReport,@thejimmydoreshow,@TheMajorityReport,@timesofindia,left,left,neutral,left,left,0.638,0.639,0.644,0.654,0.66
streams,political,@TimcastIRL,right,@bennyjohnson,@RobertGouveiaEsq,@RealAmericasVoice,@NewsmaxTV,@TheOfficerTatum,right,right,right,right,right,0.603,0.648,0.656,0.657,0.671
streams,political,@TimesNowWorld,neutral,@Firstpost,@timesofindia,@Reuters,@SkyNews,@AssociatedPress,neutral,left,neutral,left,neutral,0.421,0.452,0.472,0.513,0.527
streams,political,@USATODAY,neutral,@FoxNews,@CBSNews,@msnow,@AssociatedPress,@NBCNews,right,neutral,left,neutral,neutral,0.378,0.456,0.466,0.471,0.471
streams,political,@Xanderhal,left,@SabbySabs,@chicksonright,@MyronGainesX,@DueDissidence,@MLChristiansen,left,right,right,left,right,0.616,0.737,0.737,0.749,0.76
streams,political,@bennyjohnson,right,@TimcastIRL,@RobertGouveiaEsq,@RealAmericasVoice,@timesofindia,@NewsNation,right,right,right,left,neutral,0.603,0.641,0.657,0.669,0.679
streams,political,@bulwarkmedia,left,@PTLRadioShow,@TheDonLemonShow,@timesofindia,@jimacosta,@OwenReport,left,left,left,left,left,0.583,0.624,0.635,0.652,0.665
streams,political,@chicksonright,right,@SabbySabs,@MyronGainesX,@DueDissidence,@Xanderhal,@MLChristiansen,left,right,left,left,right,0.696,0.696,0.732,0.737,0.748
streams,political,@deanwithrs,left,@FarronBalanced,@LukeBeasley,@TheDonLemonShow,@MeidasTouch,@bulwarkmedia,left,left,left,left,left,0.516,0.541,0.636,0.638,0.676
streams,political,@franifio,left,@TheMajorityReport,@NewsmaxTV,@RealAmericasVoice,@thewarningwithsteveschmidt,@underthedesknews,left,right,right,left,left,0.734,0.752,0.777,0.78,0.782
streams,political,@glennbeck,right,@RealAmericasVoice,@NewsmaxTV,@bennyjohnson,@PBDPodcast,@NewsNation,right,right,right,right,neutral,0.666,0.673,0.731,0.737,0.748
streams,political,@jimacosta,left,@MeidasTouch,@bulwarkmedia,@RealAmericasVoice,@TheDonLemonShow,@RobertGouveiaEsq,left,left,right,left,right,0.649,0.652,0.661,0.676,0.687
streams,political,@jlptalk,right,@ModernDayDebate,@ChadPrather1,@rolandsmartin,@underthedesknews,@RealAmericasVoice,left,right,left,left,right,0.685,0.716,0.729,0.749,0.765
streams,political,@judgingfreedom,left,@JamarlThomas,@RedactedNews,@NickCruseRBN,@TheYoungTurks,@TimesNowWorld,left,right,left,left,neutral,0.584,0.663,0.669,0.676,0.701
streams,political,@lizwheeler,right,@TimcastIRL,@bennyjohnson,@TheOfficerTatum,@PBDPodcast,@NewsmaxTV,right,right,right,right,right,0.716,0.731,0.735,0.764,0.77
streams,political,@marclamonthillnetwork,left,@rolandsmartin,@DueDissidence,@TheMajorityReport,@PhillipScottPodcast,@TheJoyReidShow,left,left,left,right,left,0.661,0.699,0.727,0.739,0.771
streams,political,@markets,neutral,@TimesNowWorld,@Firstpost,@JamarlThomas,@timesofindia,@DannyHaiphongYT,neutral,neutral,left,left,left,0.725,0.739,0.749,0.757,0.777
streams,political,@msnow,left,@FoxNews,@thehill,@USATODAY,@NBCNews,@CBSNews,right,neutral,neutral,neutral,neutral,0.415,0.458,0.466,0.498,0.506
streams,political,@nypost,right,@USATODAY,@NBCNews,@oann,@msnow,@FoxNews,neutral,neutral,right,left,right,0.544,0.555,0.575,0.589,0.592
streams,political,@oann,right,@NBCNews,@RSBN,@FoxNews,@thehill,@msnow,neutral,right,right,neutral,left,0.436,0.475,0.486,0.502,0.535
streams,political,@rolandsmartin,left,@marclamonthillnetwork,@PhillipScottPodcast,@RealAmericasVoice,@TheJoyReidShow,@jlptalk,left,right,right,left,right,0.661,0.69,0.707,0.713,0.729
streams,political,@thehill,neutral,@FoxNews,@msnow,@NBCNews,@USATODAY,@oann,right,left,neutral,neutral,right,0.429,0.458,0.485,0.488,0.502
streams,political,@thejimmydoreshow,neutral,@TheYoungTurks,@DueDissidence,@PBDPodcast,@timesofindia,@judgingfreedom,left,left,right,left,left,0.644,0.68,0.703,0.705,0.707
streams,political,@thewarningwithsteveschmidt,left,@TheJoyReidShow,@TheMajorityReport,@underthedesknews,@franifio,@RealAmericasVoice,left,left,left,left,right,0.767,0.776,0.78,0.78,0.785
streams,political,@timesofindia,left,@TimesNowWorld,@Firstpost,@FoxNews,@AssociatedPress,@Reuters,neutral,neutral,right,neutral,neutral,0.452,0.509,0.514,0.54,0.554
streams,political,@underthedesknews,left,@TheJoyReidShow,@RealAmericasVoice,@DueDissidence,@NewsmaxTV,@jlptalk,left,right,left,right,right,0.691,0.7,0.715,0.734,0.749
