day,titles,active_channels,epstein_titles,epstein_channels,epstein_share,epstein_residual_pooled,epstein_residual_channels,iran_titles,iran_channels,iran_share,iran_residual_pooled,iran_residual_channels,war_titles,war_channels,war_share,war_residual_pooled,war_residual_channels,trump_titles,trump_channels,trump_share,trump_residual_pooled,trump_residual_channels,israel_titles,israel_channels,israel_share,israel_residual_pooled,israel_residual_channels,files_titles,files_channels,files_share,files_residual_pooled,files_residual_channels,epstein_broad_titles,epstein_broad_channels,epstein_broad_share,epstein_broad_residual_pooled,epstein_broad_residual_channels,iran_broad_titles,iran_broad_channels,iran_broad_share,iran_broad_residual_pooled,iran_broad_residual_channels,war_broad_titles,war_broad_channels,war_broad_share,war_broad_residual_pooled,war_broad_residual_channels,israel_broad_titles,israel_broad_channels,israel_broad_share,israel_broad_residual_pooled,israel_broad_residual_channels,political_titles,political_channels,political_share,political_residual_pooled,political_residual_channels
2026-03-26,1308.000000,179.000000,8.000000,7.000000,0.006116,-0.949361,-0.771885,356.000000,71.000000,0.272171,0.209026,0.119008,219.000000,47.000000,0.167431,0.172130,-0.099962,354.000000,83.000000,0.270642,0.069573,-0.042272,45.000000,20.000000,0.034404,-0.034921,-0.070523,2.000000,2.000000,0.001529,-0.829380,-0.717760,8.000000,7.000000,0.006116,-0.979378,-0.791317,381.000000,72.000000,0.291284,0.153957,0.092987,280.000000,51.000000,0.214067,0.072128,-0.167815,67.000000,26.000000,0.051223,-0.058922,-0.033951,1250.000000,177.000000,0.955657,0.009378,0.009608
2026-03-27,1266.000000,189.000000,13.000000,13.000000,0.010269,-0.362280,-0.128712,275.000000,61.000000,0.217220,-0.026513,-0.022158,176.000000,49.000000,0.139021,0.072188,-0.017356,302.000000,84.000000,0.238547,-0.053512,-0.036779,43.000000,28.000000,0.033965,0.145366,0.391462,4.000000,4.000000,0.003160,-0.347388,-0.217813,13.000000,13.000000,0.010269,-0.396091,-0.154991,317.000000,66.000000,0.250395,-0.030952,-0.001639,223.000000,57.000000,0.176145,-0.054242,-0.022722,58.000000,33.000000,0.045814,-0.022524,0.247251,1190.000000,187.000000,0.939968,-0.003341,0.013349
2026-03-28,813.000000,147.000000,2.000000,2.000000,0.002460,-1.503928,-1.307858,158.000000,47.000000,0.194342,-0.139547,0.013518,137.000000,39.000000,0.168512,0.257010,0.129404,191.000000,62.000000,0.234932,-0.075389,-0.066779,44.000000,16.000000,0.054121,0.437929,0.170825,2.000000,2.000000,0.002460,-0.193266,-0.096853,2.000000,2.000000,0.002460,-1.531121,-1.320036,175.000000,50.000000,0.215252,-0.182564,0.031341,178.000000,44.000000,0.218942,0.073686,0.006436,56.000000,19.000000,0.068881,0.263241,0.077324,777.000000,139.000000,0.955720,0.013921,-0.034284
2026-03-29,661.000000,122.000000,4.000000,4.000000,0.006051,-0.537736,-0.432124,152.000000,45.000000,0.229955,-0.051098,0.088862,106.000000,39.000000,0.160363,0.098682,0.179975,125.000000,44.000000,0.189107,-0.317324,-0.272307,35.000000,16.000000,0.052950,0.113967,0.117050,2.000000,2.000000,0.003026,0.200412,0.280501,4.000000,4.000000,0.006051,-0.565149,-0.437661,172.000000,46.000000,0.260212,-0.110907,0.056213,157.000000,46.000000,0.237519,0.072675,0.154840,66.000000,24.000000,0.099849,0.291247,0.276319,629.000000,121.000000,0.951589,0.008467,0.014455
2026-03-30,1135.000000,176.000000,3.000000,3.000000,0.002643,-0.885257,-0.778634,323.000000,66.000000,0.284581,0.059139,-0.006928,189.000000,49.000000,0.166520,0.142258,-0.011246,286.000000,85.000000,0.251982,-0.066947,-0.019283,57.000000,22.000000,0.050220,0.335508,0.124324,6.000000,4.000000,0.005286,0.647659,0.340716,3.000000,3.000000,0.002643,-0.930238,-0.815245,339.000000,66.000000,0.298678,-0.059615,-0.063761,232.000000,52.000000,0.204405,-0.044767,-0.135825,86.000000,28.000000,0.075771,0.291593,0.132100,1076.000000,172.000000,0.948018,0.004754,-0.005759
2026-03-31,1301.000000,184.000000,6.000000,6.000000,0.004612,-0.737687,-0.525194,315.000000,67.000000,0.242121,0.029033,0.027378,209.000000,53.000000,0.160646,0.151009,0.037257,340.000000,91.000000,0.261337,-0.028117,0.010565,52.000000,25.000000,0.039969,0.143243,0.128123,6.000000,4.000000,0.004612,0.545414,0.259092,6.000000,6.000000,0.004612,-0.779451,-0.556674,364.000000,72.000000,0.279785,0.004225,0.026558,257.000000,60.000000,0.197540,0.016798,-0.007351,77.000000,32.000000,0.059185,0.092914,0.148698,1218.000000,179.000000,0.936203,-0.012065,-0.005624
2026-04-01,1273.000000,193.000000,2.000000,2.000000,0.001571,-1.686770,-1.567587,271.000000,57.000000,0.212883,-0.136409,-0.209058,216.000000,51.000000,0.169678,0.211485,-0.113587,395.000000,99.000000,0.310291,0.121987,0.041067,37.000000,16.000000,0.029065,-0.060148,-0.240888,1.000000,1.000000,0.000786,-1.005259,-0.982794,2.000000,2.000000,0.001571,-1.717406,-1.579106,305.000000,61.000000,0.239592,-0.162515,-0.186401,261.000000,57.000000,0.205027,0.063384,-0.136366,55.000000,22.000000,0.043205,-0.142325,-0.222663,1100.000000,186.000000,0.864101,-0.095562,-0.013372
2026-04-02,1298.000000,190.000000,25.000000,17.000000,0.019260,0.484427,0.286898,313.000000,69.000000,0.241140,0.075703,0.046732,205.000000,53.000000,0.157935,0.118835,-0.018601,523.000000,105.000000,0.402928,0.432563,0.126290,37.000000,26.000000,0.028505,-0.111332,0.190713,8.000000,8.000000,0.006163,0.661588,0.675197,26.000000,18.000000,0.020031,0.475936,0.309989,342.000000,70.000000,0.263482,0.032350,0.013568,250.000000,61.000000,0.192604,-0.005657,-0.021514,51.000000,28.000000,0.039291,-0.243641,0.025739,1185.000000,185.000000,0.912943,-0.037119,-0.004980
2026-04-03,1104.000000,183.000000,22.000000,13.000000,0.019928,0.606914,0.169838,268.000000,60.000000,0.242754,0.078616,0.012329,140.000000,42.000000,0.126812,-0.006830,-0.111698,264.000000,83.000000,0.239130,-0.084278,-0.021875,33.000000,14.000000,0.029891,0.132850,-0.186860,5.000000,3.000000,0.004529,0.240705,-0.216122,23.000000,13.000000,0.020833,0.599663,0.130460,287.000000,63.000000,0.259964,-0.008027,-0.004351,178.000000,49.000000,0.161232,-0.108655,-0.109080,37.000000,16.000000,0.033514,-0.250013,-0.381509,984.000000,179.000000,0.891304,-0.057236,0.002480
2026-04-04,714.000000,135.000000,7.000000,6.000000,0.009804,0.039211,-0.006292,168.000000,36.000000,0.235294,0.051779,-0.143282,98.000000,27.000000,0.137255,0.072653,-0.117916,168.000000,62.000000,0.235294,-0.105707,0.013236,17.000000,12.000000,0.023810,-0.251716,0.044269,5.000000,5.000000,0.007003,0.965915,0.988934,7.000000,6.000000,0.009804,-0.004846,-0.031587,197.000000,38.000000,0.275910,0.057324,-0.140643,140.000000,33.000000,0.196078,0.003339,-0.158499,35.000000,17.000000,0.049020,0.010490,0.101902,646.000000,133.000000,0.904762,-0.041538,0.006957
2026-04-05,643.000000,115.000000,6.000000,6.000000,0.009331,0.164923,0.250101,180.000000,37.000000,0.279938,0.151801,-0.020700,89.000000,28.000000,0.138414,-0.020987,-0.053504,181.000000,59.000000,0.281493,0.048552,0.072999,30.000000,14.000000,0.046656,0.105235,0.113783,2.000000,2.000000,0.003110,0.458793,0.543159,6.000000,6.000000,0.009331,0.120757,0.231467,207.000000,37.000000,0.321928,0.100170,-0.082199,131.000000,33.000000,0.203733,-0.035254,-0.077054,55.000000,17.000000,0.085537,0.221820,0.047381,591.000000,112.000000,0.919129,-0.026778,-0.003264
2026-04-06,1118.000000,178.000000,4.000000,4.000000,0.003578,-0.319747,-0.288867,379.000000,77.000000,0.338998,0.246827,0.163169,188.000000,51.000000,0.168157,0.185751,0.055422,415.000000,100.000000,0.371199,0.290753,0.128145,44.000000,18.000000,0.039356,0.210809,-0.014814,1.000000,1.000000,0.000894,-0.583678,-0.574341,4.000000,4.000000,0.003578,-0.381324,-0.338519,419.000000,79.000000,0.374776,0.172421,0.124916,282.000000,61.000000,0.252236,0.215401,0.051430,69.000000,23.000000,0.061717,0.172883,-0.022588,1013.000000,176.000000,0.906082,-0.040943,0.006577
2026-04-07,1331.000000,200.000000,9.000000,8.000000,0.006762,-0.090877,-0.097034,426.000000,88.000000,0.320060,0.326741,0.246490,176.000000,50.000000,0.132231,-0.002538,-0.061246,487.000000,109.000000,0.365890,0.280489,0.105055,45.000000,24.000000,0.033809,0.094363,0.073163,5.000000,5.000000,0.003757,0.563949,0.561770,9.000000,8.000000,0.006762,-0.149031,-0.141461,477.000000,92.000000,0.358377,0.263371,0.211762,244.000000,59.000000,0.183321,-0.002293,-0.063971,81.000000,29.000000,0.060856,0.206350,0.018672,1196.000000,193.000000,0.898573,-0.053456,-0.012823
2026-04-08,1358.000000,198.000000,10.000000,7.000000,0.007364,-0.035959,-0.259045,530.000000,99.000000,0.390280,0.493867,0.347869,161.000000,53.000000,0.118557,-0.098726,-0.055034,403.000000,107.000000,0.296760,0.051684,0.091667,86.000000,33.000000,0.063328,0.828020,0.509655,5.000000,5.000000,0.003682,0.425591,0.465598,10.000000,7.000000,0.007364,-0.082732,-0.283383,579.000000,102.000000,0.426362,0.431450,0.326603,534.000000,99.000000,0.393225,0.774192,0.432168,128.000000,44.000000,0.094256,0.719043,0.483765,1287.000000,195.000000,0.947717,-0.003526,0.008957
2026-04-09,1260.000000,186.000000,64.000000,44.000000,0.050794,1.711863,1.468632,310.000000,85.000000,0.246032,0.126645,0.311791,136.000000,54.000000,0.107937,-0.206413,0.070614,313.000000,92.000000,0.248413,-0.074362,0.015558,102.000000,35.000000,0.080952,1.040253,0.571542,8.000000,7.000000,0.006349,0.874557,0.734790,64.000000,44.000000,0.050794,1.649071,1.423500,352.000000,87.000000,0.279365,0.115531,0.281399,358.000000,88.000000,0.284127,0.447818,0.411717,172.000000,48.000000,0.136508,1.081450,0.628399,1193.000000,183.000000,0.946825,-0.000942,0.005988
2026-04-10,1280.000000,203.000000,78.000000,48.000000,0.060937,1.967139,1.564088,265.000000,69.000000,0.207031,-0.043794,0.087123,137.000000,51.000000,0.107031,-0.115408,0.030245,348.000000,109.000000,0.271875,0.021823,0.146546,77.000000,28.000000,0.060156,0.939053,0.452117,2.000000,2.000000,0.001563,-0.525806,-0.503714,78.000000,48.000000,0.060937,1.900917,1.512259,294.000000,71.000000,0.229687,-0.100751,0.044698,247.000000,67.000000,0.192969,0.140316,0.148365,105.000000,34.000000,0.082031,0.722980,0.302484,1142.000000,194.000000,0.892188,-0.056354,-0.019806
2026-04-11,820.000000,151.000000,18.000000,14.000000,0.021951,1.050184,0.894041,183.000000,51.000000,0.223171,0.041082,0.131534,89.000000,38.000000,0.108537,-0.094091,0.163785,189.000000,70.000000,0.230488,-0.146303,0.023937,27.000000,13.000000,0.032927,0.175656,0.075199,1.000000,1.000000,0.001220,-0.316064,-0.281601,18.000000,14.000000,0.021951,0.991040,0.856534,215.000000,52.000000,0.262195,0.043552,0.094718,137.000000,46.000000,0.167073,-0.082098,0.110912,53.000000,19.000000,0.064634,0.368309,0.148019,686.000000,147.000000,0.836585,-0.119833,-0.003903
2026-04-12,675.000000,117.000000,10.000000,8.000000,0.014815,0.829488,0.700509,175.000000,43.000000,0.259259,0.123014,0.154762,86.000000,32.000000,0.127407,-0.029851,0.120483,192.000000,65.000000,0.284444,0.041297,0.154444,15.000000,8.000000,0.022222,-0.508688,-0.373750,2.000000,2.000000,0.002963,0.550985,0.653383,11.000000,8.000000,0.016296,0.861653,0.669938,221.000000,46.000000,0.327407,0.160372,0.155026,122.000000,37.000000,0.180741,-0.076002,0.073514,25.000000,11.000000,0.037037,-0.519320,-0.341080,640.000000,113.000000,0.948148,0.004302,-0.010874
2026-04-13,1183.000000,181.000000,13.000000,12.000000,0.010989,0.942261,0.904803,259.000000,62.000000,0.218935,-0.136508,-0.022176,115.000000,44.000000,0.097210,-0.280511,-0.044368,449.000000,109.000000,0.379544,0.297663,0.200772,29.000000,18.000000,0.024514,-0.147993,0.030317,1.000000,1.000000,0.000845,-0.514974,-0.476862,13.000000,12.000000,0.010989,0.866538,0.843526,364.000000,75.000000,0.307692,0.024912,0.098577,146.000000,48.000000,0.123415,-0.415004,-0.145779,50.000000,23.000000,0.042265,-0.119070,0.008444,1152.000000,180.000000,0.973795,0.031178,0.012995
2026-04-14,1268.000000,200.000000,16.000000,15.000000,0.012618,0.715113,0.681159,213.000000,61.000000,0.167981,-0.258240,-0.068950,105.000000,41.000000,0.082808,-0.382467,-0.191538,341.000000,108.000000,0.268927,-0.039845,0.100406,45.000000,24.000000,0.035489,0.248350,0.132685,3.000000,3.000000,0.002366,0.269409,0.210107,16.000000,15.000000,0.012618,0.643354,0.625455,289.000000,72.000000,0.227918,-0.133081,0.012664,140.000000,48.000000,0.110410,-0.421257,-0.209599,77.000000,31.000000,0.060726,0.286805,0.130896,1223.000000,197.000000,0.964511,0.017444,0.008262
2026-04-15,1273.000000,194.000000,13.000000,13.000000,0.010212,0.470367,0.514710,229.000000,54.000000,0.179890,-0.215722,-0.183230,155.000000,50.000000,0.121760,0.020314,-0.023500,359.000000,100.000000,0.282011,-0.009503,0.050236,32.000000,18.000000,0.025137,0.015542,-0.006823,5.000000,5.000000,0.003928,0.582452,0.571983,13.000000,13.000000,0.010212,0.410574,0.479477,289.000000,61.000000,0.227023,-0.136543,-0.116858,184.000000,55.000000,0.144540,-0.134616,-0.070734,52.000000,26.000000,0.040848,-0.031001,0.031153,1225.000000,189.000000,0.962294,0.011913,-0.001291
2026-04-16,1361.000000,184.000000,11.000000,9.000000,0.008082,0.085402,0.088704,225.000000,42.000000,0.165320,-0.201462,-0.323998,137.000000,42.000000,0.100661,-0.177904,-0.095562,336.000000,87.000000,0.246877,-0.088325,-0.022578,73.000000,34.000000,0.053637,0.728393,0.607941,4.000000,4.000000,0.002939,0.236713,0.306247,11.000000,9.000000,0.008082,0.010211,0.033086,257.000000,48.000000,0.188832,-0.208305,-0.248417,233.000000,51.000000,0.171198,0.035821,-0.056715,100.000000,37.000000,0.073475,0.542551,0.426015,1280.000000,182.000000,0.940485,-0.007354,0.011889
2026-04-17,1283.000000,189.000000,2.000000,2.000000,0.001559,-1.322907,-1.188960,253.000000,67.000000,0.197194,-0.018659,0.183301,117.000000,44.000000,0.091193,-0.170882,0.029725,362.000000,95.000000,0.282151,0.053797,0.088614,52.000000,33.000000,0.040530,0.640663,0.736126,1.000000,1.000000,0.000779,-0.981027,-0.886614,2.000000,2.000000,0.001559,-1.400881,-1.250845,304.000000,74.000000,0.236945,0.003224,0.208757,201.000000,55.000000,0.156664,0.029486,0.087511,65.000000,35.000000,0.050663,0.320081,0.444785,1210.000000,186.000000,0.943102,-0.000531,0.009895
2026-04-18,780.000000,141.000000,2.000000,2.000000,0.002564,-0.758155,-0.667116,170.000000,39.000000,0.217949,0.096034,-0.009707,77.000000,20.000000,0.098718,-0.078438,-0.321333,246.000000,63.000000,0.315385,0.164194,-0.003728,24.000000,14.000000,0.030769,0.198969,0.262921,2.000000,2.000000,0.002564,0.285420,0.339421,2.000000,2.000000,0.002564,-0.828386,-0.714233,216.000000,43.000000,0.276923,0.176569,0.028835,113.000000,29.000000,0.144872,-0.123687,-0.210852,33.000000,18.000000,0.042308,0.023795,0.204526,751.000000,138.000000,0.962821,0.020997,0.001791
2026-04-19,669.000000,119.000000,3.000000,3.000000,0.004484,-0.132843,-0.087384,125.000000,39.000000,0.186846,-0.120338,0.099085,55.000000,21.000000,0.082212,-0.349613,-0.229993,174.000000,56.000000,0.260090,-0.047754,-0.000252,21.000000,15.000000,0.031390,-0.088304,0.255313,2.000000,2.000000,0.002990,0.583583,0.664204,3.000000,3.000000,0.004484,-0.202059,-0.127108,162.000000,41.000000,0.242152,-0.056687,0.080727,84.000000,31.000000,0.125561,-0.335184,-0.051057,32.000000,17.000000,0.047833,-0.196676,0.101478,640.000000,117.000000,0.956652,0.013704,0.007547
2026-04-20,1171.000000,184.000000,6.000000,6.000000,0.005124,0.333367,0.338516,206.000000,58.000000,0.175918,-0.267321,-0.045569,102.000000,41.000000,0.087105,-0.269444,-0.048670,249.000000,83.000000,0.212639,-0.278042,-0.075693,22.000000,17.000000,0.018787,-0.329040,0.000393,4.000000,4.000000,0.003416,0.600873,0.618845,7.000000,7.000000,0.005978,0.391014,0.411648,276.000000,71.000000,0.235696,-0.152323,0.086100,148.000000,48.000000,0.126388,-0.285190,-0.094296,44.000000,25.000000,0.037575,-0.166731,0.111681,1098.000000,178.000000,0.937660,-0.006068,-0.013909
2026-04-21,1277.000000,189.000000,10.000000,8.000000,0.007831,0.352752,0.228770,221.000000,57.000000,0.173062,-0.136878,-0.019419,94.000000,35.000000,0.073610,-0.374389,-0.207384,342.000000,92.000000,0.267815,-0.038700,0.009112,29.000000,17.000000,0.022709,-0.116911,-0.108539,2.000000,2.000000,0.001566,-0.083140,-0.070338,10.000000,8.000000,0.007831,0.271938,0.164834,261.000000,59.000000,0.204385,-0.148086,-0.068431,177.000000,50.000000,0.138606,-0.085858,-0.043932,46.000000,21.000000,0.036022,-0.164951,-0.158442,1208.000000,184.000000,0.945967,-0.001336,-0.002964
2026-04-22,1345.000000,194.000000,12.000000,11.000000,0.008922,0.420530,0.434992,255.000000,60.000000,0.189591,-0.067757,-0.016975,100.000000,37.000000,0.074349,-0.341169,-0.235042,339.000000,91.000000,0.252045,-0.114016,-0.030652,17.000000,11.000000,0.012639,-0.587716,-0.446209,2.000000,2.000000,0.001487,-0.285394,-0.229872,13.000000,11.000000,0.009665,0.429310,0.391984,285.000000,61.000000,0.211896,-0.107003,-0.054814,201.000000,60.000000,0.149442,0.009718,0.085548,33.000000,20.000000,0.024535,-0.471551,-0.190820,1287.000000,186.000000,0.956877,0.006980,-0.016671
2026-04-23,1298.000000,191.000000,13.000000,13.000000,0.010015,0.361138,0.472516,230.000000,50.000000,0.177196,-0.032784,-0.125643,126.000000,35.000000,0.097072,-0.079464,-0.224663,313.000000,85.000000,0.241140,-0.101737,-0.068986,29.000000,19.000000,0.022342,-0.070613,0.033466,6.000000,6.000000,0.004622,0.612639,0.610846,20.000000,17.000000,0.015408,0.695951,0.669088,282.000000,53.000000,0.217257,0.034543,-0.123702,180.000000,48.000000,0.138675,-0.060805,-0.082904,41.000000,22.000000,0.031587,-0.233248,-0.088748,1243.000000,184.000000,0.957627,0.011440,-0.013778
2026-04-24,1180.000000,199.000000,9.000000,9.000000,0.007627,0.150206,0.153637,205.000000,50.000000,0.173729,-0.042016,-0.094004,115.000000,40.000000,0.097458,0.034267,-0.025961,296.000000,80.000000,0.250847,-0.051300,-0.118811,32.000000,19.000000,0.027119,0.307154,0.174183,4.000000,4.000000,0.003390,0.147958,0.122687,15.000000,13.000000,0.012712,0.554698,0.436279,243.000000,54.000000,0.205932,-0.029723,-0.089823,162.000000,52.000000,0.137288,0.013588,0.052466,43.000000,24.000000,0.036441,0.053385,0.054315,1115.000000,192.000000,0.944915,0.002178,-0.009163
2026-04-25,720.000000,145.000000,7.000000,6.000000,0.009722,0.461870,0.309248,116.000000,32.000000,0.161111,-0.098587,-0.167384,58.000000,24.000000,0.080556,-0.137062,-0.079421,188.000000,60.000000,0.261111,-0.009728,-0.064325,20.000000,12.000000,0.027778,0.159162,0.114575,1.000000,1.000000,0.001389,-0.212145,-0.248680,9.000000,6.000000,0.012500,0.621589,0.255708,143.000000,36.000000,0.198611,-0.043848,-0.107624,88.000000,34.000000,0.122222,-0.174998,-0.009493,32.000000,17.000000,0.044444,0.130124,0.151363,687.000000,143.000000,0.954167,0.012809,0.010045
2026-04-26,813.000000,130.000000,7.000000,7.000000,0.008610,0.463602,0.625835,45.000000,19.000000,0.055351,-1.220193,-0.628419,23.000000,14.000000,0.028290,-1.257237,-0.618646,351.000000,70.000000,0.431734,0.474310,0.149795,8.000000,5.000000,0.009840,-1.156266,-0.843158,0.000000,0.000000,0.000000,-1.299986,-1.093357,9.000000,8.000000,0.011070,0.624967,0.705293,47.000000,20.000000,0.057811,-1.366745,-0.644137,36.000000,18.000000,0.044280,-1.249962,-0.597757,16.000000,7.000000,0.019680,-1.014759,-0.804809,790.000000,127.000000,0.971710,0.030387,0.002086
2026-04-27,1131.000000,179.000000,13.000000,12.000000,0.011494,1.116003,1.049184,136.000000,36.000000,0.120248,-0.534226,-0.422971,52.000000,24.000000,0.045977,-0.753821,-0.453956,317.000000,91.000000,0.280283,0.016130,0.060339,19.000000,11.000000,0.016799,-0.386361,-0.369163,7.000000,7.000000,0.006189,1.054862,1.086286,13.000000,12.000000,0.011494,1.025366,0.973675,154.000000,37.000000,0.136163,-0.581615,-0.462523,70.000000,28.000000,0.061892,-0.874472,-0.524779,35.000000,15.000000,0.030946,-0.305645,-0.331488,1098.000000,175.000000,0.970822,0.029670,-0.002893
2026-04-28,1269.000000,191.000000,22.000000,16.000000,0.017336,1.126755,0.901902,136.000000,37.000000,0.107171,-0.499638,-0.389689,71.000000,30.000000,0.055950,-0.493804,-0.274083,360.000000,86.000000,0.283688,0.039103,-0.050562,11.000000,7.000000,0.008668,-1.005131,-0.945737,9.000000,7.000000,0.007092,1.155120,0.937209,22.000000,16.000000,0.017336,1.041374,0.832863,158.000000,40.000000,0.124507,-0.521305,-0.393135,93.000000,35.000000,0.073286,-0.598171,-0.332610,24.000000,12.000000,0.018913,-0.749240,-0.685390,1225.000000,185.000000,0.965327,0.019987,-0.007464
2026-04-29,1311.000000,195.000000,16.000000,14.000000,0.012204,0.718415,0.673362,170.000000,46.000000,0.129672,-0.329099,-0.217002,110.000000,37.000000,0.083905,-0.064500,-0.143473,326.000000,93.000000,0.248665,-0.105386,0.004395,19.000000,10.000000,0.014493,-0.409740,-0.523952,7.000000,7.000000,0.005339,0.724984,0.773776,16.000000,14.000000,0.012204,0.646275,0.625683,185.000000,48.000000,0.141114,-0.388486,-0.225972,138.000000,40.000000,0.105263,-0.215917,-0.246315,29.000000,12.000000,0.022121,-0.524962,-0.666181,1240.000000,189.000000,0.945843,-0.003487,-0.005262
2026-04-30,1307.000000,186.000000,7.000000,7.000000,0.005356,-0.249273,-0.085419,239.000000,46.000000,0.182862,0.118466,-0.112960,142.000000,42.000000,0.108646,0.191732,0.079352,320.000000,77.000000,0.244836,-0.062773,-0.121659,18.000000,12.000000,0.013772,-0.503183,-0.368616,3.000000,3.000000,0.002295,-0.137265,-0.080355,7.000000,7.000000,0.005356,-0.335556,-0.152599,251.000000,46.000000,0.192043,0.038217,-0.165242,186.000000,47.000000,0.142311,0.089805,-0.002496,34.000000,16.000000,0.026014,-0.378721,-0.349439,1264.000000,181.000000,0.967100,0.022479,-0.003217
2026-05-01,1148.000000,187.000000,15.000000,12.000000,0.013066,0.641640,0.485603,184.000000,47.000000,0.160279,-0.000409,-0.024114,127.000000,44.000000,0.110627,0.322114,0.228594,277.000000,72.000000,0.241289,-0.064664,-0.141830,7.000000,6.000000,0.006098,-1.093840,-0.848364,1.000000,1.000000,0.000871,-1.056629,-1.020743,15.000000,12.000000,0.013066,0.553815,0.413032,200.000000,48.000000,0.174216,-0.067292,-0.071527,155.000000,49.000000,0.135017,0.122783,0.130518,25.000000,12.000000,0.021777,-0.409000,-0.535026,1083.000000,182.000000,0.943380,0.001797,-0.000064
2026-05-02,724.000000,142.000000,4.000000,4.000000,0.005525,-0.089409,-0.049464,107.000000,25.000000,0.147790,-0.060716,-0.319581,68.000000,23.000000,0.093923,0.179031,-0.001139,174.000000,49.000000,0.240331,-0.065523,-0.223900,16.000000,10.000000,0.022099,-0.028498,-0.026753,0.000000,0.000000,0.000000,-1.458561,-1.440812,6.000000,5.000000,0.008287,0.199457,0.094274,114.000000,26.000000,0.157459,-0.143670,-0.333333,83.000000,27.000000,0.114641,-0.112152,-0.140422,25.000000,12.000000,0.034530,-0.075624,-0.143943,670.000000,140.000000,0.925414,-0.016447,0.010252
2026-05-03,572.000000,119.000000,1.000000,1.000000,0.001748,-0.838495,-0.914642,88.000000,30.000000,0.153846,-0.078364,-0.023551,55.000000,25.000000,0.096154,0.119081,0.133348,151.000000,54.000000,0.263986,0.012098,0.000938,17.000000,10.000000,0.029720,-0.050912,-0.098388,0.000000,0.000000,0.000000,-1.099351,-1.126966,1.000000,1.000000,0.001748,-0.915133,-0.963320,108.000000,32.000000,0.188811,-0.056216,-0.021399,79.000000,31.000000,0.138112,0.006698,0.097215,25.000000,15.000000,0.043706,-0.187846,0.027938,537.000000,118.000000,0.938811,-0.002903,0.017164
2026-05-04,1055.000000,181.000000,1.000000,1.000000,0.000948,-1.063745,-1.107462,137.000000,50.000000,0.129858,-0.330516,-0.039357,67.000000,32.000000,0.063507,-0.265349,-0.082251,230.000000,71.000000,0.218009,-0.204923,-0.176027,21.000000,14.000000,0.019905,-0.189731,-0.139700,1.000000,1.000000,0.000948,-0.643029,-0.661993,3.000000,3.000000,0.002844,-0.308133,-0.338230,191.000000,53.000000,0.181043,-0.162271,-0.043611,130.000000,45.000000,0.123223,-0.061635,0.006898,30.000000,18.000000,0.028436,-0.349202,-0.147778,991.000000,173.000000,0.939336,-0.001884,-0.024825
2026-05-05,1211.000000,183.000000,4.000000,4.000000,0.003303,-0.495721,-0.386334,227.000000,49.000000,0.187448,0.186084,0.000559,93.000000,33.000000,0.076796,-0.009579,-0.037223,255.000000,84.000000,0.210570,-0.227498,-0.009635,11.000000,8.000000,0.009083,-0.931398,-0.770929,1.000000,1.000000,0.000826,-0.808765,-0.763382,4.000000,4.000000,0.003303,-0.581595,-0.457518,285.000000,53.000000,0.235343,0.250555,0.002711,172.000000,48.000000,0.142031,0.188856,0.096670,16.000000,12.000000,0.013212,-1.060770,-0.626252,1167.000000,179.000000,0.963666,0.019734,0.002801
2026-05-06,1312.000000,206.000000,33.000000,23.000000,0.025152,1.358819,1.064324,215.000000,55.000000,0.163872,0.033544,-0.024660,88.000000,36.000000,0.067073,-0.116748,-0.124465,301.000000,84.000000,0.229421,-0.153725,-0.129264,17.000000,14.000000,0.012957,-0.494091,-0.250223,4.000000,4.000000,0.003049,0.042396,0.069268,33.000000,23.000000,0.025152,1.286734,1.014910,256.000000,56.000000,0.195122,0.072684,-0.052822,146.000000,44.000000,0.111280,-0.032578,-0.132370,28.000000,19.000000,0.021341,-0.524828,-0.260748,1246.000000,200.000000,0.949695,0.002118,-0.002851
2026-05-07,1212.000000,188.000000,45.000000,28.000000,0.037129,1.555208,1.196292,158.000000,46.000000,0.130363,-0.088934,-0.053721,90.000000,37.000000,0.074257,-0.015263,0.044214,242.000000,77.000000,0.199670,-0.233099,-0.109788,15.000000,10.000000,0.012376,-0.582306,-0.549474,3.000000,3.000000,0.002475,-0.238400,-0.234883,45.000000,28.000000,0.037129,1.469521,1.127783,196.000000,51.000000,0.161716,0.005685,0.001378,125.000000,43.000000,0.103135,-0.103042,-0.027166,32.000000,14.000000,0.026403,-0.329257,-0.475139,1166.000000,185.000000,0.962046,0.018810,0.008541
2026-05-08,1255.000000,196.000000,13.000000,12.000000,0.010359,0.334533,0.391233,179.000000,51.000000,0.142629,0.013679,0.079619,88.000000,40.000000,0.070120,0.040378,0.188197,282.000000,81.000000,0.224701,-0.101716,-0.048754,10.000000,9.000000,0.007968,-0.826078,-0.512827,32.000000,21.000000,0.025498,1.748687,1.446939,16.000000,15.000000,0.012749,0.448506,0.532846,226.000000,54.000000,0.180080,0.105188,0.073412,175.000000,55.000000,0.139442,0.282374,0.271581,18.000000,14.000000,0.014343,-0.786712,-0.420396,1206.000000,191.000000,0.960956,0.021935,0.001916
