day,titles,active_channels,epstein_titles,epstein_channels,epstein_share,epstein_residual_pooled,epstein_residual_channels,iran_titles,iran_channels,iran_share,iran_residual_pooled,iran_residual_channels,war_titles,war_channels,war_share,war_residual_pooled,war_residual_channels,trump_titles,trump_channels,trump_share,trump_residual_pooled,trump_residual_channels,israel_titles,israel_channels,israel_share,israel_residual_pooled,israel_residual_channels,files_titles,files_channels,files_share,files_residual_pooled,files_residual_channels,epstein_broad_titles,epstein_broad_channels,epstein_broad_share,epstein_broad_residual_pooled,epstein_broad_residual_channels,iran_broad_titles,iran_broad_channels,iran_broad_share,iran_broad_residual_pooled,iran_broad_residual_channels,war_broad_titles,war_broad_channels,war_broad_share,war_broad_residual_pooled,war_broad_residual_channels,israel_broad_titles,israel_broad_channels,israel_broad_share,israel_broad_residual_pooled,israel_broad_residual_channels,political_titles,political_channels,political_share,political_residual_pooled,political_residual_channels
2026-02-10,1298.000000,191.000000,205.000000,82.000000,0.157935,1.435046,0.984326,22.000000,11.000000,0.016949,-1.229355,-1.075321,35.000000,20.000000,0.026965,-0.249155,-0.156799,201.000000,67.000000,0.154854,-0.412930,-0.256383,10.000000,7.000000,0.007704,-0.505498,-0.498227,74.000000,39.000000,0.057011,1.448691,1.036630,230.000000,86.000000,0.177196,1.510099,0.992751,29.000000,13.000000,0.022342,-1.109785,-1.001045,59.000000,28.000000,0.045455,-0.250218,-0.201773,24.000000,14.000000,0.018490,-0.398734,-0.367875,1134.000000,184.000000,0.873652,-0.061696,-0.017670
2026-02-11,1377.000000,190.000000,204.000000,76.000000,0.148148,1.284744,0.813815,43.000000,22.000000,0.031227,-0.719039,-0.462538,15.000000,14.000000,0.010893,-1.187358,-0.602519,241.000000,79.000000,0.175018,-0.303795,-0.093271,10.000000,8.000000,0.007262,-0.536431,-0.306328,100.000000,46.000000,0.072622,1.543177,1.074847,206.000000,76.000000,0.149601,1.271796,0.799752,47.000000,23.000000,0.034132,-0.754394,-0.473715,26.000000,20.000000,0.018882,-1.166341,-0.589941,36.000000,19.000000,0.026144,-0.040356,-0.054303,1201.000000,185.000000,0.872186,-0.067222,-0.005675
2026-02-12,1373.000000,182.000000,124.000000,57.000000,0.090313,0.591975,0.405917,39.000000,22.000000,0.028405,-0.778856,-0.404530,32.000000,17.000000,0.023307,-0.522848,-0.370615,236.000000,72.000000,0.171886,-0.264204,-0.131717,14.000000,8.000000,0.010197,-0.325643,-0.373555,52.000000,27.000000,0.037873,0.812521,0.469144,128.000000,57.000000,0.093227,0.590505,0.375780,42.000000,22.000000,0.030590,-0.813895,-0.458397,52.000000,24.000000,0.037873,-0.545274,-0.370790,37.000000,18.000000,0.026948,-0.075494,-0.099382,1247.000000,177.000000,0.908230,-0.023782,-0.008914
2026-02-13,1245.000000,184.000000,86.000000,51.000000,0.069076,0.347457,0.334634,27.000000,17.000000,0.021687,-1.101928,-0.635521,23.000000,13.000000,0.018474,-0.715378,-0.582147,247.000000,74.000000,0.198394,-0.109384,-0.067383,2.000000,2.000000,0.001606,-1.873177,-1.472084,24.000000,19.000000,0.019277,-0.031108,0.045533,88.000000,52.000000,0.070683,0.339286,0.321676,31.000000,18.000000,0.024900,-1.094849,-0.647882,36.000000,15.000000,0.028916,-0.796687,-0.781729,13.000000,9.000000,0.010442,-0.907865,-0.706174,1127.000000,178.000000,0.905221,-0.023753,-0.011282
2026-02-14,729.000000,149.000000,52.000000,39.000000,0.071331,0.418122,0.479238,29.000000,16.000000,0.039781,-0.548879,-0.473139,17.000000,9.000000,0.023320,-0.536086,-0.638396,139.000000,55.000000,0.190672,-0.147005,-0.130160,8.000000,6.000000,0.010974,-0.367182,-0.281048,17.000000,16.000000,0.023320,0.429010,0.514845,53.000000,39.000000,0.072702,0.418389,0.465918,32.000000,16.000000,0.043896,-0.576404,-0.523242,28.000000,11.000000,0.038409,-0.653912,-0.866524,12.000000,6.000000,0.016461,-0.627223,-0.784685,642.000000,142.000000,0.880658,-0.051116,-0.028650
2026-02-15,607.000000,116.000000,56.000000,31.000000,0.092257,0.782398,0.549581,30.000000,16.000000,0.049423,-0.462121,-0.324195,15.000000,9.000000,0.024712,-0.637618,-0.562037,116.000000,51.000000,0.191104,-0.162614,-0.007423,10.000000,7.000000,0.016474,-0.356894,-0.178185,22.000000,12.000000,0.036244,1.016081,0.648677,56.000000,31.000000,0.092257,0.769314,0.547624,33.000000,16.000000,0.054366,-0.527998,-0.381749,27.000000,14.000000,0.044481,-0.644715,-0.498839,20.000000,11.000000,0.032949,-0.345993,-0.209808,554.000000,110.000000,0.912685,-0.017039,-0.032760
2026-02-16,919.000000,160.000000,58.000000,40.000000,0.063112,0.786469,0.698431,45.000000,18.000000,0.048966,-0.628380,-0.673243,19.000000,14.000000,0.020675,-0.869063,-0.549282,132.000000,56.000000,0.143634,-0.475926,-0.270268,10.000000,7.000000,0.010881,-0.570008,-0.485603,24.000000,17.000000,0.026115,0.688183,0.476011,59.000000,41.000000,0.064200,0.778396,0.694442,50.000000,18.000000,0.054407,-0.665097,-0.729825,33.000000,17.000000,0.035909,-0.884267,-0.710252,20.000000,10.000000,0.021763,-0.536785,-0.580918,799.000000,155.000000,0.869423,-0.066090,-0.017193
2026-02-17,1190.000000,188.000000,85.000000,53.000000,0.071429,0.516000,0.445958,68.000000,29.000000,0.057143,-0.396639,-0.336236,22.000000,12.000000,0.018487,-0.993942,-0.881126,208.000000,70.000000,0.174790,-0.271480,-0.203429,13.000000,11.000000,0.010924,-0.618645,-0.344080,32.000000,26.000000,0.026891,0.719698,0.669976,89.000000,54.000000,0.074790,0.545413,0.445782,75.000000,30.000000,0.063025,-0.439894,-0.371629,45.000000,23.000000,0.037815,-0.796414,-0.577160,19.000000,13.000000,0.015966,-0.850486,-0.589366,1092.000000,185.000000,0.917647,-0.016894,0.003340
2026-02-18,1299.000000,183.000000,106.000000,50.000000,0.081601,0.579846,0.329620,80.000000,37.000000,0.061586,-0.410398,-0.130745,45.000000,26.000000,0.034642,-0.426301,-0.206204,236.000000,73.000000,0.181678,-0.248249,-0.141371,13.000000,13.000000,0.010008,-0.670055,-0.090455,30.000000,20.000000,0.023095,0.439168,0.324215,106.000000,50.000000,0.081601,0.579995,0.335320,86.000000,38.000000,0.066205,-0.451562,-0.142309,70.000000,35.000000,0.053888,-0.492521,-0.200578,30.000000,20.000000,0.023095,-0.465793,-0.129189,1191.000000,181.000000,0.916859,-0.021643,0.009758
2026-02-19,1309.000000,183.000000,127.000000,67.000000,0.097021,0.571491,0.469923,112.000000,47.000000,0.085561,-0.046203,0.123924,45.000000,26.000000,0.034377,-0.509928,-0.202790,308.000000,75.000000,0.235294,0.065062,-0.104237,15.000000,15.000000,0.011459,-0.644453,-0.056100,30.000000,21.000000,0.022918,0.363541,0.262765,127.000000,67.000000,0.097021,0.560458,0.458956,114.000000,47.000000,0.087089,-0.127111,0.086202,78.000000,43.000000,0.059587,-0.454860,0.002807,49.000000,30.000000,0.037433,-0.046906,0.237080,1236.000000,181.000000,0.944232,0.010695,0.007853
2026-02-20,1284.000000,190.000000,95.000000,49.000000,0.073988,0.342952,0.188093,90.000000,39.000000,0.070093,-0.298712,-0.062868,41.000000,28.000000,0.031931,-0.544576,-0.105178,430.000000,96.000000,0.334891,0.426617,0.151210,12.000000,10.000000,0.009346,-0.715802,-0.339306,32.000000,24.000000,0.024922,0.283164,0.301067,96.000000,50.000000,0.074766,0.343470,0.194351,94.000000,39.000000,0.073209,-0.375110,-0.115369,98.000000,46.000000,0.076324,-0.189457,0.092857,22.000000,16.000000,0.017134,-0.716021,-0.339236,1220.000000,185.000000,0.950156,0.020309,-0.004766
2026-02-21,760.000000,144.000000,35.000000,24.000000,0.046053,-0.067509,-0.023087,46.000000,23.000000,0.060526,-0.486816,-0.290624,22.000000,12.000000,0.028947,-0.687904,-0.564056,251.000000,71.000000,0.330263,0.411457,0.148243,8.000000,6.000000,0.010526,-0.816103,-0.508793,14.000000,11.000000,0.018421,0.277878,0.260756,37.000000,25.000000,0.048684,-0.011258,0.021192,47.000000,23.000000,0.061842,-0.581559,-0.326090,54.000000,23.000000,0.071053,-0.395491,-0.306253,19.000000,14.000000,0.025000,-0.502501,-0.096176,710.000000,141.000000,0.934211,0.003534,-0.001791
2026-02-22,638.000000,123.000000,41.000000,23.000000,0.064263,0.391825,0.156832,38.000000,16.000000,0.059561,-0.623481,-0.582113,25.000000,13.000000,0.039185,-0.544196,-0.497439,187.000000,57.000000,0.293103,0.271504,0.035313,6.000000,3.000000,0.009404,-1.277698,-1.250094,12.000000,9.000000,0.018809,0.472917,0.402822,43.000000,24.000000,0.067398,0.444609,0.213161,43.000000,18.000000,0.067398,-0.653518,-0.511492,55.000000,25.000000,0.086207,-0.332619,-0.175997,17.000000,12.000000,0.026646,-0.821351,-0.326167,593.000000,116.000000,0.929467,-0.003128,-0.037960
2026-02-23,1103.000000,169.000000,46.000000,33.000000,0.041704,0.363166,0.429981,57.000000,29.000000,0.051677,-0.913340,-0.454985,48.000000,25.000000,0.043518,-0.486886,-0.261669,266.000000,81.000000,0.241160,0.045711,0.031831,12.000000,10.000000,0.010879,-0.951979,-0.444123,7.000000,7.000000,0.006346,-0.567909,-0.325528,47.000000,34.000000,0.042611,0.376843,0.446536,64.000000,32.000000,0.058024,-0.932748,-0.401891,85.000000,42.000000,0.077063,-0.460740,-0.055444,20.000000,13.000000,0.018132,-0.974512,-0.518978,1008.000000,166.000000,0.913871,-0.020455,-0.003175
2026-02-24,1220.000000,188.000000,62.000000,38.000000,0.050820,0.187486,0.110234,76.000000,35.000000,0.062295,-0.639097,-0.338710,77.000000,28.000000,0.063115,-0.119696,-0.272597,297.000000,88.000000,0.243443,0.061445,0.013615,19.000000,14.000000,0.015574,-0.630988,-0.340962,27.000000,19.000000,0.022131,0.653144,0.476599,62.000000,38.000000,0.050820,0.187115,0.105881,82.000000,36.000000,0.067213,-0.698370,-0.367824,106.000000,37.000000,0.086885,-0.291642,-0.281809,29.000000,19.000000,0.023770,-0.703989,-0.349541,1141.000000,185.000000,0.935246,-0.002103,0.003432
2026-02-25,1411.000000,189.000000,46.000000,29.000000,0.032601,-0.300618,-0.229079,79.000000,39.000000,0.055989,-0.824261,-0.291752,48.000000,30.000000,0.034018,-0.772955,-0.305931,644.000000,117.000000,0.456414,0.671106,0.284905,43.000000,15.000000,0.030475,0.081953,-0.200543,20.000000,17.000000,0.014174,0.099632,0.260137,47.000000,30.000000,0.033310,-0.264812,-0.176942,85.000000,41.000000,0.060241,-0.859730,-0.269427,69.000000,36.000000,0.048901,-0.899053,-0.370278,62.000000,19.000000,0.043940,-0.060208,-0.331797,1354.000000,187.000000,0.959603,0.019810,0.010313
2026-02-26,1251.000000,185.000000,164.000000,57.000000,0.131095,0.923448,0.327325,99.000000,37.000000,0.079137,-0.432652,-0.297146,50.000000,35.000000,0.039968,-0.677908,-0.121618,274.000000,96.000000,0.219025,-0.009794,0.119163,39.000000,15.000000,0.031175,0.021247,-0.270135,32.000000,23.000000,0.025580,0.627359,0.479638,164.000000,57.000000,0.131095,0.925187,0.328175,110.000000,39.000000,0.087930,-0.422466,-0.273137,72.000000,40.000000,0.057554,-0.786912,-0.237912,64.000000,26.000000,0.051159,0.047613,-0.027245,1196.000000,182.000000,0.956035,0.019066,0.002684
2026-02-27,1189.000000,187.000000,168.000000,53.000000,0.141295,1.060105,0.327512,95.000000,45.000000,0.079899,-0.467000,-0.072339,61.000000,37.000000,0.051304,-0.381265,-0.007267,271.000000,85.000000,0.227923,0.036272,0.034438,17.000000,15.000000,0.014298,-0.596944,-0.124144,32.000000,18.000000,0.026913,0.529105,0.186798,171.000000,53.000000,0.143818,1.079004,0.324290,97.000000,45.000000,0.081581,-0.563032,-0.116111,112.000000,51.000000,0.094197,-0.265448,0.059510,26.000000,19.000000,0.021867,-0.677147,-0.261634,1128.000000,183.000000,0.948696,0.014813,0.000398
2026-02-28,1093.000000,162.000000,51.000000,32.000000,0.046661,0.034238,0.205241,482.000000,79.000000,0.440988,1.201054,0.651590,133.000000,53.000000,0.121683,0.433714,0.588648,263.000000,80.000000,0.240622,0.086221,0.137863,213.000000,47.000000,0.194876,1.770606,1.186008,4.000000,3.000000,0.003660,-1.072475,-0.883471,51.000000,32.000000,0.046661,0.045221,0.218746,571.000000,83.000000,0.522415,1.256257,0.672913,379.000000,72.000000,0.346752,0.908745,0.559204,265.000000,51.000000,0.242452,1.557995,0.956556,1062.000000,160.000000,0.971638,0.039154,0.007385
2026-03-01,912.000000,134.000000,19.000000,15.000000,0.020833,-0.608215,-0.265223,452.000000,61.000000,0.495614,1.205236,0.496152,109.000000,37.000000,0.119518,0.271000,0.263043,177.000000,61.000000,0.194079,-0.151632,0.005334,98.000000,25.000000,0.107456,0.829917,0.486467,4.000000,4.000000,0.004386,-0.709980,-0.255987,19.000000,15.000000,0.020833,-0.594530,-0.242596,589.000000,65.000000,0.645833,1.318606,0.522075,333.000000,55.000000,0.365132,0.842475,0.379719,137.000000,30.000000,0.150219,0.709040,0.390594,903.000000,133.000000,0.990132,0.056555,0.013479
2026-03-02,1299.000000,175.000000,34.000000,26.000000,0.026174,0.031960,0.255687,602.000000,112.000000,0.463433,1.003965,0.703470,232.000000,73.000000,0.178599,0.642482,0.594019,335.000000,100.000000,0.257891,0.098541,0.194178,109.000000,29.000000,0.083911,0.820546,0.402253,4.000000,3.000000,0.003079,-1.034329,-0.938495,34.000000,26.000000,0.026174,0.030806,0.249576,706.000000,115.000000,0.543495,1.029053,0.691764,470.000000,96.000000,0.361817,0.831715,0.599913,145.000000,31.000000,0.111624,0.660811,0.210639,1287.000000,173.000000,0.990762,0.056736,0.003568
2026-03-03,1337.000000,187.000000,63.000000,34.000000,0.047120,0.260438,0.115701,539.000000,98.000000,0.403141,0.964074,0.548579,275.000000,82.000000,0.205684,0.793153,0.635198,341.000000,90.000000,0.255049,0.091496,0.028492,121.000000,44.000000,0.090501,0.891792,0.645798,7.000000,7.000000,0.005236,-0.518232,-0.279851,63.000000,34.000000,0.047120,0.265039,0.116909,596.000000,103.000000,0.445774,0.929026,0.546001,426.000000,94.000000,0.318624,0.766666,0.524640,156.000000,54.000000,0.116679,0.725022,0.607610,1304.000000,184.000000,0.975318,0.036347,0.003600
2026-03-04,1380.000000,197.000000,43.000000,31.000000,0.031159,-0.179422,-0.080421,462.000000,100.000000,0.334783,0.709941,0.469092,295.000000,82.000000,0.213768,0.802869,0.495209,283.000000,90.000000,0.205072,-0.146603,-0.030424,73.000000,30.000000,0.052899,0.431965,0.306942,8.000000,8.000000,0.005797,-0.528193,-0.300152,43.000000,31.000000,0.031159,-0.161348,-0.057210,545.000000,102.000000,0.394928,0.765257,0.465630,404.000000,94.000000,0.292754,0.658377,0.423414,99.000000,36.000000,0.071739,0.291346,0.184781,1344.000000,191.000000,0.973913,0.031180,-0.009530
2026-03-05,1344.000000,177.000000,21.000000,16.000000,0.015625,-1.001037,-0.739017,399.000000,91.000000,0.296875,0.646546,0.513701,279.000000,88.000000,0.207589,0.718359,0.690729,311.000000,86.000000,0.231399,0.024204,0.040539,72.000000,37.000000,0.053571,0.378142,0.540558,8.000000,7.000000,0.005952,-0.544871,-0.406638,21.000000,16.000000,0.015625,-0.997131,-0.734870,473.000000,95.000000,0.351935,0.719528,0.531574,349.000000,91.000000,0.259673,0.499632,0.511379,93.000000,41.000000,0.069196,0.223790,0.402861,1304.000000,173.000000,0.970238,0.030514,-0.003613
2026-03-06,1270.000000,198.000000,22.000000,21.000000,0.017323,-0.821573,-0.489670,368.000000,80.000000,0.289764,0.587828,0.322773,235.000000,71.000000,0.185039,0.662714,0.443630,313.000000,89.000000,0.246457,0.091421,0.009949,71.000000,25.000000,0.055906,0.583404,0.211107,10.000000,10.000000,0.007874,-0.416414,-0.216397,22.000000,21.000000,0.017323,-0.819486,-0.490672,437.000000,83.000000,0.344094,0.639687,0.317795,326.000000,78.000000,0.256693,0.530641,0.320980,101.000000,30.000000,0.079528,0.488277,0.072888,1228.000000,191.000000,0.966929,0.030647,-0.013458
2026-03-07,864.000000,152.000000,13.000000,10.000000,0.015046,-0.857395,-0.697437,254.000000,66.000000,0.293981,0.576066,0.424208,149.000000,54.000000,0.172454,0.559095,0.540259,258.000000,77.000000,0.298611,0.277169,0.149718,47.000000,21.000000,0.054398,0.358179,0.361625,5.000000,4.000000,0.005787,-0.377803,-0.341139,13.000000,10.000000,0.015046,-0.846859,-0.682753,289.000000,68.000000,0.334491,0.587123,0.427480,214.000000,58.000000,0.247685,0.380527,0.311179,63.000000,23.000000,0.072917,0.262131,0.185646,835.000000,152.000000,0.966435,0.030551,0.019922
2026-03-08,724.000000,123.000000,18.000000,15.000000,0.024862,-0.203871,-0.004418,269.000000,58.000000,0.371547,0.706760,0.425314,148.000000,43.000000,0.204420,0.593602,0.373497,168.000000,58.000000,0.232044,0.000327,0.026740,52.000000,19.000000,0.071823,0.303234,0.218543,2.000000,2.000000,0.002762,-0.799790,-0.523997,18.000000,15.000000,0.024862,-0.191867,0.018384,307.000000,60.000000,0.424033,0.683171,0.422482,223.000000,52.000000,0.308011,0.491079,0.318653,69.000000,23.000000,0.095304,0.168293,0.171313,696.000000,121.000000,0.961326,0.023889,0.004659
2026-03-09,1184.000000,175.000000,20.000000,17.000000,0.016892,-0.156267,0.027868,398.000000,81.000000,0.336149,0.481628,0.281503,277.000000,62.000000,0.233953,0.709364,0.316091,295.000000,82.000000,0.249155,0.035945,-0.016826,68.000000,24.000000,0.057432,0.331925,0.141908,4.000000,4.000000,0.003378,-0.666678,-0.445883,20.000000,17.000000,0.016892,-0.160288,0.020964,467.000000,84.000000,0.394426,0.502169,0.279540,401.000000,74.000000,0.338682,0.594642,0.256849,89.000000,31.000000,0.075169,0.189280,0.172992,1155.000000,172.000000,0.975507,0.038264,-0.001820
2026-03-10,1287.000000,196.000000,18.000000,15.000000,0.013986,-0.682565,-0.533370,433.000000,94.000000,0.336441,0.590965,0.366835,277.000000,80.000000,0.215229,0.645651,0.455121,350.000000,99.000000,0.271950,0.125750,0.062857,38.000000,21.000000,0.029526,-0.316209,-0.193343,5.000000,5.000000,0.003885,-0.508316,-0.389520,18.000000,15.000000,0.013986,-0.681970,-0.533885,498.000000,96.000000,0.386946,0.589601,0.334900,376.000000,95.000000,0.292152,0.519387,0.410135,63.000000,31.000000,0.048951,-0.206668,-0.019303,1248.000000,194.000000,0.969697,0.027728,0.010032
2026-03-11,1266.000000,187.000000,34.000000,27.000000,0.026856,-0.061160,0.043473,374.000000,83.000000,0.295419,0.401624,0.248060,257.000000,71.000000,0.203002,0.568301,0.302081,303.000000,85.000000,0.239336,-0.023586,-0.049119,50.000000,26.000000,0.039494,0.060771,0.162587,18.000000,10.000000,0.014218,0.623949,0.215616,34.000000,27.000000,0.026856,-0.048182,0.064066,445.000000,89.000000,0.351501,0.459347,0.292836,347.000000,80.000000,0.274092,0.442225,0.242559,80.000000,35.000000,0.063191,0.107956,0.182404,1216.000000,184.000000,0.960506,0.014561,0.005485
2026-03-12,1316.000000,186.000000,30.000000,24.000000,0.022796,-0.355460,-0.175725,346.000000,88.000000,0.262918,0.350751,0.349360,212.000000,64.000000,0.161094,0.291903,0.230022,269.000000,88.000000,0.204407,-0.132249,0.000410,75.000000,30.000000,0.056991,0.371949,0.238024,9.000000,9.000000,0.006839,-0.118693,0.037883,30.000000,24.000000,0.022796,-0.357693,-0.175053,413.000000,89.000000,0.313830,0.423913,0.333602,302.000000,79.000000,0.229483,0.235887,0.254948,103.000000,36.000000,0.078267,0.298564,0.204057,1272.000000,185.000000,0.966565,0.024080,0.014384
2026-03-13,1217.000000,179.000000,16.000000,13.000000,0.013147,-0.804079,-0.628573,325.000000,78.000000,0.267050,0.340649,0.322036,217.000000,65.000000,0.178307,0.461899,0.367982,208.000000,76.000000,0.170912,-0.307740,-0.060256,69.000000,27.000000,0.056697,0.543583,0.349030,8.000000,6.000000,0.006574,-0.286242,-0.333906,16.000000,13.000000,0.013147,-0.809125,-0.633872,388.000000,82.000000,0.318817,0.390669,0.327492,297.000000,71.000000,0.244043,0.349733,0.267098,88.000000,32.000000,0.072309,0.355368,0.220783,1159.000000,172.000000,0.952342,0.012895,-0.017139
2026-03-14,767.000000,149.000000,14.000000,12.000000,0.018253,-0.372519,-0.268987,205.000000,52.000000,0.267275,0.324155,0.137335,131.000000,46.000000,0.170795,0.395280,0.319545,166.000000,64.000000,0.216428,-0.078807,-0.027610,25.000000,12.000000,0.032595,-0.185775,-0.190506,3.000000,2.000000,0.003911,-0.407649,-0.643712,14.000000,12.000000,0.018253,-0.370063,-0.259385,236.000000,54.000000,0.307692,0.339284,0.145124,199.000000,54.000000,0.259452,0.306172,0.204903,43.000000,16.000000,0.056063,-0.026568,-0.159220,733.000000,148.000000,0.955671,0.016841,0.013622
2026-03-15,636.000000,114.000000,6.000000,6.000000,0.009434,-0.817308,-0.556256,166.000000,46.000000,0.261006,0.206181,0.206329,118.000000,35.000000,0.185535,0.352194,0.170319,140.000000,50.000000,0.220126,-0.088020,-0.058364,39.000000,15.000000,0.061321,0.119953,0.042691,1.000000,1.000000,0.001572,-0.874364,-0.690931,6.000000,6.000000,0.009434,-0.814282,-0.539284,210.000000,47.000000,0.330189,0.277196,0.187390,176.000000,42.000000,0.276730,0.273090,0.132898,67.000000,17.000000,0.105346,0.247878,-0.054418,610.000000,112.000000,0.959119,0.019148,0.003540
2026-03-16,1204.000000,177.000000,8.000000,7.000000,0.006645,-0.742347,-0.581950,311.000000,73.000000,0.258306,0.078656,0.107540,211.000000,54.000000,0.175249,0.285118,0.098880,407.000000,90.000000,0.338040,0.303668,0.051175,61.000000,24.000000,0.050664,0.191363,0.116623,2.000000,2.000000,0.001661,-0.961362,-0.773859,8.000000,7.000000,0.006645,-0.756197,-0.595395,419.000000,81.000000,0.348007,0.228822,0.168483,272.000000,59.000000,0.225914,0.088348,-0.023729,94.000000,31.000000,0.078073,0.214687,0.159965,1161.000000,176.000000,0.964286,0.024447,0.010310
2026-03-17,1265.000000,184.000000,10.000000,9.000000,0.007905,-0.913600,-0.704987,339.000000,81.000000,0.267984,0.232219,0.227642,239.000000,58.000000,0.188933,0.388818,0.136034,395.000000,92.000000,0.312253,0.226080,0.039685,71.000000,35.000000,0.056126,0.315642,0.364300,5.000000,5.000000,0.003953,-0.178919,-0.053558,10.000000,9.000000,0.007905,-0.923637,-0.712719,405.000000,87.000000,0.320158,0.260112,0.241074,324.000000,68.000000,0.256126,0.295119,0.101455,107.000000,45.000000,0.084585,0.332852,0.413904,1222.000000,183.000000,0.966008,0.021744,0.015182
2026-03-18,1317.000000,195.000000,13.000000,12.000000,0.009871,-0.714413,-0.525896,318.000000,67.000000,0.241458,0.076897,-0.055188,201.000000,64.000000,0.152620,0.165829,0.100800,270.000000,100.000000,0.205011,-0.216510,0.057989,75.000000,31.000000,0.056948,0.430132,0.294034,7.000000,6.000000,0.005315,-0.004547,-0.031076,13.000000,12.000000,0.009871,-0.712821,-0.513158,364.000000,70.000000,0.276386,0.086946,-0.041472,275.000000,66.000000,0.208808,0.086658,-0.024303,105.000000,33.000000,0.079727,0.342501,0.089548,1277.000000,189.000000,0.969628,0.021948,-0.008916
2026-03-19,1327.000000,190.000000,22.000000,17.000000,0.016579,-0.337929,-0.267549,354.000000,77.000000,0.266767,0.250117,0.151689,225.000000,63.000000,0.169555,0.234096,0.142670,316.000000,87.000000,0.238131,-0.018709,-0.044737,70.000000,34.000000,0.052751,0.312329,0.346989,6.000000,5.000000,0.004521,-0.191658,-0.254396,22.000000,17.000000,0.016579,-0.352254,-0.275334,413.000000,81.000000,0.311228,0.291224,0.169472,301.000000,70.000000,0.226827,0.149082,0.084488,112.000000,42.000000,0.084401,0.384555,0.345864,1286.000000,187.000000,0.969103,0.024719,0.004488
2026-03-20,1151.000000,193.000000,14.000000,13.000000,0.012163,-0.542709,-0.433235,290.000000,69.000000,0.251955,0.175502,0.086544,183.000000,61.000000,0.158992,0.247565,0.185406,286.000000,86.000000,0.248480,0.026440,-0.024650,53.000000,27.000000,0.046047,0.364887,0.287306,4.000000,4.000000,0.003475,-0.551332,-0.500790,14.000000,13.000000,0.012163,-0.560505,-0.447557,342.000000,71.000000,0.297133,0.203809,0.064762,233.000000,66.000000,0.202433,0.096598,0.095415,85.000000,34.000000,0.073849,0.394550,0.220165,1093.000000,191.000000,0.949609,0.008105,0.013006
2026-03-21,743.000000,149.000000,14.000000,11.000000,0.018843,-0.001856,-0.078330,186.000000,46.000000,0.250336,0.159725,-0.017996,119.000000,41.000000,0.160162,0.239980,0.166913,193.000000,59.000000,0.259758,0.063577,-0.120341,34.000000,13.000000,0.045760,0.184985,-0.094428,4.000000,4.000000,0.005384,0.190286,0.219566,14.000000,11.000000,0.018843,-0.012761,-0.078279,219.000000,49.000000,0.294751,0.187639,0.008690,179.000000,50.000000,0.240915,0.174044,0.109136,50.000000,18.000000,0.067295,0.179037,-0.026653,710.000000,148.000000,0.955585,0.014925,0.014189
2026-03-22,628.000000,118.000000,7.000000,6.000000,0.011146,-0.319379,-0.313236,180.000000,43.000000,0.286624,0.208217,0.076213,99.000000,35.000000,0.157643,0.107318,0.102927,166.000000,55.000000,0.264331,0.054556,-0.009853,59.000000,21.000000,0.093949,0.587960,0.360428,0.000000,0.000000,0.000000,-1.646442,-1.549059,7.000000,6.000000,0.011146,-0.330276,-0.306307,216.000000,46.000000,0.343949,0.216819,0.096159,163.000000,41.000000,0.259554,0.159171,0.059983,93.000000,26.000000,0.148089,0.617338,0.347889,593.000000,115.000000,0.944268,0.001828,-0.003757
2026-03-23,1193.000000,171.000000,5.000000,4.000000,0.004191,-0.823798,-0.778727,323.000000,73.000000,0.270746,0.042004,0.117220,165.000000,44.000000,0.138307,-0.025230,-0.097182,409.000000,91.000000,0.342833,0.277796,0.085112,41.000000,23.000000,0.034367,-0.138686,0.139214,1.000000,1.000000,0.000838,-1.150759,-0.977099,5.000000,4.000000,0.004191,-0.852086,-0.802672,359.000000,76.000000,0.300922,-0.009871,0.108060,252.000000,60.000000,0.211232,-0.020756,0.016823,54.000000,27.000000,0.045264,-0.289552,0.083215,1045.000000,168.000000,0.875943,-0.073229,-0.001199
2026-03-24,1307.000000,197.000000,10.000000,10.000000,0.007651,-0.599802,-0.391134,304.000000,72.000000,0.232594,0.014765,0.022615,182.000000,50.000000,0.139250,0.018503,-0.101123,334.000000,93.000000,0.255547,-0.013982,-0.028419,58.000000,22.000000,0.044376,0.144361,-0.124736,1.000000,1.000000,0.000765,-1.200880,-1.149399,10.000000,10.000000,0.007651,-0.624743,-0.409784,345.000000,75.000000,0.263963,-0.018634,-0.001459,263.000000,56.000000,0.201224,0.020016,-0.165063,80.000000,25.000000,0.061209,0.053630,-0.205264,1193.000000,192.000000,0.912777,-0.036443,-0.004252
2026-03-25,1291.000000,195.000000,8.000000,7.000000,0.006197,-0.809708,-0.753745,319.000000,73.000000,0.247095,0.031439,0.014268,196.000000,60.000000,0.151820,0.103036,0.019919,312.000000,89.000000,0.241673,-0.092023,-0.068448,45.000000,21.000000,0.034857,0.013033,-0.048431,4.000000,4.000000,0.003098,-0.188449,-0.129953,8.000000,7.000000,0.006197,-0.823438,-0.752309,353.000000,76.000000,0.273431,-0.002293,0.017295,251.000000,65.000000,0.194423,-0.011170,-0.041196,65.000000,25.000000,0.050349,-0.066271,-0.152721,1238.000000,194.000000,0.958947,0.009413,0.017731
