term,n_titles,degree,strength,betweenness,community
released,227,3,9.79713,0.00014,3
armed,134,2,9.69626,0.00002,3
swiss,99,3,9.66880,0.00019,3
floods,399,4,9.35640,0.00050,3
violent,152,3,9.32530,0.00003,3
detention,127,2,9.05460,0.00003,3
murdaugh,55,2,8.97141,0.00000,3
enforcement,128,3,8.88474,0.00000,3
travel,276,3,8.84407,0.00019,3
festival,211,2,8.62206,0.00054,3
border patrol,109,3,8.58479,0.00002,3
patrol,126,3,8.55340,0.00002,3
anti-ice,62,2,8.38015,0.00003,3
farmers,187,3,8.22748,0.00098,3
kings,67,2,7.65725,0.00003,3
fallen,54,2,7.47874,0.00044,3
stand,148,2,7.44533,0.00023,3
custody,114,2,7.19182,0.00003,3
federal agents,104,3,6.94314,0.00000,3
car,215,2,6.78686,0.00002,3
synagogue,105,2,6.61355,0.00000,3
bar,121,2,6.15224,0.00003,3
true,99,1,6.07030,0.00000,3
students,438,2,5.92893,0.00006,3
garcia,41,1,5.92055,0.00000,3
girl,78,1,5.79555,0.00000,3
helicopter,109,2,5.72923,0.00023,3
chaos,348,2,5.71895,0.00000,3
consulate,78,1,5.57129,0.00000,3
boy,65,1,5.51784,0.00000,3
mar-a-lago,66,1,5.26703,0.00000,3
aim,52,1,5.26503,0.00000,3
film,163,1,5.19960,0.00000,3
feared,54,1,5.13109,0.00000,3
wall,337,2,5.02801,0.00031,3
girls,74,1,4.93232,0.00000,3
austin,44,1,4.90596,0.00000,3
lord,70,1,4.78656,0.00000,3
flee,100,1,4.67149,0.00000,3
oath,161,1,4.62771,0.00000,3
service members,61,1,4.56569,0.00000,3
college,164,1,4.46735,0.00000,3
houston,56,1,4.25834,0.00000,3
university,169,1,4.17676,0.00000,3
seattle,62,1,4.16020,0.00000,3
arrests,135,1,4.13301,0.00000,3
renee,104,2,4.11849,0.00000,3
renee good,94,2,4.08516,0.00000,3
supporters,128,1,4.03918,0.00000,3
unrest,111,2,3.93860,0.00035,3
facility,183,1,3.73053,0.00000,3
fighter,222,1,3.67037,0.00000,3
flight,242,1,3.60356,0.00000,3
jersey,138,1,3.56571,0.00000,3
young,156,1,3.51618,0.00000,3
whcd,56,1,3.48716,0.00000,3
nationwide,120,1,3.39282,0.00000,3
suspects,86,1,3.33889,0.00000,3
jets,239,1,3.16939,0.00000,3
involved,78,1,3.01066,0.00000,3
turn,224,1,2.99996,0.00000,3
raids,92,1,2.91558,0.00000,3
shootings,80,1,2.82302,0.00000,3
involving,66,1,2.82158,0.00000,3
multiple,216,1,2.74586,0.00000,3
south africa,280,1,2.45263,0.00000,3
reacts,582,1,1.31956,0.00000,3
oil,2250,63,137.96766,0.03437,4
amid,3569,46,89.86604,0.02355,4
war,9311,44,68.36424,0.02376,4
prices,911,22,68.28428,0.00582,4
saudi,714,23,60.40215,0.01054,4
global,1521,27,54.47592,0.01196,4
crisis,1535,21,47.06784,0.01282,4
tensions,890,17,43.73278,0.00271,4
uss,176,8,38.07038,0.00762,4
cuba,432,13,37.81006,0.00458,4
red,618,10,36.87055,0.00952,4
houthis,237,10,36.21541,0.00118,4
fuel,446,10,36.00945,0.00150,4
sea,435,12,35.90728,0.00198,4
troops,643,12,34.91761,0.01376,4
energy,806,13,33.46223,0.00272,4
economic,667,13,32.11966,0.00292,4
ceuta,156,8,31.77456,0.00054,4
houthi,92,7,30.42224,0.00005,4
gas,585,10,30.41302,0.00214,4
surge,376,10,28.46204,0.00271,4
east,1083,11,26.94407,0.00364,4
americans,634,10,26.50015,0.00181,4
middle east,946,11,25.18470,0.00558,4
yemen,133,6,24.87946,0.00002,4
middle,983,11,24.87883,0.00557,4
rising,343,7,23.91747,0.00041,4
red sea,148,6,23.03788,0.00009,4
carrier,95,5,22.04329,0.00054,4
sanctions,385,9,21.47671,0.00209,4
card,125,4,21.31977,0.00355,4
powers,179,6,19.96161,0.00274,4
migrant,133,5,19.83271,0.00004,4
ground,289,4,18.22575,0.00549,4
draws,136,3,17.08203,0.00495,4
arabia,369,6,16.69573,0.00043,4
saudi arabia,366,6,16.68706,0.00043,4
tanker,281,6,16.39506,0.00050,4
conflict,821,8,15.96649,0.00054,4
pact,119,4,15.77062,0.00005,4
price,247,4,15.32293,0.00076,4
stocks,661,7,14.35517,0.00201,4
seizes,135,4,13.92970,0.00001,4
pay,343,3,13.81269,0.00060,4
ford,93,2,13.51053,0.00054,4
markets,479,5,13.26444,0.00302,4
rise,511,4,12.80162,0.00003,4
uss abraham,52,2,12.43788,0.00000,4
abraham lincoln,55,2,12.37631,0.00054,4
resolution,117,3,12.24936,0.00034,4
coast,221,3,12.20990,0.00025,4
migrants,137,3,11.98654,0.00000,4
united,206,2,11.81495,0.00002,4
nations,199,3,11.64537,0.00048,4
costs,228,3,11.48928,0.00003,4
credit,145,2,11.12456,0.00248,4
escalating,109,4,11.02635,0.00020,4
tear,80,2,10.98330,0.00012,4
market,646,3,10.91501,0.00004,4
lincoln,136,2,10.46185,0.00000,4
escalates,281,5,10.03408,0.00035,4
airlines,183,2,9.97341,0.00007,4
water,324,3,9.79746,0.00260,4
supply,275,4,9.50749,0.00006,4
d-day,52,3,9.36843,0.00043,4
shortage,137,3,9.31137,0.00014,4
conditions,126,2,9.25098,0.00054,4
castro,97,2,8.94895,0.00107,4
fall,248,3,8.92378,0.00001,4
indictment,87,2,8.80691,0.00054,4
sign,227,2,8.10597,0.00003,4
growth,293,3,7.79127,0.00012,4
green,142,1,6.85160,0.00000,4
doug,38,1,6.73202,0.00000,4
stock,198,2,6.68430,0.00004,4
job,245,2,6.24094,0.00022,4
bond,182,2,6.13150,0.00031,4
drop,225,2,6.11581,0.00000,4
infrastructure,156,2,6.11095,0.00001,4
red line,79,1,6.03041,0.00000,4
higher,208,2,5.90049,0.00000,4
facilities,84,2,5.84650,0.00000,4
havana,59,1,5.75992,0.00000,4
line,214,1,5.75938,0.00000,4
tribute,218,1,5.70991,0.00000,4
spike,70,2,5.50833,0.00000,4
deployment,101,1,5.47036,0.00000,4
aircraft,210,1,5.25911,0.00000,4
ending,112,3,5.20581,0.00030,4
boots,32,1,5.17164,0.00000,4
kharg,83,3,5.15917,0.00098,4
iraq,276,2,5.10328,0.00001,4
sending,90,1,5.07268,0.00000,4
private,193,1,5.02029,0.00000,4
systems,83,1,4.86435,0.00000,4
field,70,1,4.69806,0.00000,4
diesel,75,1,4.66740,0.00000,4
invasion,125,1,4.64324,0.00000,4
prediction,78,1,4.60454,0.00000,4
ongoing,153,2,4.58230,0.00018,4
zero,99,1,4.56773,0.00000,4
send,130,1,4.38789,0.00000,4
shock,292,2,4.27991,0.00000,4
million,467,2,4.27696,0.00004,4
comey,62,1,4.21879,0.00000,4
refinery,132,1,3.92727,0.00000,4
lower,142,1,3.91931,0.00000,4
regional,115,1,3.90382,0.00000,4
kharg island,79,2,3.76037,0.00007,4
deepens,207,1,3.73309,0.00000,4
soar,95,1,3.63991,0.00000,4
industry,214,2,3.44586,0.00069,4
qatar,223,1,3.41142,0.00000,4
deploys,182,1,3.37337,0.00000,4
tension,71,1,3.16868,0.00000,4
rages,82,2,3.11372,0.00000,4
uncertainty,102,1,3.10857,0.00000,4
russia-ukraine,125,1,3.01191,0.00000,4
hub,131,1,2.90526,0.00000,4
alert,266,1,2.90247,0.00000,4
pipeline,83,1,2.85114,0.00000,4
seize,87,1,2.82906,0.00000,4
exports,86,1,2.58035,0.00000,4
linked,161,1,2.57809,0.00000,4
surges,135,1,2.57583,0.00000,4
growing,229,1,2.56620,0.00000,4
rift,142,1,2.40830,0.00000,4
machine,57,1,2.26987,0.00000,4
sudan,70,1,1.96551,0.00000,4
crimes,68,1,1.85781,0.00000,4
row,558,1,1.61682,0.00000,4
won,94,1,1.52760,0.00000,4
preparing,91,1,1.40539,0.00000,4
helping,104,1,1.27728,0.00000,4
intensifies,175,1,1.26271,0.00000,4
grilled,92,1,1.18263,0.00000,4
months,169,1,1.15721,0.00000,4
phase,120,1,1.13607,0.00000,4
zone,100,1,1.11712,0.00000,4
strikes,2879,65,119.48392,0.02830,5
israel,2833,46,97.77189,0.02394,5
attack,2103,45,96.74940,0.02181,5
iranian,1269,45,93.52519,0.01720,5
strike,1455,33,66.53674,0.01045,5
launches,959,23,63.01824,0.00584,5
israeli,851,21,62.76415,0.00867,5
ceasefire,1386,32,60.14252,0.01917,5
drone,1137,28,59.77210,0.00535,5
ukraine,2613,36,58.47003,0.01137,5
missile,995,26,55.55621,0.00476,5
missiles,786,24,53.34858,0.00206,5
attacks,1191,25,48.82604,0.00247,5
gaza,457,12,48.61676,0.00287,5
kyiv,744,21,48.14680,0.00128,5
russia,3270,31,45.67988,0.00713,5
hit,1179,21,44.87901,0.00297,5
russian,1263,21,43.82807,0.00268,5
military,1682,19,41.39560,0.00836,5
gulf,631,16,38.48367,0.00220,5
hits,1006,17,37.71169,0.00478,5
kuwait,300,14,36.36829,0.00110,5
netanyahu,779,16,36.25011,0.01414,5
kills,397,12,35.50186,0.00152,5
massive,1052,16,35.03914,0.00766,5
uae,605,13,32.71044,0.00172,5
high,556,10,31.80581,0.00146,5
lebanon,804,11,30.07023,0.00122,5
drones,684,13,29.90278,0.00102,5
hezbollah,276,9,27.21822,0.00013,5
bank,300,6,23.81902,0.00197,5
record,517,8,23.52300,0.00298,5
life,413,6,22.72430,0.00211,5
settlers,44,4,19.63596,0.00002,5
heat,303,5,19.42964,0.00062,5
continue,382,8,18.96749,0.00326,5
west bank,125,4,18.53200,0.00094,5
ukrainian,452,8,18.28126,0.00008,5
terror,321,5,17.86234,0.00015,5
years,781,4,17.01286,0.00058,5
bases,310,7,16.71923,0.00020,5
settler,33,3,16.53011,0.00002,5
sites,180,6,16.38555,0.00017,5
sentenced,104,3,16.26817,0.00014,5
targets,709,9,16.23718,0.00024,5
beirut,212,5,16.20485,0.00000,5
wave,202,5,15.77343,0.00048,5
jordan,184,5,15.75176,0.00009,5
dome,82,3,15.55874,0.00248,5
ballistic,230,6,15.47694,0.00004,5
prison,146,3,14.79363,0.00014,5
bahrain,150,5,14.26396,0.00001,5
west,1700,4,13.98598,0.00111,5
flotilla,55,3,13.57617,0.00054,5
overnight,106,5,13.42786,0.00001,5
opec,73,3,13.06862,0.00054,5
palestinians,96,3,11.87100,0.00000,5
dubai,217,4,11.67003,0.00001,5
action,493,5,11.53042,0.00123,5
aviv,185,5,11.40935,0.00000,5
tel,185,5,11.40935,0.00000,5
tel aviv,185,5,11.40935,0.00000,5
hard,193,5,11.38674,0.00143,5
board of peace,153,4,11.08672,0.00045,5
fires,420,4,11.07143,0.00007,5
ballistic missile,84,4,10.53904,0.00000,5
moscow,501,7,10.30433,0.00018,5
southern,189,3,10.23910,0.00075,5
patriot,121,4,10.15231,0.00000,5
board,293,4,9.77853,0.00045,5
fresh,389,4,9.42557,0.00025,5
gas prices,234,4,9.33194,0.00040,5
iron,64,2,9.13347,0.00000,5
benjamin,48,2,8.99948,0.00000,5
hamas,69,2,8.91723,0.00000,5
support,477,4,8.63789,0.00024,5
palestinian,103,2,8.60948,0.00000,5
unleashes,183,4,8.21736,0.00009,5
escalate,164,4,7.80158,0.00017,5
explosions,153,2,7.72914,0.00054,5
explosion,198,2,7.72569,0.00000,5
ports,87,2,7.11099,0.00000,5
vladimir putin,101,2,7.01009,0.00004,5
central,195,2,6.95099,0.00000,5
vladimir,104,2,6.93349,0.00004,5
airstrikes,146,2,6.88603,0.00001,5
golden,111,1,6.65697,0.00000,5
ambassador,253,3,6.64666,0.00038,5
extends,127,3,6.64488,0.00049,5
options,115,3,6.57375,0.00064,5
shadow,103,2,6.30169,0.00054,5
barrage,107,2,5.98289,0.00000,5
hypersonic,83,2,5.90627,0.00000,5
rock,134,1,5.70991,0.00000,5
hunger,49,1,5.56740,0.00000,5
activists,92,1,5.34951,0.00000,5
capital,180,2,5.31984,0.00000,5
extreme,128,1,4.96693,0.00000,5
states,350,1,4.76308,0.00000,5
exit,204,1,4.75152,0.00000,5
regime,295,2,4.74695,0.00001,5
centcom,105,2,4.71286,0.00000,5
fragile,81,2,4.65398,0.00000,5
legacy,148,1,4.59733,0.00000,5
fleet,127,1,4.54462,0.00000,5
retaliates,59,2,4.46499,0.00000,5
accuses,335,3,4.36310,0.00006,5
kill,326,2,4.16320,0.00001,5
pause,112,2,4.07814,0.00029,5
bombs,225,3,4.07587,0.00002,5
agree,138,2,3.99705,0.00000,5
sinks,62,1,3.92240,0.00000,5
low,130,1,3.90283,0.00000,5
official,384,2,3.79008,0.00006,5
extended,84,1,3.72898,0.00000,5
warfare,116,1,3.70602,0.00000,5
israel-lebanon,62,1,3.70267,0.00000,5
nearly,206,1,3.66926,0.00000,5
breaks,441,1,3.65434,0.00000,5
truce,161,2,3.60644,0.00000,5
southern lebanon,48,1,3.50838,0.00000,5
crowds,87,1,3.49638,0.00000,5
idf,101,1,3.34435,0.00000,5
michigan synagogue,73,1,3.27005,0.00000,5
warship,122,1,3.20688,0.00000,5
surprise,122,1,3.10660,0.00000,5
target,293,1,2.77875,0.00000,5
cluster,69,1,2.75480,0.00000,5
sirens,62,1,2.62436,0.00000,5
jerusalem,146,1,2.21943,0.00000,5
aid,254,1,2.06699,0.00000,5
coalition,86,1,2.06493,0.00000,5
following,271,1,1.86860,0.00000,5
despite,458,1,1.85100,0.00000,5
targeted,194,1,1.72540,0.00000,5
senate,1274,74,199.59382,0.04097,6
supreme,1060,37,133.62162,0.00721,6
primary,538,31,96.51436,0.00800,6
election,1039,26,76.48054,0.01268,6
leader,1107,21,66.05341,0.00667,6
death,965,24,63.78095,0.01461,6
graham,556,19,58.52736,0.00459,6
south,999,16,55.67533,0.00312,6
gop,544,20,55.01394,0.00488,6
funeral,327,15,54.58615,0.00459,6
race,558,18,54.27011,0.01862,6
runoff,117,12,50.95002,0.00044,6
supreme leader,333,14,50.49081,0.00173,6
texas,589,16,49.99417,0.00405,6
khamenei,698,17,48.87434,0.00756,6
democratic,448,14,45.92704,0.00459,6
lindsey graham,289,13,44.92588,0.00174,6
service,362,15,44.85179,0.00535,6
lindsey,504,13,42.18409,0.00132,6
tehran,1015,23,41.83015,0.00955,6
john,303,9,37.68728,0.00089,6
democrats,624,16,37.17045,0.00218,6
cornyn,68,9,36.02985,0.00015,6
win,656,13,35.50669,0.00353,6
ayatollah,109,8,33.95143,0.00019,6
ali,167,9,32.54238,0.00122,6
maine,197,9,30.56660,0.00254,6
paxton,97,8,30.50859,0.00013,6
late,178,8,30.40540,0.00033,6
platner,229,10,30.21847,0.00161,6
ali khamenei,97,7,29.33797,0.00019,6
darline,82,7,28.65537,0.00001,6
south carolina,138,7,27.66989,0.00002,6
michigan,334,9,26.64268,0.00279,6
carolina,220,7,26.37117,0.00002,6
khamenei funeral,107,7,25.33768,0.00019,6
wins,391,8,25.22741,0.00280,6
darline graham,78,6,25.00046,0.00001,6
midterm,241,9,23.81638,0.00277,6
sen,453,8,22.77105,0.00053,6
governor,381,6,21.46065,0.00108,6
georgia,231,5,20.93357,0.00033,6
republican,300,7,20.53829,0.00038,6
la,211,5,20.41761,0.00301,6
hungary,264,5,18.50787,0.00060,6
ken paxton,52,4,17.08808,0.00005,6
midterms,253,6,16.91411,0.00133,6
ken,76,4,16.22669,0.00005,6
republicans,373,6,16.11191,0.00040,6
talarico,101,4,16.03099,0.00054,6
pratt,74,4,15.82234,0.00055,6
son,265,4,15.68408,0.00015,6
senator,248,4,15.62384,0.00009,6
korean,117,3,15.39090,0.00000,6
capitol,172,4,14.94380,0.00248,6
mayoral,42,3,14.89899,0.00000,6
el-sayed,164,5,14.65915,0.00010,6
mojtaba,169,4,14.48593,0.00018,6
father,196,3,14.36066,0.00003,6
mojtaba khamenei,133,4,14.26636,0.00019,6
lee,79,3,14.05605,0.00025,6
autopsy,51,3,13.99367,0.00000,6
arms,210,5,13.90805,0.00116,6
polls,310,3,13.08658,0.00151,6
voters,225,3,12.93471,0.00108,6
elections,568,4,12.24737,0.00033,6
sister,75,3,11.40936,0.00000,6
convention,155,5,10.95978,0.00063,6
campaign,323,4,10.59966,0.00002,6
venezuelan,204,4,10.39283,0.00134,6
music,116,3,10.26390,0.00000,6
head,208,2,10.23837,0.00000,6
graham platner,157,3,9.94996,0.00001,6
abdul el-sayed,111,3,9.09744,0.00000,6
member,142,2,9.06928,0.00009,6
abdul,127,3,9.06016,0.00000,6
attend,320,3,8.94750,0.00021,6
orb,84,2,8.82509,0.00000,6
massie,141,3,8.80102,0.00031,6
nolan wells,87,2,8.71205,0.00082,6
wells,104,2,8.67508,0.00082,6
orban,122,2,8.64330,0.00000,6
nolan,111,2,8.63030,0.00083,6
afd,89,2,8.37617,0.00014,6
results,218,2,8.21533,0.00000,6
midterm convention,71,3,8.20421,0.00033,6
african,126,2,8.09020,0.00012,6
kentucky,90,2,7.17178,0.00000,6
iranians,146,2,7.14908,0.00000,6
dhs funding,134,3,7.14160,0.00003,6
jeffries,117,2,7.07173,0.00013,6
passes,166,2,6.73966,0.00003,6
candidate,171,2,6.64982,0.00000,6
seat,135,2,6.50139,0.00000,6
dolly,116,2,6.19040,0.00018,6
dolly parton,115,2,6.19040,0.00018,6
parton,115,2,6.19040,0.00018,6
votes,162,2,5.56033,0.00003,6
panel,180,2,5.36744,0.00003,6
crockett,51,1,5.21933,0.00000,6
jan,110,1,5.11493,0.00000,6
held,188,1,5.01271,0.00000,6
socialists,38,1,4.60172,0.00000,6
socialist,63,1,4.34731,0.00000,6
fetterman,57,1,4.24947,0.00000,6
senators,121,1,4.16247,0.00000,6
races,82,1,4.05319,0.00000,6
spencer pratt,63,1,3.89516,0.00000,6
spencer,75,1,3.88080,0.00000,6
opposition,341,1,3.75734,0.00000,6
james talarico,64,1,3.66409,0.00000,6
wisconsin,106,1,3.18640,0.00000,6
james,217,1,3.14313,0.00000,6
us-israel,207,2,3.03589,0.00000,6
bangladesh,344,1,2.83907,0.00000,6
bid,419,1,2.20413,0.00000,6
dems,232,1,2.11752,0.00000,6
face,511,1,1.85837,0.00000,6
party,609,1,1.59747,0.00000,6
search,566,27,78.41411,0.00966,7
venezuela,1439,33,75.04680,0.02330,7
rescue,511,20,69.53765,0.00748,7
fbi,558,23,69.26300,0.00769,7
earthquake,429,21,69.16317,0.00615,7
missing,663,23,66.80224,0.00759,7
guthrie,966,29,62.49061,0.01227,7
nancy,741,22,50.01769,0.00522,7
national,757,15,49.22348,0.01065,7
nepal,621,16,43.75667,0.00509,7
nancy guthrie,682,18,41.57788,0.00343,7
survivors,259,10,36.68341,0.00349,7
director,313,7,33.94567,0.00053,7
toll,264,9,33.10262,0.00203,7
flood,374,11,31.02432,0.00209,7
death toll,185,7,28.69945,0.00021,7
investigation,468,12,26.89984,0.00550,7
savannah,180,8,24.98154,0.00028,7
savannah guthrie,171,8,24.87985,0.00028,7
rises,221,5,24.59952,0.00065,7
update,459,9,24.23384,0.00501,7
sheriff,154,9,23.11960,0.00512,7
mother,301,7,21.94923,0.00047,7
note,108,6,20.80959,0.00063,7
rescuers,111,5,20.15137,0.00004,7
colombia,247,6,19.60367,0.00133,7
plea,138,5,18.04909,0.00153,7
ransom,102,5,17.21813,0.00047,7
operations,249,5,17.09791,0.00286,7
flash,197,5,16.66494,0.00002,7
magnitude,125,4,16.37108,0.00020,7
smoke,172,4,16.13130,0.00097,7
victims,307,4,13.61912,0.00103,7
enters,210,4,13.43280,0.00142,7
philippines,215,4,13.27303,0.00049,7
patel,237,3,13.24626,0.00011,7
intelligence,204,3,13.22282,0.00054,7
mom,156,4,12.43944,0.00001,7
quake,117,3,12.31028,0.00007,7
flooding,146,3,11.44690,0.00006,7
today,289,3,11.31427,0.00001,7
kash,150,2,11.02139,0.00000,7
kash patel,147,2,11.02139,0.00000,7
dna,88,4,10.85497,0.00000,7
cia,217,3,9.30403,0.00016,7
suicide,119,2,8.96917,0.00000,7
reward,50,3,8.96143,0.00000,7
trapped,175,2,8.95489,0.00054,7
gives,406,2,8.89575,0.00028,7
streets,172,2,8.72753,0.00004,7
detained,166,4,8.71930,0.00043,7
twin,94,2,8.57955,0.00000,7
earthquakes,147,2,8.48428,0.00000,7
efforts,189,2,7.40343,0.00000,7
raid,169,3,7.07002,0.00011,7
rubble,91,2,7.04647,0.00000,7
rodriguez,62,2,6.94540,0.00019,7
underway,284,2,6.78017,0.00012,7
hundreds,233,2,6.67866,0.00012,7
person,125,3,6.61072,0.00000,7
authorities,156,3,6.40706,0.00000,7
week,488,2,6.08677,0.00001,7
investigators,83,2,6.00340,0.00000,7
guthrie disappearance,67,2,5.86218,0.00000,7
combat,139,1,5.45595,0.00000,7
caracas,126,2,5.40335,0.00000,7
disappearance,142,2,5.16598,0.00000,7
kidnapping,59,2,5.13629,0.00000,7
teams,113,1,5.03093,0.00000,7
mall,76,1,4.83795,0.00000,7
prayer,61,1,4.75261,0.00000,7
families,232,1,4.55632,0.00000,7
park,112,1,4.55564,0.00000,7
cave,53,1,4.54669,0.00000,7
gabbard,118,1,4.49095,0.00000,7
county,80,1,4.43780,0.00000,7
guard,235,1,4.31794,0.00000,7
seen,196,1,4.28529,0.00000,7
dc,310,2,4.22720,0.00016,7
powerful,188,1,3.99733,0.00000,7
buildings,79,1,3.95468,0.00000,7
mace,32,1,3.90857,0.00000,7
scientists,113,1,3.89521,0.00000,7
indonesia,197,1,3.73826,0.00000,7
body,160,1,3.40548,0.00000,7
shah,499,1,3.29104,0.00000,7
run,262,2,3.23232,0.00019,7
tunnel,85,1,3.23161,0.00000,7
nepal floods,106,1,3.01346,0.00000,7
flash floods,96,1,2.62339,0.00000,7
devastating,100,1,2.55497,0.00000,7
captures,147,1,1.72102,0.00000,7
maduro capture,129,1,1.35706,0.00000,7
capture,265,1,1.25814,0.00000,7
talks,2775,58,125.30527,0.02952,8
peace,1483,32,77.97300,0.01027,8
vance,963,25,55.91546,0.01478,8
speech,989,22,45.77040,0.00540,8
california,572,11,38.09608,0.00922,8
pakistan,1338,15,37.44460,0.00508,8
witkoff,87,9,36.33548,0.00173,8
jd vance,495,13,35.27889,0.00120,8
rejects,491,13,33.98222,0.00481,8
jd,506,12,33.70754,0.00103,8
delivers,486,10,28.35698,0.00154,8
remarks,644,11,26.18389,0.00209,8
plan,895,10,26.05777,0.00188,8
steve,141,5,24.76089,0.00046,8
kushner,133,5,23.27560,0.00049,8
addresses,822,11,21.87702,0.00179,8
switzerland,160,7,21.37739,0.00026,8
vice,168,4,20.88207,0.00001,8
us-iran,1667,13,20.88027,0.00233,8
proposal,199,7,20.66901,0.00156,8
opening,432,6,20.15938,0.00250,8
washington,621,6,19.53764,0.00429,8
address,573,8,19.23644,0.00115,8
latest,577,7,17.77690,0.00303,8
nobel,66,4,17.43637,0.00009,8
details,540,6,15.63964,0.00267,8
fraud,281,4,15.07184,0.00149,8
claims,1334,8,14.88687,0.00249,8
chemical,83,3,14.14283,0.00264,8
machado,86,4,14.01227,0.00225,8
announces,557,7,13.83099,0.00478,8
prize,69,3,12.09168,0.00008,8
reveals,569,4,12.06273,0.00059,8
jared kushner,54,2,11.47118,0.00000,8
islamabad,171,4,11.45906,0.00000,8
nation,312,3,11.13316,0.00017,8
jared,84,2,10.90795,0.00000,8
afghanistan,140,2,9.54660,0.00248,8
negotiations,308,5,9.09431,0.00031,8
vp,173,2,8.91738,0.00000,8
resort,121,2,8.75939,0.00001,8
progress,161,4,8.58941,0.00020,8
updates,291,2,8.08895,0.00002,8
point,219,2,7.01768,0.00001,8
breaking,1223,3,6.98748,0.00023,8
envoys,70,2,6.11122,0.00000,8
statements,70,1,5.88773,0.00000,8
unveils,310,2,5.59229,0.00029,8
medicaid,44,1,5.36615,0.00000,8
tank,73,1,5.25406,0.00000,8
taliban,90,1,5.21676,0.00000,8
deliver,91,1,4.97190,0.00000,8
emerge,90,1,4.79703,0.00000,8
tax,238,2,4.78056,0.00054,8
resume,109,2,4.70481,0.00000,8
offer,170,1,4.42240,0.00000,8
newsom,136,1,4.31511,0.00000,8
post,257,1,4.12000,0.00000,8
steve hilton,28,1,4.09460,0.00000,8
defends,304,2,4.09018,0.00017,8
hilton,56,1,4.05900,0.00000,8
walk,113,1,4.03560,0.00000,8
doha,57,1,3.92718,0.00000,8
delegation,129,1,3.45505,0.00000,8
khan,155,1,3.45236,0.00000,8
geneva,103,1,3.38971,0.00000,8
iran-us,126,2,3.37624,0.00015,8
pushes,302,2,3.18064,0.00000,8
hospital,214,1,3.14226,0.00000,8
shocking,334,1,3.14151,0.00000,8
fail,123,1,3.12219,0.00000,8
direct,124,1,3.07033,0.00000,8
crucial,116,1,2.58826,0.00000,8
destroyed,202,1,2.38249,0.00000,8
billionaire,135,1,2.33928,0.00000,8
failed,161,1,2.28415,0.00000,8
envoy,283,1,2.11947,0.00000,8
edge,147,1,1.68818,0.00000,8
cup,1604,37,97.92185,0.01107,9
world cup,1560,35,92.01290,0.00698,9
spain,716,27,77.70393,0.01209,9
fans,584,21,63.22914,0.00331,9
world,6460,31,62.02244,0.01016,9
fifa,866,20,54.60282,0.00629,9
ahead,1385,25,46.65080,0.01439,9
wildfire,322,13,46.44800,0.00814,9
team,506,13,42.80318,0.00424,9
mexico,425,11,38.97611,0.00377,9
france,763,16,36.04230,0.00595,9
wildfires,302,9,32.36327,0.00181,9
argentina,240,9,31.08136,0.00004,9
europe,1227,12,28.56040,0.00321,9
violence,298,7,27.89231,0.00131,9
soccer,156,7,26.58506,0.00008,9
cartel,116,6,26.53726,0.00228,9
final,535,9,24.64260,0.00325,9
merz,335,5,23.99526,0.00162,9
battle,395,7,23.08859,0.00080,9
firefighters,121,5,21.88224,0.00014,9
second,349,6,19.36606,0.00145,9
germany,526,7,18.85921,0.00149,9
stadium,100,5,17.58990,0.00001,9
england,200,6,16.94361,0.00001,9
round,184,5,16.62066,0.00073,9
arrive,335,6,16.28660,0.00066,9
morocco,116,5,15.99128,0.00003,9
madrid,124,5,15.76189,0.00001,9
eclipse,98,4,15.71320,0.00027,9
solar,89,4,15.20548,0.00028,9
year,685,4,15.04832,0.00028,9
match,232,5,14.44814,0.00004,9
el mencho,59,3,13.66520,0.00002,9
mencho,60,3,13.66092,0.00002,9
messi,147,4,13.05793,0.00001,9
el,168,3,13.04728,0.00002,9
norway,197,4,11.72925,0.00030,9
infantino,75,3,11.52503,0.00000,9
brazil,154,3,11.45745,0.00004,9
women,526,3,11.08242,0.00002,9
blaze,80,2,10.69523,0.00000,9
usa,639,4,10.26635,0.00016,9
men,198,3,10.15498,0.00000,9
term,141,3,10.02793,0.00028,9
champions,94,2,9.69101,0.00248,9
heatwave,189,3,9.66649,0.00005,9
players,123,3,9.38076,0.00001,9
celebrate,212,3,9.05553,0.00000,9
lula,71,2,9.03054,0.00012,9
total,164,2,8.57024,0.00000,9
beat,118,3,7.83420,0.00001,9
league,85,1,6.28331,0.00000,9
german chancellor,101,1,6.14643,0.00000,9
chancellor,157,1,5.87302,0.00000,9
mexican,91,1,5.42261,0.00000,9
german,226,1,5.41963,0.00000,9
portugal,83,2,5.35008,0.00000,9
belgium,111,2,5.29883,0.00000,9
burn,80,1,5.13541,0.00000,9
rage,57,1,5.03497,0.00000,9
egypt,135,2,4.71999,0.00000,9
burns,89,1,4.49714,0.00000,9
hockey,90,1,4.46373,0.00000,9
evacuations,98,1,4.20920,0.00000,9
erupts,425,1,4.04435,0.00000,9
evacuated,122,1,4.02696,0.00000,9
flames,100,1,3.99508,0.00000,9
greece,95,1,3.90537,0.00000,9
australia,290,2,3.78760,0.00000,9
political,397,1,3.76365,0.00000,9
homes,202,1,3.62499,0.00000,9
olympics,188,1,3.35628,0.00000,9
beats,100,1,2.61079,0.00000,9
loss,188,1,1.63099,0.00000,9
largest,152,1,1.56708,0.00000,9
ai,2663,50,104.47376,0.03845,10
