genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_dist,nn2_dist,nn3_dist,nn4_dist,nn5_dist
videos,all,@TimDillonShow,neutral,@underthedesknews,@GlennKirschner2,@markets,@Styxhexenhammer666,@marklevinshow,left,left,neutral,right,right,2.539,2.803,2.857,2.869,2.89
videos,all,@Tim_Black,right,@jimacosta,@glennbeck,@MarkDice,@morebridgetphetasy,@RileyGaines,left,right,right,right,right,1.835,2.106,2.108,2.327,2.435
videos,all,@Timcast,right,@TimcastIRL,@TimcastNews,@Vaush,@TheQuartering,@deanwithrs,right,right,left,right,left,1.304,1.658,2.861,2.876,2.887
videos,all,@TimcastIRL,right,@Timcast,@TimcastNews,@Vaush,@TheQuartering,@TheVaushPit,right,right,left,right,left,1.304,2.033,2.648,3.173,3.238
videos,all,@TimcastNews,right,@Timcast,@TheQuartering,@TimcastIRL,@deanwithrs,@HasanAbi,right,right,right,left,left,1.658,1.928,2.033,2.078,2.372
videos,all,@TimesNowWorld,neutral,https://rumble.com/c/TheAlexJonesShowLive,@DailyDenims,@aaronparnas1,@timesofindia,@SecularTalk,right,left,left,left,left,3.798,3.891,3.996,4.271,4.298
videos,all,@TomiLahrenIsFearless,right,@HangOutwithSeanHannity,@clayandbuck,@rolandsmartin,@DropSiteNews,@PTLRadioShow,right,right,left,left,left,1.239,1.842,1.902,1.963,2.019
videos,all,@TuckerCarlson,neutral,@MyronGainesX,@RubinReport,https://rumble.com/c/GGreenwald,@lovettorleaveitpodcast,@TheAdamCarollaShow1,right,right,left,left,right,2.487,2.524,2.635,2.645,2.677
videos,all,@USATODAY,neutral,@ANINewsIndia,@AssociatedPress,@CBSNews,@CNN,@NewsNation,neutral,neutral,neutral,left,neutral,1.562,2.007,2.062,2.248,2.289
videos,all,@UnHerd,left,@bbrettcooper,@StevenCrowder,@thomhartmann,@MrTariqNasheed,@TheVaushPit,right,right,left,right,left,1.73,2.45,2.595,2.599,2.661
videos,all,@Vaush,left,@TheVaushPit,@HasanAbi,@JustPearlyThings,@KimIversen,@thedavidpakmanshow,left,left,right,neutral,left,0.957,1.62,1.672,1.891,1.913
videos,all,@VivaFrei,right,@MegynKelly,@rolandsmartin,@TomiLahrenIsFearless,@MLChristiansen,https://rumble.com/c/GGreenwald,right,left,right,right,left,2.023,2.304,2.483,2.52,2.605
videos,all,@Vox,left,@BBCNews,@TechCrunch,@POLITICO,@SkyNews,@UnHerd,neutral,neutral,neutral,left,left,2.645,2.812,2.885,2.942,2.972
videos,all,@X22Report-y5y,right,@RubinReport,@bulwarkmedia,@morebridgetphetasy,@Tim_Black,@ChadPrather1,right,left,right,right,right,2.351,2.412,2.506,2.556,2.662
videos,all,@XAVIAER,right,@MichaelKnowles,@LIVESNEAKO,@Forthepeoplepodcast305,@NovaraMedia,@PTLRadioShow,right,neutral,left,left,left,1.535,1.585,1.697,1.76,1.777
videos,all,@Xanderhal,left,@CamHigby,@RileyGaines,@TheMichaelCohenShow,@SaltyCracker,@TheAmalaEkpunobi,right,right,left,right,right,1.148,1.311,1.538,1.578,1.69
videos,all,@ZeihanonGeopolitics,neutral,@PartOfTheProblem,@ThePodcastoftheLotusEaters,@Styxhexenhammer666,@DylanBurnsLIVE,@franifio,right,right,right,left,left,1.371,1.426,1.81,1.926,2.446
videos,all,@ZubyMusic,right,@thomhartmann,@MrTariqNasheed,@BenShapiro,@StevenCrowder,@CamHigby,left,right,right,right,right,1.256,1.631,1.685,1.754,1.856
videos,all,@aaronparnas1,left,@TimesNowWorld,@RSBN,@DailyDenims,@LukeBeasley,@briantylercohen,neutral,right,left,left,left,3.996,4.597,4.692,5.082,5.202
videos,all,@adammockler,left,@TheMichaelCohenShow,@harryjsisson,@MeidasTouch,@TheYoungTurks,@deanwithrs,left,left,left,left,left,1.968,2.22,2.24,2.26,2.271
videos,all,@ajplus,left,@LeejaMiller,@TheAtlantic,@theisabelbrown,@EzraKleinShow,@thomhartmann,left,left,right,left,left,1.359,1.963,1.985,2.278,2.314
videos,all,@aljazeeraenglish,left,@Reuters,@CBSNews,@BBCNews,@AssociatedPress,@CNN,neutral,neutral,neutral,neutral,left,1.138,1.811,1.969,2.023,2.044
videos,all,@axios,neutral,@hutch,@LIVESNEAKO,@TheJoyReidShow,@OwenReport,@TheDonLemonShow,neutral,neutral,left,left,left,1.494,1.73,1.735,1.781,1.791
videos,all,@bbrettcooper,right,@StevenCrowder,@KimIversen,@thomhartmann,@TheVaushPit,@UnHerd,right,neutral,left,left,left,1.35,1.423,1.609,1.65,1.73
videos,all,@bennyjohnson,right,@OfficialSaharTV,@BlazeTV,@DestinyDGGClips,@SecretScholars,@harryjsisson,right,right,right,right,left,3.484,3.772,3.899,3.954,4.036
videos,all,@breakingpoints,left,@DueDissidence,@SabbySabs,@RobertGouveiaEsq,https://rumble.com/c/nickjfuentes,@podsaveamerica,left,left,right,right,left,1.346,2.112,2.226,2.346,2.382
videos,all,@briantylercohen,left,@FoxNews,@MeidasTouch,@deanwithrs,https://rumble.com/c/TheAlexJonesShowLive,@FoxNewsChannelClips,right,left,left,right,right,2.943,3.132,3.262,3.36,3.536
videos,all,@bulwarkmedia,left,@DemocracyDocket,@clayandbuck,@JamarlThomas,@jimacosta,@RubinReport,left,right,left,left,right,2.01,2.211,2.259,2.275,2.334
videos,all,@cafedotcom,left,@MegynKelly,@bulwarkmedia,@RealAlexClark,@jimacosta,https://rumble.com/c/GGreenwald,right,left,right,left,left,2.078,2.392,2.437,2.532,2.565
videos,all,@chicksonright,right,@RebelHQ,@Forthepeoplepodcast305,@PTLRadioShow,@FarronBalanced,@SaltyCracker,left,left,left,left,right,0.893,0.913,0.942,1.396,1.401
videos,all,@chinainsights-r2w,neutral,@Forbes,@PiscoLitty,@VivaFrei,@Forthepeoplepodcast305,@AnthonyBrianLogan,neutral,left,right,left,right,2.643,2.698,3.018,3.023,3.038
videos,all,@chriscuomo,left,@thomhartmann,@EzraKleinShow,@MrTariqNasheed,@LeejaMiller,@TheAtlantic,left,left,right,left,left,1.509,1.573,1.605,1.684,1.84
videos,all,@clayandbuck,right,@TheDonLemonShow,@nypost,@oann,https://rumble.com/c/GGreenwald,@TheJoyReidShow,left,right,right,left,left,1.494,1.512,1.635,1.652,1.706
videos,all,@deanwithrs,left,@TheOfficerTatum,@LegalAFMTN,@TheQuartering,@TimcastNews,@dollemore,right,left,right,right,left,1.847,1.901,1.93,2.078,2.148
videos,all,@destiny,left,@TheLincolnProject,@TheMajorityReport,@hutch,@AlexStein99,@LIVESNEAKO,left,left,neutral,right,neutral,1.205,1.235,1.278,1.342,1.38
videos,all,@destinyhqclips,neutral,@The_Crucible,@therationalnational,@TheYoungTurks,@LIVESNEAKO,@Forthepeoplepodcast305,right,left,left,neutral,left,1.79,2.035,2.137,2.162,2.2
videos,all,@dineshdsouza,right,https://rumble.com/c/nickjfuentes,@lizwheeler,@HasanAbi,@SabbySabs,@BadEmpanadaLive,right,right,left,left,left,2.973,3.021,3.023,3.281,3.313
videos,all,@dollemore,left,@DueDissidence,@RealAmericasVoice,@LegalAFMTN,@AnthonyBrianLogan,@fightbackpodcast,left,right,left,right,right,1.572,1.606,1.912,1.971,2.0
videos,all,@fastpoliticspodcast,left,@ClubRandomPodcast,@JamarlThomas,@TheAdamCarollaShow1,@TheDonLemonShow,@LeverNews,neutral,left,right,left,left,2.299,2.42,2.882,2.957,3.051
videos,all,@fightbackpodcast,right,@thejimmydoreshow,@TheDonLemonShow,@judgingfreedom,@MyronGainesX,@NovaraMedia,neutral,left,left,right,left,1.083,1.448,1.462,1.538,1.581
videos,all,@franifio,left,@BenShapiro,@ThePodcastoftheLotusEaters,@StevenCrowder,@Styxhexenhammer666,@hutch,right,right,right,right,neutral,1.44,1.478,1.557,1.581,1.687
videos,all,@glennbeck,right,@MattWalsh,@JillianMichaels,@MarkDice,@DestinyDGGClips,@CamHigby,right,right,right,right,right,1.32,1.438,1.498,1.703,1.795
videos,all,@harryjsisson,left,@adammockler,@LegalAFMTN,@MeidasTouch,https://rumble.com/c/nickjfuentes,@TheOfficerTatum,left,left,left,right,right,2.22,2.933,2.965,3.138,3.263
videos,all,@hutch,neutral,@JustPearlyThings,@TheJoyReidShow,@destiny,@BenShapiro,@AlexStein99,right,left,left,right,right,1.256,1.261,1.278,1.354,1.393
videos,all,@jimacosta,left,@Tim_Black,@BreakThroughNews,@bulwarkmedia,@zeteo,@TomiLahrenIsFearless,right,left,left,left,right,1.835,1.947,2.275,2.373,2.397
videos,all,@jlptalk,right,@timesofindia,@DemocracyNow,@VivaFrei,@lonerboxlive,@TheBrianKilmeadeShow,left,left,right,right,right,3.253,3.743,3.876,4.044,4.206
videos,all,@joerogan,neutral,@markets,@breakingpoints,@TheMajorityReport,@TheLincolnProject,@triggerpod,neutral,left,left,left,right,4.107,4.4,4.419,4.422,4.446
videos,all,@judgingfreedom,left,@TheDonLemonShow,@fightbackpodcast,@MrTariqNasheed,@XAVIAER,@RufoandLomez,left,right,right,right,right,1.404,1.462,1.558,1.865,1.929
videos,all,@katiephangnews,left,@TheOfficerTatum,@LegalAFMTN,@BlackConservativePerspective,@MeidasTouch,@TheQuartering,right,left,right,left,right,2.174,2.221,2.343,2.473,2.961
videos,all,@laurenchenclips,right,@PTLRadioShow,@NovaraMedia,@chicksonright,@SaltyCracker,@TheDonLemonShow,left,left,right,right,left,1.471,1.503,1.54,1.557,1.575
videos,all,@lizwheeler,right,@marklevinshow,@therationalnational,@TheJoyReidShow,@hutch,@XAVIAER,right,left,left,neutral,right,1.544,1.906,1.925,1.929,1.948
videos,all,@lonerboxlive,right,@winston_marshall,@TheBrianKilmeadeShow,@rolandsmartin,@RealAmericasVoice,@MLChristiansen,right,right,left,right,right,2.184,2.337,2.422,2.48,2.512
videos,all,@lovettorleaveitpodcast,left,@TheAdamCarollaShow1,@thejimmydoreshow,@MyronGainesX,@PTLRadioShow,@marclamonthillnetwork,right,neutral,right,left,left,1.396,2.051,2.104,2.167,2.252
videos,all,@marclamonthillnetwork,left,@TheAdamCarollaShow1,@oann,@MegynKelly,@clayandbuck,@Semafor,right,right,right,right,neutral,1.871,1.978,2.006,2.023,2.063
videos,all,@markets,neutral,@oann,@OwenReport,@ClubRandomPodcast,@TheJoyReidShow,@nypost,right,left,neutral,left,right,1.854,1.914,1.977,1.981,2.068
videos,all,@marklevinshow,right,@lizwheeler,@therationalnational,@underthedesknews,@TheJoyReidShow,@podsaveamerica,right,left,left,left,left,1.544,1.626,1.845,1.958,2.059
videos,all,@morebridgetphetasy,right,@thomhartmann,@ChadPrather1,@theisabelbrown,@JillianMichaels,@RileyGaines,left,right,right,right,right,1.459,1.587,1.681,1.699,1.818
videos,all,@moreperfectunion,left,@ajplus,@theisabelbrown,@LeejaMiller,@bbrettcooper,@TheVaushPit,left,right,left,right,left,4.951,5.033,5.044,5.054,5.18
videos,all,@msnow,left,@FoxNewsChannelClips,@FoxNews,@NewsmaxTV,@SkyNews,@CNN,right,right,right,left,left,2.146,2.657,2.744,3.047,3.396
videos,all,@nationalreview,right,@TheDailyBeast,@nytimes,@ColemanHughesOfficial,@nousnetwork,@chriscuomo,left,left,right,left,left,1.955,2.281,2.472,2.478,2.651
videos,all,@newdiscourses,right,@TheLincolnProject,@lizwheeler,@underthedesknews,@TimDillonShow,@XAVIAER,left,right,left,neutral,right,2.909,3.055,3.194,3.219,3.24
videos,all,@newyorker,neutral,@oann,@nypost,@wethefifth,@ClubRandomPodcast,@TheJoyReidShow,right,right,neutral,neutral,left,1.782,1.911,1.972,2.062,2.12
videos,all,@nousnetwork,left,@AndrewKlavan,@RufoandLomez,@EzraKleinShow,@Politicon,@RestPoliticsUS,right,right,left,left,left,1.601,1.972,2.078,2.106,2.204
videos,all,@nypost,right,@oann,@MLChristiansen,@DropSiteNews,@clayandbuck,@GlennKirschner2,right,right,left,right,left,1.134,1.273,1.509,1.512,1.544
videos,all,@nytimes,left,@samharrisorg,@EzraKleinShow,@zeteo,@nationalreview,@theisabelbrown,left,left,left,right,right,2.029,2.141,2.241,2.281,2.375
videos,all,@oann,right,@nypost,@RealAmericasVoice,@clayandbuck,@AnthonyBrianLogan,@HasanReactionsfanTwo,right,right,right,right,left,1.134,1.487,1.635,1.718,1.725
videos,all,@podsaveamerica,left,@NovaraMedia,@Forthepeoplepodcast305,@fightbackpodcast,@DropSiteNews,@TheDonLemonShow,left,left,right,left,left,1.31,1.594,1.631,1.691,1.751
videos,all,@ponderingpolitics,left,https://rumble.com/c/nickjfuentes,@PiscoLitty,@MeidasTouch,@LegalAFMTN,@harryjsisson,right,left,left,left,left,2.746,2.946,3.35,3.381,3.494
videos,all,@rolandsmartin,left,@MLChristiansen,@TomiLahrenIsFearless,@DemocracyNow,@VivaFrei,@RealAmericasVoice,right,right,left,right,right,1.591,1.902,2.225,2.304,2.326
videos,all,@samharrisorg,left,@theisabelbrown,@Politicon,@AndrewKlavan,@SMN,@LeejaMiller,right,left,right,left,left,1.69,1.694,1.762,1.778,1.829
videos,all,@thedavidpakmanshow,left,@TheVaushPit,@RebelNewsOnline,@Vaush,@JustPearlyThings,@axios,left,right,left,right,neutral,1.767,1.89,1.913,2.098,2.449
videos,all,@thegrayzone7996,left,@ABCNews,@NBCNews,@Reuters,@CBSNews,@AssociatedPress,neutral,neutral,neutral,neutral,neutral,1.858,1.992,2.001,2.313,2.438
videos,all,@thehill,neutral,@NewsNation,@oann,@RealAmericasVoice,@USATODAY,@HasanabiClips,neutral,right,right,neutral,left,1.777,2.336,2.513,2.528,2.556
videos,all,@theisabelbrown,right,@LeejaMiller,@thomhartmann,@AndrewKlavan,@EzraKleinShow,@morebridgetphetasy,left,left,right,left,right,1.261,1.41,1.481,1.621,1.681
videos,all,@thejimmydoreshow,neutral,@fightbackpodcast,@TheAdamCarollaShow1,@MyronGainesX,@podsaveamerica,@Forthepeoplepodcast305,right,right,right,left,left,1.083,1.379,1.405,1.766,1.852
videos,all,@therationalnational,left,@marklevinshow,@GlennKirschner2,@winston_marshall,@TheJoyReidShow,@DropSiteNews,right,left,right,left,left,1.626,1.757,1.78,1.838,1.854
videos,all,@thewarningwithsteveschmidt,left,@LeverNews,@bbrettcooper,@franifio,@bulwarkmedia,@UnHerd,left,right,left,left,left,4.902,4.999,5.002,5.064,5.203
videos,all,@thomhartmann,left,@MrTariqNasheed,@ZubyMusic,@theisabelbrown,@morebridgetphetasy,@chriscuomo,right,right,right,right,left,1.144,1.256,1.41,1.459,1.509
videos,all,@timesofindia,left,@DemocracyNow,@jlptalk,@PiersMorganUncensored,@StatusCoup,@rolandsmartin,left,right,neutral,left,left,2.788,3.253,3.65,3.696,3.933
videos,all,@triggerpod,right,@marklevinshow,@podsaveamerica,@TheMajorityReport,@DropSiteNews,@NovaraMedia,right,left,left,left,left,2.4,2.418,2.473,2.507,2.572
videos,all,@turningpointusa,right,@PragerU,@wethefifth,@ClubRandomPodcast,@MichaelMaliceofficial,@TheJoyReidShow,right,neutral,neutral,right,left,2.24,2.278,2.562,2.647,2.799
videos,all,@underthedesknews,left,@TheJoyReidShow,@marklevinshow,@DarkHorsePod,@therationalnational,@NYTPodcasts,left,right,right,left,left,1.514,1.845,1.848,1.962,2.039
videos,all,@usefulidiots,left,@RebelHQ,@Forthepeoplepodcast305,@chicksonright,@FarronBalanced,@JackCocchiarellaShow,left,left,right,left,left,1.864,1.931,1.992,2.189,2.237
videos,all,@wethefifth,neutral,@TheJoyReidShow,@clayandbuck,@newyorker,@TheDonLemonShow,@DemocracyDocket,left,right,neutral,left,left,1.718,1.809,1.972,2.011,2.091
videos,all,@winston_marshall,right,@JillianMichaels,@DropSiteNews,@therationalnational,@MichaelKnowles,@nypost,right,left,left,right,right,1.708,1.73,1.78,1.922,2.024
videos,all,@wsj,neutral,@nationalreview,@TheDailyBeast,@nousnetwork,@chriscuomo,@nytimes,right,left,left,left,left,2.738,2.788,3.536,3.558,3.592
videos,all,@zeteo,left,@TheBrianKilmeadeShow,@BreakThroughNews,@JillianMichaels,@nytimes,@SMN,right,left,right,left,left,1.797,1.96,2.104,2.241,2.264
videos,all,https://rumble.com/c/BannonsWarRoom,right,@cafedotcom,@MegynKelly,@X22Report-y5y,@NewsmaxTV,@RealAlexClark,left,right,right,right,right,4.356,4.487,4.543,4.548,4.59
videos,all,https://rumble.com/c/GGreenwald,left,@clayandbuck,@RubinReport,@ChadPrather1,@DemocracyDocket,@MegynKelly,right,right,right,left,right,1.652,1.775,1.979,1.982,2.048
videos,all,https://rumble.com/c/TheAlexJonesShowLive,right,@DarkHorsePod,@DailyDenims,@SMN,@MichaelKnowles,@TheJoyReidShow,right,left,left,right,left,2.303,2.313,2.322,2.387,2.586
videos,all,https://rumble.com/c/nickjfuentes,right,@DueDissidence,@LegalAFMTN,@AnthonyBrianLogan,@PiscoLitty,@destinyhqclips,left,left,right,left,neutral,1.843,2.19,2.203,2.263,2.324
videos,all,https://rumble.com/c/russellbrand,right,@ClipsCandaceOwens,@DestinyDGGClips,@LiberalHivemind,@The_Crucible,@AsmonTV,neutral,right,right,right,right,1.98,2.294,2.301,2.308,2.413
videos,political,@60minutes,neutral,@Forbes,@HasanAbiVODs3,@ponderingpolitics,@newdiscourses,@PiscoLitty,neutral,left,left,right,left,3.981,4.384,4.418,4.424,4.437
videos,political,@ABCNews,neutral,@CBSNews,@NBCNews,@Reuters,@CNN,@thegrayzone7996,neutral,neutral,neutral,left,left,1.467,1.573,1.714,1.74,1.751
videos,political,@ANINewsIndia,neutral,@USATODAY,@AssociatedPress,@CBSNews,@ABCNews,@SkyNews,neutral,neutral,neutral,neutral,left,1.668,2.265,2.523,2.626,2.637
videos,political,@ActualJusticeWarrior,right,@TheYoungTurks,@FarronBalanced,@SabbySabs,@JesseKellyDC,@RebelHQ,left,left,left,right,left,2.243,2.332,2.341,2.435,2.497
videos,political,@AfterPartyEmily,right,@MegynKelly,https://rumble.com/c/GGreenwald,@cafedotcom,@BlazeTV,@VivaFrei,right,left,left,right,right,2.499,2.575,2.807,2.835,2.856
videos,political,@AlexStein99,right,@destiny,@BenShapiro,@hutch,@StevenCrowder,@RealDanBongino,left,right,neutral,right,right,1.117,1.193,1.346,1.358,1.372
videos,political,@AndWeKnowOfficial-o9b,right,@RonPlacone,@Semafor,@HasanabiClips,https://rumble.com/c/BannonsWarRoom,@LegalAFMTN,left,neutral,left,right,left,6.422,6.597,6.609,6.614,6.763
videos,political,@AndrewKlavan,right,@theisabelbrown,@nousnetwork,@thomhartmann,@Politicon,@TheAtlantic,right,left,left,left,left,1.57,1.589,1.637,1.668,1.678
videos,political,@AnthonyBrianLogan,right,@Forthepeoplepodcast305,@oann,@nypost,@TheMichaelCohenShow,@HasanReactionsfanTwo,left,right,right,left,left,1.339,1.669,1.722,1.726,1.733
videos,political,@AsmonTV,right,https://rumble.com/c/russellbrand,@ClipsCandaceOwens,@The_Crucible,@LiberalHivemind,@OfficialSaharTV,right,neutral,right,right,right,2.529,3.928,3.942,4.137,4.4
videos,political,@AssociatedPress,neutral,@CBSNews,@Reuters,@CNN,@ABCNews,@aljazeeraenglish,neutral,neutral,left,neutral,left,1.523,1.683,1.924,1.948,2.051
videos,political,@BBCNews,neutral,@SkyNews,@axios,@aljazeeraenglish,@CNN,@POLITICO,left,neutral,left,left,neutral,1.511,1.866,2.003,2.011,2.037
videos,political,@BadEmpanadaLive,left,@TheYoungTurks,@destiny,@AlexStein99,@BenShapiro,@LegalEagle,left,left,right,right,left,1.191,1.433,1.494,1.526,1.622
videos,political,@BadFaithPodcast,left,@MegynKelly,@marclamonthillnetwork,@cafedotcom,@Semafor,@VivaFrei,right,left,left,neutral,right,2.73,2.795,2.951,3.109,3.433
videos,political,@BelleRanch,left,@AsmonTV,https://rumble.com/c/russellbrand,@harryjsisson,@ClipsCandaceOwens,@DestinyDGGClips,right,right,left,neutral,right,11.021,11.601,11.684,12.047,12.107
videos,political,@BenShapiro,right,@KimIversen,@StevenCrowder,@AlexStein99,@hutch,@RealDanBongino,neutral,right,right,neutral,right,1.03,1.073,1.193,1.289,1.392
videos,political,@BlackConservativePerspective,right,@katiephangnews,@TheOfficerTatum,@MeidasTouch,@LegalAFMTN,@SecularTalk,left,right,left,left,left,2.294,2.782,3.104,3.243,3.639
videos,political,@BlazeTV,right,@winston_marshall,@TheBrianKilmeadeShow,@JillianMichaels,@glennbeck,@TomiLahrenIsFearless,right,right,right,right,right,2.368,2.434,2.443,2.528,2.55
videos,political,@BreakThroughNews,left,@HangOutwithSeanHannity,@zeteo,@jimacosta,@DropSiteNews,@RileyGaines,right,left,left,left,right,1.917,1.929,1.952,2.033,2.229
videos,political,@CBSNews,neutral,@CNN,@ABCNews,@AssociatedPress,@Reuters,@NBCNews,left,neutral,neutral,neutral,neutral,1.149,1.467,1.523,1.705,1.815
videos,political,@CNN,left,@CBSNews,@SkyNews,@NBCNews,@ABCNews,@Reuters,neutral,left,neutral,neutral,neutral,1.149,1.456,1.721,1.74,1.911
videos,political,@CamHigby,right,@Xanderhal,@RileyGaines,@OfficialSaharTV,@TheAmalaEkpunobi,@DestinyDGGClips,left,right,right,right,right,1.129,1.493,1.596,1.602,1.673
videos,political,@CashJordan,right,@StatusCoup,@lonerboxlive,@PiscoLitty,@RealAmericasVoice,@ponderingpolitics,left,right,left,right,left,3.857,3.97,4.417,4.47,4.578
videos,political,@ChadPrather1,right,@RubinReport,@JillianMichaels,@MarkDice,@morebridgetphetasy,@TheHumanistReport,right,right,right,right,left,1.511,1.59,1.744,1.784,1.81
videos,political,@ClipsCandaceOwens,neutral,https://rumble.com/c/russellbrand,@winston_marshall,@LiberalHivemind,@RileyGaines,@TheMichaelCohenShow,right,right,right,right,left,1.955,2.459,2.652,2.741,2.75
videos,political,@ClubRandomPodcast,neutral,@TheJoyReidShow,@TheDonLemonShow,@DarkHorsePod,@markets,@clayandbuck,left,left,right,neutral,right,1.668,1.749,1.883,1.891,1.943
videos,political,@DailyDenims,left,https://rumble.com/c/TheAlexJonesShowLive,@MichaelKnowles,@SMN,@XAVIAER,@FoxNews,right,right,left,right,right,2.39,2.641,3.177,3.221,3.24
videos,political,@DannyHaiphongYT,left,@TuckerCarlson,@JamarlThomas,@lovettorleaveitpodcast,@TheAdamCarollaShow1,@bulwarkmedia,neutral,left,left,right,left,4.146,4.634,4.937,5.234,5.253
videos,political,@DarkHorsePod,right,@MichaelKnowles,@TheJoyReidShow,@PragerU,@ClubRandomPodcast,@DropSiteNews,right,left,right,neutral,left,1.797,1.805,1.817,1.883,1.924
videos,political,@DemocracyDocket,left,@TheJoyReidShow,@clayandbuck,https://rumble.com/c/GGreenwald,@bulwarkmedia,@TheRealTabithaSpeaks,left,right,left,left,left,1.698,1.712,1.974,2.006,2.05
videos,political,@DemocracyNow,left,@timesofindia,@rolandsmartin,@MLChristiansen,@VivaFrei,@lonerboxlive,left,left,right,right,right,2.479,2.622,2.697,3.243,3.273
videos,political,@DestinyDGGClips,right,@OfficialSaharTV,@CamHigby,@glennbeck,@MattWalsh,@Xanderhal,right,right,right,right,left,1.597,1.673,1.948,1.979,2.062
videos,political,@DoubleDownNews,left,@DrSteveTurleyTV,@SecularTalk,@StatusCoup,@LukeBeasley,@TheOfficerTatum,right,left,left,left,right,2.856,2.897,3.419,3.49,3.519
videos,political,@DrSteveTurleyTV,right,@DoubleDownNews,@LegalAFMTN,@RubinReport,@JillianMichaels,@TheOfficerTatum,left,left,right,right,right,2.856,2.95,2.986,3.025,3.113
videos,political,@DropSiteNews,left,@MichaelKnowles,@Forthepeoplepodcast305,@nypost,@NovaraMedia,@TheMajorityReport,right,left,right,left,left,0.947,1.573,1.596,1.612,1.634
videos,political,@DueDissidence,left,@breakingpoints,@dollemore,https://rumble.com/c/nickjfuentes,@LegalAFMTN,@RealAmericasVoice,left,left,right,left,right,1.304,1.549,1.822,1.917,1.961
videos,political,@DylanBurnsLIVE,left,@PartOfTheProblem,@LegalEagle,@Styxhexenhammer666,@ThePodcastoftheLotusEaters,@destiny,right,left,right,right,left,1.579,1.678,1.691,1.718,1.761
videos,political,@EzraKleinShow,left,@TheAtlantic,@chriscuomo,@theisabelbrown,@LeejaMiller,@franifio,left,left,right,left,left,1.554,1.62,1.694,1.723,1.734
videos,political,@FarronBalanced,left,@SaltyCracker,@JesseKellyDC,@NovaraMedia,@JackCocchiarellaShow,@TheMajorityReport,right,right,left,left,left,0.74,0.817,1.218,1.231,1.258
videos,political,@Firstpost,neutral,@thehill,@PragerU,@markets,@oann,@marclamonthillnetwork,neutral,right,neutral,right,left,2.827,3.052,3.104,3.187,3.226
videos,political,@FleccasTalks,right,@dineshdsouza,@JacksonHinkleOfficial,https://rumble.com/c/nickjfuentes,@DueDissidence,@breakingpoints,right,neutral,right,left,left,3.092,3.507,3.611,3.641,3.99
videos,political,@Forbes,neutral,@wethefifth,@NYTPodcasts,@chinainsights-r2w,@PragerU,@oann,neutral,left,neutral,right,right,2.718,2.835,2.939,3.041,3.376
videos,political,@Forthepeoplepodcast305,left,@chicksonright,@PTLRadioShow,@AnthonyBrianLogan,@GrahamAllen,@SaltyCracker,right,left,right,right,right,1.003,1.336,1.339,1.408,1.421
videos,political,@FoxNews,right,@FoxNewsChannelClips,@RebelNewsOnline,@msnow,@NBCNews,@thedavidpakmanshow,right,right,left,neutral,left,1.535,2.614,2.643,2.713,2.787
videos,political,@FoxNewsChannelClips,right,@FoxNews,@msnow,@SkyNews,@CNN,@NBCNews,right,left,left,left,neutral,1.535,2.103,2.535,2.594,2.612
videos,political,@FreshFitMiami,right,@TheHumanistReport,@ChadPrather1,@MyronGainesX,@HasanabiClips,@RubinReport,left,right,right,left,right,2.176,2.25,2.722,2.851,2.945
videos,political,@GeopoliticalEconomyReport,left,@UnHerd,@thedavidpakmanshow,@Vox,@BBCNews,@thomhartmann,left,left,left,neutral,left,3.02,3.052,3.321,3.404,3.522
videos,political,@GlennKirschner2,left,@OwenReport,@TheLincolnProject,@JesseKellyDC,@GrahamAllen,@nypost,left,left,right,right,right,1.494,1.5,1.506,1.54,1.606
videos,political,@GrahamAllen,right,@SaltyCracker,@Forthepeoplepodcast305,@GlennKirschner2,@JesseKellyDC,@FarronBalanced,right,left,left,right,left,1.225,1.408,1.54,1.572,1.573
videos,political,@HangOutwithSeanHannity,right,@TomiLahrenIsFearless,@RileyGaines,@BreakThroughNews,@DropSiteNews,@MichaelKnowles,right,right,left,left,right,1.205,1.8,1.917,1.962,2.111
videos,political,@HasanAbi,left,@Vaush,@TheVaushPit,@TheMichaelCohenShow,@TimcastNews,@JustPearlyThings,left,left,left,right,right,1.505,2.091,2.358,2.363,2.436
videos,political,@HasanAbiVODs3,left,@60minutes,@Firstpost,@Forbes,@chinainsights-r2w,@ponderingpolitics,neutral,neutral,neutral,neutral,left,4.384,5.686,6.212,6.571,6.572
videos,political,@HasanReactionsfanTwo,left,@PTLRadioShow,@Forthepeoplepodcast305,@TheAdamCarollaShow1,@chicksonright,@AnthonyBrianLogan,left,left,right,right,right,1.409,1.616,1.673,1.693,1.733
videos,political,@HasanabiClips,left,@RubinReport,@dollemore,@deanwithrs,@ChadPrather1,@TheMichaelCohenShow,right,left,left,right,left,2.079,2.084,2.112,2.153,2.165
videos,political,@JackCocchiarellaShow,left,@SaltyCracker,@FarronBalanced,@chicksonright,@RebelHQ,@NovaraMedia,right,left,right,left,left,1.025,1.231,1.516,1.533,1.585
videos,political,@JacksonHinkleOfficial,neutral,@TheQuartering,@TimcastNews,@HasanAbi,@Timcast,@deanwithrs,right,right,left,right,left,2.364,2.571,3.095,3.237,3.325
