genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_dist,nn2_dist,nn3_dist,nn4_dist,nn5_dist
videos,political,@JamarlThomas,left,@bulwarkmedia,@fastpoliticspodcast,@LeverNews,@BreakThroughNews,@TheAdamCarollaShow1,left,left,left,left,right,2.287,2.409,2.765,2.826,2.944
videos,political,@JesseKellyDC,right,@FarronBalanced,@OwenReport,@SaltyCracker,@NovaraMedia,@TheMajorityReport,left,left,right,left,left,0.817,1.141,1.209,1.245,1.265
videos,political,@JillianMichaels,right,@SMN,@glennbeck,@ChadPrather1,@RileyGaines,@morebridgetphetasy,left,right,right,right,right,1.166,1.469,1.59,1.643,1.674
videos,political,@JustPearlyThings,right,@hutch,@TheVaushPit,@BenShapiro,@KimIversen,@Vaush,neutral,left,right,neutral,left,1.371,1.429,1.56,1.589,1.624
videos,political,@KimIversen,neutral,@BenShapiro,@StevenCrowder,@RileyGaines,@bbrettcooper,@LeejaMiller,right,right,right,right,left,1.03,1.246,1.258,1.464,1.517
videos,political,@LIVESNEAKO,neutral,@TheMajorityReport,@NovaraMedia,@destiny,@AlexStein99,@XAVIAER,left,left,left,right,right,1.045,1.218,1.411,1.457,1.571
videos,political,@LeejaMiller,left,@theisabelbrown,@KimIversen,@TheAtlantic,@BenShapiro,@thomhartmann,right,neutral,left,right,left,1.334,1.517,1.52,1.567,1.588
videos,political,@LegalAFMTN,left,@TheOfficerTatum,@deanwithrs,@dollemore,@DueDissidence,@MeidasTouch,right,left,left,left,left,1.402,1.888,1.905,1.917,1.99
videos,political,@LegalEagle,left,@BadEmpanadaLive,@AlexStein99,@JesseKellyDC,@DylanBurnsLIVE,@destiny,left,right,right,left,left,1.622,1.627,1.67,1.678,1.707
videos,political,@LeverNews,left,@jimacosta,@BreakThroughNews,@bulwarkmedia,@JamarlThomas,@cafedotcom,left,left,left,left,left,2.624,2.634,2.686,2.765,3.089
videos,political,@LiberalHivemind,right,@CamHigby,@RebelNewsOnline,https://rumble.com/c/russellbrand,@TheMichaelCohenShow,@DestinyDGGClips,right,right,right,left,right,2.297,2.308,2.341,2.448,2.469
videos,political,@LukeBeasley,left,@SecularTalk,@LegalAFMTN,@harryjsisson,@DrSteveTurleyTV,@DoubleDownNews,left,left,left,right,left,2.921,3.399,3.409,3.454,3.49
videos,political,@MLChristiansen,right,@nypost,@rolandsmartin,@clayandbuck,@oann,@DropSiteNews,right,left,right,right,left,1.259,1.603,1.738,1.741,2.064
videos,political,@MarkDice,right,@glennbeck,@JillianMichaels,@ChadPrather1,@morebridgetphetasy,@CamHigby,right,right,right,right,right,1.503,1.736,1.744,2.064,2.122
videos,political,@MattWalsh,right,@glennbeck,@DestinyDGGClips,@CamHigby,@ZubyMusic,@JillianMichaels,right,right,right,right,right,1.273,1.979,2.051,2.066,2.076
videos,political,@MegynKelly,right,@marclamonthillnetwork,@VivaFrei,@PragerU,@cafedotcom,https://rumble.com/c/GGreenwald,left,right,right,left,left,1.976,2.008,2.041,2.047,2.159
videos,political,@MeidasTouch,left,@LegalAFMTN,@TheOfficerTatum,@deanwithrs,@adammockler,@katiephangnews,left,right,left,left,left,1.99,2.085,2.12,2.214,2.452
videos,political,@MichaelKnowles,right,@DropSiteNews,@NovaraMedia,@XAVIAER,@TheJoyReidShow,@TheMajorityReport,left,left,right,left,left,0.947,1.533,1.536,1.562,1.678
videos,political,@MikeFromPA,left,@JillianMichaels,@RestPoliticsUS,@HasanAbi,@deanwithrs,@fightbackpodcast,right,left,left,left,right,2.385,2.5,2.568,2.625,2.667
videos,political,@MrTariqNasheed,right,@thomhartmann,@judgingfreedom,@RileyGaines,@chriscuomo,@laurenchenclips,left,left,right,left,right,1.113,1.559,1.582,1.642,1.694
videos,political,@MyronGainesX,right,@chicksonright,@thejimmydoreshow,@RebelHQ,@Forthepeoplepodcast305,@fightbackpodcast,right,neutral,left,left,right,2.134,2.135,2.275,2.284,2.337
videos,political,@NBCNews,neutral,@ABCNews,@CNN,@POLITICO,@CBSNews,@axios,neutral,left,neutral,neutral,neutral,1.573,1.721,1.757,1.815,2.052
videos,political,@NPR,left,@ANINewsIndia,@TechCrunch,@SkyNews,@USATODAY,@axios,neutral,neutral,left,neutral,neutral,2.755,2.777,3.195,3.202,3.309
videos,political,@NYTPodcasts,left,@hutch,@AndrewKlavan,@Politicon,@TheJoyReidShow,@RealDanBongino,neutral,right,left,left,right,1.696,1.896,1.907,1.936,2.028
videos,political,@NewsNation,neutral,@thehill,@NewsmaxTV,@CBSNews,@USATODAY,@NBCNews,neutral,right,neutral,neutral,neutral,1.934,2.264,2.283,2.301,2.344
videos,political,@NewsmaxTV,right,@NewsNation,@thehill,@msnow,@FoxNewsChannelClips,@FoxNews,neutral,neutral,left,right,right,2.264,2.739,2.75,3.184,3.27
videos,political,@NovaraMedia,left,@TheMajorityReport,@TheYoungTurks,@LIVESNEAKO,@FarronBalanced,@JesseKellyDC,left,left,neutral,left,right,1.095,1.113,1.218,1.218,1.245
videos,political,@OfficialSaharTV,right,@CamHigby,@DestinyDGGClips,@Xanderhal,@RubinReport,@glennbeck,right,right,left,right,right,1.596,1.597,1.901,1.904,2.094
videos,political,@OwenJonesTalks,left,@TheYoungTurks,@NovaraMedia,@RebelHQ,@FarronBalanced,@laurenchenclips,left,left,left,left,right,1.334,1.433,1.738,1.775,1.803
videos,political,@OwenReport,left,@JesseKellyDC,@TheMajorityReport,@SaltyCracker,@NovaraMedia,@TheDonLemonShow,right,left,right,left,left,1.141,1.181,1.205,1.281,1.288
videos,political,@POLITICO,neutral,@NBCNews,@ABCNews,@axios,@BBCNews,@CNN,neutral,neutral,neutral,neutral,left,1.757,1.813,1.819,2.037,2.112
videos,political,@PTLRadioShow,left,@chicksonright,@laurenchenclips,@Forthepeoplepodcast305,@HasanReactionsfanTwo,@SaltyCracker,right,right,left,left,right,0.95,1.336,1.336,1.409,1.425
videos,political,@PartOfTheProblem,right,@ZeihanonGeopolitics,@DylanBurnsLIVE,@ThePodcastoftheLotusEaters,@Styxhexenhammer666,@destiny,neutral,left,right,right,left,1.409,1.579,1.721,2.195,2.425
videos,political,@PiersMorganUncensored,neutral,@timesofindia,@DemocracyNow,@jlptalk,@rolandsmartin,@lonerboxlive,left,left,right,left,right,3.511,4.284,4.75,5.316,5.335
videos,political,@PiscoLitty,left,https://rumble.com/c/nickjfuentes,@chinainsights-r2w,@AnthonyBrianLogan,@HasanabiClips,@ponderingpolitics,right,neutral,right,left,left,2.28,2.71,2.768,2.84,2.886
videos,political,@Politicon,left,@samharrisorg,@RufoandLomez,@AndrewKlavan,@TheLincolnProject,@hutch,left,right,right,left,neutral,1.612,1.657,1.668,1.904,1.904
videos,political,@PoliticsGirl,left,@LeejaMiller,@franifio,@theisabelbrown,@hutch,@ThePodcastoftheLotusEaters,left,left,right,neutral,right,2.321,2.351,2.368,2.444,2.517
videos,political,@PoliticsJOE,left,@XAVIAER,@fightbackpodcast,@PTLRadioShow,@LIVESNEAKO,@TheSerfTimes,right,right,left,neutral,left,1.861,2.039,2.054,2.104,2.203
videos,political,@PragerU,right,@DarkHorsePod,@MegynKelly,@turningpointusa,@wethefifth,@ClubRandomPodcast,right,right,right,neutral,neutral,1.817,2.041,2.169,2.289,2.36
videos,political,@RSBN,right,@aaronparnas1,@TimesNowWorld,https://rumble.com/c/TheAlexJonesShowLive,@DailyDenims,@LukeBeasley,left,neutral,right,left,left,4.513,5.744,5.938,6.184,6.608
videos,political,@RealAmericasVoice,right,@oann,@dollemore,@nypost,@DropSiteNews,@AnthonyBrianLogan,right,left,right,left,right,1.478,1.601,1.838,1.932,1.935
videos,political,@RealDanBongino,right,@StevenCrowder,@AlexStein99,@BenShapiro,@hutch,@RileyGaines,right,right,right,neutral,right,1.362,1.372,1.392,1.437,1.516
videos,political,@RebelHQ,left,@chicksonright,@FarronBalanced,@JackCocchiarellaShow,@PTLRadioShow,@Forthepeoplepodcast305,right,left,left,left,left,0.88,1.488,1.533,1.575,1.585
videos,political,@RebelNewsOnline,right,@thedavidpakmanshow,@SkyNews,@axios,@CBSNews,@NBCNews,left,left,neutral,neutral,neutral,1.843,1.94,2.015,2.189,2.248
videos,political,@RedactedNews,right,@glennbeck,@BreakThroughNews,@RubinReport,@OfficialSaharTV,@DestinyDGGClips,right,left,right,right,right,2.285,2.29,2.321,2.432,2.503
videos,political,@RestPoliticsUS,left,@MrTariqNasheed,@AndrewKlavan,@nousnetwork,@TheAtlantic,@judgingfreedom,right,right,left,left,left,2.073,2.106,2.171,2.185,2.225
videos,political,@Reuters,neutral,@aljazeeraenglish,@AssociatedPress,@CBSNews,@ABCNews,@CNN,left,neutral,neutral,neutral,left,1.121,1.683,1.705,1.714,1.911
videos,political,@RileyGaines,right,@KimIversen,@Xanderhal,@CamHigby,@AlexStein99,@RealDanBongino,neutral,left,right,right,right,1.258,1.377,1.493,1.512,1.516
videos,political,@RobertGouveiaEsq,right,@DueDissidence,@breakingpoints,@usefulidiots,https://rumble.com/c/nickjfuentes,@SabbySabs,left,left,left,right,left,2.163,2.216,2.503,2.512,2.557
videos,political,@RonPlacone,left,@Semafor,@underthedesknews,@clayandbuck,@MegynKelly,@marclamonthillnetwork,neutral,left,right,right,left,1.46,2.042,2.541,2.622,2.809
videos,political,@RubinReport,right,@ChadPrather1,@PTLRadioShow,https://rumble.com/c/GGreenwald,@laurenchenclips,@OfficialSaharTV,right,left,left,right,right,1.511,1.682,1.778,1.831,1.904
videos,political,@RufoandLomez,right,@Politicon,@XAVIAER,@MrTariqNasheed,@judgingfreedom,@nousnetwork,left,right,right,left,left,1.657,1.778,1.886,1.888,1.979
videos,political,@SMN,left,@JillianMichaels,@KimIversen,@RileyGaines,@BenShapiro,@theisabelbrown,right,neutral,right,right,right,1.166,1.604,1.65,1.741,1.759
videos,political,@SabbySabs,left,@breakingpoints,@DueDissidence,@TheYoungTurks,@ActualJusticeWarrior,@NovaraMedia,left,left,left,right,left,2.134,2.154,2.176,2.341,2.514
videos,political,@SaltyCracker,right,@FarronBalanced,@JackCocchiarellaShow,@OwenReport,@JesseKellyDC,@GrahamAllen,left,left,left,right,right,0.74,1.025,1.205,1.209,1.225
videos,political,@SecretScholars,right,@MyronGainesX,@TheDamageReport,@RebelHQ,@chicksonright,@usefulidiots,right,left,left,right,left,2.377,2.671,2.675,2.785,2.805
videos,political,@SecularTalk,left,@StatusCoup,@TheOfficerTatum,@deanwithrs,@LegalAFMTN,@dollemore,left,right,left,left,left,2.009,2.012,2.235,2.289,2.89
videos,political,@Semafor,neutral,@RonPlacone,@clayandbuck,@MegynKelly,@marclamonthillnetwork,@oann,left,right,right,left,right,1.46,2.297,2.349,2.482,2.604
videos,political,@SkyNews,left,@CNN,@BBCNews,@CBSNews,@RebelNewsOnline,@NBCNews,left,neutral,neutral,right,neutral,1.456,1.511,1.906,1.94,2.158
videos,political,@StatusCoup,left,@SecularTalk,@breakingpoints,@DueDissidence,@RealAmericasVoice,@deanwithrs,left,left,left,right,left,2.009,2.557,2.572,2.622,2.912
videos,political,@StevenCrowder,right,@BenShapiro,@KimIversen,@AlexStein99,@RealDanBongino,@bbrettcooper,right,neutral,right,right,right,1.073,1.246,1.358,1.362,1.478
videos,political,@Styxhexenhammer666,right,@hutch,@ThePodcastoftheLotusEaters,@AlexStein99,@destiny,@franifio,neutral,right,right,left,left,1.309,1.408,1.464,1.469,1.575
videos,political,@TechCrunch,neutral,@Vox,@axios,@SkyNews,@BBCNews,@RebelNewsOnline,left,neutral,left,neutral,right,2.168,2.467,2.547,2.593,2.671
videos,political,@TheAdamCarollaShow1,right,@thejimmydoreshow,@lovettorleaveitpodcast,@fightbackpodcast,@HasanReactionsfanTwo,@clayandbuck,neutral,left,right,left,right,1.354,1.409,1.578,1.673,1.687
videos,political,@TheAmalaEkpunobi,right,@KimIversen,@CamHigby,@Xanderhal,@AlexStein99,@StevenCrowder,neutral,right,left,right,right,1.521,1.602,1.65,1.686,1.692
videos,political,@TheAtlantic,left,@LeejaMiller,@EzraKleinShow,@AndrewKlavan,@samharrisorg,@chriscuomo,left,left,right,left,left,1.52,1.554,1.678,1.696,1.719
videos,political,@TheBrianKilmeadeShow,right,@zeteo,@winston_marshall,@JillianMichaels,@lonerboxlive,@BlazeTV,left,right,right,right,right,1.815,2.162,2.179,2.425,2.434
videos,political,@TheDailyBeast,left,@nationalreview,@nytimes,@wsj,@chriscuomo,@TheAtlantic,right,left,neutral,left,left,1.948,2.493,2.821,3.077,3.143
videos,political,@TheDamageReport,left,@RebelHQ,@usefulidiots,@SecretScholars,@chicksonright,@JackCocchiarellaShow,left,left,right,right,left,2.369,2.573,2.671,2.809,2.833
videos,political,@TheDonLemonShow,left,@OwenReport,@fightbackpodcast,@judgingfreedom,@laurenchenclips,@TheJoyReidShow,left,right,left,right,left,1.288,1.361,1.391,1.428,1.43
videos,political,@TheEconomist,left,@Vox,@nationalreview,@TheDailyBeast,@BBCNews,@GeopoliticalEconomyReport,left,right,left,neutral,left,4.1,4.376,4.477,4.719,4.791
videos,political,@TheHumanistReport,left,@ChadPrather1,@RubinReport,@FreshFitMiami,@HasanabiClips,@therationalnational,right,right,right,left,left,1.81,2.111,2.176,2.265,2.28
videos,political,@TheJoyReidShow,left,@hutch,@TheDonLemonShow,@MichaelKnowles,@underthedesknews,@ClubRandomPodcast,neutral,left,right,left,neutral,1.383,1.43,1.562,1.616,1.668
videos,political,@TheLincolnProject,left,@destiny,@TheMajorityReport,@GlennKirschner2,@hutch,@AlexStein99,left,left,left,neutral,right,1.417,1.479,1.5,1.502,1.663
videos,political,@TheMajorityReport,left,@LIVESNEAKO,@NovaraMedia,@OwenReport,@destiny,@FarronBalanced,neutral,left,left,left,left,1.045,1.095,1.181,1.223,1.258
videos,political,@TheMichaelCohenShow,left,@chicksonright,@PTLRadioShow,@TheYoungTurks,@JustPearlyThings,@Xanderhal,right,left,left,right,left,1.615,1.672,1.698,1.709,1.724
videos,political,@TheOfficerTatum,right,@LegalAFMTN,@deanwithrs,@SecularTalk,@MeidasTouch,@katiephangnews,left,left,left,left,left,1.402,1.795,2.012,2.085,2.176
videos,political,@ThePodcastoftheLotusEaters,right,@ZeihanonGeopolitics,@Styxhexenhammer666,@hutch,@franifio,@destiny,neutral,right,neutral,left,left,1.213,1.408,1.58,1.629,1.674
videos,political,@TheQuartering,right,@deanwithrs,@TimcastNews,@TheOfficerTatum,@JacksonHinkleOfficial,@LegalAFMTN,left,right,right,neutral,left,1.897,1.972,2.246,2.364,2.606
videos,political,@TheRealTabithaSpeaks,left,@DemocracyDocket,@wethefifth,@TheJoyReidShow,@NYTPodcasts,@RileyGaines,left,neutral,left,left,right,2.05,2.062,2.089,2.139,2.16
videos,political,@TheSerfTimes,left,@TheMichaelCohenShow,@LIVESNEAKO,@FarronBalanced,@TheMajorityReport,@HasanReactionsfanTwo,left,neutral,left,left,left,1.996,2.001,2.062,2.105,2.108
videos,political,@TheVaushPit,left,@Vaush,@JustPearlyThings,@thedavidpakmanshow,@KimIversen,@bbrettcooper,left,right,left,neutral,right,0.927,1.429,1.667,1.672,1.687
videos,political,@TheYoungTurks,left,@NovaraMedia,@BadEmpanadaLive,@OwenJonesTalks,@JesseKellyDC,@FarronBalanced,left,left,left,right,left,1.113,1.191,1.334,1.522,1.577
videos,political,@The_Crucible,right,@destinyhqclips,https://rumble.com/c/russellbrand,@adammockler,@TheYoungTurks,@GrahamAllen,neutral,right,left,left,right,1.466,2.285,2.358,2.559,2.65
videos,political,@TimDillonShow,neutral,@underthedesknews,@lizwheeler,@GlennKirschner2,@markets,@TheLincolnProject,left,right,left,neutral,left,2.542,2.703,2.778,2.783,2.961
videos,political,@Tim_Black,right,@jimacosta,@glennbeck,@MarkDice,@morebridgetphetasy,@bulwarkmedia,left,right,right,right,left,1.869,2.095,2.134,2.352,2.406
videos,political,@Timcast,right,@TimcastIRL,@TimcastNews,@Vaush,@deanwithrs,@TheQuartering,right,right,left,left,right,1.258,1.684,2.827,2.855,2.887
videos,political,@TimcastIRL,right,@Timcast,@TimcastNews,@Vaush,@TheQuartering,@deanwithrs,right,right,left,right,left,1.258,1.995,2.617,3.138,3.181
videos,political,@TimcastNews,right,@Timcast,@TheQuartering,@TimcastIRL,@deanwithrs,@Vaush,right,right,right,left,left,1.684,1.972,1.995,2.075,2.339
videos,political,@TimesNowWorld,neutral,https://rumble.com/c/TheAlexJonesShowLive,@DailyDenims,@aaronparnas1,@StatusCoup,@SecularTalk,right,left,left,left,left,3.65,3.923,3.963,4.104,4.114
videos,political,@TomiLahrenIsFearless,right,@HangOutwithSeanHannity,@DropSiteNews,@rolandsmartin,@PTLRadioShow,@clayandbuck,right,left,left,left,right,1.205,1.893,1.905,1.926,2.028
videos,political,@TuckerCarlson,neutral,@RubinReport,@lovettorleaveitpodcast,@TheAdamCarollaShow1,https://rumble.com/c/GGreenwald,@thejimmydoreshow,right,left,right,left,neutral,2.561,2.565,2.608,2.62,2.794
videos,political,@USATODAY,neutral,@ANINewsIndia,@AssociatedPress,@CBSNews,@NewsNation,@CNN,neutral,neutral,neutral,neutral,left,1.668,2.093,2.142,2.301,2.358
videos,political,@UnHerd,left,@bbrettcooper,@StevenCrowder,@thomhartmann,@MrTariqNasheed,@TheVaushPit,right,right,left,right,left,1.8,2.536,2.559,2.648,2.675
videos,political,@Vaush,left,@TheVaushPit,@HasanAbi,@JustPearlyThings,@thedavidpakmanshow,@KimIversen,left,left,right,left,neutral,0.927,1.505,1.624,1.887,1.896
videos,political,@VivaFrei,right,@MegynKelly,@rolandsmartin,@TomiLahrenIsFearless,@MLChristiansen,https://rumble.com/c/GGreenwald,right,left,right,right,left,2.008,2.328,2.525,2.533,2.593
videos,political,@Vox,left,@TechCrunch,@BBCNews,@SkyNews,@POLITICO,@axios,neutral,neutral,left,neutral,neutral,2.168,2.249,2.497,2.648,2.824
videos,political,@X22Report-y5y,right,@RubinReport,@bulwarkmedia,@Tim_Black,@ChadPrather1,https://rumble.com/c/GGreenwald,right,left,right,right,left,2.302,2.406,2.524,2.554,2.671
videos,political,@XAVIAER,right,@MichaelKnowles,@LIVESNEAKO,@Forthepeoplepodcast305,@laurenchenclips,@PTLRadioShow,right,neutral,left,right,left,1.536,1.571,1.648,1.654,1.722
videos,political,@Xanderhal,left,@CamHigby,@RileyGaines,@TheAmalaEkpunobi,@TheMichaelCohenShow,@SaltyCracker,right,right,right,left,right,1.129,1.377,1.65,1.724,1.776
videos,political,@ZeihanonGeopolitics,neutral,@ThePodcastoftheLotusEaters,@PartOfTheProblem,@Styxhexenhammer666,@DylanBurnsLIVE,@lizwheeler,right,right,right,left,right,1.213,1.409,1.868,1.923,2.363
videos,political,@ZubyMusic,right,@thomhartmann,@StevenCrowder,@BenShapiro,@MrTariqNasheed,@KimIversen,left,right,right,right,neutral,1.338,1.543,1.679,1.801,1.809
videos,political,@aaronparnas1,left,@TimesNowWorld,@RSBN,@DailyDenims,@LukeBeasley,@briantylercohen,neutral,right,left,left,left,3.963,4.513,4.78,5.011,5.166
videos,political,@adammockler,left,@TheMichaelCohenShow,@harryjsisson,@MeidasTouch,@TheSerfTimes,@deanwithrs,left,left,left,left,left,1.928,2.17,2.214,2.222,2.232
videos,political,@aljazeeraenglish,left,@Reuters,@CBSNews,@BBCNews,@CNN,@AssociatedPress,neutral,neutral,neutral,left,neutral,1.121,1.825,2.003,2.036,2.051
videos,political,@axios,neutral,@POLITICO,@hutch,@BBCNews,@thomhartmann,@morebridgetphetasy,neutral,neutral,neutral,left,right,1.819,1.839,1.866,1.954,2.002
videos,political,@bbrettcooper,right,@KimIversen,@StevenCrowder,@thomhartmann,@TheVaushPit,@RileyGaines,neutral,right,left,left,right,1.464,1.478,1.686,1.687,1.778
videos,political,@bennyjohnson,right,@OfficialSaharTV,@BlazeTV,@SecretScholars,https://rumble.com/c/russellbrand,@harryjsisson,right,right,right,right,left,3.448,3.743,3.922,3.927,3.991
videos,political,@breakingpoints,left,@DueDissidence,@SabbySabs,@RobertGouveiaEsq,https://rumble.com/c/nickjfuentes,@podsaveamerica,left,left,right,right,left,1.304,2.134,2.216,2.313,2.355
videos,political,@briantylercohen,left,@FoxNews,@MeidasTouch,@deanwithrs,https://rumble.com/c/TheAlexJonesShowLive,@FoxNewsChannelClips,right,left,left,right,right,2.92,3.102,3.232,3.334,3.495
videos,political,@bulwarkmedia,left,@DemocracyDocket,@clayandbuck,@jimacosta,@JamarlThomas,https://rumble.com/c/GGreenwald,left,right,left,left,left,2.006,2.205,2.241,2.287,2.352
videos,political,@cafedotcom,left,@MegynKelly,@PragerU,@bulwarkmedia,https://rumble.com/c/GGreenwald,@jimacosta,right,right,left,left,left,2.047,2.459,2.473,2.646,2.676
videos,political,@chicksonright,right,@RebelHQ,@PTLRadioShow,@Forthepeoplepodcast305,@FarronBalanced,@SaltyCracker,left,left,left,left,right,0.88,0.95,1.003,1.387,1.436
videos,political,@chinainsights-r2w,neutral,@PiscoLitty,@Forbes,@Forthepeoplepodcast305,@VivaFrei,@AnthonyBrianLogan,left,neutral,left,right,right,2.71,2.939,3.035,3.084,3.126
videos,political,@chriscuomo,left,@thomhartmann,@EzraKleinShow,@MrTariqNasheed,@TheAtlantic,@LeejaMiller,left,left,right,left,left,1.555,1.62,1.642,1.719,1.81
videos,political,@clayandbuck,right,@TheDonLemonShow,@oann,@nypost,@TheAdamCarollaShow1,@DemocracyDocket,left,right,right,right,left,1.512,1.53,1.537,1.687,1.712
videos,political,@deanwithrs,left,@TheOfficerTatum,@LegalAFMTN,@TheQuartering,@TimcastNews,@HasanabiClips,right,left,right,right,left,1.795,1.888,1.897,2.075,2.112
videos,political,@destiny,left,@AlexStein99,@TheMajorityReport,@hutch,@JesseKellyDC,@LIVESNEAKO,right,left,neutral,right,neutral,1.117,1.223,1.254,1.396,1.411
videos,political,@destinyhqclips,neutral,@The_Crucible,@TheYoungTurks,@lizwheeler,@LIVESNEAKO,@Forthepeoplepodcast305,right,left,right,neutral,left,1.466,2.475,2.634,2.678,2.683
videos,political,@dineshdsouza,right,https://rumble.com/c/nickjfuentes,@lizwheeler,@HasanAbi,@FleccasTalks,@BadEmpanadaLive,right,right,left,right,left,2.973,3.03,3.078,3.092,3.295
videos,political,@dollemore,left,@DueDissidence,@RealAmericasVoice,@LegalAFMTN,@TheAdamCarollaShow1,@AnthonyBrianLogan,left,right,left,right,right,1.549,1.601,1.905,1.941,1.957
videos,political,@fastpoliticspodcast,left,@JamarlThomas,@ClubRandomPodcast,@TheDonLemonShow,@TheAdamCarollaShow1,@lovettorleaveitpodcast,left,neutral,left,right,left,2.409,2.485,2.97,2.995,3.038
videos,political,@fightbackpodcast,right,@thejimmydoreshow,@TheDonLemonShow,@judgingfreedom,@TheAdamCarollaShow1,@podsaveamerica,neutral,left,left,right,left,1.069,1.361,1.47,1.578,1.635
videos,political,@franifio,left,@BenShapiro,@hutch,@Styxhexenhammer666,@StevenCrowder,@ThePodcastoftheLotusEaters,right,neutral,right,right,right,1.414,1.555,1.575,1.598,1.629
videos,political,@glennbeck,right,@MattWalsh,@JillianMichaels,@MarkDice,@morebridgetphetasy,@CamHigby,right,right,right,right,right,1.273,1.469,1.503,1.771,1.822
videos,political,@harryjsisson,left,@adammockler,@LegalAFMTN,@MeidasTouch,https://rumble.com/c/nickjfuentes,@TheOfficerTatum,left,left,left,right,right,2.17,2.875,2.909,3.132,3.165
videos,political,@hutch,neutral,@destiny,@BenShapiro,@Styxhexenhammer666,@AlexStein99,@JustPearlyThings,left,right,right,right,right,1.254,1.289,1.309,1.346,1.371
videos,political,@jimacosta,left,@Tim_Black,@BreakThroughNews,@bulwarkmedia,@zeteo,@DemocracyDocket,right,left,left,left,left,1.869,1.952,2.241,2.324,2.569
videos,political,@jlptalk,right,@timesofindia,@DemocracyNow,@VivaFrei,@lonerboxlive,@TheBrianKilmeadeShow,left,left,right,right,right,3.191,3.423,3.816,4.064,4.221
videos,political,@joerogan,neutral,@markets,@triggerpod,@breakingpoints,@DarkHorsePod,@TheMajorityReport,neutral,right,left,right,left,4.124,4.349,4.364,4.371,4.418
videos,political,@judgingfreedom,left,@TheDonLemonShow,@fightbackpodcast,@MrTariqNasheed,@XAVIAER,@RufoandLomez,left,right,right,right,right,1.391,1.47,1.559,1.864,1.888
videos,political,@katiephangnews,left,@TheOfficerTatum,@LegalAFMTN,@BlackConservativePerspective,@MeidasTouch,@TheQuartering,right,left,right,left,right,2.176,2.203,2.294,2.452,2.9
videos,political,@laurenchenclips,right,@PTLRadioShow,@OwenReport,@TheDonLemonShow,@NovaraMedia,@SaltyCracker,left,left,left,left,right,1.336,1.426,1.428,1.432,1.445
videos,political,@lizwheeler,right,@marklevinshow,@therationalnational,@hutch,@BadEmpanadaLive,@TheJoyReidShow,right,left,neutral,left,left,1.447,1.834,1.848,1.916,1.948
videos,political,@lonerboxlive,right,@winston_marshall,@TheBrianKilmeadeShow,@rolandsmartin,@RealAmericasVoice,@MLChristiansen,right,right,left,right,right,2.18,2.425,2.474,2.587,2.602
videos,political,@lovettorleaveitpodcast,left,@TheAdamCarollaShow1,@thejimmydoreshow,@PTLRadioShow,@marclamonthillnetwork,@fightbackpodcast,right,neutral,left,left,right,1.409,2.081,2.14,2.199,2.325
videos,political,@marclamonthillnetwork,left,@TheAdamCarollaShow1,@MegynKelly,@clayandbuck,@oann,@MLChristiansen,right,right,right,right,right,1.794,1.976,1.998,2.03,2.132
videos,political,@markets,neutral,@oann,@ClubRandomPodcast,@nypost,@TheJoyReidShow,@OwenReport,right,neutral,right,left,left,1.861,1.891,1.964,1.98,1.992
videos,political,@marklevinshow,right,@lizwheeler,@therationalnational,@underthedesknews,@TheJoyReidShow,@podsaveamerica,right,left,left,left,left,1.447,1.597,1.84,1.928,2.012
videos,political,@morebridgetphetasy,right,@thomhartmann,@theisabelbrown,@JillianMichaels,@RileyGaines,@glennbeck,left,right,right,right,right,1.318,1.567,1.674,1.769,1.771
videos,political,@moreperfectunion,left,@theisabelbrown,@LeejaMiller,@bbrettcooper,@morebridgetphetasy,@X22Report-y5y,right,left,right,right,right,4.821,4.997,4.997,5.14,5.148
videos,political,@msnow,left,@FoxNewsChannelClips,@FoxNews,@NewsmaxTV,@SkyNews,@CNN,right,right,right,left,left,2.103,2.643,2.75,2.973,3.371
videos,political,@nationalreview,right,@TheDailyBeast,@nytimes,@nousnetwork,@TheAtlantic,@chriscuomo,left,left,left,left,left,1.948,2.274,2.463,2.608,2.614
videos,political,@newdiscourses,right,@TheLincolnProject,@lizwheeler,@DarkHorsePod,@TimDillonShow,@NYTPodcasts,left,right,right,neutral,left,2.83,3.072,3.099,3.184,3.25
videos,political,@nousnetwork,left,@AndrewKlavan,@RufoandLomez,@Politicon,@TheAtlantic,@RestPoliticsUS,right,right,left,left,left,1.589,1.979,2.118,2.142,2.171
videos,political,@nypost,right,@oann,@MLChristiansen,@clayandbuck,@DropSiteNews,@GlennKirschner2,right,right,right,left,left,1.038,1.259,1.537,1.596,1.606
videos,political,@nytimes,left,@nationalreview,@samharrisorg,@TheDailyBeast,@zeteo,@EzraKleinShow,right,left,left,left,left,2.274,2.329,2.493,2.51,2.58
videos,political,@oann,right,@nypost,@RealAmericasVoice,@clayandbuck,@AnthonyBrianLogan,@HasanReactionsfanTwo,right,right,right,right,left,1.038,1.478,1.53,1.669,1.736
videos,political,@podsaveamerica,left,@NovaraMedia,@Forthepeoplepodcast305,@fightbackpodcast,@DropSiteNews,@OwenReport,left,left,right,left,left,1.29,1.504,1.635,1.68,1.741
